"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"329","11.365580558776855","11.365580558776855","11.365580558776855","5.578323841094971","5.578323841094971","5.578323841094971","5.8184685707092285","5.8184685707092285","5.8184685707092285"
"359","8.866153717041016","8.866153717041016","8.866153717041016","5.383917808532715","5.383917808532715","5.383917808532715","5.908827304840088","5.908827304840088","5.908827304840088"
"389","9.318695068359375","9.318695068359375","9.318695068359375","5.219973087310791","5.219973087310791","5.219973087310791","5.813594341278076","5.813594341278076","5.813594341278076"
"419","8.945670127868652","8.945670127868652","8.945670127868652","5.152892112731934","5.152892112731934","5.152892112731934","5.534257888793945","5.534257888793945","5.534257888793945"
"449","8.270440101623535","8.270440101623535","8.270440101623535","4.971723556518555","4.971723556518555","4.971723556518555","5.567399978637695","5.567399978637695","5.567399978637695"
"479","8.033910751342773","8.033910751342773","8.033910751342773","4.834477424621582","4.834477424621582","4.834477424621582","5.180319786071777","5.180319786071777","5.180319786071777"
"509","8.88458251953125","8.88458251953125","8.88458251953125","5.098825454711914","5.098825454711914","5.098825454711914","5.446841716766357","5.446841716766357","5.446841716766357"
"539","14.377233505249023","14.377233505249023","14.377233505249023","22.414403915405273","22.414403915405273","22.414403915405273","5.186377048492432","5.186377048492432","5.186377048492432"
"569","7.268143653869629","7.268143653869629","7.268143653869629","4.584543228149414","4.584543228149414","4.584543228149414","5.056158542633057","5.056158542633057","5.056158542633057"
"599","9.293854713439941","9.293854713439941","9.293854713439941","5.391030311584473","5.391030311584473","5.391030311584473","5.059454441070557","5.059454441070557","5.059454441070557"
"629","7.0391387939453125","7.0391387939453125","7.0391387939453125","4.500523567199707","4.500523567199707","4.500523567199707","4.8838348388671875","4.8838348388671875","4.8838348388671875"
"659","8.686797142028809","8.686797142028809","8.686797142028809","4.621623516082764","4.621623516082764","4.621623516082764","4.805789470672607","4.805789470672607","4.805789470672607"
"689","29.43130874633789","29.43130874633789","29.43130874633789","24.706459045410156","24.706459045410156","24.706459045410156","4.678524494171143","4.678524494171143","4.678524494171143"
"719","7.523623943328857","7.523623943328857","7.523623943328857","4.808071613311768","4.808071613311768","4.808071613311768","4.765924453735352","4.765924453735352","4.765924453735352"
"749","7.566426753997803","7.566426753997803","7.566426753997803","4.616124153137207","4.616124153137207","4.616124153137207","4.63493013381958","4.63493013381958","4.63493013381958"
"779","6.743401527404785","6.743401527404785","6.743401527404785","4.323381423950195","4.323381423950195","4.323381423950195","4.457250595092773","4.457250595092773","4.457250595092773"
"809","28.297199249267578","28.297199249267578","28.297199249267578","23.345380783081055","23.345380783081055","23.345380783081055","4.514296531677246","4.514296531677246","4.514296531677246"
"839","6.767995357513428","6.767995357513428","6.767995357513428","4.409139156341553","4.409139156341553","4.409139156341553","4.455294132232666","4.455294132232666","4.455294132232666"
"869","27.84963607788086","27.84963607788086","27.84963607788086","22.594928741455078","22.594928741455078","22.594928741455078","4.451403617858887","4.451403617858887","4.451403617858887"
"899","6.613609313964844","6.613609313964844","6.613609313964844","4.224827766418457","4.224827766418457","4.224827766418457","4.355502128601074","4.355502128601074","4.355502128601074"
"929","6.824138164520264","6.824138164520264","6.824138164520264","4.097343921661377","4.097343921661377","4.097343921661377","4.282431125640869","4.282431125640869","4.282431125640869"
"959","10.282955169677734","10.282955169677734","10.282955169677734","17.433610916137695","17.433610916137695","17.433610916137695","4.232509136199951","4.232509136199951","4.232509136199951"
"989","9.287120819091797","9.287120819091797","9.287120819091797","4.338414669036865","4.338414669036865","4.338414669036865","4.261362075805664","4.261362075805664","4.261362075805664"
"1019","29.09580421447754","29.09580421447754","29.09580421447754","21.301551818847656","21.301551818847656","21.301551818847656","4.652944087982178","4.652944087982178","4.652944087982178"
"1049","8.644559860229492","8.644559860229492","8.644559860229492","4.218499660491943","4.218499660491943","4.218499660491943","4.168612480163574","4.168612480163574","4.168612480163574"
"1079","9.738472938537598","9.738472938537598","9.738472938537598","4.778501033782959","4.778501033782959","4.778501033782959","4.189420223236084","4.189420223236084","4.189420223236084"
"1109","27.80692481994629","27.80692481994629","27.80692481994629","19.89659309387207","19.89659309387207","19.89659309387207","4.157258987426758","4.157258987426758","4.157258987426758"
"1139","8.372821807861328","8.372821807861328","8.372821807861328","4.3468852043151855","4.3468852043151855","4.3468852043151855","4.18365478515625","4.18365478515625","4.18365478515625"
"1169","6.95103645324707","6.95103645324707","6.95103645324707","4.222451210021973","4.222451210021973","4.222451210021973","3.9912900924682617","3.9912900924682617","3.9912900924682617"
"1199","7.735075950622559","7.735075950622559","7.735075950622559","4.021420001983643","4.021420001983643","4.021420001983643","3.9196672439575195","3.9196672439575195","3.9196672439575195"
"1229","28.452760696411133","28.452760696411133","28.452760696411133","18.955778121948242","18.955778121948242","18.955778121948242","4.099882125854492","4.099882125854492","4.099882125854492"
"1259","8.456531524658203","8.456531524658203","8.456531524658203","4.628659725189209","4.628659725189209","4.628659725189209","4.233551502227783","4.233551502227783","4.233551502227783"
"1289","8.231379508972168","8.231379508972168","8.231379508972168","3.9327802658081055","3.9327802658081055","3.9327802658081055","3.918185234069824","3.918185234069824","3.918185234069824"
"1319","15.335033416748047","15.335033416748047","15.335033416748047","15.331442832946777","15.331442832946777","15.331442832946777","3.8180489540100098","3.8180489540100098","3.8180489540100098"
"1349","8.510893821716309","8.510893821716309","8.510893821716309","4.487411022186279","4.487411022186279","4.487411022186279","3.8166635036468506","3.8166635036468506","3.8166635036468506"
"1379","8.781835556030273","8.781835556030273","8.781835556030273","4.4064435958862305","4.4064435958862305","4.4064435958862305","3.7904186248779297","3.7904186248779297","3.7904186248779297"
"1409","7.050943374633789","7.050943374633789","7.050943374633789","4.107978820800781","4.107978820800781","4.107978820800781","3.8182716369628906","3.8182716369628906","3.8182716369628906"
"1439","7.308445930480957","7.308445930480957","7.308445930480957","3.842067241668701","3.842067241668701","3.842067241668701","3.7925896644592285","3.7925896644592285","3.7925896644592285"
"1469","7.51173210144043","7.51173210144043","7.51173210144043","4.244235515594482","4.244235515594482","4.244235515594482","3.9525065422058105","3.9525065422058105","3.9525065422058105"
"1499","7.304322242736816","7.304322242736816","7.304322242736816","3.6790733337402344","3.6790733337402344","3.6790733337402344","3.640282392501831","3.640282392501831","3.640282392501831"
"1529","8.196221351623535","8.196221351623535","8.196221351623535","4.0577473640441895","4.0577473640441895","4.0577473640441895","3.749666452407837","3.749666452407837","3.749666452407837"
"1559","7.672101974487305","7.672101974487305","7.672101974487305","3.596116304397583","3.596116304397583","3.596116304397583","3.617969036102295","3.617969036102295","3.617969036102295"
"1589","7.962677001953125","7.962677001953125","7.962677001953125","3.7484729290008545","3.7484729290008545","3.7484729290008545","3.6650989055633545","3.6650989055633545","3.6650989055633545"
"1619","11.730932235717773","11.730932235717773","11.730932235717773","12.327898025512695","12.327898025512695","12.327898025512695","3.6631863117218018","3.6631863117218018","3.6631863117218018"
"1649","15.768583297729492","15.768583297729492","15.768583297729492","12.603677749633789","12.603677749633789","12.603677749633789","3.6570262908935547","3.6570262908935547","3.6570262908935547"
"1679","6.50360107421875","6.50360107421875","6.50360107421875","3.6239917278289795","3.6239917278289795","3.6239917278289795","3.6752312183380127","3.6752312183380127","3.6752312183380127"
"1709","8.494976043701172","8.494976043701172","8.494976043701172","3.583840847015381","3.583840847015381","3.583840847015381","3.436812162399292","3.436812162399292","3.436812162399292"
"1739","9.211530685424805","9.211530685424805","9.211530685424805","3.519810676574707","3.519810676574707","3.519810676574707","3.5415239334106445","3.5415239334106445","3.5415239334106445"
"1769","6.452798843383789","6.452798843383789","6.452798843383789","3.6571266651153564","3.6571266651153564","3.6571266651153564","3.511967420578003","3.511967420578003","3.511967420578003"
"1799","8.442122459411621","8.442122459411621","8.442122459411621","3.3963215351104736","3.3963215351104736","3.3963215351104736","3.452406167984009","3.452406167984009","3.452406167984009"
"1829","7.474193096160889","7.474193096160889","7.474193096160889","3.7381365299224854","3.7381365299224854","3.7381365299224854","3.373067617416382","3.373067617416382","3.373067617416382"
"1859","7.866307258605957","7.866307258605957","7.866307258605957","3.358250141143799","3.358250141143799","3.358250141143799","3.4606566429138184","3.4606566429138184","3.4606566429138184"
"1889","8.494956016540527","8.494956016540527","8.494956016540527","3.7829978466033936","3.7829978466033936","3.7829978466033936","3.4554965496063232","3.4554965496063232","3.4554965496063232"
"1919","13.33403491973877","13.33403491973877","13.33403491973877","9.889521598815918","9.889521598815918","9.889521598815918","3.5518925189971924","3.5518925189971924","3.5518925189971924"
"1949","7.458653450012207","7.458653450012207","7.458653450012207","3.4640121459960938","3.4640121459960938","3.4640121459960938","3.5526158809661865","3.5526158809661865","3.5526158809661865"
"1979","7.684889316558838","7.684889316558838","7.684889316558838","3.591824769973755","3.591824769973755","3.591824769973755","3.3233397006988525","3.3233397006988525","3.3233397006988525"
"2009","7.0246262550354","7.0246262550354","7.0246262550354","2.9337172508239746","2.9337172508239746","2.9337172508239746","3.2162303924560547","3.2162303924560547","3.2162303924560547"
"2039","8.466073989868164","8.466073989868164","8.466073989868164","3.603510618209839","3.603510618209839","3.603510618209839","3.490004777908325","3.490004777908325","3.490004777908325"
"2069","7.78133487701416","7.78133487701416","7.78133487701416","3.3525378704071045","3.3525378704071045","3.3525378704071045","3.3694679737091064","3.3694679737091064","3.3694679737091064"
"2099","8.07525634765625","8.07525634765625","8.07525634765625","3.5322020053863525","3.5322020053863525","3.5322020053863525","3.3552279472351074","3.3552279472351074","3.3552279472351074"
"2129","6.992186069488525","6.992186069488525","6.992186069488525","3.228886604309082","3.228886604309082","3.228886604309082","3.2573888301849365","3.2573888301849365","3.2573888301849365"
"2159","6.838149070739746","6.838149070739746","6.838149070739746","3.0205254554748535","3.0205254554748535","3.0205254554748535","3.2323498725891113","3.2323498725891113","3.2323498725891113"
"2189","7.638857364654541","7.638857364654541","7.638857364654541","2.9920475482940674","2.9920475482940674","2.9920475482940674","3.0983874797821045","3.0983874797821045","3.0983874797821045"
"2219","6.813042640686035","6.813042640686035","6.813042640686035","3.097744941711426","3.097744941711426","3.097744941711426","3.226363182067871","3.226363182067871","3.226363182067871"
"2249","6.692342758178711","6.692342758178711","6.692342758178711","3.0685722827911377","3.0685722827911377","3.0685722827911377","3.1649017333984375","3.1649017333984375","3.1649017333984375"
"2279","77.24768829345703","77.24768829345703","77.24768829345703","43.83505630493164","43.83505630493164","43.83505630493164","36.18277359008789","36.18277359008789","36.18277359008789"
"2309","7.659562587738037","7.659562587738037","7.659562587738037","3.4211323261260986","3.4211323261260986","3.4211323261260986","3.16018009185791","3.16018009185791","3.16018009185791"
"2339","11.242538452148438","11.242538452148438","11.242538452148438","6.898488521575928","6.898488521575928","6.898488521575928","3.3238139152526855","3.3238139152526855","3.3238139152526855"
"2369","11.217446327209473","11.217446327209473","11.217446327209473","7.084721565246582","7.084721565246582","7.084721565246582","3.2696287631988525","3.2696287631988525","3.2696287631988525"
"2399","10.485990524291992","10.485990524291992","10.485990524291992","6.468019485473633","6.468019485473633","6.468019485473633","3.0907540321350098","3.0907540321350098","3.0907540321350098"
"2429","4.343454360961914","4.343454360961914","4.343454360961914","2.6408920288085938","2.6408920288085938","2.6408920288085938","3.029728889465332","3.029728889465332","3.029728889465332"
"2459","5.456693172454834","5.456693172454834","5.456693172454834","2.926795482635498","2.926795482635498","2.926795482635498","3.090772867202759","3.090772867202759","3.090772867202759"
"2489","7.761866092681885","7.761866092681885","7.761866092681885","3.147125482559204","3.147125482559204","3.147125482559204","3.0892703533172607","3.0892703533172607","3.0892703533172607"
"2519","6.875179767608643","6.875179767608643","6.875179767608643","2.747664213180542","2.747664213180542","2.747664213180542","3.1067583560943604","3.1067583560943604","3.1067583560943604"
"2549","6.82215690612793","6.82215690612793","6.82215690612793","2.8814330101013184","2.8814330101013184","2.8814330101013184","2.873112201690674","2.873112201690674","2.873112201690674"
"2579","8.14315128326416","8.14315128326416","8.14315128326416","5.178273677825928","5.178273677825928","5.178273677825928","3.115520477294922","3.115520477294922","3.115520477294922"
"2609","6.701627254486084","6.701627254486084","6.701627254486084","2.898283004760742","2.898283004760742","2.898283004760742","3.1317009925842285","3.1317009925842285","3.1317009925842285"
"2639","6.030956745147705","6.030956745147705","6.030956745147705","2.5279219150543213","2.5279219150543213","2.5279219150543213","3.0320444107055664","3.0320444107055664","3.0320444107055664"
"2669","5.716368198394775","5.716368198394775","5.716368198394775","2.7990009784698486","2.7990009784698486","2.7990009784698486","3.0880227088928223","3.0880227088928223","3.0880227088928223"
"2699","6.24052619934082","6.24052619934082","6.24052619934082","3.0680651664733887","3.0680651664733887","3.0680651664733887","2.96862530708313","2.96862530708313","2.96862530708313"
"2729","7.937861919403076","7.937861919403076","7.937861919403076","3.260767698287964","3.260767698287964","3.260767698287964","2.9422030448913574","2.9422030448913574","2.9422030448913574"
"2759","5.6315131187438965","5.6315131187438965","5.6315131187438965","2.6274940967559814","2.6274940967559814","2.6274940967559814","3.040980815887451","3.040980815887451","3.040980815887451"
"2789","7.421627044677734","7.421627044677734","7.421627044677734","2.7842941284179688","2.7842941284179688","2.7842941284179688","3.1428070068359375","3.1428070068359375","3.1428070068359375"
"2819","6.430511474609375","6.430511474609375","6.430511474609375","2.7184526920318604","2.7184526920318604","2.7184526920318604","2.8473193645477295","2.8473193645477295","2.8473193645477295"
"2849","6.261024475097656","6.261024475097656","6.261024475097656","2.9846208095550537","2.9846208095550537","2.9846208095550537","2.941023588180542","2.941023588180542","2.941023588180542"
"2879","6.821038722991943","6.821038722991943","6.821038722991943","4.488017559051514","4.488017559051514","4.488017559051514","2.760622501373291","2.760622501373291","2.760622501373291"
"2909","5.743747234344482","5.743747234344482","5.743747234344482","2.3253045082092285","2.3253045082092285","2.3253045082092285","2.7805774211883545","2.7805774211883545","2.7805774211883545"
"2939","4.049788951873779","4.049788951873779","4.049788951873779","2.2493934631347656","2.2493934631347656","2.2493934631347656","2.825670003890991","2.825670003890991","2.825670003890991"
"2969","6.461480617523193","6.461480617523193","6.461480617523193","4.203862190246582","4.203862190246582","4.203862190246582","2.851707935333252","2.851707935333252","2.851707935333252"
"2999","4.8144731521606445","4.8144731521606445","4.8144731521606445","2.3966023921966553","2.3966023921966553","2.3966023921966553","2.735626697540283","2.735626697540283","2.735626697540283"
"3029","6.45796012878418","6.45796012878418","6.45796012878418","4.079126834869385","4.079126834869385","4.079126834869385","2.8489646911621094","2.8489646911621094","2.8489646911621094"
"3059","4.806161880493164","4.806161880493164","4.806161880493164","2.545910596847534","2.545910596847534","2.545910596847534","2.7866008281707764","2.7866008281707764","2.7866008281707764"
"3089","3.4953606128692627","3.4953606128692627","3.4953606128692627","2.3891494274139404","2.3891494274139404","2.3891494274139404","2.771456003189087","2.771456003189087","2.771456003189087"
"3119","4.121638298034668","4.121638298034668","4.121638298034668","2.4006881713867188","2.4006881713867188","2.4006881713867188","2.8404626846313477","2.8404626846313477","2.8404626846313477"
"3149","3.5978803634643555","3.5978803634643555","3.5978803634643555","2.166689157485962","2.166689157485962","2.166689157485962","2.6814494132995605","2.6814494132995605","2.6814494132995605"
"3179","3.677283763885498","3.677283763885498","3.677283763885498","2.3203582763671875","2.3203582763671875","2.3203582763671875","2.827829122543335","2.827829122543335","2.827829122543335"
"3209","4.736494541168213","4.736494541168213","4.736494541168213","2.3426973819732666","2.3426973819732666","2.3426973819732666","2.693074941635132","2.693074941635132","2.693074941635132"
"3239","4.450801372528076","4.450801372528076","4.450801372528076","2.387190580368042","2.387190580368042","2.387190580368042","2.724517822265625","2.724517822265625","2.724517822265625"
"3269","4.417831897735596","4.417831897735596","4.417831897735596","2.416280746459961","2.416280746459961","2.416280746459961","2.7645654678344727","2.7645654678344727","2.7645654678344727"
"3299","5.113113880157471","5.113113880157471","5.113113880157471","2.4964206218719482","2.4964206218719482","2.4964206218719482","2.671173572540283","2.671173572540283","2.671173572540283"
"3329","4.761050701141357","4.761050701141357","4.761050701141357","2.2380728721618652","2.2380728721618652","2.2380728721618652","2.698535203933716","2.698535203933716","2.698535203933716"
"3359","4.037415504455566","4.037415504455566","4.037415504455566","2.2201290130615234","2.2201290130615234","2.2201290130615234","2.571183919906616","2.571183919906616","2.571183919906616"
"3389","2.556950092315674","2.556950092315674","2.556950092315674","2.1126768589019775","2.1126768589019775","2.1126768589019775","2.7184016704559326","2.7184016704559326","2.7184016704559326"
"3419","3.5386738777160645","3.5386738777160645","3.5386738777160645","2.098813772201538","2.098813772201538","2.098813772201538","2.6061580181121826","2.6061580181121826","2.6061580181121826"
"3449","3.6494696140289307","3.6494696140289307","3.6494696140289307","2.268772840499878","2.268772840499878","2.268772840499878","2.713588237762451","2.713588237762451","2.713588237762451"
"3479","4.407174110412598","4.407174110412598","4.407174110412598","2.0403048992156982","2.0403048992156982","2.0403048992156982","2.674769639968872","2.674769639968872","2.674769639968872"
"3509","5.426512241363525","5.426512241363525","5.426512241363525","3.2144830226898193","3.2144830226898193","3.2144830226898193","2.635150671005249","2.635150671005249","2.635150671005249"
"3539","4.43807315826416","4.43807315826416","4.43807315826416","2.290238857269287","2.290238857269287","2.290238857269287","2.5869414806365967","2.5869414806365967","2.5869414806365967"
"3569","3.894664764404297","3.894664764404297","3.894664764404297","2.102982759475708","2.102982759475708","2.102982759475708","2.579164981842041","2.579164981842041","2.579164981842041"
"3599","3.9567511081695557","3.9567511081695557","3.9567511081695557","2.0943212509155273","2.0943212509155273","2.0943212509155273","2.6075236797332764","2.6075236797332764","2.6075236797332764"
"3629","2.629406690597534","2.629406690597534","2.629406690597534","1.960038661956787","1.960038661956787","1.960038661956787","2.6000194549560547","2.6000194549560547","2.6000194549560547"
"3659","4.739805698394775","4.739805698394775","4.739805698394775","2.9551546573638916","2.9551546573638916","2.9551546573638916","2.5859527587890625","2.5859527587890625","2.5859527587890625"
"3689","2.1388955116271973","2.1388955116271973","2.1388955116271973","1.9252349138259888","1.9252349138259888","1.9252349138259888","2.5233006477355957","2.5233006477355957","2.5233006477355957"
"3719","2.547929286956787","2.547929286956787","2.547929286956787","1.9721965789794922","1.9721965789794922","1.9721965789794922","2.5206265449523926","2.5206265449523926","2.5206265449523926"
"3749","2.2456908226013184","2.2456908226013184","2.2456908226013184","1.81326162815094","1.81326162815094","1.81326162815094","2.4258460998535156","2.4258460998535156","2.4258460998535156"
"3779","3.106640577316284","3.106640577316284","3.106640577316284","1.8872582912445068","1.8872582912445068","1.8872582912445068","2.398852586746216","2.398852586746216","2.398852586746216"
"3809","3.160904884338379","3.160904884338379","3.160904884338379","1.9448455572128296","1.9448455572128296","1.9448455572128296","2.4778151512145996","2.4778151512145996","2.4778151512145996"
"3839","3.8783013820648193","3.8783013820648193","3.8783013820648193","1.9407893419265747","1.9407893419265747","1.9407893419265747","2.4546234607696533","2.4546234607696533","2.4546234607696533"
"3869","4.934013366699219","4.934013366699219","4.934013366699219","2.837064027786255","2.837064027786255","2.837064027786255","2.554335355758667","2.554335355758667","2.554335355758667"
"3899","4.098931312561035","4.098931312561035","4.098931312561035","1.9969663619995117","1.9969663619995117","1.9969663619995117","2.449833631515503","2.449833631515503","2.449833631515503"
"3929","2.394973039627075","2.394973039627075","2.394973039627075","1.984939694404602","1.984939694404602","1.984939694404602","2.5706334114074707","2.5706334114074707","2.5706334114074707"
"3959","2.296341896057129","2.296341896057129","2.296341896057129","1.9081257581710815","1.9081257581710815","1.9081257581710815","2.5060744285583496","2.5060744285583496","2.5060744285583496"
"3989","2.8494560718536377","2.8494560718536377","2.8494560718536377","1.793886661529541","1.793886661529541","1.793886661529541","2.357780694961548","2.357780694961548","2.357780694961548"
"4019","2.5538735389709473","2.5538735389709473","2.5538735389709473","2.4037177562713623","2.4037177562713623","2.4037177562713623","2.432513952255249","2.432513952255249","2.432513952255249"
"4049","2.8913652896881104","2.8913652896881104","2.8913652896881104","1.758981704711914","1.758981704711914","1.758981704711914","2.3436989784240723","2.3436989784240723","2.3436989784240723"
"4079","3.6522059440612793","3.6522059440612793","3.6522059440612793","1.8001302480697632","1.8001302480697632","1.8001302480697632","2.4129045009613037","2.4129045009613037","2.4129045009613037"
"4109","3.537476062774658","3.537476062774658","3.537476062774658","1.8727102279663086","1.8727102279663086","1.8727102279663086","2.467040777206421","2.467040777206421","2.467040777206421"
"4139","4.028056621551514","4.028056621551514","4.028056621551514","1.9085988998413086","1.9085988998413086","1.9085988998413086","2.3131103515625","2.3131103515625","2.3131103515625"
"4169","3.407393455505371","3.407393455505371","3.407393455505371","1.8743945360183716","1.8743945360183716","1.8743945360183716","2.450449228286743","2.450449228286743","2.450449228286743"
"4199","2.186188220977783","2.186188220977783","2.186188220977783","1.7172480821609497","1.7172480821609497","1.7172480821609497","2.342510938644409","2.342510938644409","2.342510938644409"
"4229","4.674534797668457","4.674534797668457","4.674534797668457","1.896439790725708","1.896439790725708","1.896439790725708","2.38358211517334","2.38358211517334","2.38358211517334"
"4259","2.063046455383301","2.063046455383301","2.063046455383301","1.7271850109100342","1.7271850109100342","1.7271850109100342","2.361423969268799","2.361423969268799","2.361423969268799"
"4289","1.9357186555862427","1.9357186555862427","1.9357186555862427","1.6172337532043457","1.6172337532043457","1.6172337532043457","2.404797077178955","2.404797077178955","2.404797077178955"
"4319","1.91812264919281","1.91812264919281","1.91812264919281","1.6066465377807617","1.6066465377807617","1.6066465377807617","2.2806355953216553","2.2806355953216553","2.2806355953216553"
"4349","1.8254128694534302","1.8254128694534302","1.8254128694534302","1.552681803703308","1.552681803703308","1.552681803703308","2.2355613708496094","2.2355613708496094","2.2355613708496094"
"4379","2.383049964904785","2.383049964904785","2.383049964904785","2.134507656097412","2.134507656097412","2.134507656097412","2.2960257530212402","2.2960257530212402","2.2960257530212402"
"4409","1.8336821794509888","1.8336821794509888","1.8336821794509888","1.5071407556533813","1.5071407556533813","1.5071407556533813","2.2057085037231445","2.2057085037231445","2.2057085037231445"
"4439","1.8288487195968628","1.8288487195968628","1.8288487195968628","1.6245880126953125","1.6245880126953125","1.6245880126953125","2.4030559062957764","2.4030559062957764","2.4030559062957764"
"4469","2.0694024562835693","2.0694024562835693","2.0694024562835693","1.6575847864151","1.6575847864151","1.6575847864151","2.349259376525879","2.349259376525879","2.349259376525879"
"4499","2.877396583557129","2.877396583557129","2.877396583557129","2.1430490016937256","2.1430490016937256","2.1430490016937256","2.3185133934020996","2.3185133934020996","2.3185133934020996"
"4529","2.112752914428711","2.112752914428711","2.112752914428711","1.693716049194336","1.693716049194336","1.693716049194336","2.4463651180267334","2.4463651180267334","2.4463651180267334"
"4559","2.8564140796661377","2.8564140796661377","2.8564140796661377","1.620048999786377","1.620048999786377","1.620048999786377","2.330151081085205","2.330151081085205","2.330151081085205"
"4589","1.8764067888259888","1.8764067888259888","1.8764067888259888","1.6307097673416138","1.6307097673416138","1.6307097673416138","2.3394997119903564","2.3394997119903564","2.3394997119903564"
"4619","1.8591805696487427","1.8591805696487427","1.8591805696487427","1.5935250520706177","1.5935250520706177","1.5935250520706177","2.3092262744903564","2.3092262744903564","2.3092262744903564"
"4649","2.021186590194702","2.021186590194702","2.021186590194702","2.0489087104797363","2.0489087104797363","2.0489087104797363","2.384749174118042","2.384749174118042","2.384749174118042"
"4679","2.306635856628418","2.306635856628418","2.306635856628418","1.606109380722046","1.606109380722046","1.606109380722046","2.346558094024658","2.346558094024658","2.346558094024658"
"4709","2.195518970489502","2.195518970489502","2.195518970489502","1.788176417350769","1.788176417350769","1.788176417350769","2.3773515224456787","2.3773515224456787","2.3773515224456787"
"4739","2.7262015342712402","2.7262015342712402","2.7262015342712402","1.6285901069641113","1.6285901069641113","1.6285901069641113","2.2975871562957764","2.2975871562957764","2.2975871562957764"
"4769","2.7844340801239014","2.7844340801239014","2.7844340801239014","1.6629257202148438","1.6629257202148438","1.6629257202148438","2.3031203746795654","2.3031203746795654","2.3031203746795654"
"4799","2.725209951400757","2.725209951400757","2.725209951400757","1.633392572402954","1.633392572402954","1.633392572402954","2.3752944469451904","2.3752944469451904","2.3752944469451904"
"4829","1.8220223188400269","1.8220223188400269","1.8220223188400269","1.5750236511230469","1.5750236511230469","1.5750236511230469","2.3226704597473145","2.3226704597473145","2.3226704597473145"
"4859","1.702919840812683","1.702919840812683","1.702919840812683","1.416990876197815","1.416990876197815","1.416990876197815","2.2287986278533936","2.2287986278533936","2.2287986278533936"
"4889","1.5728402137756348","1.5728402137756348","1.5728402137756348","1.568967580795288","1.568967580795288","1.568967580795288","2.319471597671509","2.319471597671509","2.319471597671509"
"4919","1.8271268606185913","1.8271268606185913","1.8271268606185913","1.880703330039978","1.880703330039978","1.880703330039978","2.147071123123169","2.147071123123169","2.147071123123169"
