"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"539","40.194908142089844","40.194908142089844","40.194908142089844","42.723838806152344","42.723838806152344","42.723838806152344","6.428482532501221","6.428482532501221","6.428482532501221"
"569","44.471923828125","44.471923828125","44.471923828125","19.08121109008789","19.08121109008789","19.08121109008789","6.480205059051514","6.480205059051514","6.480205059051514"
"599","52.45998001098633","52.45998001098633","52.45998001098633","19.4411563873291","19.4411563873291","19.4411563873291","6.16942834854126","6.16942834854126","6.16942834854126"
"629","45.78804397583008","45.78804397583008","45.78804397583008","19.447370529174805","19.447370529174805","19.447370529174805","6.110789775848389","6.110789775848389","6.110789775848389"
"659","51.670379638671875","51.670379638671875","51.670379638671875","21.165613174438477","21.165613174438477","21.165613174438477","5.806621074676514","5.806621074676514","5.806621074676514"
"689","56.15481185913086","56.15481185913086","56.15481185913086","55.00839614868164","55.00839614868164","55.00839614868164","5.633638858795166","5.633638858795166","5.633638858795166"
"719","48.48210906982422","48.48210906982422","48.48210906982422","18.655738830566406","18.655738830566406","18.655738830566406","6.031813621520996","6.031813621520996","6.031813621520996"
"749","45.59870910644531","45.59870910644531","45.59870910644531","17.578784942626953","17.578784942626953","17.578784942626953","5.377167701721191","5.377167701721191","5.377167701721191"
"779","45.60137176513672","45.60137176513672","45.60137176513672","18.09765625","18.09765625","18.09765625","5.013825416564941","5.013825416564941","5.013825416564941"
"809","54.84464645385742","54.84464645385742","54.84464645385742","53.9276123046875","53.9276123046875","53.9276123046875","5.05412483215332","5.05412483215332","5.05412483215332"
"839","46.32746505737305","46.32746505737305","46.32746505737305","19.483253479003906","19.483253479003906","19.483253479003906","5.432806491851807","5.432806491851807","5.432806491851807"
"869","53.328250885009766","53.328250885009766","53.328250885009766","53.25735092163086","53.25735092163086","53.25735092163086","4.968073844909668","4.968073844909668","4.968073844909668"
"899","45.1436653137207","45.1436653137207","45.1436653137207","17.041900634765625","17.041900634765625","17.041900634765625","5.193058490753174","5.193058490753174","5.193058490753174"
"929","44.343631744384766","44.343631744384766","44.343631744384766","17.54233169555664","17.54233169555664","17.54233169555664","4.771032810211182","4.771032810211182","4.771032810211182"
"959","34.28098678588867","34.28098678588867","34.28098678588867","38.8316764831543","38.8316764831543","38.8316764831543","4.848944187164307","4.848944187164307","4.848944187164307"
"989","53.84324645996094","53.84324645996094","53.84324645996094","18.09166145324707","18.09166145324707","18.09166145324707","4.8819355964660645","4.8819355964660645","4.8819355964660645"
"1019","57.40072250366211","57.40072250366211","57.40072250366211","53.89316940307617","53.89316940307617","53.89316940307617","5.1947808265686035","5.1947808265686035","5.1947808265686035"
"1049","48.66295623779297","48.66295623779297","48.66295623779297","16.607389450073242","16.607389450073242","16.607389450073242","4.512390613555908","4.512390613555908","4.512390613555908"
"1079","45.38941192626953","45.38941192626953","45.38941192626953","18.599943161010742","18.599943161010742","18.599943161010742","4.895484924316406","4.895484924316406","4.895484924316406"
"1109","55.75511932373047","55.75511932373047","55.75511932373047","52.36616897583008","52.36616897583008","52.36616897583008","4.5853190422058105","4.5853190422058105","4.5853190422058105"
"1139","42.44235610961914","42.44235610961914","42.44235610961914","16.278898239135742","16.278898239135742","16.278898239135742","4.802877426147461","4.802877426147461","4.802877426147461"
"1169","42.62117004394531","42.62117004394531","42.62117004394531","14.869729042053223","14.869729042053223","14.869729042053223","4.482891082763672","4.482891082763672","4.482891082763672"
"1199","38.15321350097656","38.15321350097656","38.15321350097656","14.075013160705566","14.075013160705566","14.075013160705566","4.31974458694458","4.31974458694458","4.31974458694458"
"1229","56.31037139892578","56.31037139892578","56.31037139892578","53.13134765625","53.13134765625","53.13134765625","5.027406215667725","5.027406215667725","5.027406215667725"
"1259","44.17307662963867","44.17307662963867","44.17307662963867","16.437782287597656","16.437782287597656","16.437782287597656","4.690861701965332","4.690861701965332","4.690861701965332"
"1289","43.723445892333984","43.723445892333984","43.723445892333984","13.595192909240723","13.595192909240723","13.595192909240723","4.218385696411133","4.218385696411133","4.218385696411133"
"1319","37.696136474609375","37.696136474609375","37.696136474609375","40.749149322509766","40.749149322509766","40.749149322509766","4.152773857116699","4.152773857116699","4.152773857116699"
"1349","42.79938507080078","42.79938507080078","42.79938507080078","16.22392463684082","16.22392463684082","16.22392463684082","4.5456132888793945","4.5456132888793945","4.5456132888793945"
"1379","38.41263198852539","38.41263198852539","38.41263198852539","15.668867111206055","15.668867111206055","15.668867111206055","4.23475980758667","4.23475980758667","4.23475980758667"
"1409","38.13493728637695","38.13493728637695","38.13493728637695","14.255846977233887","14.255846977233887","14.255846977233887","4.355077266693115","4.355077266693115","4.355077266693115"
"1439","36.93496322631836","36.93496322631836","36.93496322631836","13.358386993408203","13.358386993408203","13.358386993408203","4.437896251678467","4.437896251678467","4.437896251678467"
"1469","34.527259826660156","34.527259826660156","34.527259826660156","12.896795272827148","12.896795272827148","12.896795272827148","4.56533670425415","4.56533670425415","4.56533670425415"
"1499","39.89291000366211","39.89291000366211","39.89291000366211","13.744833946228027","13.744833946228027","13.744833946228027","4.059639930725098","4.059639930725098","4.059639930725098"
"1529","38.37858200073242","38.37858200073242","38.37858200073242","12.908092498779297","12.908092498779297","12.908092498779297","4.2219462394714355","4.2219462394714355","4.2219462394714355"
"1559","37.698089599609375","37.698089599609375","37.698089599609375","12.124342918395996","12.124342918395996","12.124342918395996","3.8654723167419434","3.8654723167419434","3.8654723167419434"
"1589","38.165870666503906","38.165870666503906","38.165870666503906","13.216081619262695","13.216081619262695","13.216081619262695","4.037444591522217","4.037444591522217","4.037444591522217"
"1619","35.52877426147461","35.52877426147461","35.52877426147461","36.107933044433594","36.107933044433594","36.107933044433594","4.142029285430908","4.142029285430908","4.142029285430908"
"1649","38.24519348144531","38.24519348144531","38.24519348144531","39.40938186645508","39.40938186645508","39.40938186645508","3.9249203205108643","3.9249203205108643","3.9249203205108643"
"1679","29.43754768371582","29.43754768371582","29.43754768371582","11.99886703491211","11.99886703491211","11.99886703491211","4.049228668212891","4.049228668212891","4.049228668212891"
"1709","36.41440200805664","36.41440200805664","36.41440200805664","11.777957916259766","11.777957916259766","11.777957916259766","3.813845157623291","3.813845157623291","3.813845157623291"
"1739","37.01662826538086","37.01662826538086","37.01662826538086","11.290502548217773","11.290502548217773","11.290502548217773","3.9882164001464844","3.9882164001464844","3.9882164001464844"
"1769","30.082748413085938","30.082748413085938","30.082748413085938","11.580531120300293","11.580531120300293","11.580531120300293","3.967857599258423","3.967857599258423","3.967857599258423"
"1799","32.93281936645508","32.93281936645508","32.93281936645508","10.748388290405273","10.748388290405273","10.748388290405273","3.718130350112915","3.718130350112915","3.718130350112915"
"1829","34.567169189453125","34.567169189453125","34.567169189453125","12.306516647338867","12.306516647338867","12.306516647338867","3.7855355739593506","3.7855355739593506","3.7855355739593506"
"1859","31.791425704956055","31.791425704956055","31.791425704956055","10.912887573242188","10.912887573242188","10.912887573242188","3.833730459213257","3.833730459213257","3.833730459213257"
"1889","33.937591552734375","33.937591552734375","33.937591552734375","10.783903121948242","10.783903121948242","10.783903121948242","3.796891450881958","3.796891450881958","3.796891450881958"
"1919","33.58672332763672","33.58672332763672","33.58672332763672","36.74210739135742","36.74210739135742","36.74210739135742","3.8978307247161865","3.8978307247161865","3.8978307247161865"
"1949","29.671894073486328","29.671894073486328","29.671894073486328","11.173518180847168","11.173518180847168","11.173518180847168","3.789498805999756","3.789498805999756","3.789498805999756"
"1979","33.611167907714844","33.611167907714844","33.611167907714844","11.710184097290039","11.710184097290039","11.710184097290039","3.80206298828125","3.80206298828125","3.80206298828125"
"2009","32.04570770263672","32.04570770263672","32.04570770263672","9.880839347839355","9.880839347839355","9.880839347839355","3.5282344818115234","3.5282344818115234","3.5282344818115234"
"2039","34.93680191040039","34.93680191040039","34.93680191040039","10.91507625579834","10.91507625579834","10.91507625579834","3.815490961074829","3.815490961074829","3.815490961074829"
"2069","29.749059677124023","29.749059677124023","29.749059677124023","10.197182655334473","10.197182655334473","10.197182655334473","3.7141213417053223","3.7141213417053223","3.7141213417053223"
"2099","27.31926155090332","27.31926155090332","27.31926155090332","11.060721397399902","11.060721397399902","11.060721397399902","3.714855194091797","3.714855194091797","3.714855194091797"
"2129","28.487018585205078","28.487018585205078","28.487018585205078","9.82095718383789","9.82095718383789","9.82095718383789","3.767043352127075","3.767043352127075","3.767043352127075"
"2159","26.984708786010742","26.984708786010742","26.984708786010742","8.101418495178223","8.101418495178223","8.101418495178223","3.4994542598724365","3.4994542598724365","3.4994542598724365"
"2189","28.8791446685791","28.8791446685791","28.8791446685791","10.013468742370605","10.013468742370605","10.013468742370605","3.4349172115325928","3.4349172115325928","3.4349172115325928"
"2219","27.219091415405273","27.219091415405273","27.219091415405273","9.508628845214844","9.508628845214844","9.508628845214844","3.734283447265625","3.734283447265625","3.734283447265625"
"2249","27.097665786743164","27.097665786743164","27.097665786743164","9.107986450195312","9.107986450195312","9.107986450195312","3.4418351650238037","3.4418351650238037","3.4418351650238037"
"2279","212.81761169433594","212.81761169433594","212.81761169433594","110.57772827148438","110.57772827148438","110.57772827148438","58.47024154663086","58.47024154663086","58.47024154663086"
"2309","29.29338836669922","29.29338836669922","29.29338836669922","10.256940841674805","10.256940841674805","10.256940841674805","3.579462766647339","3.579462766647339","3.579462766647339"
"2339","31.973939895629883","31.973939895629883","31.973939895629883","34.9907112121582","34.9907112121582","34.9907112121582","3.4927031993865967","3.4927031993865967","3.4927031993865967"
"2369","32.565155029296875","32.565155029296875","32.565155029296875","37.02531433105469","37.02531433105469","37.02531433105469","3.6728954315185547","3.6728954315185547","3.6728954315185547"
"2399","29.928756713867188","29.928756713867188","29.928756713867188","34.04034423828125","34.04034423828125","34.04034423828125","3.5554440021514893","3.5554440021514893","3.5554440021514893"
"2429","21.097869873046875","21.097869873046875","21.097869873046875","7.087311744689941","7.087311744689941","7.087311744689941","3.1871368885040283","3.1871368885040283","3.1871368885040283"
"2459","25.486083984375","25.486083984375","25.486083984375","8.651596069335938","8.651596069335938","8.651596069335938","3.517948627471924","3.517948627471924","3.517948627471924"
"2489","26.0933837890625","26.0933837890625","26.0933837890625","9.000800132751465","9.000800132751465","9.000800132751465","3.3381614685058594","3.3381614685058594","3.3381614685058594"
"2519","25.00743865966797","25.00743865966797","25.00743865966797","7.992737293243408","7.992737293243408","7.992737293243408","3.396151065826416","3.396151065826416","3.396151065826416"
"2549","24.879318237304688","24.879318237304688","24.879318237304688","8.893155097961426","8.893155097961426","8.893155097961426","3.1775436401367188","3.1775436401367188","3.1775436401367188"
"2579","28.6290225982666","28.6290225982666","28.6290225982666","32.684383392333984","32.684383392333984","32.684383392333984","3.2747857570648193","3.2747857570648193","3.2747857570648193"
"2609","23.86623191833496","23.86623191833496","23.86623191833496","8.011375427246094","8.011375427246094","8.011375427246094","3.2428996562957764","3.2428996562957764","3.2428996562957764"
"2639","22.33818244934082","22.33818244934082","22.33818244934082","5.210506439208984","5.210506439208984","5.210506439208984","3.232787609100342","3.232787609100342","3.232787609100342"
"2669","21.775157928466797","21.775157928466797","21.775157928466797","7.846512794494629","7.846512794494629","7.846512794494629","3.3545219898223877","3.3545219898223877","3.3545219898223877"
"2699","24.57313346862793","24.57313346862793","24.57313346862793","9.395429611206055","9.395429611206055","9.395429611206055","3.2665743827819824","3.2665743827819824","3.2665743827819824"
"2729","24.577844619750977","24.577844619750977","24.577844619750977","9.912662506103516","9.912662506103516","9.912662506103516","3.29988431930542","3.29988431930542","3.29988431930542"
"2759","20.02734375","20.02734375","20.02734375","6.734083652496338","6.734083652496338","6.734083652496338","3.3239316940307617","3.3239316940307617","3.3239316940307617"
"2789","22.39765167236328","22.39765167236328","22.39765167236328","6.404422283172607","6.404422283172607","6.404422283172607","3.4485960006713867","3.4485960006713867","3.4485960006713867"
"2819","22.31954574584961","22.31954574584961","22.31954574584961","7.078288555145264","7.078288555145264","7.078288555145264","3.186224937438965","3.186224937438965","3.186224937438965"
"2849","22.224044799804688","22.224044799804688","22.224044799804688","9.093903541564941","9.093903541564941","9.093903541564941","3.268296957015991","3.268296957015991","3.268296957015991"
"2879","24.929393768310547","24.929393768310547","24.929393768310547","31.20513153076172","31.20513153076172","31.20513153076172","2.9757704734802246","2.9757704734802246","2.9757704734802246"
"2909","21.39776039123535","21.39776039123535","21.39776039123535","6.215404987335205","6.215404987335205","6.215404987335205","2.97099232673645","2.97099232673645","2.97099232673645"
"2939","14.81966781616211","14.81966781616211","14.81966781616211","4.8935394287109375","4.8935394287109375","4.8935394287109375","3.0026581287384033","3.0026581287384033","3.0026581287384033"
"2969","26.644872665405273","26.644872665405273","26.644872665405273","31.2189884185791","31.2189884185791","31.2189884185791","3.0117340087890625","3.0117340087890625","3.0117340087890625"
"2999","15.24068546295166","15.24068546295166","15.24068546295166","4.780144691467285","4.780144691467285","4.780144691467285","2.7601699829101562","2.7601699829101562","2.7601699829101562"
"3029","28.44349479675293","28.44349479675293","28.44349479675293","33.4578742980957","33.4578742980957","33.4578742980957","3.0300323963165283","3.0300323963165283","3.0300323963165283"
"3059","20.50765609741211","20.50765609741211","20.50765609741211","7.084008693695068","7.084008693695068","7.084008693695068","2.9054689407348633","2.9054689407348633","2.9054689407348633"
"3089","14.075937271118164","14.075937271118164","14.075937271118164","5.2010955810546875","5.2010955810546875","5.2010955810546875","2.8322625160217285","2.8322625160217285","2.8322625160217285"
"3119","17.639713287353516","17.639713287353516","17.639713287353516","6.34337043762207","6.34337043762207","6.34337043762207","2.8692245483398438","2.8692245483398438","2.8692245483398438"
"3149","11.65123462677002","11.65123462677002","11.65123462677002","4.6039838790893555","4.6039838790893555","4.6039838790893555","2.759356737136841","2.759356737136841","2.759356737136841"
"3179","13.391188621520996","13.391188621520996","13.391188621520996","5.131137371063232","5.131137371063232","5.131137371063232","2.8025224208831787","2.8025224208831787","2.8025224208831787"
"3209","19.22347640991211","19.22347640991211","19.22347640991211","7.280343055725098","7.280343055725098","7.280343055725098","2.819016456604004","2.819016456604004","2.819016456604004"
"3239","16.59231948852539","16.59231948852539","16.59231948852539","6.287781715393066","6.287781715393066","6.287781715393066","3.0424108505249023","3.0424108505249023","3.0424108505249023"
"3269","18.656023025512695","18.656023025512695","18.656023025512695","6.513647079467773","6.513647079467773","6.513647079467773","2.8341848850250244","2.8341848850250244","2.8341848850250244"
"3299","16.567243576049805","16.567243576049805","16.567243576049805","6.181115627288818","6.181115627288818","6.181115627288818","2.9965734481811523","2.9965734481811523","2.9965734481811523"
"3329","20.245607376098633","20.245607376098633","20.245607376098633","6.497506618499756","6.497506618499756","6.497506618499756","2.7697665691375732","2.7697665691375732","2.7697665691375732"
"3359","17.11945915222168","17.11945915222168","17.11945915222168","5.496956825256348","5.496956825256348","5.496956825256348","2.738884925842285","2.738884925842285","2.738884925842285"
"3389","8.14801025390625","8.14801025390625","8.14801025390625","4.092980861663818","4.092980861663818","4.092980861663818","2.7224926948547363","2.7224926948547363","2.7224926948547363"
"3419","16.66970443725586","16.66970443725586","16.66970443725586","5.339516639709473","5.339516639709473","5.339516639709473","2.736762046813965","2.736762046813965","2.736762046813965"
"3449","12.599841117858887","12.599841117858887","12.599841117858887","5.097713947296143","5.097713947296143","5.097713947296143","2.9980742931365967","2.9980742931365967","2.9980742931365967"
"3479","14.900910377502441","14.900910377502441","14.900910377502441","5.859676361083984","5.859676361083984","5.859676361083984","2.9458367824554443","2.9458367824554443","2.9458367824554443"
"3509","21.65185546875","21.65185546875","21.65185546875","28.12175750732422","28.12175750732422","28.12175750732422","2.7360057830810547","2.7360057830810547","2.7360057830810547"
"3539","16.88971519470215","16.88971519470215","16.88971519470215","6.164004325866699","6.164004325866699","6.164004325866699","2.6109259128570557","2.6109259128570557","2.6109259128570557"
"3569","17.188947677612305","17.188947677612305","17.188947677612305","4.79597806930542","4.79597806930542","4.79597806930542","2.6397764682769775","2.6397764682769775","2.6397764682769775"
"3599","14.240856170654297","14.240856170654297","14.240856170654297","4.43097448348999","4.43097448348999","4.43097448348999","2.662020206451416","2.662020206451416","2.662020206451416"
"3629","7.550140380859375","7.550140380859375","7.550140380859375","4.035229682922363","4.035229682922363","4.035229682922363","2.8375298976898193","2.8375298976898193","2.8375298976898193"
"3659","20.52602195739746","20.52602195739746","20.52602195739746","27.834728240966797","27.834728240966797","27.834728240966797","2.5305726528167725","2.5305726528167725","2.5305726528167725"
"3689","4.226917743682861","4.226917743682861","4.226917743682861","3.0639452934265137","3.0639452934265137","3.0639452934265137","2.492678165435791","2.492678165435791","2.492678165435791"
"3719","9.672438621520996","9.672438621520996","9.672438621520996","4.20344352722168","4.20344352722168","4.20344352722168","2.657320499420166","2.657320499420166","2.657320499420166"
"3749","4.752265930175781","4.752265930175781","4.752265930175781","3.432436943054199","3.432436943054199","3.432436943054199","2.703612804412842","2.703612804412842","2.703612804412842"
"3779","11.151869773864746","11.151869773864746","11.151869773864746","4.2627363204956055","4.2627363204956055","4.2627363204956055","2.587353467941284","2.587353467941284","2.587353467941284"
"3809","11.742602348327637","11.742602348327637","11.742602348327637","5.1304473876953125","5.1304473876953125","5.1304473876953125","2.699625253677368","2.699625253677368","2.699625253677368"
"3839","16.89913558959961","16.89913558959961","16.89913558959961","5.933492183685303","5.933492183685303","5.933492183685303","3.055875778198242","3.055875778198242","3.055875778198242"
"3869","21.25244903564453","21.25244903564453","21.25244903564453","26.58673858642578","26.58673858642578","26.58673858642578","2.5702786445617676","2.5702786445617676","2.5702786445617676"
"3899","14.665339469909668","14.665339469909668","14.665339469909668","5.136845588684082","5.136845588684082","5.136845588684082","2.4887843132019043","2.4887843132019043","2.4887843132019043"
"3929","6.647500514984131","6.647500514984131","6.647500514984131","3.5149857997894287","3.5149857997894287","3.5149857997894287","2.660935401916504","2.660935401916504","2.660935401916504"
"3959","8.215027809143066","8.215027809143066","8.215027809143066","3.7780914306640625","3.7780914306640625","3.7780914306640625","2.661763906478882","2.661763906478882","2.661763906478882"
"3989","9.414053916931152","9.414053916931152","9.414053916931152","4.2863898277282715","4.2863898277282715","4.2863898277282715","2.5819385051727295","2.5819385051727295","2.5819385051727295"
"4019","15.44277286529541","15.44277286529541","15.44277286529541","25.86875343322754","25.86875343322754","25.86875343322754","2.478381872177124","2.478381872177124","2.478381872177124"
"4049","11.118935585021973","11.118935585021973","11.118935585021973","3.682184934616089","3.682184934616089","3.682184934616089","2.3235113620758057","2.3235113620758057","2.3235113620758057"
"4079","16.0035400390625","16.0035400390625","16.0035400390625","5.393821716308594","5.393821716308594","5.393821716308594","2.687648296356201","2.687648296356201","2.687648296356201"
"4109","13.779337882995605","13.779337882995605","13.779337882995605","5.219441890716553","5.219441890716553","5.219441890716553","2.5205130577087402","2.5205130577087402","2.5205130577087402"
"4139","17.806570053100586","17.806570053100586","17.806570053100586","7.841017723083496","7.841017723083496","7.841017723083496","2.672922372817993","2.672922372817993","2.672922372817993"
"4169","15.229167938232422","15.229167938232422","15.229167938232422","4.706321716308594","4.706321716308594","4.706321716308594","2.4203882217407227","2.4203882217407227","2.4203882217407227"
"4199","6.651811599731445","6.651811599731445","6.651811599731445","3.253784656524658","3.253784656524658","3.253784656524658","2.299208641052246","2.299208641052246","2.299208641052246"
"4229","18.773025512695312","18.773025512695312","18.773025512695312","6.7351202964782715","6.7351202964782715","6.7351202964782715","2.33000111579895","2.33000111579895","2.33000111579895"
"4259","3.760453701019287","3.760453701019287","3.760453701019287","3.0618538856506348","3.0618538856506348","3.0618538856506348","2.409432888031006","2.409432888031006","2.409432888031006"
"4289","4.073135852813721","4.073135852813721","4.073135852813721","3.307420492172241","3.307420492172241","3.307420492172241","2.572418689727783","2.572418689727783","2.572418689727783"
"4319","3.844620943069458","3.844620943069458","3.844620943069458","3.22944974899292","3.22944974899292","3.22944974899292","2.5447397232055664","2.5447397232055664","2.5447397232055664"
"4349","3.2142229080200195","3.2142229080200195","3.2142229080200195","2.8818461894989014","2.8818461894989014","2.8818461894989014","2.294602394104004","2.294602394104004","2.294602394104004"
"4379","13.93959903717041","13.93959903717041","13.93959903717041","24.94689178466797","24.94689178466797","24.94689178466797","2.5431220531463623","2.5431220531463623","2.5431220531463623"
"4409","3.68546986579895","3.68546986579895","3.68546986579895","3.026582956314087","3.026582956314087","3.026582956314087","2.32062029838562","2.32062029838562","2.32062029838562"
"4439","5.134533405303955","5.134533405303955","5.134533405303955","3.289116859436035","3.289116859436035","3.289116859436035","2.3745505809783936","2.3745505809783936","2.3745505809783936"
"4469","3.617037296295166","3.617037296295166","3.617037296295166","3.1204752922058105","3.1204752922058105","3.1204752922058105","2.461792469024658","2.461792469024658","2.461792469024658"
"4499","14.646390914916992","14.646390914916992","14.646390914916992","24.25507926940918","24.25507926940918","24.25507926940918","2.2849977016448975","2.2849977016448975","2.2849977016448975"
"4529","9.828570365905762","9.828570365905762","9.828570365905762","4.203030586242676","4.203030586242676","4.203030586242676","2.433870315551758","2.433870315551758","2.433870315551758"
"4559","12.414352416992188","12.414352416992188","12.414352416992188","3.773049831390381","3.773049831390381","3.773049831390381","2.3574094772338867","2.3574094772338867","2.3574094772338867"
"4589","3.3687868118286133","3.3687868118286133","3.3687868118286133","2.9103221893310547","2.9103221893310547","2.9103221893310547","2.2725958824157715","2.2725958824157715","2.2725958824157715"
"4619","3.4702401161193848","3.4702401161193848","3.4702401161193848","2.91143798828125","2.91143798828125","2.91143798828125","2.2504963874816895","2.2504963874816895","2.2504963874816895"
"4649","10.769523620605469","10.769523620605469","10.769523620605469","24.22638702392578","24.22638702392578","24.22638702392578","2.432036876678467","2.432036876678467","2.432036876678467"
"4679","7.602170467376709","7.602170467376709","7.602170467376709","3.442894220352173","3.442894220352173","3.442894220352173","2.2949559688568115","2.2949559688568115","2.2949559688568115"
"4709","10.574795722961426","10.574795722961426","10.574795722961426","5.228569984436035","5.228569984436035","5.228569984436035","2.366018533706665","2.366018533706665","2.366018533706665"
"4739","16.306982040405273","16.306982040405273","16.306982040405273","6.102038383483887","6.102038383483887","6.102038383483887","2.3832108974456787","2.3832108974456787","2.3832108974456787"
"4769","11.81371784210205","11.81371784210205","11.81371784210205","5.628915309906006","5.628915309906006","5.628915309906006","2.292840003967285","2.292840003967285","2.292840003967285"
"4799","11.247248649597168","11.247248649597168","11.247248649597168","4.974771022796631","4.974771022796631","4.974771022796631","2.387887716293335","2.387887716293335","2.387887716293335"
"4829","6.102866172790527","6.102866172790527","6.102866172790527","3.5581698417663574","3.5581698417663574","3.5581698417663574","2.2339189052581787","2.2339189052581787","2.2339189052581787"
"4859","3.441713809967041","3.441713809967041","3.441713809967041","3.13637375831604","3.13637375831604","3.13637375831604","2.3511853218078613","2.3511853218078613","2.3511853218078613"
"4889","3.203800678253174","3.203800678253174","3.203800678253174","2.8170759677886963","2.8170759677886963","2.8170759677886963","2.256868362426758","2.256868362426758","2.256868362426758"
"4919","11.078011512756348","11.078011512756348","11.078011512756348","22.58551788330078","22.58551788330078","22.58551788330078","2.2453346252441406","2.2453346252441406","2.2453346252441406"
"4949","3.075429677963257","3.075429677963257","3.075429677963257","2.764636754989624","2.764636754989624","2.764636754989624","2.0702929496765137","2.0702929496765137","2.0702929496765137"
"4979","2.9728877544403076","2.9728877544403076","2.9728877544403076","2.7187230587005615","2.7187230587005615","2.7187230587005615","2.0778255462646484","2.0778255462646484","2.0778255462646484"
