"Step","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_topk_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_topk_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_topk_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"29","22.817184448242188","22.817184448242188","22.817184448242188","0.045503903180360794","0.045503903180360794","0.045503903180360794","22.82014274597168","22.82014274597168","22.82014274597168","15.948880195617676","15.948880195617676","15.948880195617676"
"59","15.399750709533691","15.399750709533691","15.399750709533691","0.05248306691646576","0.05248306691646576","0.05248306691646576","15.400247573852539","15.400247573852539","15.400247573852539","12.610121726989746","12.610121726989746","12.610121726989746"
"89","11.321755409240723","11.321755409240723","11.321755409240723","0.053894706070423126","0.053894706070423126","0.053894706070423126","11.32170581817627","11.32170581817627","11.32170581817627","9.466988563537598","9.466988563537598","9.466988563537598"
"119","9.631230354309082","9.631230354309082","9.631230354309082","0.053544577211141586","0.053544577211141586","0.053544577211141586","9.631852149963379","9.631852149963379","9.631852149963379","7.297924518585205","7.297924518585205","7.297924518585205"
"149","50.84904098510742","50.84904098510742","50.84904098510742","0.0564194954931736","0.0564194954931736","0.0564194954931736","50.85761260986328","50.85761260986328","50.85761260986328","37.28523254394531","37.28523254394531","37.28523254394531"
"179","52.57887649536133","52.57887649536133","52.57887649536133","0.05988784506917","0.05988784506917","0.05988784506917","52.58301544189453","52.58301544189453","52.58301544189453","36.716224670410156","36.716224670410156","36.716224670410156"
"209","8.241460800170898","8.241460800170898","8.241460800170898","0.05242311209440231","0.05242311209440231","0.05242311209440231","8.24198055267334","8.24198055267334","8.24198055267334","5.955540180206299","5.955540180206299","5.955540180206299"
"239","7.236234664916992","7.236234664916992","7.236234664916992","0.04965968802571297","0.04965968802571297","0.04965968802571297","7.236706256866455","7.236706256866455","7.236706256866455","5.299543857574463","5.299543857574463","5.299543857574463"
"269","7.4316277503967285","7.4316277503967285","7.4316277503967285","0.048910416662693024","0.048910416662693024","0.048910416662693024","7.431977272033691","7.431977272033691","7.431977272033691","5.1362481117248535","5.1362481117248535","5.1362481117248535"
"299","6.463793754577637","6.463793754577637","6.463793754577637","0.0481799878180027","0.0481799878180027","0.0481799878180027","6.464473247528076","6.464473247528076","6.464473247528076","4.5569071769714355","4.5569071769714355","4.5569071769714355"
"329","35.82282638549805","35.82282638549805","35.82282638549805","0.04233171418309212","0.04233171418309212","0.04233171418309212","35.869449615478516","35.869449615478516","35.869449615478516","5.578323841094971","5.578323841094971","5.578323841094971"
"359","29.18629264831543","29.18629264831543","29.18629264831543","0.04080023989081383","0.04080023989081383","0.04080023989081383","29.228422164916992","29.228422164916992","29.228422164916992","5.383917808532715","5.383917808532715","5.383917808532715"
"389","24.999589920043945","24.999589920043945","24.999589920043945","0.039413511753082275","0.039413511753082275","0.039413511753082275","25.036346435546875","25.036346435546875","25.036346435546875","5.219973087310791","5.219973087310791","5.219973087310791"
"419","25.021989822387695","25.021989822387695","25.021989822387695","0.03699841722846031","0.03699841722846031","0.03699841722846031","25.061176300048828","25.061176300048828","25.061176300048828","5.152892112731934","5.152892112731934","5.152892112731934"
"449","21.9970703125","21.9970703125","21.9970703125","0.03675549477338791","0.03675549477338791","0.03675549477338791","22.031661987304688","22.031661987304688","22.031661987304688","4.971723556518555","4.971723556518555","4.971723556518555"
"479","20.179656982421875","20.179656982421875","20.179656982421875","0.03768639639019966","0.03768639639019966","0.03768639639019966","20.210241317749023","20.210241317749023","20.210241317749023","4.834477424621582","4.834477424621582","4.834477424621582"
"509","20.75142478942871","20.75142478942871","20.75142478942871","0.03539537265896797","0.03539537265896797","0.03539537265896797","20.783424377441406","20.783424377441406","20.783424377441406","5.098825454711914","5.098825454711914","5.098825454711914"
"539","42.71385955810547","42.71385955810547","42.71385955810547","0.039301760494709015","0.039301760494709015","0.039301760494709015","42.723838806152344","42.723838806152344","42.723838806152344","22.414403915405273","22.414403915405273","22.414403915405273"
"569","19.051025390625","19.051025390625","19.051025390625","0.03369930014014244","0.03369930014014244","0.03369930014014244","19.08121109008789","19.08121109008789","19.08121109008789","4.584543228149414","4.584543228149414","4.584543228149414"
"599","19.41242790222168","19.41242790222168","19.41242790222168","0.03656347095966339","0.03656347095966339","0.03656347095966339","19.4411563873291","19.4411563873291","19.4411563873291","5.391030311584473","5.391030311584473","5.391030311584473"
"629","19.41730499267578","19.41730499267578","19.41730499267578","0.02891683578491211","0.02891683578491211","0.02891683578491211","19.447370529174805","19.447370529174805","19.447370529174805","4.500523567199707","4.500523567199707","4.500523567199707"
"659","21.1329345703125","21.1329345703125","21.1329345703125","0.02848261222243309","0.02848261222243309","0.02848261222243309","21.165613174438477","21.165613174438477","21.165613174438477","4.621623516082764","4.621623516082764","4.621623516082764"
"689","54.99462890625","54.99462890625","54.99462890625","0.03605237975716591","0.03605237975716591","0.03605237975716591","55.00839614868164","55.00839614868164","55.00839614868164","24.706459045410156","24.706459045410156","24.706459045410156"
"719","18.628034591674805","18.628034591674805","18.628034591674805","0.027434216812253","0.027434216812253","0.027434216812253","18.655738830566406","18.655738830566406","18.655738830566406","4.808071613311768","4.808071613311768","4.808071613311768"
"749","17.55177116394043","17.55177116394043","17.55177116394043","0.028295397758483887","0.028295397758483887","0.028295397758483887","17.578784942626953","17.578784942626953","17.578784942626953","4.616124153137207","4.616124153137207","4.616124153137207"
"779","18.071044921875","18.071044921875","18.071044921875","0.026906123384833336","0.026906123384833336","0.026906123384833336","18.09765625","18.09765625","18.09765625","4.323381423950195","4.323381423950195","4.323381423950195"
"809","53.91718673706055","53.91718673706055","53.91718673706055","0.03567297384142876","0.03567297384142876","0.03567297384142876","53.9276123046875","53.9276123046875","53.9276123046875","23.345380783081055","23.345380783081055","23.345380783081055"
"839","19.45274543762207","19.45274543762207","19.45274543762207","0.02640526555478573","0.02640526555478573","0.02640526555478573","19.483253479003906","19.483253479003906","19.483253479003906","4.409139156341553","4.409139156341553","4.409139156341553"
"869","53.24851989746094","53.24851989746094","53.24851989746094","0.03533720225095749","0.03533720225095749","0.03533720225095749","53.25735092163086","53.25735092163086","53.25735092163086","22.594928741455078","22.594928741455078","22.594928741455078"
"899","17.016857147216797","17.016857147216797","17.016857147216797","0.026207229122519493","0.026207229122519493","0.026207229122519493","17.041900634765625","17.041900634765625","17.041900634765625","4.224827766418457","4.224827766418457","4.224827766418457"
"929","17.516008377075195","17.516008377075195","17.516008377075195","0.024095000699162483","0.024095000699162483","0.024095000699162483","17.54233169555664","17.54233169555664","17.54233169555664","4.097343921661377","4.097343921661377","4.097343921661377"
"959","38.822288513183594","38.822288513183594","38.822288513183594","0.029887117445468903","0.029887117445468903","0.029887117445468903","38.8316764831543","38.8316764831543","38.8316764831543","17.433610916137695","17.433610916137695","17.433610916137695"
"989","18.066049575805664","18.066049575805664","18.066049575805664","0.029848413541913033","0.029848413541913033","0.029848413541913033","18.09166145324707","18.09166145324707","18.09166145324707","4.338414669036865","4.338414669036865","4.338414669036865"
"1019","53.8755989074707","53.8755989074707","53.8755989074707","0.03267572447657585","0.03267572447657585","0.03267572447657585","53.89316940307617","53.89316940307617","53.89316940307617","21.301551818847656","21.301551818847656","21.301551818847656"
"1049","16.583885192871094","16.583885192871094","16.583885192871094","0.026372725144028664","0.026372725144028664","0.026372725144028664","16.607389450073242","16.607389450073242","16.607389450073242","4.218499660491943","4.218499660491943","4.218499660491943"
"1079","18.575788497924805","18.575788497924805","18.575788497924805","0.02533816546201706","0.02533816546201706","0.02533816546201706","18.599943161010742","18.599943161010742","18.599943161010742","4.778501033782959","4.778501033782959","4.778501033782959"
"1109","52.35459899902344","52.35459899902344","52.35459899902344","0.032713793218135834","0.032713793218135834","0.032713793218135834","52.36616897583008","52.36616897583008","52.36616897583008","19.89659309387207","19.89659309387207","19.89659309387207"
"1139","16.256879806518555","16.256879806518555","16.256879806518555","0.024540333077311516","0.024540333077311516","0.024540333077311516","16.278898239135742","16.278898239135742","16.278898239135742","4.3468852043151855","4.3468852043151855","4.3468852043151855"
"1169","14.848532676696777","14.848532676696777","14.848532676696777","0.02532201260328293","0.02532201260328293","0.02532201260328293","14.869729042053223","14.869729042053223","14.869729042053223","4.222451210021973","4.222451210021973","4.222451210021973"
"1199","14.055908203125","14.055908203125","14.055908203125","0.02665959857404232","0.02665959857404232","0.02665959857404232","14.075013160705566","14.075013160705566","14.075013160705566","4.021420001983643","4.021420001983643","4.021420001983643"
"1229","53.117088317871094","53.117088317871094","53.117088317871094","0.031097298488020897","0.031097298488020897","0.031097298488020897","53.13134765625","53.13134765625","53.13134765625","18.955778121948242","18.955778121948242","18.955778121948242"
"1259","16.41524887084961","16.41524887084961","16.41524887084961","0.029101720079779625","0.029101720079779625","0.029101720079779625","16.437782287597656","16.437782287597656","16.437782287597656","4.628659725189209","4.628659725189209","4.628659725189209"
"1289","13.578168869018555","13.578168869018555","13.578168869018555","0.025234993547201157","0.025234993547201157","0.025234993547201157","13.595192909240723","13.595192909240723","13.595192909240723","3.9327802658081055","3.9327802658081055","3.9327802658081055"
"1319","40.73661422729492","40.73661422729492","40.73661422729492","0.030128777027130127","0.030128777027130127","0.030128777027130127","40.749149322509766","40.749149322509766","40.749149322509766","15.331442832946777","15.331442832946777","15.331442832946777"
"1349","16.20244026184082","16.20244026184082","16.20244026184082","0.02477942407131195","0.02477942407131195","0.02477942407131195","16.22392463684082","16.22392463684082","16.22392463684082","4.487411022186279","4.487411022186279","4.487411022186279"
"1379","15.65117359161377","15.65117359161377","15.65117359161377","0.026284804567694664","0.026284804567694664","0.026284804567694664","15.668867111206055","15.668867111206055","15.668867111206055","4.4064435958862305","4.4064435958862305","4.4064435958862305"
"1409","14.238123893737793","14.238123893737793","14.238123893737793","0.025523673743009567","0.025523673743009567","0.025523673743009567","14.255846977233887","14.255846977233887","14.255846977233887","4.107978820800781","4.107978820800781","4.107978820800781"
"1439","13.341471672058105","13.341471672058105","13.341471672058105","0.02660343050956726","0.02660343050956726","0.02660343050956726","13.358386993408203","13.358386993408203","13.358386993408203","3.842067241668701","3.842067241668701","3.842067241668701"
"1469","12.882758140563965","12.882758140563965","12.882758140563965","0.026564359664916992","0.026564359664916992","0.026564359664916992","12.896795272827148","12.896795272827148","12.896795272827148","4.244235515594482","4.244235515594482","4.244235515594482"
"1499","13.726985931396484","13.726985931396484","13.726985931396484","0.027035851031541824","0.027035851031541824","0.027035851031541824","13.744833946228027","13.744833946228027","13.744833946228027","3.6790733337402344","3.6790733337402344","3.6790733337402344"
"1529","12.89462947845459","12.89462947845459","12.89462947845459","0.028027670457959175","0.028027670457959175","0.028027670457959175","12.908092498779297","12.908092498779297","12.908092498779297","4.0577473640441895","4.0577473640441895","4.0577473640441895"
"1559","12.108800888061523","12.108800888061523","12.108800888061523","0.027332888916134834","0.027332888916134834","0.027332888916134834","12.124342918395996","12.124342918395996","12.124342918395996","3.596116304397583","3.596116304397583","3.596116304397583"
"1589","13.198514938354492","13.198514938354492","13.198514938354492","0.0237277839332819","0.0237277839332819","0.0237277839332819","13.216081619262695","13.216081619262695","13.216081619262695","3.7484729290008545","3.7484729290008545","3.7484729290008545"
"1619","36.0963020324707","36.0963020324707","36.0963020324707","0.030657662078738213","0.030657662078738213","0.030657662078738213","36.107933044433594","36.107933044433594","36.107933044433594","12.327898025512695","12.327898025512695","12.327898025512695"
"1649","39.393768310546875","39.393768310546875","39.393768310546875","0.03239091858267784","0.03239091858267784","0.03239091858267784","39.40938186645508","39.40938186645508","39.40938186645508","12.603677749633789","12.603677749633789","12.603677749633789"
"1679","11.985182762145996","11.985182762145996","11.985182762145996","0.027240701019763947","0.027240701019763947","0.027240701019763947","11.99886703491211","11.99886703491211","11.99886703491211","3.6239917278289795","3.6239917278289795","3.6239917278289795"
"1709","11.762483596801758","11.762483596801758","11.762483596801758","0.02678508870303631","0.02678508870303631","0.02678508870303631","11.777957916259766","11.777957916259766","11.777957916259766","3.583840847015381","3.583840847015381","3.583840847015381"
