"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"719","48.44744110107422","48.44744110107422","48.44744110107422","18.628034591674805","18.628034591674805","18.628034591674805","6.002050876617432","6.002050876617432","6.002050876617432"
"749","45.56407165527344","45.56407165527344","45.56407165527344","17.55177116394043","17.55177116394043","17.55177116394043","5.351437091827393","5.351437091827393","5.351437091827393"
"779","45.56663131713867","45.56663131713867","45.56663131713867","18.071044921875","18.071044921875","18.071044921875","4.997589111328125","4.997589111328125","4.997589111328125"
"809","54.83489227294922","54.83489227294922","54.83489227294922","53.91718673706055","53.91718673706055","53.91718673706055","5.036924839019775","5.036924839019775","5.036924839019775"
"839","46.29290771484375","46.29290771484375","46.29290771484375","19.45274543762207","19.45274543762207","19.45274543762207","5.410749912261963","5.410749912261963","5.410749912261963"
"869","53.32120132446289","53.32120132446289","53.32120132446289","53.24851989746094","53.24851989746094","53.24851989746094","4.951431751251221","4.951431751251221","4.951431751251221"
"899","45.1096076965332","45.1096076965332","45.1096076965332","17.016857147216797","17.016857147216797","17.016857147216797","5.166439533233643","5.166439533233643","5.166439533233643"
"929","44.31460952758789","44.31460952758789","44.31460952758789","17.516008377075195","17.516008377075195","17.516008377075195","4.752730846405029","4.752730846405029","4.752730846405029"
"959","34.25828170776367","34.25828170776367","34.25828170776367","38.822288513183594","38.822288513183594","38.822288513183594","4.829148292541504","4.829148292541504","4.829148292541504"
"989","53.80644226074219","53.80644226074219","53.80644226074219","18.066049575805664","18.066049575805664","18.066049575805664","4.858366966247559","4.858366966247559","4.858366966247559"
"1019","57.39375686645508","57.39375686645508","57.39375686645508","53.8755989074707","53.8755989074707","53.8755989074707","5.173455715179443","5.173455715179443","5.173455715179443"
"1049","48.62907791137695","48.62907791137695","48.62907791137695","16.583885192871094","16.583885192871094","16.583885192871094","4.491574764251709","4.491574764251709","4.491574764251709"
"1079","45.35663986206055","45.35663986206055","45.35663986206055","18.575788497924805","18.575788497924805","18.575788497924805","4.872827053070068","4.872827053070068","4.872827053070068"
"1109","55.747684478759766","55.747684478759766","55.747684478759766","52.35459899902344","52.35459899902344","52.35459899902344","4.568204402923584","4.568204402923584","4.568204402923584"
"1139","42.40953826904297","42.40953826904297","42.40953826904297","16.256879806518555","16.256879806518555","16.256879806518555","4.778664588928223","4.778664588928223","4.778664588928223"
"1169","42.58944320678711","42.58944320678711","42.58944320678711","14.848532676696777","14.848532676696777","14.848532676696777","4.460894584655762","4.460894584655762","4.460894584655762"
"1199","38.12144088745117","38.12144088745117","38.12144088745117","14.055908203125","14.055908203125","14.055908203125","4.302931308746338","4.302931308746338","4.302931308746338"
"1229","56.30357360839844","56.30357360839844","56.30357360839844","53.117088317871094","53.117088317871094","53.117088317871094","4.9982829093933105","4.9982829093933105","4.9982829093933105"
"1259","44.14017105102539","44.14017105102539","44.14017105102539","16.41524887084961","16.41524887084961","16.41524887084961","4.671591281890869","4.671591281890869","4.671591281890869"
"1289","43.68653106689453","43.68653106689453","43.68653106689453","13.578168869018555","13.578168869018555","13.578168869018555","4.201608657836914","4.201608657836914","4.201608657836914"
"1319","37.67791748046875","37.67791748046875","37.67791748046875","40.73661422729492","40.73661422729492","40.73661422729492","4.134779453277588","4.134779453277588","4.134779453277588"
"1349","42.767967224121094","42.767967224121094","42.767967224121094","16.20244026184082","16.20244026184082","16.20244026184082","4.522105693817139","4.522105693817139","4.522105693817139"
"1379","38.38481521606445","38.38481521606445","38.38481521606445","15.65117359161377","15.65117359161377","15.65117359161377","4.217013359069824","4.217013359069824","4.217013359069824"
"1409","38.10395431518555","38.10395431518555","38.10395431518555","14.238123893737793","14.238123893737793","14.238123893737793","4.337571144104004","4.337571144104004","4.337571144104004"
"1439","36.905120849609375","36.905120849609375","36.905120849609375","13.341471672058105","13.341471672058105","13.341471672058105","4.410803318023682","4.410803318023682","4.410803318023682"
"1469","34.50086212158203","34.50086212158203","34.50086212158203","12.882758140563965","12.882758140563965","12.882758140563965","4.544616222381592","4.544616222381592","4.544616222381592"
"1499","39.8619270324707","39.8619270324707","39.8619270324707","13.726985931396484","13.726985931396484","13.726985931396484","4.042303562164307","4.042303562164307","4.042303562164307"
"1529","38.353477478027344","38.353477478027344","38.353477478027344","12.89462947845459","12.89462947845459","12.89462947845459","4.205446243286133","4.205446243286133","4.205446243286133"
"1559","37.672000885009766","37.672000885009766","37.672000885009766","12.108800888061523","12.108800888061523","12.108800888061523","3.8495934009552","3.8495934009552","3.8495934009552"
"1589","38.136474609375","38.136474609375","38.136474609375","13.198514938354492","13.198514938354492","13.198514938354492","4.022872447967529","4.022872447967529","4.022872447967529"
"1619","35.505882263183594","35.505882263183594","35.505882263183594","36.0963020324707","36.0963020324707","36.0963020324707","4.1285223960876465","4.1285223960876465","4.1285223960876465"
"1649","38.22456741333008","38.22456741333008","38.22456741333008","39.393768310546875","39.393768310546875","39.393768310546875","3.910909414291382","3.910909414291382","3.910909414291382"
"1679","29.413890838623047","29.413890838623047","29.413890838623047","11.985182762145996","11.985182762145996","11.985182762145996","4.034031391143799","4.034031391143799","4.034031391143799"
"1709","36.383365631103516","36.383365631103516","36.383365631103516","11.762483596801758","11.762483596801758","11.762483596801758","3.8011326789855957","3.8011326789855957","3.8011326789855957"
"1739","36.980506896972656","36.980506896972656","36.980506896972656","11.277006149291992","11.277006149291992","11.277006149291992","3.969193696975708","3.969193696975708","3.969193696975708"
"1769","30.05189323425293","30.05189323425293","30.05189323425293","11.56682014465332","11.56682014465332","11.56682014465332","3.9462673664093018","3.9462673664093018","3.9462673664093018"
"1799","32.904239654541016","32.904239654541016","32.904239654541016","10.734781265258789","10.734781265258789","10.734781265258789","3.701761484146118","3.701761484146118","3.701761484146118"
"1829","34.532920837402344","34.532920837402344","34.532920837402344","12.288960456848145","12.288960456848145","12.288960456848145","3.766378402709961","3.766378402709961","3.766378402709961"
"1859","31.76108169555664","31.76108169555664","31.76108169555664","10.900641441345215","10.900641441345215","10.900641441345215","3.8151204586029053","3.8151204586029053","3.8151204586029053"
"1889","33.9144287109375","33.9144287109375","33.9144287109375","10.772809028625488","10.772809028625488","10.772809028625488","3.778958559036255","3.778958559036255","3.778958559036255"
"1919","33.573890686035156","33.573890686035156","33.573890686035156","36.74083709716797","36.74083709716797","36.74083709716797","3.8811118602752686","3.8811118602752686","3.8811118602752686"
"1949","29.646915435791016","29.646915435791016","29.646915435791016","11.159524917602539","11.159524917602539","11.159524917602539","3.775840997695923","3.775840997695923","3.775840997695923"
"1979","33.57543182373047","33.57543182373047","33.57543182373047","11.696199417114258","11.696199417114258","11.696199417114258","3.7828822135925293","3.7828822135925293","3.7828822135925293"
"2009","32.01765060424805","32.01765060424805","32.01765060424805","9.869962692260742","9.869962692260742","9.869962692260742","3.509664297103882","3.509664297103882","3.509664297103882"
"2039","34.90919876098633","34.90919876098633","34.90919876098633","10.904120445251465","10.904120445251465","10.904120445251465","3.7955172061920166","3.7955172061920166","3.7955172061920166"
"2069","29.7254638671875","29.7254638671875","29.7254638671875","10.183619499206543","10.183619499206543","10.183619499206543","3.695770740509033","3.695770740509033","3.695770740509033"
"2099","27.295806884765625","27.295806884765625","27.295806884765625","11.050031661987305","11.050031661987305","11.050031661987305","3.69516658782959","3.69516658782959","3.69516658782959"
"2129","28.466590881347656","28.466590881347656","28.466590881347656","9.810284614562988","9.810284614562988","9.810284614562988","3.742692232131958","3.742692232131958","3.742692232131958"
"2159","26.96477508544922","26.96477508544922","26.96477508544922","8.092724800109863","8.092724800109863","8.092724800109863","3.475371837615967","3.475371837615967","3.475371837615967"
"2189","28.859519958496094","28.859519958496094","28.859519958496094","10.00318431854248","10.00318431854248","10.00318431854248","3.413058280944824","3.413058280944824","3.413058280944824"
"2219","27.20035171508789","27.20035171508789","27.20035171508789","9.499892234802246","9.499892234802246","9.499892234802246","3.7121293544769287","3.7121293544769287","3.7121293544769287"
"2249","27.08323860168457","27.08323860168457","27.08323860168457","9.097456932067871","9.097456932067871","9.097456932067871","3.4189260005950928","3.4189260005950928","3.4189260005950928"
"2279","212.69923400878906","212.69923400878906","212.69923400878906","110.50335693359375","110.50335693359375","110.50335693359375","57.86787796020508","57.86787796020508","57.86787796020508"
"2309","29.271484375","29.271484375","29.271484375","10.248940467834473","10.248940467834473","10.248940467834473","3.555129289627075","3.555129289627075","3.555129289627075"
"2339","31.96257209777832","31.96257209777832","31.96257209777832","34.99291229248047","34.99291229248047","34.99291229248047","3.473074197769165","3.473074197769165","3.473074197769165"
"2369","32.553794860839844","32.553794860839844","32.553794860839844","37.026302337646484","37.026302337646484","37.026302337646484","3.6498637199401855","3.6498637199401855","3.6498637199401855"
"2399","29.915767669677734","29.915767669677734","29.915767669677734","34.04366683959961","34.04366683959961","34.04366683959961","3.532942533493042","3.532942533493042","3.532942533493042"
"2429","21.075042724609375","21.075042724609375","21.075042724609375","7.079182147979736","7.079182147979736","7.079182147979736","3.1647512912750244","3.1647512912750244","3.1647512912750244"
"2459","25.461273193359375","25.461273193359375","25.461273193359375","8.643545150756836","8.643545150756836","8.643545150756836","3.4922499656677246","3.4922499656677246","3.4922499656677246"
"2489","26.0736026763916","26.0736026763916","26.0736026763916","8.990764617919922","8.990764617919922","8.990764617919922","3.3057289123535156","3.3057289123535156","3.3057289123535156"
"2519","24.991989135742188","24.991989135742188","24.991989135742188","7.986382961273193","7.986382961273193","7.986382961273193","3.3639140129089355","3.3639140129089355","3.3639140129089355"
"2549","24.8685302734375","24.8685302734375","24.8685302734375","8.882818222045898","8.882818222045898","8.882818222045898","3.153337240219116","3.153337240219116","3.153337240219116"
"2579","28.621700286865234","28.621700286865234","28.621700286865234","32.68909454345703","32.68909454345703","32.68909454345703","3.248569965362549","3.248569965362549","3.248569965362549"
"2609","23.85409164428711","23.85409164428711","23.85409164428711","8.002680778503418","8.002680778503418","8.002680778503418","3.213721752166748","3.213721752166748","3.213721752166748"
"2639","22.31526756286621","22.31526756286621","22.31526756286621","5.20410680770874","5.20410680770874","5.20410680770874","3.21097469329834","3.21097469329834","3.21097469329834"
"2669","21.763553619384766","21.763553619384766","21.763553619384766","7.838519096374512","7.838519096374512","7.838519096374512","3.316976308822632","3.316976308822632","3.316976308822632"
"2699","24.556509017944336","24.556509017944336","24.556509017944336","9.388163566589355","9.388163566589355","9.388163566589355","3.2374229431152344","3.2374229431152344","3.2374229431152344"
"2729","24.56224822998047","24.56224822998047","24.56224822998047","9.90434455871582","9.90434455871582","9.90434455871582","3.271770477294922","3.271770477294922","3.271770477294922"
"2759","20.018474578857422","20.018474578857422","20.018474578857422","6.726792335510254","6.726792335510254","6.726792335510254","3.2951345443725586","3.2951345443725586","3.2951345443725586"
"2789","22.380050659179688","22.380050659179688","22.380050659179688","6.398246765136719","6.398246765136719","6.398246765136719","3.4153032302856445","3.4153032302856445","3.4153032302856445"
"2819","22.308406829833984","22.308406829833984","22.308406829833984","7.071043968200684","7.071043968200684","7.071043968200684","3.1613616943359375","3.1613616943359375","3.1613616943359375"
"2849","22.212533950805664","22.212533950805664","22.212533950805664","9.083966255187988","9.083966255187988","9.083966255187988","3.2404558658599854","3.2404558658599854","3.2404558658599854"
"2879","24.922502517700195","24.922502517700195","24.922502517700195","31.208499908447266","31.208499908447266","31.208499908447266","2.9556825160980225","2.9556825160980225","2.9556825160980225"
"2909","21.3809757232666","21.3809757232666","21.3809757232666","6.21073579788208","6.21073579788208","6.21073579788208","2.950023651123047","2.950023651123047","2.950023651123047"
"2939","14.80682373046875","14.80682373046875","14.80682373046875","4.88894510269165","4.88894510269165","4.88894510269165","2.974294900894165","2.974294900894165","2.974294900894165"
"2969","26.63372039794922","26.63372039794922","26.63372039794922","31.226234436035156","31.226234436035156","31.226234436035156","2.977539539337158","2.977539539337158","2.977539539337158"
"2999","15.238041877746582","15.238041877746582","15.238041877746582","4.775824546813965","4.775824546813965","4.775824546813965","2.734659433364868","2.734659433364868","2.734659433364868"
"3029","28.4366455078125","28.4366455078125","28.4366455078125","33.46503829956055","33.46503829956055","33.46503829956055","3.0073840618133545","3.0073840618133545","3.0073840618133545"
"3059","20.491655349731445","20.491655349731445","20.491655349731445","7.077517986297607","7.077517986297607","7.077517986297607","2.8749709129333496","2.8749709129333496","2.8749709129333496"
"3089","14.055686950683594","14.055686950683594","14.055686950683594","5.196040630340576","5.196040630340576","5.196040630340576","2.809627056121826","2.809627056121826","2.809627056121826"
"3119","17.633007049560547","17.633007049560547","17.633007049560547","6.337174415588379","6.337174415588379","6.337174415588379","2.85124135017395","2.85124135017395","2.85124135017395"
"3149","11.639970779418945","11.639970779418945","11.639970779418945","4.599001884460449","4.599001884460449","4.599001884460449","2.732059955596924","2.732059955596924","2.732059955596924"
"3179","13.386391639709473","13.386391639709473","13.386391639709473","5.125566482543945","5.125566482543945","5.125566482543945","2.788907051086426","2.788907051086426","2.788907051086426"
"3209","19.21253204345703","19.21253204345703","19.21253204345703","7.274580955505371","7.274580955505371","7.274580955505371","2.7977678775787354","2.7977678775787354","2.7977678775787354"
"3239","16.569122314453125","16.569122314453125","16.569122314453125","6.283102989196777","6.283102989196777","6.283102989196777","3.0119645595550537","3.0119645595550537","3.0119645595550537"
"3269","18.639978408813477","18.639978408813477","18.639978408813477","6.508026123046875","6.508026123046875","6.508026123046875","2.800816535949707","2.800816535949707","2.800816535949707"
"3299","16.552324295043945","16.552324295043945","16.552324295043945","6.1769700050354","6.1769700050354","6.1769700050354","2.9676854610443115","2.9676854610443115","2.9676854610443115"
"3329","20.227153778076172","20.227153778076172","20.227153778076172","6.491910457611084","6.491910457611084","6.491910457611084","2.7403194904327393","2.7403194904327393","2.7403194904327393"
"3359","17.086894989013672","17.086894989013672","17.086894989013672","5.491751194000244","5.491751194000244","5.491751194000244","2.713144540786743","2.713144540786743","2.713144540786743"
"3389","8.13618278503418","8.13618278503418","8.13618278503418","4.088749885559082","4.088749885559082","4.088749885559082","2.697016477584839","2.697016477584839","2.697016477584839"
"3419","16.66378402709961","16.66378402709961","16.66378402709961","5.33525276184082","5.33525276184082","5.33525276184082","2.7160983085632324","2.7160983085632324","2.7160983085632324"
"3449","12.58713150024414","12.58713150024414","12.58713150024414","5.091707229614258","5.091707229614258","5.091707229614258","2.964513063430786","2.964513063430786","2.964513063430786"
"3479","14.894423484802246","14.894423484802246","14.894423484802246","5.853446006774902","5.853446006774902","5.853446006774902","2.9172377586364746","2.9172377586364746","2.9172377586364746"
"3509","21.652145385742188","21.652145385742188","21.652145385742188","28.122743606567383","28.122743606567383","28.122743606567383","2.709765672683716","2.709765672683716","2.709765672683716"
"3539","16.89067840576172","16.89067840576172","16.89067840576172","6.160416126251221","6.160416126251221","6.160416126251221","2.586987257003784","2.586987257003784","2.586987257003784"
"3569","17.18269157409668","17.18269157409668","17.18269157409668","4.790503025054932","4.790503025054932","4.790503025054932","2.611091136932373","2.611091136932373","2.611091136932373"
"3599","14.23205280303955","14.23205280303955","14.23205280303955","4.427638530731201","4.427638530731201","4.427638530731201","2.6382603645324707","2.6382603645324707","2.6382603645324707"
"3629","7.538053035736084","7.538053035736084","7.538053035736084","4.030906677246094","4.030906677246094","4.030906677246094","2.80733585357666","2.80733585357666","2.80733585357666"
"3659","20.522768020629883","20.522768020629883","20.522768020629883","27.839691162109375","27.839691162109375","27.839691162109375","2.5064709186553955","2.5064709186553955","2.5064709186553955"
"3689","4.222365856170654","4.222365856170654","4.222365856170654","3.060018301010132","3.060018301010132","3.060018301010132","2.4647467136383057","2.4647467136383057","2.4647467136383057"
"3719","9.661799430847168","9.661799430847168","9.661799430847168","4.201446056365967","4.201446056365967","4.201446056365967","2.6239709854125977","2.6239709854125977","2.6239709854125977"
"3749","4.747452735900879","4.747452735900879","4.747452735900879","3.429918050765991","3.429918050765991","3.429918050765991","2.671085834503174","2.671085834503174","2.671085834503174"
"3779","11.141097068786621","11.141097068786621","11.141097068786621","4.258942604064941","4.258942604064941","4.258942604064941","2.5525708198547363","2.5525708198547363","2.5525708198547363"
"3809","11.73969554901123","11.73969554901123","11.73969554901123","5.1274824142456055","5.1274824142456055","5.1274824142456055","2.6638829708099365","2.6638829708099365","2.6638829708099365"
"3839","16.89637565612793","16.89637565612793","16.89637565612793","5.93109655380249","5.93109655380249","5.93109655380249","3.0175890922546387","3.0175890922546387","3.0175890922546387"
"3869","21.245983123779297","21.245983123779297","21.245983123779297","26.605506896972656","26.605506896972656","26.605506896972656","2.547292709350586","2.547292709350586","2.547292709350586"
"3899","14.664831161499023","14.664831161499023","14.664831161499023","5.138892650604248","5.138892650604248","5.138892650604248","2.4686288833618164","2.4686288833618164","2.4686288833618164"
"3929","6.637938022613525","6.637938022613525","6.637938022613525","3.512544870376587","3.512544870376587","3.512544870376587","2.6252293586730957","2.6252293586730957","2.6252293586730957"
"3959","8.208292007446289","8.208292007446289","8.208292007446289","3.7766058444976807","3.7766058444976807","3.7766058444976807","2.629730463027954","2.629730463027954","2.629730463027954"
"3989","9.4061279296875","9.4061279296875","9.4061279296875","4.284948825836182","4.284948825836182","4.284948825836182","2.552460193634033","2.552460193634033","2.552460193634033"
"4019","15.44286060333252","15.44286060333252","15.44286060333252","25.889041900634766","25.889041900634766","25.889041900634766","2.4556422233581543","2.4556422233581543","2.4556422233581543"
"4049","11.117773056030273","11.117773056030273","11.117773056030273","3.67887020111084","3.67887020111084","3.67887020111084","2.30069899559021","2.30069899559021","2.30069899559021"
"4079","15.99294376373291","15.99294376373291","15.99294376373291","5.398047924041748","5.398047924041748","5.398047924041748","2.6569859981536865","2.6569859981536865","2.6569859981536865"
"4109","13.774922370910645","13.774922370910645","13.774922370910645","5.2143096923828125","5.2143096923828125","5.2143096923828125","2.518522024154663","2.518522024154663","2.518522024154663"
"4139","17.805688858032227","17.805688858032227","17.805688858032227","7.840936183929443","7.840936183929443","7.840936183929443","2.645423173904419","2.645423173904419","2.645423173904419"
"4169","15.237177848815918","15.237177848815918","15.237177848815918","4.7083258628845215","4.7083258628845215","4.7083258628845215","2.402808427810669","2.402808427810669","2.402808427810669"
"4199","6.643057823181152","6.643057823181152","6.643057823181152","3.2527318000793457","3.2527318000793457","3.2527318000793457","2.277277708053589","2.277277708053589","2.277277708053589"
"4229","18.77411651611328","18.77411651611328","18.77411651611328","6.736622333526611","6.736622333526611","6.736622333526611","2.3034799098968506","2.3034799098968506","2.3034799098968506"
"4259","3.755302906036377","3.755302906036377","3.755302906036377","3.0583293437957764","3.0583293437957764","3.0583293437957764","2.389472484588623","2.389472484588623","2.389472484588623"
"4289","4.06870174407959","4.06870174407959","4.06870174407959","3.3038899898529053","3.3038899898529053","3.3038899898529053","2.5425310134887695","2.5425310134887695","2.5425310134887695"
"4319","3.8385555744171143","3.8385555744171143","3.8385555744171143","3.2251458168029785","3.2251458168029785","3.2251458168029785","2.5202627182006836","2.5202627182006836","2.5202627182006836"
"4349","3.2103657722473145","3.2103657722473145","3.2103657722473145","2.8806259632110596","2.8806259632110596","2.8806259632110596","2.2757315635681152","2.2757315635681152","2.2757315635681152"
"4379","13.933656692504883","13.933656692504883","13.933656692504883","24.963205337524414","24.963205337524414","24.963205337524414","2.515746593475342","2.515746593475342","2.515746593475342"
"4409","3.6807713508605957","3.6807713508605957","3.6807713508605957","3.0213732719421387","3.0213732719421387","3.0213732719421387","2.3004531860351562","2.3004531860351562","2.3004531860351562"
"4439","5.127109050750732","5.127109050750732","5.127109050750732","3.29129695892334","3.29129695892334","3.29129695892334","2.35563063621521","2.35563063621521","2.35563063621521"
"4469","3.6115996837615967","3.6115996837615967","3.6115996837615967","3.11576771736145","3.11576771736145","3.11576771736145","2.44163179397583","2.44163179397583","2.44163179397583"
"4499","14.643166542053223","14.643166542053223","14.643166542053223","24.33301544189453","24.33301544189453","24.33301544189453","2.2677955627441406","2.2677955627441406","2.2677955627441406"
"4529","9.81835651397705","9.81835651397705","9.81835651397705","4.203433036804199","4.203433036804199","4.203433036804199","2.407151460647583","2.407151460647583","2.407151460647583"
"4559","12.412463188171387","12.412463188171387","12.412463188171387","3.7742936611175537","3.7742936611175537","3.7742936611175537","2.343385934829712","2.343385934829712","2.343385934829712"
"4589","3.365182399749756","3.365182399749756","3.365182399749756","2.9043917655944824","2.9043917655944824","2.9043917655944824","2.2659685611724854","2.2659685611724854","2.2659685611724854"
"4619","3.4681854248046875","3.4681854248046875","3.4681854248046875","2.907843589782715","2.907843589782715","2.907843589782715","2.2231431007385254","2.2231431007385254","2.2231431007385254"
"4649","10.76641845703125","10.76641845703125","10.76641845703125","24.312143325805664","24.312143325805664","24.312143325805664","2.4114816188812256","2.4114816188812256","2.4114816188812256"
"4679","7.605595588684082","7.605595588684082","7.605595588684082","3.4373857975006104","3.4373857975006104","3.4373857975006104","2.280863046646118","2.280863046646118","2.280863046646118"
"4709","10.576888084411621","10.576888084411621","10.576888084411621","5.228731632232666","5.228731632232666","5.228731632232666","2.3467135429382324","2.3467135429382324","2.3467135429382324"
"4739","16.31593132019043","16.31593132019043","16.31593132019043","6.089216232299805","6.089216232299805","6.089216232299805","2.3656234741210938","2.3656234741210938","2.3656234741210938"
"4769","11.809282302856445","11.809282302856445","11.809282302856445","5.654974460601807","5.654974460601807","5.654974460601807","2.2825067043304443","2.2825067043304443","2.2825067043304443"
"4799","11.240710258483887","11.240710258483887","11.240710258483887","4.9615092277526855","4.9615092277526855","4.9615092277526855","2.3670766353607178","2.3670766353607178","2.3670766353607178"
"4829","6.107700824737549","6.107700824737549","6.107700824737549","3.559288263320923","3.559288263320923","3.559288263320923","2.2212111949920654","2.2212111949920654","2.2212111949920654"
"4859","3.4363341331481934","3.4363341331481934","3.4363341331481934","3.133305788040161","3.133305788040161","3.133305788040161","2.333117723464966","2.333117723464966","2.333117723464966"
"4889","3.2000226974487305","3.2000226974487305","3.2000226974487305","2.8155009746551514","2.8155009746551514","2.8155009746551514","2.2400002479553223","2.2400002479553223","2.2400002479553223"
"4919","11.080353736877441","11.080353736877441","11.080353736877441","22.632352828979492","22.632352828979492","22.632352828979492","2.228879690170288","2.228879690170288","2.228879690170288"
"4949","3.0731475353240967","3.0731475353240967","3.0731475353240967","2.761817455291748","2.761817455291748","2.761817455291748","2.0595452785491943","2.0595452785491943","2.0595452785491943"
"4979","2.9671545028686523","2.9671545028686523","2.9671545028686523","2.7158331871032715","2.7158331871032715","2.7158331871032715","2.068254232406616","2.068254232406616","2.068254232406616"
"5009","3.184404134750366","3.184404134750366","3.184404134750366","2.975978374481201","2.975978374481201","2.975978374481201","2.215547800064087","2.215547800064087","2.215547800064087"
