"Step","layer_10_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1__MAX","layer_10_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1","layer_10_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1__MIN","layer_10_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1__MAX"
"599","4309.5810546875","4309.5810546875","4309.5810546875","398.9560241699219","398.9560241699219","398.9560241699219","4311.2626953125","4311.2626953125","4311.2626953125","962.7125244140625","962.7125244140625","962.7125244140625","3780.066162109375","3780.066162109375","3780.066162109375","398.98712158203125","398.98712158203125","398.98712158203125","3781.861083984375","3781.861083984375","3781.861083984375","960.6715087890625","960.6715087890625","960.6715087890625"
"1199","4272.849609375","4272.849609375","4272.849609375","411.77569580078125","411.77569580078125","411.77569580078125","4274.92138671875","4274.92138671875","4274.92138671875","771.4436645507812","771.4436645507812","771.4436645507812","3315.27392578125","3315.27392578125","3315.27392578125","411.6552734375","411.6552734375","411.6552734375","3317.36328125","3317.36328125","3317.36328125","769.1998901367188","769.1998901367188","769.1998901367188"
"1799","4081.61328125","4081.61328125","4081.61328125","427.08233642578125","427.08233642578125","427.08233642578125","4084.032958984375","4084.032958984375","4084.032958984375","643.5128173828125","643.5128173828125","643.5128173828125","2885.001708984375","2885.001708984375","2885.001708984375","426.00323486328125","426.00323486328125","426.00323486328125","2887.002685546875","2887.002685546875","2887.002685546875","640.7737426757812","640.7737426757812","640.7737426757812"
"2399","3961.11962890625","3961.11962890625","3961.11962890625","437.7035217285156","437.7035217285156","437.7035217285156","3963.997802734375","3963.997802734375","3963.997802734375","530.1226806640625","530.1226806640625","530.1226806640625","2596.778076171875","2596.778076171875","2596.778076171875","437.3026428222656","437.3026428222656","437.3026428222656","2598.976806640625","2598.976806640625","2598.976806640625","526.99365234375","526.99365234375","526.99365234375"
"2999","3810.41650390625","3810.41650390625","3810.41650390625","442.5628356933594","442.5628356933594","442.5628356933594","3813.682861328125","3813.682861328125","3813.682861328125","452.3387145996094","452.3387145996094","452.3387145996094","2434.236572265625","2434.236572265625","2434.236572265625","444.10400390625","444.10400390625","444.10400390625","2436.274169921875","2436.274169921875","2436.274169921875","449.8565979003906","449.8565979003906","449.8565979003906"
"3599","3765.197998046875","3765.197998046875","3765.197998046875","438.7793884277344","438.7793884277344","438.7793884277344","3768.194580078125","3768.194580078125","3768.194580078125","403.0078430175781","403.0078430175781","403.0078430175781","2226.19482421875","2226.19482421875","2226.19482421875","441.84991455078125","441.84991455078125","441.84991455078125","2228.1455078125","2228.1455078125","2228.1455078125","400.4233703613281","400.4233703613281","400.4233703613281"
"4199","3793.29541015625","3793.29541015625","3793.29541015625","435.8329772949219","435.8329772949219","435.8329772949219","3797.546142578125","3797.546142578125","3797.546142578125","333.05078125","333.05078125","333.05078125","2187.46533203125","2187.46533203125","2187.46533203125","438.88751220703125","438.88751220703125","438.88751220703125","2189.114013671875","2189.114013671875","2189.114013671875","331.9236755371094","331.9236755371094","331.9236755371094"
"4799","3945.75390625","3945.75390625","3945.75390625","427.321044921875","427.321044921875","427.321044921875","3950.340576171875","3950.340576171875","3950.340576171875","284.826171875","284.826171875","284.826171875","2287.528076171875","2287.528076171875","2287.528076171875","429.8623046875","429.8623046875","429.8623046875","2287.662109375","2287.662109375","2287.662109375","284.1318054199219","284.1318054199219","284.1318054199219"
"5399","4012.540283203125","4012.540283203125","4012.540283203125","414.69873046875","414.69873046875","414.69873046875","4014.755615234375","4014.755615234375","4014.755615234375","250.02749633789062","250.02749633789062","250.02749633789062","2379.992919921875","2379.992919921875","2379.992919921875","416.447998046875","416.447998046875","416.447998046875","2378.922607421875","2378.922607421875","2378.922607421875","249.6840362548828","249.6840362548828","249.6840362548828"
"5999","4148.39208984375","4148.39208984375","4148.39208984375","400.7223205566406","400.7223205566406","400.7223205566406","4150.24560546875","4150.24560546875","4150.24560546875","222.1644287109375","222.1644287109375","222.1644287109375","2632.921630859375","2632.921630859375","2632.921630859375","401.2728576660156","401.2728576660156","401.2728576660156","2630.061279296875","2630.061279296875","2630.061279296875","222.0662384033203","222.0662384033203","222.0662384033203"
