"Step","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l0__MAX","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l0","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l0__MIN","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l0__MAX"
"6599","12112.9443359375","12112.9443359375","12112.9443359375","100","100","100","12109.5986328125","12109.5986328125","12109.5986328125","760.9579467773438","760.9579467773438","760.9579467773438","8858.359375","8858.359375","8858.359375","100","100","100","8909.3427734375","8909.3427734375","8909.3427734375","604.2638549804688","604.2638549804688","604.2638549804688"
"7199","12110.9765625","12110.9765625","12110.9765625","100","100","100","12108.9755859375","12108.9755859375","12108.9755859375","720.5972900390625","720.5972900390625","720.5972900390625","8680.5087890625","8680.5087890625","8680.5087890625","100","100","100","8720.3125","8720.3125","8720.3125","569.383056640625","569.383056640625","569.383056640625"
"7799","12116.6875","12116.6875","12116.6875","100","100","100","12114.74609375","12114.74609375","12114.74609375","693.3329467773438","693.3329467773438","693.3329467773438","8524.27734375","8524.27734375","8524.27734375","100","100","100","8574.0810546875","8574.0810546875","8574.0810546875","548.6513061523438","548.6513061523438","548.6513061523438"
"8399","12124.2265625","12124.2265625","12124.2265625","100","100","100","12118.6181640625","12118.6181640625","12118.6181640625","663.9568481445312","663.9568481445312","663.9568481445312","8391.978515625","8391.978515625","8391.978515625","100","100","100","8434.947265625","8434.947265625","8434.947265625","519.4985961914062","519.4985961914062","519.4985961914062"
"8999","12120.6396484375","12120.6396484375","12120.6396484375","100","100","100","12112.0654296875","12112.0654296875","12112.0654296875","643.4517822265625","643.4517822265625","643.4517822265625","8260.4267578125","8260.4267578125","8260.4267578125","100","100","100","8296.662109375","8296.662109375","8296.662109375","503.4692077636719","503.4692077636719","503.4692077636719"
"9599","12115.3896484375","12115.3896484375","12115.3896484375","100","100","100","12112.2958984375","12112.2958984375","12112.2958984375","617.1267700195312","617.1267700195312","617.1267700195312","8145.9609375","8145.9609375","8145.9609375","100","100","100","8177.7041015625","8177.7041015625","8177.7041015625","481.9084167480469","481.9084167480469","481.9084167480469"
"10199","12110.0322265625","12110.0322265625","12110.0322265625","100","100","100","12100.6474609375","12100.6474609375","12100.6474609375","601.072265625","601.072265625","601.072265625","8013.3134765625","8013.3134765625","8013.3134765625","100","100","100","8050.609375","8050.609375","8050.609375","470.4004821777344","470.4004821777344","470.4004821777344"
"10799","12098.5927734375","12098.5927734375","12098.5927734375","100","100","100","12103.103515625","12103.103515625","12103.103515625","582.9701538085938","582.9701538085938","582.9701538085938","7909.67041015625","7909.67041015625","7909.67041015625","100","100","100","7950.8447265625","7950.8447265625","7950.8447265625","453.6449890136719","453.6449890136719","453.6449890136719"
"11399","12114.0458984375","12114.0458984375","12114.0458984375","100","100","100","12112.4453125","12112.4453125","12112.4453125","558.7338256835938","558.7338256835938","558.7338256835938","7818.04248046875","7818.04248046875","7818.04248046875","100","100","100","7861.39990234375","7861.39990234375","7861.39990234375","433.9435729980469","433.9435729980469","433.9435729980469"
"11999","12105.6396484375","12105.6396484375","12105.6396484375","100","100","100","12106.0380859375","12106.0380859375","12106.0380859375","546.1204223632812","546.1204223632812","546.1204223632812","7714.80810546875","7714.80810546875","7714.80810546875","100","100","100","7754.20166015625","7754.20166015625","7754.20166015625","423.3148498535156","423.3148498535156","423.3148498535156"
"12599","12107.9208984375","12107.9208984375","12107.9208984375","100","100","100","12112.5830078125","12112.5830078125","12112.5830078125","534.7272338867188","534.7272338867188","534.7272338867188","7645.0126953125","7645.0126953125","7645.0126953125","100","100","100","7666.47021484375","7666.47021484375","7666.47021484375","413.4051818847656","413.4051818847656","413.4051818847656"
"13199","12117.40625","12117.40625","12117.40625","100","100","100","12112.9599609375","12112.9599609375","12112.9599609375","517.854736328125","517.854736328125","517.854736328125","7558.3720703125","7558.3720703125","7558.3720703125","100","100","100","7588.3447265625","7588.3447265625","7588.3447265625","400.19146728515625","400.19146728515625","400.19146728515625"
"13799","12105.2177734375","12105.2177734375","12105.2177734375","100","100","100","12099.48046875","12099.48046875","12099.48046875","507.7406311035156","507.7406311035156","507.7406311035156","7478.54296875","7478.54296875","7478.54296875","100","100","100","7512.59375","7512.59375","7512.59375","393.52740478515625","393.52740478515625","393.52740478515625"
"14399","12117.9169921875","12117.9169921875","12117.9169921875","100","100","100","12117.9248046875","12117.9248046875","12117.9248046875","494.72003173828125","494.72003173828125","494.72003173828125","7409.22216796875","7409.22216796875","7409.22216796875","100","100","100","7436.38623046875","7436.38623046875","7436.38623046875","381.1952819824219","381.1952819824219","381.1952819824219"
"14999","12121.2158203125","12121.2158203125","12121.2158203125","100","100","100","12104.2158203125","12104.2158203125","12104.2158203125","477.74169921875","477.74169921875","477.74169921875","7335.06396484375","7335.06396484375","7335.06396484375","100","100","100","7365.07958984375","7365.07958984375","7365.07958984375","369.7441101074219","369.7441101074219","369.7441101074219"
"15599","12116.3583984375","12116.3583984375","12116.3583984375","100","100","100","12102.873046875","12102.873046875","12102.873046875","466.6156921386719","466.6156921386719","466.6156921386719","7262.62060546875","7262.62060546875","7262.62060546875","100","100","100","7289.1611328125","7289.1611328125","7289.1611328125","359.9703063964844","359.9703063964844","359.9703063964844"
"16199","12103.734375","12103.734375","12103.734375","100","100","100","12094.6357421875","12094.6357421875","12094.6357421875","457.759765625","457.759765625","457.759765625","7189.9296875","7189.9296875","7189.9296875","100","100","100","7209.61572265625","7209.61572265625","7209.61572265625","353.55999755859375","353.55999755859375","353.55999755859375"
"16799","12112.1494140625","12112.1494140625","12112.1494140625","100","100","100","12099.2021484375","12099.2021484375","12099.2021484375","445.1429138183594","445.1429138183594","445.1429138183594","7120.83154296875","7120.83154296875","7120.83154296875","100","100","100","7144.76708984375","7144.76708984375","7144.76708984375","343.75347900390625","343.75347900390625","343.75347900390625"
"17399","12088.33203125","12088.33203125","12088.33203125","100","100","100","12093.3544921875","12093.3544921875","12093.3544921875","438.98907470703125","438.98907470703125","438.98907470703125","7049.18603515625","7049.18603515625","7049.18603515625","100","100","100","7072.47607421875","7072.47607421875","7072.47607421875","338.6722106933594","338.6722106933594","338.6722106933594"
"17999","12100.2099609375","12100.2099609375","12100.2099609375","100","100","100","12098.6953125","12098.6953125","12098.6953125","426.71923828125","426.71923828125","426.71923828125","7001.046875","7001.046875","7001.046875","100","100","100","7013.4921875","7013.4921875","7013.4921875","330.02294921875","330.02294921875","330.02294921875"
"18599","12112.5498046875","12112.5498046875","12112.5498046875","100","100","100","12114.8330078125","12114.8330078125","12114.8330078125","416.0140686035156","416.0140686035156","416.0140686035156","6941.0791015625","6941.0791015625","6941.0791015625","100","100","100","6951.0859375","6951.0859375","6951.0859375","320.749755859375","320.749755859375","320.749755859375"
"19199","12083.3349609375","12083.3349609375","12083.3349609375","100","100","100","12079.4375","12079.4375","12079.4375","411.0083923339844","411.0083923339844","411.0083923339844","6880.28759765625","6880.28759765625","6880.28759765625","100","100","100","6896.90087890625","6896.90087890625","6896.90087890625","317.2919616699219","317.2919616699219","317.2919616699219"
"19799","12111.5380859375","12111.5380859375","12111.5380859375","100","100","100","12083.548828125","12083.548828125","12083.548828125","400.8424072265625","400.8424072265625","400.8424072265625","6819.4658203125","6819.4658203125","6819.4658203125","100","100","100","6838.23779296875","6838.23779296875","6838.23779296875","309.69915771484375","309.69915771484375","309.69915771484375"
