"Step","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio__MAX"
"6599","1.2715240716934204","1.2715240716934204","1.2715240716934204","1.2611907720565796","1.2611907720565796","1.2611907720565796","1.271032691001892","1.271032691001892","1.271032691001892","1.2694767713546753","1.2694767713546753","1.2694767713546753","1.2717872858047485","1.2717872858047485","1.2717872858047485","1.259713053703308","1.259713053703308","1.259713053703308","1.2716223001480103","1.2716223001480103","1.2716223001480103","1.2675890922546387","1.2675890922546387","1.2675890922546387"
"7199","1.2715498208999634","1.2715498208999634","1.2715498208999634","1.258480429649353","1.258480429649353","1.258480429649353","1.270758032798767","1.270758032798767","1.270758032798767","1.2542059421539307","1.2542059421539307","1.2542059421539307","1.272180438041687","1.272180438041687","1.272180438041687","1.2600148916244507","1.2600148916244507","1.2600148916244507","1.2712171077728271","1.2712171077728271","1.2712171077728271","1.2547675371170044","1.2547675371170044","1.2547675371170044"
"7799","1.2712815999984741","1.2712815999984741","1.2712815999984741","1.2592988014221191","1.2592988014221191","1.2592988014221191","1.2708157300949097","1.2708157300949097","1.2708157300949097","1.2577039003372192","1.2577039003372192","1.2577039003372192","1.2714241743087769","1.2714241743087769","1.2714241743087769","1.259027123451233","1.259027123451233","1.259027123451233","1.2710422277450562","1.2710422277450562","1.2710422277450562","1.2610540390014648","1.2610540390014648","1.2610540390014648"
"8399","1.2711833715438843","1.2711833715438843","1.2711833715438843","1.2602920532226562","1.2602920532226562","1.2602920532226562","1.2710307836532593","1.2710307836532593","1.2710307836532593","1.2590149641036987","1.2590149641036987","1.2590149641036987","1.2709802389144897","1.2709802389144897","1.2709802389144897","1.2610677480697632","1.2610677480697632","1.2610677480697632","1.2710355520248413","1.2710355520248413","1.2710355520248413","1.2567133903503418","1.2567133903503418","1.2567133903503418"
"8999","1.2718957662582397","1.2718957662582397","1.2718957662582397","1.2613142728805542","1.2613142728805542","1.2613142728805542","1.271288275718689","1.271288275718689","1.271288275718689","1.2576245069503784","1.2576245069503784","1.2576245069503784","1.2711528539657593","1.2711528539657593","1.2711528539657593","1.2615383863449097","1.2615383863449097","1.2615383863449097","1.2714245319366455","1.2714245319366455","1.2714245319366455","1.2558826208114624","1.2558826208114624","1.2558826208114624"
"9599","1.271248698234558","1.271248698234558","1.271248698234558","1.2628167867660522","1.2628167867660522","1.2628167867660522","1.2724577188491821","1.2724577188491821","1.2724577188491821","1.2586294412612915","1.2586294412612915","1.2586294412612915","1.2709399461746216","1.2709399461746216","1.2709399461746216","1.2631505727767944","1.2631505727767944","1.2631505727767944","1.270790934562683","1.270790934562683","1.270790934562683","1.2567411661148071","1.2567411661148071","1.2567411661148071"
"10199","1.2708343267440796","1.2708343267440796","1.2708343267440796","1.2620792388916016","1.2620792388916016","1.2620792388916016","1.2714166641235352","1.2714166641235352","1.2714166641235352","1.2596588134765625","1.2596588134765625","1.2596588134765625","1.271912932395935","1.271912932395935","1.271912932395935","1.2619327306747437","1.2619327306747437","1.2619327306747437","1.2712033987045288","1.2712033987045288","1.2712033987045288","1.2648953199386597","1.2648953199386597","1.2648953199386597"
"10799","1.2715195417404175","1.2715195417404175","1.2715195417404175","1.2636255025863647","1.2636255025863647","1.2636255025863647","1.2721668481826782","1.2721668481826782","1.2721668481826782","1.2626198530197144","1.2626198530197144","1.2626198530197144","1.2710422277450562","1.2710422277450562","1.2710422277450562","1.2626771926879883","1.2626771926879883","1.2626771926879883","1.2713912725448608","1.2713912725448608","1.2713912725448608","1.2619847059249878","1.2619847059249878","1.2619847059249878"
"11399","1.2704113721847534","1.2704113721847534","1.2704113721847534","1.2647504806518555","1.2647504806518555","1.2647504806518555","1.2718111276626587","1.2718111276626587","1.2718111276626587","1.2529646158218384","1.2529646158218384","1.2529646158218384","1.270679235458374","1.270679235458374","1.270679235458374","1.2639107704162598","1.2639107704162598","1.2639107704162598","1.2709071636199951","1.2709071636199951","1.2709071636199951","1.253106951713562","1.253106951713562","1.253106951713562"
"11999","1.2709519863128662","1.2709519863128662","1.2709519863128662","1.2640923261642456","1.2640923261642456","1.2640923261642456","1.2712215185165405","1.2712215185165405","1.2712215185165405","1.2600234746932983","1.2600234746932983","1.2600234746932983","1.27146315574646","1.27146315574646","1.27146315574646","1.263884425163269","1.263884425163269","1.263884425163269","1.2713769674301147","1.2713769674301147","1.2713769674301147","1.2602487802505493","1.2602487802505493","1.2602487802505493"
"12599","1.2724590301513672","1.2724590301513672","1.2724590301513672","1.2643705606460571","1.2643705606460571","1.2643705606460571","1.272369146347046","1.272369146347046","1.272369146347046","1.2616976499557495","1.2616976499557495","1.2616976499557495","1.2724170684814453","1.2724170684814453","1.2724170684814453","1.2641338109970093","1.2641338109970093","1.2641338109970093","1.2717894315719604","1.2717894315719604","1.2717894315719604","1.262919545173645","1.262919545173645","1.262919545173645"
"13199","1.271382212638855","1.271382212638855","1.271382212638855","1.2655357122421265","1.2655357122421265","1.2655357122421265","1.2719563245773315","1.2719563245773315","1.2719563245773315","1.2604436874389648","1.2604436874389648","1.2604436874389648","1.2708076238632202","1.2708076238632202","1.2708076238632202","1.2650108337402344","1.2650108337402344","1.2650108337402344","1.2711806297302246","1.2711806297302246","1.2711806297302246","1.2591524124145508","1.2591524124145508","1.2591524124145508"
"13799","1.271989107131958","1.271989107131958","1.271989107131958","1.2652490139007568","1.2652490139007568","1.2652490139007568","1.271480917930603","1.271480917930603","1.271480917930603","1.2665327787399292","1.2665327787399292","1.2665327787399292","1.2712959051132202","1.2712959051132202","1.2712959051132202","1.2649500370025635","1.2649500370025635","1.2649500370025635","1.2717281579971313","1.2717281579971313","1.2717281579971313","1.2697937488555908","1.2697937488555908","1.2697937488555908"
"14399","1.2722753286361694","1.2722753286361694","1.2722753286361694","1.2662338018417358","1.2662338018417358","1.2662338018417358","1.272755742073059","1.272755742073059","1.272755742073059","1.2667633295059204","1.2667633295059204","1.2667633295059204","1.2716283798217773","1.2716283798217773","1.2716283798217773","1.266032099723816","1.266032099723816","1.266032099723816","1.2715572118759155","1.2715572118759155","1.2715572118759155","1.2615225315093994","1.2615225315093994","1.2615225315093994"
"14999","1.2713302373886108","1.2713302373886108","1.2713302373886108","1.267063856124878","1.267063856124878","1.267063856124878","1.271744966506958","1.271744966506958","1.271744966506958","1.2658504247665405","1.2658504247665405","1.2658504247665405","1.2718642950057983","1.2718642950057983","1.2718642950057983","1.2662981748580933","1.2662981748580933","1.2662981748580933","1.2719342708587646","1.2719342708587646","1.2719342708587646","1.2652266025543213","1.2652266025543213","1.2652266025543213"
"15599","1.2728455066680908","1.2728455066680908","1.2728455066680908","1.2665948867797852","1.2665948867797852","1.2665948867797852","1.2711868286132812","1.2711868286132812","1.2711868286132812","1.2599012851715088","1.2599012851715088","1.2599012851715088","1.2718479633331299","1.2718479633331299","1.2718479633331299","1.2666499614715576","1.2666499614715576","1.2666499614715576","1.2716072797775269","1.2716072797775269","1.2716072797775269","1.2587741613388062","1.2587741613388062","1.2587741613388062"
"16199","1.2724286317825317","1.2724286317825317","1.2724286317825317","1.2666606903076172","1.2666606903076172","1.2666606903076172","1.272290587425232","1.272290587425232","1.272290587425232","1.2649405002593994","1.2649405002593994","1.2649405002593994","1.2719334363937378","1.2719334363937378","1.2719334363937378","1.266624093055725","1.266624093055725","1.266624093055725","1.2715716361999512","1.2715716361999512","1.2715716361999512","1.2660036087036133","1.2660036087036133","1.2660036087036133"
"16799","1.2715086936950684","1.2715086936950684","1.2715086936950684","1.265726923942566","1.265726923942566","1.265726923942566","1.270567774772644","1.270567774772644","1.270567774772644","1.2610793113708496","1.2610793113708496","1.2610793113708496","1.272214412689209","1.272214412689209","1.272214412689209","1.2657907009124756","1.2657907009124756","1.2657907009124756","1.2717565298080444","1.2717565298080444","1.2717565298080444","1.2618287801742554","1.2618287801742554","1.2618287801742554"
"17399","1.2729370594024658","1.2729370594024658","1.2729370594024658","1.265821933746338","1.265821933746338","1.265821933746338","1.271929144859314","1.271929144859314","1.271929144859314","1.265635371208191","1.265635371208191","1.265635371208191","1.2712897062301636","1.2712897062301636","1.2712897062301636","1.2661975622177124","1.2661975622177124","1.2661975622177124","1.2712684869766235","1.2712684869766235","1.2712684869766235","1.2659567594528198","1.2659567594528198","1.2659567594528198"
"17999","1.273990511894226","1.273990511894226","1.273990511894226","1.265964150428772","1.265964150428772","1.265964150428772","1.2726025581359863","1.2726025581359863","1.2726025581359863","1.2618433237075806","1.2618433237075806","1.2618433237075806","1.2724045515060425","1.2724045515060425","1.2724045515060425","1.265654444694519","1.265654444694519","1.265654444694519","1.2719491720199585","1.2719491720199585","1.2719491720199585","1.2633415460586548","1.2633415460586548","1.2633415460586548"
"18599","1.2710860967636108","1.2710860967636108","1.2710860967636108","1.2665632963180542","1.2665632963180542","1.2665632963180542","1.2708402872085571","1.2708402872085571","1.2708402872085571","1.2569067478179932","1.2569067478179932","1.2569067478179932","1.2712904214859009","1.2712904214859009","1.2712904214859009","1.2674989700317383","1.2674989700317383","1.2674989700317383","1.2714697122573853","1.2714697122573853","1.2714697122573853","1.25633704662323","1.25633704662323","1.25633704662323"
"19199","1.2702559232711792","1.2702559232711792","1.2702559232711792","1.268288254737854","1.268288254737854","1.268288254737854","1.2719215154647827","1.2719215154647827","1.2719215154647827","1.260928750038147","1.260928750038147","1.260928750038147","1.2717775106430054","1.2717775106430054","1.2717775106430054","1.2679554224014282","1.2679554224014282","1.2679554224014282","1.271651268005371","1.271651268005371","1.271651268005371","1.2627835273742676","1.2627835273742676","1.2627835273742676"
"19799","1.2715975046157837","1.2715975046157837","1.2715975046157837","1.266607642173767","1.266607642173767","1.266607642173767","1.2708189487457275","1.2708189487457275","1.2708189487457275","1.2569074630737305","1.2569074630737305","1.2569074630737305","1.2718981504440308","1.2718981504440308","1.2718981504440308","1.266491174697876","1.266491174697876","1.266491174697876","1.2716565132141113","1.2716565132141113","1.2716565132141113","1.259541630744934","1.259541630744934","1.259541630744934"
