"Step","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1__MAX","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1__MIN","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1__MAX"
"6599","3892.288818359375","3892.288818359375","3892.288818359375","384.2218322753906","384.2218322753906","384.2218322753906","3893.868408203125","3893.868408203125","3893.868408203125","190.36920166015625","190.36920166015625","190.36920166015625","3119.260009765625","3119.260009765625","3119.260009765625","382.9457702636719","382.9457702636719","382.9457702636719","3141.50048828125","3141.50048828125","3141.50048828125","189.3403778076172","189.3403778076172","189.3403778076172"
"7199","3841.817138671875","3841.817138671875","3841.817138671875","369.0997619628906","369.0997619628906","369.0997619628906","3861.884765625","3861.884765625","3861.884765625","180.56436157226562","180.56436157226562","180.56436157226562","3204.645263671875","3204.645263671875","3204.645263671875","368.4490051269531","368.4490051269531","368.4490051269531","3241.88134765625","3241.88134765625","3241.88134765625","179.8602752685547","179.8602752685547","179.8602752685547"
"7799","3892.415771484375","3892.415771484375","3892.415771484375","354.0770568847656","354.0770568847656","354.0770568847656","3888.067138671875","3888.067138671875","3888.067138671875","171.3529510498047","171.3529510498047","171.3529510498047","3369.949951171875","3369.949951171875","3369.949951171875","353.67340087890625","353.67340087890625","353.67340087890625","3343.067138671875","3343.067138671875","3343.067138671875","170.49684143066406","170.49684143066406","170.49684143066406"
"8399","3697.881591796875","3697.881591796875","3697.881591796875","340.6474304199219","340.6474304199219","340.6474304199219","3731.68408203125","3731.68408203125","3731.68408203125","160.6215057373047","160.6215057373047","160.6215057373047","3364.3203125","3364.3203125","3364.3203125","340.69903564453125","340.69903564453125","340.69903564453125","3346.879638671875","3346.879638671875","3346.879638671875","160.3567352294922","160.3567352294922","160.3567352294922"
"8999","3721.5078125","3721.5078125","3721.5078125","330.6463317871094","330.6463317871094","330.6463317871094","3673.307861328125","3673.307861328125","3673.307861328125","155.9436798095703","155.9436798095703","155.9436798095703","3379.048583984375","3379.048583984375","3379.048583984375","330.93011474609375","330.93011474609375","330.93011474609375","3343.385986328125","3343.385986328125","3343.385986328125","155.67762756347656","155.67762756347656","155.67762756347656"
"9599","3706.15478515625","3706.15478515625","3706.15478515625","318.8842468261719","318.8842468261719","318.8842468261719","3672.82080078125","3672.82080078125","3672.82080078125","148.12646484375","148.12646484375","148.12646484375","3454.49267578125","3454.49267578125","3454.49267578125","318.8804016113281","318.8804016113281","318.8804016113281","3468.069580078125","3468.069580078125","3468.069580078125","147.62356567382812","147.62356567382812","147.62356567382812"
"10199","3725.276611328125","3725.276611328125","3725.276611328125","310.9947509765625","310.9947509765625","310.9947509765625","3699.86962890625","3699.86962890625","3699.86962890625","144.5368194580078","144.5368194580078","144.5368194580078","3476.552490234375","3476.552490234375","3476.552490234375","311.0817565917969","311.0817565917969","311.0817565917969","3448.666748046875","3448.666748046875","3448.666748046875","144.0967254638672","144.0967254638672","144.0967254638672"
"10799","3656.276611328125","3656.276611328125","3656.276611328125","301.7839660644531","301.7839660644531","301.7839660644531","3676.971923828125","3676.971923828125","3676.971923828125","140.31231689453125","140.31231689453125","140.31231689453125","3466.82666015625","3466.82666015625","3466.82666015625","301.9103088378906","301.9103088378906","301.9103088378906","3456.050048828125","3456.050048828125","3456.050048828125","139.92759704589844","139.92759704589844","139.92759704589844"
"11399","3622.283935546875","3622.283935546875","3622.283935546875","293.5124816894531","293.5124816894531","293.5124816894531","3604.094482421875","3604.094482421875","3604.094482421875","134.23248291015625","134.23248291015625","134.23248291015625","3461.69921875","3461.69921875","3461.69921875","293.6537780761719","293.6537780761719","293.6537780761719","3480.774169921875","3480.774169921875","3480.774169921875","133.67144775390625","133.67144775390625","133.67144775390625"
"11999","3584.983642578125","3584.983642578125","3584.983642578125","287.87066650390625","287.87066650390625","287.87066650390625","3576.372802734375","3576.372802734375","3576.372802734375","130.64553833007812","130.64553833007812","130.64553833007812","3390.99658203125","3390.99658203125","3390.99658203125","287.7786560058594","287.7786560058594","287.7786560058594","3386.33837890625","3386.33837890625","3386.33837890625","130.35057067871094","130.35057067871094","130.35057067871094"
"12599","3467.819091796875","3467.819091796875","3467.819091796875","280.5944519042969","280.5944519042969","280.5944519042969","3475.36572265625","3475.36572265625","3475.36572265625","126.42070770263672","126.42070770263672","126.42070770263672","3373.285888671875","3373.285888671875","3373.285888671875","280.4827880859375","280.4827880859375","280.4827880859375","3371.895263671875","3371.895263671875","3371.895263671875","126.09020233154297","126.09020233154297","126.09020233154297"
"13199","3538.149658203125","3538.149658203125","3538.149658203125","276.60748291015625","276.60748291015625","276.60748291015625","3542.95947265625","3542.95947265625","3542.95947265625","123.23509979248047","123.23509979248047","123.23509979248047","3395.677001953125","3395.677001953125","3395.677001953125","276.12188720703125","276.12188720703125","276.12188720703125","3408.307861328125","3408.307861328125","3408.307861328125","122.87886047363281","122.87886047363281","122.87886047363281"
"13799","3586.817626953125","3586.817626953125","3586.817626953125","272.9225158691406","272.9225158691406","272.9225158691406","3539.239013671875","3539.239013671875","3539.239013671875","121.7906265258789","121.7906265258789","121.7906265258789","3437.766357421875","3437.766357421875","3437.766357421875","272.8300476074219","272.8300476074219","272.8300476074219","3393.55078125","3393.55078125","3393.55078125","121.31774139404297","121.31774139404297","121.31774139404297"
"14399","3565.573486328125","3565.573486328125","3565.573486328125","268.3800964355469","268.3800964355469","268.3800964355469","3520.760498046875","3520.760498046875","3520.760498046875","118.1374282836914","118.1374282836914","118.1374282836914","3418.978271484375","3418.978271484375","3418.978271484375","268.1112060546875","268.1112060546875","268.1112060546875","3392.581298828125","3392.581298828125","3392.581298828125","118.020263671875","118.020263671875","118.020263671875"
"14999","3508.935546875","3508.935546875","3508.935546875","263.3722839355469","263.3722839355469","263.3722839355469","3517.70556640625","3517.70556640625","3517.70556640625","114.67913055419922","114.67913055419922","114.67913055419922","3405.585205078125","3405.585205078125","3405.585205078125","263.25750732421875","263.25750732421875","263.25750732421875","3407.466064453125","3407.466064453125","3407.466064453125","114.56571197509766","114.56571197509766","114.56571197509766"
"15599","3448.86328125","3448.86328125","3448.86328125","258.6727600097656","258.6727600097656","258.6727600097656","3458.12109375","3458.12109375","3458.12109375","111.4967269897461","111.4967269897461","111.4967269897461","3352.80859375","3352.80859375","3352.80859375","258.4557189941406","258.4557189941406","258.4557189941406","3370.311767578125","3370.311767578125","3370.311767578125","111.3814697265625","111.3814697265625","111.3814697265625"
"16199","3447.362548828125","3447.362548828125","3447.362548828125","253.67979431152344","253.67979431152344","253.67979431152344","3408.541015625","3408.541015625","3408.541015625","109.06685638427734","109.06685638427734","109.06685638427734","3361.31103515625","3361.31103515625","3361.31103515625","253.6621856689453","253.6621856689453","253.6621856689453","3390.540771484375","3390.540771484375","3390.540771484375","108.9085464477539","108.9085464477539","108.9085464477539"
"16799","3455.024169921875","3455.024169921875","3455.024169921875","251.5348358154297","251.5348358154297","251.5348358154297","3436.600830078125","3436.600830078125","3436.600830078125","107.43428802490234","107.43428802490234","107.43428802490234","3379.483642578125","3379.483642578125","3379.483642578125","251.68003845214844","251.68003845214844","251.68003845214844","3348.509521484375","3348.509521484375","3348.509521484375","107.3866195678711","107.3866195678711","107.3866195678711"
"17399","3434.66015625","3434.66015625","3434.66015625","248.89268493652344","248.89268493652344","248.89268493652344","3432.189208984375","3432.189208984375","3432.189208984375","105.90480041503906","105.90480041503906","105.90480041503906","3346.641845703125","3346.641845703125","3346.641845703125","249.2953643798828","249.2953643798828","249.2953643798828","3374.367919921875","3374.367919921875","3374.367919921875","105.6988525390625","105.6988525390625","105.6988525390625"
"17999","3469.142333984375","3469.142333984375","3469.142333984375","247.3765411376953","247.3765411376953","247.3765411376953","3462.337890625","3462.337890625","3462.337890625","104.74617004394531","104.74617004394531","104.74617004394531","3357.173583984375","3357.173583984375","3357.173583984375","247.8701629638672","247.8701629638672","247.8701629638672","3361.431396484375","3361.431396484375","3361.431396484375","104.61565399169922","104.61565399169922","104.61565399169922"
"18599","3385.940673828125","3385.940673828125","3385.940673828125","243.3084259033203","243.3084259033203","243.3084259033203","3404.986083984375","3404.986083984375","3404.986083984375","102.43790435791016","102.43790435791016","102.43790435791016","3345.189208984375","3345.189208984375","3345.189208984375","244.2982940673828","244.2982940673828","244.2982940673828","3347.63525390625","3347.63525390625","3347.63525390625","102.27521514892578","102.27521514892578","102.27521514892578"
"19199","3352.81689453125","3352.81689453125","3352.81689453125","238.4755859375","238.4755859375","238.4755859375","3341.009521484375","3341.009521484375","3341.009521484375","98.8744125366211","98.8744125366211","98.8744125366211","3354.083740234375","3354.083740234375","3354.083740234375","239.5465850830078","239.5465850830078","239.5465850830078","3358.529296875","3358.529296875","3358.529296875","98.68709564208984","98.68709564208984","98.68709564208984"
"19799","3341.698486328125","3341.698486328125","3341.698486328125","236.19444274902344","236.19444274902344","236.19444274902344","3347.0078125","3347.0078125","3347.0078125","97.96971893310547","97.96971893310547","97.96971893310547","3331.610107421875","3331.610107421875","3331.610107421875","237.6174774169922","237.6174774169922","237.6174774169922","3376.123046875","3376.123046875","3376.123046875","97.74905395507812","97.74905395507812","97.74905395507812"
