"Step","layer_10_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_10_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio","layer_10_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_10_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio__MAX"
"6599","6.548916816711426","6.548916816711426","6.548916816711426","6.226596832275391","6.226596832275391","6.226596832275391","6.543229579925537","6.543229579925537","6.543229579925537","6.2672038078308105","6.2672038078308105","6.2672038078308105","6.548170566558838","6.548170566558838","6.548170566558838","6.233048439025879","6.233048439025879","6.233048439025879","6.557426452636719","6.557426452636719","6.557426452636719","6.264991283416748","6.264991283416748","6.264991283416748"
"7199","6.5541090965271","6.5541090965271","6.5541090965271","6.2646002769470215","6.2646002769470215","6.2646002769470215","6.552297115325928","6.552297115325928","6.552297115325928","6.2972002029418945","6.2972002029418945","6.2972002029418945","6.553617000579834","6.553617000579834","6.553617000579834","6.26339864730835","6.26339864730835","6.26339864730835","6.536363124847412","6.536363124847412","6.536363124847412","6.296231746673584","6.296231746673584","6.296231746673584"
"7799","6.533818244934082","6.533818244934082","6.533818244934082","6.29420804977417","6.29420804977417","6.29420804977417","6.554393768310547","6.554393768310547","6.554393768310547","6.278877258300781","6.278877258300781","6.278877258300781","6.536484718322754","6.536484718322754","6.536484718322754","6.2917046546936035","6.2917046546936035","6.2917046546936035","6.534942150115967","6.534942150115967","6.534942150115967","6.278896808624268","6.278896808624268","6.278896808624268"
"8399","6.558799743652344","6.558799743652344","6.558799743652344","6.303197383880615","6.303197383880615","6.303197383880615","6.53395938873291","6.53395938873291","6.53395938873291","6.327874660491943","6.327874660491943","6.327874660491943","6.539042949676514","6.539042949676514","6.539042949676514","6.3139967918396","6.3139967918396","6.3139967918396","6.536876678466797","6.536876678466797","6.536876678466797","6.329071998596191","6.329071998596191","6.329071998596191"
"8999","6.540595531463623","6.540595531463623","6.540595531463623","6.313348293304443","6.313348293304443","6.313348293304443","6.5634307861328125","6.5634307861328125","6.5634307861328125","6.3052592277526855","6.3052592277526855","6.3052592277526855","6.554534912109375","6.554534912109375","6.554534912109375","6.312878608703613","6.312878608703613","6.312878608703613","6.552420139312744","6.552420139312744","6.552420139312744","6.303093910217285","6.303093910217285","6.303093910217285"
"9599","6.552951812744141","6.552951812744141","6.552951812744141","6.341753005981445","6.341753005981445","6.341753005981445","6.5640459060668945","6.5640459060668945","6.5640459060668945","6.305877685546875","6.305877685546875","6.305877685546875","6.581275939941406","6.581275939941406","6.581275939941406","6.346506595611572","6.346506595611572","6.346506595611572","6.5570068359375","6.5570068359375","6.5570068359375","6.304381847381592","6.304381847381592","6.304381847381592"
"10199","6.544938564300537","6.544938564300537","6.544938564300537","6.329146385192871","6.329146385192871","6.329146385192871","6.537243843078613","6.537243843078613","6.537243843078613","6.322786808013916","6.322786808013916","6.322786808013916","6.544358730316162","6.544358730316162","6.544358730316162","6.333395004272461","6.333395004272461","6.333395004272461","6.529819011688232","6.529819011688232","6.529819011688232","6.324954509735107","6.324954509735107","6.324954509735107"
"10799","6.553659915924072","6.553659915924072","6.553659915924072","6.346720218658447","6.346720218658447","6.346720218658447","6.531071662902832","6.531071662902832","6.531071662902832","6.333405494689941","6.333405494689941","6.333405494689941","6.554636478424072","6.554636478424072","6.554636478424072","6.345714092254639","6.345714092254639","6.345714092254639","6.549314975738525","6.549314975738525","6.549314975738525","6.330596446990967","6.330596446990967","6.330596446990967"
"11399","6.552875518798828","6.552875518798828","6.552875518798828","6.361019134521484","6.361019134521484","6.361019134521484","6.552073955535889","6.552073955535889","6.552073955535889","6.319495677947998","6.319495677947998","6.319495677947998","6.558624267578125","6.558624267578125","6.558624267578125","6.359340190887451","6.359340190887451","6.359340190887451","6.5788798332214355","6.5788798332214355","6.5788798332214355","6.324906349182129","6.324906349182129","6.324906349182129"
"11999","6.566986083984375","6.566986083984375","6.566986083984375","6.3470139503479","6.3470139503479","6.3470139503479","6.542038917541504","6.542038917541504","6.542038917541504","6.3526787757873535","6.3526787757873535","6.3526787757873535","6.551608562469482","6.551608562469482","6.551608562469482","6.346431255340576","6.346431255340576","6.346431255340576","6.591106414794922","6.591106414794922","6.591106414794922","6.346206188201904","6.346206188201904","6.346206188201904"
"12599","6.553349494934082","6.553349494934082","6.553349494934082","6.376250743865967","6.376250743865967","6.376250743865967","6.546685695648193","6.546685695648193","6.546685695648193","6.372677803039551","6.372677803039551","6.372677803039551","6.546727657318115","6.546727657318115","6.546727657318115","6.381143093109131","6.381143093109131","6.381143093109131","6.528662204742432","6.528662204742432","6.528662204742432","6.368552207946777","6.368552207946777","6.368552207946777"
"13199","6.549193859100342","6.549193859100342","6.549193859100342","6.376703262329102","6.376703262329102","6.376703262329102","6.554103374481201","6.554103374481201","6.554103374481201","6.331984996795654","6.331984996795654","6.331984996795654","6.553040981292725","6.553040981292725","6.553040981292725","6.377196311950684","6.377196311950684","6.377196311950684","6.564273357391357","6.564273357391357","6.564273357391357","6.334567070007324","6.334567070007324","6.334567070007324"
"13799","6.5549540519714355","6.5549540519714355","6.5549540519714355","6.371181011199951","6.371181011199951","6.371181011199951","6.551768779754639","6.551768779754639","6.551768779754639","6.364165782928467","6.364165782928467","6.364165782928467","6.576916694641113","6.576916694641113","6.576916694641113","6.3702850341796875","6.3702850341796875","6.3702850341796875","6.558539867401123","6.558539867401123","6.558539867401123","6.362743854522705","6.362743854522705","6.362743854522705"
"14399","6.5600266456604","6.5600266456604","6.5600266456604","6.368768692016602","6.368768692016602","6.368768692016602","6.555152893066406","6.555152893066406","6.555152893066406","6.337630748748779","6.337630748748779","6.337630748748779","6.5447540283203125","6.5447540283203125","6.5447540283203125","6.370082378387451","6.370082378387451","6.370082378387451","6.548423767089844","6.548423767089844","6.548423767089844","6.338413238525391","6.338413238525391","6.338413238525391"
"14999","6.5504469871521","6.5504469871521","6.5504469871521","6.384344100952148","6.384344100952148","6.384344100952148","6.552775859832764","6.552775859832764","6.552775859832764","6.367869853973389","6.367869853973389","6.367869853973389","6.569632053375244","6.569632053375244","6.569632053375244","6.389438629150391","6.389438629150391","6.389438629150391","6.555264472961426","6.555264472961426","6.555264472961426","6.371055603027344","6.371055603027344","6.371055603027344"
"15599","6.541476726531982","6.541476726531982","6.541476726531982","6.394546031951904","6.394546031951904","6.394546031951904","6.546124458312988","6.546124458312988","6.546124458312988","6.40329122543335","6.40329122543335","6.40329122543335","6.555640697479248","6.555640697479248","6.555640697479248","6.390740871429443","6.390740871429443","6.390740871429443","6.5521240234375","6.5521240234375","6.5521240234375","6.398836612701416","6.398836612701416","6.398836612701416"
"16199","6.554126262664795","6.554126262664795","6.554126262664795","6.3932085037231445","6.3932085037231445","6.3932085037231445","6.5489959716796875","6.5489959716796875","6.5489959716796875","6.372832775115967","6.372832775115967","6.372832775115967","6.545199871063232","6.545199871063232","6.545199871063232","6.393395900726318","6.393395900726318","6.393395900726318","6.555352687835693","6.555352687835693","6.555352687835693","6.371295928955078","6.371295928955078","6.371295928955078"
"16799","6.5596842765808105","6.5596842765808105","6.5596842765808105","6.391518592834473","6.391518592834473","6.391518592834473","6.558503150939941","6.558503150939941","6.558503150939941","6.361882209777832","6.361882209777832","6.361882209777832","6.552811622619629","6.552811622619629","6.552811622619629","6.388150691986084","6.388150691986084","6.388150691986084","6.546530246734619","6.546530246734619","6.546530246734619","6.363155364990234","6.363155364990234","6.363155364990234"
"17399","6.565145969390869","6.565145969390869","6.565145969390869","6.390288352966309","6.390288352966309","6.390288352966309","6.5569939613342285","6.5569939613342285","6.5569939613342285","6.338145732879639","6.338145732879639","6.338145732879639","6.545952796936035","6.545952796936035","6.545952796936035","6.389621734619141","6.389621734619141","6.389621734619141","6.545909404754639","6.545909404754639","6.545909404754639","6.342072010040283","6.342072010040283","6.342072010040283"
"17999","6.526547431945801","6.526547431945801","6.526547431945801","6.390721321105957","6.390721321105957","6.390721321105957","6.545361518859863","6.545361518859863","6.545361518859863","6.379234313964844","6.379234313964844","6.379234313964844","6.562117099761963","6.562117099761963","6.562117099761963","6.391143321990967","6.391143321990967","6.391143321990967","6.556605815887451","6.556605815887451","6.556605815887451","6.373005390167236","6.373005390167236","6.373005390167236"
"18599","6.541577339172363","6.541577339172363","6.541577339172363","6.399582862854004","6.399582862854004","6.399582862854004","6.555777072906494","6.555777072906494","6.555777072906494","6.389339447021484","6.389339447021484","6.389339447021484","6.562614440917969","6.562614440917969","6.562614440917969","6.3964362144470215","6.3964362144470215","6.3964362144470215","6.567454814910889","6.567454814910889","6.567454814910889","6.387111186981201","6.387111186981201","6.387111186981201"
"19199","6.5715179443359375","6.5715179443359375","6.5715179443359375","6.411137580871582","6.411137580871582","6.411137580871582","6.563747406005859","6.563747406005859","6.563747406005859","6.400096416473389","6.400096416473389","6.400096416473389","6.558201789855957","6.558201789855957","6.558201789855957","6.404432773590088","6.404432773590088","6.404432773590088","6.549695014953613","6.549695014953613","6.549695014953613","6.3983283042907715","6.3983283042907715","6.3983283042907715"
"19799","6.5355682373046875","6.5355682373046875","6.5355682373046875","6.411279201507568","6.411279201507568","6.411279201507568","6.56970739364624","6.56970739364624","6.56970739364624","6.397654056549072","6.397654056549072","6.397654056549072","6.569068908691406","6.569068908691406","6.569068908691406","6.408883571624756","6.408883571624756","6.408883571624756","6.550727844238281","6.550727844238281","6.550727844238281","6.39286994934082","6.39286994934082","6.39286994934082"
