"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX"
"329","1022.7688598632812","1022.7688598632812","1022.7688598632812","239.94183349609375","239.94183349609375","239.94183349609375","18.48322296142578","18.48322296142578","18.48322296142578","1020.7054443359375","1020.7054443359375","1020.7054443359375","238.8472137451172","238.8472137451172","238.8472137451172","17.250761032104492","17.250761032104492","17.250761032104492"
"359","837.4911499023438","837.4911499023438","837.4911499023438","184.4447479248047","184.4447479248047","184.4447479248047","13.650548934936523","13.650548934936523","13.650548934936523","836.83984375","836.83984375","836.83984375","184.85877990722656","184.85877990722656","184.85877990722656","12.734367370605469","12.734367370605469","12.734367370605469"
"389","875.1512451171875","875.1512451171875","875.1512451171875","218.37020874023438","218.37020874023438","218.37020874023438","13.054203987121582","13.054203987121582","13.054203987121582","877.5921020507812","877.5921020507812","877.5921020507812","217.3231658935547","217.3231658935547","217.3231658935547","12.193280220031738","12.193280220031738","12.193280220031738"
"419","947.3302612304688","947.3302612304688","947.3302612304688","195.8970489501953","195.8970489501953","195.8970489501953","12.307438850402832","12.307438850402832","12.307438850402832","938.2483520507812","938.2483520507812","938.2483520507812","194.7338409423828","194.7338409423828","194.7338409423828","11.427346229553223","11.427346229553223","11.427346229553223"
"449","838.8360595703125","838.8360595703125","838.8360595703125","160.4855194091797","160.4855194091797","160.4855194091797","9.882378578186035","9.882378578186035","9.882378578186035","833.9087524414062","833.9087524414062","833.9087524414062","161.35208129882812","161.35208129882812","161.35208129882812","9.151710510253906","9.151710510253906","9.151710510253906"
"479","815.2874145507812","815.2874145507812","815.2874145507812","186.58132934570312","186.58132934570312","186.58132934570312","11.660173416137695","11.660173416137695","11.660173416137695","812.3931884765625","812.3931884765625","812.3931884765625","187.35031127929688","187.35031127929688","187.35031127929688","10.799599647521973","10.799599647521973","10.799599647521973"
"509","627.0048828125","627.0048828125","627.0048828125","129.9073028564453","129.9073028564453","129.9073028564453","7.947002410888672","7.947002410888672","7.947002410888672","626.5477294921875","626.5477294921875","626.5477294921875","128.92201232910156","128.92201232910156","128.92201232910156","7.265396595001221","7.265396595001221","7.265396595001221"
"539","716.5081176757812","716.5081176757812","716.5081176757812","185.905029296875","185.905029296875","185.905029296875","8.91777515411377","8.91777515411377","8.91777515411377","710.1399536132812","710.1399536132812","710.1399536132812","195.2669219970703","195.2669219970703","195.2669219970703","8.218006134033203","8.218006134033203","8.218006134033203"
"569","689.0756225585938","689.0756225585938","689.0756225585938","141.4043731689453","141.4043731689453","141.4043731689453","7.237452030181885","7.237452030181885","7.237452030181885","682.554443359375","682.554443359375","682.554443359375","138.9152069091797","138.9152069091797","138.9152069091797","6.621048450469971","6.621048450469971","6.621048450469971"
"599","622.6971435546875","622.6971435546875","622.6971435546875","126.93960571289062","126.93960571289062","126.93960571289062","7.895773887634277","7.895773887634277","7.895773887634277","611.3318481445312","611.3318481445312","611.3318481445312","126.35179138183594","126.35179138183594","126.35179138183594","7.227205753326416","7.227205753326416","7.227205753326416"
"629","588.5595092773438","588.5595092773438","588.5595092773438","115.13275146484375","115.13275146484375","115.13275146484375","6.782893657684326","6.782893657684326","6.782893657684326","580.6066284179688","580.6066284179688","580.6066284179688","112.84182739257812","112.84182739257812","112.84182739257812","6.135769367218018","6.135769367218018","6.135769367218018"
"659","457.90966796875","457.90966796875","457.90966796875","95.65245056152344","95.65245056152344","95.65245056152344","5.595158100128174","5.595158100128174","5.595158100128174","451.1274108886719","451.1274108886719","451.1274108886719","96.9427490234375","96.9427490234375","96.9427490234375","5.071928024291992","5.071928024291992","5.071928024291992"
"689","544.9275512695312","544.9275512695312","544.9275512695312","139.84046936035156","139.84046936035156","139.84046936035156","5.937554836273193","5.937554836273193","5.937554836273193","540.1494140625","540.1494140625","540.1494140625","130.21127319335938","130.21127319335938","130.21127319335938","5.411283493041992","5.411283493041992","5.411283493041992"
"719","421.7167053222656","421.7167053222656","421.7167053222656","88.4332046508789","88.4332046508789","88.4332046508789","4.8261518478393555","4.8261518478393555","4.8261518478393555","412.6937255859375","412.6937255859375","412.6937255859375","86.751220703125","86.751220703125","86.751220703125","4.428472995758057","4.428472995758057","4.428472995758057"
"749","427.0443115234375","427.0443115234375","427.0443115234375","90.1644515991211","90.1644515991211","90.1644515991211","5.292382717132568","5.292382717132568","5.292382717132568","415.8217468261719","415.8217468261719","415.8217468261719","87.21464538574219","87.21464538574219","87.21464538574219","4.864567756652832","4.864567756652832","4.864567756652832"
"779","406.5594177246094","406.5594177246094","406.5594177246094","100.51553344726562","100.51553344726562","100.51553344726562","5.65625","5.65625","5.65625","394.9185791015625","394.9185791015625","394.9185791015625","98.84183502197266","98.84183502197266","98.84183502197266","5.177921772003174","5.177921772003174","5.177921772003174"
"809","640.3262329101562","640.3262329101562","640.3262329101562","339.9522705078125","339.9522705078125","339.9522705078125","5.242759704589844","5.242759704589844","5.242759704589844","609.0648193359375","609.0648193359375","609.0648193359375","258.33306884765625","258.33306884765625","258.33306884765625","4.787868976593018","4.787868976593018","4.787868976593018"
"839","402.5985107421875","402.5985107421875","402.5985107421875","86.11869049072266","86.11869049072266","86.11869049072266","4.384101867675781","4.384101867675781","4.384101867675781","389.3620300292969","389.3620300292969","389.3620300292969","83.8280258178711","83.8280258178711","83.8280258178711","4.048042297363281","4.048042297363281","4.048042297363281"
"869","571.9266357421875","571.9266357421875","571.9266357421875","185.00738525390625","185.00738525390625","185.00738525390625","4.3596110343933105","4.3596110343933105","4.3596110343933105","585.4209594726562","585.4209594726562","585.4209594726562","192.88136291503906","192.88136291503906","192.88136291503906","4.000349521636963","4.000349521636963","4.000349521636963"
"899","352.0340576171875","352.0340576171875","352.0340576171875","75.4334716796875","75.4334716796875","75.4334716796875","4.395156383514404","4.395156383514404","4.395156383514404","335.3844909667969","335.3844909667969","335.3844909667969","72.33556365966797","72.33556365966797","72.33556365966797","4.047309398651123","4.047309398651123","4.047309398651123"
"929","407.7126770019531","407.7126770019531","407.7126770019531","91.92654418945312","91.92654418945312","91.92654418945312","4.191302299499512","4.191302299499512","4.191302299499512","394.0760803222656","394.0760803222656","394.0760803222656","87.7381820678711","87.7381820678711","87.7381820678711","3.8013863563537598","3.8013863563537598","3.8013863563537598"
"959","435.4775695800781","435.4775695800781","435.4775695800781","93.30763244628906","93.30763244628906","93.30763244628906","3.762799024581909","3.762799024581909","3.762799024581909","418.8423767089844","418.8423767089844","418.8423767089844","88.76347351074219","88.76347351074219","88.76347351074219","3.4117848873138428","3.4117848873138428","3.4117848873138428"
"989","268.194580078125","268.194580078125","268.194580078125","58.061161041259766","58.061161041259766","58.061161041259766","3.133347511291504","3.133347511291504","3.133347511291504","256.2347412109375","256.2347412109375","256.2347412109375","58.497802734375","58.497802734375","58.497802734375","2.82443904876709","2.82443904876709","2.82443904876709"
"1019","418.31591796875","418.31591796875","418.31591796875","280.68658447265625","280.68658447265625","280.68658447265625","2.693469762802124","2.693469762802124","2.693469762802124","432.7607421875","432.7607421875","432.7607421875","288.10052490234375","288.10052490234375","288.10052490234375","2.501809597015381","2.501809597015381","2.501809597015381"
"1049","181.0770263671875","181.0770263671875","181.0770263671875","42.48099899291992","42.48099899291992","42.48099899291992","2.5902953147888184","2.5902953147888184","2.5902953147888184","177.68821716308594","177.68821716308594","177.68821716308594","42.601078033447266","42.601078033447266","42.601078033447266","2.392695903778076","2.392695903778076","2.392695903778076"
"1079","159.72091674804688","159.72091674804688","159.72091674804688","38.353729248046875","38.353729248046875","38.353729248046875","2.656702756881714","2.656702756881714","2.656702756881714","157.91526794433594","157.91526794433594","157.91526794433594","38.02539825439453","38.02539825439453","38.02539825439453","2.437523365020752","2.437523365020752","2.437523365020752"
"1109","493.2234802246094","493.2234802246094","493.2234802246094","92.0946044921875","92.0946044921875","92.0946044921875","2.5165364742279053","2.5165364742279053","2.5165364742279053","456.4246520996094","456.4246520996094","456.4246520996094","93.20035552978516","93.20035552978516","93.20035552978516","2.3052375316619873","2.3052375316619873","2.3052375316619873"
"1139","198.40147399902344","198.40147399902344","198.40147399902344","41.553924560546875","41.553924560546875","41.553924560546875","2.6184792518615723","2.6184792518615723","2.6184792518615723","194.9432830810547","194.9432830810547","194.9432830810547","40.80169677734375","40.80169677734375","40.80169677734375","2.4576759338378906","2.4576759338378906","2.4576759338378906"
"1169","252.91151428222656","252.91151428222656","252.91151428222656","54.89339828491211","54.89339828491211","54.89339828491211","2.721047878265381","2.721047878265381","2.721047878265381","241.67979431152344","241.67979431152344","241.67979431152344","55.31854248046875","55.31854248046875","55.31854248046875","2.5395898818969727","2.5395898818969727","2.5395898818969727"
"1199","223.5713653564453","223.5713653564453","223.5713653564453","49.672264099121094","49.672264099121094","49.672264099121094","2.3092727661132812","2.3092727661132812","2.3092727661132812","217.08029174804688","217.08029174804688","217.08029174804688","49.80106735229492","49.80106735229492","49.80106735229492","2.115447759628296","2.115447759628296","2.115447759628296"
"1229","392.6044921875","392.6044921875","392.6044921875","245.70127868652344","245.70127868652344","245.70127868652344","1.5011483430862427","1.5011483430862427","1.5011483430862427","342.2996826171875","342.2996826171875","342.2996826171875","193.0682373046875","193.0682373046875","193.0682373046875","1.352384328842163","1.352384328842163","1.352384328842163"
"1259","170.20584106445312","170.20584106445312","170.20584106445312","40.90504455566406","40.90504455566406","40.90504455566406","2.293107509613037","2.293107509613037","2.293107509613037","163.10597229003906","163.10597229003906","163.10597229003906","41.97641372680664","41.97641372680664","41.97641372680664","2.1461806297302246","2.1461806297302246","2.1461806297302246"
"1289","150.65325927734375","150.65325927734375","150.65325927734375","34.190185546875","34.190185546875","34.190185546875","1.92046058177948","1.92046058177948","1.92046058177948","145.74203491210938","145.74203491210938","145.74203491210938","34.60749816894531","34.60749816894531","34.60749816894531","1.7387043237686157","1.7387043237686157","1.7387043237686157"
"1319","159.31455993652344","159.31455993652344","159.31455993652344","58.419189453125","58.419189453125","58.419189453125","2.042501211166382","2.042501211166382","2.042501211166382","164.7323760986328","164.7323760986328","164.7323760986328","88.05904388427734","88.05904388427734","88.05904388427734","1.916890263557434","1.916890263557434","1.916890263557434"
"1349","155.3922576904297","155.3922576904297","155.3922576904297","39.54524230957031","39.54524230957031","39.54524230957031","1.7726147174835205","1.7726147174835205","1.7726147174835205","148.67445373535156","148.67445373535156","148.67445373535156","37.98350143432617","37.98350143432617","37.98350143432617","1.665304183959961","1.665304183959961","1.665304183959961"
"1379","145.31211853027344","145.31211853027344","145.31211853027344","37.65933609008789","37.65933609008789","37.65933609008789","1.8219212293624878","1.8219212293624878","1.8219212293624878","146.14796447753906","146.14796447753906","146.14796447753906","37.415645599365234","37.415645599365234","37.415645599365234","1.7289434671401978","1.7289434671401978","1.7289434671401978"
"1409","115.66041564941406","115.66041564941406","115.66041564941406","29.314836502075195","29.314836502075195","29.314836502075195","1.7086037397384644","1.7086037397384644","1.7086037397384644","114.28813934326172","114.28813934326172","114.28813934326172","28.810930252075195","28.810930252075195","28.810930252075195","1.5752798318862915","1.5752798318862915","1.5752798318862915"
"1439","130.8030242919922","130.8030242919922","130.8030242919922","34.44755172729492","34.44755172729492","34.44755172729492","1.5981183052062988","1.5981183052062988","1.5981183052062988","126.63031005859375","126.63031005859375","126.63031005859375","34.66044235229492","34.66044235229492","34.66044235229492","1.5077993869781494","1.5077993869781494","1.5077993869781494"
"1469","130.6962890625","130.6962890625","130.6962890625","29.84768295288086","29.84768295288086","29.84768295288086","1.3452218770980835","1.3452218770980835","1.3452218770980835","126.9767074584961","126.9767074584961","126.9767074584961","30.7098388671875","30.7098388671875","30.7098388671875","1.265439748764038","1.265439748764038","1.265439748764038"
"1499","144.39256286621094","144.39256286621094","144.39256286621094","34.03419494628906","34.03419494628906","34.03419494628906","1.7235082387924194","1.7235082387924194","1.7235082387924194","134.95361328125","134.95361328125","134.95361328125","33.87991714477539","33.87991714477539","33.87991714477539","1.6253806352615356","1.6253806352615356","1.6253806352615356"
"1529","92.42585754394531","92.42585754394531","92.42585754394531","20.879812240600586","20.879812240600586","20.879812240600586","1.3437615633010864","1.3437615633010864","1.3437615633010864","90.32538604736328","90.32538604736328","90.32538604736328","21.170385360717773","21.170385360717773","21.170385360717773","1.2475051879882812","1.2475051879882812","1.2475051879882812"
"1559","97.6177749633789","97.6177749633789","97.6177749633789","23.223962783813477","23.223962783813477","23.223962783813477","1.5960187911987305","1.5960187911987305","1.5960187911987305","97.97701263427734","97.97701263427734","97.97701263427734","23.77471160888672","23.77471160888672","23.77471160888672","1.5388646125793457","1.5388646125793457","1.5388646125793457"
"1589","124.75218200683594","124.75218200683594","124.75218200683594","32.999725341796875","32.999725341796875","32.999725341796875","1.3780553340911865","1.3780553340911865","1.3780553340911865","118.9979248046875","118.9979248046875","118.9979248046875","30.694110870361328","30.694110870361328","30.694110870361328","1.303973913192749","1.303973913192749","1.303973913192749"
"1619","135.03501892089844","135.03501892089844","135.03501892089844","44.75608444213867","44.75608444213867","44.75608444213867","1.2158281803131104","1.2158281803131104","1.2158281803131104","126.10397338867188","126.10397338867188","126.10397338867188","42.63060760498047","42.63060760498047","42.63060760498047","1.156182050704956","1.156182050704956","1.156182050704956"
"1649","69.64763641357422","69.64763641357422","69.64763641357422","18.932025909423828","18.932025909423828","18.932025909423828","1.2027435302734375","1.2027435302734375","1.2027435302734375","71.01561737060547","71.01561737060547","71.01561737060547","20.207109451293945","20.207109451293945","20.207109451293945","1.1590057611465454","1.1590057611465454","1.1590057611465454"
"1679","50.18408203125","50.18408203125","50.18408203125","16.202802658081055","16.202802658081055","16.202802658081055","1.2012743949890137","1.2012743949890137","1.2012743949890137","56.14693069458008","56.14693069458008","56.14693069458008","16.145179748535156","16.145179748535156","16.145179748535156","1.1923890113830566","1.1923890113830566","1.1923890113830566"
"1709","54.23495101928711","54.23495101928711","54.23495101928711","14.86596393585205","14.86596393585205","14.86596393585205","1.1563055515289307","1.1563055515289307","1.1563055515289307","58.76363754272461","58.76363754272461","58.76363754272461","14.720648765563965","14.720648765563965","14.720648765563965","1.0947829484939575","1.0947829484939575","1.0947829484939575"
"1739","55.05637741088867","55.05637741088867","55.05637741088867","15.364152908325195","15.364152908325195","15.364152908325195","0.9605550169944763","0.9605550169944763","0.9605550169944763","54.64623260498047","54.64623260498047","54.64623260498047","14.55910587310791","14.55910587310791","14.55910587310791","0.9109720587730408","0.9109720587730408","0.9109720587730408"
"1769","52.055145263671875","52.055145263671875","52.055145263671875","13.579765319824219","13.579765319824219","13.579765319824219","1.069266438484192","1.069266438484192","1.069266438484192","54.859375","54.859375","54.859375","15.471759796142578","15.471759796142578","15.471759796142578","1.0026054382324219","1.0026054382324219","1.0026054382324219"
"1799","62.04193115234375","62.04193115234375","62.04193115234375","16.063793182373047","16.063793182373047","16.063793182373047","1.2911995649337769","1.2911995649337769","1.2911995649337769","66.14275360107422","66.14275360107422","66.14275360107422","17.393890380859375","17.393890380859375","17.393890380859375","1.2530430555343628","1.2530430555343628","1.2530430555343628"
"1829","110.11067199707031","110.11067199707031","110.11067199707031","30.483043670654297","30.483043670654297","30.483043670654297","1.4769036769866943","1.4769036769866943","1.4769036769866943","114.09505462646484","114.09505462646484","114.09505462646484","29.568050384521484","29.568050384521484","29.568050384521484","1.5023113489151","1.5023113489151","1.5023113489151"
"1859","77.94978332519531","77.94978332519531","77.94978332519531","19.991207122802734","19.991207122802734","19.991207122802734","1.1235703229904175","1.1235703229904175","1.1235703229904175","79.20117950439453","79.20117950439453","79.20117950439453","20.831600189208984","20.831600189208984","20.831600189208984","1.0814400911331177","1.0814400911331177","1.0814400911331177"
"1889","57.74544143676758","57.74544143676758","57.74544143676758","16.71766471862793","16.71766471862793","16.71766471862793","0.9344128370285034","0.9344128370285034","0.9344128370285034","62.122314453125","62.122314453125","62.122314453125","17.548023223876953","17.548023223876953","17.548023223876953","0.9185975193977356","0.9185975193977356","0.9185975193977356"
"1919","51.46561050415039","51.46561050415039","51.46561050415039","33.70660400390625","33.70660400390625","33.70660400390625","0.8281388878822327","0.8281388878822327","0.8281388878822327","56.78952407836914","56.78952407836914","56.78952407836914","32.81509017944336","32.81509017944336","32.81509017944336","0.7773143649101257","0.7773143649101257","0.7773143649101257"
"1949","50.18654251098633","50.18654251098633","50.18654251098633","13.684501647949219","13.684501647949219","13.684501647949219","0.9859908223152161","0.9859908223152161","0.9859908223152161","53.2349739074707","53.2349739074707","53.2349739074707","15.146624565124512","15.146624565124512","15.146624565124512","0.9375142455101013","0.9375142455101013","0.9375142455101013"
"1979","55.29094696044922","55.29094696044922","55.29094696044922","16.498517990112305","16.498517990112305","16.498517990112305","1.0513767004013062","1.0513767004013062","1.0513767004013062","54.822357177734375","54.822357177734375","54.822357177734375","17.09056854248047","17.09056854248047","17.09056854248047","1.0429972410202026","1.0429972410202026","1.0429972410202026"
"2009","43.62662887573242","43.62662887573242","43.62662887573242","13.8811616897583","13.8811616897583","13.8811616897583","1.0473939180374146","1.0473939180374146","1.0473939180374146","46.519813537597656","46.519813537597656","46.519813537597656","13.844948768615723","13.844948768615723","13.844948768615723","1.0450880527496338","1.0450880527496338","1.0450880527496338"
"2039","45.26059341430664","45.26059341430664","45.26059341430664","11.714764595031738","11.714764595031738","11.714764595031738","1.0291709899902344","1.0291709899902344","1.0291709899902344","46.63127899169922","46.63127899169922","46.63127899169922","13.17577838897705","13.17577838897705","13.17577838897705","1.0613335371017456","1.0613335371017456","1.0613335371017456"
"2069","47.6020393371582","47.6020393371582","47.6020393371582","12.305927276611328","12.305927276611328","12.305927276611328","0.8580017685890198","0.8580017685890198","0.8580017685890198","51.80966567993164","51.80966567993164","51.80966567993164","13.347174644470215","13.347174644470215","13.347174644470215","0.8297927379608154","0.8297927379608154","0.8297927379608154"
"2099","84.38017272949219","84.38017272949219","84.38017272949219","20.561752319335938","20.561752319335938","20.561752319335938","0.9373785257339478","0.9373785257339478","0.9373785257339478","92.8885498046875","92.8885498046875","92.8885498046875","20.856691360473633","20.856691360473633","20.856691360473633","0.9866730570793152","0.9866730570793152","0.9866730570793152"
"2129","41.05624008178711","41.05624008178711","41.05624008178711","12.404533386230469","12.404533386230469","12.404533386230469","0.7204757332801819","0.7204757332801819","0.7204757332801819","44.97030258178711","44.97030258178711","44.97030258178711","13.417665481567383","13.417665481567383","13.417665481567383","0.7099857926368713","0.7099857926368713","0.7099857926368713"
"2159","23.068866729736328","23.068866729736328","23.068866729736328","11.082196235656738","11.082196235656738","11.082196235656738","0.9157444834709167","0.9157444834709167","0.9157444834709167","24.69314956665039","24.69314956665039","24.69314956665039","10.700214385986328","10.700214385986328","10.700214385986328","0.9557330012321472","0.9557330012321472","0.9557330012321472"
"2189","47.765804290771484","47.765804290771484","47.765804290771484","14.102983474731445","14.102983474731445","14.102983474731445","0.8618295192718506","0.8618295192718506","0.8618295192718506","54.62961196899414","54.62961196899414","54.62961196899414","15.139196395874023","15.139196395874023","15.139196395874023","0.8602564930915833","0.8602564930915833","0.8602564930915833"
"2219","34.43199157714844","34.43199157714844","34.43199157714844","11.40572452545166","11.40572452545166","11.40572452545166","0.6419044137001038","0.6419044137001038","0.6419044137001038","38.63681411743164","38.63681411743164","38.63681411743164","11.721158981323242","11.721158981323242","11.721158981323242","0.6540567874908447","0.6540567874908447","0.6540567874908447"
"2249","36.1693229675293","36.1693229675293","36.1693229675293","12.788318634033203","12.788318634033203","12.788318634033203","0.9626078605651855","0.9626078605651855","0.9626078605651855","43.45759582519531","43.45759582519531","43.45759582519531","13.34516429901123","13.34516429901123","13.34516429901123","1.029025912284851","1.029025912284851","1.029025912284851"
"2279","52.48948287963867","52.48948287963867","52.48948287963867","15.097049713134766","15.097049713134766","15.097049713134766","0.9035835266113281","0.9035835266113281","0.9035835266113281","57.91337203979492","57.91337203979492","57.91337203979492","15.953290939331055","15.953290939331055","15.953290939331055","1.010791540145874","1.010791540145874","1.010791540145874"
"2309","36.335628509521484","36.335628509521484","36.335628509521484","12.663886070251465","12.663886070251465","12.663886070251465","0.7515591979026794","0.7515591979026794","0.7515591979026794","41.39550018310547","41.39550018310547","41.39550018310547","13.22769546508789","13.22769546508789","13.22769546508789","0.7924914956092834","0.7924914956092834","0.7924914956092834"
"2339","25.807626724243164","25.807626724243164","25.807626724243164","18.62519645690918","18.62519645690918","18.62519645690918","0.8610767722129822","0.8610767722129822","0.8610767722129822","31.733434677124023","31.733434677124023","31.733434677124023","24.286449432373047","24.286449432373047","24.286449432373047","0.9226055145263672","0.9226055145263672","0.9226055145263672"
"2369","35.61579895019531","35.61579895019531","35.61579895019531","18.600101470947266","18.600101470947266","18.600101470947266","0.6605291366577148","0.6605291366577148","0.6605291366577148","43.84477615356445","43.84477615356445","43.84477615356445","19.929250717163086","19.929250717163086","19.929250717163086","0.7126930952072144","0.7126930952072144","0.7126930952072144"
"2399","43.04330825805664","43.04330825805664","43.04330825805664","55.22064971923828","55.22064971923828","55.22064971923828","0.65117347240448","0.65117347240448","0.65117347240448","54.416542053222656","54.416542053222656","54.416542053222656","92.05633544921875","92.05633544921875","92.05633544921875","0.6997074484825134","0.6997074484825134","0.6997074484825134"
"2429","16.041358947753906","16.041358947753906","16.041358947753906","6.925389766693115","6.925389766693115","6.925389766693115","0.7601586580276489","0.7601586580276489","0.7601586580276489","18.820276260375977","18.820276260375977","18.820276260375977","8.016913414001465","8.016913414001465","8.016913414001465","0.8293740749359131","0.8293740749359131","0.8293740749359131"
"2459","22.41134262084961","22.41134262084961","22.41134262084961","7.263201713562012","7.263201713562012","7.263201713562012","0.6131669282913208","0.6131669282913208","0.6131669282913208","27.8297061920166","27.8297061920166","27.8297061920166","9.635174751281738","9.635174751281738","9.635174751281738","0.6442317962646484","0.6442317962646484","0.6442317962646484"
