"Step","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - shrinkage.l2_ratio__MAX"
"6599","3.140770673751831","3.140770673751831","3.140770673751831","3.028607130050659","3.028607130050659","3.028607130050659","3.1465835571289062","3.1465835571289062","3.1465835571289062","3.042938709259033","3.042938709259033","3.042938709259033","3.143605947494507","3.143605947494507","3.143605947494507","3.0282328128814697","3.0282328128814697","3.0282328128814697","3.1523475646972656","3.1523475646972656","3.1523475646972656","3.045658826828003","3.045658826828003","3.045658826828003"
"7199","3.143216371536255","3.143216371536255","3.143216371536255","3.036980152130127","3.036980152130127","3.036980152130127","3.154966354370117","3.154966354370117","3.154966354370117","3.045896291732788","3.045896291732788","3.045896291732788","3.150423765182495","3.150423765182495","3.150423765182495","3.036714553833008","3.036714553833008","3.036714553833008","3.1491472721099854","3.1491472721099854","3.1491472721099854","3.048374652862549","3.048374652862549","3.048374652862549"
"7799","3.1456458568573","3.1456458568573","3.1456458568573","3.0437111854553223","3.0437111854553223","3.0437111854553223","3.1446597576141357","3.1446597576141357","3.1446597576141357","3.04967999458313","3.04967999458313","3.04967999458313","3.1471550464630127","3.1471550464630127","3.1471550464630127","3.042691946029663","3.042691946029663","3.042691946029663","3.1446645259857178","3.1446645259857178","3.1446645259857178","3.0480713844299316","3.0480713844299316","3.0480713844299316"
"8399","3.152919054031372","3.152919054031372","3.152919054031372","3.056492328643799","3.056492328643799","3.056492328643799","3.148594617843628","3.148594617843628","3.148594617843628","3.0458414554595947","3.0458414554595947","3.0458414554595947","3.1376311779022217","3.1376311779022217","3.1376311779022217","3.0573675632476807","3.0573675632476807","3.0573675632476807","3.1482303142547607","3.1482303142547607","3.1482303142547607","3.0490152835845947","3.0490152835845947","3.0490152835845947"
"8999","3.140533447265625","3.140533447265625","3.140533447265625","3.058234453201294","3.058234453201294","3.058234453201294","3.1422760486602783","3.1422760486602783","3.1422760486602783","3.0584099292755127","3.0584099292755127","3.0584099292755127","3.159214735031128","3.159214735031128","3.159214735031128","3.0608785152435303","3.0608785152435303","3.0608785152435303","3.149599075317383","3.149599075317383","3.149599075317383","3.063185453414917","3.063185453414917","3.063185453414917"
"9599","3.1501224040985107","3.1501224040985107","3.1501224040985107","3.066082715988159","3.066082715988159","3.066082715988159","3.143693208694458","3.143693208694458","3.143693208694458","3.0431602001190186","3.0431602001190186","3.0431602001190186","3.1614251136779785","3.1614251136779785","3.1614251136779785","3.0639710426330566","3.0639710426330566","3.0639710426330566","3.1628634929656982","3.1628634929656982","3.1628634929656982","3.0405821800231934","3.0405821800231934","3.0405821800231934"
"10199","3.1408157348632812","3.1408157348632812","3.1408157348632812","3.0638656616210938","3.0638656616210938","3.0638656616210938","3.140406847000122","3.140406847000122","3.140406847000122","3.0398356914520264","3.0398356914520264","3.0398356914520264","3.14982008934021","3.14982008934021","3.14982008934021","3.0607361793518066","3.0607361793518066","3.0607361793518066","3.1399574279785156","3.1399574279785156","3.1399574279785156","3.040796995162964","3.040796995162964","3.040796995162964"
"10799","3.150320053100586","3.150320053100586","3.150320053100586","3.0697171688079834","3.0697171688079834","3.0697171688079834","3.1439425945281982","3.1439425945281982","3.1439425945281982","3.0664937496185303","3.0664937496185303","3.0664937496185303","3.1513671875","3.1513671875","3.1513671875","3.0675344467163086","3.0675344467163086","3.0675344467163086","3.1463232040405273","3.1463232040405273","3.1463232040405273","3.069181442260742","3.069181442260742","3.069181442260742"
"11399","3.142251491546631","3.142251491546631","3.142251491546631","3.080549955368042","3.080549955368042","3.080549955368042","3.1428205966949463","3.1428205966949463","3.1428205966949463","3.0684945583343506","3.0684945583343506","3.0684945583343506","3.1479625701904297","3.1479625701904297","3.1479625701904297","3.077061414718628","3.077061414718628","3.077061414718628","3.1439521312713623","3.1439521312713623","3.1439521312713623","3.066093921661377","3.066093921661377","3.066093921661377"
"11999","3.1619908809661865","3.1619908809661865","3.1619908809661865","3.074739456176758","3.074739456176758","3.074739456176758","3.1416358947753906","3.1416358947753906","3.1416358947753906","3.068834066390991","3.068834066390991","3.068834066390991","3.1511926651000977","3.1511926651000977","3.1511926651000977","3.0741126537323","3.0741126537323","3.0741126537323","3.1378512382507324","3.1378512382507324","3.1378512382507324","3.0710244178771973","3.0710244178771973","3.0710244178771973"
"12599","3.144272565841675","3.144272565841675","3.144272565841675","3.0866849422454834","3.0866849422454834","3.0866849422454834","3.1508753299713135","3.1508753299713135","3.1508753299713135","3.089129686355591","3.089129686355591","3.089129686355591","3.1424028873443604","3.1424028873443604","3.1424028873443604","3.0846753120422363","3.0846753120422363","3.0846753120422363","3.145845651626587","3.145845651626587","3.145845651626587","3.0910792350769043","3.0910792350769043","3.0910792350769043"
"13199","3.1512489318847656","3.1512489318847656","3.1512489318847656","3.0807435512542725","3.0807435512542725","3.0807435512542725","3.1415014266967773","3.1415014266967773","3.1415014266967773","3.060415744781494","3.060415744781494","3.060415744781494","3.1487953662872314","3.1487953662872314","3.1487953662872314","3.0806140899658203","3.0806140899658203","3.0806140899658203","3.1442248821258545","3.1442248821258545","3.1442248821258545","3.0590908527374268","3.0590908527374268","3.0590908527374268"
"13799","3.127328395843506","3.127328395843506","3.127328395843506","3.080526113510132","3.080526113510132","3.080526113510132","3.159773588180542","3.159773588180542","3.159773588180542","3.078169584274292","3.078169584274292","3.078169584274292","3.1492488384246826","3.1492488384246826","3.1492488384246826","3.0816762447357178","3.0816762447357178","3.0816762447357178","3.1493589878082275","3.1493589878082275","3.1493589878082275","3.074476957321167","3.074476957321167","3.074476957321167"
"14399","3.148038864135742","3.148038864135742","3.148038864135742","3.083439350128174","3.083439350128174","3.083439350128174","3.151057720184326","3.151057720184326","3.151057720184326","3.060879945755005","3.060879945755005","3.060879945755005","3.149090528488159","3.149090528488159","3.149090528488159","3.082692861557007","3.082692861557007","3.082692861557007","3.1496732234954834","3.1496732234954834","3.1496732234954834","3.057255268096924","3.057255268096924","3.057255268096924"
"14999","3.1511616706848145","3.1511616706848145","3.1511616706848145","3.083033800125122","3.083033800125122","3.083033800125122","3.1499340534210205","3.1499340534210205","3.1499340534210205","3.0683248043060303","3.0683248043060303","3.0683248043060303","3.1460530757904053","3.1460530757904053","3.1460530757904053","3.084332227706909","3.084332227706909","3.084332227706909","3.137082576751709","3.137082576751709","3.137082576751709","3.068573236465454","3.068573236465454","3.068573236465454"
"15599","3.1540157794952393","3.1540157794952393","3.1540157794952393","3.089810609817505","3.089810609817505","3.089810609817505","3.151810884475708","3.151810884475708","3.151810884475708","3.0652973651885986","3.0652973651885986","3.0652973651885986","3.1507110595703125","3.1507110595703125","3.1507110595703125","3.0877761840820312","3.0877761840820312","3.0877761840820312","3.1574807167053223","3.1574807167053223","3.1574807167053223","3.0641090869903564","3.0641090869903564","3.0641090869903564"
"16199","3.1498970985412598","3.1498970985412598","3.1498970985412598","3.0895674228668213","3.0895674228668213","3.0895674228668213","3.1424052715301514","3.1424052715301514","3.1424052715301514","3.0787806510925293","3.0787806510925293","3.0787806510925293","3.1380672454833984","3.1380672454833984","3.1380672454833984","3.0899033546447754","3.0899033546447754","3.0899033546447754","3.1424612998962402","3.1424612998962402","3.1424612998962402","3.0812032222747803","3.0812032222747803","3.0812032222747803"
"16799","3.1568357944488525","3.1568357944488525","3.1568357944488525","3.0876877307891846","3.0876877307891846","3.0876877307891846","3.1466429233551025","3.1466429233551025","3.1466429233551025","3.07096266746521","3.07096266746521","3.07096266746521","3.1452152729034424","3.1452152729034424","3.1452152729034424","3.08742618560791","3.08742618560791","3.08742618560791","3.1482837200164795","3.1482837200164795","3.1482837200164795","3.070082187652588","3.070082187652588","3.070082187652588"
"17399","3.144280195236206","3.144280195236206","3.144280195236206","3.090475082397461","3.090475082397461","3.090475082397461","3.1620025634765625","3.1620025634765625","3.1620025634765625","3.0736281871795654","3.0736281871795654","3.0736281871795654","3.150083541870117","3.150083541870117","3.150083541870117","3.090222120285034","3.090222120285034","3.090222120285034","3.1424453258514404","3.1424453258514404","3.1424453258514404","3.0729548931121826","3.0729548931121826","3.0729548931121826"
"17999","3.145334243774414","3.145334243774414","3.145334243774414","3.090075731277466","3.090075731277466","3.090075731277466","3.152390241622925","3.152390241622925","3.152390241622925","3.0673470497131348","3.0673470497131348","3.0673470497131348","3.157491445541382","3.157491445541382","3.157491445541382","3.088968276977539","3.088968276977539","3.088968276977539","3.1564993858337402","3.1564993858337402","3.1564993858337402","3.068056344985962","3.068056344985962","3.068056344985962"
"18599","3.148000717163086","3.148000717163086","3.148000717163086","3.0929181575775146","3.0929181575775146","3.0929181575775146","3.1486001014709473","3.1486001014709473","3.1486001014709473","3.081425428390503","3.081425428390503","3.081425428390503","3.167903423309326","3.167903423309326","3.167903423309326","3.0922470092773438","3.0922470092773438","3.0922470092773438","3.1463725566864014","3.1463725566864014","3.1463725566864014","3.0790278911590576","3.0790278911590576","3.0790278911590576"
"19199","3.1508584022521973","3.1508584022521973","3.1508584022521973","3.09668231010437","3.09668231010437","3.09668231010437","3.138240098953247","3.138240098953247","3.138240098953247","3.0714166164398193","3.0714166164398193","3.0714166164398193","3.1648242473602295","3.1648242473602295","3.1648242473602295","3.0950191020965576","3.0950191020965576","3.0950191020965576","3.1541011333465576","3.1541011333465576","3.1541011333465576","3.0700623989105225","3.0700623989105225","3.0700623989105225"
"19799","3.1447789669036865","3.1447789669036865","3.1447789669036865","3.095733404159546","3.095733404159546","3.095733404159546","3.147268056869507","3.147268056869507","3.147268056869507","3.0869085788726807","3.0869085788726807","3.0869085788726807","3.145034074783325","3.145034074783325","3.145034074783325","3.096021890640259","3.096021890640259","3.096021890640259","3.1491854190826416","3.1491854190826416","3.1491854190826416","3.0878262519836426","3.0878262519836426","3.0878262519836426"
