"Step","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l0__MAX","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l0","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l0__MIN","layer_5_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l0__MAX"
"6599","11971.1748046875","11971.1748046875","11971.1748046875","100","100","100","11960.7412109375","11960.7412109375","11960.7412109375","296.5731506347656","296.5731506347656","296.5731506347656","11176.2578125","11176.2578125","11176.2578125","100","100","100","11175.046875","11175.046875","11175.046875","293.169677734375","293.169677734375","293.169677734375"
"7199","11925.2763671875","11925.2763671875","11925.2763671875","100","100","100","11931.455078125","11931.455078125","11931.455078125","271.7897644042969","271.7897644042969","271.7897644042969","11263.4130859375","11263.4130859375","11263.4130859375","100","100","100","11267.2060546875","11267.2060546875","11267.2060546875","268.86480712890625","268.86480712890625","268.86480712890625"
"7799","11985.119140625","11985.119140625","11985.119140625","100","100","100","11975.8095703125","11975.8095703125","11975.8095703125","250.8217315673828","250.8217315673828","250.8217315673828","11371.7939453125","11371.7939453125","11371.7939453125","100","100","100","11335.6689453125","11335.6689453125","11335.6689453125","247.5608367919922","247.5608367919922","247.5608367919922"
"8399","11918.9638671875","11918.9638671875","11918.9638671875","100","100","100","11930.056640625","11930.056640625","11930.056640625","231.54507446289062","231.54507446289062","231.54507446289062","11412.4912109375","11412.4912109375","11412.4912109375","100","100","100","11381.8134765625","11381.8134765625","11381.8134765625","229.0273895263672","229.0273895263672","229.0273895263672"
"8999","11922.1708984375","11922.1708984375","11922.1708984375","100","100","100","11873.9287109375","11873.9287109375","11873.9287109375","218.9545440673828","218.9545440673828","218.9545440673828","11398.3095703125","11398.3095703125","11398.3095703125","100","100","100","11360.455078125","11360.455078125","11360.455078125","216.6770477294922","216.6770477294922","216.6770477294922"
"9599","11952.80078125","11952.80078125","11952.80078125","100","100","100","11924.23828125","11924.23828125","11924.23828125","203.4247589111328","203.4247589111328","203.4247589111328","11453.193359375","11453.193359375","11453.193359375","100","100","100","11440.0087890625","11440.0087890625","11440.0087890625","200.7466583251953","200.7466583251953","200.7466583251953"
"10199","11953.6416015625","11953.6416015625","11953.6416015625","100","100","100","11914.9931640625","11914.9931640625","11914.9931640625","195.118896484375","195.118896484375","195.118896484375","11447.6279296875","11447.6279296875","11447.6279296875","100","100","100","11406.744140625","11406.744140625","11406.744140625","192.76187133789062","192.76187133789062","192.76187133789062"
"10799","11916.3505859375","11916.3505859375","11916.3505859375","100","100","100","11927.5927734375","11927.5927734375","11927.5927734375","186.7310333251953","186.7310333251953","186.7310333251953","11449.1220703125","11449.1220703125","11449.1220703125","100","100","100","11418.791015625","11418.791015625","11418.791015625","184.33682250976562","184.33682250976562","184.33682250976562"
"11399","11935.1064453125","11935.1064453125","11935.1064453125","100","100","100","11914.2314453125","11914.2314453125","11914.2314453125","174.818359375","174.818359375","174.818359375","11458.826171875","11458.826171875","11458.826171875","100","100","100","11446.08203125","11446.08203125","11446.08203125","172.34939575195312","172.34939575195312","172.34939575195312"
"11999","11881.8681640625","11881.8681640625","11881.8681640625","100","100","100","11889.013671875","11889.013671875","11889.013671875","168.17613220214844","168.17613220214844","168.17613220214844","11408.7294921875","11408.7294921875","11408.7294921875","100","100","100","11379.7626953125","11379.7626953125","11379.7626953125","166.2039337158203","166.2039337158203","166.2039337158203"
"12599","11877.6552734375","11877.6552734375","11877.6552734375","100","100","100","11868.681640625","11868.681640625","11868.681640625","160.7126922607422","160.7126922607422","160.7126922607422","11412.6728515625","11412.6728515625","11412.6728515625","100","100","100","11388.0458984375","11388.0458984375","11388.0458984375","158.65676879882812","158.65676879882812","158.65676879882812"
"13199","11897.0615234375","11897.0615234375","11897.0615234375","100","100","100","11893.0078125","11893.0078125","11893.0078125","153.0421600341797","153.0421600341797","153.0421600341797","11405.125","11405.125","11405.125","100","100","100","11386.2138671875","11386.2138671875","11386.2138671875","150.9932098388672","150.9932098388672","150.9932098388672"
"13799","11913.421875","11913.421875","11913.421875","100","100","100","11865.5283203125","11865.5283203125","11865.5283203125","149.62527465820312","149.62527465820312","149.62527465820312","11404.3623046875","11404.3623046875","11404.3623046875","100","100","100","11357.2333984375","11357.2333984375","11357.2333984375","147.3245391845703","147.3245391845703","147.3245391845703"
"14399","11925.896484375","11925.896484375","11925.896484375","100","100","100","11873.2373046875","11873.2373046875","11873.2373046875","142.553955078125","142.553955078125","142.553955078125","11386.0634765625","11386.0634765625","11386.0634765625","100","100","100","11347.712890625","11347.712890625","11347.712890625","140.7838897705078","140.7838897705078","140.7838897705078"
"14999","11900.53515625","11900.53515625","11900.53515625","100","100","100","11900.0380859375","11900.0380859375","11900.0380859375","136.2797088623047","136.2797088623047","136.2797088623047","11379.6279296875","11379.6279296875","11379.6279296875","100","100","100","11350.6337890625","11350.6337890625","11350.6337890625","134.5772705078125","134.5772705078125","134.5772705078125"
"15599","11888.6787109375","11888.6787109375","11888.6787109375","100","100","100","11886.7490234375","11886.7490234375","11886.7490234375","132.7068328857422","132.7068328857422","132.7068328857422","11352.9443359375","11352.9443359375","11352.9443359375","100","100","100","11327.0439453125","11327.0439453125","11327.0439453125","130.91099548339844","130.91099548339844","130.91099548339844"
"16199","11913.220703125","11913.220703125","11913.220703125","100","100","100","11877.8251953125","11877.8251953125","11877.8251953125","129.4295196533203","129.4295196533203","129.4295196533203","11348.3935546875","11348.3935546875","11348.3935546875","100","100","100","11328.076171875","11328.076171875","11328.076171875","127.912109375","127.912109375","127.912109375"
"16799","11878.6455078125","11878.6455078125","11878.6455078125","100","100","100","11865.5439453125","11865.5439453125","11865.5439453125","125.11748504638672","125.11748504638672","125.11748504638672","11334.708984375","11334.708984375","11334.708984375","100","100","100","11284.9111328125","11284.9111328125","11284.9111328125","123.45024871826172","123.45024871826172","123.45024871826172"
"17399","11883.212890625","11883.212890625","11883.212890625","100","100","100","11861.705078125","11861.705078125","11861.705078125","121.82927703857422","121.82927703857422","121.82927703857422","11298.2392578125","11298.2392578125","11298.2392578125","100","100","100","11278.5341796875","11278.5341796875","11278.5341796875","120.18782043457031","120.18782043457031","120.18782043457031"
"17999","11899.8798828125","11899.8798828125","11899.8798828125","100","100","100","11884.3544921875","11884.3544921875","11884.3544921875","118.888427734375","118.888427734375","118.888427734375","11289.4462890625","11289.4462890625","11289.4462890625","100","100","100","11250.791015625","11250.791015625","11250.791015625","117.36064910888672","117.36064910888672","117.36064910888672"
"18599","11861.677734375","11861.677734375","11861.677734375","100","100","100","11859.1904296875","11859.1904296875","11859.1904296875","114.65776824951172","114.65776824951172","114.65776824951172","11283.1279296875","11283.1279296875","11283.1279296875","100","100","100","11247.5986328125","11247.5986328125","11247.5986328125","113.1697006225586","113.1697006225586","113.1697006225586"
"19199","11900.3193359375","11900.3193359375","11900.3193359375","100","100","100","11856.4443359375","11856.4443359375","11856.4443359375","112.88056945800781","112.88056945800781","112.88056945800781","11282.4482421875","11282.4482421875","11282.4482421875","100","100","100","11245.9208984375","11245.9208984375","11245.9208984375","111.51128387451172","111.51128387451172","111.51128387451172"
"19799","11893.0205078125","11893.0205078125","11893.0205078125","100","100","100","11886.517578125","11886.517578125","11886.517578125","109.91059875488281","109.91059875488281","109.91059875488281","11256.818359375","11256.818359375","11256.818359375","100","100","100","11238.8310546875","11238.8310546875","11238.8310546875","108.60888671875","108.60888671875","108.60888671875"
