"Step","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_standard_fisher_false_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_topk_fisher_false_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_gated_fisher_false_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_standard_fisher_true_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_topk_fisher_true_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_Devign - sparsity.l1__MAX","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1__MIN","layer_0_residual_mid_gpt2_gated_fisher_true_project_Devign - sparsity.l1__MAX"
"6599","3371.483154296875","3371.483154296875","3371.483154296875","329.2703552246094","329.2703552246094","329.2703552246094","3381.926513671875","3381.926513671875","3381.926513671875","242.01475524902344","242.01475524902344","242.01475524902344","3085.319091796875","3085.319091796875","3085.319091796875","330.4801940917969","330.4801940917969","330.4801940917969","3124.723876953125","3124.723876953125","3124.723876953125","221.4626007080078","221.4626007080078","221.4626007080078"
"7199","3317.577392578125","3317.577392578125","3317.577392578125","319.9273376464844","319.9273376464844","319.9273376464844","3332.574951171875","3332.574951171875","3332.574951171875","228.8372344970703","228.8372344970703","228.8372344970703","3040.759033203125","3040.759033203125","3040.759033203125","321.3736267089844","321.3736267089844","321.3736267089844","3089.052734375","3089.052734375","3089.052734375","209.6771697998047","209.6771697998047","209.6771697998047"
"7799","3296.31689453125","3296.31689453125","3296.31689453125","311.67559814453125","311.67559814453125","311.67559814453125","3312.4921875","3312.4921875","3312.4921875","219.2857666015625","219.2857666015625","219.2857666015625","3013.696044921875","3013.696044921875","3013.696044921875","312.5791320800781","312.5791320800781","312.5791320800781","3060.875732421875","3060.875732421875","3060.875732421875","201.64682006835938","201.64682006835938","201.64682006835938"
"8399","3212.365966796875","3212.365966796875","3212.365966796875","301.4087219238281","301.4087219238281","301.4087219238281","3219.774169921875","3219.774169921875","3219.774169921875","210.70103454589844","210.70103454589844","210.70103454589844","2999.870849609375","2999.870849609375","2999.870849609375","302.0735168457031","302.0735168457031","302.0735168457031","3051.513916015625","3051.513916015625","3051.513916015625","192.06771850585938","192.06771850585938","192.06771850585938"
"8999","3202.641845703125","3202.641845703125","3202.641845703125","295.33038330078125","295.33038330078125","295.33038330078125","3203.44775390625","3203.44775390625","3203.44775390625","203.6005859375","203.6005859375","203.6005859375","2970.52197265625","2970.52197265625","2970.52197265625","295.9364929199219","295.9364929199219","295.9364929199219","3020.538330078125","3020.538330078125","3020.538330078125","185.95126342773438","185.95126342773438","185.95126342773438"
"9599","3143.113037109375","3143.113037109375","3143.113037109375","287.3869323730469","287.3869323730469","287.3869323730469","3150.365234375","3150.365234375","3150.365234375","196.09178161621094","196.09178161621094","196.09178161621094","2938.752685546875","2938.752685546875","2938.752685546875","287.9554748535156","287.9554748535156","287.9554748535156","2991.582763671875","2991.582763671875","2991.582763671875","179.14451599121094","179.14451599121094","179.14451599121094"
"10199","3133.333251953125","3133.333251953125","3133.333251953125","282.9396057128906","282.9396057128906","282.9396057128906","3130.419921875","3130.419921875","3130.419921875","191.0941162109375","191.0941162109375","191.0941162109375","2918.58056640625","2918.58056640625","2918.58056640625","283.3637390136719","283.3637390136719","283.3637390136719","2962.817138671875","2962.817138671875","2962.817138671875","175.6834716796875","175.6834716796875","175.6834716796875"
"10799","3087.892333984375","3087.892333984375","3087.892333984375","278.25469970703125","278.25469970703125","278.25469970703125","3111.05419921875","3111.05419921875","3111.05419921875","186.33575439453125","186.33575439453125","186.33575439453125","2891.851806640625","2891.851806640625","2891.851806640625","278.5333557128906","278.5333557128906","278.5333557128906","2946.759521484375","2946.759521484375","2946.759521484375","170.45489501953125","170.45489501953125","170.45489501953125"
"11399","3048.634765625","3048.634765625","3048.634765625","269.90679931640625","269.90679931640625","269.90679931640625","3065.89111328125","3065.89111328125","3065.89111328125","177.7162322998047","177.7162322998047","177.7162322998047","2877.783935546875","2877.783935546875","2877.783935546875","269.6261901855469","269.6261901855469","269.6261901855469","2932.1298828125","2932.1298828125","2932.1298828125","162.57369995117188","162.57369995117188","162.57369995117188"
"11999","3018.832275390625","3018.832275390625","3018.832275390625","265.3619384765625","265.3619384765625","265.3619384765625","3037.981201171875","3037.981201171875","3037.981201171875","174.26829528808594","174.26829528808594","174.26829528808594","2852.740966796875","2852.740966796875","2852.740966796875","264.8827209472656","264.8827209472656","264.8827209472656","2904.581787109375","2904.581787109375","2904.581787109375","159.55984497070312","159.55984497070312","159.55984497070312"
"12599","2955.551513671875","2955.551513671875","2955.551513671875","256.8273620605469","256.8273620605469","256.8273620605469","2985.01123046875","2985.01123046875","2985.01123046875","169.150634765625","169.150634765625","169.150634765625","2844.23828125","2844.23828125","2844.23828125","256.3169860839844","256.3169860839844","256.3169860839844","2905.114990234375","2905.114990234375","2905.114990234375","154.7307586669922","154.7307586669922","154.7307586669922"
"13199","2980.229248046875","2980.229248046875","2980.229248046875","254.46157836914062","254.46157836914062","254.46157836914062","2992.833984375","2992.833984375","2992.833984375","164.64962768554688","164.64962768554688","164.64962768554688","2825.7333984375","2825.7333984375","2825.7333984375","253.83181762695312","253.83181762695312","253.83181762695312","2879.533935546875","2879.533935546875","2879.533935546875","150.72642517089844","150.72642517089844","150.72642517089844"
"13799","2956.33984375","2956.33984375","2956.33984375","249.9215087890625","249.9215087890625","249.9215087890625","2969.6796875","2969.6796875","2969.6796875","161.74734497070312","161.74734497070312","161.74734497070312","2805.647216796875","2805.647216796875","2805.647216796875","249.322265625","249.322265625","249.322265625","2856.00390625","2856.00390625","2856.00390625","148.74008178710938","148.74008178710938","148.74008178710938"
"14399","2971.031005859375","2971.031005859375","2971.031005859375","245.6943359375","245.6943359375","245.6943359375","2996.059814453125","2996.059814453125","2996.059814453125","157.8740692138672","157.8740692138672","157.8740692138672","2792.808349609375","2792.808349609375","2792.808349609375","244.8751678466797","244.8751678466797","244.8751678466797","2846.578857421875","2846.578857421875","2846.578857421875","144.25979614257812","144.25979614257812","144.25979614257812"
"14999","2943.6015625","2943.6015625","2943.6015625","240.8466339111328","240.8466339111328","240.8466339111328","2935.47998046875","2935.47998046875","2935.47998046875","153.53172302246094","153.53172302246094","153.53172302246094","2773.158935546875","2773.158935546875","2773.158935546875","239.8269805908203","239.8269805908203","239.8269805908203","2827.402099609375","2827.402099609375","2827.402099609375","141.03038024902344","141.03038024902344","141.03038024902344"
"15599","2900.835205078125","2900.835205078125","2900.835205078125","236.1537322998047","236.1537322998047","236.1537322998047","2891.277099609375","2891.277099609375","2891.277099609375","149.3571014404297","149.3571014404297","149.3571014404297","2757.759765625","2757.759765625","2757.759765625","235.0434112548828","235.0434112548828","235.0434112548828","2813.217529296875","2813.217529296875","2813.217529296875","137.04624938964844","137.04624938964844","137.04624938964844"
"16199","2838.286865234375","2838.286865234375","2838.286865234375","231.799560546875","231.799560546875","231.799560546875","2840.387451171875","2840.387451171875","2840.387451171875","147.06309509277344","147.06309509277344","147.06309509277344","2736.307373046875","2736.307373046875","2736.307373046875","231.0066375732422","231.0066375732422","231.0066375732422","2791.260498046875","2791.260498046875","2791.260498046875","135.00125122070312","135.00125122070312","135.00125122070312"
"16799","2835.962646484375","2835.962646484375","2835.962646484375","227.76223754882812","227.76223754882812","227.76223754882812","2832.117919921875","2832.117919921875","2832.117919921875","142.70452880859375","142.70452880859375","142.70452880859375","2707.619140625","2707.619140625","2707.619140625","226.8468017578125","226.8468017578125","226.8468017578125","2773.161865234375","2773.161865234375","2773.161865234375","131.0831756591797","131.0831756591797","131.0831756591797"
"17399","2812.422607421875","2812.422607421875","2812.422607421875","225.6751708984375","225.6751708984375","225.6751708984375","2839.12060546875","2839.12060546875","2839.12060546875","141.228759765625","141.228759765625","141.228759765625","2702.133544921875","2702.133544921875","2702.133544921875","224.50601196289062","224.50601196289062","224.50601196289062","2768.887451171875","2768.887451171875","2768.887451171875","129.7239990234375","129.7239990234375","129.7239990234375"
"17999","2826.449951171875","2826.449951171875","2826.449951171875","223.2539520263672","223.2539520263672","223.2539520263672","2852.203369140625","2852.203369140625","2852.203369140625","137.84083557128906","137.84083557128906","137.84083557128906","2687.572998046875","2687.572998046875","2687.572998046875","222.16184997558594","222.16184997558594","222.16184997558594","2748.42431640625","2748.42431640625","2748.42431640625","127.00007629394531","127.00007629394531","127.00007629394531"
"18599","2797.427734375","2797.427734375","2797.427734375","218.30918884277344","218.30918884277344","218.30918884277344","2824.4931640625","2824.4931640625","2824.4931640625","134.01576232910156","134.01576232910156","134.01576232910156","2659.512939453125","2659.512939453125","2659.512939453125","217.65025329589844","217.65025329589844","217.65025329589844","2724.15625","2724.15625","2724.15625","123.1032943725586","123.1032943725586","123.1032943725586"
"19199","2706.929443359375","2706.929443359375","2706.929443359375","215.6787109375","215.6787109375","215.6787109375","2727.244384765625","2727.244384765625","2727.244384765625","132.3225555419922","132.3225555419922","132.3225555419922","2652.92822265625","2652.92822265625","2652.92822265625","215.0634002685547","215.0634002685547","215.0634002685547","2711.052001953125","2711.052001953125","2711.052001953125","121.71160888671875","121.71160888671875","121.71160888671875"
"19799","2737.288818359375","2737.288818359375","2737.288818359375","212.58506774902344","212.58506774902344","212.58506774902344","2722.362548828125","2722.362548828125","2722.362548828125","129.07412719726562","129.07412719726562","129.07412719726562","2636.784423828125","2636.784423828125","2636.784423828125","212.05418395996094","212.05418395996094","212.05418395996094","2691.173583984375","2691.173583984375","2691.173583984375","118.9850845336914","118.9850845336914","118.9850845336914"
