"Step","layer_10_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_10_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1","layer_10_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_10_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MAX"
"6599","4766.46630859375","4766.46630859375","4766.46630859375","385.2159118652344","385.2159118652344","385.2159118652344","4790.85107421875","4790.85107421875","4790.85107421875","200.89515686035156","200.89515686035156","200.89515686035156","2816.22509765625","2816.22509765625","2816.22509765625","383.17681884765625","383.17681884765625","383.17681884765625","2825.124755859375","2825.124755859375","2825.124755859375","200.8621826171875","200.8621826171875","200.8621826171875"
"7199","4749.90576171875","4749.90576171875","4749.90576171875","375.5071716308594","375.5071716308594","375.5071716308594","4752.48681640625","4752.48681640625","4752.48681640625","184.8501739501953","184.8501739501953","184.8501739501953","3067.328857421875","3067.328857421875","3067.328857421875","372.8023986816406","372.8023986816406","372.8023986816406","3057.544921875","3057.544921875","3057.544921875","184.83311462402344","184.83311462402344","184.83311462402344"
"7799","4773.37939453125","4773.37939453125","4773.37939453125","365.8322448730469","365.8322448730469","365.8322448730469","4715.1572265625","4715.1572265625","4715.1572265625","172.9220733642578","172.9220733642578","172.9220733642578","3250.0517578125","3250.0517578125","3250.0517578125","362.3970642089844","362.3970642089844","362.3970642089844","3267.361083984375","3267.361083984375","3267.361083984375","172.95703125","172.95703125","172.95703125"
"8399","4709.7001953125","4709.7001953125","4709.7001953125","355.72491455078125","355.72491455078125","355.72491455078125","4694.546875","4694.546875","4694.546875","163.45004272460938","163.45004272460938","163.45004272460938","3400.012451171875","3400.012451171875","3400.012451171875","352.0682678222656","352.0682678222656","352.0682678222656","3420.102783203125","3420.102783203125","3420.102783203125","163.4825439453125","163.4825439453125","163.4825439453125"
"8999","4682.16357421875","4682.16357421875","4682.16357421875","347.7591552734375","347.7591552734375","347.7591552734375","4635.2060546875","4635.2060546875","4635.2060546875","155.58042907714844","155.58042907714844","155.58042907714844","3599.41455078125","3599.41455078125","3599.41455078125","344.2847595214844","344.2847595214844","344.2847595214844","3599.99609375","3599.99609375","3599.99609375","155.534423828125","155.534423828125","155.534423828125"
"9599","4657.70703125","4657.70703125","4657.70703125","338.9206237792969","338.9206237792969","338.9206237792969","4664.8681640625","4664.8681640625","4664.8681640625","149.66783142089844","149.66783142089844","149.66783142089844","3708.971923828125","3708.971923828125","3708.971923828125","335.218994140625","335.218994140625","335.218994140625","3709.193115234375","3709.193115234375","3709.193115234375","149.6674041748047","149.6674041748047","149.6674041748047"
"10199","4641.04541015625","4641.04541015625","4641.04541015625","331.6448059082031","331.6448059082031","331.6448059082031","4658.2392578125","4658.2392578125","4658.2392578125","143.21365356445312","143.21365356445312","143.21365356445312","3850.28369140625","3850.28369140625","3850.28369140625","328.01397705078125","328.01397705078125","328.01397705078125","3833.900146484375","3833.900146484375","3833.900146484375","143.22471618652344","143.22471618652344","143.22471618652344"
"10799","4647.73291015625","4647.73291015625","4647.73291015625","324.9004821777344","324.9004821777344","324.9004821777344","4663.12841796875","4663.12841796875","4663.12841796875","138.7232666015625","138.7232666015625","138.7232666015625","3898.918701171875","3898.918701171875","3898.918701171875","321.7247009277344","321.7247009277344","321.7247009277344","3881.026611328125","3881.026611328125","3881.026611328125","138.69219970703125","138.69219970703125","138.69219970703125"
"11399","4585.89013671875","4585.89013671875","4585.89013671875","317.8684997558594","317.8684997558594","317.8684997558594","4586.69921875","4586.69921875","4586.69921875","133.77191162109375","133.77191162109375","133.77191162109375","3906.120849609375","3906.120849609375","3906.120849609375","315.3448486328125","315.3448486328125","315.3448486328125","3937.576904296875","3937.576904296875","3937.576904296875","133.7369384765625","133.7369384765625","133.7369384765625"
"11999","4620.41552734375","4620.41552734375","4620.41552734375","312.0027160644531","312.0027160644531","312.0027160644531","4584.59912109375","4584.59912109375","4584.59912109375","129.68870544433594","129.68870544433594","129.68870544433594","3982.31884765625","3982.31884765625","3982.31884765625","310.3526916503906","310.3526916503906","310.3526916503906","3981.07861328125","3981.07861328125","3981.07861328125","129.6355743408203","129.6355743408203","129.6355743408203"
"12599","4531.50634765625","4531.50634765625","4531.50634765625","304.86920166015625","304.86920166015625","304.86920166015625","4537.81640625","4537.81640625","4537.81640625","125.33979797363281","125.33979797363281","125.33979797363281","4030.987548828125","4030.987548828125","4030.987548828125","303.9022216796875","303.9022216796875","303.9022216796875","4031.203857421875","4031.203857421875","4031.203857421875","125.36244201660156","125.36244201660156","125.36244201660156"
"13199","4551.25341796875","4551.25341796875","4551.25341796875","299.9577331542969","299.9577331542969","299.9577331542969","4526.041015625","4526.041015625","4526.041015625","122.8721694946289","122.8721694946289","122.8721694946289","4059.840576171875","4059.840576171875","4059.840576171875","299.7529602050781","299.7529602050781","299.7529602050781","4048.407958984375","4048.407958984375","4048.407958984375","122.89973449707031","122.89973449707031","122.89973449707031"
"13799","4498.64501953125","4498.64501953125","4498.64501953125","295.35284423828125","295.35284423828125","295.35284423828125","4517.05615234375","4517.05615234375","4517.05615234375","119.4422607421875","119.4422607421875","119.4422607421875","4070.6796875","4070.6796875","4070.6796875","295.3954162597656","295.3954162597656","295.3954162597656","4091.150390625","4091.150390625","4091.150390625","119.509033203125","119.509033203125","119.509033203125"
"14399","4534.87841796875","4534.87841796875","4534.87841796875","290.6891784667969","290.6891784667969","290.6891784667969","4506.83154296875","4506.83154296875","4506.83154296875","116.89611053466797","116.89611053466797","116.89611053466797","4099.5869140625","4099.5869140625","4099.5869140625","291.44708251953125","291.44708251953125","291.44708251953125","4094.387451171875","4094.387451171875","4094.387451171875","116.9580078125","116.9580078125","116.9580078125"
"14999","4473.03515625","4473.03515625","4473.03515625","286.2196960449219","286.2196960449219","286.2196960449219","4453.380859375","4453.380859375","4453.380859375","115.1615982055664","115.1615982055664","115.1615982055664","4053.079833984375","4053.079833984375","4053.079833984375","287.0702209472656","287.0702209472656","287.0702209472656","4070.297607421875","4070.297607421875","4070.297607421875","115.16680908203125","115.16680908203125","115.16680908203125"
"15599","4484.22265625","4484.22265625","4484.22265625","282.3273010253906","282.3273010253906","282.3273010253906","4458.22119140625","4458.22119140625","4458.22119140625","112.87761688232422","112.87761688232422","112.87761688232422","4058.341064453125","4058.341064453125","4058.341064453125","283.1983947753906","283.1983947753906","283.1983947753906","4072.25634765625","4072.25634765625","4072.25634765625","112.88514709472656","112.88514709472656","112.88514709472656"
"16199","4483.22509765625","4483.22509765625","4483.22509765625","278.0751037597656","278.0751037597656","278.0751037597656","4438.46533203125","4438.46533203125","4438.46533203125","109.40742492675781","109.40742492675781","109.40742492675781","4094.364013671875","4094.364013671875","4094.364013671875","278.894287109375","278.894287109375","278.894287109375","4125.3115234375","4125.3115234375","4125.3115234375","109.360107421875","109.360107421875","109.360107421875"
"16799","4455.83056640625","4455.83056640625","4455.83056640625","274.1195068359375","274.1195068359375","274.1195068359375","4466.88916015625","4466.88916015625","4466.88916015625","107.42423248291016","107.42423248291016","107.42423248291016","4088.565185546875","4088.565185546875","4088.565185546875","275.393310546875","275.393310546875","275.393310546875","4101.02783203125","4101.02783203125","4101.02783203125","107.47393035888672","107.47393035888672","107.47393035888672"
"17399","4382.142578125","4382.142578125","4382.142578125","270.5941467285156","270.5941467285156","270.5941467285156","4408.72607421875","4408.72607421875","4408.72607421875","105.93464660644531","105.93464660644531","105.93464660644531","4031.108642578125","4031.108642578125","4031.108642578125","272.3328857421875","272.3328857421875","272.3328857421875","4047.448486328125","4047.448486328125","4047.448486328125","105.92900848388672","105.92900848388672","105.92900848388672"
"17999","4395.1337890625","4395.1337890625","4395.1337890625","267.8248596191406","267.8248596191406","267.8248596191406","4394.58349609375","4394.58349609375","4394.58349609375","104.70226287841797","104.70226287841797","104.70226287841797","4040.048583984375","4040.048583984375","4040.048583984375","270.182861328125","270.182861328125","270.182861328125","4053.91259765625","4053.91259765625","4053.91259765625","104.74410247802734","104.74410247802734","104.74410247802734"
"18599","4375.048828125","4375.048828125","4375.048828125","263.59637451171875","263.59637451171875","263.59637451171875","4334.97412109375","4334.97412109375","4334.97412109375","101.8858871459961","101.8858871459961","101.8858871459961","4027.067626953125","4027.067626953125","4027.067626953125","265.9377136230469","265.9377136230469","265.9377136230469","4056.574951171875","4056.574951171875","4056.574951171875","101.94073486328125","101.94073486328125","101.94073486328125"
"19199","4451.4892578125","4451.4892578125","4451.4892578125","261.7500305175781","261.7500305175781","261.7500305175781","4433.15576171875","4433.15576171875","4433.15576171875","100.32245635986328","100.32245635986328","100.32245635986328","4051.083984375","4051.083984375","4051.083984375","264.3587646484375","264.3587646484375","264.3587646484375","4083.453125","4083.453125","4083.453125","100.40089416503906","100.40089416503906","100.40089416503906"
"19799","4412.69921875","4412.69921875","4412.69921875","258.9072265625","258.9072265625","258.9072265625","4407.17431640625","4407.17431640625","4407.17431640625","98.89361572265625","98.89361572265625","98.89361572265625","4061.20166015625","4061.20166015625","4061.20166015625","261.4493408203125","261.4493408203125","261.4493408203125","4076.685546875","4076.685546875","4076.685546875","98.96039581298828","98.96039581298828","98.96039581298828"
