"Step","layer_0_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_0_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1","layer_0_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_0_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MAX"
"599","4554.82275390625","4554.82275390625","4554.82275390625","353.0719909667969","353.0719909667969","353.0719909667969","4562.46435546875","4562.46435546875","4562.46435546875","699.0097045898438","699.0097045898438","699.0097045898438","4166.89697265625","4166.89697265625","4166.89697265625","353.0934143066406","353.0934143066406","353.0934143066406","4185.96435546875","4185.96435546875","4185.96435546875","672.8892211914062","672.8892211914062","672.8892211914062"
"1199","4585.61865234375","4585.61865234375","4585.61865234375","380.7149353027344","380.7149353027344","380.7149353027344","4593.890625","4593.890625","4593.890625","528.451171875","528.451171875","528.451171875","3891.535888671875","3891.535888671875","3891.535888671875","380.6471862792969","380.6471862792969","380.6471862792969","3906.625732421875","3906.625732421875","3906.625732421875","500.7897644042969","500.7897644042969","500.7897644042969"
"1799","4480.99755859375","4480.99755859375","4480.99755859375","411.166748046875","411.166748046875","411.166748046875","4488.66064453125","4488.66064453125","4488.66064453125","446.3302917480469","446.3302917480469","446.3302917480469","3719.09375","3719.09375","3719.09375","410.1142272949219","410.1142272949219","410.1142272949219","3732.95703125","3732.95703125","3732.95703125","416.36553955078125","416.36553955078125","416.36553955078125"
"2399","4360.55419921875","4360.55419921875","4360.55419921875","412.8251037597656","412.8251037597656","412.8251037597656","4366.87841796875","4366.87841796875","4366.87841796875","392.778564453125","392.778564453125","392.778564453125","3672.555419921875","3672.555419921875","3672.555419921875","411.75372314453125","411.75372314453125","411.75372314453125","3685.364013671875","3685.364013671875","3685.364013671875","365.11004638671875","365.11004638671875","365.11004638671875"
"2999","4221.90185546875","4221.90185546875","4221.90185546875","401.130615234375","401.130615234375","401.130615234375","4231.45556640625","4231.45556640625","4231.45556640625","356.6622009277344","356.6622009277344","356.6622009277344","3645.14501953125","3645.14501953125","3645.14501953125","400.1996765136719","400.1996765136719","400.1996765136719","3657.479736328125","3657.479736328125","3657.479736328125","329.2190856933594","329.2190856933594","329.2190856933594"
"3599","4119.11181640625","4119.11181640625","4119.11181640625","388.1341247558594","388.1341247558594","388.1341247558594","4140.55859375","4140.55859375","4140.55859375","326.96563720703125","326.96563720703125","326.96563720703125","3616.72265625","3616.72265625","3616.72265625","387.36431884765625","387.36431884765625","387.36431884765625","3630.582763671875","3630.582763671875","3630.582763671875","300.1867370605469","300.1867370605469","300.1867370605469"
"4199","4034.451904296875","4034.451904296875","4034.451904296875","373.53094482421875","373.53094482421875","373.53094482421875","4047.328857421875","4047.328857421875","4047.328857421875","304.0927734375","304.0927734375","304.0927734375","3607.434326171875","3607.434326171875","3607.434326171875","373.208740234375","373.208740234375","373.208740234375","3617.212158203125","3617.212158203125","3617.212158203125","278.6498718261719","278.6498718261719","278.6498718261719"
"4799","3991.29931640625","3991.29931640625","3991.29931640625","361.5172424316406","361.5172424316406","361.5172424316406","3986.292724609375","3986.292724609375","3986.292724609375","283.6369323730469","283.6369323730469","283.6369323730469","3567.125732421875","3567.125732421875","3567.125732421875","360.5428161621094","360.5428161621094","360.5428161621094","3582.379638671875","3582.379638671875","3582.379638671875","260.8083190917969","260.8083190917969","260.8083190917969"
"5399","3937.12109375","3937.12109375","3937.12109375","349.8329772949219","349.8329772949219","349.8329772949219","3934.15234375","3934.15234375","3934.15234375","267.29376220703125","267.29376220703125","267.29376220703125","3541.92236328125","3541.92236328125","3541.92236328125","348.3409729003906","348.3409729003906","348.3409729003906","3555.768798828125","3555.768798828125","3555.768798828125","245.0968780517578","245.0968780517578","245.0968780517578"
"5999","3891.966552734375","3891.966552734375","3891.966552734375","339.2911071777344","339.2911071777344","339.2911071777344","3894.19140625","3894.19140625","3894.19140625","255.85525512695312","255.85525512695312","255.85525512695312","3504.064208984375","3504.064208984375","3504.064208984375","338.25946044921875","338.25946044921875","338.25946044921875","3528.395263671875","3528.395263671875","3528.395263671875","233.80235290527344","233.80235290527344","233.80235290527344"
