"Step","layer_10_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l0__MAX","layer_10_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l0","layer_10_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l0__MIN","layer_10_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l0__MAX"
"6599","12068.4765625","12068.4765625","12068.4765625","100","100","100","12071.3125","12071.3125","12071.3125","314.5509033203125","314.5509033203125","314.5509033203125","9889.359375","9889.359375","9889.359375","100","100","100","9874.845703125","9874.845703125","9874.845703125","313.23876953125","313.23876953125","313.23876953125"
"7199","12075.3193359375","12075.3193359375","12075.3193359375","100","100","100","12072.2490234375","12072.2490234375","12072.2490234375","274.36688232421875","274.36688232421875","274.36688232421875","10121.6123046875","10121.6123046875","10121.6123046875","100","100","100","10082.5830078125","10082.5830078125","10082.5830078125","273.201904296875","273.201904296875","273.201904296875"
"7799","12090.2216796875","12090.2216796875","12090.2216796875","100","100","100","12071.0576171875","12071.0576171875","12071.0576171875","246.8091583251953","246.8091583251953","246.8091583251953","10261.7197265625","10261.7197265625","10261.7197265625","100","100","100","10237.3564453125","10237.3564453125","10237.3564453125","245.8789825439453","245.8789825439453","245.8789825439453"
"8399","12079.654296875","12079.654296875","12079.654296875","100","100","100","12071.9072265625","12071.9072265625","12071.9072265625","223.97349548339844","223.97349548339844","223.97349548339844","10361.453125","10361.453125","10361.453125","100","100","100","10333.396484375","10333.396484375","10333.396484375","223.0760040283203","223.0760040283203","223.0760040283203"
"8999","12075.8466796875","12075.8466796875","12075.8466796875","100","100","100","12059.0029296875","12059.0029296875","12059.0029296875","207.53477478027344","207.53477478027344","207.53477478027344","10474.1875","10474.1875","10474.1875","100","100","100","10432.603515625","10432.603515625","10432.603515625","206.4453582763672","206.4453582763672","206.4453582763672"
"9599","12081.1005859375","12081.1005859375","12081.1005859375","100","100","100","12079.849609375","12079.849609375","12079.849609375","194.663818359375","194.663818359375","194.663818359375","10535.673828125","10535.673828125","10535.673828125","100","100","100","10491.208984375","10491.208984375","10491.208984375","193.6736297607422","193.6736297607422","193.6736297607422"
"10199","12079.388671875","12079.388671875","12079.388671875","100","100","100","12081.0029296875","12081.0029296875","12081.0029296875","181.2244873046875","181.2244873046875","181.2244873046875","10592.6669921875","10592.6669921875","10592.6669921875","100","100","100","10541.7861328125","10541.7861328125","10541.7861328125","180.2211456298828","180.2211456298828","180.2211456298828"
"10799","12088.728515625","12088.728515625","12088.728515625","100","100","100","12089.578125","12089.578125","12089.578125","171.89781188964844","171.89781188964844","171.89781188964844","10616.6806640625","10616.6806640625","10616.6806640625","100","100","100","10565.3251953125","10565.3251953125","10565.3251953125","170.88291931152344","170.88291931152344","170.88291931152344"
"11399","12077.109375","12077.109375","12077.109375","100","100","100","12073.8173828125","12073.8173828125","12073.8173828125","163.08763122558594","163.08763122558594","163.08763122558594","10621.9267578125","10621.9267578125","10621.9267578125","100","100","100","10586.5107421875","10586.5107421875","10586.5107421875","162.08926391601562","162.08926391601562","162.08926391601562"
"11999","12085.9990234375","12085.9990234375","12085.9990234375","100","100","100","12072.33984375","12072.33984375","12072.33984375","154.8881072998047","154.8881072998047","154.8881072998047","10647.7529296875","10647.7529296875","10647.7529296875","100","100","100","10601.53515625","10601.53515625","10601.53515625","153.97789001464844","153.97789001464844","153.97789001464844"
"12599","12069.3740234375","12069.3740234375","12069.3740234375","100","100","100","12067.9619140625","12067.9619140625","12067.9619140625","146.2742156982422","146.2742156982422","146.2742156982422","10671.5029296875","10671.5029296875","10671.5029296875","100","100","100","10625.314453125","10625.314453125","10625.314453125","145.53135681152344","145.53135681152344","145.53135681152344"
"13199","12082.2236328125","12082.2236328125","12082.2236328125","100","100","100","12071.1142578125","12071.1142578125","12071.1142578125","143.5540313720703","143.5540313720703","143.5540313720703","10684.5390625","10684.5390625","10684.5390625","100","100","100","10635.462890625","10635.462890625","10635.462890625","142.88369750976562","142.88369750976562","142.88369750976562"
"13799","12068.578125","12068.578125","12068.578125","100","100","100","12070.6240234375","12070.6240234375","12070.6240234375","136.2777557373047","136.2777557373047","136.2777557373047","10687.6005859375","10687.6005859375","10687.6005859375","100","100","100","10647.140625","10647.140625","10647.140625","135.7355194091797","135.7355194091797","135.7355194091797"
"14399","12089.2880859375","12089.2880859375","12089.2880859375","100","100","100","12077.4091796875","12077.4091796875","12077.4091796875","132.2189483642578","132.2189483642578","132.2189483642578","10701.8828125","10701.8828125","10701.8828125","100","100","100","10655.3876953125","10655.3876953125","10655.3876953125","131.6619415283203","131.6619415283203","131.6619415283203"
"14999","12071.9033203125","12071.9033203125","12071.9033203125","100","100","100","12062.259765625","12062.259765625","12062.259765625","128.705322265625","128.705322265625","128.705322265625","10689.7841796875","10689.7841796875","10689.7841796875","100","100","100","10648.23828125","10648.23828125","10648.23828125","128.0371551513672","128.0371551513672","128.0371551513672"
"15599","12077.3466796875","12077.3466796875","12077.3466796875","100","100","100","12065.8310546875","12065.8310546875","12065.8310546875","124.9632568359375","124.9632568359375","124.9632568359375","10691.2177734375","10691.2177734375","10691.2177734375","100","100","100","10648.5068359375","10648.5068359375","10648.5068359375","124.4430923461914","124.4430923461914","124.4430923461914"
"16199","12083.88671875","12083.88671875","12083.88671875","100","100","100","12066.171875","12066.171875","12066.171875","118.79741668701172","118.79741668701172","118.79741668701172","10705.0380859375","10705.0380859375","10705.0380859375","100","100","100","10665.7841796875","10665.7841796875","10665.7841796875","118.2149658203125","118.2149658203125","118.2149658203125"
"16799","12080.009765625","12080.009765625","12080.009765625","100","100","100","12079.82421875","12079.82421875","12079.82421875","115.33599090576172","115.33599090576172","115.33599090576172","10705.4482421875","10705.4482421875","10705.4482421875","100","100","100","10661.5126953125","10661.5126953125","10661.5126953125","114.89043426513672","114.89043426513672","114.89043426513672"
"17399","12064.5927734375","12064.5927734375","12064.5927734375","100","100","100","12068.9091796875","12068.9091796875","12068.9091796875","112.18367004394531","112.18367004394531","112.18367004394531","10696.5693359375","10696.5693359375","10696.5693359375","100","100","100","10653.7177734375","10653.7177734375","10653.7177734375","111.6468276977539","111.6468276977539","111.6468276977539"
"17999","12062.2568359375","12062.2568359375","12062.2568359375","100","100","100","12057.8349609375","12057.8349609375","12057.8349609375","110.1622543334961","110.1622543334961","110.1622543334961","10691.640625","10691.640625","10691.640625","100","100","100","10648.3095703125","10648.3095703125","10648.3095703125","109.7544937133789","109.7544937133789","109.7544937133789"
"18599","12071.8662109375","12071.8662109375","12071.8662109375","100","100","100","12054.2490234375","12054.2490234375","12054.2490234375","105.5175552368164","105.5175552368164","105.5175552368164","10699.5966796875","10699.5966796875","10699.5966796875","100","100","100","10660.048828125","10660.048828125","10660.048828125","105.0810546875","105.0810546875","105.0810546875"
"19199","12091.2802734375","12091.2802734375","12091.2802734375","100","100","100","12082.3349609375","12082.3349609375","12082.3349609375","102.90435028076172","102.90435028076172","102.90435028076172","10702.306640625","10702.306640625","10702.306640625","100","100","100","10663.322265625","10663.322265625","10663.322265625","102.6581039428711","102.6581039428711","102.6581039428711"
"19799","12083.5849609375","12083.5849609375","12083.5849609375","100","100","100","12077.7216796875","12077.7216796875","12077.7216796875","100.50390625","100.50390625","100.50390625","10707.5078125","10707.5078125","10707.5078125","100","100","100","10663.1533203125","10663.1533203125","10663.1533203125","100.2044677734375","100.2044677734375","100.2044677734375"
