"Step","layer_5_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MAX"
"6599","4577.2119140625","4577.2119140625","4577.2119140625","362.5567321777344","362.5567321777344","362.5567321777344","4555.88671875","4555.88671875","4555.88671875","219.7754364013672","219.7754364013672","219.7754364013672","3467.16650390625","3467.16650390625","3467.16650390625","362.2998962402344","362.2998962402344","362.2998962402344","3472.678955078125","3472.678955078125","3472.678955078125","218.6495819091797","218.6495819091797","218.6495819091797"
"7199","4579.27197265625","4579.27197265625","4579.27197265625","353.2438049316406","353.2438049316406","353.2438049316406","4565.90869140625","4565.90869140625","4565.90869140625","207.7449951171875","207.7449951171875","207.7449951171875","3599.69775390625","3599.69775390625","3599.69775390625","353.01470947265625","353.01470947265625","353.01470947265625","3601.802734375","3601.802734375","3601.802734375","206.6852569580078","206.6852569580078","206.6852569580078"
"7799","4610.52734375","4610.52734375","4610.52734375","344.3089599609375","344.3089599609375","344.3089599609375","4568.28125","4568.28125","4568.28125","197.4703369140625","197.4703369140625","197.4703369140625","3735.520751953125","3735.520751953125","3735.520751953125","344.0502624511719","344.0502624511719","344.0502624511719","3754.235107421875","3754.235107421875","3754.235107421875","196.27891540527344","196.27891540527344","196.27891540527344"
"8399","4491.87939453125","4491.87939453125","4491.87939453125","335.6473083496094","335.6473083496094","335.6473083496094","4499.853515625","4499.853515625","4499.853515625","188.74497985839844","188.74497985839844","188.74497985839844","3794.14697265625","3794.14697265625","3794.14697265625","335.4701843261719","335.4701843261719","335.4701843261719","3802.313232421875","3802.313232421875","3802.313232421875","187.6334228515625","187.6334228515625","187.6334228515625"
"8999","4464.37646484375","4464.37646484375","4464.37646484375","328.8421325683594","328.8421325683594","328.8421325683594","4393.05322265625","4393.05322265625","4393.05322265625","181.41221618652344","181.41221618652344","181.41221618652344","3786.4375","3786.4375","3786.4375","328.6068115234375","328.6068115234375","328.6068115234375","3799.324951171875","3799.324951171875","3799.324951171875","180.39280700683594","180.39280700683594","180.39280700683594"
"9599","4475.47412109375","4475.47412109375","4475.47412109375","320.9785461425781","320.9785461425781","320.9785461425781","4443.57763671875","4443.57763671875","4443.57763671875","173.956787109375","173.956787109375","173.956787109375","3889.399658203125","3889.399658203125","3889.399658203125","320.9812927246094","320.9812927246094","320.9812927246094","3886.754638671875","3886.754638671875","3886.754638671875","173.0299530029297","173.0299530029297","173.0299530029297"
"10199","4443.28466796875","4443.28466796875","4443.28466796875","315.159423828125","315.159423828125","315.159423828125","4471.82080078125","4471.82080078125","4471.82080078125","167.95883178710938","167.95883178710938","167.95883178710938","3923.3125","3923.3125","3923.3125","315.4044189453125","315.4044189453125","315.4044189453125","3907.38525390625","3907.38525390625","3907.38525390625","167.0432891845703","167.0432891845703","167.0432891845703"
"10799","4376.10400390625","4376.10400390625","4376.10400390625","309.0657653808594","309.0657653808594","309.0657653808594","4393.62255859375","4393.62255859375","4393.62255859375","162.2071075439453","162.2071075439453","162.2071075439453","3908.549560546875","3908.549560546875","3908.549560546875","309.2068786621094","309.2068786621094","309.2068786621094","3911.157470703125","3911.157470703125","3911.157470703125","161.56536865234375","161.56536865234375","161.56536865234375"
"11399","4346.53564453125","4346.53564453125","4346.53564453125","304.19073486328125","304.19073486328125","304.19073486328125","4398.38818359375","4398.38818359375","4398.38818359375","157.59829711914062","157.59829711914062","157.59829711914062","3941.7109375","3941.7109375","3941.7109375","304.3112487792969","304.3112487792969","304.3112487792969","3984.992919921875","3984.992919921875","3984.992919921875","156.82192993164062","156.82192993164062","156.82192993164062"
"11999","4307.52734375","4307.52734375","4307.52734375","299.6404113769531","299.6404113769531","299.6404113769531","4387.30224609375","4387.30224609375","4387.30224609375","153.49876403808594","153.49876403808594","153.49876403808594","3944.640625","3944.640625","3944.640625","299.5575256347656","299.5575256347656","299.5575256347656","3982.67578125","3982.67578125","3982.67578125","152.80552673339844","152.80552673339844","152.80552673339844"
"12599","4256.185546875","4256.185546875","4256.185546875","294.1556701660156","294.1556701660156","294.1556701660156","4291.1328125","4291.1328125","4291.1328125","148.4139862060547","148.4139862060547","148.4139862060547","3831.13916015625","3831.13916015625","3831.13916015625","293.728271484375","293.728271484375","293.728271484375","3897.638671875","3897.638671875","3897.638671875","147.82408142089844","147.82408142089844","147.82408142089844"
"13199","4295.8798828125","4295.8798828125","4295.8798828125","289.540283203125","289.540283203125","289.540283203125","4284.64697265625","4284.64697265625","4284.64697265625","144.5580291748047","144.5580291748047","144.5580291748047","3892.90673828125","3892.90673828125","3892.90673828125","288.9393005371094","288.9393005371094","288.9393005371094","3897.90625","3897.90625","3897.90625","144.02548217773438","144.02548217773438","144.02548217773438"
"13799","4243.5478515625","4243.5478515625","4243.5478515625","285.4281921386719","285.4281921386719","285.4281921386719","4228.17919921875","4228.17919921875","4228.17919921875","140.14492797851562","140.14492797851562","140.14492797851562","3885.72900390625","3885.72900390625","3885.72900390625","284.7291564941406","284.7291564941406","284.7291564941406","3890.364501953125","3890.364501953125","3890.364501953125","139.6653289794922","139.6653289794922","139.6653289794922"
"14399","4246.7890625","4246.7890625","4246.7890625","281.5098571777344","281.5098571777344","281.5098571777344","4237.84814453125","4237.84814453125","4237.84814453125","136.99298095703125","136.99298095703125","136.99298095703125","3912.218017578125","3912.218017578125","3912.218017578125","280.5881042480469","280.5881042480469","280.5881042480469","3915.21728515625","3915.21728515625","3915.21728515625","136.49107360839844","136.49107360839844","136.49107360839844"
"14999","4200.4951171875","4200.4951171875","4200.4951171875","278.0364685058594","278.0364685058594","278.0364685058594","4236.15234375","4236.15234375","4236.15234375","134.87930297851562","134.87930297851562","134.87930297851562","3906.556396484375","3906.556396484375","3906.556396484375","276.99530029296875","276.99530029296875","276.99530029296875","3917.654296875","3917.654296875","3917.654296875","134.2852783203125","134.2852783203125","134.2852783203125"
"15599","4164.8408203125","4164.8408203125","4164.8408203125","274.5589294433594","274.5589294433594","274.5589294433594","4206.25341796875","4206.25341796875","4206.25341796875","132.03509521484375","132.03509521484375","132.03509521484375","3899.696533203125","3899.696533203125","3899.696533203125","273.4837341308594","273.4837341308594","273.4837341308594","3901.586669921875","3901.586669921875","3901.586669921875","131.51629638671875","131.51629638671875","131.51629638671875"
"16199","4266.43408203125","4266.43408203125","4266.43408203125","270.9090881347656","270.9090881347656","270.9090881347656","4215.19140625","4215.19140625","4215.19140625","129.135009765625","129.135009765625","129.135009765625","3932.5234375","3932.5234375","3932.5234375","270.00177001953125","270.00177001953125","270.00177001953125","3946.888671875","3946.888671875","3946.888671875","128.6660614013672","128.6660614013672","128.6660614013672"
"16799","4266.45361328125","4266.45361328125","4266.45361328125","267.8676452636719","267.8676452636719","267.8676452636719","4226.19677734375","4226.19677734375","4226.19677734375","126.0294418334961","126.0294418334961","126.0294418334961","3920.666748046875","3920.666748046875","3920.666748046875","266.7412414550781","266.7412414550781","266.7412414550781","3958.5859375","3958.5859375","3958.5859375","125.68106842041016","125.68106842041016","125.68106842041016"
"17399","4158.86181640625","4158.86181640625","4158.86181640625","263.8732604980469","263.8732604980469","263.8732604980469","4176.0556640625","4176.0556640625","4176.0556640625","123.31414794921875","123.31414794921875","123.31414794921875","3867.666015625","3867.666015625","3867.666015625","262.6734619140625","262.6734619140625","262.6734619140625","3928.770751953125","3928.770751953125","3928.770751953125","122.86299133300781","122.86299133300781","122.86299133300781"
"17999","4156.71484375","4156.71484375","4156.71484375","261.8843688964844","261.8843688964844","261.8843688964844","4192.52294921875","4192.52294921875","4192.52294921875","121.44136047363281","121.44136047363281","121.44136047363281","3877.321044921875","3877.321044921875","3877.321044921875","260.54632568359375","260.54632568359375","260.54632568359375","3900.85546875","3900.85546875","3900.85546875","121.10283660888672","121.10283660888672","121.10283660888672"
"18599","4143.1162109375","4143.1162109375","4143.1162109375","257.9988708496094","257.9988708496094","257.9988708496094","4171.2509765625","4171.2509765625","4171.2509765625","119.36479949951172","119.36479949951172","119.36479949951172","3886.55859375","3886.55859375","3886.55859375","256.7892761230469","256.7892761230469","256.7892761230469","3885.404052734375","3885.404052734375","3885.404052734375","119.02933502197266","119.02933502197266","119.02933502197266"
"19199","4163.0810546875","4163.0810546875","4163.0810546875","255.62388610839844","255.62388610839844","255.62388610839844","4186.41162109375","4186.41162109375","4186.41162109375","116.8787841796875","116.8787841796875","116.8787841796875","3908.260986328125","3908.260986328125","3908.260986328125","254.40415954589844","254.40415954589844","254.40415954589844","3896.01611328125","3896.01611328125","3896.01611328125","116.6186752319336","116.6186752319336","116.6186752319336"
"19799","4131.5107421875","4131.5107421875","4131.5107421875","252.6189727783203","252.6189727783203","252.6189727783203","4185.29345703125","4185.29345703125","4185.29345703125","115.2874984741211","115.2874984741211","115.2874984741211","3899.413330078125","3899.413330078125","3899.413330078125","251.4987030029297","251.4987030029297","251.4987030029297","3922.971923828125","3922.971923828125","3922.971923828125","115.0342025756836","115.0342025756836","115.0342025756836"
