"Step","layer_5_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_standard_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_topk_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_gated_fisher_false_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_standard_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_topk_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_jumprelu_fisher_true_project_TinyStories - sparsity.l1__MAX","layer_5_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1","layer_5_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MIN","layer_5_residual_mid_gpt2_gated_fisher_true_project_TinyStories - sparsity.l1__MAX"
"599","4776.51318359375","4776.51318359375","4776.51318359375","332.4642028808594","332.4642028808594","332.4642028808594","4780.68359375","4780.68359375","4780.68359375","863.1923217773438","863.1923217773438","863.1923217773438","3796.6328125","3796.6328125","3796.6328125","332.2325744628906","332.2325744628906","332.2325744628906","3800.18359375","3800.18359375","3800.18359375","861.7803955078125","861.7803955078125","861.7803955078125"
"1199","5125.96826171875","5125.96826171875","5125.96826171875","367.5146179199219","367.5146179199219","367.5146179199219","5130.71240234375","5130.71240234375","5130.71240234375","650.4262084960938","650.4262084960938","650.4262084960938","3307.781982421875","3307.781982421875","3307.781982421875","367.30914306640625","367.30914306640625","367.30914306640625","3311.039794921875","3311.039794921875","3311.039794921875","648.4070434570312","648.4070434570312","648.4070434570312"
"1799","5185.86474609375","5185.86474609375","5185.86474609375","391.1676940917969","391.1676940917969","391.1676940917969","5191.33935546875","5191.33935546875","5191.33935546875","519.0050048828125","519.0050048828125","519.0050048828125","3059.26220703125","3059.26220703125","3059.26220703125","391.4551696777344","391.4551696777344","391.4551696777344","3062.306640625","3062.306640625","3062.306640625","516.5806884765625","516.5806884765625","516.5806884765625"
"2399","5219.8671875","5219.8671875","5219.8671875","405.8539733886719","405.8539733886719","405.8539733886719","5225.92333984375","5225.92333984375","5225.92333984375","438.122802734375","438.122802734375","438.122802734375","2941.273193359375","2941.273193359375","2941.273193359375","406.6078796386719","406.6078796386719","406.6078796386719","2944.105224609375","2944.105224609375","2944.105224609375","435.4356384277344","435.4356384277344","435.4356384277344"
"2999","5056.67333984375","5056.67333984375","5056.67333984375","408.4828796386719","408.4828796386719","408.4828796386719","5061.79541015625","5061.79541015625","5061.79541015625","374.8820495605469","374.8820495605469","374.8820495605469","2884.65673828125","2884.65673828125","2884.65673828125","408.9303283691406","408.9303283691406","408.9303283691406","2886.753173828125","2886.753173828125","2886.753173828125","372.9444580078125","372.9444580078125","372.9444580078125"
"3599","4982.4091796875","4982.4091796875","4982.4091796875","406.2752380371094","406.2752380371094","406.2752380371094","4998.912109375","4998.912109375","4998.912109375","331.9131774902344","331.9131774902344","331.9131774902344","2876.18017578125","2876.18017578125","2876.18017578125","406.80194091796875","406.80194091796875","406.80194091796875","2877.476318359375","2877.476318359375","2877.476318359375","329.9255065917969","329.9255065917969","329.9255065917969"
"4199","4966.55322265625","4966.55322265625","4966.55322265625","398.7244567871094","398.7244567871094","398.7244567871094","4937.2041015625","4937.2041015625","4937.2041015625","298.4779052734375","298.4779052734375","298.4779052734375","2979.283447265625","2979.283447265625","2979.283447265625","398.9462585449219","398.9462585449219","398.9462585449219","2978.899658203125","2978.899658203125","2978.899658203125","296.7974548339844","296.7974548339844","296.7974548339844"
"4799","4908.5361328125","4908.5361328125","4908.5361328125","390.58587646484375","390.58587646484375","390.58587646484375","4897.19189453125","4897.19189453125","4897.19189453125","272.3714599609375","272.3714599609375","272.3714599609375","3074.714111328125","3074.714111328125","3074.714111328125","390.59698486328125","390.59698486328125","390.59698486328125","3072.15087890625","3072.15087890625","3072.15087890625","270.8141784667969","270.8141784667969","270.8141784667969"
"5399","4709.0419921875","4709.0419921875","4709.0419921875","382.1824645996094","382.1824645996094","382.1824645996094","4757.74267578125","4757.74267578125","4757.74267578125","250.4339599609375","250.4339599609375","250.4339599609375","3206.419677734375","3206.419677734375","3206.419677734375","381.79180908203125","381.79180908203125","381.79180908203125","3202.021484375","3202.021484375","3202.021484375","249.09341430664062","249.09341430664062","249.09341430664062"
"5999","4637.19677734375","4637.19677734375","4637.19677734375","371.4708251953125","371.4708251953125","371.4708251953125","4675.87646484375","4675.87646484375","4675.87646484375","233.6815643310547","233.6815643310547","233.6815643310547","3359.867919921875","3359.867919921875","3359.867919921875","371.18804931640625","371.18804931640625","371.18804931640625","3363.48486328125","3363.48486328125","3363.48486328125","232.33824157714844","232.33824157714844","232.33824157714844"
