"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"1199","44.484169006347656","44.484169006347656","44.484169006347656","16.812664031982422","16.812664031982422","16.812664031982422","4.375411510467529","4.375411510467529","4.375411510467529"
"1229","58.61521530151367","58.61521530151367","58.61521530151367","55.45608139038086","55.45608139038086","55.45608139038086","4.157294750213623","4.157294750213623","4.157294750213623"
"1259","44.28091812133789","44.28091812133789","44.28091812133789","14.849931716918945","14.849931716918945","14.849931716918945","4.203092098236084","4.203092098236084","4.203092098236084"
"1289","44.482322692871094","44.482322692871094","44.482322692871094","16.239145278930664","16.239145278930664","16.239145278930664","4.058276653289795","4.058276653289795","4.058276653289795"
"1319","41.22190475463867","41.22190475463867","41.22190475463867","42.66790008544922","42.66790008544922","42.66790008544922","4.166003227233887","4.166003227233887","4.166003227233887"
"1349","43.52663040161133","43.52663040161133","43.52663040161133","16.35576820373535","16.35576820373535","16.35576820373535","3.962066650390625","3.962066650390625","3.962066650390625"
"1379","45.471649169921875","45.471649169921875","45.471649169921875","14.495076179504395","14.495076179504395","14.495076179504395","3.8718459606170654","3.8718459606170654","3.8718459606170654"
"1409","42.71469497680664","42.71469497680664","42.71469497680664","15.506607055664062","15.506607055664062","15.506607055664062","4.063530921936035","4.063530921936035","4.063530921936035"
"1439","40.30780792236328","40.30780792236328","40.30780792236328","13.18967056274414","13.18967056274414","13.18967056274414","4.06245756149292","4.06245756149292","4.06245756149292"
"1469","40.78315734863281","40.78315734863281","40.78315734863281","14.64284610748291","14.64284610748291","14.64284610748291","3.85478138923645","3.85478138923645","3.85478138923645"
"1499","42.65439224243164","42.65439224243164","42.65439224243164","13.79056167602539","13.79056167602539","13.79056167602539","3.859588623046875","3.859588623046875","3.859588623046875"
"1529","42.79014205932617","42.79014205932617","42.79014205932617","15.047438621520996","15.047438621520996","15.047438621520996","3.936216354370117","3.936216354370117","3.936216354370117"
"1559","40.61223602294922","40.61223602294922","40.61223602294922","13.762825965881348","13.762825965881348","13.762825965881348","3.968045949935913","3.968045949935913","3.968045949935913"
"1589","43.74959945678711","43.74959945678711","43.74959945678711","15.66563892364502","15.66563892364502","15.66563892364502","3.848362445831299","3.848362445831299","3.848362445831299"
"1619","38.37532043457031","38.37532043457031","38.37532043457031","37.83774948120117","37.83774948120117","37.83774948120117","3.9854753017425537","3.9854753017425537","3.9854753017425537"
"1649","39.746822357177734","39.746822357177734","39.746822357177734","40.17379379272461","40.17379379272461","40.17379379272461","3.7733819484710693","3.7733819484710693","3.7733819484710693"
"1679","45.937713623046875","45.937713623046875","45.937713623046875","14.918679237365723","14.918679237365723","14.918679237365723","4.025842666625977","4.025842666625977","4.025842666625977"
"1709","39.884361267089844","39.884361267089844","39.884361267089844","12.44273853302002","12.44273853302002","12.44273853302002","3.6559364795684814","3.6559364795684814","3.6559364795684814"
"1739","37.2620849609375","37.2620849609375","37.2620849609375","11.795214653015137","11.795214653015137","11.795214653015137","3.7970387935638428","3.7970387935638428","3.7970387935638428"
"1769","36.65171813964844","36.65171813964844","36.65171813964844","12.045405387878418","12.045405387878418","12.045405387878418","3.564962387084961","3.564962387084961","3.564962387084961"
"1799","36.118370056152344","36.118370056152344","36.118370056152344","11.973929405212402","11.973929405212402","11.973929405212402","3.765590190887451","3.765590190887451","3.765590190887451"
"1829","33.89714813232422","33.89714813232422","33.89714813232422","12.315800666809082","12.315800666809082","12.315800666809082","3.532095193862915","3.532095193862915","3.532095193862915"
"1859","32.77402114868164","32.77402114868164","32.77402114868164","11.550015449523926","11.550015449523926","11.550015449523926","3.7872064113616943","3.7872064113616943","3.7872064113616943"
"1889","35.96649932861328","35.96649932861328","35.96649932861328","10.54388427734375","10.54388427734375","10.54388427734375","3.342641592025757","3.342641592025757","3.342641592025757"
"1919","35.26838684082031","35.26838684082031","35.26838684082031","37.9752197265625","37.9752197265625","37.9752197265625","3.5971946716308594","3.5971946716308594","3.5971946716308594"
"1949","36.77485656738281","36.77485656738281","36.77485656738281","12.22397232055664","12.22397232055664","12.22397232055664","3.40871262550354","3.40871262550354","3.40871262550354"
"1979","34.735836029052734","34.735836029052734","34.735836029052734","12.555970191955566","12.555970191955566","12.555970191955566","3.631417989730835","3.631417989730835","3.631417989730835"
"2009","36.29929733276367","36.29929733276367","36.29929733276367","12.570085525512695","12.570085525512695","12.570085525512695","3.7361247539520264","3.7361247539520264","3.7361247539520264"
"2039","29.894237518310547","29.894237518310547","29.894237518310547","10.545367240905762","10.545367240905762","10.545367240905762","3.56149959564209","3.56149959564209","3.56149959564209"
"2069","31.844711303710938","31.844711303710938","31.844711303710938","11.376399993896484","11.376399993896484","11.376399993896484","3.3380470275878906","3.3380470275878906","3.3380470275878906"
"2099","28.639408111572266","28.639408111572266","28.639408111572266","10.464866638183594","10.464866638183594","10.464866638183594","3.3291900157928467","3.3291900157928467","3.3291900157928467"
"2129","31.55789566040039","31.55789566040039","31.55789566040039","9.720539093017578","9.720539093017578","9.720539093017578","3.4710936546325684","3.4710936546325684","3.4710936546325684"
"2159","28.634578704833984","28.634578704833984","28.634578704833984","8.214923858642578","8.214923858642578","8.214923858642578","3.2978289127349854","3.2978289127349854","3.2978289127349854"
"2189","31.9083309173584","31.9083309173584","31.9083309173584","10.790173530578613","10.790173530578613","10.790173530578613","3.3574819564819336","3.3574819564819336","3.3574819564819336"
"2219","30.10099983215332","30.10099983215332","30.10099983215332","10.988653182983398","10.988653182983398","10.988653182983398","3.589510202407837","3.589510202407837","3.589510202407837"
"2249","32.11667251586914","32.11667251586914","32.11667251586914","10.658551216125488","10.658551216125488","10.658551216125488","3.7359941005706787","3.7359941005706787","3.7359941005706787"
"2279","232.71124267578125","232.71124267578125","232.71124267578125","120.52511596679688","120.52511596679688","120.52511596679688","55.67626953125","55.67626953125","55.67626953125"
"2309","31.25944709777832","31.25944709777832","31.25944709777832","8.90703010559082","8.90703010559082","8.90703010559082","3.1980156898498535","3.1980156898498535","3.1980156898498535"
"2339","33.22349166870117","33.22349166870117","33.22349166870117","35.76716613769531","35.76716613769531","35.76716613769531","3.479832172393799","3.479832172393799","3.479832172393799"
"2369","34.4371337890625","34.4371337890625","34.4371337890625","37.82476043701172","37.82476043701172","37.82476043701172","3.19899582862854","3.19899582862854","3.19899582862854"
"2399","31.441816329956055","31.441816329956055","31.441816329956055","34.915122985839844","34.915122985839844","34.915122985839844","3.473022937774658","3.473022937774658","3.473022937774658"
"2429","26.90921401977539","26.90921401977539","26.90921401977539","7.759617805480957","7.759617805480957","7.759617805480957","3.3915226459503174","3.3915226459503174","3.3915226459503174"
"2459","19.001174926757812","19.001174926757812","19.001174926757812","7.274817943572998","7.274817943572998","7.274817943572998","3.4783101081848145","3.4783101081848145","3.4783101081848145"
"2489","25.568466186523438","25.568466186523438","25.568466186523438","8.361040115356445","8.361040115356445","8.361040115356445","3.3172993659973145","3.3172993659973145","3.3172993659973145"
"2519","28.042736053466797","28.042736053466797","28.042736053466797","9.633891105651855","9.633891105651855","9.633891105651855","3.319993734359741","3.319993734359741","3.319993734359741"
"2549","25.23929214477539","25.23929214477539","25.23929214477539","9.63149356842041","9.63149356842041","9.63149356842041","3.404278516769409","3.404278516769409","3.404278516769409"
"2579","28.907875061035156","28.907875061035156","28.907875061035156","33.02571105957031","33.02571105957031","33.02571105957031","3.1872451305389404","3.1872451305389404","3.1872451305389404"
"2609","23.147279739379883","23.147279739379883","23.147279739379883","6.940274715423584","6.940274715423584","6.940274715423584","3.147243022918701","3.147243022918701","3.147243022918701"
"2639","22.611507415771484","22.611507415771484","22.611507415771484","6.705906391143799","6.705906391143799","6.705906391143799","3.1409976482391357","3.1409976482391357","3.1409976482391357"
"2669","26.587270736694336","26.587270736694336","26.587270736694336","8.803174018859863","8.803174018859863","8.803174018859863","3.1393656730651855","3.1393656730651855","3.1393656730651855"
"2699","24.784114837646484","24.784114837646484","24.784114837646484","7.755582332611084","7.755582332611084","7.755582332611084","3.1995010375976562","3.1995010375976562","3.1995010375976562"
"2729","25.96355628967285","25.96355628967285","25.96355628967285","9.844613075256348","9.844613075256348","9.844613075256348","3.0378148555755615","3.0378148555755615","3.0378148555755615"
"2759","20.79813003540039","20.79813003540039","20.79813003540039","6.5003790855407715","6.5003790855407715","6.5003790855407715","3.12365460395813","3.12365460395813","3.12365460395813"
"2789","20.588973999023438","20.588973999023438","20.588973999023438","7.003520488739014","7.003520488739014","7.003520488739014","3.298992872238159","3.298992872238159","3.298992872238159"
"2819","18.322162628173828","18.322162628173828","18.322162628173828","6.157704830169678","6.157704830169678","6.157704830169678","2.9096460342407227","2.9096460342407227","2.9096460342407227"
"2849","23.859254837036133","23.859254837036133","23.859254837036133","9.328987121582031","9.328987121582031","9.328987121582031","3.2439043521881104","3.2439043521881104","3.2439043521881104"
"2879","27.459983825683594","27.459983825683594","27.459983825683594","31.597028732299805","31.597028732299805","31.597028732299805","2.9547135829925537","2.9547135829925537","2.9547135829925537"
"2909","18.308353424072266","18.308353424072266","18.308353424072266","6.002580642700195","6.002580642700195","6.002580642700195","3.1437859535217285","3.1437859535217285","3.1437859535217285"
"2939","13.714613914489746","13.714613914489746","13.714613914489746","4.223932266235352","4.223932266235352","4.223932266235352","3.0636448860168457","3.0636448860168457","3.0636448860168457"
"2969","28.583515167236328","28.583515167236328","28.583515167236328","31.744619369506836","31.744619369506836","31.744619369506836","3.0963962078094482","3.0963962078094482","3.0963962078094482"
"2999","10.9150972366333","10.9150972366333","10.9150972366333","4.737392902374268","4.737392902374268","4.737392902374268","3.2493066787719727","3.2493066787719727","3.2493066787719727"
"3029","27.420814514160156","27.420814514160156","27.420814514160156","33.77865982055664","33.77865982055664","33.77865982055664","3.1697702407836914","3.1697702407836914","3.1697702407836914"
"3059","21.72113800048828","21.72113800048828","21.72113800048828","6.991860389709473","6.991860389709473","6.991860389709473","2.988699197769165","2.988699197769165","2.988699197769165"
"3089","15.272482872009277","15.272482872009277","15.272482872009277","5.129585266113281","5.129585266113281","5.129585266113281","2.9571492671966553","2.9571492671966553","2.9571492671966553"
"3119","22.004072189331055","22.004072189331055","22.004072189331055","6.778569221496582","6.778569221496582","6.778569221496582","3.2466845512390137","3.2466845512390137","3.2466845512390137"
"3149","13.454473495483398","13.454473495483398","13.454473495483398","5.499809265136719","5.499809265136719","5.499809265136719","2.998528480529785","2.998528480529785","2.998528480529785"
"3179","16.234338760375977","16.234338760375977","16.234338760375977","5.008991241455078","5.008991241455078","5.008991241455078","3.2701964378356934","3.2701964378356934","3.2701964378356934"
"3209","23.28126335144043","23.28126335144043","23.28126335144043","7.3222975730896","7.3222975730896","7.3222975730896","3.232982635498047","3.232982635498047","3.232982635498047"
"3239","19.794876098632812","19.794876098632812","19.794876098632812","7.513339042663574","7.513339042663574","7.513339042663574","2.9195330142974854","2.9195330142974854","2.9195330142974854"
"3269","22.26102638244629","22.26102638244629","22.26102638244629","7.0184783935546875","7.0184783935546875","7.0184783935546875","3.014493703842163","3.014493703842163","3.014493703842163"
"3299","17.014755249023438","17.014755249023438","17.014755249023438","6.004250526428223","6.004250526428223","6.004250526428223","2.817932605743408","2.817932605743408","2.817932605743408"
"3329","19.2521915435791","19.2521915435791","19.2521915435791","6.117266654968262","6.117266654968262","6.117266654968262","2.878887176513672","2.878887176513672","2.878887176513672"
"3359","19.726701736450195","19.726701736450195","19.726701736450195","6.9009904861450195","6.9009904861450195","6.9009904861450195","2.875777244567871","2.875777244567871","2.875777244567871"
"3389","6.771504878997803","6.771504878997803","6.771504878997803","3.7092278003692627","3.7092278003692627","3.7092278003692627","2.874511957168579","2.874511957168579","2.874511957168579"
"3419","20.473310470581055","20.473310470581055","20.473310470581055","5.670114040374756","5.670114040374756","5.670114040374756","2.855445384979248","2.855445384979248","2.855445384979248"
"3449","14.894418716430664","14.894418716430664","14.894418716430664","5.169534683227539","5.169534683227539","5.169534683227539","2.8276727199554443","2.8276727199554443","2.8276727199554443"
"3479","17.211666107177734","17.211666107177734","17.211666107177734","5.221911430358887","5.221911430358887","5.221911430358887","3.0652716159820557","3.0652716159820557","3.0652716159820557"
"3509","23.053382873535156","23.053382873535156","23.053382873535156","28.569480895996094","28.569480895996094","28.569480895996094","2.907205820083618","2.907205820083618","2.907205820083618"
"3539","21.539350509643555","21.539350509643555","21.539350509643555","7.367664813995361","7.367664813995361","7.367664813995361","2.933398962020874","2.933398962020874","2.933398962020874"
"3569","14.081788063049316","14.081788063049316","14.081788063049316","4.693429946899414","4.693429946899414","4.693429946899414","2.731675148010254","2.731675148010254","2.731675148010254"
"3599","16.042726516723633","16.042726516723633","16.042726516723633","5.585406303405762","5.585406303405762","5.585406303405762","3.0640547275543213","3.0640547275543213","3.0640547275543213"
"3629","7.205536842346191","7.205536842346191","7.205536842346191","3.5366530418395996","3.5366530418395996","3.5366530418395996","2.785602331161499","2.785602331161499","2.785602331161499"
"3659","19.82363510131836","19.82363510131836","19.82363510131836","28.36028289794922","28.36028289794922","28.36028289794922","2.906115770339966","2.906115770339966","2.906115770339966"
"3689","4.005046367645264","4.005046367645264","4.005046367645264","2.916931629180908","2.916931629180908","2.916931629180908","2.757688283920288","2.757688283920288","2.757688283920288"
"3719","11.027936935424805","11.027936935424805","11.027936935424805","4.122842788696289","4.122842788696289","4.122842788696289","2.813243865966797","2.813243865966797","2.813243865966797"
"3749","3.7333805561065674","3.7333805561065674","3.7333805561065674","2.8930492401123047","2.8930492401123047","2.8930492401123047","2.741429090499878","2.741429090499878","2.741429090499878"
"3779","13.892291069030762","13.892291069030762","13.892291069030762","5.6663665771484375","5.6663665771484375","5.6663665771484375","3.0597612857818604","3.0597612857818604","3.0597612857818604"
"3809","14.43920612335205","14.43920612335205","14.43920612335205","5.608821868896484","5.608821868896484","5.608821868896484","2.678689479827881","2.678689479827881","2.678689479827881"
"3839","8.977560997009277","8.977560997009277","8.977560997009277","4.052986145019531","4.052986145019531","4.052986145019531","2.7081820964813232","2.7081820964813232","2.7081820964813232"
"3869","21.597360610961914","21.597360610961914","21.597360610961914","27.250532150268555","27.250532150268555","27.250532150268555","2.946880340576172","2.946880340576172","2.946880340576172"
"3899","17.825048446655273","17.825048446655273","17.825048446655273","6.1869730949401855","6.1869730949401855","6.1869730949401855","2.7610409259796143","2.7610409259796143","2.7610409259796143"
"3929","11.777043342590332","11.777043342590332","11.777043342590332","4.6366705894470215","4.6366705894470215","4.6366705894470215","3.0660741329193115","3.0660741329193115","3.0660741329193115"
"3959","9.660745620727539","9.660745620727539","9.660745620727539","4.733515739440918","4.733515739440918","4.733515739440918","2.8837976455688477","2.8837976455688477","2.8837976455688477"
"3989","11.799782752990723","11.799782752990723","11.799782752990723","3.596446990966797","3.596446990966797","3.596446990966797","2.7024407386779785","2.7024407386779785","2.7024407386779785"
"4019","17.152782440185547","17.152782440185547","17.152782440185547","26.246191024780273","26.246191024780273","26.246191024780273","2.7646543979644775","2.7646543979644775","2.7646543979644775"
"4049","6.56988000869751","6.56988000869751","6.56988000869751","3.308234691619873","3.308234691619873","3.308234691619873","2.5878472328186035","2.5878472328186035","2.5878472328186035"
"4079","16.554018020629883","16.554018020629883","16.554018020629883","6.448528289794922","6.448528289794922","6.448528289794922","2.737257242202759","2.737257242202759","2.737257242202759"
"4109","18.431936264038086","18.431936264038086","18.431936264038086","6.661827087402344","6.661827087402344","6.661827087402344","2.7001962661743164","2.7001962661743164","2.7001962661743164"
"4139","17.81725311279297","17.81725311279297","17.81725311279297","6.400026798248291","6.400026798248291","6.400026798248291","2.7162652015686035","2.7162652015686035","2.7162652015686035"
"4169","15.03271484375","15.03271484375","15.03271484375","4.58554744720459","4.58554744720459","4.58554744720459","2.7423510551452637","2.7423510551452637","2.7423510551452637"
"4199","10.378129959106445","10.378129959106445","10.378129959106445","3.87760853767395","3.87760853767395","3.87760853767395","2.548513650894165","2.548513650894165","2.548513650894165"
"4229","17.896276473999023","17.896276473999023","17.896276473999023","6.885135173797607","6.885135173797607","6.885135173797607","2.8266100883483887","2.8266100883483887","2.8266100883483887"
"4259","3.2377498149871826","3.2377498149871826","3.2377498149871826","2.91123104095459","2.91123104095459","2.91123104095459","2.6719255447387695","2.6719255447387695","2.6719255447387695"
"4289","3.2259535789489746","3.2259535789489746","3.2259535789489746","2.8631231784820557","2.8631231784820557","2.8631231784820557","2.5595240592956543","2.5595240592956543","2.5595240592956543"
"4319","3.331472158432007","3.331472158432007","3.331472158432007","2.9370737075805664","2.9370737075805664","2.9370737075805664","2.7482011318206787","2.7482011318206787","2.7482011318206787"
"4349","3.1913554668426514","3.1913554668426514","3.1913554668426514","2.859362840652466","2.859362840652466","2.859362840652466","2.73880934715271","2.73880934715271","2.73880934715271"
"4379","13.996810913085938","13.996810913085938","13.996810913085938","24.978517532348633","24.978517532348633","24.978517532348633","2.568773031234741","2.568773031234741","2.568773031234741"
"4409","3.1000585556030273","3.1000585556030273","3.1000585556030273","2.884964942932129","2.884964942932129","2.884964942932129","2.607011079788208","2.607011079788208","2.607011079788208"
"4439","8.401885986328125","8.401885986328125","8.401885986328125","4.013890743255615","4.013890743255615","4.013890743255615","2.557448148727417","2.557448148727417","2.557448148727417"
"4469","3.3811089992523193","3.3811089992523193","3.3811089992523193","2.942918062210083","2.942918062210083","2.942918062210083","2.72060489654541","2.72060489654541","2.72060489654541"
"4499","12.323068618774414","12.323068618774414","12.323068618774414","24.61971092224121","24.61971092224121","24.61971092224121","2.6897823810577393","2.6897823810577393","2.6897823810577393"
"4529","5.630629062652588","5.630629062652588","5.630629062652588","3.2993083000183105","3.2993083000183105","3.2993083000183105","2.384026527404785","2.384026527404785","2.384026527404785"
"4559","14.697731971740723","14.697731971740723","14.697731971740723","4.630257606506348","4.630257606506348","4.630257606506348","2.5879602432250977","2.5879602432250977","2.5879602432250977"
"4589","3.5731847286224365","3.5731847286224365","3.5731847286224365","3.207017660140991","3.207017660140991","3.207017660140991","2.81652569770813","2.81652569770813","2.81652569770813"
"4619","3.1890738010406494","3.1890738010406494","3.1890738010406494","2.903843402862549","2.903843402862549","2.903843402862549","2.674924850463867","2.674924850463867","2.674924850463867"
"4649","10.466033935546875","10.466033935546875","10.466033935546875","24.044750213623047","24.044750213623047","24.044750213623047","2.4314138889312744","2.4314138889312744","2.4314138889312744"
"4679","6.52110481262207","6.52110481262207","6.52110481262207","3.2647039890289307","3.2647039890289307","3.2647039890289307","2.5467398166656494","2.5467398166656494","2.5467398166656494"
"4709","9.959883689880371","9.959883689880371","9.959883689880371","4.092126369476318","4.092126369476318","4.092126369476318","2.4398863315582275","2.4398863315582275","2.4398863315582275"
"4739","18.505983352661133","18.505983352661133","18.505983352661133","6.896006107330322","6.896006107330322","6.896006107330322","2.8152496814727783","2.8152496814727783","2.8152496814727783"
"4769","17.33885383605957","17.33885383605957","17.33885383605957","6.312289237976074","6.312289237976074","6.312289237976074","2.463853597640991","2.463853597640991","2.463853597640991"
"4799","7.2243804931640625","7.2243804931640625","7.2243804931640625","3.519925832748413","3.519925832748413","3.519925832748413","2.5619640350341797","2.5619640350341797","2.5619640350341797"
"4829","7.270907878875732","7.270907878875732","7.270907878875732","3.1350605487823486","3.1350605487823486","3.1350605487823486","2.485783100128174","2.485783100128174","2.485783100128174"
"4859","2.7848098278045654","2.7848098278045654","2.7848098278045654","2.612366199493408","2.612366199493408","2.612366199493408","2.3808529376983643","2.3808529376983643","2.3808529376983643"
"4889","2.992424964904785","2.992424964904785","2.992424964904785","2.75925612449646","2.75925612449646","2.75925612449646","2.4503653049468994","2.4503653049468994","2.4503653049468994"
"4919","14.866954803466797","14.866954803466797","14.866954803466797","23.094526290893555","23.094526290893555","23.094526290893555","2.504833936691284","2.504833936691284","2.504833936691284"
"4949","2.8506710529327393","2.8506710529327393","2.8506710529327393","2.7444896697998047","2.7444896697998047","2.7444896697998047","2.4104630947113037","2.4104630947113037","2.4104630947113037"
"4979","2.8457067012786865","2.8457067012786865","2.8457067012786865","2.816495656967163","2.816495656967163","2.816495656967163","2.5792477130889893","2.5792477130889893","2.5792477130889893"
