"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"569","6.74423885345459","6.74423885345459","6.74423885345459","4.583624362945557","4.583624362945557","4.583624362945557","5.369797229766846","5.369797229766846","5.369797229766846"
"599","7.158170223236084","7.158170223236084","7.158170223236084","4.3843817710876465","4.3843817710876465","4.3843817710876465","5.115172386169434","5.115172386169434","5.115172386169434"
"629","7.525877952575684","7.525877952575684","7.525877952575684","4.561039924621582","4.561039924621582","4.561039924621582","5.06331729888916","5.06331729888916","5.06331729888916"
"659","8.962248802185059","8.962248802185059","8.962248802185059","4.61871862411499","4.61871862411499","4.61871862411499","5.040987014770508","5.040987014770508","5.040987014770508"
"689","29.47688865661621","29.47688865661621","29.47688865661621","24.408565521240234","24.408565521240234","24.408565521240234","5.033712863922119","5.033712863922119","5.033712863922119"
"719","7.41680908203125","7.41680908203125","7.41680908203125","4.563616752624512","4.563616752624512","4.563616752624512","5.07363748550415","5.07363748550415","5.07363748550415"
"749","7.425260543823242","7.425260543823242","7.425260543823242","4.618887424468994","4.618887424468994","4.618887424468994","5.049921035766602","5.049921035766602","5.049921035766602"
"779","7.367334842681885","7.367334842681885","7.367334842681885","4.309570789337158","4.309570789337158","4.309570789337158","4.7282843589782715","4.7282843589782715","4.7282843589782715"
"809","27.703739166259766","27.703739166259766","27.703739166259766","23.099700927734375","23.099700927734375","23.099700927734375","4.639914035797119","4.639914035797119","4.639914035797119"
"839","6.990304946899414","6.990304946899414","6.990304946899414","4.312114715576172","4.312114715576172","4.312114715576172","4.822280406951904","4.822280406951904","4.822280406951904"
"869","27.19881820678711","27.19881820678711","27.19881820678711","22.09163475036621","22.09163475036621","22.09163475036621","4.716263771057129","4.716263771057129","4.716263771057129"
"899","6.836771011352539","6.836771011352539","6.836771011352539","4.400742530822754","4.400742530822754","4.400742530822754","4.594616413116455","4.594616413116455","4.594616413116455"
"929","7.004548072814941","7.004548072814941","7.004548072814941","4.060335636138916","4.060335636138916","4.060335636138916","4.454706192016602","4.454706192016602","4.454706192016602"
"959","10.55722427368164","10.55722427368164","10.55722427368164","17.221935272216797","17.221935272216797","17.221935272216797","4.5164642333984375","4.5164642333984375","4.5164642333984375"
"989","8.85397720336914","8.85397720336914","8.85397720336914","4.398512840270996","4.398512840270996","4.398512840270996","4.400845050811768","4.400845050811768","4.400845050811768"
"1019","28.559701919555664","28.559701919555664","28.559701919555664","20.574499130249023","20.574499130249023","20.574499130249023","4.301266670227051","4.301266670227051","4.301266670227051"
"1049","8.885229110717773","8.885229110717773","8.885229110717773","4.2794952392578125","4.2794952392578125","4.2794952392578125","4.300980567932129","4.300980567932129","4.300980567932129"
"1079","9.491531372070312","9.491531372070312","9.491531372070312","4.484515190124512","4.484515190124512","4.484515190124512","4.209100723266602","4.209100723266602","4.209100723266602"
"1109","27.030452728271484","27.030452728271484","27.030452728271484","19.143871307373047","19.143871307373047","19.143871307373047","4.249646186828613","4.249646186828613","4.249646186828613"
"1139","8.09659481048584","8.09659481048584","8.09659481048584","4.1350226402282715","4.1350226402282715","4.1350226402282715","4.2062530517578125","4.2062530517578125","4.2062530517578125"
"1169","7.2321600914001465","7.2321600914001465","7.2321600914001465","4.217462062835693","4.217462062835693","4.217462062835693","4.229733943939209","4.229733943939209","4.229733943939209"
"1199","7.959407806396484","7.959407806396484","7.959407806396484","4.333442687988281","4.333442687988281","4.333442687988281","4.267979621887207","4.267979621887207","4.267979621887207"
"1229","27.910160064697266","27.910160064697266","27.910160064697266","18.243854522705078","18.243854522705078","18.243854522705078","4.085289001464844","4.085289001464844","4.085289001464844"
"1259","7.960667610168457","7.960667610168457","7.960667610168457","4.135092735290527","4.135092735290527","4.135092735290527","4.014492511749268","4.014492511749268","4.014492511749268"
"1289","8.36350154876709","8.36350154876709","8.36350154876709","4.393626689910889","4.393626689910889","4.393626689910889","4.1721014976501465","4.1721014976501465","4.1721014976501465"
"1319","14.139130592346191","14.139130592346191","14.139130592346191","14.458427429199219","14.458427429199219","14.458427429199219","4.017317295074463","4.017317295074463","4.017317295074463"
"1349","8.05823802947998","8.05823802947998","8.05823802947998","4.203322410583496","4.203322410583496","4.203322410583496","3.9236819744110107","3.9236819744110107","3.9236819744110107"
"1379","8.609659194946289","8.609659194946289","8.609659194946289","3.8145415782928467","3.8145415782928467","3.8145415782928467","3.8749547004699707","3.8749547004699707","3.8749547004699707"
"1409","7.612224578857422","7.612224578857422","7.612224578857422","4.182344913482666","4.182344913482666","4.182344913482666","3.955174684524536","3.955174684524536","3.955174684524536"
"1439","6.904341697692871","6.904341697692871","6.904341697692871","3.718770742416382","3.718770742416382","3.718770742416382","3.7335798740386963","3.7335798740386963","3.7335798740386963"
"1469","6.590875148773193","6.590875148773193","6.590875148773193","4.022167205810547","4.022167205810547","4.022167205810547","3.80376935005188","3.80376935005188","3.80376935005188"
"1499","7.308882236480713","7.308882236480713","7.308882236480713","3.8020293712615967","3.8020293712615967","3.8020293712615967","3.833366632461548","3.833366632461548","3.833366632461548"
"1529","8.147371292114258","8.147371292114258","8.147371292114258","4.258539199829102","4.258539199829102","4.258539199829102","4.022304058074951","4.022304058074951","4.022304058074951"
"1559","8.01624870300293","8.01624870300293","8.01624870300293","3.7102949619293213","3.7102949619293213","3.7102949619293213","3.9572973251342773","3.9572973251342773","3.9572973251342773"
"1589","8.209845542907715","8.209845542907715","8.209845542907715","4.072118282318115","4.072118282318115","4.072118282318115","3.809340238571167","3.809340238571167","3.809340238571167"
"1619","12.119062423706055","12.119062423706055","12.119062423706055","11.208958625793457","11.208958625793457","11.208958625793457","3.84476900100708","3.84476900100708","3.84476900100708"
"1649","14.639803886413574","14.639803886413574","14.639803886413574","10.951983451843262","10.951983451843262","10.951983451843262","3.701935291290283","3.701935291290283","3.701935291290283"
"1679","9.613564491271973","9.613564491271973","9.613564491271973","3.8718364238739014","3.8718364238739014","3.8718364238739014","3.8055830001831055","3.8055830001831055","3.8055830001831055"
"1709","9.671182632446289","9.671182632446289","9.671182632446289","3.8344500064849854","3.8344500064849854","3.8344500064849854","3.502048969268799","3.502048969268799","3.502048969268799"
"1739","8.561279296875","8.561279296875","8.561279296875","3.7350707054138184","3.7350707054138184","3.7350707054138184","3.800110340118408","3.800110340118408","3.800110340118408"
"1769","7.888277530670166","7.888277530670166","7.888277530670166","3.5536258220672607","3.5536258220672607","3.5536258220672607","3.645714521408081","3.645714521408081","3.645714521408081"
"1799","7.554897785186768","7.554897785186768","7.554897785186768","3.3907999992370605","3.3907999992370605","3.3907999992370605","3.560281991958618","3.560281991958618","3.560281991958618"
"1829","7.733304500579834","7.733304500579834","7.733304500579834","3.52593994140625","3.52593994140625","3.52593994140625","3.580118417739868","3.580118417739868","3.580118417739868"
"1859","7.325273036956787","7.325273036956787","7.325273036956787","3.533452033996582","3.533452033996582","3.533452033996582","3.677820920944214","3.677820920944214","3.677820920944214"
"1889","8.568617820739746","8.568617820739746","8.568617820739746","3.2448437213897705","3.2448437213897705","3.2448437213897705","3.4080629348754883","3.4080629348754883","3.4080629348754883"
"1919","12.120753288269043","12.120753288269043","12.120753288269043","8.820554733276367","8.820554733276367","8.820554733276367","3.6024796962738037","3.6024796962738037","3.6024796962738037"
"1949","8.968629837036133","8.968629837036133","8.968629837036133","3.450946569442749","3.450946569442749","3.450946569442749","3.405748128890991","3.405748128890991","3.405748128890991"
"1979","8.83719539642334","8.83719539642334","8.83719539642334","3.8557369709014893","3.8557369709014893","3.8557369709014893","3.4846067428588867","3.4846067428588867","3.4846067428588867"
"2009","9.15824031829834","9.15824031829834","9.15824031829834","3.9905364513397217","3.9905364513397217","3.9905364513397217","3.717503309249878","3.717503309249878","3.717503309249878"
"2039","8.51345443725586","8.51345443725586","8.51345443725586","3.2496044635772705","3.2496044635772705","3.2496044635772705","3.4113988876342773","3.4113988876342773","3.4113988876342773"
"2069","7.925477504730225","7.925477504730225","7.925477504730225","3.4353556632995605","3.4353556632995605","3.4353556632995605","3.3001415729522705","3.3001415729522705","3.3001415729522705"
"2099","7.149145126342773","7.149145126342773","7.149145126342773","3.3531322479248047","3.3531322479248047","3.3531322479248047","3.346932888031006","3.346932888031006","3.346932888031006"
"2129","8.48949909210205","8.48949909210205","8.48949909210205","3.0556273460388184","3.0556273460388184","3.0556273460388184","3.2783684730529785","3.2783684730529785","3.2783684730529785"
"2159","6.219559192657471","6.219559192657471","6.219559192657471","3.1224212646484375","3.1224212646484375","3.1224212646484375","3.2979800701141357","3.2979800701141357","3.2979800701141357"
"2189","8.288165092468262","8.288165092468262","8.288165092468262","3.3523714542388916","3.3523714542388916","3.3523714542388916","3.3557519912719727","3.3557519912719727","3.3557519912719727"
"2219","8.09194278717041","8.09194278717041","8.09194278717041","3.679236650466919","3.679236650466919","3.679236650466919","3.45042085647583","3.45042085647583","3.45042085647583"
"2249","9.049278259277344","9.049278259277344","9.049278259277344","3.503615379333496","3.503615379333496","3.503615379333496","3.4778695106506348","3.4778695106506348","3.4778695106506348"
"2279","81.1932144165039","81.1932144165039","81.1932144165039","44.70701599121094","44.70701599121094","44.70701599121094","33.527339935302734","33.527339935302734","33.527339935302734"
"2309","7.910370349884033","7.910370349884033","7.910370349884033","2.9388439655303955","2.9388439655303955","2.9388439655303955","3.103132963180542","3.103132963180542","3.103132963180542"
"2339","11.301872253417969","11.301872253417969","11.301872253417969","6.608824729919434","6.608824729919434","6.608824729919434","3.3716001510620117","3.3716001510620117","3.3716001510620117"
"2369","11.222944259643555","11.222944259643555","11.222944259643555","6.445321083068848","6.445321083068848","6.445321083068848","3.215304136276245","3.215304136276245","3.215304136276245"
"2399","10.395490646362305","10.395490646362305","10.395490646362305","6.261341571807861","6.261341571807861","6.261341571807861","3.3841679096221924","3.3841679096221924","3.3841679096221924"
"2429","6.499237537384033","6.499237537384033","6.499237537384033","2.8013813495635986","2.8013813495635986","2.8013813495635986","3.243879556655884","3.243879556655884","3.243879556655884"
"2459","3.1028664112091064","3.1028664112091064","3.1028664112091064","2.6379294395446777","2.6379294395446777","2.6379294395446777","3.3855361938476562","3.3855361938476562","3.3855361938476562"
"2489","6.739646911621094","6.739646911621094","6.739646911621094","2.926487922668457","2.926487922668457","2.926487922668457","3.2642199993133545","3.2642199993133545","3.2642199993133545"
"2519","7.088703632354736","7.088703632354736","7.088703632354736","3.2127020359039307","3.2127020359039307","3.2127020359039307","3.1388468742370605","3.1388468742370605","3.1388468742370605"
"2549","6.587978363037109","6.587978363037109","6.587978363037109","3.1087024211883545","3.1087024211883545","3.1087024211883545","3.205845355987549","3.205845355987549","3.205845355987549"
"2579","8.003881454467773","8.003881454467773","8.003881454467773","4.930442810058594","4.930442810058594","4.930442810058594","3.0693325996398926","3.0693325996398926","3.0693325996398926"
"2609","5.495997905731201","5.495997905731201","5.495997905731201","2.5304605960845947","2.5304605960845947","2.5304605960845947","3.1105217933654785","3.1105217933654785","3.1105217933654785"
"2639","5.631651401519775","5.631651401519775","5.631651401519775","2.7272512912750244","2.7272512912750244","2.7272512912750244","3.0906732082366943","3.0906732082366943","3.0906732082366943"
"2669","7.692224502563477","7.692224502563477","7.692224502563477","2.773263692855835","2.773263692855835","2.773263692855835","3.0419952869415283","3.0419952869415283","3.0419952869415283"
"2699","6.6742401123046875","6.6742401123046875","6.6742401123046875","2.5521881580352783","2.5521881580352783","2.5521881580352783","3.0879907608032227","3.0879907608032227","3.0879907608032227"
"2729","7.493147373199463","7.493147373199463","7.493147373199463","3.0188512802124023","3.0188512802124023","3.0188512802124023","3.0049731731414795","3.0049731731414795","3.0049731731414795"
"2759","5.217983245849609","5.217983245849609","5.217983245849609","2.612851619720459","2.612851619720459","2.612851619720459","3.046271800994873","3.046271800994873","3.046271800994873"
"2789","5.794915676116943","5.794915676116943","5.794915676116943","2.770735740661621","2.770735740661621","2.770735740661621","3.0518438816070557","3.0518438816070557","3.0518438816070557"
"2819","4.101220607757568","4.101220607757568","4.101220607757568","2.394279956817627","2.394279956817627","2.394279956817627","2.918656587600708","2.918656587600708","2.918656587600708"
"2849","7.150654315948486","7.150654315948486","7.150654315948486","2.892406463623047","2.892406463623047","2.892406463623047","2.9987874031066895","2.9987874031066895","2.9987874031066895"
"2879","6.619904518127441","6.619904518127441","6.619904518127441","4.146311283111572","4.146311283111572","4.146311283111572","2.9676363468170166","2.9676363468170166","2.9676363468170166"
"2909","4.959652423858643","4.959652423858643","4.959652423858643","2.592792272567749","2.592792272567749","2.592792272567749","3.1019814014434814","3.1019814014434814","3.1019814014434814"
"2939","4.620034694671631","4.620034694671631","4.620034694671631","2.3932337760925293","2.3932337760925293","2.3932337760925293","3.015148162841797","3.015148162841797","3.015148162841797"
"2969","7.493449687957764","7.493449687957764","7.493449687957764","4.005605697631836","4.005605697631836","4.005605697631836","2.9531376361846924","2.9531376361846924","2.9531376361846924"
"2999","2.85874342918396","2.85874342918396","2.85874342918396","2.2919647693634033","2.2919647693634033","2.2919647693634033","2.985405445098877","2.985405445098877","2.985405445098877"
"3029","5.074381351470947","5.074381351470947","5.074381351470947","4.032528400421143","4.032528400421143","4.032528400421143","2.9677348136901855","2.9677348136901855","2.9677348136901855"
"3059","6.086942195892334","6.086942195892334","6.086942195892334","2.426058292388916","2.426058292388916","2.426058292388916","2.8931193351745605","2.8931193351745605","2.8931193351745605"
"3089","3.649233341217041","3.649233341217041","3.649233341217041","2.345999002456665","2.345999002456665","2.345999002456665","2.799886703491211","2.799886703491211","2.799886703491211"
"3119","5.616893291473389","5.616893291473389","5.616893291473389","2.7478251457214355","2.7478251457214355","2.7478251457214355","3.112046480178833","3.112046480178833","3.112046480178833"
"3149","4.226356506347656","4.226356506347656","4.226356506347656","2.53678560256958","2.53678560256958","2.53678560256958","2.9197235107421875","2.9197235107421875","2.9197235107421875"
"3179","4.487969875335693","4.487969875335693","4.487969875335693","2.293696641921997","2.293696641921997","2.293696641921997","3.0022289752960205","3.0022289752960205","3.0022289752960205"
"3209","5.150976657867432","5.150976657867432","5.150976657867432","2.576920509338379","2.576920509338379","2.576920509338379","2.9559245109558105","2.9559245109558105","2.9559245109558105"
"3239","5.397622108459473","5.397622108459473","5.397622108459473","2.394744396209717","2.394744396209717","2.394744396209717","2.721095561981201","2.721095561981201","2.721095561981201"
"3269","6.459400653839111","6.459400653839111","6.459400653839111","2.56250262260437","2.56250262260437","2.56250262260437","2.879173755645752","2.879173755645752","2.879173755645752"
"3299","4.024515151977539","4.024515151977539","4.024515151977539","2.5059609413146973","2.5059609413146973","2.5059609413146973","2.8289735317230225","2.8289735317230225","2.8289735317230225"
"3329","4.943062782287598","4.943062782287598","4.943062782287598","2.293412685394287","2.293412685394287","2.293412685394287","2.772263765335083","2.772263765335083","2.772263765335083"
"3359","4.614509582519531","4.614509582519531","4.614509582519531","2.334911584854126","2.334911584854126","2.334911584854126","2.820326089859009","2.820326089859009","2.820326089859009"
"3389","2.483290910720825","2.483290910720825","2.483290910720825","2.1237728595733643","2.1237728595733643","2.1237728595733643","2.7189223766326904","2.7189223766326904","2.7189223766326904"
"3419","5.935763835906982","5.935763835906982","5.935763835906982","2.24210786819458","2.24210786819458","2.24210786819458","2.789055109024048","2.789055109024048","2.789055109024048"
"3449","3.4604954719543457","3.4604954719543457","3.4604954719543457","2.176698923110962","2.176698923110962","2.176698923110962","2.7493295669555664","2.7493295669555664","2.7493295669555664"
"3479","4.4623122215271","4.4623122215271","4.4623122215271","2.175241708755493","2.175241708755493","2.175241708755493","2.8249351978302","2.8249351978302","2.8249351978302"
"3509","6.35405158996582","6.35405158996582","6.35405158996582","3.2065374851226807","3.2065374851226807","3.2065374851226807","2.8168704509735107","2.8168704509735107","2.8168704509735107"
"3539","5.379637241363525","5.379637241363525","5.379637241363525","2.328279495239258","2.328279495239258","2.328279495239258","2.636500120162964","2.636500120162964","2.636500120162964"
"3569","3.8395869731903076","3.8395869731903076","3.8395869731903076","2.1715025901794434","2.1715025901794434","2.1715025901794434","2.6522064208984375","2.6522064208984375","2.6522064208984375"
"3599","4.288694381713867","4.288694381713867","4.288694381713867","2.0917556285858154","2.0917556285858154","2.0917556285858154","2.60823655128479","2.60823655128479","2.60823655128479"
"3629","2.4289298057556152","2.4289298057556152","2.4289298057556152","1.9957002401351929","1.9957002401351929","1.9957002401351929","2.6945691108703613","2.6945691108703613","2.6945691108703613"
"3659","3.949963331222534","3.949963331222534","3.949963331222534","2.894573211669922","2.894573211669922","2.894573211669922","2.7627596855163574","2.7627596855163574","2.7627596855163574"
"3689","2.220158815383911","2.220158815383911","2.220158815383911","2.032259702682495","2.032259702682495","2.032259702682495","2.7630767822265625","2.7630767822265625","2.7630767822265625"
"3719","2.981807231903076","2.981807231903076","2.981807231903076","2.0643715858459473","2.0643715858459473","2.0643715858459473","2.797624111175537","2.797624111175537","2.797624111175537"
"3749","2.2005043029785156","2.2005043029785156","2.2005043029785156","1.9688252210617065","1.9688252210617065","1.9688252210617065","2.642167329788208","2.642167329788208","2.642167329788208"
"3779","4.327386856079102","4.327386856079102","4.327386856079102","2.273668050765991","2.273668050765991","2.273668050765991","2.5920042991638184","2.5920042991638184","2.5920042991638184"
"3809","3.5550224781036377","3.5550224781036377","3.5550224781036377","2.11210560798645","2.11210560798645","2.11210560798645","2.645780563354492","2.645780563354492","2.645780563354492"
"3839","2.3696959018707275","2.3696959018707275","2.3696959018707275","1.9309020042419434","1.9309020042419434","1.9309020042419434","2.5598649978637695","2.5598649978637695","2.5598649978637695"
"3869","5.039214134216309","5.039214134216309","5.039214134216309","2.842966318130493","2.842966318130493","2.842966318130493","2.7348055839538574","2.7348055839538574","2.7348055839538574"
"3899","4.213286876678467","4.213286876678467","4.213286876678467","2.0073180198669434","2.0073180198669434","2.0073180198669434","2.569956064224243","2.569956064224243","2.569956064224243"
"3929","3.6175551414489746","3.6175551414489746","3.6175551414489746","2.1303915977478027","2.1303915977478027","2.1303915977478027","2.767221212387085","2.767221212387085","2.767221212387085"
"3959","2.9813125133514404","2.9813125133514404","2.9813125133514404","2.110024929046631","2.110024929046631","2.110024929046631","2.748612880706787","2.748612880706787","2.748612880706787"
"3989","3.054791212081909","3.054791212081909","3.054791212081909","1.8156678676605225","1.8156678676605225","1.8156678676605225","2.499371290206909","2.499371290206909","2.499371290206909"
"4019","3.3410584926605225","3.3410584926605225","3.3410584926605225","2.6014211177825928","2.6014211177825928","2.6014211177825928","2.742061138153076","2.742061138153076","2.742061138153076"
"4049","2.107151746749878","2.107151746749878","2.107151746749878","1.8764948844909668","1.8764948844909668","1.8764948844909668","2.529449939727783","2.529449939727783","2.529449939727783"
"4079","4.182818412780762","4.182818412780762","4.182818412780762","2.133229970932007","2.133229970932007","2.133229970932007","2.537259817123413","2.537259817123413","2.537259817123413"
"4109","4.570810317993164","4.570810317993164","4.570810317993164","2.142639636993408","2.142639636993408","2.142639636993408","2.543715238571167","2.543715238571167","2.543715238571167"
"4139","4.788270950317383","4.788270950317383","4.788270950317383","1.9996132850646973","1.9996132850646973","1.9996132850646973","2.524289131164551","2.524289131164551","2.524289131164551"
"4169","4.8164591789245605","4.8164591789245605","4.8164591789245605","1.922935128211975","1.922935128211975","1.922935128211975","2.521711587905884","2.521711587905884","2.521711587905884"
"4199","3.1326658725738525","3.1326658725738525","3.1326658725738525","1.7817879915237427","1.7817879915237427","1.7817879915237427","2.5247504711151123","2.5247504711151123","2.5247504711151123"
"4229","4.4015655517578125","4.4015655517578125","4.4015655517578125","1.9833736419677734","1.9833736419677734","1.9833736419677734","2.661543607711792","2.661543607711792","2.661543607711792"
"4259","2.148099422454834","2.148099422454834","2.148099422454834","1.7435195446014404","1.7435195446014404","1.7435195446014404","2.5337002277374268","2.5337002277374268","2.5337002277374268"
"4289","2.021876096725464","2.021876096725464","2.021876096725464","1.734488844871521","1.734488844871521","1.734488844871521","2.43990159034729","2.43990159034729","2.43990159034729"
"4319","1.895007848739624","1.895007848739624","1.895007848739624","1.6768065690994263","1.6768065690994263","1.6768065690994263","2.569326400756836","2.569326400756836","2.569326400756836"
"4349","2.0281124114990234","2.0281124114990234","2.0281124114990234","1.836597204208374","1.836597204208374","1.836597204208374","2.55061674118042","2.55061674118042","2.55061674118042"
"4379","2.496307849884033","2.496307849884033","2.496307849884033","2.2942888736724854","2.2942888736724854","2.2942888736724854","2.5270326137542725","2.5270326137542725","2.5270326137542725"
"4409","1.7408050298690796","1.7408050298690796","1.7408050298690796","1.6561022996902466","1.6561022996902466","1.6561022996902466","2.4732518196105957","2.4732518196105957","2.4732518196105957"
"4439","1.8832192420959473","1.8832192420959473","1.8832192420959473","1.7433995008468628","1.7433995008468628","1.7433995008468628","2.5121800899505615","2.5121800899505615","2.5121800899505615"
"4469","1.9603856801986694","1.9603856801986694","1.9603856801986694","1.688877820968628","1.688877820968628","1.688877820968628","2.564396619796753","2.564396619796753","2.564396619796753"
"4499","2.290449619293213","2.290449619293213","2.290449619293213","2.2101151943206787","2.2101151943206787","2.2101151943206787","2.5524742603302","2.5524742603302","2.5524742603302"
"4529","1.8380122184753418","1.8380122184753418","1.8380122184753418","1.6204237937927246","1.6204237937927246","1.6204237937927246","2.448220729827881","2.448220729827881","2.448220729827881"
"4559","2.6821799278259277","2.6821799278259277","2.6821799278259277","1.7667855024337769","1.7667855024337769","1.7667855024337769","2.4082183837890625","2.4082183837890625","2.4082183837890625"
"4589","2.0224504470825195","2.0224504470825195","2.0224504470825195","1.729600429534912","1.729600429534912","1.729600429534912","2.4924087524414062","2.4924087524414062","2.4924087524414062"
"4619","1.9966706037521362","1.9966706037521362","1.9966706037521362","1.5438698530197144","1.5438698530197144","1.5438698530197144","2.463484525680542","2.463484525680542","2.463484525680542"
"4649","2.0384738445281982","2.0384738445281982","2.0384738445281982","2.1051790714263916","2.1051790714263916","2.1051790714263916","2.4164175987243652","2.4164175987243652","2.4164175987243652"
"4679","2.490098476409912","2.490098476409912","2.490098476409912","1.6750657558441162","1.6750657558441162","1.6750657558441162","2.4578428268432617","2.4578428268432617","2.4578428268432617"
"4709","2.125305652618408","2.125305652618408","2.125305652618408","1.6487996578216553","1.6487996578216553","1.6487996578216553","2.425955057144165","2.425955057144165","2.425955057144165"
"4739","2.9910683631896973","2.9910683631896973","2.9910683631896973","1.804970622062683","1.804970622062683","1.804970622062683","2.537641763687134","2.537641763687134","2.537641763687134"
"4769","4.097358703613281","4.097358703613281","4.097358703613281","1.6931735277175903","1.6931735277175903","1.6931735277175903","2.349708080291748","2.349708080291748","2.349708080291748"
"4799","1.9401923418045044","1.9401923418045044","1.9401923418045044","1.6335030794143677","1.6335030794143677","1.6335030794143677","2.408271074295044","2.408271074295044","2.408271074295044"
"4829","1.963631272315979","1.963631272315979","1.963631272315979","1.574971318244934","1.574971318244934","1.574971318244934","2.368778944015503","2.368778944015503","2.368778944015503"
"4859","1.6777490377426147","1.6777490377426147","1.6777490377426147","1.6199393272399902","1.6199393272399902","1.6199393272399902","2.4225783348083496","2.4225783348083496","2.4225783348083496"
"4889","1.8998088836669922","1.8998088836669922","1.8998088836669922","1.5618871450424194","1.5618871450424194","1.5618871450424194","2.393296718597412","2.393296718597412","2.393296718597412"
