"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"569","47.14445877075195","47.14445877075195","47.14445877075195","18.891462326049805","18.891462326049805","18.891462326049805","6.344064235687256","6.344064235687256","6.344064235687256"
"599","51.230712890625","51.230712890625","51.230712890625","21.019298553466797","21.019298553466797","21.019298553466797","6.179643630981445","6.179643630981445","6.179643630981445"
"629","52.58382797241211","52.58382797241211","52.58382797241211","22.558427810668945","22.558427810668945","22.558427810668945","5.99127197265625","5.99127197265625","5.99127197265625"
"659","60.25490188598633","60.25490188598633","60.25490188598633","22.109596252441406","22.109596252441406","22.109596252441406","5.8301286697387695","5.8301286697387695","5.8301286697387695"
"689","58.3011589050293","58.3011589050293","58.3011589050293","57.74299621582031","57.74299621582031","57.74299621582031","5.726205825805664","5.726205825805664","5.726205825805664"
"719","55.36963653564453","55.36963653564453","55.36963653564453","22.4069766998291","22.4069766998291","22.4069766998291","5.699882507324219","5.699882507324219","5.699882507324219"
"749","48.44752883911133","48.44752883911133","48.44752883911133","19.249753952026367","19.249753952026367","19.249753952026367","5.470162868499756","5.470162868499756","5.470162868499756"
"779","52.76215744018555","52.76215744018555","52.76215744018555","19.324785232543945","19.324785232543945","19.324785232543945","5.003863334655762","5.003863334655762","5.003863334655762"
"809","56.7249641418457","56.7249641418457","56.7249641418457","56.6501350402832","56.6501350402832","56.6501350402832","4.89265251159668","4.89265251159668","4.89265251159668"
"839","49.78567123413086","49.78567123413086","49.78567123413086","20.401817321777344","20.401817321777344","20.401817321777344","4.944413185119629","4.944413185119629","4.944413185119629"
"869","54.68248748779297","54.68248748779297","54.68248748779297","55.41577911376953","55.41577911376953","55.41577911376953","4.8902974128723145","4.8902974128723145","4.8902974128723145"
"899","48.22601318359375","48.22601318359375","48.22601318359375","20.37051773071289","20.37051773071289","20.37051773071289","5.10725212097168","5.10725212097168","5.10725212097168"
"929","51.87946319580078","51.87946319580078","51.87946319580078","18.72392463684082","18.72392463684082","18.72392463684082","4.653772354125977","4.653772354125977","4.653772354125977"
"959","39.03321075439453","39.03321075439453","39.03321075439453","41.3535041809082","41.3535041809082","41.3535041809082","4.866932392120361","4.866932392120361","4.866932392120361"
"989","59.43821334838867","59.43821334838867","59.43821334838867","19.832483291625977","19.832483291625977","19.832483291625977","4.470036506652832","4.470036506652832","4.470036506652832"
"1019","59.03955078125","59.03955078125","59.03955078125","56.18832015991211","56.18832015991211","56.18832015991211","4.411271095275879","4.411271095275879","4.411271095275879"
"1049","51.06202697753906","51.06202697753906","51.06202697753906","17.953384399414062","17.953384399414062","17.953384399414062","4.350858688354492","4.350858688354492","4.350858688354492"
"1079","50.210330963134766","50.210330963134766","50.210330963134766","18.08859634399414","18.08859634399414","18.08859634399414","4.3205790519714355","4.3205790519714355","4.3205790519714355"
"1109","57.85432434082031","57.85432434082031","57.85432434082031","54.92781066894531","54.92781066894531","54.92781066894531","4.488468647003174","4.488468647003174","4.488468647003174"
"1139","48.95261764526367","48.95261764526367","48.95261764526367","16.21986961364746","16.21986961364746","16.21986961364746","4.119232177734375","4.119232177734375","4.119232177734375"
"1169","40.47875213623047","40.47875213623047","40.47875213623047","15.32256031036377","15.32256031036377","15.32256031036377","4.416449069976807","4.416449069976807","4.416449069976807"
"1199","44.51826858520508","44.51826858520508","44.51826858520508","16.835159301757812","16.835159301757812","16.835159301757812","4.395344257354736","4.395344257354736","4.395344257354736"
"1229","58.62559127807617","58.62559127807617","58.62559127807617","55.46502685546875","55.46502685546875","55.46502685546875","4.1872406005859375","4.1872406005859375","4.1872406005859375"
"1259","44.31703186035156","44.31703186035156","44.31703186035156","14.871211051940918","14.871211051940918","14.871211051940918","4.223850727081299","4.223850727081299","4.223850727081299"
"1289","44.51443099975586","44.51443099975586","44.51443099975586","16.261804580688477","16.261804580688477","16.261804580688477","4.077938079833984","4.077938079833984","4.077938079833984"
"1319","41.24724197387695","41.24724197387695","41.24724197387695","42.677772521972656","42.677772521972656","42.677772521972656","4.18790340423584","4.18790340423584","4.18790340423584"
"1349","43.55868148803711","43.55868148803711","43.55868148803711","16.38127899169922","16.38127899169922","16.38127899169922","3.982830762863159","3.982830762863159","3.982830762863159"
"1379","45.50220489501953","45.50220489501953","45.50220489501953","14.515490531921387","14.515490531921387","14.515490531921387","3.891199827194214","3.891199827194214","3.891199827194214"
"1409","42.74452209472656","42.74452209472656","42.74452209472656","15.530428886413574","15.530428886413574","15.530428886413574","4.0888848304748535","4.0888848304748535","4.0888848304748535"
"1439","40.337318420410156","40.337318420410156","40.337318420410156","13.20855712890625","13.20855712890625","13.20855712890625","4.0867414474487305","4.0867414474487305","4.0867414474487305"
"1469","40.814979553222656","40.814979553222656","40.814979553222656","14.664182662963867","14.664182662963867","14.664182662963867","3.876542568206787","3.876542568206787","3.876542568206787"
"1499","42.68421173095703","42.68421173095703","42.68421173095703","13.809093475341797","13.809093475341797","13.809093475341797","3.8800125122070312","3.8800125122070312","3.8800125122070312"
"1529","42.81911849975586","42.81911849975586","42.81911849975586","15.067089080810547","15.067089080810547","15.067089080810547","3.958143472671509","3.958143472671509","3.958143472671509"
"1559","40.64100646972656","40.64100646972656","40.64100646972656","13.781163215637207","13.781163215637207","13.781163215637207","3.9920854568481445","3.9920854568481445","3.9920854568481445"
"1589","43.77911376953125","43.77911376953125","43.77911376953125","15.686351776123047","15.686351776123047","15.686351776123047","3.8653628826141357","3.8653628826141357","3.8653628826141357"
"1619","38.39906692504883","38.39906692504883","38.39906692504883","37.84320831298828","37.84320831298828","37.84320831298828","4.007983207702637","4.007983207702637","4.007983207702637"
"1649","39.770103454589844","39.770103454589844","39.770103454589844","40.1799201965332","40.1799201965332","40.1799201965332","3.793543577194214","3.793543577194214","3.793543577194214"
"1679","45.974647521972656","45.974647521972656","45.974647521972656","14.939889907836914","14.939889907836914","14.939889907836914","4.050167083740234","4.050167083740234","4.050167083740234"
"1709","39.913814544677734","39.913814544677734","39.913814544677734","12.459433555603027","12.459433555603027","12.459433555603027","3.678819417953491","3.678819417953491","3.678819417953491"
"1739","37.28870391845703","37.28870391845703","37.28870391845703","11.808112144470215","11.808112144470215","11.808112144470215","3.8197696208953857","3.8197696208953857","3.8197696208953857"
"1769","36.6796875","36.6796875","36.6796875","12.060531616210938","12.060531616210938","12.060531616210938","3.586127758026123","3.586127758026123","3.586127758026123"
"1799","36.145992279052734","36.145992279052734","36.145992279052734","11.990887641906738","11.990887641906738","11.990887641906738","3.7851927280426025","3.7851927280426025","3.7851927280426025"
"1829","33.92376708984375","33.92376708984375","33.92376708984375","12.332873344421387","12.332873344421387","12.332873344421387","3.5512828826904297","3.5512828826904297","3.5512828826904297"
"1859","32.79999542236328","32.79999542236328","32.79999542236328","11.565583229064941","11.565583229064941","11.565583229064941","3.807323455810547","3.807323455810547","3.807323455810547"
"1889","35.98758316040039","35.98758316040039","35.98758316040039","10.554347038269043","10.554347038269043","10.554347038269043","3.360787868499756","3.360787868499756","3.360787868499756"
"1919","35.28581619262695","35.28581619262695","35.28581619262695","37.9808464050293","37.9808464050293","37.9808464050293","3.614114999771118","3.614114999771118","3.614114999771118"
"1949","36.804447174072266","36.804447174072266","36.804447174072266","12.23998737335205","12.23998737335205","12.23998737335205","3.424914836883545","3.424914836883545","3.424914836883545"
"1979","34.76560592651367","34.76560592651367","34.76560592651367","12.572005271911621","12.572005271911621","12.572005271911621","3.6528160572052","3.6528160572052","3.6528160572052"
"2009","36.32685470581055","36.32685470581055","36.32685470581055","12.583374977111816","12.583374977111816","12.583374977111816","3.757638454437256","3.757638454437256","3.757638454437256"
"2039","29.918527603149414","29.918527603149414","29.918527603149414","10.55968952178955","10.55968952178955","10.55968952178955","3.584294319152832","3.584294319152832","3.584294319152832"
"2069","31.871522903442383","31.871522903442383","31.871522903442383","11.390528678894043","11.390528678894043","11.390528678894043","3.354098320007324","3.354098320007324","3.354098320007324"
"2099","28.66763687133789","28.66763687133789","28.66763687133789","10.479161262512207","10.479161262512207","10.479161262512207","3.3468997478485107","3.3468997478485107","3.3468997478485107"
"2129","31.58286476135254","31.58286476135254","31.58286476135254","9.73210620880127","9.73210620880127","9.73210620880127","3.4883873462677","3.4883873462677","3.4883873462677"
"2159","28.6502685546875","28.6502685546875","28.6502685546875","8.224020004272461","8.224020004272461","8.224020004272461","3.317739725112915","3.317739725112915","3.317739725112915"
"2189","31.924144744873047","31.924144744873047","31.924144744873047","10.803566932678223","10.803566932678223","10.803566932678223","3.377178192138672","3.377178192138672","3.377178192138672"
"2219","30.120962142944336","30.120962142944336","30.120962142944336","11.000990867614746","11.000990867614746","11.000990867614746","3.61283802986145","3.61283802986145","3.61283802986145"
"2249","32.14349365234375","32.14349365234375","32.14349365234375","10.669572830200195","10.669572830200195","10.669572830200195","3.7563018798828125","3.7563018798828125","3.7563018798828125"
"2279","232.80909729003906","232.80909729003906","232.80909729003906","120.61962890625","120.61962890625","120.61962890625","56.06723403930664","56.06723403930664","56.06723403930664"
"2309","31.278764724731445","31.278764724731445","31.278764724731445","8.916788101196289","8.916788101196289","8.916788101196289","3.2186954021453857","3.2186954021453857","3.2186954021453857"
"2339","33.24073028564453","33.24073028564453","33.24073028564453","35.76694107055664","35.76694107055664","35.76694107055664","3.4992363452911377","3.4992363452911377","3.4992363452911377"
"2369","34.45005416870117","34.45005416870117","34.45005416870117","37.82879638671875","37.82879638671875","37.82879638671875","3.217656373977661","3.217656373977661","3.217656373977661"
"2399","31.457387924194336","31.457387924194336","31.457387924194336","34.91554641723633","34.91554641723633","34.91554641723633","3.492889881134033","3.492889881134033","3.492889881134033"
"2429","26.931249618530273","26.931249618530273","26.931249618530273","7.7674126625061035","7.7674126625061035","7.7674126625061035","3.4130656719207764","3.4130656719207764","3.4130656719207764"
"2459","19.019577026367188","19.019577026367188","19.019577026367188","7.283131122589111","7.283131122589111","7.283131122589111","3.50412654876709","3.50412654876709","3.50412654876709"
"2489","25.589828491210938","25.589828491210938","25.589828491210938","8.368095397949219","8.368095397949219","8.368095397949219","3.3367552757263184","3.3367552757263184","3.3367552757263184"
"2519","28.056581497192383","28.056581497192383","28.056581497192383","9.642233848571777","9.642233848571777","9.642233848571777","3.341686248779297","3.341686248779297","3.341686248779297"
"2549","25.265409469604492","25.265409469604492","25.265409469604492","9.64125919342041","9.64125919342041","9.64125919342041","3.423532247543335","3.423532247543335","3.423532247543335"
"2579","28.916717529296875","28.916717529296875","28.916717529296875","33.033756256103516","33.033756256103516","33.033756256103516","3.208024263381958","3.208024263381958","3.208024263381958"
"2609","23.16769790649414","23.16769790649414","23.16769790649414","6.946300506591797","6.946300506591797","6.946300506591797","3.1666228771209717","3.1666228771209717","3.1666228771209717"
"2639","22.631078720092773","22.631078720092773","22.631078720092773","6.712137222290039","6.712137222290039","6.712137222290039","3.159719705581665","3.159719705581665","3.159719705581665"
"2669","26.605289459228516","26.605289459228516","26.605289459228516","8.811914443969727","8.811914443969727","8.811914443969727","3.158177375793457","3.158177375793457","3.158177375793457"
"2699","24.8065128326416","24.8065128326416","24.8065128326416","7.764511585235596","7.764511585235596","7.764511585235596","3.220925807952881","3.220925807952881","3.220925807952881"
"2729","25.98432159423828","25.98432159423828","25.98432159423828","9.854756355285645","9.854756355285645","9.854756355285645","3.059454917907715","3.059454917907715","3.059454917907715"
"2759","20.81161117553711","20.81161117553711","20.81161117553711","6.505317211151123","6.505317211151123","6.505317211151123","3.1470577716827393","3.1470577716827393","3.1470577716827393"
"2789","20.60539436340332","20.60539436340332","20.60539436340332","7.010212421417236","7.010212421417236","7.010212421417236","3.322903633117676","3.322903633117676","3.322903633117676"
"2819","18.33843994140625","18.33843994140625","18.33843994140625","6.163132190704346","6.163132190704346","6.163132190704346","2.9300053119659424","2.9300053119659424","2.9300053119659424"
"2849","23.878116607666016","23.878116607666016","23.878116607666016","9.338033676147461","9.338033676147461","9.338033676147461","3.2685930728912354","3.2685930728912354","3.2685930728912354"
"2879","27.470842361450195","27.470842361450195","27.470842361450195","31.601530075073242","31.601530075073242","31.601530075073242","2.97825288772583","2.97825288772583","2.97825288772583"
"2909","18.32811737060547","18.32811737060547","18.32811737060547","6.007699012756348","6.007699012756348","6.007699012756348","3.165659189224243","3.165659189224243","3.165659189224243"
"2939","13.724873542785645","13.724873542785645","13.724873542785645","4.228812217712402","4.228812217712402","4.228812217712402","3.0825016498565674","3.0825016498565674","3.0825016498565674"
"2969","28.59455108642578","28.59455108642578","28.59455108642578","31.75149154663086","31.75149154663086","31.75149154663086","3.114983081817627","3.114983081817627","3.114983081817627"
"2999","10.918292999267578","10.918292999267578","10.918292999267578","4.7412824630737305","4.7412824630737305","4.7412824630737305","3.2687480449676514","3.2687480449676514","3.2687480449676514"
"3029","27.42923355102539","27.42923355102539","27.42923355102539","33.77924728393555","33.77924728393555","33.77924728393555","3.1957085132598877","3.1957085132598877","3.1957085132598877"
"3059","21.74587631225586","21.74587631225586","21.74587631225586","6.997982025146484","6.997982025146484","6.997982025146484","3.006864309310913","3.006864309310913","3.006864309310913"
"3089","15.28213119506836","15.28213119506836","15.28213119506836","5.132613182067871","5.132613182067871","5.132613182067871","2.979567289352417","2.979567289352417","2.979567289352417"
"3119","22.0128173828125","22.0128173828125","22.0128173828125","6.784794807434082","6.784794807434082","6.784794807434082","3.2748076915740967","3.2748076915740967","3.2748076915740967"
"3149","13.466547966003418","13.466547966003418","13.466547966003418","5.504249095916748","5.504249095916748","5.504249095916748","3.026512622833252","3.026512622833252","3.026512622833252"
"3179","16.23647117614746","16.23647117614746","16.23647117614746","5.013437271118164","5.013437271118164","5.013437271118164","3.3007171154022217","3.3007171154022217","3.3007171154022217"
"3209","23.302978515625","23.302978515625","23.302978515625","7.328141689300537","7.328141689300537","7.328141689300537","3.2622454166412354","3.2622454166412354","3.2622454166412354"
"3239","19.811418533325195","19.811418533325195","19.811418533325195","7.516652584075928","7.516652584075928","7.516652584075928","2.9389491081237793","2.9389491081237793","2.9389491081237793"
"3269","22.276073455810547","22.276073455810547","22.276073455810547","7.021264553070068","7.021264553070068","7.021264553070068","3.0368828773498535","3.0368828773498535","3.0368828773498535"
"3299","17.02840805053711","17.02840805053711","17.02840805053711","6.008571624755859","6.008571624755859","6.008571624755859","2.842984199523926","2.842984199523926","2.842984199523926"
"3329","19.26283836364746","19.26283836364746","19.26283836364746","6.120729923248291","6.120729923248291","6.120729923248291","2.8973209857940674","2.8973209857940674","2.8973209857940674"
"3359","19.73723030090332","19.73723030090332","19.73723030090332","6.90632963180542","6.90632963180542","6.90632963180542","2.893707275390625","2.893707275390625","2.893707275390625"
"3389","6.778018474578857","6.778018474578857","6.778018474578857","3.711772918701172","3.711772918701172","3.711772918701172","2.8951334953308105","2.8951334953308105","2.8951334953308105"
"3419","20.49267578125","20.49267578125","20.49267578125","5.674079418182373","5.674079418182373","5.674079418182373","2.8747942447662354","2.8747942447662354","2.8747942447662354"
"3449","14.916260719299316","14.916260719299316","14.916260719299316","5.173093318939209","5.173093318939209","5.173093318939209","2.8460283279418945","2.8460283279418945","2.8460283279418945"
"3479","17.230741500854492","17.230741500854492","17.230741500854492","5.225162029266357","5.225162029266357","5.225162029266357","3.090449810028076","3.090449810028076","3.090449810028076"
"3509","23.06631851196289","23.06631851196289","23.06631851196289","28.56858253479004","28.56858253479004","28.56858253479004","2.9340384006500244","2.9340384006500244","2.9340384006500244"
"3539","21.545150756835938","21.545150756835938","21.545150756835938","7.37237024307251","7.37237024307251","7.37237024307251","2.9583580493927","2.9583580493927","2.9583580493927"
"3569","14.088815689086914","14.088815689086914","14.088815689086914","4.694906711578369","4.694906711578369","4.694906711578369","2.754470109939575","2.754470109939575","2.754470109939575"
"3599","16.055137634277344","16.055137634277344","16.055137634277344","5.587274074554443","5.587274074554443","5.587274074554443","3.0877318382263184","3.0877318382263184","3.0877318382263184"
"3629","7.208926200866699","7.208926200866699","7.208926200866699","3.539555072784424","3.539555072784424","3.539555072784424","2.803964138031006","2.803964138031006","2.803964138031006"
"3659","19.829179763793945","19.829179763793945","19.829179763793945","28.35984230041504","28.35984230041504","28.35984230041504","2.9318575859069824","2.9318575859069824","2.9318575859069824"
"3689","4.007645606994629","4.007645606994629","4.007645606994629","2.919199228286743","2.919199228286743","2.919199228286743","2.776434898376465","2.776434898376465","2.776434898376465"
"3719","11.018051147460938","11.018051147460938","11.018051147460938","4.1251301765441895","4.1251301765441895","4.1251301765441895","2.83522891998291","2.83522891998291","2.83522891998291"
"3749","3.7360897064208984","3.7360897064208984","3.7360897064208984","2.895554780960083","2.895554780960083","2.895554780960083","2.7667009830474854","2.7667009830474854","2.7667009830474854"
"3779","13.907490730285645","13.907490730285645","13.907490730285645","5.66738748550415","5.66738748550415","5.66738748550415","3.078418016433716","3.078418016433716","3.078418016433716"
"3809","14.448869705200195","14.448869705200195","14.448869705200195","5.608213901519775","5.608213901519775","5.608213901519775","2.698293447494507","2.698293447494507","2.698293447494507"
"3839","8.978944778442383","8.978944778442383","8.978944778442383","4.055764675140381","4.055764675140381","4.055764675140381","2.7318174839019775","2.7318174839019775","2.7318174839019775"
"3869","21.599224090576172","21.599224090576172","21.599224090576172","27.26753807067871","27.26753807067871","27.26753807067871","2.966714382171631","2.966714382171631","2.966714382171631"
"3899","17.831398010253906","17.831398010253906","17.831398010253906","6.1884989738464355","6.1884989738464355","6.1884989738464355","2.78020977973938","2.78020977973938","2.78020977973938"
"3929","11.788436889648438","11.788436889648438","11.788436889648438","4.639107704162598","4.639107704162598","4.639107704162598","3.080629825592041","3.080629825592041","3.080629825592041"
"3959","9.66144847869873","9.66144847869873","9.66144847869873","4.734996795654297","4.734996795654297","4.734996795654297","2.903033971786499","2.903033971786499","2.903033971786499"
"3989","11.807377815246582","11.807377815246582","11.807377815246582","3.597768783569336","3.597768783569336","3.597768783569336","2.7240469455718994","2.7240469455718994","2.7240469455718994"
"4019","17.15222930908203","17.15222930908203","17.15222930908203","26.272436141967773","26.272436141967773","26.272436141967773","2.790717124938965","2.790717124938965","2.790717124938965"
"4049","6.577301979064941","6.577301979064941","6.577301979064941","3.3100979328155518","3.3100979328155518","3.3100979328155518","2.6095519065856934","2.6095519065856934","2.6095519065856934"
"4079","16.551654815673828","16.551654815673828","16.551654815673828","6.4489030838012695","6.4489030838012695","6.4489030838012695","2.749321460723877","2.749321460723877","2.749321460723877"
"4109","18.447250366210938","18.447250366210938","18.447250366210938","6.665026664733887","6.665026664733887","6.665026664733887","2.72902512550354","2.72902512550354","2.72902512550354"
"4139","17.812644958496094","17.812644958496094","17.812644958496094","6.4029221534729","6.4029221534729","6.4029221534729","2.741856575012207","2.741856575012207","2.741856575012207"
"4169","15.041191101074219","15.041191101074219","15.041191101074219","4.58669376373291","4.58669376373291","4.58669376373291","2.764664649963379","2.764664649963379","2.764664649963379"
"4199","10.381787300109863","10.381787300109863","10.381787300109863","3.8788485527038574","3.8788485527038574","3.8788485527038574","2.5726585388183594","2.5726585388183594","2.5726585388183594"
"4229","17.89203643798828","17.89203643798828","17.89203643798828","6.885485649108887","6.885485649108887","6.885485649108887","2.850423574447632","2.850423574447632","2.850423574447632"
"4259","3.2407732009887695","3.2407732009887695","3.2407732009887695","2.9126477241516113","2.9126477241516113","2.9126477241516113","2.697355270385742","2.697355270385742","2.697355270385742"
"4289","3.2281854152679443","3.2281854152679443","3.2281854152679443","2.8646769523620605","2.8646769523620605","2.8646769523620605","2.5867321491241455","2.5867321491241455","2.5867321491241455"
"4319","3.3357462882995605","3.3357462882995605","3.3357462882995605","2.939100503921509","2.939100503921509","2.939100503921509","2.773820638656616","2.773820638656616","2.773820638656616"
"4349","3.1944754123687744","3.1944754123687744","3.1944754123687744","2.8613011837005615","2.8613011837005615","2.8613011837005615","2.755505323410034","2.755505323410034","2.755505323410034"
"4379","13.997563362121582","13.997563362121582","13.997563362121582","24.97644805908203","24.97644805908203","24.97644805908203","2.589564085006714","2.589564085006714","2.589564085006714"
"4409","3.10343074798584","3.10343074798584","3.10343074798584","2.8866305351257324","2.8866305351257324","2.8866305351257324","2.6272668838500977","2.6272668838500977","2.6272668838500977"
"4439","8.406505584716797","8.406505584716797","8.406505584716797","4.015061378479004","4.015061378479004","4.015061378479004","2.5702662467956543","2.5702662467956543","2.5702662467956543"
"4469","3.384767770767212","3.384767770767212","3.384767770767212","2.945107936859131","2.945107936859131","2.945107936859131","2.733222007751465","2.733222007751465","2.733222007751465"
"4499","12.317927360534668","12.317927360534668","12.317927360534668","24.603759765625","24.603759765625","24.603759765625","2.7054765224456787","2.7054765224456787","2.7054765224456787"
"4529","5.625834941864014","5.625834941864014","5.625834941864014","3.301252603530884","3.301252603530884","3.301252603530884","2.3935160636901855","2.3935160636901855","2.3935160636901855"
"4559","14.700276374816895","14.700276374816895","14.700276374816895","4.63124942779541","4.63124942779541","4.63124942779541","2.6065096855163574","2.6065096855163574","2.6065096855163574"
"4589","3.5783450603485107","3.5783450603485107","3.5783450603485107","3.2082529067993164","3.2082529067993164","3.2082529067993164","2.8376946449279785","2.8376946449279785","2.8376946449279785"
"4619","3.192193031311035","3.192193031311035","3.192193031311035","2.904561758041382","2.904561758041382","2.904561758041382","2.692255735397339","2.692255735397339","2.692255735397339"
"4649","10.468267440795898","10.468267440795898","10.468267440795898","24.04375648498535","24.04375648498535","24.04375648498535","2.4475293159484863","2.4475293159484863","2.4475293159484863"
"4679","6.516127109527588","6.516127109527588","6.516127109527588","3.265065908432007","3.265065908432007","3.265065908432007","2.5607028007507324","2.5607028007507324","2.5607028007507324"
"4709","9.960187911987305","9.960187911987305","9.960187911987305","4.0980658531188965","4.0980658531188965","4.0980658531188965","2.4444398880004883","2.4444398880004883","2.4444398880004883"
"4739","18.498111724853516","18.498111724853516","18.498111724853516","6.909510135650635","6.909510135650635","6.909510135650635","2.825908660888672","2.825908660888672","2.825908660888672"
"4769","17.337209701538086","17.337209701538086","17.337209701538086","6.33744478225708","6.33744478225708","6.33744478225708","2.4702281951904297","2.4702281951904297","2.4702281951904297"
"4799","7.215853691101074","7.215853691101074","7.215853691101074","3.5217204093933105","3.5217204093933105","3.5217204093933105","2.564361810684204","2.564361810684204","2.564361810684204"
"4829","7.249368667602539","7.249368667602539","7.249368667602539","3.142817258834839","3.142817258834839","3.142817258834839","2.493403434753418","2.493403434753418","2.493403434753418"
"4859","2.787388324737549","2.787388324737549","2.787388324737549","2.613896131515503","2.613896131515503","2.613896131515503","2.3957555294036865","2.3957555294036865","2.3957555294036865"
"4889","2.9945805072784424","2.9945805072784424","2.9945805072784424","2.76168155670166","2.76168155670166","2.76168155670166","2.4546496868133545","2.4546496868133545","2.4546496868133545"
"4919","14.869119644165039","14.869119644165039","14.869119644165039","23.13535499572754","23.13535499572754","23.13535499572754","2.5123519897460938","2.5123519897460938","2.5123519897460938"
"4949","2.8522579669952393","2.8522579669952393","2.8522579669952393","2.745849847793579","2.745849847793579","2.745849847793579","2.413569688796997","2.413569688796997","2.413569688796997"
"4979","2.848095655441284","2.848095655441284","2.848095655441284","2.818276882171631","2.818276882171631","2.818276882171631","2.5839617252349854","2.5839617252349854","2.5839617252349854"
