"Step","layer0_mlp_gpt2_singular_fisher - losses/fisher_reg_term","layer0_mlp_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer0_mlp_gpt2_singular_fisher - losses/fisher_reg_term__MAX","layer10_mlp_gpt2_singular_fisher - losses/fisher_reg_term","layer10_mlp_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer10_mlp_gpt2_singular_fisher - losses/fisher_reg_term__MAX","layer5_mlp_gpt2_singular_fisher - losses/fisher_reg_term","layer5_mlp_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer5_mlp_gpt2_singular_fisher - losses/fisher_reg_term__MAX"
"389","10.682842254638672","10.682842254638672","10.682842254638672","123.99405670166016","123.99405670166016","123.99405670166016","4.101160049438477","4.101160049438477","4.101160049438477"
"419","28.20781898498535","28.20781898498535","28.20781898498535","171.3775177001953","171.3775177001953","171.3775177001953","13.114426612854004","13.114426612854004","13.114426612854004"
"449","11.37214469909668","11.37214469909668","11.37214469909668","159.58319091796875","159.58319091796875","159.58319091796875","3.887406826019287","3.887406826019287","3.887406826019287"
"479","9.978598594665527","9.978598594665527","9.978598594665527","89.63835144042969","89.63835144042969","89.63835144042969","4.103870391845703","4.103870391845703","4.103870391845703"
"509","9.294529914855957","9.294529914855957","9.294529914855957","107.140869140625","107.140869140625","107.140869140625","3.4709460735321045","3.4709460735321045","3.4709460735321045"
"539","7.607065200805664","7.607065200805664","7.607065200805664","101.26264953613281","101.26264953613281","101.26264953613281","3.138071298599243","3.138071298599243","3.138071298599243"
"569","9.427847862243652","9.427847862243652","9.427847862243652","88.03532409667969","88.03532409667969","88.03532409667969","4.068716526031494","4.068716526031494","4.068716526031494"
"599","22.690427780151367","22.690427780151367","22.690427780151367","94.60385131835938","94.60385131835938","94.60385131835938","8.562546730041504","8.562546730041504","8.562546730041504"
"629","7.569716930389404","7.569716930389404","7.569716930389404","85.22145080566406","85.22145080566406","85.22145080566406","2.8072123527526855","2.8072123527526855","2.8072123527526855"
"659","8.290518760681152","8.290518760681152","8.290518760681152","72.61662292480469","72.61662292480469","72.61662292480469","3.3169326782226562","3.3169326782226562","3.3169326782226562"
"689","17.495262145996094","17.495262145996094","17.495262145996094","90.65448760986328","90.65448760986328","90.65448760986328","7.62711238861084","7.62711238861084","7.62711238861084"
"719","7.672242164611816","7.672242164611816","7.672242164611816","80.7628173828125","80.7628173828125","80.7628173828125","2.927314281463623","2.927314281463623","2.927314281463623"
"749","5.797752380371094","5.797752380371094","5.797752380371094","87.30876159667969","87.30876159667969","87.30876159667969","3.0582082271575928","3.0582082271575928","3.0582082271575928"
"779","16.23853874206543","16.23853874206543","16.23853874206543","63.14826583862305","63.14826583862305","63.14826583862305","7.002187252044678","7.002187252044678","7.002187252044678"
"809","6.515751361846924","6.515751361846924","6.515751361846924","56.7844123840332","56.7844123840332","56.7844123840332","3.01041316986084","3.01041316986084","3.01041316986084"
"839","13.770804405212402","13.770804405212402","13.770804405212402","54.6703987121582","54.6703987121582","54.6703987121582","6.267275810241699","6.267275810241699","6.267275810241699"
"869","13.247161865234375","13.247161865234375","13.247161865234375","58.56153106689453","58.56153106689453","58.56153106689453","6.098299026489258","6.098299026489258","6.098299026489258"
"899","8.483500480651855","8.483500480651855","8.483500480651855","61.73802185058594","61.73802185058594","61.73802185058594","3.027482748031616","3.027482748031616","3.027482748031616"
"929","5.486600399017334","5.486600399017334","5.486600399017334","59.63466262817383","59.63466262817383","59.63466262817383","2.640974521636963","2.640974521636963","2.640974521636963"
"959","6.763171672821045","6.763171672821045","6.763171672821045","79.65791320800781","79.65791320800781","79.65791320800781","3.0512545108795166","3.0512545108795166","3.0512545108795166"
"989","6.5920515060424805","6.5920515060424805","6.5920515060424805","72.56439971923828","72.56439971923828","72.56439971923828","2.8876187801361084","2.8876187801361084","2.8876187801361084"
"1019","6.95955753326416","6.95955753326416","6.95955753326416","55.12395477294922","55.12395477294922","55.12395477294922","3.073411226272583","3.073411226272583","3.073411226272583"
"1049","5.395697593688965","5.395697593688965","5.395697593688965","55.87306213378906","55.87306213378906","55.87306213378906","2.339148759841919","2.339148759841919","2.339148759841919"
"1079","6.444102764129639","6.444102764129639","6.444102764129639","55.89774703979492","55.89774703979492","55.89774703979492","2.983001947402954","2.983001947402954","2.983001947402954"
"1109","5.879242897033691","5.879242897033691","5.879242897033691","52.26640319824219","52.26640319824219","52.26640319824219","3.1414849758148193","3.1414849758148193","3.1414849758148193"
"1139","5.828064918518066","5.828064918518066","5.828064918518066","54.10926055908203","54.10926055908203","54.10926055908203","2.5740296840667725","2.5740296840667725","2.5740296840667725"
"1169","5.274927139282227","5.274927139282227","5.274927139282227","50.887428283691406","50.887428283691406","50.887428283691406","2.257601022720337","2.257601022720337","2.257601022720337"
"1199","6.115974426269531","6.115974426269531","6.115974426269531","43.57691192626953","43.57691192626953","43.57691192626953","2.7526791095733643","2.7526791095733643","2.7526791095733643"
"1229","10.026177406311035","10.026177406311035","10.026177406311035","44.20087814331055","44.20087814331055","44.20087814331055","4.249060153961182","4.249060153961182","4.249060153961182"
"1259","5.697163105010986","5.697163105010986","5.697163105010986","51.34876251220703","51.34876251220703","51.34876251220703","2.383537530899048","2.383537530899048","2.383537530899048"
"1289","5.327434539794922","5.327434539794922","5.327434539794922","46.39922332763672","46.39922332763672","46.39922332763672","2.709508180618286","2.709508180618286","2.709508180618286"
"1319","4.8946356773376465","4.8946356773376465","4.8946356773376465","44.461063385009766","44.461063385009766","44.461063385009766","2.5144448280334473","2.5144448280334473","2.5144448280334473"
"1349","5.182921886444092","5.182921886444092","5.182921886444092","56.164669036865234","56.164669036865234","56.164669036865234","2.0883898735046387","2.0883898735046387","2.0883898735046387"
"1379","5.218293190002441","5.218293190002441","5.218293190002441","54.1657600402832","54.1657600402832","54.1657600402832","2.2359249591827393","2.2359249591827393","2.2359249591827393"
"1409","5.22377872467041","5.22377872467041","5.22377872467041","50.450706481933594","50.450706481933594","50.450706481933594","2.3340752124786377","2.3340752124786377","2.3340752124786377"
"1439","4.341736793518066","4.341736793518066","4.341736793518066","39.72408676147461","39.72408676147461","39.72408676147461","2.2090818881988525","2.2090818881988525","2.2090818881988525"
"1469","5.300683498382568","5.300683498382568","5.300683498382568","40.19009780883789","40.19009780883789","40.19009780883789","2.3438401222229004","2.3438401222229004","2.3438401222229004"
"1499","5.3719000816345215","5.3719000816345215","5.3719000816345215","38.526611328125","38.526611328125","38.526611328125","1.9786381721496582","1.9786381721496582","1.9786381721496582"
"1529","4.287463188171387","4.287463188171387","4.287463188171387","35.74849319458008","35.74849319458008","35.74849319458008","1.8222591876983643","1.8222591876983643","1.8222591876983643"
"1559","5.091900825500488","5.091900825500488","5.091900825500488","56.07302474975586","56.07302474975586","56.07302474975586","2.133244514465332","2.133244514465332","2.133244514465332"
"1589","4.168038368225098","4.168038368225098","4.168038368225098","40.23030471801758","40.23030471801758","40.23030471801758","1.999036431312561","1.999036431312561","1.999036431312561"
"1619","4.210686683654785","4.210686683654785","4.210686683654785","34.402435302734375","34.402435302734375","34.402435302734375","1.7928755283355713","1.7928755283355713","1.7928755283355713"
"1649","5.046738147735596","5.046738147735596","5.046738147735596","15.62969970703125","15.62969970703125","15.62969970703125","5.984229564666748","5.984229564666748","5.984229564666748"
"1679","7.6996684074401855","7.6996684074401855","7.6996684074401855","14.729193687438965","14.729193687438965","14.729193687438965","12.699503898620605","12.699503898620605","12.699503898620605"
"1709","7.305459022521973","7.305459022521973","7.305459022521973","17.920244216918945","17.920244216918945","17.920244216918945","5.937926292419434","5.937926292419434","5.937926292419434"
"1739","4.541203498840332","4.541203498840332","4.541203498840332","20.94968605041504","20.94968605041504","20.94968605041504","5.959811687469482","5.959811687469482","5.959811687469482"
"1769","3.226813554763794","3.226813554763794","3.226813554763794","14.111108779907227","14.111108779907227","14.111108779907227","6.051926612854004","6.051926612854004","6.051926612854004"
"1799","3.982701539993286","3.982701539993286","3.982701539993286","18.7869930267334","18.7869930267334","18.7869930267334","4.572545051574707","4.572545051574707","4.572545051574707"
"1829","3.6097350120544434","3.6097350120544434","3.6097350120544434","17.951295852661133","17.951295852661133","17.951295852661133","4.714946269989014","4.714946269989014","4.714946269989014"
"1859","4.311959743499756","4.311959743499756","4.311959743499756","18.328723907470703","18.328723907470703","18.328723907470703","4.327177047729492","4.327177047729492","4.327177047729492"
"1889","3.9806125164031982","3.9806125164031982","3.9806125164031982","16.29512596130371","16.29512596130371","16.29512596130371","5.144681930541992","5.144681930541992","5.144681930541992"
"1919","6.961419582366943","6.961419582366943","6.961419582366943","14.466934204101562","14.466934204101562","14.466934204101562","5.3217692375183105","5.3217692375183105","5.3217692375183105"
"1949","2.8560972213745117","2.8560972213745117","2.8560972213745117","19.500804901123047","19.500804901123047","19.500804901123047","3.849287509918213","3.849287509918213","3.849287509918213"
"1979","6.79872465133667","6.79872465133667","6.79872465133667","16.20650863647461","16.20650863647461","16.20650863647461","5.2853569984436035","5.2853569984436035","5.2853569984436035"
"2009","6.428744316101074","6.428744316101074","6.428744316101074","14.338644981384277","14.338644981384277","14.338644981384277","6.040398120880127","6.040398120880127","6.040398120880127"
"2039","4.132900238037109","4.132900238037109","4.132900238037109","14.053728103637695","14.053728103637695","14.053728103637695","4.616522312164307","4.616522312164307","4.616522312164307"
"2069","3.8272955417633057","3.8272955417633057","3.8272955417633057","13.627864837646484","13.627864837646484","13.627864837646484","4.723062992095947","4.723062992095947","4.723062992095947"
"2099","3.496124505996704","3.496124505996704","3.496124505996704","17.358383178710938","17.358383178710938","17.358383178710938","5.11222505569458","5.11222505569458","5.11222505569458"
"2129","5.968121528625488","5.968121528625488","5.968121528625488","24.07276725769043","24.07276725769043","24.07276725769043","7.315515518188477","7.315515518188477","7.315515518188477"
"2159","4.425989627838135","4.425989627838135","4.425989627838135","15.626383781433105","15.626383781433105","15.626383781433105","3.6987905502319336","3.6987905502319336","3.6987905502319336"
"2189","3.2283315658569336","3.2283315658569336","3.2283315658569336","12.908732414245605","12.908732414245605","12.908732414245605","4.459939956665039","4.459939956665039","4.459939956665039"
"2219","3.282869815826416","3.282869815826416","3.282869815826416","15.832365036010742","15.832365036010742","15.832365036010742","4.315471172332764","4.315471172332764","4.315471172332764"
"2249","2.9325623512268066","2.9325623512268066","2.9325623512268066","16.899091720581055","16.899091720581055","16.899091720581055","2.7912936210632324","2.7912936210632324","2.7912936210632324"
"2279","3.3220787048339844","3.3220787048339844","3.3220787048339844","16.44849395751953","16.44849395751953","16.44849395751953","4.320903778076172","4.320903778076172","4.320903778076172"
"2309","3.177854537963867","3.177854537963867","3.177854537963867","18.283708572387695","18.283708572387695","18.283708572387695","3.811447858810425","3.811447858810425","3.811447858810425"
"2339","2.824892282485962","2.824892282485962","2.824892282485962","15.452718734741211","15.452718734741211","15.452718734741211","3.9463701248168945","3.9463701248168945","3.9463701248168945"
"2369","3.7294514179229736","3.7294514179229736","3.7294514179229736","13.662040710449219","13.662040710449219","13.662040710449219","4.243983745574951","4.243983745574951","4.243983745574951"
"2399","5.890206813812256","5.890206813812256","5.890206813812256","17.11022186279297","17.11022186279297","17.11022186279297","4.782550811767578","4.782550811767578","4.782550811767578"
"2429","4.768744945526123","4.768744945526123","4.768744945526123","15.002641677856445","15.002641677856445","15.002641677856445","6.998704433441162","6.998704433441162","6.998704433441162"
"2459","2.852720260620117","2.852720260620117","2.852720260620117","19.81125259399414","19.81125259399414","19.81125259399414","2.990478038787842","2.990478038787842","2.990478038787842"
"2489","3.3646585941314697","3.3646585941314697","3.3646585941314697","16.30951690673828","16.30951690673828","16.30951690673828","3.95686936378479","3.95686936378479","3.95686936378479"
"2519","5.0498433113098145","5.0498433113098145","5.0498433113098145","13.827425956726074","13.827425956726074","13.827425956726074","7.633968353271484","7.633968353271484","7.633968353271484"
"2549","3.3135201930999756","3.3135201930999756","3.3135201930999756","13.067959785461426","13.067959785461426","13.067959785461426","3.403982639312744","3.403982639312744","3.403982639312744"
"2579","3.181004285812378","3.181004285812378","3.181004285812378","13.428011894226074","13.428011894226074","13.428011894226074","5.371232986450195","5.371232986450195","5.371232986450195"
"2609","2.4128780364990234","2.4128780364990234","2.4128780364990234","15.01787281036377","15.01787281036377","15.01787281036377","3.327521324157715","3.327521324157715","3.327521324157715"
"2639","5.935220718383789","5.935220718383789","5.935220718383789","16.425678253173828","16.425678253173828","16.425678253173828","4.736618518829346","4.736618518829346","4.736618518829346"
"2669","3.4696929454803467","3.4696929454803467","3.4696929454803467","14.064874649047852","14.064874649047852","14.064874649047852","3.5105409622192383","3.5105409622192383","3.5105409622192383"
"2699","2.7449870109558105","2.7449870109558105","2.7449870109558105","13.106441497802734","13.106441497802734","13.106441497802734","3.6520729064941406","3.6520729064941406","3.6520729064941406"
"2729","3.3629589080810547","3.3629589080810547","3.3629589080810547","14.52989673614502","14.52989673614502","14.52989673614502","3.286203145980835","3.286203145980835","3.286203145980835"
"2759","2.860255479812622","2.860255479812622","2.860255479812622","9.84996509552002","9.84996509552002","9.84996509552002","3.720057725906372","3.720057725906372","3.720057725906372"
"2789","3.1435792446136475","3.1435792446136475","3.1435792446136475","17.433879852294922","17.433879852294922","17.433879852294922","3.380455732345581","3.380455732345581","3.380455732345581"
"2819","2.7934648990631104","2.7934648990631104","2.7934648990631104","14.870981216430664","14.870981216430664","14.870981216430664","3.4732234477996826","3.4732234477996826","3.4732234477996826"
"2849","5.110691070556641","5.110691070556641","5.110691070556641","12.877594947814941","12.877594947814941","12.877594947814941","6.118449687957764","6.118449687957764","6.118449687957764"
"2879","3.070146083831787","3.070146083831787","3.070146083831787","10.14594554901123","10.14594554901123","10.14594554901123","3.3194823265075684","3.3194823265075684","3.3194823265075684"
"2909","3.0163607597351074","3.0163607597351074","3.0163607597351074","12.997502326965332","12.997502326965332","12.997502326965332","3.853403091430664","3.853403091430664","3.853403091430664"
"2939","2.925651788711548","2.925651788711548","2.925651788711548","9.669774055480957","9.669774055480957","9.669774055480957","2.9227263927459717","2.9227263927459717","2.9227263927459717"
"2969","2.3259105682373047","2.3259105682373047","2.3259105682373047","11.530099868774414","11.530099868774414","11.530099868774414","2.916590452194214","2.916590452194214","2.916590452194214"
"2999","2.2684414386749268","2.2684414386749268","2.2684414386749268","13.7349853515625","13.7349853515625","13.7349853515625","2.7072315216064453","2.7072315216064453","2.7072315216064453"
"3029","4.274582386016846","4.274582386016846","4.274582386016846","9.633440017700195","9.633440017700195","9.633440017700195","4.028163909912109","4.028163909912109","4.028163909912109"
"3059","3.1818697452545166","3.1818697452545166","3.1818697452545166","11.859583854675293","11.859583854675293","11.859583854675293","2.940099000930786","2.940099000930786","2.940099000930786"
"3089","2.606783390045166","2.606783390045166","2.606783390045166","12.651827812194824","12.651827812194824","12.651827812194824","2.901212453842163","2.901212453842163","2.901212453842163"
"3119","4.458487510681152","4.458487510681152","4.458487510681152","11.144289016723633","11.144289016723633","11.144289016723633","3.5947952270507812","3.5947952270507812","3.5947952270507812"
"3149","2.3067898750305176","2.3067898750305176","2.3067898750305176","15.397868156433105","15.397868156433105","15.397868156433105","3.0870022773742676","3.0870022773742676","3.0870022773742676"
"3179","2.0692555904388428","2.0692555904388428","2.0692555904388428","9.948516845703125","9.948516845703125","9.948516845703125","3.815805435180664","3.815805435180664","3.815805435180664"
"3209","2.8992197513580322","2.8992197513580322","2.8992197513580322","12.57331371307373","12.57331371307373","12.57331371307373","3.408428430557251","3.408428430557251","3.408428430557251"
"3239","4.377439498901367","4.377439498901367","4.377439498901367","13.233016967773438","13.233016967773438","13.233016967773438","3.4598686695098877","3.4598686695098877","3.4598686695098877"
"3269","2.6856582164764404","2.6856582164764404","2.6856582164764404","14.981624603271484","14.981624603271484","14.981624603271484","2.252314329147339","2.252314329147339","2.252314329147339"
"3299","4.631897926330566","4.631897926330566","4.631897926330566","14.869180679321289","14.869180679321289","14.869180679321289","3.339632272720337","3.339632272720337","3.339632272720337"
"3329","4.138667106628418","4.138667106628418","4.138667106628418","9.09423542022705","9.09423542022705","9.09423542022705","3.6879570484161377","3.6879570484161377","3.6879570484161377"
"3359","2.2006618976593018","2.2006618976593018","2.2006618976593018","10.312891006469727","10.312891006469727","10.312891006469727","2.4138214588165283","2.4138214588165283","2.4138214588165283"
"3389","4.163049221038818","4.163049221038818","4.163049221038818","11.38429069519043","11.38429069519043","11.38429069519043","3.6954479217529297","3.6954479217529297","3.6954479217529297"
"3419","2.7766871452331543","2.7766871452331543","2.7766871452331543","9.706829071044922","9.706829071044922","9.706829071044922","3.0219337940216064","3.0219337940216064","3.0219337940216064"
"3449","1.9871636629104614","1.9871636629104614","1.9871636629104614","11.187941551208496","11.187941551208496","11.187941551208496","2.27455735206604","2.27455735206604","2.27455735206604"
"3479","2.550259828567505","2.550259828567505","2.550259828567505","10.129378318786621","10.129378318786621","10.129378318786621","3.1843783855438232","3.1843783855438232","3.1843783855438232"
"3509","2.380669116973877","2.380669116973877","2.380669116973877","9.590008735656738","9.590008735656738","9.590008735656738","2.2969131469726562","2.2969131469726562","2.2969131469726562"
"3539","2.748882293701172","2.748882293701172","2.748882293701172","9.915532112121582","9.915532112121582","9.915532112121582","3.4824912548065186","3.4824912548065186","3.4824912548065186"
"3569","3.1135427951812744","3.1135427951812744","3.1135427951812744","10.165682792663574","10.165682792663574","10.165682792663574","3.017794609069824","3.017794609069824","3.017794609069824"
"3599","2.1710729598999023","2.1710729598999023","2.1710729598999023","8.72445297241211","8.72445297241211","8.72445297241211","2.755793571472168","2.755793571472168","2.755793571472168"
"3629","3.646481990814209","3.646481990814209","3.646481990814209","11.007610321044922","11.007610321044922","11.007610321044922","3.2565865516662598","3.2565865516662598","3.2565865516662598"
"3659","2.991434335708618","2.991434335708618","2.991434335708618","13.952260971069336","13.952260971069336","13.952260971069336","2.3379902839660645","2.3379902839660645","2.3379902839660645"
"3689","2.408634662628174","2.408634662628174","2.408634662628174","13.24987506866455","13.24987506866455","13.24987506866455","3.467670202255249","3.467670202255249","3.467670202255249"
"3719","3.7937240600585938","3.7937240600585938","3.7937240600585938","9.08680248260498","9.08680248260498","9.08680248260498","2.6981873512268066","2.6981873512268066","2.6981873512268066"
"3749","2.4009644985198975","2.4009644985198975","2.4009644985198975","10.584931373596191","10.584931373596191","10.584931373596191","2.1844959259033203","2.1844959259033203","2.1844959259033203"
"3779","3.947577953338623","3.947577953338623","3.947577953338623","11.502350807189941","11.502350807189941","11.502350807189941","4.285048007965088","4.285048007965088","4.285048007965088"
"3809","2.902992010116577","2.902992010116577","2.902992010116577","8.874190330505371","8.874190330505371","8.874190330505371","2.8966476917266846","2.8966476917266846","2.8966476917266846"
"3839","2.358112335205078","2.358112335205078","2.358112335205078","8.606614112854004","8.606614112854004","8.606614112854004","2.866100788116455","2.866100788116455","2.866100788116455"
"3869","2.2403523921966553","2.2403523921966553","2.2403523921966553","9.918350219726562","9.918350219726562","9.918350219726562","2.4199867248535156","2.4199867248535156","2.4199867248535156"
"3899","2.271167039871216","2.271167039871216","2.271167039871216","9.653641700744629","9.653641700744629","9.653641700744629","2.773433208465576","2.773433208465576","2.773433208465576"
"3929","1.841568946838379","1.841568946838379","1.841568946838379","9.829882621765137","9.829882621765137","9.829882621765137","2.5063531398773193","2.5063531398773193","2.5063531398773193"
"3959","2.2438340187072754","2.2438340187072754","2.2438340187072754","10.58411693572998","10.58411693572998","10.58411693572998","2.4136316776275635","2.4136316776275635","2.4136316776275635"
"3989","6.7881317138671875","6.7881317138671875","6.7881317138671875","10.951377868652344","10.951377868652344","10.951377868652344","6.308383464813232","6.308383464813232","6.308383464813232"
"4019","2.2423839569091797","2.2423839569091797","2.2423839569091797","9.756258010864258","9.756258010864258","9.756258010864258","2.2150471210479736","2.2150471210479736","2.2150471210479736"
"4049","3.3391847610473633","3.3391847610473633","3.3391847610473633","12.60692024230957","12.60692024230957","12.60692024230957","2.5955703258514404","2.5955703258514404","2.5955703258514404"
"4079","2.8432228565216064","2.8432228565216064","2.8432228565216064","11.182821273803711","11.182821273803711","11.182821273803711","3.4917917251586914","3.4917917251586914","3.4917917251586914"
"4109","2.2704999446868896","2.2704999446868896","2.2704999446868896","13.39128589630127","13.39128589630127","13.39128589630127","2.488237142562866","2.488237142562866","2.488237142562866"
"4139","2.8907408714294434","2.8907408714294434","2.8907408714294434","12.097052574157715","12.097052574157715","12.097052574157715","2.846388816833496","2.846388816833496","2.846388816833496"
"4169","2.1030282974243164","2.1030282974243164","2.1030282974243164","12.516500473022461","12.516500473022461","12.516500473022461","1.9876071214675903","1.9876071214675903","1.9876071214675903"
"4199","1.9797022342681885","1.9797022342681885","1.9797022342681885","11.246175765991211","11.246175765991211","11.246175765991211","2.3271484375","2.3271484375","2.3271484375"
"4229","2.4050183296203613","2.4050183296203613","2.4050183296203613","9.279568672180176","9.279568672180176","9.279568672180176","2.2403645515441895","2.2403645515441895","2.2403645515441895"
"4259","2.174095630645752","2.174095630645752","2.174095630645752","4.622583389282227","4.622583389282227","4.622583389282227","3.637691020965576","3.637691020965576","3.637691020965576"
"4289","3.6227030754089355","3.6227030754089355","3.6227030754089355","6.550203800201416","6.550203800201416","6.550203800201416","4.437539577484131","4.437539577484131","4.437539577484131"
"4319","3.0571632385253906","3.0571632385253906","3.0571632385253906","5.785298824310303","5.785298824310303","5.785298824310303","3.4560389518737793","3.4560389518737793","3.4560389518737793"
"4349","2.3463175296783447","2.3463175296783447","2.3463175296783447","5.6454596519470215","5.6454596519470215","5.6454596519470215","3.326185464859009","3.326185464859009","3.326185464859009"
"4379","2.8391268253326416","2.8391268253326416","2.8391268253326416","4.137094974517822","4.137094974517822","4.137094974517822","3.7334749698638916","3.7334749698638916","3.7334749698638916"
"4409","1.9386996030807495","1.9386996030807495","1.9386996030807495","4.721999645233154","4.721999645233154","4.721999645233154","2.8870937824249268","2.8870937824249268","2.8870937824249268"
"4439","3.0335445404052734","3.0335445404052734","3.0335445404052734","4.459803581237793","4.459803581237793","4.459803581237793","3.2558107376098633","3.2558107376098633","3.2558107376098633"
"4469","2.3812570571899414","2.3812570571899414","2.3812570571899414","6.033599853515625","6.033599853515625","6.033599853515625","3.5327584743499756","3.5327584743499756","3.5327584743499756"
"4499","1.9912725687026978","1.9912725687026978","1.9912725687026978","4.162436008453369","4.162436008453369","4.162436008453369","4.284435272216797","4.284435272216797","4.284435272216797"
"4529","2.091017961502075","2.091017961502075","2.091017961502075","4.000858306884766","4.000858306884766","4.000858306884766","3.245224952697754","3.245224952697754","3.245224952697754"
"4559","1.9465813636779785","1.9465813636779785","1.9465813636779785","4.943037986755371","4.943037986755371","4.943037986755371","3.0239365100860596","3.0239365100860596","3.0239365100860596"
"4589","2.251957654953003","2.251957654953003","2.251957654953003","5.582159042358398","5.582159042358398","5.582159042358398","3.194051742553711","3.194051742553711","3.194051742553711"
"4619","2.2393548488616943","2.2393548488616943","2.2393548488616943","5.75043249130249","5.75043249130249","5.75043249130249","2.6434218883514404","2.6434218883514404","2.6434218883514404"
"4649","1.9100395441055298","1.9100395441055298","1.9100395441055298","5.013301372528076","5.013301372528076","5.013301372528076","2.932981491088867","2.932981491088867","2.932981491088867"
"4679","2.0767760276794434","2.0767760276794434","2.0767760276794434","4.101039886474609","4.101039886474609","4.101039886474609","3.263810873031616","3.263810873031616","3.263810873031616"
"4709","5.042945384979248","5.042945384979248","5.042945384979248","6.4301347732543945","6.4301347732543945","6.4301347732543945","5.812360763549805","5.812360763549805","5.812360763549805"
"4739","1.587533950805664","1.587533950805664","1.587533950805664","3.671109199523926","3.671109199523926","3.671109199523926","2.7962021827697754","2.7962021827697754","2.7962021827697754"
"4769","2.187685251235962","2.187685251235962","2.187685251235962","2.8847124576568604","2.8847124576568604","2.8847124576568604","3.5046627521514893","3.5046627521514893","3.5046627521514893"
"4799","2.2303037643432617","2.2303037643432617","2.2303037643432617","4.7784013748168945","4.7784013748168945","4.7784013748168945","3.3070015907287598","3.3070015907287598","3.3070015907287598"
"4829","1.5424734354019165","1.5424734354019165","1.5424734354019165","4.037349224090576","4.037349224090576","4.037349224090576","3.2162389755249023","3.2162389755249023","3.2162389755249023"
"4859","1.957566738128662","1.957566738128662","1.957566738128662","3.6044726371765137","3.6044726371765137","3.6044726371765137","2.9282147884368896","2.9282147884368896","2.9282147884368896"
"4889","2.5576229095458984","2.5576229095458984","2.5576229095458984","4.9160990715026855","4.9160990715026855","4.9160990715026855","3.055246114730835","3.055246114730835","3.055246114730835"
"4919","2.087860345840454","2.087860345840454","2.087860345840454","3.833500385284424","3.833500385284424","3.833500385284424","2.900122880935669","2.900122880935669","2.900122880935669"
"4949","1.6810526847839355","1.6810526847839355","1.6810526847839355","4.696002006530762","4.696002006530762","4.696002006530762","2.7619495391845703","2.7619495391845703","2.7619495391845703"
"4979","1.5676484107971191","1.5676484107971191","1.5676484107971191","5.088456153869629","5.088456153869629","5.088456153869629","2.7835044860839844","2.7835044860839844","2.7835044860839844"
"5009","1.7660845518112183","1.7660845518112183","1.7660845518112183","4.7133989334106445","4.7133989334106445","4.7133989334106445","2.9101600646972656","2.9101600646972656","2.9101600646972656"
"5039","1.9658046960830688","1.9658046960830688","1.9658046960830688","4.716547966003418","4.716547966003418","4.716547966003418","2.9642045497894287","2.9642045497894287","2.9642045497894287"
