"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - shrinkage.l2_ratio__MAX","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - shrinkage.l2_ratio__MAX"
"6599","2.7170026302337646","2.7170026302337646","2.7170026302337646","0.6182928085327148","0.6182928085327148","0.6182928085327148","0.9391555786132812","0.9391555786132812","0.9391555786132812","2.7198235988616943","2.7198235988616943","2.7198235988616943","0.6190686225891113","0.6190686225891113","0.6190686225891113","0.9390274286270142","0.9390274286270142","0.9390274286270142"
"7199","2.718076229095459","2.718076229095459","2.718076229095459","0.6183306574821472","0.6183306574821472","0.6183306574821472","0.9398983120918274","0.9398983120918274","0.9398983120918274","2.722492218017578","2.722492218017578","2.722492218017578","0.6199513673782349","0.6199513673782349","0.6199513673782349","0.9397938847541809","0.9397938847541809","0.9397938847541809"
"7799","2.716048240661621","2.716048240661621","2.716048240661621","0.6185643672943115","0.6185643672943115","0.6185643672943115","0.9400984048843384","0.9400984048843384","0.9400984048843384","2.720026731491089","2.720026731491089","2.720026731491089","0.6195499300956726","0.6195499300956726","0.6195499300956726","0.9399337768554688","0.9399337768554688","0.9399337768554688"
"8399","2.715409994125366","2.715409994125366","2.715409994125366","0.6185479164123535","0.6185479164123535","0.6185479164123535","0.9396933913230896","0.9396933913230896","0.9396933913230896","2.723072052001953","2.723072052001953","2.723072052001953","0.6190481185913086","0.6190481185913086","0.6190481185913086","0.9407860040664673","0.9407860040664673","0.9407860040664673"
"8999","2.7199151515960693","2.7199151515960693","2.7199151515960693","0.6187323927879333","0.6187323927879333","0.6187323927879333","0.9400400519371033","0.9400400519371033","0.9400400519371033","2.7200710773468018","2.7200710773468018","2.7200710773468018","0.6193351149559021","0.6193351149559021","0.6193351149559021","0.9403538107872009","0.9403538107872009","0.9403538107872009"
"9599","2.718491315841675","2.718491315841675","2.718491315841675","0.6188432574272156","0.6188432574272156","0.6188432574272156","0.9402117729187012","0.9402117729187012","0.9402117729187012","2.7189817428588867","2.7189817428588867","2.7189817428588867","0.6198186874389648","0.6198186874389648","0.6198186874389648","0.9405719637870789","0.9405719637870789","0.9405719637870789"
"10199","2.7179553508758545","2.7179553508758545","2.7179553508758545","0.6181522607803345","0.6181522607803345","0.6181522607803345","0.9410392642021179","0.9410392642021179","0.9410392642021179","2.7157540321350098","2.7157540321350098","2.7157540321350098","0.619212806224823","0.619212806224823","0.619212806224823","0.9407307505607605","0.9407307505607605","0.9407307505607605"
"10799","2.7180333137512207","2.7180333137512207","2.7180333137512207","0.6186225414276123","0.6186225414276123","0.6186225414276123","0.9401624798774719","0.9401624798774719","0.9401624798774719","2.7153778076171875","2.7153778076171875","2.7153778076171875","0.6202671527862549","0.6202671527862549","0.6202671527862549","0.9406266212463379","0.9406266212463379","0.9406266212463379"
"11399","2.720334053039551","2.720334053039551","2.720334053039551","0.6186528205871582","0.6186528205871582","0.6186528205871582","0.9401235580444336","0.9401235580444336","0.9401235580444336","2.7192795276641846","2.7192795276641846","2.7192795276641846","0.6194214224815369","0.6194214224815369","0.6194214224815369","0.9403367042541504","0.9403367042541504","0.9403367042541504"
"11999","2.7170608043670654","2.7170608043670654","2.7170608043670654","0.6185302138328552","0.6185302138328552","0.6185302138328552","0.9396950602531433","0.9396950602531433","0.9396950602531433","2.719606876373291","2.719606876373291","2.719606876373291","0.6191227436065674","0.6191227436065674","0.6191227436065674","0.939544677734375","0.939544677734375","0.939544677734375"
"12599","2.7201550006866455","2.7201550006866455","2.7201550006866455","0.6185345649719238","0.6185345649719238","0.6185345649719238","0.940159022808075","0.940159022808075","0.940159022808075","2.718571424484253","2.718571424484253","2.718571424484253","0.6198135018348694","0.6198135018348694","0.6198135018348694","0.9413784146308899","0.9413784146308899","0.9413784146308899"
"13199","2.7181265354156494","2.7181265354156494","2.7181265354156494","0.6185945868492126","0.6185945868492126","0.6185945868492126","0.9402076601982117","0.9402076601982117","0.9402076601982117","2.718337297439575","2.718337297439575","2.718337297439575","0.6194008588790894","0.6194008588790894","0.6194008588790894","0.9403061270713806","0.9403061270713806","0.9403061270713806"
"13799","2.7224321365356445","2.7224321365356445","2.7224321365356445","0.6185302138328552","0.6185302138328552","0.6185302138328552","0.940008819103241","0.940008819103241","0.940008819103241","2.712675094604492","2.712675094604492","2.712675094604492","0.6186508536338806","0.6186508536338806","0.6186508536338806","0.9401994943618774","0.9401994943618774","0.9401994943618774"
"14399","2.716716766357422","2.716716766357422","2.716716766357422","0.618929386138916","0.618929386138916","0.618929386138916","0.9395290613174438","0.9395290613174438","0.9395290613174438","2.7181172370910645","2.7181172370910645","2.7181172370910645","0.619658887386322","0.619658887386322","0.619658887386322","0.941512405872345","0.941512405872345","0.941512405872345"
"14999","2.718134641647339","2.718134641647339","2.718134641647339","0.6187739372253418","0.6187739372253418","0.6187739372253418","0.9396272897720337","0.9396272897720337","0.9396272897720337","2.7194080352783203","2.7194080352783203","2.7194080352783203","0.6195934414863586","0.6195934414863586","0.6195934414863586","0.9395655989646912","0.9395655989646912","0.9395655989646912"
"15599","2.7136495113372803","2.7136495113372803","2.7136495113372803","0.6184049844741821","0.6184049844741821","0.6184049844741821","0.9405822157859802","0.9405822157859802","0.9405822157859802","2.720754384994507","2.720754384994507","2.720754384994507","0.6191130876541138","0.6191130876541138","0.6191130876541138","0.9407159686088562","0.9407159686088562","0.9407159686088562"
"16199","2.716325044631958","2.716325044631958","2.716325044631958","0.6187585592269897","0.6187585592269897","0.6187585592269897","0.9397045373916626","0.9397045373916626","0.9397045373916626","2.7198374271392822","2.7198374271392822","2.7198374271392822","0.6194384098052979","0.6194384098052979","0.6194384098052979","0.939762532711029","0.939762532711029","0.939762532711029"
"16799","2.718928575515747","2.718928575515747","2.718928575515747","0.6184950470924377","0.6184950470924377","0.6184950470924377","0.9398075342178345","0.9398075342178345","0.9398075342178345","2.7193827629089355","2.7193827629089355","2.7193827629089355","0.618899405002594","0.618899405002594","0.618899405002594","0.941365659236908","0.941365659236908","0.941365659236908"
"17399","2.7182419300079346","2.7182419300079346","2.7182419300079346","0.6192075610160828","0.6192075610160828","0.6192075610160828","0.9398587346076965","0.9398587346076965","0.9398587346076965","2.7191402912139893","2.7191402912139893","2.7191402912139893","0.6199812293052673","0.6199812293052673","0.6199812293052673","0.9395910501480103","0.9395910501480103","0.9395910501480103"
"17999","2.718001127243042","2.718001127243042","2.718001127243042","0.6180565357208252","0.6180565357208252","0.6180565357208252","0.9396478533744812","0.9396478533744812","0.9396478533744812","2.715196132659912","2.715196132659912","2.715196132659912","0.6189654469490051","0.6189654469490051","0.6189654469490051","0.9399389624595642","0.9399389624595642","0.9399389624595642"
"18599","2.71939754486084","2.71939754486084","2.71939754486084","0.6188273429870605","0.6188273429870605","0.6188273429870605","0.9406108856201172","0.9406108856201172","0.9406108856201172","2.7201223373413086","2.7201223373413086","2.7201223373413086","0.6192520260810852","0.6192520260810852","0.6192520260810852","0.9409403204917908","0.9409403204917908","0.9409403204917908"
"19199","2.7180919647216797","2.7180919647216797","2.7180919647216797","0.6180911064147949","0.6180911064147949","0.6180911064147949","0.9396010637283325","0.9396010637283325","0.9396010637283325","2.7219078540802","2.7219078540802","2.7219078540802","0.6195976138114929","0.6195976138114929","0.6195976138114929","0.9395100474357605","0.9395100474357605","0.9395100474357605"
"19799","2.7206146717071533","2.7206146717071533","2.7206146717071533","0.618670642375946","0.618670642375946","0.618670642375946","0.9402958154678345","0.9402958154678345","0.9402958154678345","2.7202017307281494","2.7202017307281494","2.7202017307281494","0.6196141839027405","0.6196141839027405","0.6196141839027405","0.9398881196975708","0.9398881196975708","0.9398881196975708"
