"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"4739","0.32930198311805725","0.32930198311805725","0.32930198311805725","0.594760000705719","0.594760000705719","0.594760000705719","0.6139824390411377","0.6139824390411377","0.6139824390411377","1.3446639776229858","1.3446639776229858","1.3446639776229858","1.6729061603546143","1.6729061603546143","1.6729061603546143","0.6095768809318542","0.6095768809318542","0.6095768809318542"
"4769","0.22020398080348969","0.22020398080348969","0.22020398080348969","1.0137650966644287","1.0137650966644287","1.0137650966644287","0.693064272403717","0.693064272403717","0.693064272403717","1.2981387376785278","1.2981387376785278","1.2981387376785278","1.8729671239852905","1.8729671239852905","1.8729671239852905","0.6763039827346802","0.6763039827346802","0.6763039827346802"
"4799","0.2286892980337143","0.2286892980337143","0.2286892980337143","1.0605450868606567","1.0605450868606567","1.0605450868606567","0.868714451789856","0.868714451789856","0.868714451789856","1.0228044986724854","1.0228044986724854","1.0228044986724854","2.202348232269287","2.202348232269287","2.202348232269287","0.9833399057388306","0.9833399057388306","0.9833399057388306"
"4829","0.29613274335861206","0.29613274335861206","0.29613274335861206","1.6319669485092163","1.6319669485092163","1.6319669485092163","0.6034045815467834","0.6034045815467834","0.6034045815467834","1.0543373823165894","1.0543373823165894","1.0543373823165894","2.0796866416931152","2.0796866416931152","2.0796866416931152","0.5840205550193787","0.5840205550193787","0.5840205550193787"
"4859","0.5111829042434692","0.5111829042434692","0.5111829042434692","1.0362986326217651","1.0362986326217651","1.0362986326217651","0.4675827622413635","0.4675827622413635","0.4675827622413635","1.036188006401062","1.036188006401062","1.036188006401062","2.6854655742645264","2.6854655742645264","2.6854655742645264","0.5467309951782227","0.5467309951782227","0.5467309951782227"
"4889","0.2323959916830063","0.2323959916830063","0.2323959916830063","0.9010571837425232","0.9010571837425232","0.9010571837425232","0.48942625522613525","0.48942625522613525","0.48942625522613525","0.8289917707443237","0.8289917707443237","0.8289917707443237","2.5781238079071045","2.5781238079071045","2.5781238079071045","0.5020972490310669","0.5020972490310669","0.5020972490310669"
"4919","0.2254764884710312","0.2254764884710312","0.2254764884710312","1.076427936553955","1.076427936553955","1.076427936553955","0.6825265884399414","0.6825265884399414","0.6825265884399414","0.8667543530464172","0.8667543530464172","0.8667543530464172","2.2593228816986084","2.2593228816986084","2.2593228816986084","0.7417179942131042","0.7417179942131042","0.7417179942131042"
"4949","0.20183944702148438","0.20183944702148438","0.20183944702148438","0.7999578714370728","0.7999578714370728","0.7999578714370728","0.6065353155136108","0.6065353155136108","0.6065353155136108","0.7774667143821716","0.7774667143821716","0.7774667143821716","2.0087921619415283","2.0087921619415283","2.0087921619415283","0.6611522436141968","0.6611522436141968","0.6611522436141968"
"4979","0.2561517655849457","0.2561517655849457","0.2561517655849457","1.1309723854064941","1.1309723854064941","1.1309723854064941","0.49684569239616394","0.49684569239616394","0.49684569239616394","0.8447006940841675","0.8447006940841675","0.8447006940841675","2.149200916290283","2.149200916290283","2.149200916290283","0.6485129594802856","0.6485129594802856","0.6485129594802856"
"5009","0.18325935304164886","0.18325935304164886","0.18325935304164886","0.9205911159515381","0.9205911159515381","0.9205911159515381","0.45052817463874817","0.45052817463874817","0.45052817463874817","0.7912704944610596","0.7912704944610596","0.7912704944610596","2.004913330078125","2.004913330078125","2.004913330078125","0.5397819876670837","0.5397819876670837","0.5397819876670837"
"5039","0.20594844222068787","0.20594844222068787","0.20594844222068787","1.334801197052002","1.334801197052002","1.334801197052002","0.5369936227798462","0.5369936227798462","0.5369936227798462","0.9590671062469482","0.9590671062469482","0.9590671062469482","2.169247627258301","2.169247627258301","2.169247627258301","0.4957679510116577","0.4957679510116577","0.4957679510116577"
"5069","0.18532134592533112","0.18532134592533112","0.18532134592533112","1.6021114587783813","1.6021114587783813","1.6021114587783813","0.5143508315086365","0.5143508315086365","0.5143508315086365","0.7511834502220154","0.7511834502220154","0.7511834502220154","2.6243317127227783","2.6243317127227783","2.6243317127227783","0.6148884296417236","0.6148884296417236","0.6148884296417236"
"5099","0.2717376947402954","0.2717376947402954","0.2717376947402954","0.9518711566925049","0.9518711566925049","0.9518711566925049","0.5834230780601501","0.5834230780601501","0.5834230780601501","0.6859058737754822","0.6859058737754822","0.6859058737754822","1.8932833671569824","1.8932833671569824","1.8932833671569824","0.682248592376709","0.682248592376709","0.682248592376709"
"5129","0.2055930346250534","0.2055930346250534","0.2055930346250534","0.8909629583358765","0.8909629583358765","0.8909629583358765","0.4008129835128784","0.4008129835128784","0.4008129835128784","0.7361240386962891","0.7361240386962891","0.7361240386962891","2.366489887237549","2.366489887237549","2.366489887237549","0.49859270453453064","0.49859270453453064","0.49859270453453064"
"5159","0.15217626094818115","0.15217626094818115","0.15217626094818115","2.8836543560028076","2.8836543560028076","2.8836543560028076","0.44682776927948","0.44682776927948","0.44682776927948","0.918427586555481","0.918427586555481","0.918427586555481","3.495642900466919","3.495642900466919","3.495642900466919","0.520676851272583","0.520676851272583","0.520676851272583"
"5189","0.2613408863544464","0.2613408863544464","0.2613408863544464","1.9446256160736084","1.9446256160736084","1.9446256160736084","0.47252780199050903","0.47252780199050903","0.47252780199050903","0.6931977868080139","0.6931977868080139","0.6931977868080139","3.5112087726593018","3.5112087726593018","3.5112087726593018","0.5697215795516968","0.5697215795516968","0.5697215795516968"
"5219","0.2189367115497589","0.2189367115497589","0.2189367115497589","1.1102180480957031","1.1102180480957031","1.1102180480957031","0.5023071765899658","0.5023071765899658","0.5023071765899658","0.8754790425300598","0.8754790425300598","0.8754790425300598","2.6085314750671387","2.6085314750671387","2.6085314750671387","0.5835012793540955","0.5835012793540955","0.5835012793540955"
"5249","0.19242240488529205","0.19242240488529205","0.19242240488529205","1.6829257011413574","1.6829257011413574","1.6829257011413574","0.8783215284347534","0.8783215284347534","0.8783215284347534","0.654520571231842","0.654520571231842","0.654520571231842","2.437807321548462","2.437807321548462","2.437807321548462","0.8229376077651978","0.8229376077651978","0.8229376077651978"
"5279","0.2775638997554779","0.2775638997554779","0.2775638997554779","0.713587760925293","0.713587760925293","0.713587760925293","0.5775937438011169","0.5775937438011169","0.5775937438011169","0.6808569431304932","0.6808569431304932","0.6808569431304932","1.6678320169448853","1.6678320169448853","1.6678320169448853","0.5523515343666077","0.5523515343666077","0.5523515343666077"
"5309","0.2740018963813782","0.2740018963813782","0.2740018963813782","1.3779933452606201","1.3779933452606201","1.3779933452606201","0.5079269409179688","0.5079269409179688","0.5079269409179688","0.6953479051589966","0.6953479051589966","0.6953479051589966","2.0819926261901855","2.0819926261901855","2.0819926261901855","0.6453234553337097","0.6453234553337097","0.6453234553337097"
"5339","0.27113649249076843","0.27113649249076843","0.27113649249076843","1.0237219333648682","1.0237219333648682","1.0237219333648682","0.4673013985157013","0.4673013985157013","0.4673013985157013","0.6664915084838867","0.6664915084838867","0.6664915084838867","1.937811255455017","1.937811255455017","1.937811255455017","0.6840202808380127","0.6840202808380127","0.6840202808380127"
"5369","0.25658267736434937","0.25658267736434937","0.25658267736434937","2.4735379219055176","2.4735379219055176","2.4735379219055176","0.44134679436683655","0.44134679436683655","0.44134679436683655","0.7901940941810608","0.7901940941810608","0.7901940941810608","2.313782215118408","2.313782215118408","2.313782215118408","0.5590718984603882","0.5590718984603882","0.5590718984603882"
"5399","0.2876521348953247","0.2876521348953247","0.2876521348953247","1.4102245569229126","1.4102245569229126","1.4102245569229126","0.4615229666233063","0.4615229666233063","0.4615229666233063","0.7089346647262573","0.7089346647262573","0.7089346647262573","2.477759599685669","2.477759599685669","2.477759599685669","0.5205991268157959","0.5205991268157959","0.5205991268157959"
"5429","0.2760852575302124","0.2760852575302124","0.2760852575302124","1.4412832260131836","1.4412832260131836","1.4412832260131836","0.4583717882633209","0.4583717882633209","0.4583717882633209","0.7672871947288513","0.7672871947288513","0.7672871947288513","2.5665807723999023","2.5665807723999023","2.5665807723999023","0.6174848079681396","0.6174848079681396","0.6174848079681396"
"5459","0.2031104564666748","0.2031104564666748","0.2031104564666748","4.682971000671387","4.682971000671387","4.682971000671387","0.6747598648071289","0.6747598648071289","0.6747598648071289","0.6575927734375","0.6575927734375","0.6575927734375","5.425691604614258","5.425691604614258","5.425691604614258","0.6699702143669128","0.6699702143669128","0.6699702143669128"
"5489","0.3300323486328125","0.3300323486328125","0.3300323486328125","1.1376817226409912","1.1376817226409912","1.1376817226409912","0.36573439836502075","0.36573439836502075","0.36573439836502075","0.7120745778083801","0.7120745778083801","0.7120745778083801","2.3737845420837402","2.3737845420837402","2.3737845420837402","0.4244405925273895","0.4244405925273895","0.4244405925273895"
"5519","0.22208018600940704","0.22208018600940704","0.22208018600940704","1.4690252542495728","1.4690252542495728","1.4690252542495728","0.529043972492218","0.529043972492218","0.529043972492218","0.6897292137145996","0.6897292137145996","0.6897292137145996","3.2194061279296875","3.2194061279296875","3.2194061279296875","0.40418776869773865","0.40418776869773865","0.40418776869773865"
"5549","0.2386796772480011","0.2386796772480011","0.2386796772480011","1.4744387865066528","1.4744387865066528","1.4744387865066528","0.6095173358917236","0.6095173358917236","0.6095173358917236","0.6688594818115234","0.6688594818115234","0.6688594818115234","2.490262031555176","2.490262031555176","2.490262031555176","0.8635985851287842","0.8635985851287842","0.8635985851287842"
"5579","0.24015477299690247","0.24015477299690247","0.24015477299690247","0.8084261417388916","0.8084261417388916","0.8084261417388916","0.42971476912498474","0.42971476912498474","0.42971476912498474","0.7775274515151978","0.7775274515151978","0.7775274515151978","2.021719217300415","2.021719217300415","2.021719217300415","0.6010984182357788","0.6010984182357788","0.6010984182357788"
"5609","0.2022491842508316","0.2022491842508316","0.2022491842508316","0.6452077627182007","0.6452077627182007","0.6452077627182007","0.5314823985099792","0.5314823985099792","0.5314823985099792","0.7030217051506042","0.7030217051506042","0.7030217051506042","1.7649816274642944","1.7649816274642944","1.7649816274642944","0.5919000506401062","0.5919000506401062","0.5919000506401062"
"5639","0.1902853399515152","0.1902853399515152","0.1902853399515152","2.051154375076294","2.051154375076294","2.051154375076294","0.7288347482681274","0.7288347482681274","0.7288347482681274","0.6474464535713196","0.6474464535713196","0.6474464535713196","3.392798900604248","3.392798900604248","3.392798900604248","0.62027907371521","0.62027907371521","0.62027907371521"
"5669","0.19208915531635284","0.19208915531635284","0.19208915531635284","0.8834345936775208","0.8834345936775208","0.8834345936775208","0.5851210355758667","0.5851210355758667","0.5851210355758667","0.5651945471763611","0.5651945471763611","0.5651945471763611","1.678220510482788","1.678220510482788","1.678220510482788","0.5850334167480469","0.5850334167480469","0.5850334167480469"
"5699","0.16608747839927673","0.16608747839927673","0.16608747839927673","2.293872594833374","2.293872594833374","2.293872594833374","0.39745405316352844","0.39745405316352844","0.39745405316352844","0.633510410785675","0.633510410785675","0.633510410785675","4.908627033233643","4.908627033233643","4.908627033233643","0.48084068298339844","0.48084068298339844","0.48084068298339844"
"5729","0.26122063398361206","0.26122063398361206","0.26122063398361206","1.053839087486267","1.053839087486267","1.053839087486267","0.45001813769340515","0.45001813769340515","0.45001813769340515","0.6201015114784241","0.6201015114784241","0.6201015114784241","1.968386173248291","1.968386173248291","1.968386173248291","0.5447676181793213","0.5447676181793213","0.5447676181793213"
"5759","0.1645849049091339","0.1645849049091339","0.1645849049091339","1.0540499687194824","1.0540499687194824","1.0540499687194824","0.481800377368927","0.481800377368927","0.481800377368927","0.6684579849243164","0.6684579849243164","0.6684579849243164","2.158078908920288","2.158078908920288","2.158078908920288","0.5185551047325134","0.5185551047325134","0.5185551047325134"
"5789","0.2654319703578949","0.2654319703578949","0.2654319703578949","1.6635907888412476","1.6635907888412476","1.6635907888412476","0.4568593502044678","0.4568593502044678","0.4568593502044678","0.5639307498931885","0.5639307498931885","0.5639307498931885","2.3905184268951416","2.3905184268951416","2.3905184268951416","0.6632012724876404","0.6632012724876404","0.6632012724876404"
"5819","0.15852920711040497","0.15852920711040497","0.15852920711040497","1.0091511011123657","1.0091511011123657","1.0091511011123657","0.352498859167099","0.352498859167099","0.352498859167099","0.5419723391532898","0.5419723391532898","0.5419723391532898","2.249023675918579","2.249023675918579","2.249023675918579","0.48100000619888306","0.48100000619888306","0.48100000619888306"
"5849","0.18926022946834564","0.18926022946834564","0.18926022946834564","0.7378246784210205","0.7378246784210205","0.7378246784210205","0.47092506289482117","0.47092506289482117","0.47092506289482117","0.5268470644950867","0.5268470644950867","0.5268470644950867","2.2063496112823486","2.2063496112823486","2.2063496112823486","0.5119761228561401","0.5119761228561401","0.5119761228561401"
"5879","0.24491576850414276","0.24491576850414276","0.24491576850414276","0.7800639271736145","0.7800639271736145","0.7800639271736145","0.31584659218788147","0.31584659218788147","0.31584659218788147","0.4787308871746063","0.4787308871746063","0.4787308871746063","1.885244369506836","1.885244369506836","1.885244369506836","0.49558737874031067","0.49558737874031067","0.49558737874031067"
"5909","0.16010768711566925","0.16010768711566925","0.16010768711566925","0.8720636367797852","0.8720636367797852","0.8720636367797852","0.2903147339820862","0.2903147339820862","0.2903147339820862","0.5735573172569275","0.5735573172569275","0.5735573172569275","1.806160569190979","1.806160569190979","1.806160569190979","0.460039347410202","0.460039347410202","0.460039347410202"
"5939","0.197395458817482","0.197395458817482","0.197395458817482","1.1320860385894775","1.1320860385894775","1.1320860385894775","0.6374562978744507","0.6374562978744507","0.6374562978744507","0.7188772559165955","0.7188772559165955","0.7188772559165955","2.083447217941284","2.083447217941284","2.083447217941284","0.5461817979812622","0.5461817979812622","0.5461817979812622"
"5969","0.2771863639354706","0.2771863639354706","0.2771863639354706","1.0328655242919922","1.0328655242919922","1.0328655242919922","0.435015469789505","0.435015469789505","0.435015469789505","0.734904944896698","0.734904944896698","0.734904944896698","1.6834040880203247","1.6834040880203247","1.6834040880203247","0.4729629456996918","0.4729629456996918","0.4729629456996918"
"5999","0.3088546693325043","0.3088546693325043","0.3088546693325043","3.670774459838867","3.670774459838867","3.670774459838867","0.41200223565101624","0.41200223565101624","0.41200223565101624","0.6268531084060669","0.6268531084060669","0.6268531084060669","5.4578375816345215","5.4578375816345215","5.4578375816345215","0.6789059042930603","0.6789059042930603","0.6789059042930603"
"6029","0.18907512724399567","0.18907512724399567","0.18907512724399567","1.0571682453155518","1.0571682453155518","1.0571682453155518","0.4939383864402771","0.4939383864402771","0.4939383864402771","0.5619052052497864","0.5619052052497864","0.5619052052497864","2.2652580738067627","2.2652580738067627","2.2652580738067627","0.5855692028999329","0.5855692028999329","0.5855692028999329"
"6059","0.21596747636795044","0.21596747636795044","0.21596747636795044","1.0501173734664917","1.0501173734664917","1.0501173734664917","0.3126755356788635","0.3126755356788635","0.3126755356788635","0.6130350828170776","0.6130350828170776","0.6130350828170776","1.8975982666015625","1.8975982666015625","1.8975982666015625","0.44949740171432495","0.44949740171432495","0.44949740171432495"
"6089","0.18238504230976105","0.18238504230976105","0.18238504230976105","0.9370632767677307","0.9370632767677307","0.9370632767677307","0.28767919540405273","0.28767919540405273","0.28767919540405273","0.4574097990989685","0.4574097990989685","0.4574097990989685","1.6770538091659546","1.6770538091659546","1.6770538091659546","0.46424299478530884","0.46424299478530884","0.46424299478530884"
"6119","0.16637516021728516","0.16637516021728516","0.16637516021728516","0.9201571345329285","0.9201571345329285","0.9201571345329285","0.462695837020874","0.462695837020874","0.462695837020874","0.5078706741333008","0.5078706741333008","0.5078706741333008","1.7384213209152222","1.7384213209152222","1.7384213209152222","0.5756531357765198","0.5756531357765198","0.5756531357765198"
"6149","0.18225055932998657","0.18225055932998657","0.18225055932998657","1.357451319694519","1.357451319694519","1.357451319694519","0.3309464156627655","0.3309464156627655","0.3309464156627655","0.47443532943725586","0.47443532943725586","0.47443532943725586","3.2569329738616943","3.2569329738616943","3.2569329738616943","0.4352876543998718","0.4352876543998718","0.4352876543998718"
"6179","0.19891990721225739","0.19891990721225739","0.19891990721225739","0.9037628769874573","0.9037628769874573","0.9037628769874573","0.4121078848838806","0.4121078848838806","0.4121078848838806","0.449552983045578","0.449552983045578","0.449552983045578","1.6736499071121216","1.6736499071121216","1.6736499071121216","0.4409931004047394","0.4409931004047394","0.4409931004047394"
"6209","0.3122767508029938","0.3122767508029938","0.3122767508029938","1.815665602684021","1.815665602684021","1.815665602684021","0.29872217774391174","0.29872217774391174","0.29872217774391174","0.628444254398346","0.628444254398346","0.628444254398346","2.876971960067749","2.876971960067749","2.876971960067749","0.4552677869796753","0.4552677869796753","0.4552677869796753"
"6239","0.176520437002182","0.176520437002182","0.176520437002182","1.425646185874939","1.425646185874939","1.425646185874939","0.4475714862346649","0.4475714862346649","0.4475714862346649","0.5433830618858337","0.5433830618858337","0.5433830618858337","2.466965436935425","2.466965436935425","2.466965436935425","0.5024576187133789","0.5024576187133789","0.5024576187133789"
"6269","0.17604650557041168","0.17604650557041168","0.17604650557041168","0.635001003742218","0.635001003742218","0.635001003742218","0.2910502254962921","0.2910502254962921","0.2910502254962921","0.6157902479171753","0.6157902479171753","0.6157902479171753","1.628772497177124","1.628772497177124","1.628772497177124","0.5192890167236328","0.5192890167236328","0.5192890167236328"
"6299","0.17711307108402252","0.17711307108402252","0.17711307108402252","1.2051551342010498","1.2051551342010498","1.2051551342010498","0.5711331963539124","0.5711331963539124","0.5711331963539124","0.45295676589012146","0.45295676589012146","0.45295676589012146","2.090085506439209","2.090085506439209","2.090085506439209","0.8988416790962219","0.8988416790962219","0.8988416790962219"
"6329","0.4561413526535034","0.4561413526535034","0.4561413526535034","1.2181426286697388","1.2181426286697388","1.2181426286697388","0.4436629116535187","0.4436629116535187","0.4436629116535187","0.5558614134788513","0.5558614134788513","0.5558614134788513","2.4668667316436768","2.4668667316436768","2.4668667316436768","0.48168087005615234","0.48168087005615234","0.48168087005615234"
"6359","0.2991671860218048","0.2991671860218048","0.2991671860218048","0.7190501093864441","0.7190501093864441","0.7190501093864441","0.5062882900238037","0.5062882900238037","0.5062882900238037","0.6325885057449341","0.6325885057449341","0.6325885057449341","2.1523637771606445","2.1523637771606445","2.1523637771606445","0.5127574801445007","0.5127574801445007","0.5127574801445007"
"6389","0.25861766934394836","0.25861766934394836","0.25861766934394836","0.8336463570594788","0.8336463570594788","0.8336463570594788","0.48842015862464905","0.48842015862464905","0.48842015862464905","0.4912858009338379","0.4912858009338379","0.4912858009338379","1.3897331953048706","1.3897331953048706","1.3897331953048706","0.5830672383308411","0.5830672383308411","0.5830672383308411"
"6419","0.18819618225097656","0.18819618225097656","0.18819618225097656","0.8106918334960938","0.8106918334960938","0.8106918334960938","0.49520358443260193","0.49520358443260193","0.49520358443260193","0.42528432607650757","0.42528432607650757","0.42528432607650757","1.437846302986145","1.437846302986145","1.437846302986145","0.5297552943229675","0.5297552943229675","0.5297552943229675"
"6449","0.2193448543548584","0.2193448543548584","0.2193448543548584","0.5941376090049744","0.5941376090049744","0.5941376090049744","0.3324491083621979","0.3324491083621979","0.3324491083621979","0.47739049792289734","0.47739049792289734","0.47739049792289734","1.4953594207763672","1.4953594207763672","1.4953594207763672","0.48556607961654663","0.48556607961654663","0.48556607961654663"
"6479","0.1626606583595276","0.1626606583595276","0.1626606583595276","0.6949742436408997","0.6949742436408997","0.6949742436408997","0.34414270520210266","0.34414270520210266","0.34414270520210266","0.48934218287467957","0.48934218287467957","0.48934218287467957","1.706050992012024","1.706050992012024","1.706050992012024","0.6250109672546387","0.6250109672546387","0.6250109672546387"
"6509","0.26668280363082886","0.26668280363082886","0.26668280363082886","1.0467289686203003","1.0467289686203003","1.0467289686203003","0.36548879742622375","0.36548879742622375","0.36548879742622375","0.4983305335044861","0.4983305335044861","0.4983305335044861","2.4144704341888428","2.4144704341888428","2.4144704341888428","0.4327123165130615","0.4327123165130615","0.4327123165130615"
"6539","0.4680158495903015","0.4680158495903015","0.4680158495903015","1.2831182479858398","1.2831182479858398","1.2831182479858398","0.30207931995391846","0.30207931995391846","0.30207931995391846","0.5621883869171143","0.5621883869171143","0.5621883869171143","3.002126455307007","3.002126455307007","3.002126455307007","0.5717241764068604","0.5717241764068604","0.5717241764068604"
"6569","0.3920142352581024","0.3920142352581024","0.3920142352581024","0.5897096395492554","0.5897096395492554","0.5897096395492554","0.3364894688129425","0.3364894688129425","0.3364894688129425","0.49282407760620117","0.49282407760620117","0.49282407760620117","1.7008603811264038","1.7008603811264038","1.7008603811264038","0.4244142770767212","0.4244142770767212","0.4244142770767212"
"6599","0.2994837164878845","0.2994837164878845","0.2994837164878845","1.2107830047607422","1.2107830047607422","1.2107830047607422","0.4139898121356964","0.4139898121356964","0.4139898121356964","0.6308007836341858","0.6308007836341858","0.6308007836341858","2.7160120010375977","2.7160120010375977","2.7160120010375977","0.5090068578720093","0.5090068578720093","0.5090068578720093"
"6629","0.1812157779932022","0.1812157779932022","0.1812157779932022","0.9274148344993591","0.9274148344993591","0.9274148344993591","0.4426080584526062","0.4426080584526062","0.4426080584526062","0.4149019122123718","0.4149019122123718","0.4149019122123718","2.0750861167907715","2.0750861167907715","2.0750861167907715","0.5628369450569153","0.5628369450569153","0.5628369450569153"
"6659","0.3294638693332672","0.3294638693332672","0.3294638693332672","0.798101007938385","0.798101007938385","0.798101007938385","0.40826722979545593","0.40826722979545593","0.40826722979545593","0.5354507565498352","0.5354507565498352","0.5354507565498352","5.444685935974121","5.444685935974121","5.444685935974121","0.5034544467926025","0.5034544467926025","0.5034544467926025"
"6689","0.177799791097641","0.177799791097641","0.177799791097641","3.691441297531128","3.691441297531128","3.691441297531128","0.44878295063972473","0.44878295063972473","0.44878295063972473","0.6884188652038574","0.6884188652038574","0.6884188652038574","4.048450946807861","4.048450946807861","4.048450946807861","0.6000155806541443","0.6000155806541443","0.6000155806541443"
"6719","0.3882142901420593","0.3882142901420593","0.3882142901420593","1.1933883428573608","1.1933883428573608","1.1933883428573608","0.25108423829078674","0.25108423829078674","0.25108423829078674","0.5331272482872009","0.5331272482872009","0.5331272482872009","2.2385635375976562","2.2385635375976562","2.2385635375976562","0.4194297790527344","0.4194297790527344","0.4194297790527344"
"6749","0.23630602657794952","0.23630602657794952","0.23630602657794952","0.7889713644981384","0.7889713644981384","0.7889713644981384","0.3537149727344513","0.3537149727344513","0.3537149727344513","0.7960206270217896","0.7960206270217896","0.7960206270217896","2.0515592098236084","2.0515592098236084","2.0515592098236084","0.33516454696655273","0.33516454696655273","0.33516454696655273"
"6779","0.31453460454940796","0.31453460454940796","0.31453460454940796","0.5598318576812744","0.5598318576812744","0.5598318576812744","0.4001184105873108","0.4001184105873108","0.4001184105873108","0.39339137077331543","0.39339137077331543","0.39339137077331543","1.4558165073394775","1.4558165073394775","1.4558165073394775","0.43502679467201233","0.43502679467201233","0.43502679467201233"
"6809","0.3287397027015686","0.3287397027015686","0.3287397027015686","1.024808645248413","1.024808645248413","1.024808645248413","0.2624271810054779","0.2624271810054779","0.2624271810054779","0.5163965225219727","0.5163965225219727","0.5163965225219727","2.2145633697509766","2.2145633697509766","2.2145633697509766","0.3667427599430084","0.3667427599430084","0.3667427599430084"
"6839","0.331871896982193","0.331871896982193","0.331871896982193","0.9204758405685425","0.9204758405685425","0.9204758405685425","0.3669600486755371","0.3669600486755371","0.3669600486755371","0.5110504031181335","0.5110504031181335","0.5110504031181335","2.0097343921661377","2.0097343921661377","2.0097343921661377","0.43244707584381104","0.43244707584381104","0.43244707584381104"
"6869","0.3192516267299652","0.3192516267299652","0.3192516267299652","1.2876046895980835","1.2876046895980835","1.2876046895980835","0.23656333982944489","0.23656333982944489","0.23656333982944489","0.4556322693824768","0.4556322693824768","0.4556322693824768","2.1913018226623535","2.1913018226623535","2.1913018226623535","0.48568442463874817","0.48568442463874817","0.48568442463874817"
"6899","0.23164954781532288","0.23164954781532288","0.23164954781532288","0.9958297610282898","0.9958297610282898","0.9958297610282898","0.513164222240448","0.513164222240448","0.513164222240448","2.0941240787506104","2.0941240787506104","2.0941240787506104","1.4376188516616821","1.4376188516616821","1.4376188516616821","0.6875196695327759","0.6875196695327759","0.6875196695327759"
"6929","0.18703505396842957","0.18703505396842957","0.18703505396842957","0.4251933991909027","0.4251933991909027","0.4251933991909027","0.2809065282344818","0.2809065282344818","0.2809065282344818","0.5785617828369141","0.5785617828369141","0.5785617828369141","1.281864881515503","1.281864881515503","1.281864881515503","0.3787783086299896","0.3787783086299896","0.3787783086299896"
"6959","0.27775976061820984","0.27775976061820984","0.27775976061820984","1.5523861646652222","1.5523861646652222","1.5523861646652222","0.5343736410140991","0.5343736410140991","0.5343736410140991","0.445625901222229","0.445625901222229","0.445625901222229","2.433058977127075","2.433058977127075","2.433058977127075","0.42977964878082275","0.42977964878082275","0.42977964878082275"
"6989","0.21614700555801392","0.21614700555801392","0.21614700555801392","0.7665119767189026","0.7665119767189026","0.7665119767189026","0.31861403584480286","0.31861403584480286","0.31861403584480286","0.5665303468704224","0.5665303468704224","0.5665303468704224","1.528273582458496","1.528273582458496","1.528273582458496","0.3241276443004608","0.3241276443004608","0.3241276443004608"
"7019","0.275556743144989","0.275556743144989","0.275556743144989","0.7860272526741028","0.7860272526741028","0.7860272526741028","0.45294424891471863","0.45294424891471863","0.45294424891471863","0.4617743492126465","0.4617743492126465","0.4617743492126465","2.212228536605835","2.212228536605835","2.212228536605835","0.48117682337760925","0.48117682337760925","0.48117682337760925"
"7049","0.1994961053133011","0.1994961053133011","0.1994961053133011","0.7347975969314575","0.7347975969314575","0.7347975969314575","0.36821022629737854","0.36821022629737854","0.36821022629737854","0.3408912718296051","0.3408912718296051","0.3408912718296051","1.4342772960662842","1.4342772960662842","1.4342772960662842","0.43344518542289734","0.43344518542289734","0.43344518542289734"
"7079","0.16660302877426147","0.16660302877426147","0.16660302877426147","0.7889015078544617","0.7889015078544617","0.7889015078544617","0.322463721036911","0.322463721036911","0.322463721036911","0.4364839792251587","0.4364839792251587","0.4364839792251587","1.7492731809616089","1.7492731809616089","1.7492731809616089","0.5537154078483582","0.5537154078483582","0.5537154078483582"
"7109","0.18041308224201202","0.18041308224201202","0.18041308224201202","0.4822762608528137","0.4822762608528137","0.4822762608528137","0.3641417920589447","0.3641417920589447","0.3641417920589447","0.3690805435180664","0.3690805435180664","0.3690805435180664","1.3155291080474854","1.3155291080474854","1.3155291080474854","0.480916291475296","0.480916291475296","0.480916291475296"
