"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"1499","13.565529823303223","13.565529823303223","13.565529823303223","8.052033424377441","8.052033424377441","8.052033424377441","8.301133155822754","8.301133155822754","8.301133155822754","18.228017807006836","18.228017807006836","18.228017807006836","8.04700756072998","8.04700756072998","8.04700756072998","7.678236961364746","7.678236961364746","7.678236961364746"
"1529","10.044803619384766","10.044803619384766","10.044803619384766","6.010462284088135","6.010462284088135","6.010462284088135","5.9228692054748535","5.9228692054748535","5.9228692054748535","11.083270072937012","11.083270072937012","11.083270072937012","6.502627849578857","6.502627849578857","6.502627849578857","5.796492099761963","5.796492099761963","5.796492099761963"
"1559","11.748367309570312","11.748367309570312","11.748367309570312","4.836382865905762","4.836382865905762","4.836382865905762","6.135021686553955","6.135021686553955","6.135021686553955","14.202098846435547","14.202098846435547","14.202098846435547","5.284380912780762","5.284380912780762","5.284380912780762","5.833075523376465","5.833075523376465","5.833075523376465"
"1589","9.637958526611328","9.637958526611328","9.637958526611328","7.454487323760986","7.454487323760986","7.454487323760986","5.062955856323242","5.062955856323242","5.062955856323242","11.560661315917969","11.560661315917969","11.560661315917969","7.109168529510498","7.109168529510498","7.109168529510498","4.70054292678833","4.70054292678833","4.70054292678833"
"1619","11.088950157165527","11.088950157165527","11.088950157165527","4.692935943603516","4.692935943603516","4.692935943603516","4.955506324768066","4.955506324768066","4.955506324768066","12.786762237548828","12.786762237548828","12.786762237548828","4.862455368041992","4.862455368041992","4.862455368041992","4.885590553283691","4.885590553283691","4.885590553283691"
"1649","7.855778217315674","7.855778217315674","7.855778217315674","7.181774139404297","7.181774139404297","7.181774139404297","6.261204719543457","6.261204719543457","6.261204719543457","10.415308952331543","10.415308952331543","10.415308952331543","7.617517471313477","7.617517471313477","7.617517471313477","5.90934419631958","5.90934419631958","5.90934419631958"
"1679","8.671809196472168","8.671809196472168","8.671809196472168","5.714129447937012","5.714129447937012","5.714129447937012","7.190640926361084","7.190640926361084","7.190640926361084","11.14828109741211","11.14828109741211","11.14828109741211","6.850830078125","6.850830078125","6.850830078125","6.771782875061035","6.771782875061035","6.771782875061035"
"1709","5.29604434967041","5.29604434967041","5.29604434967041","4.41119909286499","4.41119909286499","4.41119909286499","4.546957969665527","4.546957969665527","4.546957969665527","6.64398193359375","6.64398193359375","6.64398193359375","5.88203239440918","5.88203239440918","5.88203239440918","4.346374988555908","4.346374988555908","4.346374988555908"
"1739","4.588315486907959","4.588315486907959","4.588315486907959","3.1470556259155273","3.1470556259155273","3.1470556259155273","3.4492671489715576","3.4492671489715576","3.4492671489715576","5.995575904846191","5.995575904846191","5.995575904846191","4.055079460144043","4.055079460144043","4.055079460144043","3.1796114444732666","3.1796114444732666","3.1796114444732666"
"1769","6.635812759399414","6.635812759399414","6.635812759399414","3.1273107528686523","3.1273107528686523","3.1273107528686523","3.8277382850646973","3.8277382850646973","3.8277382850646973","8.622241020202637","8.622241020202637","8.622241020202637","4.065753936767578","4.065753936767578","4.065753936767578","3.567208766937256","3.567208766937256","3.567208766937256"
"1799","6.066381931304932","6.066381931304932","6.066381931304932","2.729644775390625","2.729644775390625","2.729644775390625","4.88574743270874","4.88574743270874","4.88574743270874","7.855005741119385","7.855005741119385","7.855005741119385","4.114218711853027","4.114218711853027","4.114218711853027","5.036111354827881","5.036111354827881","5.036111354827881"
"1829","6.156618118286133","6.156618118286133","6.156618118286133","4.144252777099609","4.144252777099609","4.144252777099609","3.9786460399627686","3.9786460399627686","3.9786460399627686","8.150625228881836","8.150625228881836","8.150625228881836","5.605051517486572","5.605051517486572","5.605051517486572","3.7399346828460693","3.7399346828460693","3.7399346828460693"
"1859","7.500622272491455","7.500622272491455","7.500622272491455","4.982813835144043","4.982813835144043","4.982813835144043","4.106288433074951","4.106288433074951","4.106288433074951","10.789456367492676","10.789456367492676","10.789456367492676","5.399235248565674","5.399235248565674","5.399235248565674","3.8999252319335938","3.8999252319335938","3.8999252319335938"
"1889","4.4945855140686035","4.4945855140686035","4.4945855140686035","4.9718852043151855","4.9718852043151855","4.9718852043151855","4.011962413787842","4.011962413787842","4.011962413787842","6.090177059173584","6.090177059173584","6.090177059173584","6.691966533660889","6.691966533660889","6.691966533660889","3.6156530380249023","3.6156530380249023","3.6156530380249023"
"1919","5.248435020446777","5.248435020446777","5.248435020446777","3.8127171993255615","3.8127171993255615","3.8127171993255615","4.232829570770264","4.232829570770264","4.232829570770264","7.3985595703125","7.3985595703125","7.3985595703125","4.951540946960449","4.951540946960449","4.951540946960449","3.9792866706848145","3.9792866706848145","3.9792866706848145"
"1949","5.444711685180664","5.444711685180664","5.444711685180664","10.749262809753418","10.749262809753418","10.749262809753418","3.7684166431427","3.7684166431427","3.7684166431427","9.995546340942383","9.995546340942383","9.995546340942383","9.602105140686035","9.602105140686035","9.602105140686035","3.220754623413086","3.220754623413086","3.220754623413086"
"1979","4.1638641357421875","4.1638641357421875","4.1638641357421875","3.205167055130005","3.205167055130005","3.205167055130005","2.7757296562194824","2.7757296562194824","2.7757296562194824","6.490191459655762","6.490191459655762","6.490191459655762","3.9479992389678955","3.9479992389678955","3.9479992389678955","2.5530104637145996","2.5530104637145996","2.5530104637145996"
"2009","4.328451633453369","4.328451633453369","4.328451633453369","4.369346618652344","4.369346618652344","4.369346618652344","3.0322070121765137","3.0322070121765137","3.0322070121765137","7.152322292327881","7.152322292327881","7.152322292327881","5.088494300842285","5.088494300842285","5.088494300842285","2.8742144107818604","2.8742144107818604","2.8742144107818604"
"2039","3.9178898334503174","3.9178898334503174","3.9178898334503174","2.9834065437316895","2.9834065437316895","2.9834065437316895","2.7678446769714355","2.7678446769714355","2.7678446769714355","5.912264347076416","5.912264347076416","5.912264347076416","3.9547266960144043","3.9547266960144043","3.9547266960144043","2.5556440353393555","2.5556440353393555","2.5556440353393555"
"2069","4.798398494720459","4.798398494720459","4.798398494720459","1.7392240762710571","1.7392240762710571","1.7392240762710571","3.0839550495147705","3.0839550495147705","3.0839550495147705","7.434950828552246","7.434950828552246","7.434950828552246","3.7704403400421143","3.7704403400421143","3.7704403400421143","3.0006353855133057","3.0006353855133057","3.0006353855133057"
"2099","4.543373107910156","4.543373107910156","4.543373107910156","1.6009529829025269","1.6009529829025269","1.6009529829025269","3.3904905319213867","3.3904905319213867","3.3904905319213867","7.093822479248047","7.093822479248047","7.093822479248047","3.291421413421631","3.291421413421631","3.291421413421631","3.4863688945770264","3.4863688945770264","3.4863688945770264"
"2129","3.825340986251831","3.825340986251831","3.825340986251831","2.2629592418670654","2.2629592418670654","2.2629592418670654","3.45458722114563","3.45458722114563","3.45458722114563","6.29594612121582","6.29594612121582","6.29594612121582","3.8230745792388916","3.8230745792388916","3.8230745792388916","3.1337318420410156","3.1337318420410156","3.1337318420410156"
"2159","3.082977533340454","3.082977533340454","3.082977533340454","1.8927563428878784","1.8927563428878784","1.8927563428878784","3.526183605194092","3.526183605194092","3.526183605194092","5.169195652008057","5.169195652008057","5.169195652008057","4.323462009429932","4.323462009429932","4.323462009429932","3.0489981174468994","3.0489981174468994","3.0489981174468994"
"2189","2.715076446533203","2.715076446533203","2.715076446533203","1.6789190769195557","1.6789190769195557","1.6789190769195557","2.7361068725585938","2.7361068725585938","2.7361068725585938","4.626550197601318","4.626550197601318","4.626550197601318","3.3694798946380615","3.3694798946380615","3.3694798946380615","2.555205821990967","2.555205821990967","2.555205821990967"
"2219","2.96089506149292","2.96089506149292","2.96089506149292","3.1620237827301025","3.1620237827301025","3.1620237827301025","3.399193286895752","3.399193286895752","3.399193286895752","5.111626625061035","5.111626625061035","5.111626625061035","3.91481351852417","3.91481351852417","3.91481351852417","2.956770658493042","2.956770658493042","2.956770658493042"
"2249","2.972677230834961","2.972677230834961","2.972677230834961","2.02185320854187","2.02185320854187","2.02185320854187","3.8221428394317627","3.8221428394317627","3.8221428394317627","5.329129695892334","5.329129695892334","5.329129695892334","2.8255932331085205","2.8255932331085205","2.8255932331085205","3.3860979080200195","3.3860979080200195","3.3860979080200195"
"2279","4.786842346191406","4.786842346191406","4.786842346191406","8.168610572814941","8.168610572814941","8.168610572814941","2.8401753902435303","2.8401753902435303","2.8401753902435303","8.996577262878418","8.996577262878418","8.996577262878418","8.547160148620605","8.547160148620605","8.547160148620605","2.4424712657928467","2.4424712657928467","2.4424712657928467"
"2309","2.173713445663452","2.173713445663452","2.173713445663452","3.0006611347198486","3.0006611347198486","3.0006611347198486","2.6200335025787354","2.6200335025787354","2.6200335025787354","3.6784276962280273","3.6784276962280273","3.6784276962280273","5.051105499267578","5.051105499267578","5.051105499267578","2.385401964187622","2.385401964187622","2.385401964187622"
"2339","2.3738036155700684","2.3738036155700684","2.3738036155700684","1.8917382955551147","1.8917382955551147","1.8917382955551147","2.4730801582336426","2.4730801582336426","2.4730801582336426","4.483269691467285","4.483269691467285","4.483269691467285","3.8796207904815674","3.8796207904815674","3.8796207904815674","2.34104061126709","2.34104061126709","2.34104061126709"
"2369","2.5215048789978027","2.5215048789978027","2.5215048789978027","1.7676174640655518","1.7676174640655518","1.7676174640655518","2.6415796279907227","2.6415796279907227","2.6415796279907227","4.695714473724365","4.695714473724365","4.695714473724365","3.5482707023620605","3.5482707023620605","3.5482707023620605","2.5989608764648438","2.5989608764648438","2.5989608764648438"
"2399","2.1714229583740234","2.1714229583740234","2.1714229583740234","1.9029576778411865","1.9029576778411865","1.9029576778411865","1.9569143056869507","1.9569143056869507","1.9569143056869507","4.2363739013671875","4.2363739013671875","4.2363739013671875","3.8781402111053467","3.8781402111053467","3.8781402111053467","1.9131312370300293","1.9131312370300293","1.9131312370300293"
"2429","1.8872125148773193","1.8872125148773193","1.8872125148773193","1.1841659545898438","1.1841659545898438","1.1841659545898438","1.8201994895935059","1.8201994895935059","1.8201994895935059","3.6413629055023193","3.6413629055023193","3.6413629055023193","2.906728982925415","2.906728982925415","2.906728982925415","1.7308690547943115","1.7308690547943115","1.7308690547943115"
