"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"1559","11.758498191833496","11.758498191833496","11.758498191833496","4.310458660125732","4.310458660125732","4.310458660125732","2.933281898498535","2.933281898498535","2.933281898498535"
"1589","11.743170738220215","11.743170738220215","11.743170738220215","3.9629924297332764","3.9629924297332764","3.9629924297332764","2.866678476333618","2.866678476333618","2.866678476333618"
"1619","12.38023567199707","12.38023567199707","12.38023567199707","5.63264274597168","5.63264274597168","5.63264274597168","3.597954750061035","3.597954750061035","3.597954750061035"
"1649","9.653468132019043","9.653468132019043","9.653468132019043","4.529515743255615","4.529515743255615","4.529515743255615","3.5153746604919434","3.5153746604919434","3.5153746604919434"
"1679","9.299871444702148","9.299871444702148","9.299871444702148","3.349687099456787","3.349687099456787","3.349687099456787","3.0871758460998535","3.0871758460998535","3.0871758460998535"
"1709","8.21642780303955","8.21642780303955","8.21642780303955","3.290581703186035","3.290581703186035","3.290581703186035","2.9992523193359375","2.9992523193359375","2.9992523193359375"
"1739","9.399259567260742","9.399259567260742","9.399259567260742","2.988529682159424","2.988529682159424","2.988529682159424","3.285383939743042","3.285383939743042","3.285383939743042"
"1769","9.115684509277344","9.115684509277344","9.115684509277344","4.095853328704834","4.095853328704834","4.095853328704834","3.1297783851623535","3.1297783851623535","3.1297783851623535"
"1799","9.252909660339355","9.252909660339355","9.252909660339355","3.3268773555755615","3.3268773555755615","3.3268773555755615","2.993386745452881","2.993386745452881","2.993386745452881"
"1829","9.083096504211426","9.083096504211426","9.083096504211426","4.038186073303223","4.038186073303223","4.038186073303223","3.0770421028137207","3.0770421028137207","3.0770421028137207"
"1859","9.7691011428833","9.7691011428833","9.7691011428833","2.9887633323669434","2.9887633323669434","2.9887633323669434","2.838613748550415","2.838613748550415","2.838613748550415"
"1889","7.3213725090026855","7.3213725090026855","7.3213725090026855","3.54167103767395","3.54167103767395","3.54167103767395","3.1160261631011963","3.1160261631011963","3.1160261631011963"
"1919","9.109814643859863","9.109814643859863","9.109814643859863","4.660037040710449","4.660037040710449","4.660037040710449","3.2841453552246094","3.2841453552246094","3.2841453552246094"
"1949","9.584495544433594","9.584495544433594","9.584495544433594","3.569697856903076","3.569697856903076","3.569697856903076","2.8085474967956543","2.8085474967956543","2.8085474967956543"
"1979","8.193032264709473","8.193032264709473","8.193032264709473","3.537137985229492","3.537137985229492","3.537137985229492","3.0146965980529785","3.0146965980529785","3.0146965980529785"
"2009","7.07474946975708","7.07474946975708","7.07474946975708","3.276581287384033","3.276581287384033","3.276581287384033","2.9305131435394287","2.9305131435394287","2.9305131435394287"
"2039","7.845403671264648","7.845403671264648","7.845403671264648","2.9736809730529785","2.9736809730529785","2.9736809730529785","2.727107524871826","2.727107524871826","2.727107524871826"
"2069","8.888965606689453","8.888965606689453","8.888965606689453","3.3866708278656006","3.3866708278656006","3.3866708278656006","2.713460683822632","2.713460683822632","2.713460683822632"
"2099","9.689963340759277","9.689963340759277","9.689963340759277","3.2775235176086426","3.2775235176086426","3.2775235176086426","2.8634591102600098","2.8634591102600098","2.8634591102600098"
"2129","8.048075675964355","8.048075675964355","8.048075675964355","3.578947067260742","3.578947067260742","3.578947067260742","2.6432173252105713","2.6432173252105713","2.6432173252105713"
"2159","5.723242282867432","5.723242282867432","5.723242282867432","2.634352922439575","2.634352922439575","2.634352922439575","2.622361421585083","2.622361421585083","2.622361421585083"
"2189","8.222746849060059","8.222746849060059","8.222746849060059","3.389275074005127","3.389275074005127","3.389275074005127","2.8844332695007324","2.8844332695007324","2.8844332695007324"
"2219","7.323276042938232","7.323276042938232","7.323276042938232","3.4193544387817383","3.4193544387817383","3.4193544387817383","2.79287052154541","2.79287052154541","2.79287052154541"
"2249","7.722148418426514","7.722148418426514","7.722148418426514","2.76485013961792","2.76485013961792","2.76485013961792","2.7143168449401855","2.7143168449401855","2.7143168449401855"
"2279","100.45323944091797","100.45323944091797","100.45323944091797","69.67495727539062","69.67495727539062","69.67495727539062","50.39193344116211","50.39193344116211","50.39193344116211"
"2309","7.303919315338135","7.303919315338135","7.303919315338135","3.367015838623047","3.367015838623047","3.367015838623047","2.9071178436279297","2.9071178436279297","2.9071178436279297"
"2339","6.840585708618164","6.840585708618164","6.840585708618164","4.001383304595947","4.001383304595947","4.001383304595947","3.1264123916625977","3.1264123916625977","3.1264123916625977"
"2369","7.187952518463135","7.187952518463135","7.187952518463135","4.951107025146484","4.951107025146484","4.951107025146484","3.7242729663848877","3.7242729663848877","3.7242729663848877"
"2399","6.7104058265686035","6.7104058265686035","6.7104058265686035","4.052530288696289","4.052530288696289","4.052530288696289","3.3009002208709717","3.3009002208709717","3.3009002208709717"
"2429","5.130182266235352","5.130182266235352","5.130182266235352","2.659954071044922","2.659954071044922","2.659954071044922","2.9916131496429443","2.9916131496429443","2.9916131496429443"
"2459","6.850106716156006","6.850106716156006","6.850106716156006","2.779813766479492","2.779813766479492","2.779813766479492","2.77388858795166","2.77388858795166","2.77388858795166"
"2489","7.738381862640381","7.738381862640381","7.738381862640381","2.959805488586426","2.959805488586426","2.959805488586426","2.8316986560821533","2.8316986560821533","2.8316986560821533"
"2519","6.604372978210449","6.604372978210449","6.604372978210449","2.7680504322052","2.7680504322052","2.7680504322052","2.7965805530548096","2.7965805530548096","2.7965805530548096"
"2549","6.543283462524414","6.543283462524414","6.543283462524414","2.965092182159424","2.965092182159424","2.965092182159424","2.998188018798828","2.998188018798828","2.998188018798828"
"2579","6.079036712646484","6.079036712646484","6.079036712646484","3.4638023376464844","3.4638023376464844","3.4638023376464844","3.27451229095459","3.27451229095459","3.27451229095459"
"2609","6.499763011932373","6.499763011932373","6.499763011932373","3.469000816345215","3.469000816345215","3.469000816345215","2.6100897789001465","2.6100897789001465","2.6100897789001465"
"2639","5.260741233825684","5.260741233825684","5.260741233825684","2.732147455215454","2.732147455215454","2.732147455215454","2.8401520252227783","2.8401520252227783","2.8401520252227783"
"2669","6.397636413574219","6.397636413574219","6.397636413574219","3.347817897796631","3.347817897796631","3.347817897796631","2.6976945400238037","2.6976945400238037","2.6976945400238037"
"2699","5.390172004699707","5.390172004699707","5.390172004699707","3.4705772399902344","3.4705772399902344","3.4705772399902344","2.4514575004577637","2.4514575004577637","2.4514575004577637"
"2729","6.232443809509277","6.232443809509277","6.232443809509277","2.95768141746521","2.95768141746521","2.95768141746521","2.6880383491516113","2.6880383491516113","2.6880383491516113"
"2759","4.295698642730713","4.295698642730713","4.295698642730713","2.719900131225586","2.719900131225586","2.719900131225586","2.8726818561553955","2.8726818561553955","2.8726818561553955"
"2789","5.530284404754639","5.530284404754639","5.530284404754639","3.3788390159606934","3.3788390159606934","3.3788390159606934","3.2279598712921143","3.2279598712921143","3.2279598712921143"
"2819","5.79155158996582","5.79155158996582","5.79155158996582","3.148793935775757","3.148793935775757","3.148793935775757","2.6413214206695557","2.6413214206695557","2.6413214206695557"
"2849","6.487954139709473","6.487954139709473","6.487954139709473","3.2123570442199707","3.2123570442199707","3.2123570442199707","2.885187864303589","2.885187864303589","2.885187864303589"
"2879","4.979611873626709","4.979611873626709","4.979611873626709","3.62184476852417","3.62184476852417","3.62184476852417","3.127608060836792","3.127608060836792","3.127608060836792"
"2909","4.718802452087402","4.718802452087402","4.718802452087402","2.974108934402466","2.974108934402466","2.974108934402466","2.8152685165405273","2.8152685165405273","2.8152685165405273"
"2939","3.6345784664154053","3.6345784664154053","3.6345784664154053","2.613473415374756","2.613473415374756","2.613473415374756","2.6889262199401855","2.6889262199401855","2.6889262199401855"
"2969","4.512903213500977","4.512903213500977","4.512903213500977","3.2082605361938477","3.2082605361938477","3.2082605361938477","3.26550030708313","3.26550030708313","3.26550030708313"
"2999","3.98170804977417","3.98170804977417","3.98170804977417","2.722666025161743","2.722666025161743","2.722666025161743","2.6603636741638184","2.6603636741638184","2.6603636741638184"
"3029","4.328186988830566","4.328186988830566","4.328186988830566","4.266576290130615","4.266576290130615","4.266576290130615","3.46852707862854","3.46852707862854","3.46852707862854"
"3059","4.70020866394043","4.70020866394043","4.70020866394043","2.731513023376465","2.731513023376465","2.731513023376465","2.5102648735046387","2.5102648735046387","2.5102648735046387"
"3089","3.5498950481414795","3.5498950481414795","3.5498950481414795","2.830432176589966","2.830432176589966","2.830432176589966","2.6355104446411133","2.6355104446411133","2.6355104446411133"
"3119","4.450189590454102","4.450189590454102","4.450189590454102","2.664419412612915","2.664419412612915","2.664419412612915","2.6776976585388184","2.6776976585388184","2.6776976585388184"
"3149","3.7810823917388916","3.7810823917388916","3.7810823917388916","2.650798797607422","2.650798797607422","2.650798797607422","2.7038278579711914","2.7038278579711914","2.7038278579711914"
"3179","4.167983531951904","4.167983531951904","4.167983531951904","2.5086352825164795","2.5086352825164795","2.5086352825164795","2.7848217487335205","2.7848217487335205","2.7848217487335205"
"3209","5.293795108795166","5.293795108795166","5.293795108795166","2.873586416244507","2.873586416244507","2.873586416244507","3.1571552753448486","3.1571552753448486","3.1571552753448486"
"3239","4.854038715362549","4.854038715362549","4.854038715362549","2.7847626209259033","2.7847626209259033","2.7847626209259033","2.6992363929748535","2.6992363929748535","2.6992363929748535"
"3269","3.8264825344085693","3.8264825344085693","3.8264825344085693","2.851494312286377","2.851494312286377","2.851494312286377","2.622607707977295","2.622607707977295","2.622607707977295"
"3299","3.5036134719848633","3.5036134719848633","3.5036134719848633","2.843991279602051","2.843991279602051","2.843991279602051","2.6491613388061523","2.6491613388061523","2.6491613388061523"
"3329","4.576505661010742","4.576505661010742","4.576505661010742","3.3916397094726562","3.3916397094726562","3.3916397094726562","2.7289984226226807","2.7289984226226807","2.7289984226226807"
"3359","4.787331581115723","4.787331581115723","4.787331581115723","2.8536436557769775","2.8536436557769775","2.8536436557769775","2.696023464202881","2.696023464202881","2.696023464202881"
"3389","3.0707311630249023","3.0707311630249023","3.0707311630249023","2.5564675331115723","2.5564675331115723","2.5564675331115723","2.669208288192749","2.669208288192749","2.669208288192749"
"3419","4.072384357452393","4.072384357452393","4.072384357452393","2.8489229679107666","2.8489229679107666","2.8489229679107666","2.5433154106140137","2.5433154106140137","2.5433154106140137"
"3449","3.9319326877593994","3.9319326877593994","3.9319326877593994","2.6769979000091553","2.6769979000091553","2.6769979000091553","2.6496434211730957","2.6496434211730957","2.6496434211730957"
"3479","3.3237383365631104","3.3237383365631104","3.3237383365631104","2.6347978115081787","2.6347978115081787","2.6347978115081787","2.652167320251465","2.652167320251465","2.652167320251465"
"3509","5.463039398193359","5.463039398193359","5.463039398193359","3.307621479034424","3.307621479034424","3.307621479034424","3.103426218032837","3.103426218032837","3.103426218032837"
"3539","4.667170524597168","4.667170524597168","4.667170524597168","2.9175190925598145","2.9175190925598145","2.9175190925598145","2.464404582977295","2.464404582977295","2.464404582977295"
"3569","3.900730609893799","3.900730609893799","3.900730609893799","2.6853015422821045","2.6853015422821045","2.6853015422821045","2.393629789352417","2.393629789352417","2.393629789352417"
"3599","3.145958423614502","3.145958423614502","3.145958423614502","2.832587718963623","2.832587718963623","2.832587718963623","2.8839874267578125","2.8839874267578125","2.8839874267578125"
"3629","3.54947566986084","3.54947566986084","3.54947566986084","3.031406879425049","3.031406879425049","3.031406879425049","2.9557487964630127","2.9557487964630127","2.9557487964630127"
"3659","3.3387560844421387","3.3387560844421387","3.3387560844421387","3.1417667865753174","3.1417667865753174","3.1417667865753174","2.947648286819458","2.947648286819458","2.947648286819458"
"3689","2.469357490539551","2.469357490539551","2.469357490539551","2.510021686553955","2.510021686553955","2.510021686553955","2.7753818035125732","2.7753818035125732","2.7753818035125732"
"3719","4.186300277709961","4.186300277709961","4.186300277709961","2.5948848724365234","2.5948848724365234","2.5948848724365234","2.8356499671936035","2.8356499671936035","2.8356499671936035"
"3749","2.5078866481781006","2.5078866481781006","2.5078866481781006","2.439274549484253","2.439274549484253","2.439274549484253","2.8112926483154297","2.8112926483154297","2.8112926483154297"
"3779","2.893383026123047","2.893383026123047","2.893383026123047","2.788952589035034","2.788952589035034","2.788952589035034","2.6462645530700684","2.6462645530700684","2.6462645530700684"
"3809","3.240684986114502","3.240684986114502","3.240684986114502","2.8265380859375","2.8265380859375","2.8265380859375","2.5144243240356445","2.5144243240356445","2.5144243240356445"
"3839","3.104485511779785","3.104485511779785","3.104485511779785","2.8918230533599854","2.8918230533599854","2.8918230533599854","2.956512451171875","2.956512451171875","2.956512451171875"
"3869","5.345978260040283","5.345978260040283","5.345978260040283","3.034053325653076","3.034053325653076","3.034053325653076","2.822190999984741","2.822190999984741","2.822190999984741"
"3899","3.7656004428863525","3.7656004428863525","3.7656004428863525","2.888495922088623","2.888495922088623","2.888495922088623","2.640045166015625","2.640045166015625","2.640045166015625"
"3929","2.7216360569000244","2.7216360569000244","2.7216360569000244","2.648662567138672","2.648662567138672","2.648662567138672","2.6395251750946045","2.6395251750946045","2.6395251750946045"
"3959","3.339695930480957","3.339695930480957","3.339695930480957","2.564316987991333","2.564316987991333","2.564316987991333","2.66030216217041","2.66030216217041","2.66030216217041"
"3989","3.1042428016662598","3.1042428016662598","3.1042428016662598","2.6855978965759277","2.6855978965759277","2.6855978965759277","2.8043949604034424","2.8043949604034424","2.8043949604034424"
"4019","3.5403032302856445","3.5403032302856445","3.5403032302856445","2.945843458175659","2.945843458175659","2.945843458175659","2.989471435546875","2.989471435546875","2.989471435546875"
"4049","3.1639328002929688","3.1639328002929688","3.1639328002929688","2.698030948638916","2.698030948638916","2.698030948638916","2.7888786792755127","2.7888786792755127","2.7888786792755127"
"4079","3.9744956493377686","3.9744956493377686","3.9744956493377686","2.8892195224761963","2.8892195224761963","2.8892195224761963","2.6609561443328857","2.6609561443328857","2.6609561443328857"
"4109","3.4425878524780273","3.4425878524780273","3.4425878524780273","3.0439836978912354","3.0439836978912354","3.0439836978912354","2.7332518100738525","2.7332518100738525","2.7332518100738525"
"4139","3.616878032684326","3.616878032684326","3.616878032684326","2.798462390899658","2.798462390899658","2.798462390899658","2.6381096839904785","2.6381096839904785","2.6381096839904785"
"4169","3.948702096939087","3.948702096939087","3.948702096939087","3.3335354328155518","3.3335354328155518","3.3335354328155518","2.6859776973724365","2.6859776973724365","2.6859776973724365"
"4199","2.599081039428711","2.599081039428711","2.599081039428711","2.757286310195923","2.757286310195923","2.757286310195923","2.710681676864624","2.710681676864624","2.710681676864624"
"4229","6.375466823577881","6.375466823577881","6.375466823577881","3.0972201824188232","3.0972201824188232","3.0972201824188232","2.702626943588257","2.702626943588257","2.702626943588257"
"4259","2.4870636463165283","2.4870636463165283","2.4870636463165283","2.960914134979248","2.960914134979248","2.960914134979248","2.9174838066101074","2.9174838066101074","2.9174838066101074"
"4289","2.408684253692627","2.408684253692627","2.408684253692627","2.426146984100342","2.426146984100342","2.426146984100342","2.7561144828796387","2.7561144828796387","2.7561144828796387"
"4319","2.348564624786377","2.348564624786377","2.348564624786377","2.6226463317871094","2.6226463317871094","2.6226463317871094","2.7349300384521484","2.7349300384521484","2.7349300384521484"
"4349","2.528118133544922","2.528118133544922","2.528118133544922","2.8511881828308105","2.8511881828308105","2.8511881828308105","2.638334274291992","2.638334274291992","2.638334274291992"
"4379","2.6786341667175293","2.6786341667175293","2.6786341667175293","2.902787923812866","2.902787923812866","2.902787923812866","3.001530647277832","3.001530647277832","3.001530647277832"
"4409","2.3987174034118652","2.3987174034118652","2.3987174034118652","2.8452484607696533","2.8452484607696533","2.8452484607696533","2.894688606262207","2.894688606262207","2.894688606262207"
"4439","2.9173247814178467","2.9173247814178467","2.9173247814178467","2.85463809967041","2.85463809967041","2.85463809967041","2.600825071334839","2.600825071334839","2.600825071334839"
"4469","2.258301258087158","2.258301258087158","2.258301258087158","2.772286891937256","2.772286891937256","2.772286891937256","2.377703905105591","2.377703905105591","2.377703905105591"
"4499","2.634733200073242","2.634733200073242","2.634733200073242","3.0123116970062256","3.0123116970062256","3.0123116970062256","2.835081100463867","2.835081100463867","2.835081100463867"
"4529","3.0756638050079346","3.0756638050079346","3.0756638050079346","2.682814359664917","2.682814359664917","2.682814359664917","2.6687419414520264","2.6687419414520264","2.6687419414520264"
"4559","2.998561382293701","2.998561382293701","2.998561382293701","2.9504942893981934","2.9504942893981934","2.9504942893981934","2.4098010063171387","2.4098010063171387","2.4098010063171387"
"4589","2.2471084594726562","2.2471084594726562","2.2471084594726562","3.0133752822875977","3.0133752822875977","3.0133752822875977","2.712766647338867","2.712766647338867","2.712766647338867"
"4619","2.267728328704834","2.267728328704834","2.267728328704834","2.9412012100219727","2.9412012100219727","2.9412012100219727","2.4581756591796875","2.4581756591796875","2.4581756591796875"
"4649","2.347670555114746","2.347670555114746","2.347670555114746","2.6670029163360596","2.6670029163360596","2.6670029163360596","2.7817509174346924","2.7817509174346924","2.7817509174346924"
"4679","4.71253776550293","4.71253776550293","4.71253776550293","3.440439462661743","3.440439462661743","3.440439462661743","2.729736804962158","2.729736804962158","2.729736804962158"
"4709","2.806074380874634","2.806074380874634","2.806074380874634","2.697438955307007","2.697438955307007","2.697438955307007","2.426159381866455","2.426159381866455","2.426159381866455"
"4739","3.7638442516326904","3.7638442516326904","3.7638442516326904","2.970017433166504","2.970017433166504","2.970017433166504","2.781559467315674","2.781559467315674","2.781559467315674"
"4769","3.4599742889404297","3.4599742889404297","3.4599742889404297","2.6668503284454346","2.6668503284454346","2.6668503284454346","2.8672356605529785","2.8672356605529785","2.8672356605529785"
"4799","2.6507983207702637","2.6507983207702637","2.6507983207702637","2.6737618446350098","2.6737618446350098","2.6737618446350098","2.3773655891418457","2.3773655891418457","2.3773655891418457"
"4829","2.590564489364624","2.590564489364624","2.590564489364624","3.0673186779022217","3.0673186779022217","3.0673186779022217","2.6417064666748047","2.6417064666748047","2.6417064666748047"
"4859","2.3848793506622314","2.3848793506622314","2.3848793506622314","2.5194826126098633","2.5194826126098633","2.5194826126098633","2.622373104095459","2.622373104095459","2.622373104095459"
"4889","2.254925489425659","2.254925489425659","2.254925489425659","2.565247058868408","2.565247058868408","2.565247058868408","2.5641098022460938","2.5641098022460938","2.5641098022460938"
