"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"509","437.91143798828125","437.91143798828125","437.91143798828125","284.811767578125","284.811767578125","284.811767578125","140.78216552734375","140.78216552734375","140.78216552734375","436.9792785644531","436.9792785644531","436.9792785644531","281.9652404785156","281.9652404785156","281.9652404785156","140.4060516357422","140.4060516357422","140.4060516357422"
"539","434.22900390625","434.22900390625","434.22900390625","231.52047729492188","231.52047729492188","231.52047729492188","113.79878997802734","113.79878997802734","113.79878997802734","433.33843994140625","433.33843994140625","433.33843994140625","229.55673217773438","229.55673217773438","229.55673217773438","114.73441314697266","114.73441314697266","114.73441314697266"
"569","459.90631103515625","459.90631103515625","459.90631103515625","242.41647338867188","242.41647338867188","242.41647338867188","96.2421875","96.2421875","96.2421875","459.0286865234375","459.0286865234375","459.0286865234375","240.05316162109375","240.05316162109375","240.05316162109375","96.16445922851562","96.16445922851562","96.16445922851562"
"599","406.148193359375","406.148193359375","406.148193359375","292.1017761230469","292.1017761230469","292.1017761230469","110.30744934082031","110.30744934082031","110.30744934082031","405.484130859375","405.484130859375","405.484130859375","289.9431457519531","289.9431457519531","289.9431457519531","110.58702850341797","110.58702850341797","110.58702850341797"
"629","395.3836975097656","395.3836975097656","395.3836975097656","261.6884460449219","261.6884460449219","261.6884460449219","125.01775360107422","125.01775360107422","125.01775360107422","394.6293029785156","394.6293029785156","394.6293029785156","258.3166809082031","258.3166809082031","258.3166809082031","125.39617156982422","125.39617156982422","125.39617156982422"
"659","380.0676574707031","380.0676574707031","380.0676574707031","275.760986328125","275.760986328125","275.760986328125","114.59326171875","114.59326171875","114.59326171875","379.46630859375","379.46630859375","379.46630859375","272.5947265625","272.5947265625","272.5947265625","114.44245147705078","114.44245147705078","114.44245147705078"
"689","324.3536376953125","324.3536376953125","324.3536376953125","268.63250732421875","268.63250732421875","268.63250732421875","86.96937561035156","86.96937561035156","86.96937561035156","323.8843688964844","323.8843688964844","323.8843688964844","266.970458984375","266.970458984375","266.970458984375","86.9776382446289","86.9776382446289","86.9776382446289"
"719","391.5280456542969","391.5280456542969","391.5280456542969","246.83726501464844","246.83726501464844","246.83726501464844","98.46192932128906","98.46192932128906","98.46192932128906","391.0671691894531","391.0671691894531","391.0671691894531","244.39585876464844","244.39585876464844","244.39585876464844","98.9966812133789","98.9966812133789","98.9966812133789"
"749","389.578125","389.578125","389.578125","261.6724853515625","261.6724853515625","261.6724853515625","92.55704498291016","92.55704498291016","92.55704498291016","388.8656311035156","388.8656311035156","388.8656311035156","259.5727233886719","259.5727233886719","259.5727233886719","92.51337432861328","92.51337432861328","92.51337432861328"
"779","373.6319580078125","373.6319580078125","373.6319580078125","257.57080078125","257.57080078125","257.57080078125","95.34162139892578","95.34162139892578","95.34162139892578","372.9662780761719","372.9662780761719","372.9662780761719","255.2822265625","255.2822265625","255.2822265625","95.18546295166016","95.18546295166016","95.18546295166016"
"809","331.3720703125","331.3720703125","331.3720703125","234.70323181152344","234.70323181152344","234.70323181152344","67.13884735107422","67.13884735107422","67.13884735107422","330.76617431640625","330.76617431640625","330.76617431640625","233.02093505859375","233.02093505859375","233.02093505859375","67.48306274414062","67.48306274414062","67.48306274414062"
"839","392.977294921875","392.977294921875","392.977294921875","263.4378356933594","263.4378356933594","263.4378356933594","101.09046936035156","101.09046936035156","101.09046936035156","392.3285827636719","392.3285827636719","392.3285827636719","262.0453186035156","262.0453186035156","262.0453186035156","101.34330749511719","101.34330749511719","101.34330749511719"
"869","400.4379577636719","400.4379577636719","400.4379577636719","236.21397399902344","236.21397399902344","236.21397399902344","94.33599090576172","94.33599090576172","94.33599090576172","399.74334716796875","399.74334716796875","399.74334716796875","234.51678466796875","234.51678466796875","234.51678466796875","94.26529693603516","94.26529693603516","94.26529693603516"
"899","327.4225769042969","327.4225769042969","327.4225769042969","237.2235870361328","237.2235870361328","237.2235870361328","91.53683471679688","91.53683471679688","91.53683471679688","326.7403564453125","326.7403564453125","326.7403564453125","235.22218322753906","235.22218322753906","235.22218322753906","91.64820098876953","91.64820098876953","91.64820098876953"
"929","306.98779296875","306.98779296875","306.98779296875","236.72735595703125","236.72735595703125","236.72735595703125","91.02823638916016","91.02823638916016","91.02823638916016","306.42303466796875","306.42303466796875","306.42303466796875","234.63424682617188","234.63424682617188","234.63424682617188","91.29258728027344","91.29258728027344","91.29258728027344"
"959","354.9320373535156","354.9320373535156","354.9320373535156","201.60443115234375","201.60443115234375","201.60443115234375","78.97478485107422","78.97478485107422","78.97478485107422","354.3926086425781","354.3926086425781","354.3926086425781","199.64630126953125","199.64630126953125","199.64630126953125","79.47994232177734","79.47994232177734","79.47994232177734"
"989","210.53697204589844","210.53697204589844","210.53697204589844","263.7417297363281","263.7417297363281","263.7417297363281","94.95357513427734","94.95357513427734","94.95357513427734","210.1503143310547","210.1503143310547","210.1503143310547","262.0477600097656","262.0477600097656","262.0477600097656","95.22110748291016","95.22110748291016","95.22110748291016"
"1019","212.38487243652344","212.38487243652344","212.38487243652344","287.1502380371094","287.1502380371094","287.1502380371094","95.00146484375","95.00146484375","95.00146484375","212.1107940673828","212.1107940673828","212.1107940673828","285.2214660644531","285.2214660644531","285.2214660644531","95.1627426147461","95.1627426147461","95.1627426147461"
"1049","225.20960998535156","225.20960998535156","225.20960998535156","268.681640625","268.681640625","268.681640625","70.48843383789062","70.48843383789062","70.48843383789062","225.14987182617188","225.14987182617188","225.14987182617188","266.92706298828125","266.92706298828125","266.92706298828125","70.68806457519531","70.68806457519531","70.68806457519531"
"1079","208.40585327148438","208.40585327148438","208.40585327148438","261.0101013183594","261.0101013183594","261.0101013183594","100.23187255859375","100.23187255859375","100.23187255859375","208.4950714111328","208.4950714111328","208.4950714111328","259.3049621582031","259.3049621582031","259.3049621582031","100.58389282226562","100.58389282226562","100.58389282226562"
"1109","210.52938842773438","210.52938842773438","210.52938842773438","236.457763671875","236.457763671875","236.457763671875","71.9509506225586","71.9509506225586","71.9509506225586","210.33175659179688","210.33175659179688","210.33175659179688","234.4319610595703","234.4319610595703","234.4319610595703","72.48905181884766","72.48905181884766","72.48905181884766"
"1139","300.78424072265625","300.78424072265625","300.78424072265625","279.5038757324219","279.5038757324219","279.5038757324219","80.37293243408203","80.37293243408203","80.37293243408203","300.59765625","300.59765625","300.59765625","278.50457763671875","278.50457763671875","278.50457763671875","80.69420623779297","80.69420623779297","80.69420623779297"
"1169","337.14862060546875","337.14862060546875","337.14862060546875","256.4024658203125","256.4024658203125","256.4024658203125","83.69257354736328","83.69257354736328","83.69257354736328","336.86590576171875","336.86590576171875","336.86590576171875","254.53707885742188","254.53707885742188","254.53707885742188","84.03056335449219","84.03056335449219","84.03056335449219"
"1199","224.6453399658203","224.6453399658203","224.6453399658203","231.68821716308594","231.68821716308594","231.68821716308594","69.60717010498047","69.60717010498047","69.60717010498047","224.44442749023438","224.44442749023438","224.44442749023438","229.8201446533203","229.8201446533203","229.8201446533203","69.81124114990234","69.81124114990234","69.81124114990234"
"1229","193.6372833251953","193.6372833251953","193.6372833251953","259.5099182128906","259.5099182128906","259.5099182128906","80.55937957763672","80.55937957763672","80.55937957763672","193.4058380126953","193.4058380126953","193.4058380126953","257.8909606933594","257.8909606933594","257.8909606933594","81.23567199707031","81.23567199707031","81.23567199707031"
"1259","250.18519592285156","250.18519592285156","250.18519592285156","250.3348388671875","250.3348388671875","250.3348388671875","84.31301879882812","84.31301879882812","84.31301879882812","250.09469604492188","250.09469604492188","250.09469604492188","249.45761108398438","249.45761108398438","249.45761108398438","84.44486999511719","84.44486999511719","84.44486999511719"
"1289","209.7877655029297","209.7877655029297","209.7877655029297","244.8651885986328","244.8651885986328","244.8651885986328","89.40306091308594","89.40306091308594","89.40306091308594","209.611328125","209.611328125","209.611328125","242.95082092285156","242.95082092285156","242.95082092285156","89.61556243896484","89.61556243896484","89.61556243896484"
"1319","208.6873321533203","208.6873321533203","208.6873321533203","252.6590118408203","252.6590118408203","252.6590118408203","85.5040283203125","85.5040283203125","85.5040283203125","208.59698486328125","208.59698486328125","208.59698486328125","251.48081970214844","251.48081970214844","251.48081970214844","85.78910064697266","85.78910064697266","85.78910064697266"
"1349","210.80233764648438","210.80233764648438","210.80233764648438","231.3541717529297","231.3541717529297","231.3541717529297","92.05284881591797","92.05284881591797","92.05284881591797","210.85076904296875","210.85076904296875","210.85076904296875","230.01625061035156","230.01625061035156","230.01625061035156","92.40288543701172","92.40288543701172","92.40288543701172"
"1379","198.5341339111328","198.5341339111328","198.5341339111328","247.64048767089844","247.64048767089844","247.64048767089844","83.28185272216797","83.28185272216797","83.28185272216797","198.31646728515625","198.31646728515625","198.31646728515625","246.30050659179688","246.30050659179688","246.30050659179688","83.6933364868164","83.6933364868164","83.6933364868164"
"1409","232.36941528320312","232.36941528320312","232.36941528320312","264.5428161621094","264.5428161621094","264.5428161621094","66.53755950927734","66.53755950927734","66.53755950927734","232.2018280029297","232.2018280029297","232.2018280029297","263.1155090332031","263.1155090332031","263.1155090332031","66.57366943359375","66.57366943359375","66.57366943359375"
"1439","229.38877868652344","229.38877868652344","229.38877868652344","220.891357421875","220.891357421875","220.891357421875","65.1375732421875","65.1375732421875","65.1375732421875","229.0869903564453","229.0869903564453","229.0869903564453","219.47708129882812","219.47708129882812","219.47708129882812","65.31615447998047","65.31615447998047","65.31615447998047"
"1469","285.9142150878906","285.9142150878906","285.9142150878906","222.5830078125","222.5830078125","222.5830078125","64.11905670166016","64.11905670166016","64.11905670166016","285.94659423828125","285.94659423828125","285.94659423828125","221.5145263671875","221.5145263671875","221.5145263671875","64.52252960205078","64.52252960205078","64.52252960205078"
"1499","248.7528533935547","248.7528533935547","248.7528533935547","242.68453979492188","242.68453979492188","242.68453979492188","80.40284729003906","80.40284729003906","80.40284729003906","248.501953125","248.501953125","248.501953125","241.54812622070312","241.54812622070312","241.54812622070312","80.72381591796875","80.72381591796875","80.72381591796875"
"1529","178.76412963867188","178.76412963867188","178.76412963867188","236.4431610107422","236.4431610107422","236.4431610107422","71.55081939697266","71.55081939697266","71.55081939697266","178.6092071533203","178.6092071533203","178.6092071533203","234.9895477294922","234.9895477294922","234.9895477294922","71.68923950195312","71.68923950195312","71.68923950195312"
"1559","215.67950439453125","215.67950439453125","215.67950439453125","232.920166015625","232.920166015625","232.920166015625","77.397216796875","77.397216796875","77.397216796875","215.48953247070312","215.48953247070312","215.48953247070312","231.61534118652344","231.61534118652344","231.61534118652344","77.62489318847656","77.62489318847656","77.62489318847656"
"1589","199.7303924560547","199.7303924560547","199.7303924560547","230.8240509033203","230.8240509033203","230.8240509033203","67.95409393310547","67.95409393310547","67.95409393310547","199.5996856689453","199.5996856689453","199.5996856689453","229.484130859375","229.484130859375","229.484130859375","67.99225616455078","67.99225616455078","67.99225616455078"
"1619","221.6563262939453","221.6563262939453","221.6563262939453","186.34657287597656","186.34657287597656","186.34657287597656","63.22298812866211","63.22298812866211","63.22298812866211","221.83706665039062","221.83706665039062","221.83706665039062","184.91336059570312","184.91336059570312","184.91336059570312","63.40966796875","63.40966796875","63.40966796875"
"1649","165.8205108642578","165.8205108642578","165.8205108642578","243.04550170898438","243.04550170898438","243.04550170898438","83.22734069824219","83.22734069824219","83.22734069824219","165.8136444091797","165.8136444091797","165.8136444091797","241.6556854248047","241.6556854248047","241.6556854248047","83.75782012939453","83.75782012939453","83.75782012939453"
"1679","186.26702880859375","186.26702880859375","186.26702880859375","224.44639587402344","224.44639587402344","224.44639587402344","96.28118896484375","96.28118896484375","96.28118896484375","186.33541870117188","186.33541870117188","186.33541870117188","223.41038513183594","223.41038513183594","223.41038513183594","96.61304473876953","96.61304473876953","96.61304473876953"
"1709","131.22962951660156","131.22962951660156","131.22962951660156","239.3927459716797","239.3927459716797","239.3927459716797","67.41400909423828","67.41400909423828","67.41400909423828","131.2194061279297","131.2194061279297","131.2194061279297","237.8352508544922","237.8352508544922","237.8352508544922","67.6683349609375","67.6683349609375","67.6683349609375"
"1739","114.27093505859375","114.27093505859375","114.27093505859375","210.81259155273438","210.81259155273438","210.81259155273438","51.047332763671875","51.047332763671875","51.047332763671875","114.22479248046875","114.22479248046875","114.22479248046875","209.55319213867188","209.55319213867188","209.55319213867188","51.05133819580078","51.05133819580078","51.05133819580078"
"1769","167.12464904785156","167.12464904785156","167.12464904785156","221.9113006591797","221.9113006591797","221.9113006591797","51.79350280761719","51.79350280761719","51.79350280761719","167.35699462890625","167.35699462890625","167.35699462890625","220.91017150878906","220.91017150878906","220.91017150878906","51.82261657714844","51.82261657714844","51.82261657714844"
"1799","146.9343719482422","146.9343719482422","146.9343719482422","207.31005859375","207.31005859375","207.31005859375","68.19207763671875","68.19207763671875","68.19207763671875","147.009033203125","147.009033203125","147.009033203125","206.4500274658203","206.4500274658203","206.4500274658203","68.38040161132812","68.38040161132812","68.38040161132812"
"1829","170.321044921875","170.321044921875","170.321044921875","216.42202758789062","216.42202758789062","216.42202758789062","63.92366027832031","63.92366027832031","63.92366027832031","170.3417205810547","170.3417205810547","170.3417205810547","215.56703186035156","215.56703186035156","215.56703186035156","64.2047119140625","64.2047119140625","64.2047119140625"
"1859","197.4900665283203","197.4900665283203","197.4900665283203","209.79742431640625","209.79742431640625","209.79742431640625","60.53879928588867","60.53879928588867","60.53879928588867","197.2894287109375","197.2894287109375","197.2894287109375","208.93209838867188","208.93209838867188","208.93209838867188","60.603816986083984","60.603816986083984","60.603816986083984"
"1889","132.01177978515625","132.01177978515625","132.01177978515625","241.5146026611328","241.5146026611328","241.5146026611328","59.21471405029297","59.21471405029297","59.21471405029297","132.1003875732422","132.1003875732422","132.1003875732422","241.1053924560547","241.1053924560547","241.1053924560547","59.38871383666992","59.38871383666992","59.38871383666992"
"1919","151.13148498535156","151.13148498535156","151.13148498535156","228.96372985839844","228.96372985839844","228.96372985839844","67.0509262084961","67.0509262084961","67.0509262084961","151.2628631591797","151.2628631591797","151.2628631591797","228.22659301757812","228.22659301757812","228.22659301757812","67.22242736816406","67.22242736816406","67.22242736816406"
"1949","157.10992431640625","157.10992431640625","157.10992431640625","227.9193878173828","227.9193878173828","227.9193878173828","60.59027862548828","60.59027862548828","60.59027862548828","156.99267578125","156.99267578125","156.99267578125","227.73187255859375","227.73187255859375","227.73187255859375","60.5014533996582","60.5014533996582","60.5014533996582"
"1979","143.49017333984375","143.49017333984375","143.49017333984375","213.10079956054688","213.10079956054688","213.10079956054688","54.743690490722656","54.743690490722656","54.743690490722656","143.4886016845703","143.4886016845703","143.4886016845703","212.3804473876953","212.3804473876953","212.3804473876953","54.83918380737305","54.83918380737305","54.83918380737305"
"2009","146.04278564453125","146.04278564453125","146.04278564453125","226.75160217285156","226.75160217285156","226.75160217285156","58.29823684692383","58.29823684692383","58.29823684692383","146.13304138183594","146.13304138183594","146.13304138183594","226.037841796875","226.037841796875","226.037841796875","58.427772521972656","58.427772521972656","58.427772521972656"
"2039","138.87989807128906","138.87989807128906","138.87989807128906","207.48873901367188","207.48873901367188","207.48873901367188","49.7764778137207","49.7764778137207","49.7764778137207","138.86538696289062","138.86538696289062","138.86538696289062","206.62066650390625","206.62066650390625","206.62066650390625","49.88018035888672","49.88018035888672","49.88018035888672"
"2069","166.18917846679688","166.18917846679688","166.18917846679688","205.4051055908203","205.4051055908203","205.4051055908203","48.86631774902344","48.86631774902344","48.86631774902344","166.28536987304688","166.28536987304688","166.28536987304688","204.75982666015625","204.75982666015625","204.75982666015625","48.89921188354492","48.89921188354492","48.89921188354492"
"2099","181.25027465820312","181.25027465820312","181.25027465820312","209.76144409179688","209.76144409179688","209.76144409179688","62.23316192626953","62.23316192626953","62.23316192626953","181.5548858642578","181.5548858642578","181.5548858642578","209.23402404785156","209.23402404785156","209.23402404785156","62.337947845458984","62.337947845458984","62.337947845458984"
"2129","142.07659912109375","142.07659912109375","142.07659912109375","209.926513671875","209.926513671875","209.926513671875","59.88159942626953","59.88159942626953","59.88159942626953","142.09996032714844","142.09996032714844","142.09996032714844","208.82183837890625","208.82183837890625","208.82183837890625","60.03727340698242","60.03727340698242","60.03727340698242"
"2159","130.40574645996094","130.40574645996094","130.40574645996094","250.1050567626953","250.1050567626953","250.1050567626953","62.33653259277344","62.33653259277344","62.33653259277344","130.56167602539062","130.56167602539062","130.56167602539062","250.06871032714844","250.06871032714844","250.06871032714844","62.40812301635742","62.40812301635742","62.40812301635742"
"2189","124.61967468261719","124.61967468261719","124.61967468261719","197.73976135253906","197.73976135253906","197.73976135253906","54.304569244384766","54.304569244384766","54.304569244384766","124.65507507324219","124.65507507324219","124.65507507324219","197.06655883789062","197.06655883789062","197.06655883789062","54.35988235473633","54.35988235473633","54.35988235473633"
"2219","130.2906036376953","130.2906036376953","130.2906036376953","206.3222198486328","206.3222198486328","206.3222198486328","63.73478317260742","63.73478317260742","63.73478317260742","130.40362548828125","130.40362548828125","130.40362548828125","205.73944091796875","205.73944091796875","205.73944091796875","63.88777160644531","63.88777160644531","63.88777160644531"
"2249","140.6910858154297","140.6910858154297","140.6910858154297","198.92921447753906","198.92921447753906","198.92921447753906","67.21869659423828","67.21869659423828","67.21869659423828","140.6275177001953","140.6275177001953","140.6275177001953","198.1781463623047","198.1781463623047","198.1781463623047","67.4840316772461","67.4840316772461","67.4840316772461"
"2279","214.08164978027344","214.08164978027344","214.08164978027344","187.27029418945312","187.27029418945312","187.27029418945312","56.65879821777344","56.65879821777344","56.65879821777344","214.26930236816406","214.26930236816406","214.26930236816406","186.1151580810547","186.1151580810547","186.1151580810547","56.66368865966797","56.66368865966797","56.66368865966797"
"2309","111.5318603515625","111.5318603515625","111.5318603515625","224.38897705078125","224.38897705078125","224.38897705078125","59.04619598388672","59.04619598388672","59.04619598388672","111.60794830322266","111.60794830322266","111.60794830322266","223.4262237548828","223.4262237548828","223.4262237548828","59.19029998779297","59.19029998779297","59.19029998779297"
"2339","127.74519348144531","127.74519348144531","127.74519348144531","213.5000762939453","213.5000762939453","213.5000762939453","56.28211975097656","56.28211975097656","56.28211975097656","127.87203216552734","127.87203216552734","127.87203216552734","212.3251953125","212.3251953125","212.3251953125","56.37443542480469","56.37443542480469","56.37443542480469"
"2369","126.33859252929688","126.33859252929688","126.33859252929688","196.68272399902344","196.68272399902344","196.68272399902344","54.47863006591797","54.47863006591797","54.47863006591797","126.37564849853516","126.37564849853516","126.37564849853516","196.212890625","196.212890625","196.212890625","54.6352424621582","54.6352424621582","54.6352424621582"
"2399","124.75228118896484","124.75228118896484","124.75228118896484","205.54443359375","205.54443359375","205.54443359375","41.77734375","41.77734375","41.77734375","124.82715606689453","124.82715606689453","124.82715606689453","204.3201904296875","204.3201904296875","204.3201904296875","41.7182502746582","41.7182502746582","41.7182502746582"
"2429","110.74183654785156","110.74183654785156","110.74183654785156","203.25607299804688","203.25607299804688","203.25607299804688","45.68647384643555","45.68647384643555","45.68647384643555","110.7049560546875","110.7049560546875","110.7049560546875","202.3834991455078","202.3834991455078","202.3834991455078","45.74468994140625","45.74468994140625","45.74468994140625"
"2459","120.23365020751953","120.23365020751953","120.23365020751953","197.9514617919922","197.9514617919922","197.9514617919922","59.72742462158203","59.72742462158203","59.72742462158203","120.3668441772461","120.3668441772461","120.3668441772461","196.92086791992188","196.92086791992188","196.92086791992188","59.89168167114258","59.89168167114258","59.89168167114258"
"2489","133.68589782714844","133.68589782714844","133.68589782714844","196.275634765625","196.275634765625","196.275634765625","49.031707763671875","49.031707763671875","49.031707763671875","133.8363494873047","133.8363494873047","133.8363494873047","195.76173400878906","195.76173400878906","195.76173400878906","49.105159759521484","49.105159759521484","49.105159759521484"
