"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"4769","80.58170318603516","80.58170318603516","80.58170318603516","163.076171875","163.076171875","163.076171875","36.362308502197266","36.362308502197266","36.362308502197266","80.44451141357422","80.44451141357422","80.44451141357422","162.42974853515625","162.42974853515625","162.42974853515625","36.15433883666992","36.15433883666992","36.15433883666992"
"4799","83.63423919677734","83.63423919677734","83.63423919677734","179.7206573486328","179.7206573486328","179.7206573486328","44.35087203979492","44.35087203979492","44.35087203979492","83.72492980957031","83.72492980957031","83.72492980957031","179.7627716064453","179.7627716064453","179.7627716064453","44.15317153930664","44.15317153930664","44.15317153930664"
"4829","79.164794921875","79.164794921875","79.164794921875","168.67678833007812","168.67678833007812","168.67678833007812","29.582714080810547","29.582714080810547","29.582714080810547","79.16510772705078","79.16510772705078","79.16510772705078","168.6442108154297","168.6442108154297","168.6442108154297","29.61319351196289","29.61319351196289","29.61319351196289"
"4859","76.3111572265625","76.3111572265625","76.3111572265625","166.03781127929688","166.03781127929688","166.03781127929688","28.739091873168945","28.739091873168945","28.739091873168945","76.24842071533203","76.24842071533203","76.24842071533203","165.8942108154297","165.8942108154297","165.8942108154297","28.61161994934082","28.61161994934082","28.61161994934082"
"4889","78.52082824707031","78.52082824707031","78.52082824707031","168.1737060546875","168.1737060546875","168.1737060546875","30.573280334472656","30.573280334472656","30.573280334472656","78.39900970458984","78.39900970458984","78.39900970458984","167.8024139404297","167.8024139404297","167.8024139404297","30.340166091918945","30.340166091918945","30.340166091918945"
"4919","73.6153335571289","73.6153335571289","73.6153335571289","154.37608337402344","154.37608337402344","154.37608337402344","29.161073684692383","29.161073684692383","29.161073684692383","73.61381530761719","73.61381530761719","73.61381530761719","154.28761291503906","154.28761291503906","154.28761291503906","29.08473014831543","29.08473014831543","29.08473014831543"
"4949","76.17459106445312","76.17459106445312","76.17459106445312","168.07421875","168.07421875","168.07421875","34.655723571777344","34.655723571777344","34.655723571777344","76.02812957763672","76.02812957763672","76.02812957763672","167.72613525390625","167.72613525390625","167.72613525390625","34.5211181640625","34.5211181640625","34.5211181640625"
"4979","77.95697784423828","77.95697784423828","77.95697784423828","171.8367156982422","171.8367156982422","171.8367156982422","44.57961654663086","44.57961654663086","44.57961654663086","77.792724609375","77.792724609375","77.792724609375","171.298095703125","171.298095703125","171.298095703125","44.49531173706055","44.49531173706055","44.49531173706055"
"5009","75.45921325683594","75.45921325683594","75.45921325683594","163.66830444335938","163.66830444335938","163.66830444335938","29.018964767456055","29.018964767456055","29.018964767456055","75.37542724609375","75.37542724609375","75.37542724609375","163.5135955810547","163.5135955810547","163.5135955810547","28.969242095947266","28.969242095947266","28.969242095947266"
"5039","84.1361083984375","84.1361083984375","84.1361083984375","163.9490203857422","163.9490203857422","163.9490203857422","27.44325065612793","27.44325065612793","27.44325065612793","84.3109359741211","84.3109359741211","84.3109359741211","163.68482971191406","163.68482971191406","163.68482971191406","27.458524703979492","27.458524703979492","27.458524703979492"
"5069","72.644775390625","72.644775390625","72.644775390625","172.70257568359375","172.70257568359375","172.70257568359375","36.140499114990234","36.140499114990234","36.140499114990234","72.62300872802734","72.62300872802734","72.62300872802734","172.1546630859375","172.1546630859375","172.1546630859375","36.12592315673828","36.12592315673828","36.12592315673828"
"5099","69.291748046875","69.291748046875","69.291748046875","166.5753936767578","166.5753936767578","166.5753936767578","28.856088638305664","28.856088638305664","28.856088638305664","69.24678802490234","69.24678802490234","69.24678802490234","166.24664306640625","166.24664306640625","166.24664306640625","28.844921112060547","28.844921112060547","28.844921112060547"
"5129","74.56352996826172","74.56352996826172","74.56352996826172","171.36534118652344","171.36534118652344","171.36534118652344","33.06336975097656","33.06336975097656","33.06336975097656","74.47014617919922","74.47014617919922","74.47014617919922","170.85626220703125","170.85626220703125","170.85626220703125","32.97650146484375","32.97650146484375","32.97650146484375"
"5159","81.2181167602539","81.2181167602539","81.2181167602539","170.24868774414062","170.24868774414062","170.24868774414062","32.0412483215332","32.0412483215332","32.0412483215332","81.14260864257812","81.14260864257812","81.14260864257812","170.24964904785156","170.24964904785156","170.24964904785156","31.89451026916504","31.89451026916504","31.89451026916504"
"5189","75.80787658691406","75.80787658691406","75.80787658691406","168.52011108398438","168.52011108398438","168.52011108398438","33.7717170715332","33.7717170715332","33.7717170715332","75.79248809814453","75.79248809814453","75.79248809814453","168.90118408203125","168.90118408203125","168.90118408203125","33.541805267333984","33.541805267333984","33.541805267333984"
"5219","76.09962463378906","76.09962463378906","76.09962463378906","158.96826171875","158.96826171875","158.96826171875","32.2870979309082","32.2870979309082","32.2870979309082","76.12834930419922","76.12834930419922","76.12834930419922","158.98757934570312","158.98757934570312","158.98757934570312","32.2170295715332","32.2170295715332","32.2170295715332"
"5249","71.53422546386719","71.53422546386719","71.53422546386719","164.2742156982422","164.2742156982422","164.2742156982422","46.18408966064453","46.18408966064453","46.18408966064453","71.46509552001953","71.46509552001953","71.46509552001953","163.9207763671875","163.9207763671875","163.9207763671875","46.14297866821289","46.14297866821289","46.14297866821289"
"5279","71.98920440673828","71.98920440673828","71.98920440673828","155.0153350830078","155.0153350830078","155.0153350830078","34.04218292236328","34.04218292236328","34.04218292236328","71.99748992919922","71.99748992919922","71.99748992919922","154.36663818359375","154.36663818359375","154.36663818359375","33.76929473876953","33.76929473876953","33.76929473876953"
"5309","75.45745849609375","75.45745849609375","75.45745849609375","159.37008666992188","159.37008666992188","159.37008666992188","26.5788516998291","26.5788516998291","26.5788516998291","75.5519790649414","75.5519790649414","75.5519790649414","159.54196166992188","159.54196166992188","159.54196166992188","26.481170654296875","26.481170654296875","26.481170654296875"
"5339","69.24099731445312","69.24099731445312","69.24099731445312","155.43869018554688","155.43869018554688","155.43869018554688","35.08596420288086","35.08596420288086","35.08596420288086","69.23574829101562","69.23574829101562","69.23574829101562","154.587890625","154.587890625","154.587890625","35.27669906616211","35.27669906616211","35.27669906616211"
"5369","80.61904907226562","80.61904907226562","80.61904907226562","169.5615997314453","169.5615997314453","169.5615997314453","39.65312957763672","39.65312957763672","39.65312957763672","80.66341400146484","80.66341400146484","80.66341400146484","169.67909240722656","169.67909240722656","169.67909240722656","39.36581039428711","39.36581039428711","39.36581039428711"
"5399","71.84113311767578","71.84113311767578","71.84113311767578","162.18397521972656","162.18397521972656","162.18397521972656","36.90324783325195","36.90324783325195","36.90324783325195","71.8076171875","71.8076171875","71.8076171875","162.03887939453125","162.03887939453125","162.03887939453125","36.725460052490234","36.725460052490234","36.725460052490234"
"5429","78.22486877441406","78.22486877441406","78.22486877441406","172.8260955810547","172.8260955810547","172.8260955810547","35.59467315673828","35.59467315673828","35.59467315673828","78.18966674804688","78.18966674804688","78.18966674804688","172.97425842285156","172.97425842285156","172.97425842285156","35.49211120605469","35.49211120605469","35.49211120605469"
"5459","74.83760070800781","74.83760070800781","74.83760070800781","178.04872131347656","178.04872131347656","178.04872131347656","38.025390625","38.025390625","38.025390625","74.74773406982422","74.74773406982422","74.74773406982422","177.175537109375","177.175537109375","177.175537109375","37.93711853027344","37.93711853027344","37.93711853027344"
"5489","73.25051879882812","73.25051879882812","73.25051879882812","154.96343994140625","154.96343994140625","154.96343994140625","28.276620864868164","28.276620864868164","28.276620864868164","73.22962951660156","73.22962951660156","73.22962951660156","154.70016479492188","154.70016479492188","154.70016479492188","28.212648391723633","28.212648391723633","28.212648391723633"
"5519","75.09700012207031","75.09700012207031","75.09700012207031","160.06497192382812","160.06497192382812","160.06497192382812","32.29523849487305","32.29523849487305","32.29523849487305","75.07012176513672","75.07012176513672","75.07012176513672","160.014404296875","160.014404296875","160.014404296875","32.16436767578125","32.16436767578125","32.16436767578125"
"5549","80.14046478271484","80.14046478271484","80.14046478271484","168.78347778320312","168.78347778320312","168.78347778320312","44.59938430786133","44.59938430786133","44.59938430786133","80.17281341552734","80.17281341552734","80.17281341552734","167.98948669433594","167.98948669433594","167.98948669433594","44.33134841918945","44.33134841918945","44.33134841918945"
"5579","89.89247131347656","89.89247131347656","89.89247131347656","157.8439178466797","157.8439178466797","157.8439178466797","26.034257888793945","26.034257888793945","26.034257888793945","90.01870727539062","90.01870727539062","90.01870727539062","157.9899139404297","157.9899139404297","157.9899139404297","25.97127342224121","25.97127342224121","25.97127342224121"
"5609","74.33563232421875","74.33563232421875","74.33563232421875","150.58334350585938","150.58334350585938","150.58334350585938","31.236562728881836","31.236562728881836","31.236562728881836","74.24369049072266","74.24369049072266","74.24369049072266","150.6281280517578","150.6281280517578","150.6281280517578","31.034868240356445","31.034868240356445","31.034868240356445"
"5639","73.05459594726562","73.05459594726562","73.05459594726562","167.3084716796875","167.3084716796875","167.3084716796875","43.07771301269531","43.07771301269531","43.07771301269531","73.05778503417969","73.05778503417969","73.05778503417969","167.3471221923828","167.3471221923828","167.3471221923828","42.80495834350586","42.80495834350586","42.80495834350586"
"5669","76.02484130859375","76.02484130859375","76.02484130859375","164.2470245361328","164.2470245361328","164.2470245361328","33.216522216796875","33.216522216796875","33.216522216796875","75.86465454101562","75.86465454101562","75.86465454101562","163.85655212402344","163.85655212402344","163.85655212402344","33.2708625793457","33.2708625793457","33.2708625793457"
"5699","78.00857543945312","78.00857543945312","78.00857543945312","167.4745330810547","167.4745330810547","167.4745330810547","27.446535110473633","27.446535110473633","27.446535110473633","77.88327026367188","77.88327026367188","77.88327026367188","167.79891967773438","167.79891967773438","167.79891967773438","27.158876419067383","27.158876419067383","27.158876419067383"
"5729","70.7572250366211","70.7572250366211","70.7572250366211","156.72506713867188","156.72506713867188","156.72506713867188","37.358768463134766","37.358768463134766","37.358768463134766","70.71356964111328","70.71356964111328","70.71356964111328","156.54183959960938","156.54183959960938","156.54183959960938","37.310977935791016","37.310977935791016","37.310977935791016"
"5759","81.1253433227539","81.1253433227539","81.1253433227539","166.6920623779297","166.6920623779297","166.6920623779297","40.18461227416992","40.18461227416992","40.18461227416992","81.1686019897461","81.1686019897461","81.1686019897461","166.42575073242188","166.42575073242188","166.42575073242188","40.08622741699219","40.08622741699219","40.08622741699219"
"5789","79.16898345947266","79.16898345947266","79.16898345947266","166.85238647460938","166.85238647460938","166.85238647460938","35.58294677734375","35.58294677734375","35.58294677734375","79.18926239013672","79.18926239013672","79.18926239013672","167.03683471679688","167.03683471679688","167.03683471679688","35.811073303222656","35.811073303222656","35.811073303222656"
"5819","72.55989074707031","72.55989074707031","72.55989074707031","157.193115234375","157.193115234375","157.193115234375","30.563676834106445","30.563676834106445","30.563676834106445","72.45382690429688","72.45382690429688","72.45382690429688","157.17738342285156","157.17738342285156","157.17738342285156","30.530574798583984","30.530574798583984","30.530574798583984"
"5849","78.71736907958984","78.71736907958984","78.71736907958984","176.41114807128906","176.41114807128906","176.41114807128906","35.64360809326172","35.64360809326172","35.64360809326172","78.70703887939453","78.70703887939453","78.70703887939453","175.61715698242188","175.61715698242188","175.61715698242188","35.58869171142578","35.58869171142578","35.58869171142578"
"5879","71.55009460449219","71.55009460449219","71.55009460449219","164.0101318359375","164.0101318359375","164.0101318359375","32.492431640625","32.492431640625","32.492431640625","71.45767211914062","71.45767211914062","71.45767211914062","163.74989318847656","163.74989318847656","163.74989318847656","32.30794906616211","32.30794906616211","32.30794906616211"
"5909","68.49999237060547","68.49999237060547","68.49999237060547","151.7688446044922","151.7688446044922","151.7688446044922","30.79002571105957","30.79002571105957","30.79002571105957","68.35079956054688","68.35079956054688","68.35079956054688","151.46163940429688","151.46163940429688","151.46163940429688","30.70589256286621","30.70589256286621","30.70589256286621"
"5939","84.03056335449219","84.03056335449219","84.03056335449219","164.30052185058594","164.30052185058594","164.30052185058594","37.297943115234375","37.297943115234375","37.297943115234375","84.11650085449219","84.11650085449219","84.11650085449219","163.28298950195312","163.28298950195312","163.28298950195312","37.12925338745117","37.12925338745117","37.12925338745117"
"5969","79.12329864501953","79.12329864501953","79.12329864501953","174.86195373535156","174.86195373535156","174.86195373535156","32.13961410522461","32.13961410522461","32.13961410522461","79.15255737304688","79.15255737304688","79.15255737304688","174.44882202148438","174.44882202148438","174.44882202148438","32.043819427490234","32.043819427490234","32.043819427490234"
"5999","72.57025909423828","72.57025909423828","72.57025909423828","172.33258056640625","172.33258056640625","172.33258056640625","36.7247200012207","36.7247200012207","36.7247200012207","72.38069915771484","72.38069915771484","72.38069915771484","172.55325317382812","172.55325317382812","172.55325317382812","36.834075927734375","36.834075927734375","36.834075927734375"
"6029","74.5264892578125","74.5264892578125","74.5264892578125","158.09622192382812","158.09622192382812","158.09622192382812","35.972328186035156","35.972328186035156","35.972328186035156","74.48841857910156","74.48841857910156","74.48841857910156","158.03640747070312","158.03640747070312","158.03640747070312","35.859222412109375","35.859222412109375","35.859222412109375"
"6059","76.82099914550781","76.82099914550781","76.82099914550781","148.01576232910156","148.01576232910156","148.01576232910156","30.56068992614746","30.56068992614746","30.56068992614746","76.82301330566406","76.82301330566406","76.82301330566406","148.1217803955078","148.1217803955078","148.1217803955078","30.447391510009766","30.447391510009766","30.447391510009766"
"6089","67.89599609375","67.89599609375","67.89599609375","147.9638214111328","147.9638214111328","147.9638214111328","28.872692108154297","28.872692108154297","28.872692108154297","67.8741455078125","67.8741455078125","67.8741455078125","147.47247314453125","147.47247314453125","147.47247314453125","28.730497360229492","28.730497360229492","28.730497360229492"
"6119","75.07331848144531","75.07331848144531","75.07331848144531","147.9677734375","147.9677734375","147.9677734375","27.74505043029785","27.74505043029785","27.74505043029785","75.1000747680664","75.1000747680664","75.1000747680664","148.08267211914062","148.08267211914062","148.08267211914062","27.67137336730957","27.67137336730957","27.67137336730957"
"6149","66.58605194091797","66.58605194091797","66.58605194091797","154.26919555664062","154.26919555664062","154.26919555664062","30.711143493652344","30.711143493652344","30.711143493652344","66.48595428466797","66.48595428466797","66.48595428466797","153.44468688964844","153.44468688964844","153.44468688964844","30.585224151611328","30.585224151611328","30.585224151611328"
"6179","66.75105285644531","66.75105285644531","66.75105285644531","145.0032196044922","145.0032196044922","145.0032196044922","26.80750846862793","26.80750846862793","26.80750846862793","66.60804748535156","66.60804748535156","66.60804748535156","144.9326629638672","144.9326629638672","144.9326629638672","26.824308395385742","26.824308395385742","26.824308395385742"
"6209","75.52645111083984","75.52645111083984","75.52645111083984","145.92172241210938","145.92172241210938","145.92172241210938","24.67180633544922","24.67180633544922","24.67180633544922","75.40290069580078","75.40290069580078","75.40290069580078","145.7523651123047","145.7523651123047","145.7523651123047","24.73244285583496","24.73244285583496","24.73244285583496"
"6239","76.60154724121094","76.60154724121094","76.60154724121094","169.28358459472656","169.28358459472656","169.28358459472656","37.843753814697266","37.843753814697266","37.843753814697266","76.74160766601562","76.74160766601562","76.74160766601562","168.32647705078125","168.32647705078125","168.32647705078125","37.520015716552734","37.520015716552734","37.520015716552734"
"6269","77.14018249511719","77.14018249511719","77.14018249511719","158.90283203125","158.90283203125","158.90283203125","28.535614013671875","28.535614013671875","28.535614013671875","77.07106018066406","77.07106018066406","77.07106018066406","158.24032592773438","158.24032592773438","158.24032592773438","28.61564826965332","28.61564826965332","28.61564826965332"
"6299","76.13703918457031","76.13703918457031","76.13703918457031","156.9340362548828","156.9340362548828","156.9340362548828","39.60676574707031","39.60676574707031","39.60676574707031","76.0882568359375","76.0882568359375","76.0882568359375","157.0778045654297","157.0778045654297","157.0778045654297","40.05794906616211","40.05794906616211","40.05794906616211"
"6329","86.02099609375","86.02099609375","86.02099609375","181.4514923095703","181.4514923095703","181.4514923095703","34.76649475097656","34.76649475097656","34.76649475097656","86.1188735961914","86.1188735961914","86.1188735961914","181.28147888183594","181.28147888183594","181.28147888183594","34.560970306396484","34.560970306396484","34.560970306396484"
"6359","79.61112976074219","79.61112976074219","79.61112976074219","158.454833984375","158.454833984375","158.454833984375","29.29948616027832","29.29948616027832","29.29948616027832","79.68704223632812","79.68704223632812","79.68704223632812","157.5882110595703","157.5882110595703","157.5882110595703","29.356689453125","29.356689453125","29.356689453125"
"6389","71.038818359375","71.038818359375","71.038818359375","157.03041076660156","157.03041076660156","157.03041076660156","32.5729866027832","32.5729866027832","32.5729866027832","70.85501098632812","70.85501098632812","70.85501098632812","156.25125122070312","156.25125122070312","156.25125122070312","32.44511032104492","32.44511032104492","32.44511032104492"
"6419","68.04022979736328","68.04022979736328","68.04022979736328","149.24647521972656","149.24647521972656","149.24647521972656","35.131038665771484","35.131038665771484","35.131038665771484","68.01931762695312","68.01931762695312","68.01931762695312","148.88087463378906","148.88087463378906","148.88087463378906","35.154720306396484","35.154720306396484","35.154720306396484"
"6449","72.31886291503906","72.31886291503906","72.31886291503906","154.1603240966797","154.1603240966797","154.1603240966797","27.896678924560547","27.896678924560547","27.896678924560547","72.25708770751953","72.25708770751953","72.25708770751953","154.30374145507812","154.30374145507812","154.30374145507812","27.68733787536621","27.68733787536621","27.68733787536621"
"6479","75.21955108642578","75.21955108642578","75.21955108642578","163.09796142578125","163.09796142578125","163.09796142578125","36.219722747802734","36.219722747802734","36.219722747802734","75.07466888427734","75.07466888427734","75.07466888427734","163.41134643554688","163.41134643554688","163.41134643554688","36.18464279174805","36.18464279174805","36.18464279174805"
"6509","77.48844909667969","77.48844909667969","77.48844909667969","164.70062255859375","164.70062255859375","164.70062255859375","32.0250244140625","32.0250244140625","32.0250244140625","77.25862884521484","77.25862884521484","77.25862884521484","163.99020385742188","163.99020385742188","163.99020385742188","32.021690368652344","32.021690368652344","32.021690368652344"
"6539","76.4799575805664","76.4799575805664","76.4799575805664","158.45999145507812","158.45999145507812","158.45999145507812","32.18094253540039","32.18094253540039","32.18094253540039","76.52955627441406","76.52955627441406","76.52955627441406","158.1741943359375","158.1741943359375","158.1741943359375","32.170989990234375","32.170989990234375","32.170989990234375"
"6569","76.72459411621094","76.72459411621094","76.72459411621094","166.68673706054688","166.68673706054688","166.68673706054688","27.771873474121094","27.771873474121094","27.771873474121094","76.76433563232422","76.76433563232422","76.76433563232422","166.7412109375","166.7412109375","166.7412109375","27.902225494384766","27.902225494384766","27.902225494384766"
"6599","81.64311218261719","81.64311218261719","81.64311218261719","172.137939453125","172.137939453125","172.137939453125","31.119815826416016","31.119815826416016","31.119815826416016","81.55048370361328","81.55048370361328","81.55048370361328","172.50140380859375","172.50140380859375","172.50140380859375","30.935033798217773","30.935033798217773","30.935033798217773"
"6629","71.68948364257812","71.68948364257812","71.68948364257812","163.15585327148438","163.15585327148438","163.15585327148438","45.17641830444336","45.17641830444336","45.17641830444336","71.69222259521484","71.69222259521484","71.69222259521484","163.5760040283203","163.5760040283203","163.5760040283203","45.21941375732422","45.21941375732422","45.21941375732422"
"6659","75.75822448730469","75.75822448730469","75.75822448730469","154.22927856445312","154.22927856445312","154.22927856445312","26.968746185302734","26.968746185302734","26.968746185302734","75.91886901855469","75.91886901855469","75.91886901855469","154.11427307128906","154.11427307128906","154.11427307128906","26.992406845092773","26.992406845092773","26.992406845092773"
"6689","81.3001480102539","81.3001480102539","81.3001480102539","173.48794555664062","173.48794555664062","173.48794555664062","34.23040008544922","34.23040008544922","34.23040008544922","81.38233947753906","81.38233947753906","81.38233947753906","173.48130798339844","173.48130798339844","173.48130798339844","34.349159240722656","34.349159240722656","34.349159240722656"
"6719","72.0032958984375","72.0032958984375","72.0032958984375","156.9624786376953","156.9624786376953","156.9624786376953","21.805219650268555","21.805219650268555","21.805219650268555","71.93657684326172","71.93657684326172","71.93657684326172","157.04837036132812","157.04837036132812","157.04837036132812","21.732919692993164","21.732919692993164","21.732919692993164"
"6749","83.7079086303711","83.7079086303711","83.7079086303711","143.67044067382812","143.67044067382812","143.67044067382812","21.424020767211914","21.424020767211914","21.424020767211914","83.53414916992188","83.53414916992188","83.53414916992188","143.62701416015625","143.62701416015625","143.62701416015625","21.2540225982666","21.2540225982666","21.2540225982666"
"6779","69.75753784179688","69.75753784179688","69.75753784179688","154.3253631591797","154.3253631591797","154.3253631591797","24.53251838684082","24.53251838684082","24.53251838684082","69.61292266845703","69.61292266845703","69.61292266845703","153.97052001953125","153.97052001953125","153.97052001953125","24.706737518310547","24.706737518310547","24.706737518310547"
"6809","68.89514923095703","68.89514923095703","68.89514923095703","152.7906951904297","152.7906951904297","152.7906951904297","22.50010108947754","22.50010108947754","22.50010108947754","68.75355529785156","68.75355529785156","68.75355529785156","153.61793518066406","153.61793518066406","153.61793518066406","22.46111297607422","22.46111297607422","22.46111297607422"
"6839","81.80685424804688","81.80685424804688","81.80685424804688","156.65310668945312","156.65310668945312","156.65310668945312","33.55561065673828","33.55561065673828","33.55561065673828","81.76319885253906","81.76319885253906","81.76319885253906","156.6761016845703","156.6761016845703","156.6761016845703","33.459617614746094","33.459617614746094","33.459617614746094"
"6869","71.16862487792969","71.16862487792969","71.16862487792969","156.83566284179688","156.83566284179688","156.83566284179688","23.62078094482422","23.62078094482422","23.62078094482422","71.13916778564453","71.13916778564453","71.13916778564453","156.36643981933594","156.36643981933594","156.36643981933594","23.593971252441406","23.593971252441406","23.593971252441406"
"6899","68.1578140258789","68.1578140258789","68.1578140258789","150.45220947265625","150.45220947265625","150.45220947265625","32.898799896240234","32.898799896240234","32.898799896240234","68.35225677490234","68.35225677490234","68.35225677490234","150.325439453125","150.325439453125","150.325439453125","32.64472579956055","32.64472579956055","32.64472579956055"
"6929","72.8949203491211","72.8949203491211","72.8949203491211","149.2692108154297","149.2692108154297","149.2692108154297","26.55823516845703","26.55823516845703","26.55823516845703","72.90351104736328","72.90351104736328","72.90351104736328","149.5279998779297","149.5279998779297","149.5279998779297","26.56015968322754","26.56015968322754","26.56015968322754"
"6959","72.70397186279297","72.70397186279297","72.70397186279297","155.31727600097656","155.31727600097656","155.31727600097656","29.777626037597656","29.777626037597656","29.777626037597656","72.7464370727539","72.7464370727539","72.7464370727539","154.4864959716797","154.4864959716797","154.4864959716797","29.707660675048828","29.707660675048828","29.707660675048828"
"6989","74.5701675415039","74.5701675415039","74.5701675415039","144.48451232910156","144.48451232910156","144.48451232910156","25.189199447631836","25.189199447631836","25.189199447631836","74.57417297363281","74.57417297363281","74.57417297363281","144.50926208496094","144.50926208496094","144.50926208496094","25.065643310546875","25.065643310546875","25.065643310546875"
"7019","69.35661315917969","69.35661315917969","69.35661315917969","155.23074340820312","155.23074340820312","155.23074340820312","30.169113159179688","30.169113159179688","30.169113159179688","69.31847381591797","69.31847381591797","69.31847381591797","155.02578735351562","155.02578735351562","155.02578735351562","30.07805061340332","30.07805061340332","30.07805061340332"
"7049","62.157859802246094","62.157859802246094","62.157859802246094","145.03677368164062","145.03677368164062","145.03677368164062","22.353193283081055","22.353193283081055","22.353193283081055","62.2602424621582","62.2602424621582","62.2602424621582","144.97276306152344","144.97276306152344","144.97276306152344","22.156696319580078","22.156696319580078","22.156696319580078"
"7079","73.29100799560547","73.29100799560547","73.29100799560547","155.75718688964844","155.75718688964844","155.75718688964844","29.89130210876465","29.89130210876465","29.89130210876465","73.03621673583984","73.03621673583984","73.03621673583984","155.2111053466797","155.2111053466797","155.2111053466797","30.011491775512695","30.011491775512695","30.011491775512695"
"7109","71.38536834716797","71.38536834716797","71.38536834716797","152.9027099609375","152.9027099609375","152.9027099609375","28.856142044067383","28.856142044067383","28.856142044067383","71.52814483642578","71.52814483642578","71.52814483642578","153.02340698242188","153.02340698242188","153.02340698242188","28.794801712036133","28.794801712036133","28.794801712036133"
"7139","79.64537048339844","79.64537048339844","79.64537048339844","146.0481719970703","146.0481719970703","146.0481719970703","33.43638610839844","33.43638610839844","33.43638610839844","79.72575378417969","79.72575378417969","79.72575378417969","146.41824340820312","146.41824340820312","146.41824340820312","33.5466194152832","33.5466194152832","33.5466194152832"
"7169","65.01593780517578","65.01593780517578","65.01593780517578","157.4499053955078","157.4499053955078","157.4499053955078","25.091896057128906","25.091896057128906","25.091896057128906","65.09358215332031","65.09358215332031","65.09358215332031","157.32725524902344","157.32725524902344","157.32725524902344","25.066286087036133","25.066286087036133","25.066286087036133"
"7199","68.98229217529297","68.98229217529297","68.98229217529297","143.73297119140625","143.73297119140625","143.73297119140625","32.04177474975586","32.04177474975586","32.04177474975586","68.99129486083984","68.99129486083984","68.99129486083984","143.3213653564453","143.3213653564453","143.3213653564453","31.94190788269043","31.94190788269043","31.94190788269043"
"7229","67.32270050048828","67.32270050048828","67.32270050048828","144.51837158203125","144.51837158203125","144.51837158203125","22.992034912109375","22.992034912109375","22.992034912109375","67.25344848632812","67.25344848632812","67.25344848632812","143.50831604003906","143.50831604003906","143.50831604003906","22.841981887817383","22.841981887817383","22.841981887817383"
"7259","79.39360046386719","79.39360046386719","79.39360046386719","160.50900268554688","160.50900268554688","160.50900268554688","43.241092681884766","43.241092681884766","43.241092681884766","79.3584976196289","79.3584976196289","79.3584976196289","160.1442108154297","160.1442108154297","160.1442108154297","42.94236373901367","42.94236373901367","42.94236373901367"
"7289","71.99652862548828","71.99652862548828","71.99652862548828","142.74375915527344","142.74375915527344","142.74375915527344","31.49746322631836","31.49746322631836","31.49746322631836","72.05110168457031","72.05110168457031","72.05110168457031","143.12229919433594","143.12229919433594","143.12229919433594","31.511991500854492","31.511991500854492","31.511991500854492"
"7319","77.74776458740234","77.74776458740234","77.74776458740234","164.2802276611328","164.2802276611328","164.2802276611328","27.89127540588379","27.89127540588379","27.89127540588379","77.73469543457031","77.73469543457031","77.73469543457031","164.15394592285156","164.15394592285156","164.15394592285156","27.790573120117188","27.790573120117188","27.790573120117188"
"7349","73.12992858886719","73.12992858886719","73.12992858886719","146.59481811523438","146.59481811523438","146.59481811523438","34.884647369384766","34.884647369384766","34.884647369384766","73.08450317382812","73.08450317382812","73.08450317382812","146.27496337890625","146.27496337890625","146.27496337890625","34.97780227661133","34.97780227661133","34.97780227661133"
"7379","70.04300689697266","70.04300689697266","70.04300689697266","143.79296875","143.79296875","143.79296875","23.603012084960938","23.603012084960938","23.603012084960938","69.89180755615234","69.89180755615234","69.89180755615234","143.08338928222656","143.08338928222656","143.08338928222656","23.51195526123047","23.51195526123047","23.51195526123047"
