"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"3779","0.32076483964920044","0.32076483964920044","0.32076483964920044","1.3097615242004395","1.3097615242004395","1.3097615242004395","1.1325039863586426","1.1325039863586426","1.1325039863586426","1.3760405778884888","1.3760405778884888","1.3760405778884888","3.129220485687256","3.129220485687256","3.129220485687256","1.2068328857421875","1.2068328857421875","1.2068328857421875"
"3809","0.46150216460227966","0.46150216460227966","0.46150216460227966","0.8639398217201233","0.8639398217201233","0.8639398217201233","0.8527194261550903","0.8527194261550903","0.8527194261550903","1.5177161693572998","1.5177161693572998","1.5177161693572998","2.082940101623535","2.082940101623535","2.082940101623535","0.7970193028450012","0.7970193028450012","0.7970193028450012"
"3839","0.37413540482521057","0.37413540482521057","0.37413540482521057","1.091761589050293","1.091761589050293","1.091761589050293","0.8784700632095337","0.8784700632095337","0.8784700632095337","1.5330283641815186","1.5330283641815186","1.5330283641815186","2.9737799167633057","2.9737799167633057","2.9737799167633057","0.9479489922523499","0.9479489922523499","0.9479489922523499"
"3869","0.565626859664917","0.565626859664917","0.565626859664917","2.658984899520874","2.658984899520874","2.658984899520874","0.843082845211029","0.843082845211029","0.843082845211029","1.9583247900009155","1.9583247900009155","1.9583247900009155","3.145911693572998","3.145911693572998","3.145911693572998","0.8661284446716309","0.8661284446716309","0.8661284446716309"
"3899","0.3989201784133911","0.3989201784133911","0.3989201784133911","2.483809232711792","2.483809232711792","2.483809232711792","0.883630633354187","0.883630633354187","0.883630633354187","1.7406346797943115","1.7406346797943115","1.7406346797943115","3.9288430213928223","3.9288430213928223","3.9288430213928223","0.8116877675056458","0.8116877675056458","0.8116877675056458"
"3929","0.5207715630531311","0.5207715630531311","0.5207715630531311","0.8036350011825562","0.8036350011825562","0.8036350011825562","0.6883714199066162","0.6883714199066162","0.6883714199066162","1.3681200742721558","1.3681200742721558","1.3681200742721558","2.265538215637207","2.265538215637207","2.265538215637207","0.7139582633972168","0.7139582633972168","0.7139582633972168"
"3959","0.39934343099594116","0.39934343099594116","0.39934343099594116","0.8377151489257812","0.8377151489257812","0.8377151489257812","0.7328329086303711","0.7328329086303711","0.7328329086303711","1.5420728921890259","1.5420728921890259","1.5420728921890259","1.739573359489441","1.739573359489441","1.739573359489441","0.7916576266288757","0.7916576266288757","0.7916576266288757"
"3989","0.48093366622924805","0.48093366622924805","0.48093366622924805","0.9797745943069458","0.9797745943069458","0.9797745943069458","0.6661331653594971","0.6661331653594971","0.6661331653594971","1.7303091287612915","1.7303091287612915","1.7303091287612915","2.4136881828308105","2.4136881828308105","2.4136881828308105","0.7655401229858398","0.7655401229858398","0.7655401229858398"
"4019","0.32918471097946167","0.32918471097946167","0.32918471097946167","0.8935485482215881","0.8935485482215881","0.8935485482215881","0.7913895845413208","0.7913895845413208","0.7913895845413208","1.4003026485443115","1.4003026485443115","1.4003026485443115","2.765918254852295","2.765918254852295","2.765918254852295","0.9702451825141907","0.9702451825141907","0.9702451825141907"
"4049","0.33934688568115234","0.33934688568115234","0.33934688568115234","0.9926502108573914","0.9926502108573914","0.9926502108573914","0.577927827835083","0.577927827835083","0.577927827835083","1.2536797523498535","1.2536797523498535","1.2536797523498535","2.520763397216797","2.520763397216797","2.520763397216797","0.7780112028121948","0.7780112028121948","0.7780112028121948"
"4079","0.5105881094932556","0.5105881094932556","0.5105881094932556","1.368186354637146","1.368186354637146","1.368186354637146","0.7518031001091003","0.7518031001091003","0.7518031001091003","1.7305811643600464","1.7305811643600464","1.7305811643600464","2.4633941650390625","2.4633941650390625","2.4633941650390625","0.8235650658607483","0.8235650658607483","0.8235650658607483"
"4109","0.4095500111579895","0.4095500111579895","0.4095500111579895","1.5723978281021118","1.5723978281021118","1.5723978281021118","0.9050855040550232","0.9050855040550232","0.9050855040550232","1.7377477884292603","1.7377477884292603","1.7377477884292603","3.0672175884246826","3.0672175884246826","3.0672175884246826","0.9537593126296997","0.9537593126296997","0.9537593126296997"
"4139","0.32319995760917664","0.32319995760917664","0.32319995760917664","0.8855194449424744","0.8855194449424744","0.8855194449424744","0.688244640827179","0.688244640827179","0.688244640827179","1.2854074239730835","1.2854074239730835","1.2854074239730835","1.9504995346069336","1.9504995346069336","1.9504995346069336","0.7369303107261658","0.7369303107261658","0.7369303107261658"
"4169","0.3673856556415558","0.3673856556415558","0.3673856556415558","1.4760910272598267","1.4760910272598267","1.4760910272598267","0.7087165713310242","0.7087165713310242","0.7087165713310242","1.4196316003799438","1.4196316003799438","1.4196316003799438","2.452322483062744","2.452322483062744","2.452322483062744","0.861824631690979","0.861824631690979","0.861824631690979"
"4199","0.38559889793395996","0.38559889793395996","0.38559889793395996","0.7918535470962524","0.7918535470962524","0.7918535470962524","0.6989133358001709","0.6989133358001709","0.6989133358001709","1.1859341859817505","1.1859341859817505","1.1859341859817505","2.374498128890991","2.374498128890991","2.374498128890991","0.7397651672363281","0.7397651672363281","0.7397651672363281"
"4229","0.5191081166267395","0.5191081166267395","0.5191081166267395","0.8562328219413757","0.8562328219413757","0.8562328219413757","0.6247000098228455","0.6247000098228455","0.6247000098228455","1.5940001010894775","1.5940001010894775","1.5940001010894775","1.861775279045105","1.861775279045105","1.861775279045105","0.6293017268180847","0.6293017268180847","0.6293017268180847"
"4259","0.22959290444850922","0.22959290444850922","0.22959290444850922","0.8416798114776611","0.8416798114776611","0.8416798114776611","0.9304986596107483","0.9304986596107483","0.9304986596107483","1.1272258758544922","1.1272258758544922","1.1272258758544922","2.61092472076416","2.61092472076416","2.61092472076416","0.8447996973991394","0.8447996973991394","0.8447996973991394"
"4289","0.33092284202575684","0.33092284202575684","0.33092284202575684","1.1397892236709595","1.1397892236709595","1.1397892236709595","0.7238789200782776","0.7238789200782776","0.7238789200782776","1.1203937530517578","1.1203937530517578","1.1203937530517578","2.563768148422241","2.563768148422241","2.563768148422241","0.7074368000030518","0.7074368000030518","0.7074368000030518"
"4319","0.2578093409538269","0.2578093409538269","0.2578093409538269","0.9393175840377808","0.9393175840377808","0.9393175840377808","0.7098950147628784","0.7098950147628784","0.7098950147628784","0.9045541286468506","0.9045541286468506","0.9045541286468506","2.2622954845428467","2.2622954845428467","2.2622954845428467","0.5480098724365234","0.5480098724365234","0.5480098724365234"
"4349","0.22505518794059753","0.22505518794059753","0.22505518794059753","1.9941768646240234","1.9941768646240234","1.9941768646240234","0.6308940649032593","0.6308940649032593","0.6308940649032593","0.9240788817405701","0.9240788817405701","0.9240788817405701","2.7424986362457275","2.7424986362457275","2.7424986362457275","0.7055108547210693","0.7055108547210693","0.7055108547210693"
"4379","0.28799378871917725","0.28799378871917725","0.28799378871917725","1.5696635246276855","1.5696635246276855","1.5696635246276855","0.7263189554214478","0.7263189554214478","0.7263189554214478","1.056621789932251","1.056621789932251","1.056621789932251","2.590238094329834","2.590238094329834","2.590238094329834","0.7110046148300171","0.7110046148300171","0.7110046148300171"
"4409","0.22427436709403992","0.22427436709403992","0.22427436709403992","1.1644554138183594","1.1644554138183594","1.1644554138183594","0.6439093351364136","0.6439093351364136","0.6439093351364136","0.9453295469284058","0.9453295469284058","0.9453295469284058","2.261737585067749","2.261737585067749","2.261737585067749","0.6194275617599487","0.6194275617599487","0.6194275617599487"
"4439","0.3210655152797699","0.3210655152797699","0.3210655152797699","0.7370954155921936","0.7370954155921936","0.7370954155921936","0.7965598702430725","0.7965598702430725","0.7965598702430725","1.1828632354736328","1.1828632354736328","1.1828632354736328","2.0650298595428467","2.0650298595428467","2.0650298595428467","0.9533978700637817","0.9533978700637817","0.9533978700637817"
"4469","0.27695512771606445","0.27695512771606445","0.27695512771606445","0.9948117136955261","0.9948117136955261","0.9948117136955261","0.7355717420578003","0.7355717420578003","0.7355717420578003","0.9542375206947327","0.9542375206947327","0.9542375206947327","2.0345895290374756","2.0345895290374756","2.0345895290374756","0.8242607712745667","0.8242607712745667","0.8242607712745667"
"4499","0.44468700885772705","0.44468700885772705","0.44468700885772705","0.8536379337310791","0.8536379337310791","0.8536379337310791","0.8527535200119019","0.8527535200119019","0.8527535200119019","1.054721713066101","1.054721713066101","1.054721713066101","2.3263304233551025","2.3263304233551025","2.3263304233551025","0.9702633619308472","0.9702633619308472","0.9702633619308472"
"4529","0.2876988649368286","0.2876988649368286","0.2876988649368286","1.2780040502548218","1.2780040502548218","1.2780040502548218","0.5588960647583008","0.5588960647583008","0.5588960647583008","1.0426697731018066","1.0426697731018066","1.0426697731018066","1.7718173265457153","1.7718173265457153","1.7718173265457153","0.5778141021728516","0.5778141021728516","0.5778141021728516"
"4559","0.3436691164970398","0.3436691164970398","0.3436691164970398","1.036142349243164","1.036142349243164","1.036142349243164","0.8285117745399475","0.8285117745399475","0.8285117745399475","1.1408365964889526","1.1408365964889526","1.1408365964889526","1.994663953781128","1.994663953781128","1.994663953781128","0.7852562069892883","0.7852562069892883","0.7852562069892883"
"4589","0.2331722527742386","0.2331722527742386","0.2331722527742386","0.8328689932823181","0.8328689932823181","0.8328689932823181","0.4792998433113098","0.4792998433113098","0.4792998433113098","1.0007063150405884","1.0007063150405884","1.0007063150405884","2.135697364807129","2.135697364807129","2.135697364807129","0.5224901437759399","0.5224901437759399","0.5224901437759399"
"4619","0.3285118043422699","0.3285118043422699","0.3285118043422699","1.2175081968307495","1.2175081968307495","1.2175081968307495","0.5992506146430969","0.5992506146430969","0.5992506146430969","0.967921793460846","0.967921793460846","0.967921793460846","2.3987114429473877","2.3987114429473877","2.3987114429473877","0.7712040543556213","0.7712040543556213","0.7712040543556213"
"4649","0.38693729043006897","0.38693729043006897","0.38693729043006897","1.1615285873413086","1.1615285873413086","1.1615285873413086","0.7045795917510986","0.7045795917510986","0.7045795917510986","1.0809121131896973","1.0809121131896973","1.0809121131896973","2.461599588394165","2.461599588394165","2.461599588394165","0.6256849765777588","0.6256849765777588","0.6256849765777588"
"4679","0.26569804549217224","0.26569804549217224","0.26569804549217224","1.3223834037780762","1.3223834037780762","1.3223834037780762","0.5145382285118103","0.5145382285118103","0.5145382285118103","1.0415759086608887","1.0415759086608887","1.0415759086608887","2.477443218231201","2.477443218231201","2.477443218231201","0.690396249294281","0.690396249294281","0.690396249294281"
"4709","0.20573943853378296","0.20573943853378296","0.20573943853378296","1.600266695022583","1.600266695022583","1.600266695022583","0.7380574345588684","0.7380574345588684","0.7380574345588684","1.1545950174331665","1.1545950174331665","1.1545950174331665","2.622190475463867","2.622190475463867","2.622190475463867","0.7774227261543274","0.7774227261543274","0.7774227261543274"
"4739","0.4262859523296356","0.4262859523296356","0.4262859523296356","0.7384458780288696","0.7384458780288696","0.7384458780288696","0.51316899061203","0.51316899061203","0.51316899061203","1.3521084785461426","1.3521084785461426","1.3521084785461426","1.674723505973816","1.674723505973816","1.674723505973816","0.5354049205780029","0.5354049205780029","0.5354049205780029"
"4769","0.29892387986183167","0.29892387986183167","0.29892387986183167","0.6950784921646118","0.6950784921646118","0.6950784921646118","0.5713962912559509","0.5713962912559509","0.5713962912559509","1.223676323890686","1.223676323890686","1.223676323890686","1.8748592138290405","1.8748592138290405","1.8748592138290405","0.716183602809906","0.716183602809906","0.716183602809906"
"4799","0.3097256124019623","0.3097256124019623","0.3097256124019623","1.2510915994644165","1.2510915994644165","1.2510915994644165","0.8824433088302612","0.8824433088302612","0.8824433088302612","1.0261706113815308","1.0261706113815308","1.0261706113815308","2.2046401500701904","2.2046401500701904","2.2046401500701904","0.8560502529144287","0.8560502529144287","0.8560502529144287"
"4829","0.37605020403862","0.37605020403862","0.37605020403862","1.5159090757369995","1.5159090757369995","1.5159090757369995","0.5338525772094727","0.5338525772094727","0.5338525772094727","1.0571091175079346","1.0571091175079346","1.0571091175079346","2.0802934169769287","2.0802934169769287","2.0802934169769287","0.47999969124794006","0.47999969124794006","0.47999969124794006"
"4859","0.6550459265708923","0.6550459265708923","0.6550459265708923","1.0931308269500732","1.0931308269500732","1.0931308269500732","0.5842746496200562","0.5842746496200562","0.5842746496200562","1.035592794418335","1.035592794418335","1.035592794418335","2.7051916122436523","2.7051916122436523","2.7051916122436523","0.6183192133903503","0.6183192133903503","0.6183192133903503"
"4889","0.2698819935321808","0.2698819935321808","0.2698819935321808","0.8722744584083557","0.8722744584083557","0.8722744584083557","0.467383474111557","0.467383474111557","0.467383474111557","0.8280068635940552","0.8280068635940552","0.8280068635940552","2.5781912803649902","2.5781912803649902","2.5781912803649902","0.4787570536136627","0.4787570536136627","0.4787570536136627"
"4919","0.21727736294269562","0.21727736294269562","0.21727736294269562","0.6757507920265198","0.6757507920265198","0.6757507920265198","0.5188376307487488","0.5188376307487488","0.5188376307487488","0.8681858777999878","0.8681858777999878","0.8681858777999878","2.2603869438171387","2.2603869438171387","2.2603869438171387","0.8780913949012756","0.8780913949012756","0.8780913949012756"
"4949","0.20320767164230347","0.20320767164230347","0.20320767164230347","0.7476471662521362","0.7476471662521362","0.7476471662521362","0.6528799533843994","0.6528799533843994","0.6528799533843994","0.7815322875976562","0.7815322875976562","0.7815322875976562","2.013026475906372","2.013026475906372","2.013026475906372","0.6785929799079895","0.6785929799079895","0.6785929799079895"
"4979","0.26277318596839905","0.26277318596839905","0.26277318596839905","1.210726022720337","1.210726022720337","1.210726022720337","0.5684022903442383","0.5684022903442383","0.5684022903442383","0.8502461314201355","0.8502461314201355","0.8502461314201355","2.1535658836364746","2.1535658836364746","2.1535658836364746","0.6448749303817749","0.6448749303817749","0.6448749303817749"
"5009","0.16259180009365082","0.16259180009365082","0.16259180009365082","0.927811861038208","0.927811861038208","0.927811861038208","0.3822033703327179","0.3822033703327179","0.3822033703327179","0.7942312359809875","0.7942312359809875","0.7942312359809875","2.0073745250701904","2.0073745250701904","2.0073745250701904","0.4920785427093506","0.4920785427093506","0.4920785427093506"
"5039","0.2678523659706116","0.2678523659706116","0.2678523659706116","1.2526296377182007","1.2526296377182007","1.2526296377182007","0.3700000047683716","0.3700000047683716","0.3700000047683716","0.9639214873313904","0.9639214873313904","0.9639214873313904","2.1702656745910645","2.1702656745910645","2.1702656745910645","0.47921591997146606","0.47921591997146606","0.47921591997146606"
"5069","0.18301327526569366","0.18301327526569366","0.18301327526569366","1.7892305850982666","1.7892305850982666","1.7892305850982666","0.4442288875579834","0.4442288875579834","0.4442288875579834","0.7539680600166321","0.7539680600166321","0.7539680600166321","2.626577138900757","2.626577138900757","2.626577138900757","0.5787986516952515","0.5787986516952515","0.5787986516952515"
"5099","0.34783118963241577","0.34783118963241577","0.34783118963241577","0.8435794711112976","0.8435794711112976","0.8435794711112976","0.5015512108802795","0.5015512108802795","0.5015512108802795","0.6885234117507935","0.6885234117507935","0.6885234117507935","1.8954023122787476","1.8954023122787476","1.8954023122787476","0.6609830260276794","0.6609830260276794","0.6609830260276794"
"5129","0.21192865073680878","0.21192865073680878","0.21192865073680878","0.8763433694839478","0.8763433694839478","0.8763433694839478","0.3772643208503723","0.3772643208503723","0.3772643208503723","0.7377812266349792","0.7377812266349792","0.7377812266349792","2.369755506515503","2.369755506515503","2.369755506515503","0.5498228073120117","0.5498228073120117","0.5498228073120117"
"5159","0.2254723757505417","0.2254723757505417","0.2254723757505417","2.725590467453003","2.725590467453003","2.725590467453003","0.4149428606033325","0.4149428606033325","0.4149428606033325","0.918380081653595","0.918380081653595","0.918380081653595","3.4943864345550537","3.4943864345550537","3.4943864345550537","0.43649882078170776","0.43649882078170776","0.43649882078170776"
"5189","0.31283649802207947","0.31283649802207947","0.31283649802207947","2.11286997795105","2.11286997795105","2.11286997795105","0.45968154072761536","0.45968154072761536","0.45968154072761536","0.694553792476654","0.694553792476654","0.694553792476654","3.5132386684417725","3.5132386684417725","3.5132386684417725","0.5724745988845825","0.5724745988845825","0.5724745988845825"
"5219","0.3160606622695923","0.3160606622695923","0.3160606622695923","1.0663186311721802","1.0663186311721802","1.0663186311721802","0.5049035549163818","0.5049035549163818","0.5049035549163818","0.8784193992614746","0.8784193992614746","0.8784193992614746","2.6105401515960693","2.6105401515960693","2.6105401515960693","0.48819342255592346","0.48819342255592346","0.48819342255592346"
"5249","0.45842838287353516","0.45842838287353516","0.45842838287353516","1.4540249109268188","1.4540249109268188","1.4540249109268188","0.8137474656105042","0.8137474656105042","0.8137474656105042","0.6543098092079163","0.6543098092079163","0.6543098092079163","2.438045024871826","2.438045024871826","2.438045024871826","0.9433567523956299","0.9433567523956299","0.9433567523956299"
"5279","0.28701701760292053","0.28701701760292053","0.28701701760292053","0.6511061191558838","0.6511061191558838","0.6511061191558838","0.5410802364349365","0.5410802364349365","0.5410802364349365","0.6915855407714844","0.6915855407714844","0.6915855407714844","1.6698626279830933","1.6698626279830933","1.6698626279830933","0.7723652720451355","0.7723652720451355","0.7723652720451355"
"5309","0.15316136181354523","0.15316136181354523","0.15316136181354523","1.0786657333374023","1.0786657333374023","1.0786657333374023","0.5629024505615234","0.5629024505615234","0.5629024505615234","0.7077268958091736","0.7077268958091736","0.7077268958091736","2.0817487239837646","2.0817487239837646","2.0817487239837646","0.543438732624054","0.543438732624054","0.543438732624054"
"5339","0.2344566285610199","0.2344566285610199","0.2344566285610199","0.7951909303665161","0.7951909303665161","0.7951909303665161","0.6897910237312317","0.6897910237312317","0.6897910237312317","0.6678019762039185","0.6678019762039185","0.6678019762039185","1.9371252059936523","1.9371252059936523","1.9371252059936523","0.6719034910202026","0.6719034910202026","0.6719034910202026"
"5369","0.29401805996894836","0.29401805996894836","0.29401805996894836","2.448031187057495","2.448031187057495","2.448031187057495","0.5594062805175781","0.5594062805175781","0.5594062805175781","0.7820467948913574","0.7820467948913574","0.7820467948913574","2.314218759536743","2.314218759536743","2.314218759536743","0.5324205756187439","0.5324205756187439","0.5324205756187439"
"5399","0.22124770283699036","0.22124770283699036","0.22124770283699036","1.3372104167938232","1.3372104167938232","1.3372104167938232","0.43659308552742004","0.43659308552742004","0.43659308552742004","0.7150040864944458","0.7150040864944458","0.7150040864944458","2.4797492027282715","2.4797492027282715","2.4797492027282715","0.5112503170967102","0.5112503170967102","0.5112503170967102"
"5429","0.19070270657539368","0.19070270657539368","0.19070270657539368","1.2511506080627441","1.2511506080627441","1.2511506080627441","0.6354520320892334","0.6354520320892334","0.6354520320892334","0.7704403400421143","0.7704403400421143","0.7704403400421143","2.568950653076172","2.568950653076172","2.568950653076172","0.5930471420288086","0.5930471420288086","0.5930471420288086"
"5459","0.18038193881511688","0.18038193881511688","0.18038193881511688","4.624675750732422","4.624675750732422","4.624675750732422","0.6233997344970703","0.6233997344970703","0.6233997344970703","0.6582516431808472","0.6582516431808472","0.6582516431808472","5.419777870178223","5.419777870178223","5.419777870178223","0.6011781692504883","0.6011781692504883","0.6011781692504883"
"5489","0.20992015302181244","0.20992015302181244","0.20992015302181244","0.8867923021316528","0.8867923021316528","0.8867923021316528","0.48540863394737244","0.48540863394737244","0.48540863394737244","0.7138354182243347","0.7138354182243347","0.7138354182243347","2.37384295463562","2.37384295463562","2.37384295463562","0.4548509120941162","0.4548509120941162","0.4548509120941162"
"5519","0.2009841799736023","0.2009841799736023","0.2009841799736023","1.5048441886901855","1.5048441886901855","1.5048441886901855","0.4442722201347351","0.4442722201347351","0.4442722201347351","0.6753221154212952","0.6753221154212952","0.6753221154212952","3.2171666622161865","3.2171666622161865","3.2171666622161865","0.5246032476425171","0.5246032476425171","0.5246032476425171"
"5549","0.27537089586257935","0.27537089586257935","0.27537089586257935","1.2195156812667847","1.2195156812667847","1.2195156812667847","0.5807682275772095","0.5807682275772095","0.5807682275772095","0.6677285432815552","0.6677285432815552","0.6677285432815552","2.4920120239257812","2.4920120239257812","2.4920120239257812","0.5695703625679016","0.5695703625679016","0.5695703625679016"
"5579","0.30897441506385803","0.30897441506385803","0.30897441506385803","0.8899143934249878","0.8899143934249878","0.8899143934249878","0.4155832827091217","0.4155832827091217","0.4155832827091217","0.7719462513923645","0.7719462513923645","0.7719462513923645","2.022958517074585","2.022958517074585","2.022958517074585","0.4027143120765686","0.4027143120765686","0.4027143120765686"
"5609","0.25231683254241943","0.25231683254241943","0.25231683254241943","0.8628467917442322","0.8628467917442322","0.8628467917442322","0.5595059990882874","0.5595059990882874","0.5595059990882874","0.6634503602981567","0.6634503602981567","0.6634503602981567","1.7677536010742188","1.7677536010742188","1.7677536010742188","0.5945225954055786","0.5945225954055786","0.5945225954055786"
"5639","0.22067955136299133","0.22067955136299133","0.22067955136299133","1.9126545190811157","1.9126545190811157","1.9126545190811157","0.5405601859092712","0.5405601859092712","0.5405601859092712","0.6467809677124023","0.6467809677124023","0.6467809677124023","3.3912298679351807","3.3912298679351807","3.3912298679351807","0.6447809934616089","0.6447809934616089","0.6447809934616089"
"5669","0.2374347597360611","0.2374347597360611","0.2374347597360611","1.0304272174835205","1.0304272174835205","1.0304272174835205","0.535716712474823","0.535716712474823","0.535716712474823","0.5659993886947632","0.5659993886947632","0.5659993886947632","1.6808706521987915","1.6808706521987915","1.6808706521987915","0.47310298681259155","0.47310298681259155","0.47310298681259155"
"5699","0.30485451221466064","0.30485451221466064","0.30485451221466064","2.384174346923828","2.384174346923828","2.384174346923828","0.3518357276916504","0.3518357276916504","0.3518357276916504","0.6380668878555298","0.6380668878555298","0.6380668878555298","4.907654285430908","4.907654285430908","4.907654285430908","0.5327122211456299","0.5327122211456299","0.5327122211456299"
"5729","0.26964136958122253","0.26964136958122253","0.26964136958122253","1.0381559133529663","1.0381559133529663","1.0381559133529663","0.38452520966529846","0.38452520966529846","0.38452520966529846","0.6186638474464417","0.6186638474464417","0.6186638474464417","1.9690585136413574","1.9690585136413574","1.9690585136413574","0.5253279805183411","0.5253279805183411","0.5253279805183411"
"5759","0.23552605509757996","0.23552605509757996","0.23552605509757996","1.1125260591506958","1.1125260591506958","1.1125260591506958","0.5128454566001892","0.5128454566001892","0.5128454566001892","0.6794959902763367","0.6794959902763367","0.6794959902763367","2.159499406814575","2.159499406814575","2.159499406814575","0.5209202170372009","0.5209202170372009","0.5209202170372009"
"5789","0.2800767719745636","0.2800767719745636","0.2800767719745636","1.3962844610214233","1.3962844610214233","1.3962844610214233","0.4534657299518585","0.4534657299518585","0.4534657299518585","0.5660916566848755","0.5660916566848755","0.5660916566848755","2.391306161880493","2.391306161880493","2.391306161880493","0.5311112999916077","0.5311112999916077","0.5311112999916077"
"5819","0.22279930114746094","0.22279930114746094","0.22279930114746094","0.9572302103042603","0.9572302103042603","0.9572302103042603","0.5075256824493408","0.5075256824493408","0.5075256824493408","0.5448029041290283","0.5448029041290283","0.5448029041290283","2.2498364448547363","2.2498364448547363","2.2498364448547363","0.5459218621253967","0.5459218621253967","0.5459218621253967"
"5849","0.21459050476551056","0.21459050476551056","0.21459050476551056","0.809441864490509","0.809441864490509","0.809441864490509","0.5400417447090149","0.5400417447090149","0.5400417447090149","0.5300306677818298","0.5300306677818298","0.5300306677818298","2.206929922103882","2.206929922103882","2.206929922103882","0.5685528516769409","0.5685528516769409","0.5685528516769409"
"5879","0.14551983773708344","0.14551983773708344","0.14551983773708344","0.6899518370628357","0.6899518370628357","0.6899518370628357","0.39619895815849304","0.39619895815849304","0.39619895815849304","0.4805137515068054","0.4805137515068054","0.4805137515068054","1.8857461214065552","1.8857461214065552","1.8857461214065552","0.3800927698612213","0.3800927698612213","0.3800927698612213"
"5909","0.3702124059200287","0.3702124059200287","0.3702124059200287","0.8983331322669983","0.8983331322669983","0.8983331322669983","0.29611241817474365","0.29611241817474365","0.29611241817474365","0.5935653448104858","0.5935653448104858","0.5935653448104858","1.7973670959472656","1.7973670959472656","1.7973670959472656","0.4619654715061188","0.4619654715061188","0.4619654715061188"
"5939","0.30559682846069336","0.30559682846069336","0.30559682846069336","1.149375319480896","1.149375319480896","1.149375319480896","0.5409226417541504","0.5409226417541504","0.5409226417541504","0.7445068955421448","0.7445068955421448","0.7445068955421448","2.085028886795044","2.085028886795044","2.085028886795044","0.6440271735191345","0.6440271735191345","0.6440271735191345"
"5969","0.27209755778312683","0.27209755778312683","0.27209755778312683","0.9573310017585754","0.9573310017585754","0.9573310017585754","0.47580888867378235","0.47580888867378235","0.47580888867378235","0.7413379549980164","0.7413379549980164","0.7413379549980164","1.6849056482315063","1.6849056482315063","1.6849056482315063","0.45681032538414","0.45681032538414","0.45681032538414"
"5999","0.37123069167137146","0.37123069167137146","0.37123069167137146","3.5819387435913086","3.5819387435913086","3.5819387435913086","0.4081556499004364","0.4081556499004364","0.4081556499004364","0.6242890954017639","0.6242890954017639","0.6242890954017639","5.446359634399414","5.446359634399414","5.446359634399414","0.6765181422233582","0.6765181422233582","0.6765181422233582"
"6029","0.20051558315753937","0.20051558315753937","0.20051558315753937","0.8452072143554688","0.8452072143554688","0.8452072143554688","0.4520793855190277","0.4520793855190277","0.4520793855190277","0.5649355053901672","0.5649355053901672","0.5649355053901672","2.263350009918213","2.263350009918213","2.263350009918213","0.6335614323616028","0.6335614323616028","0.6335614323616028"
"6059","0.26997122168540955","0.26997122168540955","0.26997122168540955","1.1751753091812134","1.1751753091812134","1.1751753091812134","0.4794148802757263","0.4794148802757263","0.4794148802757263","0.614772379398346","0.614772379398346","0.614772379398346","1.892079472541809","1.892079472541809","1.892079472541809","0.4659181237220764","0.4659181237220764","0.4659181237220764"
"6089","0.2922775149345398","0.2922775149345398","0.2922775149345398","0.8414495587348938","0.8414495587348938","0.8414495587348938","0.3669092059135437","0.3669092059135437","0.3669092059135437","0.45731931924819946","0.45731931924819946","0.45731931924819946","1.6808923482894897","1.6808923482894897","1.6808923482894897","0.5924136638641357","0.5924136638641357","0.5924136638641357"
"6119","0.27590906620025635","0.27590906620025635","0.27590906620025635","0.6836716532707214","0.6836716532707214","0.6836716532707214","0.35874053835868835","0.35874053835868835","0.35874053835868835","0.5090681910514832","0.5090681910514832","0.5090681910514832","1.7355883121490479","1.7355883121490479","1.7355883121490479","0.528697669506073","0.528697669506073","0.528697669506073"
