"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"329","167.634765625","167.634765625","167.634765625","88.4576187133789","88.4576187133789","88.4576187133789","38.225399017333984","38.225399017333984","38.225399017333984","164.988037109375","164.988037109375","164.988037109375","84.27723693847656","84.27723693847656","84.27723693847656","37.05611801147461","37.05611801147461","37.05611801147461"
"359","161.45513916015625","161.45513916015625","161.45513916015625","73.33523559570312","73.33523559570312","73.33523559570312","45.97732162475586","45.97732162475586","45.97732162475586","160.0009002685547","160.0009002685547","160.0009002685547","70.70423889160156","70.70423889160156","70.70423889160156","44.49223709106445","44.49223709106445","44.49223709106445"
"389","169.6283416748047","169.6283416748047","169.6283416748047","67.92512512207031","67.92512512207031","67.92512512207031","31.8690128326416","31.8690128326416","31.8690128326416","169.53936767578125","169.53936767578125","169.53936767578125","65.71453857421875","65.71453857421875","65.71453857421875","30.85491371154785","30.85491371154785","30.85491371154785"
"419","146.36459350585938","146.36459350585938","146.36459350585938","71.52635955810547","71.52635955810547","71.52635955810547","37.29340744018555","37.29340744018555","37.29340744018555","145.91741943359375","145.91741943359375","145.91741943359375","69.50218963623047","69.50218963623047","69.50218963623047","36.18202590942383","36.18202590942383","36.18202590942383"
"449","129.64605712890625","129.64605712890625","129.64605712890625","53.61106872558594","53.61106872558594","53.61106872558594","30.375112533569336","30.375112533569336","30.375112533569336","128.83148193359375","128.83148193359375","128.83148193359375","51.09296798706055","51.09296798706055","51.09296798706055","29.436473846435547","29.436473846435547","29.436473846435547"
"479","117.14728546142578","117.14728546142578","117.14728546142578","53.61640548706055","53.61640548706055","53.61640548706055","30.076173782348633","30.076173782348633","30.076173782348633","115.11429595947266","115.11429595947266","115.11429595947266","51.60622787475586","51.60622787475586","51.60622787475586","29.395015716552734","29.395015716552734","29.395015716552734"
"509","113.93890380859375","113.93890380859375","113.93890380859375","51.6337890625","51.6337890625","51.6337890625","33.80194854736328","33.80194854736328","33.80194854736328","113.6114501953125","113.6114501953125","113.6114501953125","49.46198654174805","49.46198654174805","49.46198654174805","32.67470932006836","32.67470932006836","32.67470932006836"
"539","102.90817260742188","102.90817260742188","102.90817260742188","40.104644775390625","40.104644775390625","40.104644775390625","27.74728012084961","27.74728012084961","27.74728012084961","101.0689926147461","101.0689926147461","101.0689926147461","37.79046630859375","37.79046630859375","37.79046630859375","27.0760440826416","27.0760440826416","27.0760440826416"
"569","107.59268188476562","107.59268188476562","107.59268188476562","39.00851821899414","39.00851821899414","39.00851821899414","21.415050506591797","21.415050506591797","21.415050506591797","106.48731994628906","106.48731994628906","106.48731994628906","36.89016342163086","36.89016342163086","36.89016342163086","20.74281120300293","20.74281120300293","20.74281120300293"
"599","89.13743591308594","89.13743591308594","89.13743591308594","46.96617126464844","46.96617126464844","46.96617126464844","23.48092269897461","23.48092269897461","23.48092269897461","88.49040985107422","88.49040985107422","88.49040985107422","44.14422607421875","44.14422607421875","44.14422607421875","22.68235206604004","22.68235206604004","22.68235206604004"
"629","82.41132354736328","82.41132354736328","82.41132354736328","36.618247985839844","36.618247985839844","36.618247985839844","27.122291564941406","27.122291564941406","27.122291564941406","83.4085693359375","83.4085693359375","83.4085693359375","35.03058624267578","35.03058624267578","35.03058624267578","26.18048095703125","26.18048095703125","26.18048095703125"
"659","75.362548828125","75.362548828125","75.362548828125","39.13965606689453","39.13965606689453","39.13965606689453","24.82845115661621","24.82845115661621","24.82845115661621","73.71541595458984","73.71541595458984","73.71541595458984","36.914241790771484","36.914241790771484","36.914241790771484","23.8857364654541","23.8857364654541","23.8857364654541"
"689","59.902347564697266","59.902347564697266","59.902347564697266","37.392948150634766","37.392948150634766","37.392948150634766","17.502763748168945","17.502763748168945","17.502763748168945","57.548065185546875","57.548065185546875","57.548065185546875","34.962894439697266","34.962894439697266","34.962894439697266","16.788389205932617","16.788389205932617","16.788389205932617"
"719","71.8145523071289","71.8145523071289","71.8145523071289","28.991527557373047","28.991527557373047","28.991527557373047","18.694744110107422","18.694744110107422","18.694744110107422","69.31529998779297","69.31529998779297","69.31529998779297","27.555686950683594","27.555686950683594","27.555686950683594","18.157358169555664","18.157358169555664","18.157358169555664"
"749","70.34117889404297","70.34117889404297","70.34117889404297","28.934555053710938","28.934555053710938","28.934555053710938","16.07532501220703","16.07532501220703","16.07532501220703","70.31490325927734","70.31490325927734","70.31490325927734","28.09130859375","28.09130859375","28.09130859375","15.311010360717773","15.311010360717773","15.311010360717773"
"779","60.25377655029297","60.25377655029297","60.25377655029297","27.381004333496094","27.381004333496094","27.381004333496094","15.726702690124512","15.726702690124512","15.726702690124512","57.56265640258789","57.56265640258789","57.56265640258789","26.36089515686035","26.36089515686035","26.36089515686035","14.929314613342285","14.929314613342285","14.929314613342285"
"809","50.87793731689453","50.87793731689453","50.87793731689453","22.191118240356445","22.191118240356445","22.191118240356445","12.17287540435791","12.17287540435791","12.17287540435791","49.28549575805664","49.28549575805664","49.28549575805664","21.04122543334961","21.04122543334961","21.04122543334961","11.848593711853027","11.848593711853027","11.848593711853027"
"839","60.51554489135742","60.51554489135742","60.51554489135742","25.956398010253906","25.956398010253906","25.956398010253906","16.040874481201172","16.040874481201172","16.040874481201172","58.802494049072266","58.802494049072266","58.802494049072266","24.3240909576416","24.3240909576416","24.3240909576416","15.225373268127441","15.225373268127441","15.225373268127441"
"869","57.2932014465332","57.2932014465332","57.2932014465332","19.767963409423828","19.767963409423828","19.767963409423828","14.881208419799805","14.881208419799805","14.881208419799805","55.186195373535156","55.186195373535156","55.186195373535156","18.973186492919922","18.973186492919922","18.973186492919922","14.242753982543945","14.242753982543945","14.242753982543945"
"899","43.78041458129883","43.78041458129883","43.78041458129883","18.397228240966797","18.397228240966797","18.397228240966797","14.684587478637695","14.684587478637695","14.684587478637695","42.09362030029297","42.09362030029297","42.09362030029297","16.999954223632812","16.999954223632812","16.999954223632812","13.733927726745605","13.733927726745605","13.733927726745605"
"929","38.819557189941406","38.819557189941406","38.819557189941406","17.077817916870117","17.077817916870117","17.077817916870117","13.64596176147461","13.64596176147461","13.64596176147461","37.77946853637695","37.77946853637695","37.77946853637695","16.26905059814453","16.26905059814453","16.26905059814453","12.937713623046875","12.937713623046875","12.937713623046875"
"959","41.91036605834961","41.91036605834961","41.91036605834961","14.01272964477539","14.01272964477539","14.01272964477539","10.87789249420166","10.87789249420166","10.87789249420166","40.33115005493164","40.33115005493164","40.33115005493164","14.12486457824707","14.12486457824707","14.12486457824707","10.456547737121582","10.456547737121582","10.456547737121582"
"989","23.95032501220703","23.95032501220703","23.95032501220703","23.808168411254883","23.808168411254883","23.808168411254883","13.25536060333252","13.25536060333252","13.25536060333252","23.593446731567383","23.593446731567383","23.593446731567383","22.055194854736328","22.055194854736328","22.055194854736328","12.431785583496094","12.431785583496094","12.431785583496094"
"1019","22.10011863708496","22.10011863708496","22.10011863708496","19.780473709106445","19.780473709106445","19.780473709106445","11.99172306060791","11.99172306060791","11.99172306060791","21.913105010986328","21.913105010986328","21.913105010986328","18.62916374206543","18.62916374206543","18.62916374206543","11.47964096069336","11.47964096069336","11.47964096069336"
"1049","23.568622589111328","23.568622589111328","23.568622589111328","15.495888710021973","15.495888710021973","15.495888710021973","9.420685768127441","9.420685768127441","9.420685768127441","23.538217544555664","23.538217544555664","23.538217544555664","15.444869995117188","15.444869995117188","15.444869995117188","8.970635414123535","8.970635414123535","8.970635414123535"
"1079","21.49736213684082","21.49736213684082","21.49736213684082","16.699399948120117","16.699399948120117","16.699399948120117","12.561488151550293","12.561488151550293","12.561488151550293","22.577362060546875","22.577362060546875","22.577362060546875","14.965340614318848","14.965340614318848","14.965340614318848","11.92441177368164","11.92441177368164","11.92441177368164"
"1109","20.488222122192383","20.488222122192383","20.488222122192383","13.770651817321777","13.770651817321777","13.770651817321777","9.04859447479248","9.04859447479248","9.04859447479248","21.52383804321289","21.52383804321289","21.52383804321289","12.493009567260742","12.493009567260742","12.493009567260742","8.757553100585938","8.757553100585938","8.757553100585938"
"1139","30.168540954589844","30.168540954589844","30.168540954589844","18.388818740844727","18.388818740844727","18.388818740844727","8.88768196105957","8.88768196105957","8.88768196105957","32.984344482421875","32.984344482421875","32.984344482421875","16.905506134033203","16.905506134033203","16.905506134033203","8.435072898864746","8.435072898864746","8.435072898864746"
"1169","31.56792449951172","31.56792449951172","31.56792449951172","12.3533935546875","12.3533935546875","12.3533935546875","9.645086288452148","9.645086288452148","9.645086288452148","34.17136001586914","34.17136001586914","34.17136001586914","11.366146087646484","11.366146087646484","11.366146087646484","9.318768501281738","9.318768501281738","9.318768501281738"
"1199","19.28005027770996","19.28005027770996","19.28005027770996","10.768468856811523","10.768468856811523","10.768468856811523","7.365223407745361","7.365223407745361","7.365223407745361","19.774152755737305","19.774152755737305","19.774152755737305","10.092432022094727","10.092432022094727","10.092432022094727","6.984329700469971","6.984329700469971","6.984329700469971"
"1229","16.307802200317383","16.307802200317383","16.307802200317383","11.79069995880127","11.79069995880127","11.79069995880127","9.731839179992676","9.731839179992676","9.731839179992676","18.120059967041016","18.120059967041016","18.120059967041016","11.313712120056152","11.313712120056152","11.313712120056152","9.253692626953125","9.253692626953125","9.253692626953125"
"1259","19.877859115600586","19.877859115600586","19.877859115600586","12.259383201599121","12.259383201599121","12.259383201599121","8.937664031982422","8.937664031982422","8.937664031982422","21.61907386779785","21.61907386779785","21.61907386779785","10.371369361877441","10.371369361877441","10.371369361877441","8.302226066589355","8.302226066589355","8.302226066589355"
"1289","15.814987182617188","15.814987182617188","15.814987182617188","9.322358131408691","9.322358131408691","9.322358131408691","8.87242317199707","8.87242317199707","8.87242317199707","17.642608642578125","17.642608642578125","17.642608642578125","8.415589332580566","8.415589332580566","8.415589332580566","8.559267044067383","8.559267044067383","8.559267044067383"
"1319","15.281938552856445","15.281938552856445","15.281938552856445","9.516040802001953","9.516040802001953","9.516040802001953","8.938141822814941","8.938141822814941","8.938141822814941","16.748703002929688","16.748703002929688","16.748703002929688","9.00440788269043","9.00440788269043","9.00440788269043","8.422677993774414","8.422677993774414","8.422677993774414"
"1349","15.44090747833252","15.44090747833252","15.44090747833252","9.938724517822266","9.938724517822266","9.938724517822266","8.323751449584961","8.323751449584961","8.323751449584961","16.923913955688477","16.923913955688477","16.923913955688477","8.644688606262207","8.644688606262207","8.644688606262207","7.856116771697998","7.856116771697998","7.856116771697998"
"1379","13.354575157165527","13.354575157165527","13.354575157165527","8.961849212646484","8.961849212646484","8.961849212646484","7.676313400268555","7.676313400268555","7.676313400268555","13.960006713867188","13.960006713867188","13.960006713867188","9.11585521697998","9.11585521697998","9.11585521697998","7.259527206420898","7.259527206420898","7.259527206420898"
"1409","15.690382957458496","15.690382957458496","15.690382957458496","8.491243362426758","8.491243362426758","8.491243362426758","6.1273722648620605","6.1273722648620605","6.1273722648620605","17.73507308959961","17.73507308959961","17.73507308959961","8.3648042678833","8.3648042678833","8.3648042678833","5.731900691986084","5.731900691986084","5.731900691986084"
"1439","14.054492950439453","14.054492950439453","14.054492950439453","5.94142484664917","5.94142484664917","5.94142484664917","5.844786167144775","5.844786167144775","5.844786167144775","15.45673942565918","15.45673942565918","15.45673942565918","6.623707294464111","6.623707294464111","6.623707294464111","5.463564872741699","5.463564872741699","5.463564872741699"
"1469","18.25846290588379","18.25846290588379","18.25846290588379","6.332802772521973","6.332802772521973","6.332802772521973","6.535778522491455","6.535778522491455","6.535778522491455","20.1142520904541","20.1142520904541","20.1142520904541","6.905433177947998","6.905433177947998","6.905433177947998","5.835408687591553","5.835408687591553","5.835408687591553"
"1499","13.57585620880127","13.57585620880127","13.57585620880127","8.044586181640625","8.044586181640625","8.044586181640625","8.308085441589355","8.308085441589355","8.308085441589355","18.22332763671875","18.22332763671875","18.22332763671875","8.039752960205078","8.039752960205078","8.039752960205078","7.68256950378418","7.68256950378418","7.68256950378418"
"1529","10.054899215698242","10.054899215698242","10.054899215698242","6.0037994384765625","6.0037994384765625","6.0037994384765625","5.929135799407959","5.929135799407959","5.929135799407959","11.081438064575195","11.081438064575195","11.081438064575195","6.49535608291626","6.49535608291626","6.49535608291626","5.800332069396973","5.800332069396973","5.800332069396973"
"1559","11.758244514465332","11.758244514465332","11.758244514465332","4.830577373504639","4.830577373504639","4.830577373504639","6.141660213470459","6.141660213470459","6.141660213470459","14.19424057006836","14.19424057006836","14.19424057006836","5.27769136428833","5.27769136428833","5.27769136428833","5.836903095245361","5.836903095245361","5.836903095245361"
"1589","9.647025108337402","9.647025108337402","9.647025108337402","7.446950435638428","7.446950435638428","7.446950435638428","5.069461822509766","5.069461822509766","5.069461822509766","11.559487342834473","11.559487342834473","11.559487342834473","7.103031635284424","7.103031635284424","7.103031635284424","4.705041408538818","4.705041408538818","4.705041408538818"
"1619","11.099401473999023","11.099401473999023","11.099401473999023","4.68922758102417","4.68922758102417","4.68922758102417","4.960079669952393","4.960079669952393","4.960079669952393","12.787524223327637","12.787524223327637","12.787524223327637","4.858893871307373","4.858893871307373","4.858893871307373","4.888837814331055","4.888837814331055","4.888837814331055"
"1649","7.8636908531188965","7.8636908531188965","7.8636908531188965","7.175661563873291","7.175661563873291","7.175661563873291","6.267425537109375","6.267425537109375","6.267425537109375","10.4122314453125","10.4122314453125","10.4122314453125","7.611527919769287","7.611527919769287","7.611527919769287","5.912105083465576","5.912105083465576","5.912105083465576"
"1679","8.679021835327148","8.679021835327148","8.679021835327148","5.704455375671387","5.704455375671387","5.704455375671387","7.197117805480957","7.197117805480957","7.197117805480957","11.147775650024414","11.147775650024414","11.147775650024414","6.844321250915527","6.844321250915527","6.844321250915527","6.7743821144104","6.7743821144104","6.7743821144104"
"1709","5.3016533851623535","5.3016533851623535","5.3016533851623535","4.405033588409424","4.405033588409424","4.405033588409424","4.552143573760986","4.552143573760986","4.552143573760986","6.644440174102783","6.644440174102783","6.644440174102783","5.878078460693359","5.878078460693359","5.878078460693359","4.348940849304199","4.348940849304199","4.348940849304199"
"1739","4.59257173538208","4.59257173538208","4.59257173538208","3.141618013381958","3.141618013381958","3.141618013381958","3.4521596431732178","3.4521596431732178","3.4521596431732178","5.995185852050781","5.995185852050781","5.995185852050781","4.052248001098633","4.052248001098633","4.052248001098633","3.1808764934539795","3.1808764934539795","3.1808764934539795"
"1769","6.6425089836120605","6.6425089836120605","6.6425089836120605","3.1235623359680176","3.1235623359680176","3.1235623359680176","3.8313212394714355","3.8313212394714355","3.8313212394714355","8.620838165283203","8.620838165283203","8.620838165283203","4.062714099884033","4.062714099884033","4.062714099884033","3.569181203842163","3.569181203842163","3.569181203842163"
"1799","6.071897029876709","6.071897029876709","6.071897029876709","2.724086284637451","2.724086284637451","2.724086284637451","4.890988826751709","4.890988826751709","4.890988826751709","7.855329990386963","7.855329990386963","7.855329990386963","4.111019134521484","4.111019134521484","4.111019134521484","5.039362907409668","5.039362907409668","5.039362907409668"
"1829","6.16320276260376","6.16320276260376","6.16320276260376","4.138454914093018","4.138454914093018","4.138454914093018","3.981954336166382","3.981954336166382","3.981954336166382","8.147534370422363","8.147534370422363","8.147534370422363","5.602240085601807","5.602240085601807","5.602240085601807","3.7425596714019775","3.7425596714019775","3.7425596714019775"
"1859","7.508683681488037","7.508683681488037","7.508683681488037","4.977935314178467","4.977935314178467","4.977935314178467","4.110484600067139","4.110484600067139","4.110484600067139","10.784770011901855","10.784770011901855","10.784770011901855","5.397878170013428","5.397878170013428","5.397878170013428","3.902539014816284","3.902539014816284","3.902539014816284"
"1889","4.498988151550293","4.498988151550293","4.498988151550293","4.964365005493164","4.964365005493164","4.964365005493164","4.015901565551758","4.015901565551758","4.015901565551758","6.090775012969971","6.090775012969971","6.090775012969971","6.687899112701416","6.687899112701416","6.687899112701416","3.617239236831665","3.617239236831665","3.617239236831665"
"1919","5.253421306610107","5.253421306610107","5.253421306610107","3.806835889816284","3.806835889816284","3.806835889816284","4.237971305847168","4.237971305847168","4.237971305847168","7.400473594665527","7.400473594665527","7.400473594665527","4.94746732711792","4.94746732711792","4.94746732711792","3.9801394939422607","3.9801394939422607","3.9801394939422607"
"1949","5.449865818023682","5.449865818023682","5.449865818023682","10.749906539916992","10.749906539916992","10.749906539916992","3.7716174125671387","3.7716174125671387","3.7716174125671387","10.033206939697266","10.033206939697266","10.033206939697266","9.596871376037598","9.596871376037598","9.596871376037598","3.222567319869995","3.222567319869995","3.222567319869995"
"1979","4.168293476104736","4.168293476104736","4.168293476104736","3.199981689453125","3.199981689453125","3.199981689453125","2.7789876461029053","2.7789876461029053","2.7789876461029053","6.488429546356201","6.488429546356201","6.488429546356201","3.945749044418335","3.945749044418335","3.945749044418335","2.554903507232666","2.554903507232666","2.554903507232666"
"2009","4.333288669586182","4.333288669586182","4.333288669586182","4.36289644241333","4.36289644241333","4.36289644241333","3.034989833831787","3.034989833831787","3.034989833831787","7.151376247406006","7.151376247406006","7.151376247406006","5.0853681564331055","5.0853681564331055","5.0853681564331055","2.875732421875","2.875732421875","2.875732421875"
"2039","3.921117067337036","3.921117067337036","3.921117067337036","2.978219509124756","2.978219509124756","2.978219509124756","2.770864248275757","2.770864248275757","2.770864248275757","5.91041374206543","5.91041374206543","5.91041374206543","3.951892614364624","3.951892614364624","3.951892614364624","2.5571048259735107","2.5571048259735107","2.5571048259735107"
"2069","4.802377700805664","4.802377700805664","4.802377700805664","1.7352986335754395","1.7352986335754395","1.7352986335754395","3.084956645965576","3.084956645965576","3.084956645965576","7.435364723205566","7.435364723205566","7.435364723205566","3.7691192626953125","3.7691192626953125","3.7691192626953125","3.002354383468628","3.002354383468628","3.002354383468628"
"2099","4.548129081726074","4.548129081726074","4.548129081726074","1.5948013067245483","1.5948013067245483","1.5948013067245483","3.392843008041382","3.392843008041382","3.392843008041382","7.09502649307251","7.09502649307251","7.09502649307251","3.291510581970215","3.291510581970215","3.291510581970215","3.487816095352173","3.487816095352173","3.487816095352173"
"2129","3.8292880058288574","3.8292880058288574","3.8292880058288574","2.259249448776245","2.259249448776245","2.259249448776245","3.457969903945923","3.457969903945923","3.457969903945923","6.298659324645996","6.298659324645996","6.298659324645996","3.8223283290863037","3.8223283290863037","3.8223283290863037","3.1347854137420654","3.1347854137420654","3.1347854137420654"
"2159","3.08601975440979","3.08601975440979","3.08601975440979","1.8919280767440796","1.8919280767440796","1.8919280767440796","3.530632972717285","3.530632972717285","3.530632972717285","5.171074867248535","5.171074867248535","5.171074867248535","4.3217620849609375","4.3217620849609375","4.3217620849609375","3.0502188205718994","3.0502188205718994","3.0502188205718994"
"2189","2.718662977218628","2.718662977218628","2.718662977218628","1.6743193864822388","1.6743193864822388","1.6743193864822388","2.738018035888672","2.738018035888672","2.738018035888672","4.628356456756592","4.628356456756592","4.628356456756592","3.3689117431640625","3.3689117431640625","3.3689117431640625","2.55619740486145","2.55619740486145","2.55619740486145"
"2219","2.9640753269195557","2.9640753269195557","2.9640753269195557","3.1565990447998047","3.1565990447998047","3.1565990447998047","3.40144944190979","3.40144944190979","3.40144944190979","5.113463878631592","5.113463878631592","5.113463878631592","3.9121177196502686","3.9121177196502686","3.9121177196502686","2.957998037338257","2.957998037338257","2.957998037338257"
"2249","2.9759440422058105","2.9759440422058105","2.9759440422058105","2.0117616653442383","2.0117616653442383","2.0117616653442383","3.8249082565307617","3.8249082565307617","3.8249082565307617","5.328493595123291","5.328493595123291","5.328493595123291","2.8251519203186035","2.8251519203186035","2.8251519203186035","3.3860113620758057","3.3860113620758057","3.3860113620758057"
"2279","4.790738582611084","4.790738582611084","4.790738582611084","8.17903995513916","8.17903995513916","8.17903995513916","2.8419911861419678","2.8419911861419678","2.8419911861419678","9.001412391662598","9.001412391662598","9.001412391662598","8.543025016784668","8.543025016784668","8.543025016784668","2.443427324295044","2.443427324295044","2.443427324295044"
"2309","2.176124095916748","2.176124095916748","2.176124095916748","3.036046266555786","3.036046266555786","3.036046266555786","2.622612476348877","2.622612476348877","2.622612476348877","3.6805708408355713","3.6805708408355713","3.6805708408355713","5.047890663146973","5.047890663146973","5.047890663146973","2.3857710361480713","2.3857710361480713","2.3857710361480713"
"2339","2.375579833984375","2.375579833984375","2.375579833984375","1.8788206577301025","1.8788206577301025","1.8788206577301025","2.4758565425872803","2.4758565425872803","2.4758565425872803","4.4804840087890625","4.4804840087890625","4.4804840087890625","3.8791847229003906","3.8791847229003906","3.8791847229003906","2.342672109603882","2.342672109603882","2.342672109603882"
"2369","2.5240859985351562","2.5240859985351562","2.5240859985351562","1.7885979413986206","1.7885979413986206","1.7885979413986206","2.6426162719726562","2.6426162719726562","2.6426162719726562","4.693460464477539","4.693460464477539","4.693460464477539","3.5474398136138916","3.5474398136138916","3.5474398136138916","2.601503849029541","2.601503849029541","2.601503849029541"
"2399","2.173743486404419","2.173743486404419","2.173743486404419","1.9052348136901855","1.9052348136901855","1.9052348136901855","1.958565354347229","1.958565354347229","1.958565354347229","4.237236499786377","4.237236499786377","4.237236499786377","3.879016637802124","3.879016637802124","3.879016637802124","1.9118261337280273","1.9118261337280273","1.9118261337280273"
"2429","1.8887286186218262","1.8887286186218262","1.8887286186218262","1.1910580396652222","1.1910580396652222","1.1910580396652222","1.822369933128357","1.822369933128357","1.822369933128357","3.6405296325683594","3.6405296325683594","3.6405296325683594","2.9071812629699707","2.9071812629699707","2.9071812629699707","1.7312486171722412","1.7312486171722412","1.7312486171722412"
