"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"509","5.210577487945557","5.210577487945557","5.210577487945557","2.83174467086792","2.83174467086792","2.83174467086792","3.158270835876465","3.158270835876465","3.158270835876465"
"539","4.444719314575195","4.444719314575195","4.444719314575195","9.708267211914062","9.708267211914062","9.708267211914062","7.242065906524658","7.242065906524658","7.242065906524658"
"569","4.422329902648926","4.422329902648926","4.422329902648926","2.877089500427246","2.877089500427246","2.877089500427246","3.2475554943084717","3.2475554943084717","3.2475554943084717"
"599","4.856917381286621","4.856917381286621","4.856917381286621","2.7522010803222656","2.7522010803222656","2.7522010803222656","3.0306060314178467","3.0306060314178467","3.0306060314178467"
"629","4.804250240325928","4.804250240325928","4.804250240325928","2.4819905757904053","2.4819905757904053","2.4819905757904053","3.0356462001800537","3.0356462001800537","3.0356462001800537"
"659","4.884828567504883","4.884828567504883","4.884828567504883","2.638699531555176","2.638699531555176","2.638699531555176","2.989536762237549","2.989536762237549","2.989536762237549"
"689","5.114067077636719","5.114067077636719","5.114067077636719","5.386070251464844","5.386070251464844","5.386070251464844","6.329989433288574","6.329989433288574","6.329989433288574"
"719","4.489414691925049","4.489414691925049","4.489414691925049","2.5931921005249023","2.5931921005249023","2.5931921005249023","3.244929075241089","3.244929075241089","3.244929075241089"
"749","4.861895561218262","4.861895561218262","4.861895561218262","2.729339599609375","2.729339599609375","2.729339599609375","3.1149697303771973","3.1149697303771973","3.1149697303771973"
"779","4.435222625732422","4.435222625732422","4.435222625732422","2.5022311210632324","2.5022311210632324","2.5022311210632324","2.7946417331695557","2.7946417331695557","2.7946417331695557"
"809","4.193382263183594","4.193382263183594","4.193382263183594","4.767355442047119","4.767355442047119","4.767355442047119","6.272493839263916","6.272493839263916","6.272493839263916"
"839","4.451404094696045","4.451404094696045","4.451404094696045","2.464796304702759","2.464796304702759","2.464796304702759","2.745861768722534","2.745861768722534","2.745861768722534"
"869","4.338860034942627","4.338860034942627","4.338860034942627","4.599495887756348","4.599495887756348","4.599495887756348","5.703904151916504","5.703904151916504","5.703904151916504"
"899","3.8960702419281006","3.8960702419281006","3.8960702419281006","2.4379494190216064","2.4379494190216064","2.4379494190216064","3.128708839416504","3.128708839416504","3.128708839416504"
"929","4.202223300933838","4.202223300933838","4.202223300933838","2.283987045288086","2.283987045288086","2.283987045288086","2.936894178390503","2.936894178390503","2.936894178390503"
"959","3.9824321269989014","3.9824321269989014","3.9824321269989014","6.135402679443359","6.135402679443359","6.135402679443359","5.509634971618652","5.509634971618652","5.509634971618652"
"989","4.242776393890381","4.242776393890381","4.242776393890381","2.570249080657959","2.570249080657959","2.570249080657959","2.7569093704223633","2.7569093704223633","2.7569093704223633"
"1019","4.00296688079834","4.00296688079834","4.00296688079834","3.759432554244995","3.759432554244995","3.759432554244995","4.890801429748535","4.890801429748535","4.890801429748535"
"1049","4.351139545440674","4.351139545440674","4.351139545440674","2.4570729732513428","2.4570729732513428","2.4570729732513428","2.798492908477783","2.798492908477783","2.798492908477783"
"1079","4.335161209106445","4.335161209106445","4.335161209106445","2.172985076904297","2.172985076904297","2.172985076904297","2.692203998565674","2.692203998565674","2.692203998565674"
"1109","3.868978261947632","3.868978261947632","3.868978261947632","3.7169227600097656","3.7169227600097656","3.7169227600097656","4.8399834632873535","4.8399834632873535","4.8399834632873535"
"1139","4.54365348815918","4.54365348815918","4.54365348815918","2.612999200820923","2.612999200820923","2.612999200820923","3.051525831222534","3.051525831222534","3.051525831222534"
"1169","4.127741813659668","4.127741813659668","4.127741813659668","2.2101078033447266","2.2101078033447266","2.2101078033447266","2.860313653945923","2.860313653945923","2.860313653945923"
"1199","3.965336322784424","3.965336322784424","3.965336322784424","2.27040433883667","2.27040433883667","2.27040433883667","2.8615429401397705","2.8615429401397705","2.8615429401397705"
"1229","4.305537700653076","4.305537700653076","4.305537700653076","4.073020935058594","4.073020935058594","4.073020935058594","4.9222259521484375","4.9222259521484375","4.9222259521484375"
"1259","4.472829341888428","4.472829341888428","4.472829341888428","2.544189453125","2.544189453125","2.544189453125","3.029783248901367","3.029783248901367","3.029783248901367"
"1289","4.0193963050842285","4.0193963050842285","4.0193963050842285","2.22094988822937","2.22094988822937","2.22094988822937","2.8794567584991455","2.8794567584991455","2.8794567584991455"
"1319","4.151435375213623","4.151435375213623","4.151435375213623","3.9757931232452393","3.9757931232452393","3.9757931232452393","4.353897571563721","4.353897571563721","4.353897571563721"
"1349","3.8973028659820557","3.8973028659820557","3.8973028659820557","2.4943766593933105","2.4943766593933105","2.4943766593933105","2.767545700073242","2.767545700073242","2.767545700073242"
"1379","3.4762942790985107","3.4762942790985107","3.4762942790985107","2.2326748371124268","2.2326748371124268","2.2326748371124268","2.6295294761657715","2.6295294761657715","2.6295294761657715"
"1409","4.297483444213867","4.297483444213867","4.297483444213867","2.227088212966919","2.227088212966919","2.227088212966919","2.5487353801727295","2.5487353801727295","2.5487353801727295"
"1439","3.8822033405303955","3.8822033405303955","3.8822033405303955","2.387786388397217","2.387786388397217","2.387786388397217","2.9999072551727295","2.9999072551727295","2.9999072551727295"
"1469","3.947843551635742","3.947843551635742","3.947843551635742","2.3060948848724365","2.3060948848724365","2.3060948848724365","3.220949649810791","3.220949649810791","3.220949649810791"
"1499","4.109986305236816","4.109986305236816","4.109986305236816","2.3398823738098145","2.3398823738098145","2.3398823738098145","2.967879056930542","2.967879056930542","2.967879056930542"
"1529","3.584975004196167","3.584975004196167","3.584975004196167","2.28206205368042","2.28206205368042","2.28206205368042","2.9816765785217285","2.9816765785217285","2.9816765785217285"
"1559","3.975684642791748","3.975684642791748","3.975684642791748","2.1779086589813232","2.1779086589813232","2.1779086589813232","2.8034489154815674","2.8034489154815674","2.8034489154815674"
"1589","3.698122978210449","3.698122978210449","3.698122978210449","2.576150417327881","2.576150417327881","2.576150417327881","2.60911226272583","2.60911226272583","2.60911226272583"
"1619","3.5708978176116943","3.5708978176116943","3.5708978176116943","3.333589792251587","3.333589792251587","3.333589792251587","3.8449220657348633","3.8449220657348633","3.8449220657348633"
"1649","3.9030044078826904","3.9030044078826904","3.9030044078826904","3.4824109077453613","3.4824109077453613","3.4824109077453613","3.5396604537963867","3.5396604537963867","3.5396604537963867"
"1679","3.6134119033813477","3.6134119033813477","3.6134119033813477","2.33687162399292","2.33687162399292","2.33687162399292","2.98195219039917","2.98195219039917","2.98195219039917"
"1709","3.2300093173980713","3.2300093173980713","3.2300093173980713","2.161659002304077","2.161659002304077","2.161659002304077","2.689815044403076","2.689815044403076","2.689815044403076"
"1739","3.3957529067993164","3.3957529067993164","3.3957529067993164","2.2753124237060547","2.2753124237060547","2.2753124237060547","2.4255762100219727","2.4255762100219727","2.4255762100219727"
"1769","3.340543031692505","3.340543031692505","3.340543031692505","2.1049602031707764","2.1049602031707764","2.1049602031707764","2.7017810344696045","2.7017810344696045","2.7017810344696045"
"1799","3.574524402618408","3.574524402618408","3.574524402618408","2.3999133110046387","2.3999133110046387","2.3999133110046387","2.886815309524536","2.886815309524536","2.886815309524536"
"1829","3.259915351867676","3.259915351867676","3.259915351867676","2.2323832511901855","2.2323832511901855","2.2323832511901855","2.726942777633667","2.726942777633667","2.726942777633667"
"1859","3.7654011249542236","3.7654011249542236","3.7654011249542236","2.2435853481292725","2.2435853481292725","2.2435853481292725","2.94759464263916","2.94759464263916","2.94759464263916"
"1889","3.2294323444366455","3.2294323444366455","3.2294323444366455","2.620617389678955","2.620617389678955","2.620617389678955","2.9368648529052734","2.9368648529052734","2.9368648529052734"
"1919","3.415250062942505","3.415250062942505","3.415250062942505","2.935506820678711","2.935506820678711","2.935506820678711","2.9031102657318115","2.9031102657318115","2.9031102657318115"
"1949","3.7857024669647217","3.7857024669647217","3.7857024669647217","3.4686851501464844","3.4686851501464844","3.4686851501464844","2.3941242694854736","2.3941242694854736","2.3941242694854736"
"1979","3.674515962600708","3.674515962600708","3.674515962600708","2.298916816711426","2.298916816711426","2.298916816711426","2.6221537590026855","2.6221537590026855","2.6221537590026855"
"2009","3.083073854446411","3.083073854446411","3.083073854446411","2.2436251640319824","2.2436251640319824","2.2436251640319824","2.5487430095672607","2.5487430095672607","2.5487430095672607"
"2039","3.125483989715576","3.125483989715576","3.125483989715576","2.14784836769104","2.14784836769104","2.14784836769104","2.5300114154815674","2.5300114154815674","2.5300114154815674"
"2069","3.597182035446167","3.597182035446167","3.597182035446167","2.368191719055176","2.368191719055176","2.368191719055176","2.8865740299224854","2.8865740299224854","2.8865740299224854"
"2099","3.5643532276153564","3.5643532276153564","3.5643532276153564","2.2882189750671387","2.2882189750671387","2.2882189750671387","2.703716278076172","2.703716278076172","2.703716278076172"
"2129","3.2384190559387207","3.2384190559387207","3.2384190559387207","2.264845132827759","2.264845132827759","2.264845132827759","2.400362253189087","2.400362253189087","2.400362253189087"
"2159","2.896625280380249","2.896625280380249","2.896625280380249","2.1271541118621826","2.1271541118621826","2.1271541118621826","2.3018367290496826","2.3018367290496826","2.3018367290496826"
"2189","3.269493341445923","3.269493341445923","3.269493341445923","2.328319549560547","2.328319549560547","2.328319549560547","2.6433775424957275","2.6433775424957275","2.6433775424957275"
"2219","2.9905788898468018","2.9905788898468018","2.9905788898468018","2.333406686782837","2.333406686782837","2.333406686782837","2.3077898025512695","2.3077898025512695","2.3077898025512695"
"2249","3.0505545139312744","3.0505545139312744","3.0505545139312744","2.008038282394409","2.008038282394409","2.008038282394409","2.5464024543762207","2.5464024543762207","2.5464024543762207"
"2279","42.23147201538086","42.23147201538086","42.23147201538086","57.21685028076172","57.21685028076172","57.21685028076172","20.102235794067383","20.102235794067383","20.102235794067383"
"2309","2.8218095302581787","2.8218095302581787","2.8218095302581787","2.4823508262634277","2.4823508262634277","2.4823508262634277","2.3613760471343994","2.3613760471343994","2.3613760471343994"
"2339","2.7783656120300293","2.7783656120300293","2.7783656120300293","2.607602119445801","2.607602119445801","2.607602119445801","2.4842894077301025","2.4842894077301025","2.4842894077301025"
"2369","2.9028162956237793","2.9028162956237793","2.9028162956237793","2.7023539543151855","2.7023539543151855","2.7023539543151855","2.7376549243927","2.7376549243927","2.7376549243927"
"2399","2.9106273651123047","2.9106273651123047","2.9106273651123047","2.542116403579712","2.542116403579712","2.542116403579712","2.281473398208618","2.281473398208618","2.281473398208618"
"2429","2.9698991775512695","2.9698991775512695","2.9698991775512695","2.276397705078125","2.276397705078125","2.276397705078125","2.042295455932617","2.042295455932617","2.042295455932617"
"2459","3.1596264839172363","3.1596264839172363","3.1596264839172363","2.116323471069336","2.116323471069336","2.116323471069336","2.3210506439208984","2.3210506439208984","2.3210506439208984"
"2489","2.818812131881714","2.818812131881714","2.818812131881714","2.7760415077209473","2.7760415077209473","2.7760415077209473","2.437753915786743","2.437753915786743","2.437753915786743"
"2519","2.9912829399108887","2.9912829399108887","2.9912829399108887","2.295513868331909","2.295513868331909","2.295513868331909","2.0872576236724854","2.0872576236724854","2.0872576236724854"
"2549","3.174954414367676","3.174954414367676","3.174954414367676","2.288717031478882","2.288717031478882","2.288717031478882","2.221571922302246","2.221571922302246","2.221571922302246"
"2579","2.6994893550872803","2.6994893550872803","2.6994893550872803","2.4760217666625977","2.4760217666625977","2.4760217666625977","2.503492832183838","2.503492832183838","2.503492832183838"
"2609","3.204676389694214","3.204676389694214","3.204676389694214","2.2330331802368164","2.2330331802368164","2.2330331802368164","2.3517630100250244","2.3517630100250244","2.3517630100250244"
"2639","2.882033348083496","2.882033348083496","2.882033348083496","2.0241527557373047","2.0241527557373047","2.0241527557373047","2.2315380573272705","2.2315380573272705","2.2315380573272705"
"2669","2.590212345123291","2.590212345123291","2.590212345123291","2.2828612327575684","2.2828612327575684","2.2828612327575684","2.0568089485168457","2.0568089485168457","2.0568089485168457"
"2699","2.6035661697387695","2.6035661697387695","2.6035661697387695","2.3665823936462402","2.3665823936462402","2.3665823936462402","2.2152838706970215","2.2152838706970215","2.2152838706970215"
"2729","2.807133913040161","2.807133913040161","2.807133913040161","2.162137031555176","2.162137031555176","2.162137031555176","2.420520305633545","2.420520305633545","2.420520305633545"
"2759","2.462184190750122","2.462184190750122","2.462184190750122","2.423978328704834","2.423978328704834","2.423978328704834","2.1995370388031006","2.1995370388031006","2.1995370388031006"
"2789","2.721306324005127","2.721306324005127","2.721306324005127","2.1242382526397705","2.1242382526397705","2.1242382526397705","2.2633230686187744","2.2633230686187744","2.2633230686187744"
"2819","2.698848247528076","2.698848247528076","2.698848247528076","2.175022840499878","2.175022840499878","2.175022840499878","1.961727499961853","1.961727499961853","1.961727499961853"
"2849","2.9342784881591797","2.9342784881591797","2.9342784881591797","2.1747305393218994","2.1747305393218994","2.1747305393218994","2.237199306488037","2.237199306488037","2.237199306488037"
"2879","2.4572508335113525","2.4572508335113525","2.4572508335113525","2.2862799167633057","2.2862799167633057","2.2862799167633057","2.286963939666748","2.286963939666748","2.286963939666748"
"2909","2.6111702919006348","2.6111702919006348","2.6111702919006348","2.101841926574707","2.101841926574707","2.101841926574707","2.4510955810546875","2.4510955810546875","2.4510955810546875"
"2939","2.4837253093719482","2.4837253093719482","2.4837253093719482","2.1990303993225098","2.1990303993225098","2.1990303993225098","1.9769657850265503","1.9769657850265503","1.9769657850265503"
"2969","2.627305030822754","2.627305030822754","2.627305030822754","2.2877442836761475","2.2877442836761475","2.2877442836761475","2.047332763671875","2.047332763671875","2.047332763671875"
"2999","2.364478349685669","2.364478349685669","2.364478349685669","2.6272695064544678","2.6272695064544678","2.6272695064544678","1.7888686656951904","1.7888686656951904","1.7888686656951904"
"3029","2.2833921909332275","2.2833921909332275","2.2833921909332275","2.250946521759033","2.250946521759033","2.250946521759033","2.1075873374938965","2.1075873374938965","2.1075873374938965"
"3059","2.378145456314087","2.378145456314087","2.378145456314087","2.080641031265259","2.080641031265259","2.080641031265259","2.1914381980895996","2.1914381980895996","2.1914381980895996"
"3089","2.328160047531128","2.328160047531128","2.328160047531128","2.2774922847747803","2.2774922847747803","2.2774922847747803","2.5191638469696045","2.5191638469696045","2.5191638469696045"
"3119","2.2896177768707275","2.2896177768707275","2.2896177768707275","2.426163911819458","2.426163911819458","2.426163911819458","2.1201329231262207","2.1201329231262207","2.1201329231262207"
"3149","2.469937324523926","2.469937324523926","2.469937324523926","2.3301403522491455","2.3301403522491455","2.3301403522491455","1.9582167863845825","1.9582167863845825","1.9582167863845825"
"3179","2.3944127559661865","2.3944127559661865","2.3944127559661865","2.1979990005493164","2.1979990005493164","2.1979990005493164","1.9169689416885376","1.9169689416885376","1.9169689416885376"
"3209","2.4278366565704346","2.4278366565704346","2.4278366565704346","2.384857654571533","2.384857654571533","2.384857654571533","1.5248839855194092","1.5248839855194092","1.5248839855194092"
"3239","2.4036552906036377","2.4036552906036377","2.4036552906036377","2.085530996322632","2.085530996322632","2.085530996322632","1.8246644735336304","1.8246644735336304","1.8246644735336304"
"3269","2.266213893890381","2.266213893890381","2.266213893890381","2.002880573272705","2.002880573272705","2.002880573272705","1.8288614749908447","1.8288614749908447","1.8288614749908447"
"3299","2.55631685256958","2.55631685256958","2.55631685256958","2.1568987369537354","2.1568987369537354","2.1568987369537354","2.0560202598571777","2.0560202598571777","2.0560202598571777"
"3329","2.616276741027832","2.616276741027832","2.616276741027832","2.1987123489379883","2.1987123489379883","2.1987123489379883","1.8477615118026733","1.8477615118026733","1.8477615118026733"
"3359","2.27494740486145","2.27494740486145","2.27494740486145","1.9710633754730225","1.9710633754730225","1.9710633754730225","2.045982837677002","2.045982837677002","2.045982837677002"
"3389","2.2460274696350098","2.2460274696350098","2.2460274696350098","2.2183597087860107","2.2183597087860107","2.2183597087860107","1.6812529563903809","1.6812529563903809","1.6812529563903809"
"3419","2.166733980178833","2.166733980178833","2.166733980178833","2.0523922443389893","2.0523922443389893","2.0523922443389893","1.7412949800491333","1.7412949800491333","1.7412949800491333"
"3449","2.1502456665039062","2.1502456665039062","2.1502456665039062","2.006904363632202","2.006904363632202","2.006904363632202","1.8189010620117188","1.8189010620117188","1.8189010620117188"
"3479","2.0683772563934326","2.0683772563934326","2.0683772563934326","2.060086250305176","2.060086250305176","2.060086250305176","1.921478509902954","1.921478509902954","1.921478509902954"
"3509","2.4568400382995605","2.4568400382995605","2.4568400382995605","2.20782470703125","2.20782470703125","2.20782470703125","1.794273018836975","1.794273018836975","1.794273018836975"
"3539","2.341935873031616","2.341935873031616","2.341935873031616","2.211226463317871","2.211226463317871","2.211226463317871","1.796904444694519","1.796904444694519","1.796904444694519"
"3569","2.1319119930267334","2.1319119930267334","2.1319119930267334","2.306427001953125","2.306427001953125","2.306427001953125","1.6617971658706665","1.6617971658706665","1.6617971658706665"
"3599","2.114041805267334","2.114041805267334","2.114041805267334","1.9585787057876587","1.9585787057876587","1.9585787057876587","1.65864098072052","1.65864098072052","1.65864098072052"
"3629","2.1201846599578857","2.1201846599578857","2.1201846599578857","2.905642032623291","2.905642032623291","2.905642032623291","1.403829574584961","1.403829574584961","1.403829574584961"
"3659","2.019688367843628","2.019688367843628","2.019688367843628","2.5246589183807373","2.5246589183807373","2.5246589183807373","2.0454695224761963","2.0454695224761963","2.0454695224761963"
"3689","1.9846774339675903","1.9846774339675903","1.9846774339675903","2.229501962661743","2.229501962661743","2.229501962661743","1.6444674730300903","1.6444674730300903","1.6444674730300903"
"3719","2.1072773933410645","2.1072773933410645","2.1072773933410645","2.3983154296875","2.3983154296875","2.3983154296875","1.7904858589172363","1.7904858589172363","1.7904858589172363"
"3749","1.9812191724777222","1.9812191724777222","1.9812191724777222","2.3013007640838623","2.3013007640838623","2.3013007640838623","1.2771717309951782","1.2771717309951782","1.2771717309951782"
"3779","1.9311606884002686","1.9311606884002686","1.9311606884002686","2.1753106117248535","2.1753106117248535","2.1753106117248535","1.9203225374221802","1.9203225374221802","1.9203225374221802"
"3809","1.9922817945480347","1.9922817945480347","1.9922817945480347","2.0861008167266846","2.0861008167266846","2.0861008167266846","1.4581027030944824","1.4581027030944824","1.4581027030944824"
"3839","1.9955142736434937","1.9955142736434937","1.9955142736434937","2.3104100227355957","2.3104100227355957","2.3104100227355957","2.0739545822143555","2.0739545822143555","2.0739545822143555"
"3869","2.3910536766052246","2.3910536766052246","2.3910536766052246","2.6305007934570312","2.6305007934570312","2.6305007934570312","1.8600302934646606","1.8600302934646606","1.8600302934646606"
"3899","2.2249581813812256","2.2249581813812256","2.2249581813812256","2.617856502532959","2.617856502532959","2.617856502532959","1.7413166761398315","1.7413166761398315","1.7413166761398315"
"3929","2.0513031482696533","2.0513031482696533","2.0513031482696533","2.192211627960205","2.192211627960205","2.192211627960205","1.5200735330581665","1.5200735330581665","1.5200735330581665"
"3959","2.053370952606201","2.053370952606201","2.053370952606201","1.9192419052124023","1.9192419052124023","1.9192419052124023","1.4005260467529297","1.4005260467529297","1.4005260467529297"
"3989","2.401914596557617","2.401914596557617","2.401914596557617","2.1619865894317627","2.1619865894317627","2.1619865894317627","1.586418628692627","1.586418628692627","1.586418628692627"
"4019","2.068098306655884","2.068098306655884","2.068098306655884","2.3023784160614014","2.3023784160614014","2.3023784160614014","1.4686665534973145","1.4686665534973145","1.4686665534973145"
"4049","1.841475486755371","1.841475486755371","1.841475486755371","2.077254056930542","2.077254056930542","2.077254056930542","1.4574246406555176","1.4574246406555176","1.4574246406555176"
"4079","2.074542284011841","2.074542284011841","2.074542284011841","2.01249098777771","2.01249098777771","2.01249098777771","1.659842610359192","1.659842610359192","1.659842610359192"
"4109","2.00734543800354","2.00734543800354","2.00734543800354","2.138449192047119","2.138449192047119","2.138449192047119","1.9633235931396484","1.9633235931396484","1.9633235931396484"
"4139","1.9254008531570435","1.9254008531570435","1.9254008531570435","2.1832616329193115","2.1832616329193115","2.1832616329193115","1.3628153800964355","1.3628153800964355","1.3628153800964355"
"4169","1.8876779079437256","1.8876779079437256","1.8876779079437256","2.461552143096924","2.461552143096924","2.461552143096924","1.6325812339782715","1.6325812339782715","1.6325812339782715"
"4199","1.7098604440689087","1.7098604440689087","1.7098604440689087","2.143345355987549","2.143345355987549","2.143345355987549","1.5017215013504028","1.5017215013504028","1.5017215013504028"
"4229","1.914435863494873","1.914435863494873","1.914435863494873","2.029813766479492","2.029813766479492","2.029813766479492","1.3291430473327637","1.3291430473327637","1.3291430473327637"
"4259","1.7570037841796875","1.7570037841796875","1.7570037841796875","2.126255512237549","2.126255512237549","2.126255512237549","1.5993843078613281","1.5993843078613281","1.5993843078613281"
"4289","1.848368763923645","1.848368763923645","1.848368763923645","2.04902982711792","2.04902982711792","2.04902982711792","1.4202429056167603","1.4202429056167603","1.4202429056167603"
"4319","1.5888644456863403","1.5888644456863403","1.5888644456863403","2.0720455646514893","2.0720455646514893","2.0720455646514893","1.082085371017456","1.082085371017456","1.082085371017456"
"4349","1.6599968671798706","1.6599968671798706","1.6599968671798706","2.461141586303711","2.461141586303711","2.461141586303711","1.377100944519043","1.377100944519043","1.377100944519043"
"4379","1.764198899269104","1.764198899269104","1.764198899269104","2.4340240955352783","2.4340240955352783","2.4340240955352783","1.6198018789291382","1.6198018789291382","1.6198018789291382"
"4409","1.5987576246261597","1.5987576246261597","1.5987576246261597","2.1952097415924072","2.1952097415924072","2.1952097415924072","1.3907641172409058","1.3907641172409058","1.3907641172409058"
"4439","1.7335125207901","1.7335125207901","1.7335125207901","1.8794960975646973","1.8794960975646973","1.8794960975646973","1.5954583883285522","1.5954583883285522","1.5954583883285522"
"4469","1.611264944076538","1.611264944076538","1.611264944076538","1.942496657371521","1.942496657371521","1.942496657371521","1.5400875806808472","1.5400875806808472","1.5400875806808472"
"4499","1.6853512525558472","1.6853512525558472","1.6853512525558472","2.114614486694336","2.114614486694336","2.114614486694336","1.4677544832229614","1.4677544832229614","1.4677544832229614"
"4529","1.7614264488220215","1.7614264488220215","1.7614264488220215","2.0882906913757324","2.0882906913757324","2.0882906913757324","1.1230813264846802","1.1230813264846802","1.1230813264846802"
"4559","1.8019611835479736","1.8019611835479736","1.8019611835479736","1.9040151834487915","1.9040151834487915","1.9040151834487915","1.4734865427017212","1.4734865427017212","1.4734865427017212"
"4589","1.6330361366271973","1.6330361366271973","1.6330361366271973","1.923250675201416","1.923250675201416","1.923250675201416","1.0436594486236572","1.0436594486236572","1.0436594486236572"
"4619","1.5675348043441772","1.5675348043441772","1.5675348043441772","2.197906494140625","2.197906494140625","2.197906494140625","1.5609567165374756","1.5609567165374756","1.5609567165374756"
"4649","1.8596535921096802","1.8596535921096802","1.8596535921096802","2.2491347789764404","2.2491347789764404","2.2491347789764404","1.145074725151062","1.145074725151062","1.145074725151062"
"4679","1.6744270324707031","1.6744270324707031","1.6744270324707031","2.206880807876587","2.206880807876587","2.206880807876587","1.22684907913208","1.22684907913208","1.22684907913208"
"4709","1.6302428245544434","1.6302428245544434","1.6302428245544434","2.1706643104553223","2.1706643104553223","2.1706643104553223","1.505332112312317","1.505332112312317","1.505332112312317"
"4739","1.747789740562439","1.747789740562439","1.747789740562439","1.8072761297225952","1.8072761297225952","1.8072761297225952","1.543192982673645","1.543192982673645","1.543192982673645"
"4769","1.6161656379699707","1.6161656379699707","1.6161656379699707","2.1122920513153076","2.1122920513153076","2.1122920513153076","1.6081346273422241","1.6081346273422241","1.6081346273422241"
"4799","1.6273083686828613","1.6273083686828613","1.6273083686828613","1.8534899950027466","1.8534899950027466","1.8534899950027466","1.774462103843689","1.774462103843689","1.774462103843689"
