"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"479","22.1428165435791","22.1428165435791","22.1428165435791","4.971706390380859","4.971706390380859","4.971706390380859","3.7730889320373535","3.7730889320373535","3.7730889320373535"
"509","21.92680549621582","21.92680549621582","21.92680549621582","6.311713218688965","6.311713218688965","6.311713218688965","3.637720823287964","3.637720823287964","3.637720823287964"
"539","20.144094467163086","20.144094467163086","20.144094467163086","12.702577590942383","12.702577590942383","12.702577590942383","6.990726947784424","6.990726947784424","6.990726947784424"
"569","18.62233543395996","18.62233543395996","18.62233543395996","5.969134330749512","5.969134330749512","5.969134330749512","4.030406475067139","4.030406475067139","4.030406475067139"
"599","19.82563018798828","19.82563018798828","19.82563018798828","7.279423236846924","7.279423236846924","7.279423236846924","3.481292724609375","3.481292724609375","3.481292724609375"
"629","16.906721115112305","16.906721115112305","16.906721115112305","5.724250316619873","5.724250316619873","5.724250316619873","3.7191991806030273","3.7191991806030273","3.7191991806030273"
"659","23.3309268951416","23.3309268951416","23.3309268951416","6.072229385375977","6.072229385375977","6.072229385375977","3.7398180961608887","3.7398180961608887","3.7398180961608887"
"689","23.74272346496582","23.74272346496582","23.74272346496582","6.586415767669678","6.586415767669678","6.586415767669678","5.938272476196289","5.938272476196289","5.938272476196289"
"719","21.01956558227539","21.01956558227539","21.01956558227539","5.148708343505859","5.148708343505859","5.148708343505859","3.361056327819824","3.361056327819824","3.361056327819824"
"749","19.50967025756836","19.50967025756836","19.50967025756836","6.926546573638916","6.926546573638916","6.926546573638916","3.6959292888641357","3.6959292888641357","3.6959292888641357"
"779","20.63726043701172","20.63726043701172","20.63726043701172","4.109534740447998","4.109534740447998","4.109534740447998","3.267007350921631","3.267007350921631","3.267007350921631"
"809","17.614023208618164","17.614023208618164","17.614023208618164","5.33165168762207","5.33165168762207","5.33165168762207","5.215811729431152","5.215811729431152","5.215811729431152"
"839","17.53468894958496","17.53468894958496","17.53468894958496","5.483518123626709","5.483518123626709","5.483518123626709","3.0763778686523438","3.0763778686523438","3.0763778686523438"
"869","16.240999221801758","16.240999221801758","16.240999221801758","6.394443035125732","6.394443035125732","6.394443035125732","4.541714191436768","4.541714191436768","4.541714191436768"
"899","15.74506950378418","15.74506950378418","15.74506950378418","4.682735443115234","4.682735443115234","4.682735443115234","3.5577635765075684","3.5577635765075684","3.5577635765075684"
"929","17.217266082763672","17.217266082763672","17.217266082763672","5.36722469329834","5.36722469329834","5.36722469329834","3.186061382293701","3.186061382293701","3.186061382293701"
"959","16.380556106567383","16.380556106567383","16.380556106567383","8.865384101867676","8.865384101867676","8.865384101867676","4.578526973724365","4.578526973724365","4.578526973724365"
"989","17.479982376098633","17.479982376098633","17.479982376098633","3.727360248565674","3.727360248565674","3.727360248565674","3.056739091873169","3.056739091873169","3.056739091873169"
"1019","14.161948204040527","14.161948204040527","14.161948204040527","3.9578933715820312","3.9578933715820312","3.9578933715820312","4.738073825836182","4.738073825836182","4.738073825836182"
"1049","17.07488250732422","17.07488250732422","17.07488250732422","4.7395501136779785","4.7395501136779785","4.7395501136779785","3.256808280944824","3.256808280944824","3.256808280944824"
"1079","15.006073951721191","15.006073951721191","15.006073951721191","4.154134273529053","4.154134273529053","4.154134273529053","2.932922840118408","2.932922840118408","2.932922840118408"
"1109","13.167067527770996","13.167067527770996","13.167067527770996","4.360128879547119","4.360128879547119","4.360128879547119","4.267568111419678","4.267568111419678","4.267568111419678"
"1139","14.007319450378418","14.007319450378418","14.007319450378418","4.498587131500244","4.498587131500244","4.498587131500244","3.4609553813934326","3.4609553813934326","3.4609553813934326"
"1169","13.366572380065918","13.366572380065918","13.366572380065918","3.9375102519989014","3.9375102519989014","3.9375102519989014","2.821350574493408","2.821350574493408","2.821350574493408"
"1199","12.375834465026855","12.375834465026855","12.375834465026855","6.019207000732422","6.019207000732422","6.019207000732422","2.9956603050231934","2.9956603050231934","2.9956603050231934"
"1229","12.775651931762695","12.775651931762695","12.775651931762695","4.818134784698486","4.818134784698486","4.818134784698486","5.915510177612305","5.915510177612305","5.915510177612305"
"1259","15.44871997833252","15.44871997833252","15.44871997833252","5.274604320526123","5.274604320526123","5.274604320526123","3.695180654525757","3.695180654525757","3.695180654525757"
"1289","12.545084953308105","12.545084953308105","12.545084953308105","3.9826979637145996","3.9826979637145996","3.9826979637145996","2.905299663543701","2.905299663543701","2.905299663543701"
"1319","12.484536170959473","12.484536170959473","12.484536170959473","5.849723815917969","5.849723815917969","5.849723815917969","4.268773555755615","4.268773555755615","4.268773555755615"
"1349","12.5191011428833","12.5191011428833","12.5191011428833","3.9303014278411865","3.9303014278411865","3.9303014278411865","3.01999831199646","3.01999831199646","3.01999831199646"
"1379","11.528717994689941","11.528717994689941","11.528717994689941","3.4234306812286377","3.4234306812286377","3.4234306812286377","2.787353038787842","2.787353038787842","2.787353038787842"
"1409","13.908190727233887","13.908190727233887","13.908190727233887","4.829214572906494","4.829214572906494","4.829214572906494","2.925818681716919","2.925818681716919","2.925818681716919"
"1439","10.843494415283203","10.843494415283203","10.843494415283203","4.30033540725708","4.30033540725708","4.30033540725708","3.4762487411499023","3.4762487411499023","3.4762487411499023"
"1469","12.812328338623047","12.812328338623047","12.812328338623047","4.227448463439941","4.227448463439941","4.227448463439941","3.052175760269165","3.052175760269165","3.052175760269165"
"1499","11.541657447814941","11.541657447814941","11.541657447814941","4.3303632736206055","4.3303632736206055","4.3303632736206055","2.909075975418091","2.909075975418091","2.909075975418091"
"1529","11.344303131103516","11.344303131103516","11.344303131103516","3.7794268131256104","3.7794268131256104","3.7794268131256104","3.0578765869140625","3.0578765869140625","3.0578765869140625"
"1559","11.746941566467285","11.746941566467285","11.746941566467285","4.306906223297119","4.306906223297119","4.306906223297119","2.932088613510132","2.932088613510132","2.932088613510132"
"1589","11.731852531433105","11.731852531433105","11.731852531433105","3.960113048553467","3.960113048553467","3.960113048553467","2.8663110733032227","2.8663110733032227","2.8663110733032227"
"1619","12.368087768554688","12.368087768554688","12.368087768554688","5.63219690322876","5.63219690322876","5.63219690322876","3.59718918800354","3.59718918800354","3.59718918800354"
"1649","9.646336555480957","9.646336555480957","9.646336555480957","4.529513359069824","4.529513359069824","4.529513359069824","3.5148065090179443","3.5148065090179443","3.5148065090179443"
"1679","9.292023658752441","9.292023658752441","9.292023658752441","3.348053455352783","3.348053455352783","3.348053455352783","3.085540771484375","3.085540771484375","3.085540771484375"
"1709","8.2093505859375","8.2093505859375","8.2093505859375","3.2885868549346924","3.2885868549346924","3.2885868549346924","2.99881649017334","2.99881649017334","2.99881649017334"
"1739","9.39180850982666","9.39180850982666","9.39180850982666","2.98754620552063","2.98754620552063","2.98754620552063","3.2847819328308105","3.2847819328308105","3.2847819328308105"
"1769","9.108052253723145","9.108052253723145","9.108052253723145","4.0947489738464355","4.0947489738464355","4.0947489738464355","3.1288113594055176","3.1288113594055176","3.1288113594055176"
"1799","9.246315002441406","9.246315002441406","9.246315002441406","3.325465679168701","3.325465679168701","3.325465679168701","2.992720365524292","2.992720365524292","2.992720365524292"
"1829","9.07632827758789","9.07632827758789","9.07632827758789","4.037071228027344","4.037071228027344","4.037071228027344","3.076342821121216","3.076342821121216","3.076342821121216"
"1859","9.761792182922363","9.761792182922363","9.761792182922363","2.988161563873291","2.988161563873291","2.988161563873291","2.837984323501587","2.837984323501587","2.837984323501587"
"1889","7.316186428070068","7.316186428070068","7.316186428070068","3.5411694049835205","3.5411694049835205","3.5411694049835205","3.1155178546905518","3.1155178546905518","3.1155178546905518"
"1919","9.103090286254883","9.103090286254883","9.103090286254883","4.660727024078369","4.660727024078369","4.660727024078369","3.283931255340576","3.283931255340576","3.283931255340576"
"1949","9.578001022338867","9.578001022338867","9.578001022338867","3.56872296333313","3.56872296333313","3.56872296333313","2.80804443359375","2.80804443359375","2.80804443359375"
"1979","8.18897819519043","8.18897819519043","8.18897819519043","3.537081241607666","3.537081241607666","3.537081241607666","3.0143158435821533","3.0143158435821533","3.0143158435821533"
"2009","7.0713934898376465","7.0713934898376465","7.0713934898376465","3.2760887145996094","3.2760887145996094","3.2760887145996094","2.929703950881958","2.929703950881958","2.929703950881958"
"2039","7.841623783111572","7.841623783111572","7.841623783111572","2.9743542671203613","2.9743542671203613","2.9743542671203613","2.7265639305114746","2.7265639305114746","2.7265639305114746"
"2069","8.883498191833496","8.883498191833496","8.883498191833496","3.3867483139038086","3.3867483139038086","3.3867483139038086","2.7130696773529053","2.7130696773529053","2.7130696773529053"
"2099","9.684657096862793","9.684657096862793","9.684657096862793","3.2770073413848877","3.2770073413848877","3.2770073413848877","2.8629751205444336","2.8629751205444336","2.8629751205444336"
"2129","8.04404067993164","8.04404067993164","8.04404067993164","3.5794079303741455","3.5794079303741455","3.5794079303741455","2.642822742462158","2.642822742462158","2.642822742462158"
"2159","5.721447467803955","5.721447467803955","5.721447467803955","2.6343023777008057","2.6343023777008057","2.6343023777008057","2.621776580810547","2.621776580810547","2.621776580810547"
"2189","8.219255447387695","8.219255447387695","8.219255447387695","3.38981294631958","3.38981294631958","3.38981294631958","2.8839988708496094","2.8839988708496094","2.8839988708496094"
"2219","7.320545673370361","7.320545673370361","7.320545673370361","3.4205234050750732","3.4205234050750732","3.4205234050750732","2.7924962043762207","2.7924962043762207","2.7924962043762207"
"2249","7.718586444854736","7.718586444854736","7.718586444854736","2.764691114425659","2.764691114425659","2.764691114425659","2.7137691974639893","2.7137691974639893","2.7137691974639893"
"2279","100.43470764160156","100.43470764160156","100.43470764160156","69.70158386230469","69.70158386230469","69.70158386230469","50.38584899902344","50.38584899902344","50.38584899902344"
"2309","7.301928520202637","7.301928520202637","7.301928520202637","3.3678407669067383","3.3678407669067383","3.3678407669067383","2.906848669052124","2.906848669052124","2.906848669052124"
"2339","6.837834358215332","6.837834358215332","6.837834358215332","4.003347873687744","4.003347873687744","4.003347873687744","3.126065254211426","3.126065254211426","3.126065254211426"
"2369","7.184160232543945","7.184160232543945","7.184160232543945","4.953286170959473","4.953286170959473","4.953286170959473","3.723701000213623","3.723701000213623","3.723701000213623"
"2399","6.708123207092285","6.708123207092285","6.708123207092285","4.054676532745361","4.054676532745361","4.054676532745361","3.300071954727173","3.300071954727173","3.300071954727173"
"2429","5.129207611083984","5.129207611083984","5.129207611083984","2.6605944633483887","2.6605944633483887","2.6605944633483887","2.991252899169922","2.991252899169922","2.991252899169922"
"2459","6.848626613616943","6.848626613616943","6.848626613616943","2.7803568840026855","2.7803568840026855","2.7803568840026855","2.7732579708099365","2.7732579708099365","2.7732579708099365"
"2489","7.736639022827148","7.736639022827148","7.736639022827148","2.960850238800049","2.960850238800049","2.960850238800049","2.8315141201019287","2.8315141201019287","2.8315141201019287"
"2519","6.601481914520264","6.601481914520264","6.601481914520264","2.768643379211426","2.768643379211426","2.768643379211426","2.796097993850708","2.796097993850708","2.796097993850708"
"2549","6.541109561920166","6.541109561920166","6.541109561920166","2.9659759998321533","2.9659759998321533","2.9659759998321533","2.9980242252349854","2.9980242252349854","2.9980242252349854"
"2579","6.078808307647705","6.078808307647705","6.078808307647705","3.46567702293396","3.46567702293396","3.46567702293396","3.273202657699585","3.273202657699585","3.273202657699585"
"2609","6.497303485870361","6.497303485870361","6.497303485870361","3.4712376594543457","3.4712376594543457","3.4712376594543457","2.6099910736083984","2.6099910736083984","2.6099910736083984"
"2639","5.259312629699707","5.259312629699707","5.259312629699707","2.733661413192749","2.733661413192749","2.733661413192749","2.83996319770813","2.83996319770813","2.83996319770813"
"2669","6.396929740905762","6.396929740905762","6.396929740905762","3.3505513668060303","3.3505513668060303","3.3505513668060303","2.697439432144165","2.697439432144165","2.697439432144165"
"2699","5.39012336730957","5.39012336730957","5.39012336730957","3.4724414348602295","3.4724414348602295","3.4724414348602295","2.451205015182495","2.451205015182495","2.451205015182495"
"2729","6.231332778930664","6.231332778930664","6.231332778930664","2.958649158477783","2.958649158477783","2.958649158477783","2.6877894401550293","2.6877894401550293","2.6877894401550293"
"2759","4.294808387756348","4.294808387756348","4.294808387756348","2.7203080654144287","2.7203080654144287","2.7203080654144287","2.872549295425415","2.872549295425415","2.872549295425415"
"2789","5.529552936553955","5.529552936553955","5.529552936553955","3.3811144828796387","3.3811144828796387","3.3811144828796387","3.2277092933654785","3.2277092933654785","3.2277092933654785"
"2819","5.7920427322387695","5.7920427322387695","5.7920427322387695","3.1513264179229736","3.1513264179229736","3.1513264179229736","2.6411938667297363","2.6411938667297363","2.6411938667297363"
"2849","6.488223075866699","6.488223075866699","6.488223075866699","3.2147514820098877","3.2147514820098877","3.2147514820098877","2.884866237640381","2.884866237640381","2.884866237640381"
"2879","4.980020999908447","4.980020999908447","4.980020999908447","3.624484062194824","3.624484062194824","3.624484062194824","3.1274163722991943","3.1274163722991943","3.1274163722991943"
"2909","4.71828031539917","4.71828031539917","4.71828031539917","2.975407123565674","2.975407123565674","2.975407123565674","2.81508731842041","2.81508731842041","2.81508731842041"
"2939","3.6332271099090576","3.6332271099090576","3.6332271099090576","2.614398956298828","2.614398956298828","2.614398956298828","2.68867826461792","2.68867826461792","2.68867826461792"
"2969","4.512641906738281","4.512641906738281","4.512641906738281","3.2106173038482666","3.2106173038482666","3.2106173038482666","3.2644169330596924","3.2644169330596924","3.2644169330596924"
"2999","3.9800853729248047","3.9800853729248047","3.9800853729248047","2.7232768535614014","2.7232768535614014","2.7232768535614014","2.660252571105957","2.660252571105957","2.660252571105957"
"3029","4.328615188598633","4.328615188598633","4.328615188598633","4.2701029777526855","4.2701029777526855","4.2701029777526855","3.468869209289551","3.468869209289551","3.468869209289551"
"3059","4.701395034790039","4.701395034790039","4.701395034790039","2.7331559658050537","2.7331559658050537","2.7331559658050537","2.510166645050049","2.510166645050049","2.510166645050049"
"3089","3.5494673252105713","3.5494673252105713","3.5494673252105713","2.832672595977783","2.832672595977783","2.832672595977783","2.635326385498047","2.635326385498047","2.635326385498047"
"3119","4.449939250946045","4.449939250946045","4.449939250946045","2.665586471557617","2.665586471557617","2.665586471557617","2.677277088165283","2.677277088165283","2.677277088165283"
"3149","3.7806997299194336","3.7806997299194336","3.7806997299194336","2.6521193981170654","2.6521193981170654","2.6521193981170654","2.703752279281616","2.703752279281616","2.703752279281616"
"3179","4.168449401855469","4.168449401855469","4.168449401855469","2.5092241764068604","2.5092241764068604","2.5092241764068604","2.7846519947052","2.7846519947052","2.7846519947052"
"3209","5.294113636016846","5.294113636016846","5.294113636016846","2.8746440410614014","2.8746440410614014","2.8746440410614014","3.1569018363952637","3.1569018363952637","3.1569018363952637"
"3239","4.855495929718018","4.855495929718018","4.855495929718018","2.7862179279327393","2.7862179279327393","2.7862179279327393","2.6990504264831543","2.6990504264831543","2.6990504264831543"
"3269","3.8273167610168457","3.8273167610168457","3.8273167610168457","2.853104829788208","2.853104829788208","2.853104829788208","2.6224782466888428","2.6224782466888428","2.6224782466888428"
"3299","3.504382610321045","3.504382610321045","3.504382610321045","2.8459408283233643","2.8459408283233643","2.8459408283233643","2.649049997329712","2.649049997329712","2.649049997329712"
"3329","4.577448844909668","4.577448844909668","4.577448844909668","3.3956315517425537","3.3956315517425537","3.3956315517425537","2.728841543197632","2.728841543197632","2.728841543197632"
"3359","4.78870153427124","4.78870153427124","4.78870153427124","2.855482816696167","2.855482816696167","2.855482816696167","2.695854425430298","2.695854425430298","2.695854425430298"
"3389","3.070033311843872","3.070033311843872","3.070033311843872","2.557551860809326","2.557551860809326","2.557551860809326","2.6691317558288574","2.6691317558288574","2.6691317558288574"
"3419","4.0740065574646","4.0740065574646","4.0740065574646","2.8505609035491943","2.8505609035491943","2.8505609035491943","2.543137550354004","2.543137550354004","2.543137550354004"
"3449","3.933260440826416","3.933260440826416","3.933260440826416","2.678745746612549","2.678745746612549","2.678745746612549","2.649519681930542","2.649519681930542","2.649519681930542"
"3479","3.3239431381225586","3.3239431381225586","3.3239431381225586","2.6365716457366943","2.6365716457366943","2.6365716457366943","2.6520400047302246","2.6520400047302246","2.6520400047302246"
"3509","5.465090274810791","5.465090274810791","5.465090274810791","3.3103458881378174","3.3103458881378174","3.3103458881378174","3.1032142639160156","3.1032142639160156","3.1032142639160156"
"3539","4.670305252075195","4.670305252075195","4.670305252075195","2.920243978500366","2.920243978500366","2.920243978500366","2.464290142059326","2.464290142059326","2.464290142059326"
"3569","3.9008445739746094","3.9008445739746094","3.9008445739746094","2.6867098808288574","2.6867098808288574","2.6867098808288574","2.3935396671295166","2.3935396671295166","2.3935396671295166"
"3599","3.146564483642578","3.146564483642578","3.146564483642578","2.8349859714508057","2.8349859714508057","2.8349859714508057","2.8837432861328125","2.8837432861328125","2.8837432861328125"
"3629","3.5490968227386475","3.5490968227386475","3.5490968227386475","3.033698081970215","3.033698081970215","3.033698081970215","2.9555468559265137","2.9555468559265137","2.9555468559265137"
"3659","3.3401288986206055","3.3401288986206055","3.3401288986206055","3.144843339920044","3.144843339920044","3.144843339920044","2.947887897491455","2.947887897491455","2.947887897491455"
"3689","2.468747615814209","2.468747615814209","2.468747615814209","2.5112743377685547","2.5112743377685547","2.5112743377685547","2.775275707244873","2.775275707244873","2.775275707244873"
"3719","4.188650131225586","4.188650131225586","4.188650131225586","2.5964324474334717","2.5964324474334717","2.5964324474334717","2.8345444202423096","2.8345444202423096","2.8345444202423096"
"3749","2.5074422359466553","2.5074422359466553","2.5074422359466553","2.440140724182129","2.440140724182129","2.440140724182129","2.8109209537506104","2.8109209537506104","2.8109209537506104"
"3779","2.8931756019592285","2.8931756019592285","2.8931756019592285","2.7915141582489014","2.7915141582489014","2.7915141582489014","2.6461398601531982","2.6461398601531982","2.6461398601531982"
"3809","3.241542339324951","3.241542339324951","3.241542339324951","2.828803539276123","2.828803539276123","2.828803539276123","2.514559745788574","2.514559745788574","2.514559745788574"
"3839","3.1061275005340576","3.1061275005340576","3.1061275005340576","2.893911123275757","2.893911123275757","2.893911123275757","2.9567811489105225","2.9567811489105225","2.9567811489105225"
"3869","5.349191665649414","5.349191665649414","5.349191665649414","3.0361366271972656","3.0361366271972656","3.0361366271972656","2.8224143981933594","2.8224143981933594","2.8224143981933594"
"3899","3.765981912612915","3.765981912612915","3.765981912612915","2.8904106616973877","2.8904106616973877","2.8904106616973877","2.639849901199341","2.639849901199341","2.639849901199341"
"3929","2.721392869949341","2.721392869949341","2.721392869949341","2.6498687267303467","2.6498687267303467","2.6498687267303467","2.639416456222534","2.639416456222534","2.639416456222534"
"3959","3.3398942947387695","3.3398942947387695","3.3398942947387695","2.5657496452331543","2.5657496452331543","2.5657496452331543","2.6600677967071533","2.6600677967071533","2.6600677967071533"
"3989","3.105269193649292","3.105269193649292","3.105269193649292","2.687609910964966","2.687609910964966","2.687609910964966","2.8045437335968018","2.8045437335968018","2.8045437335968018"
"4019","3.539466381072998","3.539466381072998","3.539466381072998","2.9479074478149414","2.9479074478149414","2.9479074478149414","2.992853879928589","2.992853879928589","2.992853879928589"
"4049","3.163926362991333","3.163926362991333","3.163926362991333","2.699958324432373","2.699958324432373","2.699958324432373","2.788652181625366","2.788652181625366","2.788652181625366"
"4079","3.975602388381958","3.975602388381958","3.975602388381958","2.8918776512145996","2.8918776512145996","2.8918776512145996","2.660348415374756","2.660348415374756","2.660348415374756"
"4109","3.4447720050811768","3.4447720050811768","3.4447720050811768","3.0474092960357666","3.0474092960357666","3.0474092960357666","2.7324748039245605","2.7324748039245605","2.7324748039245605"
"4139","3.6210296154022217","3.6210296154022217","3.6210296154022217","2.8007614612579346","2.8007614612579346","2.8007614612579346","2.6377458572387695","2.6377458572387695","2.6377458572387695"
"4169","3.9517455101013184","3.9517455101013184","3.9517455101013184","3.336961507797241","3.336961507797241","3.336961507797241","2.6857597827911377","2.6857597827911377","2.6857597827911377"
"4199","2.599703311920166","2.599703311920166","2.599703311920166","2.759833812713623","2.759833812713623","2.759833812713623","2.7101855278015137","2.7101855278015137","2.7101855278015137"
"4229","6.383048057556152","6.383048057556152","6.383048057556152","3.100029468536377","3.100029468536377","3.100029468536377","2.7023119926452637","2.7023119926452637","2.7023119926452637"
"4259","2.486448049545288","2.486448049545288","2.486448049545288","2.962841510772705","2.962841510772705","2.962841510772705","2.9171676635742188","2.9171676635742188","2.9171676635742188"
"4289","2.408423900604248","2.408423900604248","2.408423900604248","2.4271669387817383","2.4271669387817383","2.4271669387817383","2.7560391426086426","2.7560391426086426","2.7560391426086426"
"4319","2.348109483718872","2.348109483718872","2.348109483718872","2.624265670776367","2.624265670776367","2.624265670776367","2.734612464904785","2.734612464904785","2.734612464904785"
"4349","2.5275795459747314","2.5275795459747314","2.5275795459747314","2.85394287109375","2.85394287109375","2.85394287109375","2.6376454830169678","2.6376454830169678","2.6376454830169678"
"4379","2.6789441108703613","2.6789441108703613","2.6789441108703613","2.9048449993133545","2.9048449993133545","2.9048449993133545","3.001302480697632","3.001302480697632","3.001302480697632"
"4409","2.3980624675750732","2.3980624675750732","2.3980624675750732","2.8475711345672607","2.8475711345672607","2.8475711345672607","2.8937108516693115","2.8937108516693115","2.8937108516693115"
"4439","2.918088912963867","2.918088912963867","2.918088912963867","2.8571789264678955","2.8571789264678955","2.8571789264678955","2.6004817485809326","2.6004817485809326","2.6004817485809326"
"4469","2.2577526569366455","2.2577526569366455","2.2577526569366455","2.7739195823669434","2.7739195823669434","2.7739195823669434","2.3767149448394775","2.3767149448394775","2.3767149448394775"
"4499","2.635556697845459","2.635556697845459","2.635556697845459","3.0149142742156982","3.0149142742156982","3.0149142742156982","2.8339221477508545","2.8339221477508545","2.8339221477508545"
"4529","3.077322244644165","3.077322244644165","3.077322244644165","2.6840755939483643","2.6840755939483643","2.6840755939483643","2.6681859493255615","2.6681859493255615","2.6681859493255615"
"4559","3.00032639503479","3.00032639503479","3.00032639503479","2.9533183574676514","2.9533183574676514","2.9533183574676514","2.410017251968384","2.410017251968384","2.410017251968384"
"4589","2.2470061779022217","2.2470061779022217","2.2470061779022217","3.0162456035614014","3.0162456035614014","3.0162456035614014","2.712984561920166","2.712984561920166","2.712984561920166"
"4619","2.2678041458129883","2.2678041458129883","2.2678041458129883","2.943882703781128","2.943882703781128","2.943882703781128","2.4583117961883545","2.4583117961883545","2.4583117961883545"
"4649","2.3471341133117676","2.3471341133117676","2.3471341133117676","2.6686253547668457","2.6686253547668457","2.6686253547668457","2.780078411102295","2.780078411102295","2.780078411102295"
"4679","4.714545726776123","4.714545726776123","4.714545726776123","3.444664239883423","3.444664239883423","3.444664239883423","2.7297191619873047","2.7297191619873047","2.7297191619873047"
"4709","2.807251214981079","2.807251214981079","2.807251214981079","2.699652671813965","2.699652671813965","2.699652671813965","2.4262001514434814","2.4262001514434814","2.4262001514434814"
"4739","3.7656145095825195","3.7656145095825195","3.7656145095825195","2.9723379611968994","2.9723379611968994","2.9723379611968994","2.7816741466522217","2.7816741466522217","2.7816741466522217"
"4769","3.4613866806030273","3.4613866806030273","3.4613866806030273","2.6689202785491943","2.6689202785491943","2.6689202785491943","2.866769313812256","2.866769313812256","2.866769313812256"
"4799","2.651746988296509","2.651746988296509","2.651746988296509","2.676105260848999","2.676105260848999","2.676105260848999","2.377669095993042","2.377669095993042","2.377669095993042"
"4829","2.591658592224121","2.591658592224121","2.591658592224121","3.0706193447113037","3.0706193447113037","3.0706193447113037","2.641451120376587","2.641451120376587","2.641451120376587"
"4859","2.3844525814056396","2.3844525814056396","2.3844525814056396","2.5207901000976562","2.5207901000976562","2.5207901000976562","2.6222424507141113","2.6222424507141113","2.6222424507141113"
"4889","2.2546443939208984","2.2546443939208984","2.2546443939208984","2.5668835639953613","2.5668835639953613","2.5668835639953613","2.5644872188568115","2.5644872188568115","2.5644872188568115"
