"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX"
"389","60.736572265625","60.736572265625","60.736572265625","25.784423828125","25.784423828125","25.784423828125","7.527253150939941","7.527253150939941","7.527253150939941"
"419","55.78155517578125","55.78155517578125","55.78155517578125","24.33156394958496","24.33156394958496","24.33156394958496","7.4347968101501465","7.4347968101501465","7.4347968101501465"
"449","52.33611297607422","52.33611297607422","52.33611297607422","20.7342472076416","20.7342472076416","20.7342472076416","7.195424556732178","7.195424556732178","7.195424556732178"
"479","51.07915115356445","51.07915115356445","51.07915115356445","22.70417022705078","22.70417022705078","22.70417022705078","6.606155872344971","6.606155872344971","6.606155872344971"
"509","52.76384735107422","52.76384735107422","52.76384735107422","22.326276779174805","22.326276779174805","22.326276779174805","6.5000901222229","6.5000901222229","6.5000901222229"
"539","43.16489028930664","43.16489028930664","43.16489028930664","43.44198989868164","43.44198989868164","43.44198989868164","6.214921951293945","6.214921951293945","6.214921951293945"
"569","44.27587127685547","44.27587127685547","44.27587127685547","19.31224822998047","19.31224822998047","19.31224822998047","6.259725093841553","6.259725093841553","6.259725093841553"
"599","51.3310546875","51.3310546875","51.3310546875","20.412458419799805","20.412458419799805","20.412458419799805","5.5893378257751465","5.5893378257751465","5.5893378257751465"
"629","52.59187316894531","52.59187316894531","52.59187316894531","21.603641510009766","21.603641510009766","21.603641510009766","6.144610404968262","6.144610404968262","6.144610404968262"
"659","55.17979431152344","55.17979431152344","55.17979431152344","23.516918182373047","23.516918182373047","23.516918182373047","5.745615005493164","5.745615005493164","5.745615005493164"
"689","58.04000473022461","58.04000473022461","58.04000473022461","56.375911712646484","56.375911712646484","56.375911712646484","5.452764987945557","5.452764987945557","5.452764987945557"
"719","51.454246520996094","51.454246520996094","51.454246520996094","20.565309524536133","20.565309524536133","20.565309524536133","5.42421817779541","5.42421817779541","5.42421817779541"
"749","48.29423904418945","48.29423904418945","48.29423904418945","18.848735809326172","18.848735809326172","18.848735809326172","5.032278060913086","5.032278060913086","5.032278060913086"
"779","47.89311981201172","47.89311981201172","47.89311981201172","18.745786666870117","18.745786666870117","18.745786666870117","5.079282283782959","5.079282283782959","5.079282283782959"
"809","56.678001403808594","56.678001403808594","56.678001403808594","55.69147491455078","55.69147491455078","55.69147491455078","5.064495086669922","5.064495086669922","5.064495086669922"
"839","49.98200988769531","49.98200988769531","49.98200988769531","18.673372268676758","18.673372268676758","18.673372268676758","4.715263843536377","4.715263843536377","4.715263843536377"
"869","54.326454162597656","54.326454162597656","54.326454162597656","54.259071350097656","54.259071350097656","54.259071350097656","4.988358497619629","4.988358497619629","4.988358497619629"
"899","47.49211883544922","47.49211883544922","47.49211883544922","17.444931030273438","17.444931030273438","17.444931030273438","4.4224958419799805","4.4224958419799805","4.4224958419799805"
"929","50.16187286376953","50.16187286376953","50.16187286376953","18.99588394165039","18.99588394165039","18.99588394165039","4.607048034667969","4.607048034667969","4.607048034667969"
"959","38.186363220214844","38.186363220214844","38.186363220214844","39.55441665649414","39.55441665649414","39.55441665649414","4.522834300994873","4.522834300994873","4.522834300994873"
"989","61.02930450439453","61.02930450439453","61.02930450439453","19.933189392089844","19.933189392089844","19.933189392089844","4.253432750701904","4.253432750701904","4.253432750701904"
"1019","58.825897216796875","58.825897216796875","58.825897216796875","55.06482696533203","55.06482696533203","55.06482696533203","4.428186893463135","4.428186893463135","4.428186893463135"
"1049","53.02466583251953","53.02466583251953","53.02466583251953","18.76117706298828","18.76117706298828","18.76117706298828","4.090797424316406","4.090797424316406","4.090797424316406"
"1079","51.97341537475586","51.97341537475586","51.97341537475586","17.677276611328125","17.677276611328125","17.677276611328125","4.378424167633057","4.378424167633057","4.378424167633057"
"1109","57.98579025268555","57.98579025268555","57.98579025268555","53.99477005004883","53.99477005004883","53.99477005004883","4.161003112792969","4.161003112792969","4.161003112792969"
"1139","46.151248931884766","46.151248931884766","46.151248931884766","16.23356819152832","16.23356819152832","16.23356819152832","4.427647590637207","4.427647590637207","4.427647590637207"
"1169","40.85617446899414","40.85617446899414","40.85617446899414","15.206015586853027","15.206015586853027","15.206015586853027","4.304117202758789","4.304117202758789","4.304117202758789"
"1199","42.640594482421875","42.640594482421875","42.640594482421875","16.188478469848633","16.188478469848633","16.188478469848633","4.361779689788818","4.361779689788818","4.361779689788818"
"1229","58.91533660888672","58.91533660888672","58.91533660888672","54.49081802368164","54.49081802368164","54.49081802368164","4.396990776062012","4.396990776062012","4.396990776062012"
"1259","45.467655181884766","45.467655181884766","45.467655181884766","16.113847732543945","16.113847732543945","16.113847732543945","4.096377372741699","4.096377372741699","4.096377372741699"
"1289","45.884521484375","45.884521484375","45.884521484375","15.181265830993652","15.181265830993652","15.181265830993652","4.0528483390808105","4.0528483390808105","4.0528483390808105"
"1319","44.194908142089844","44.194908142089844","44.194908142089844","41.50322341918945","41.50322341918945","41.50322341918945","4.044942855834961","4.044942855834961","4.044942855834961"
"1349","48.00572204589844","48.00572204589844","48.00572204589844","16.545475006103516","16.545475006103516","16.545475006103516","4.163279056549072","4.163279056549072","4.163279056549072"
"1379","43.51836395263672","43.51836395263672","43.51836395263672","14.64404296875","14.64404296875","14.64404296875","3.89239239692688","3.89239239692688","3.89239239692688"
"1409","42.6710205078125","42.6710205078125","42.6710205078125","13.81204605102539","13.81204605102539","13.81204605102539","3.5983591079711914","3.5983591079711914","3.5983591079711914"
"1439","39.29486846923828","39.29486846923828","39.29486846923828","14.090826988220215","14.090826988220215","14.090826988220215","3.9075517654418945","3.9075517654418945","3.9075517654418945"
"1469","40.92277145385742","40.92277145385742","40.92277145385742","13.745949745178223","13.745949745178223","13.745949745178223","3.9455976486206055","3.9455976486206055","3.9455976486206055"
"1499","39.8365592956543","39.8365592956543","39.8365592956543","12.964797019958496","12.964797019958496","12.964797019958496","3.9505505561828613","3.9505505561828613","3.9505505561828613"
"1529","40.306854248046875","40.306854248046875","40.306854248046875","12.740846633911133","12.740846633911133","12.740846633911133","3.5715904235839844","3.5715904235839844","3.5715904235839844"
"1559","41.72065734863281","41.72065734863281","41.72065734863281","14.299657821655273","14.299657821655273","14.299657821655273","3.7387285232543945","3.7387285232543945","3.7387285232543945"
"1589","39.41481399536133","39.41481399536133","39.41481399536133","13.788317680358887","13.788317680358887","13.788317680358887","3.7068052291870117","3.7068052291870117","3.7068052291870117"
"1619","39.27122116088867","39.27122116088867","39.27122116088867","36.79771041870117","36.79771041870117","36.79771041870117","3.461451292037964","3.461451292037964","3.461451292037964"
"1649","40.16427993774414","40.16427993774414","40.16427993774414","40.01246643066406","40.01246643066406","40.01246643066406","3.547200918197632","3.547200918197632","3.547200918197632"
"1679","37.373802185058594","37.373802185058594","37.373802185058594","12.723024368286133","12.723024368286133","12.723024368286133","3.615546226501465","3.615546226501465","3.615546226501465"
"1709","40.869232177734375","40.869232177734375","40.869232177734375","11.20920181274414","11.20920181274414","11.20920181274414","3.378178834915161","3.378178834915161","3.378178834915161"
"1739","39.522979736328125","39.522979736328125","39.522979736328125","11.24682331085205","11.24682331085205","11.24682331085205","3.6086320877075195","3.6086320877075195","3.6086320877075195"
"1769","37.874202728271484","37.874202728271484","37.874202728271484","12.301386833190918","12.301386833190918","12.301386833190918","3.2579567432403564","3.2579567432403564","3.2579567432403564"
"1799","36.31400680541992","36.31400680541992","36.31400680541992","11.683176040649414","11.683176040649414","11.683176040649414","3.620184898376465","3.620184898376465","3.620184898376465"
"1829","36.185340881347656","36.185340881347656","36.185340881347656","12.420562744140625","12.420562744140625","12.420562744140625","3.702756881713867","3.702756881713867","3.702756881713867"
"1859","34.686580657958984","34.686580657958984","34.686580657958984","12.852073669433594","12.852073669433594","12.852073669433594","3.949209451675415","3.949209451675415","3.949209451675415"
"1889","33.73471450805664","33.73471450805664","33.73471450805664","9.415733337402344","9.415733337402344","9.415733337402344","3.3228373527526855","3.3228373527526855","3.3228373527526855"
"1919","35.31218338012695","35.31218338012695","35.31218338012695","36.95123291015625","36.95123291015625","36.95123291015625","3.2147233486175537","3.2147233486175537","3.2147233486175537"
"1949","36.96289825439453","36.96289825439453","36.96289825439453","11.678117752075195","11.678117752075195","11.678117752075195","3.5794200897216797","3.5794200897216797","3.5794200897216797"
"1979","30.921518325805664","30.921518325805664","30.921518325805664","10.698652267456055","10.698652267456055","10.698652267456055","3.594989776611328","3.594989776611328","3.594989776611328"
"2009","32.911128997802734","32.911128997802734","32.911128997802734","9.698382377624512","9.698382377624512","9.698382377624512","3.047583818435669","3.047583818435669","3.047583818435669"
"2039","35.35422897338867","35.35422897338867","35.35422897338867","11.982160568237305","11.982160568237305","11.982160568237305","3.659365177154541","3.659365177154541","3.659365177154541"
"2069","33.13948059082031","33.13948059082031","33.13948059082031","11.552716255187988","11.552716255187988","11.552716255187988","3.383134603500366","3.383134603500366","3.383134603500366"
"2099","30.101505279541016","30.101505279541016","30.101505279541016","11.570221900939941","11.570221900939941","11.570221900939941","3.483757495880127","3.483757495880127","3.483757495880127"
"2129","34.966941833496094","34.966941833496094","34.966941833496094","11.097587585449219","11.097587585449219","11.097587585449219","3.4095256328582764","3.4095256328582764","3.4095256328582764"
"2159","35.2465934753418","35.2465934753418","35.2465934753418","8.969477653503418","8.969477653503418","8.969477653503418","3.4342401027679443","3.4342401027679443","3.4342401027679443"
"2189","32.48661422729492","32.48661422729492","32.48661422729492","10.188192367553711","10.188192367553711","10.188192367553711","3.5557925701141357","3.5557925701141357","3.5557925701141357"
"2219","31.429576873779297","31.429576873779297","31.429576873779297","11.169037818908691","11.169037818908691","11.169037818908691","3.564150810241699","3.564150810241699","3.564150810241699"
"2249","31.12338638305664","31.12338638305664","31.12338638305664","10.079909324645996","10.079909324645996","10.079909324645996","3.2931315898895264","3.2931315898895264","3.2931315898895264"
"2279","260.49322509765625","260.49322509765625","260.49322509765625","112.3228759765625","112.3228759765625","112.3228759765625","49.988338470458984","49.988338470458984","49.988338470458984"
"2309","26.524600982666016","26.524600982666016","26.524600982666016","8.699000358581543","8.699000358581543","8.699000358581543","3.282571315765381","3.282571315765381","3.282571315765381"
"2339","33.244102478027344","33.244102478027344","33.244102478027344","35.17733383178711","35.17733383178711","35.17733383178711","3.47686505317688","3.47686505317688","3.47686505317688"
"2369","32.4113655090332","32.4113655090332","32.4113655090332","37.02534484863281","37.02534484863281","37.02534484863281","3.1924188137054443","3.1924188137054443","3.1924188137054443"
"2399","32.30036544799805","32.30036544799805","32.30036544799805","33.96729278564453","33.96729278564453","33.96729278564453","3.1917290687561035","3.1917290687561035","3.1917290687561035"
"2429","30.015331268310547","30.015331268310547","30.015331268310547","7.254173278808594","7.254173278808594","7.254173278808594","3.0731654167175293","3.0731654167175293","3.0731654167175293"
"2459","27.46421241760254","27.46421241760254","27.46421241760254","8.675979614257812","8.675979614257812","8.675979614257812","3.2789721488952637","3.2789721488952637","3.2789721488952637"
"2489","26.33573341369629","26.33573341369629","26.33573341369629","8.265395164489746","8.265395164489746","8.265395164489746","3.059746026992798","3.059746026992798","3.059746026992798"
"2519","28.858129501342773","28.858129501342773","28.858129501342773","8.454046249389648","8.454046249389648","8.454046249389648","3.1497209072113037","3.1497209072113037","3.1497209072113037"
"2549","26.54304313659668","26.54304313659668","26.54304313659668","8.771233558654785","8.771233558654785","8.771233558654785","3.261826753616333","3.261826753616333","3.261826753616333"
"2579","31.154653549194336","31.154653549194336","31.154653549194336","32.476722717285156","32.476722717285156","32.476722717285156","3.2344348430633545","3.2344348430633545","3.2344348430633545"
"2609","23.8717041015625","23.8717041015625","23.8717041015625","7.995108604431152","7.995108604431152","7.995108604431152","3.042949676513672","3.042949676513672","3.042949676513672"
"2639","13.967890739440918","13.967890739440918","13.967890739440918","5.099954605102539","5.099954605102539","5.099954605102539","3.162374258041382","3.162374258041382","3.162374258041382"
"2669","28.709516525268555","28.709516525268555","28.709516525268555","8.853582382202148","8.853582382202148","8.853582382202148","3.012148380279541","3.012148380279541","3.012148380279541"
"2699","27.578739166259766","27.578739166259766","27.578739166259766","8.81535530090332","8.81535530090332","8.81535530090332","3.093107223510742","3.093107223510742","3.093107223510742"
"2729","27.2142333984375","27.2142333984375","27.2142333984375","9.199478149414062","9.199478149414062","9.199478149414062","3.25264573097229","3.25264573097229","3.25264573097229"
"2759","20.002052307128906","20.002052307128906","20.002052307128906","5.133652210235596","5.133652210235596","5.133652210235596","2.9604785442352295","2.9604785442352295","2.9604785442352295"
"2789","24.930152893066406","24.930152893066406","24.930152893066406","6.768877983093262","6.768877983093262","6.768877983093262","2.9599101543426514","2.9599101543426514","2.9599101543426514"
"2819","20.74611473083496","20.74611473083496","20.74611473083496","6.03935432434082","6.03935432434082","6.03935432434082","3.0810112953186035","3.0810112953186035","3.0810112953186035"
"2849","26.65027618408203","26.65027618408203","26.65027618408203","9.155496597290039","9.155496597290039","9.155496597290039","3.0908641815185547","3.0908641815185547","3.0908641815185547"
"2879","29.140600204467773","29.140600204467773","29.140600204467773","31.29945945739746","31.29945945739746","31.29945945739746","2.9842028617858887","2.9842028617858887","2.9842028617858887"
"2909","21.26408576965332","21.26408576965332","21.26408576965332","6.207150936126709","6.207150936126709","6.207150936126709","3.007891893386841","3.007891893386841","3.007891893386841"
"2939","15.630247116088867","15.630247116088867","15.630247116088867","5.01517915725708","5.01517915725708","5.01517915725708","2.9384288787841797","2.9384288787841797","2.9384288787841797"
"2969","30.1579532623291","30.1579532623291","30.1579532623291","31.092426300048828","31.092426300048828","31.092426300048828","3.1732685565948486","3.1732685565948486","3.1732685565948486"
"2999","19.18079948425293","19.18079948425293","19.18079948425293","5.400750637054443","5.400750637054443","5.400750637054443","3.00925350189209","3.00925350189209","3.00925350189209"
"3029","30.35795783996582","30.35795783996582","30.35795783996582","33.16487503051758","33.16487503051758","33.16487503051758","2.940007209777832","2.940007209777832","2.940007209777832"
"3059","20.83125877380371","20.83125877380371","20.83125877380371","7.110997200012207","7.110997200012207","7.110997200012207","2.924806833267212","2.924806833267212","2.924806833267212"
"3089","14.29832649230957","14.29832649230957","14.29832649230957","4.063159942626953","4.063159942626953","4.063159942626953","2.817814826965332","2.817814826965332","2.817814826965332"
"3119","23.666698455810547","23.666698455810547","23.666698455810547","7.251412868499756","7.251412868499756","7.251412868499756","3.221339702606201","3.221339702606201","3.221339702606201"
"3149","13.865924835205078","13.865924835205078","13.865924835205078","4.6926164627075195","4.6926164627075195","4.6926164627075195","2.914915084838867","2.914915084838867","2.914915084838867"
"3179","14.918646812438965","14.918646812438965","14.918646812438965","4.885457515716553","4.885457515716553","4.885457515716553","2.8777453899383545","2.8777453899383545","2.8777453899383545"
"3209","21.895858764648438","21.895858764648438","21.895858764648438","7.112307071685791","7.112307071685791","7.112307071685791","3.077131986618042","3.077131986618042","3.077131986618042"
"3239","22.85580062866211","22.85580062866211","22.85580062866211","7.556375503540039","7.556375503540039","7.556375503540039","3.0349392890930176","3.0349392890930176","3.0349392890930176"
"3269","20.31024932861328","20.31024932861328","20.31024932861328","6.160669803619385","6.160669803619385","6.160669803619385","3.048935890197754","3.048935890197754","3.048935890197754"
"3299","20.2874755859375","20.2874755859375","20.2874755859375","6.059815406799316","6.059815406799316","6.059815406799316","2.9077391624450684","2.9077391624450684","2.9077391624450684"
"3329","21.597660064697266","21.597660064697266","21.597660064697266","7.871246814727783","7.871246814727783","7.871246814727783","3.00201153755188","3.00201153755188","3.00201153755188"
"3359","23.363691329956055","23.363691329956055","23.363691329956055","7.376729965209961","7.376729965209961","7.376729965209961","2.842923164367676","2.842923164367676","2.842923164367676"
"3389","7.012399673461914","7.012399673461914","7.012399673461914","3.340214729309082","3.340214729309082","3.340214729309082","2.7544686794281006","2.7544686794281006","2.7544686794281006"
"3419","20.425769805908203","20.425769805908203","20.425769805908203","6.183604717254639","6.183604717254639","6.183604717254639","2.976999521255493","2.976999521255493","2.976999521255493"
"3449","12.390084266662598","12.390084266662598","12.390084266662598","4.00714635848999","4.00714635848999","4.00714635848999","2.6737077236175537","2.6737077236175537","2.6737077236175537"
"3479","19.287336349487305","19.287336349487305","19.287336349487305","6.093447208404541","6.093447208404541","6.093447208404541","2.803868293762207","2.803868293762207","2.803868293762207"
"3509","23.884843826293945","23.884843826293945","23.884843826293945","27.454120635986328","27.454120635986328","27.454120635986328","2.6972460746765137","2.6972460746765137","2.6972460746765137"
"3539","19.559886932373047","19.559886932373047","19.559886932373047","7.051409721374512","7.051409721374512","7.051409721374512","2.806065320968628","2.806065320968628","2.806065320968628"
"3569","12.009378433227539","12.009378433227539","12.009378433227539","4.811830520629883","4.811830520629883","4.811830520629883","2.7266478538513184","2.7266478538513184","2.7266478538513184"
"3599","17.20195770263672","17.20195770263672","17.20195770263672","4.926548480987549","4.926548480987549","4.926548480987549","2.7727794647216797","2.7727794647216797","2.7727794647216797"
"3629","6.824563026428223","6.824563026428223","6.824563026428223","3.4693784713745117","3.4693784713745117","3.4693784713745117","2.761003255844116","2.761003255844116","2.761003255844116"
"3659","19.844682693481445","19.844682693481445","19.844682693481445","27.016647338867188","27.016647338867188","27.016647338867188","2.7582719326019287","2.7582719326019287","2.7582719326019287"
"3689","3.6352038383483887","3.6352038383483887","3.6352038383483887","2.7559423446655273","2.7559423446655273","2.7559423446655273","2.5740556716918945","2.5740556716918945","2.5740556716918945"
"3719","13.9239501953125","13.9239501953125","13.9239501953125","5.843199253082275","5.843199253082275","5.843199253082275","2.864675521850586","2.864675521850586","2.864675521850586"
"3749","3.799777030944824","3.799777030944824","3.799777030944824","2.862286329269409","2.862286329269409","2.862286329269409","2.6777145862579346","2.6777145862579346","2.6777145862579346"
"3779","11.816027641296387","11.816027641296387","11.816027641296387","4.297741413116455","4.297741413116455","4.297741413116455","2.8945932388305664","2.8945932388305664","2.8945932388305664"
"3809","17.960145950317383","17.960145950317383","17.960145950317383","5.667092323303223","5.667092323303223","5.667092323303223","2.907104730606079","2.907104730606079","2.907104730606079"
"3839","9.653199195861816","9.653199195861816","9.653199195861816","4.058087348937988","4.058087348937988","4.058087348937988","2.6974666118621826","2.6974666118621826","2.6974666118621826"
"3869","20.494609832763672","20.494609832763672","20.494609832763672","26.01957893371582","26.01957893371582","26.01957893371582","2.761104106903076","2.761104106903076","2.761104106903076"
"3899","13.480724334716797","13.480724334716797","13.480724334716797","4.101471424102783","4.101471424102783","4.101471424102783","2.6406853199005127","2.6406853199005127","2.6406853199005127"
"3929","8.925268173217773","8.925268173217773","8.925268173217773","3.757880210876465","3.757880210876465","3.757880210876465","2.7536826133728027","2.7536826133728027","2.7536826133728027"
"3959","11.717509269714355","11.717509269714355","11.717509269714355","4.147154331207275","4.147154331207275","4.147154331207275","2.81286358833313","2.81286358833313","2.81286358833313"
"3989","9.555554389953613","9.555554389953613","9.555554389953613","3.54107403755188","3.54107403755188","3.54107403755188","2.8615689277648926","2.8615689277648926","2.8615689277648926"
"4019","15.776595115661621","15.776595115661621","15.776595115661621","25.36538314819336","25.36538314819336","25.36538314819336","2.6570346355438232","2.6570346355438232","2.6570346355438232"
"4049","8.715456008911133","8.715456008911133","8.715456008911133","3.3989176750183105","3.3989176750183105","3.3989176750183105","2.565509080886841","2.565509080886841","2.565509080886841"
"4079","14.05500316619873","14.05500316619873","14.05500316619873","4.779282569885254","4.779282569885254","4.779282569885254","2.693160057067871","2.693160057067871","2.693160057067871"
"4109","14.77674674987793","14.77674674987793","14.77674674987793","5.327326774597168","5.327326774597168","5.327326774597168","2.6746513843536377","2.6746513843536377","2.6746513843536377"
"4139","21.41490936279297","21.41490936279297","21.41490936279297","7.2430901527404785","7.2430901527404785","7.2430901527404785","2.7401363849639893","2.7401363849639893","2.7401363849639893"
"4169","13.839649200439453","13.839649200439453","13.839649200439453","6.339541912078857","6.339541912078857","6.339541912078857","2.7563226222991943","2.7563226222991943","2.7563226222991943"
"4199","12.30213737487793","12.30213737487793","12.30213737487793","3.6668994426727295","3.6668994426727295","3.6668994426727295","2.436202049255371","2.436202049255371","2.436202049255371"
"4229","17.83254051208496","17.83254051208496","17.83254051208496","6.781447410583496","6.781447410583496","6.781447410583496","2.614664316177368","2.614664316177368","2.614664316177368"
"4259","3.6161930561065674","3.6161930561065674","3.6161930561065674","3.0920252799987793","3.0920252799987793","3.0920252799987793","2.82230544090271","2.82230544090271","2.82230544090271"
"4289","3.057373046875","3.057373046875","3.057373046875","2.638521671295166","2.638521671295166","2.638521671295166","2.4722366333007812","2.4722366333007812","2.4722366333007812"
"4319","3.2726378440856934","3.2726378440856934","3.2726378440856934","2.6961076259613037","2.6961076259613037","2.6961076259613037","2.492940902709961","2.492940902709961","2.492940902709961"
"4349","3.242177724838257","3.242177724838257","3.242177724838257","2.9029598236083984","2.9029598236083984","2.9029598236083984","2.655223846435547","2.655223846435547","2.655223846435547"
"4379","14.83257007598877","14.83257007598877","14.83257007598877","24.010089874267578","24.010089874267578","24.010089874267578","2.4759674072265625","2.4759674072265625","2.4759674072265625"
"4409","3.5047454833984375","3.5047454833984375","3.5047454833984375","2.8831541538238525","2.8831541538238525","2.8831541538238525","2.6496171951293945","2.6496171951293945","2.6496171951293945"
"4439","9.091609001159668","9.091609001159668","9.091609001159668","3.583956718444824","3.583956718444824","3.583956718444824","2.4568393230438232","2.4568393230438232","2.4568393230438232"
"4469","3.3045079708099365","3.3045079708099365","3.3045079708099365","2.923153877258301","2.923153877258301","2.923153877258301","2.7324860095977783","2.7324860095977783","2.7324860095977783"
"4499","12.9244384765625","12.9244384765625","12.9244384765625","23.62803077697754","23.62803077697754","23.62803077697754","2.384821653366089","2.384821653366089","2.384821653366089"
"4529","6.394279479980469","6.394279479980469","6.394279479980469","3.366827964782715","3.366827964782715","3.366827964782715","2.6361584663391113","2.6361584663391113","2.6361584663391113"
"4559","17.294647216796875","17.294647216796875","17.294647216796875","5.135444164276123","5.135444164276123","5.135444164276123","2.593658924102783","2.593658924102783","2.593658924102783"
"4589","3.0628819465637207","3.0628819465637207","3.0628819465637207","2.6243975162506104","2.6243975162506104","2.6243975162506104","2.4112350940704346","2.4112350940704346","2.4112350940704346"
"4619","3.0588128566741943","3.0588128566741943","3.0588128566741943","2.6859679222106934","2.6859679222106934","2.6859679222106934","2.530010461807251","2.530010461807251","2.530010461807251"
"4649","10.055445671081543","10.055445671081543","10.055445671081543","23.21991729736328","23.21991729736328","23.21991729736328","2.391087293624878","2.391087293624878","2.391087293624878"
"4679","15.00344467163086","15.00344467163086","15.00344467163086","4.818550109863281","4.818550109863281","4.818550109863281","2.4556422233581543","2.4556422233581543","2.4556422233581543"
"4709","14.52037525177002","14.52037525177002","14.52037525177002","4.084569454193115","4.084569454193115","4.084569454193115","2.4189226627349854","2.4189226627349854","2.4189226627349854"
"4739","18.7639102935791","18.7639102935791","18.7639102935791","6.188159465789795","6.188159465789795","6.188159465789795","2.3395192623138428","2.3395192623138428","2.3395192623138428"
"4769","11.11116886138916","11.11116886138916","11.11116886138916","4.223801612854004","4.223801612854004","4.223801612854004","2.429720163345337","2.429720163345337","2.429720163345337"
"4799","9.44847583770752","9.44847583770752","9.44847583770752","4.412441730499268","4.412441730499268","4.412441730499268","2.504472494125366","2.504472494125366","2.504472494125366"
"4829","9.54824161529541","9.54824161529541","9.54824161529541","4.6795525550842285","4.6795525550842285","4.6795525550842285","2.323198080062866","2.323198080062866","2.323198080062866"
"4859","2.705288887023926","2.705288887023926","2.705288887023926","2.465845823287964","2.465845823287964","2.465845823287964","2.2766036987304688","2.2766036987304688","2.2766036987304688"
"4889","2.6514549255371094","2.6514549255371094","2.6514549255371094","2.444776773452759","2.444776773452759","2.444776773452759","2.2072031497955322","2.2072031497955322","2.2072031497955322"
"4919","13.201539993286133","13.201539993286133","13.201539993286133","22.026418685913086","22.026418685913086","22.026418685913086","2.4133200645446777","2.4133200645446777","2.4133200645446777"
"4949","2.8215701580047607","2.8215701580047607","2.8215701580047607","2.648202657699585","2.648202657699585","2.648202657699585","2.3538408279418945","2.3538408279418945","2.3538408279418945"
"4979","2.8819591999053955","2.8819591999053955","2.8819591999053955","2.584110736846924","2.584110736846924","2.584110736846924","2.3992464542388916","2.3992464542388916","2.3992464542388916"
