"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX"
"449","7.50180196762085","7.50180196762085","7.50180196762085","4.316506862640381","4.316506862640381","4.316506862640381","5.577565670013428","5.577565670013428","5.577565670013428"
"479","7.069094181060791","7.069094181060791","7.069094181060791","4.283509254455566","4.283509254455566","4.283509254455566","5.451930999755859","5.451930999755859","5.451930999755859"
"509","7.539760589599609","7.539760589599609","7.539760589599609","4.128162384033203","4.128162384033203","4.128162384033203","5.37969970703125","5.37969970703125","5.37969970703125"
"539","12.212813377380371","12.212813377380371","12.212813377380371","20.67690658569336","20.67690658569336","20.67690658569336","5.3291778564453125","5.3291778564453125","5.3291778564453125"
"569","6.149473190307617","6.149473190307617","6.149473190307617","4.1308746337890625","4.1308746337890625","4.1308746337890625","5.282379150390625","5.282379150390625","5.282379150390625"
"599","7.551960468292236","7.551960468292236","7.551960468292236","3.9925475120544434","3.9925475120544434","3.9925475120544434","5.00131893157959","5.00131893157959","5.00131893157959"
"629","6.955748081207275","6.955748081207275","6.955748081207275","4.1434125900268555","4.1434125900268555","4.1434125900268555","5.00919246673584","5.00919246673584","5.00919246673584"
"659","8.61036491394043","8.61036491394043","8.61036491394043","4.549482345581055","4.549482345581055","4.549482345581055","4.984870910644531","4.984870910644531","4.984870910644531"
"689","30.011953353881836","30.011953353881836","30.011953353881836","23.355215072631836","23.355215072631836","23.355215072631836","4.952740669250488","4.952740669250488","4.952740669250488"
"719","7.333798885345459","7.333798885345459","7.333798885345459","4.440600395202637","4.440600395202637","4.440600395202637","4.965875148773193","4.965875148773193","4.965875148773193"
"749","7.102260112762451","7.102260112762451","7.102260112762451","3.9150102138519287","3.9150102138519287","3.9150102138519287","4.841756343841553","4.841756343841553","4.841756343841553"
"779","6.5321526527404785","6.5321526527404785","6.5321526527404785","4.03320837020874","4.03320837020874","4.03320837020874","4.625267028808594","4.625267028808594","4.625267028808594"
"809","28.502197265625","28.502197265625","28.502197265625","21.835697174072266","21.835697174072266","21.835697174072266","4.761763095855713","4.761763095855713","4.761763095855713"
"839","6.787341117858887","6.787341117858887","6.787341117858887","3.9465019702911377","3.9465019702911377","3.9465019702911377","4.482034206390381","4.482034206390381","4.482034206390381"
"869","27.99566078186035","27.99566078186035","27.99566078186035","20.98512077331543","20.98512077331543","20.98512077331543","4.684442520141602","4.684442520141602","4.684442520141602"
"899","6.071367263793945","6.071367263793945","6.071367263793945","3.676506280899048","3.676506280899048","3.676506280899048","4.426560401916504","4.426560401916504","4.426560401916504"
"929","6.420983791351318","6.420983791351318","6.420983791351318","3.690704345703125","3.690704345703125","3.690704345703125","4.497973918914795","4.497973918914795","4.497973918914795"
"959","9.932968139648438","9.932968139648438","9.932968139648438","15.875041007995605","15.875041007995605","15.875041007995605","4.336467266082764","4.336467266082764","4.336467266082764"
"989","8.394351959228516","8.394351959228516","8.394351959228516","3.751692533493042","3.751692533493042","3.751692533493042","4.348949432373047","4.348949432373047","4.348949432373047"
"1019","29.02596664428711","29.02596664428711","29.02596664428711","19.55126953125","19.55126953125","19.55126953125","4.235751628875732","4.235751628875732","4.235751628875732"
"1049","8.32153034210205","8.32153034210205","8.32153034210205","4.0459136962890625","4.0459136962890625","4.0459136962890625","4.212252140045166","4.212252140045166","4.212252140045166"
"1079","10.540163040161133","10.540163040161133","10.540163040161133","4.516033172607422","4.516033172607422","4.516033172607422","4.355217933654785","4.355217933654785","4.355217933654785"
"1109","28.150768280029297","28.150768280029297","28.150768280029297","18.33669090270996","18.33669090270996","18.33669090270996","4.210351943969727","4.210351943969727","4.210351943969727"
"1139","7.413352012634277","7.413352012634277","7.413352012634277","3.968534469604492","3.968534469604492","3.968534469604492","4.283946514129639","4.283946514129639","4.283946514129639"
"1169","6.7943620681762695","6.7943620681762695","6.7943620681762695","3.7409744262695312","3.7409744262695312","3.7409744262695312","4.105782508850098","4.105782508850098","4.105782508850098"
"1199","7.218896865844727","7.218896865844727","7.218896865844727","4.01735258102417","4.01735258102417","4.01735258102417","4.1199822425842285","4.1199822425842285","4.1199822425842285"
"1229","28.64634132385254","28.64634132385254","28.64634132385254","17.410520553588867","17.410520553588867","17.410520553588867","4.058631896972656","4.058631896972656","4.058631896972656"
"1259","7.856099605560303","7.856099605560303","7.856099605560303","4.02606201171875","4.02606201171875","4.02606201171875","4.078983783721924","4.078983783721924","4.078983783721924"
"1289","8.548210144042969","8.548210144042969","8.548210144042969","3.844099998474121","3.844099998474121","3.844099998474121","4.063291549682617","4.063291549682617","4.063291549682617"
"1319","13.672590255737305","13.672590255737305","13.672590255737305","13.783190727233887","13.783190727233887","13.783190727233887","4.114212989807129","4.114212989807129","4.114212989807129"
"1349","8.387701034545898","8.387701034545898","8.387701034545898","4.340033054351807","4.340033054351807","4.340033054351807","3.931745767593384","3.931745767593384","3.931745767593384"
"1379","7.799833297729492","7.799833297729492","7.799833297729492","3.6569628715515137","3.6569628715515137","3.6569628715515137","3.9518303871154785","3.9518303871154785","3.9518303871154785"
"1409","7.856070518493652","7.856070518493652","7.856070518493652","3.633082151412964","3.633082151412964","3.633082151412964","3.749572277069092","3.749572277069092","3.749572277069092"
"1439","7.064713001251221","7.064713001251221","7.064713001251221","3.9515886306762695","3.9515886306762695","3.9515886306762695","3.8442981243133545","3.8442981243133545","3.8442981243133545"
"1469","6.95536994934082","6.95536994934082","6.95536994934082","3.7520298957824707","3.7520298957824707","3.7520298957824707","3.8495397567749023","3.8495397567749023","3.8495397567749023"
"1499","7.747460842132568","7.747460842132568","7.747460842132568","3.5986409187316895","3.5986409187316895","3.5986409187316895","3.8862202167510986","3.8862202167510986","3.8862202167510986"
"1529","7.406477928161621","7.406477928161621","7.406477928161621","3.5087273120880127","3.5087273120880127","3.5087273120880127","3.640303373336792","3.640303373336792","3.640303373336792"
"1559","8.006624221801758","8.006624221801758","8.006624221801758","3.9172117710113525","3.9172117710113525","3.9172117710113525","3.754639148712158","3.754639148712158","3.754639148712158"
"1589","7.788062572479248","7.788062572479248","7.788062572479248","3.7604973316192627","3.7604973316192627","3.7604973316192627","3.7803730964660645","3.7803730964660645","3.7803730964660645"
"1619","10.804616928100586","10.804616928100586","10.804616928100586","10.198319435119629","10.198319435119629","10.198319435119629","3.6425650119781494","3.6425650119781494","3.6425650119781494"
"1649","14.735652923583984","14.735652923583984","14.735652923583984","10.74786376953125","10.74786376953125","10.74786376953125","3.705326557159424","3.705326557159424","3.705326557159424"
"1679","7.158600330352783","7.158600330352783","7.158600330352783","3.368093252182007","3.368093252182007","3.368093252182007","3.631277322769165","3.631277322769165","3.631277322769165"
"1709","9.06947135925293","9.06947135925293","9.06947135925293","3.3028171062469482","3.3028171062469482","3.3028171062469482","3.5383033752441406","3.5383033752441406","3.5383033752441406"
"1739","8.262495994567871","8.262495994567871","8.262495994567871","3.348297595977783","3.348297595977783","3.348297595977783","3.6817805767059326","3.6817805767059326","3.6817805767059326"
"1769","7.534555435180664","7.534555435180664","7.534555435180664","3.229909658432007","3.229909658432007","3.229909658432007","3.496494770050049","3.496494770050049","3.496494770050049"
"1799","7.48604154586792","7.48604154586792","7.48604154586792","3.259157657623291","3.259157657623291","3.259157657623291","3.471550941467285","3.471550941467285","3.471550941467285"
"1829","7.225290298461914","7.225290298461914","7.225290298461914","3.6130998134613037","3.6130998134613037","3.6130998134613037","3.594501495361328","3.594501495361328","3.594501495361328"
"1859","8.168380737304688","8.168380737304688","8.168380737304688","3.757397413253784","3.757397413253784","3.757397413253784","3.6458120346069336","3.6458120346069336","3.6458120346069336"
"1889","8.78647518157959","8.78647518157959","8.78647518157959","2.95632266998291","2.95632266998291","2.95632266998291","3.5232577323913574","3.5232577323913574","3.5232577323913574"
"1919","12.560677528381348","12.560677528381348","12.560677528381348","8.249134063720703","8.249134063720703","8.249134063720703","3.479670524597168","3.479670524597168","3.479670524597168"
"1949","9.098827362060547","9.098827362060547","9.098827362060547","3.5234453678131104","3.5234453678131104","3.5234453678131104","3.440497398376465","3.440497398376465","3.440497398376465"
"1979","7.02294921875","7.02294921875","7.02294921875","3.189671277999878","3.189671277999878","3.189671277999878","3.5185341835021973","3.5185341835021973","3.5185341835021973"
"2009","7.6080522537231445","7.6080522537231445","7.6080522537231445","2.7045745849609375","2.7045745849609375","2.7045745849609375","3.249767303466797","3.249767303466797","3.249767303466797"
"2039","8.844090461730957","8.844090461730957","8.844090461730957","3.583981513977051","3.583981513977051","3.583981513977051","3.4835281372070312","3.4835281372070312","3.4835281372070312"
"2069","8.087992668151855","8.087992668151855","8.087992668151855","3.3530187606811523","3.3530187606811523","3.3530187606811523","3.3181352615356445","3.3181352615356445","3.3181352615356445"
"2099","7.018019199371338","7.018019199371338","7.018019199371338","3.4675543308258057","3.4675543308258057","3.4675543308258057","3.4771978855133057","3.4771978855133057","3.4771978855133057"
"2129","9.031445503234863","9.031445503234863","9.031445503234863","3.4379453659057617","3.4379453659057617","3.4379453659057617","3.370429515838623","3.370429515838623","3.370429515838623"
"2159","8.243743896484375","8.243743896484375","8.243743896484375","3.086437702178955","3.086437702178955","3.086437702178955","3.397073268890381","3.397073268890381","3.397073268890381"
"2189","7.964775085449219","7.964775085449219","7.964775085449219","3.235100030899048","3.235100030899048","3.235100030899048","3.357743740081787","3.357743740081787","3.357743740081787"
"2219","7.861639022827148","7.861639022827148","7.861639022827148","3.5478663444519043","3.5478663444519043","3.5478663444519043","3.4078195095062256","3.4078195095062256","3.4078195095062256"
"2249","7.594628810882568","7.594628810882568","7.594628810882568","3.174468994140625","3.174468994140625","3.174468994140625","3.2585630416870117","3.2585630416870117","3.2585630416870117"
"2279","82.9862060546875","82.9862060546875","82.9862060546875","37.51120376586914","37.51120376586914","37.51120376586914","32.498497009277344","32.498497009277344","32.498497009277344"
"2309","5.671895503997803","5.671895503997803","5.671895503997803","2.7914907932281494","2.7914907932281494","2.7914907932281494","3.300328254699707","3.300328254699707","3.300328254699707"
"2339","10.727692604064941","10.727692604064941","10.727692604064941","6.334734916687012","6.334734916687012","6.334734916687012","3.394207715988159","3.394207715988159","3.394207715988159"
"2369","11.20639419555664","11.20639419555664","11.20639419555664","5.901712417602539","5.901712417602539","5.901712417602539","3.183807373046875","3.183807373046875","3.183807373046875"
"2399","10.249740600585938","10.249740600585938","10.249740600585938","5.765952110290527","5.765952110290527","5.765952110290527","3.280388832092285","3.280388832092285","3.280388832092285"
"2429","6.742530345916748","6.742530345916748","6.742530345916748","2.6148910522460938","2.6148910522460938","2.6148910522460938","3.11143159866333","3.11143159866333","3.11143159866333"
"2459","7.001462459564209","7.001462459564209","7.001462459564209","3.0229039192199707","3.0229039192199707","3.0229039192199707","3.3840086460113525","3.3840086460113525","3.3840086460113525"
"2489","6.751315593719482","6.751315593719482","6.751315593719482","2.839393138885498","2.839393138885498","2.839393138885498","3.1890499591827393","3.1890499591827393","3.1890499591827393"
"2519","7.054876327514648","7.054876327514648","7.054876327514648","2.7801294326782227","2.7801294326782227","2.7801294326782227","3.077179193496704","3.077179193496704","3.077179193496704"
"2549","6.633950233459473","6.633950233459473","6.633950233459473","2.863954782485962","2.863954782485962","2.863954782485962","3.1716814041137695","3.1716814041137695","3.1716814041137695"
"2579","9.070418357849121","9.070418357849121","9.070418357849121","4.76744270324707","4.76744270324707","4.76744270324707","3.2118980884552","3.2118980884552","3.2118980884552"
"2609","5.889644622802734","5.889644622802734","5.889644622802734","2.636600971221924","2.636600971221924","2.636600971221924","3.027264356613159","3.027264356613159","3.027264356613159"
"2639","2.923905611038208","2.923905611038208","2.923905611038208","2.291778802871704","2.291778802871704","2.291778802871704","3.0709640979766846","3.0709640979766846","3.0709640979766846"
"2669","7.412543296813965","7.412543296813965","7.412543296813965","2.798360586166382","2.798360586166382","2.798360586166382","2.9900500774383545","2.9900500774383545","2.9900500774383545"
"2699","8.044960975646973","8.044960975646973","8.044960975646973","2.905308246612549","2.905308246612549","2.905308246612549","3.0657196044921875","3.0657196044921875","3.0657196044921875"
"2729","7.811966419219971","7.811966419219971","7.811966419219971","3.0010669231414795","3.0010669231414795","3.0010669231414795","2.996922492980957","2.996922492980957","2.996922492980957"
"2759","4.942293643951416","4.942293643951416","4.942293643951416","2.29408860206604","2.29408860206604","2.29408860206604","2.9333415031433105","2.9333415031433105","2.9333415031433105"
"2789","6.307297706604004","6.307297706604004","6.307297706604004","2.5068247318267822","2.5068247318267822","2.5068247318267822","2.935353994369507","2.935353994369507","2.935353994369507"
"2819","4.328709602355957","4.328709602355957","4.328709602355957","2.374610424041748","2.374610424041748","2.374610424041748","2.911696672439575","2.911696672439575","2.911696672439575"
"2849","7.5388641357421875","7.5388641357421875","7.5388641357421875","3.248246192932129","3.248246192932129","3.248246192932129","3.013054132461548","3.013054132461548","3.013054132461548"
"2879","7.720952987670898","7.720952987670898","7.720952987670898","4.162608623504639","4.162608623504639","4.162608623504639","2.99629807472229","2.99629807472229","2.99629807472229"
"2909","4.596034526824951","4.596034526824951","4.596034526824951","2.3377020359039307","2.3377020359039307","2.3377020359039307","2.8953967094421387","2.8953967094421387","2.8953967094421387"
"2939","4.318513870239258","4.318513870239258","4.318513870239258","2.3301632404327393","2.3301632404327393","2.3301632404327393","3.0024516582489014","3.0024516582489014","3.0024516582489014"
"2969","7.687783718109131","7.687783718109131","7.687783718109131","3.783402681350708","3.783402681350708","3.783402681350708","3.0227138996124268","3.0227138996124268","3.0227138996124268"
"2999","5.171380519866943","5.171380519866943","5.171380519866943","2.343874216079712","2.343874216079712","2.343874216079712","2.9073214530944824","2.9073214530944824","2.9073214530944824"
"3029","6.728542327880859","6.728542327880859","6.728542327880859","3.709273099899292","3.709273099899292","3.709273099899292","3.001410961151123","3.001410961151123","3.001410961151123"
"3059","4.961297988891602","4.961297988891602","4.961297988891602","2.4832136631011963","2.4832136631011963","2.4832136631011963","2.901958465576172","2.901958465576172","2.901958465576172"
"3089","3.330400228500366","3.330400228500366","3.330400228500366","2.151956081390381","2.151956081390381","2.151956081390381","2.8879501819610596","2.8879501819610596","2.8879501819610596"
"3119","5.883048057556152","5.883048057556152","5.883048057556152","2.5966100692749023","2.5966100692749023","2.5966100692749023","3.01298189163208","3.01298189163208","3.01298189163208"
"3149","3.055278778076172","3.055278778076172","3.055278778076172","2.1173884868621826","2.1173884868621826","2.1173884868621826","2.8174774646759033","2.8174774646759033","2.8174774646759033"
"3179","3.344855785369873","3.344855785369873","3.344855785369873","2.11336612701416","2.11336612701416","2.11336612701416","2.8226287364959717","2.8226287364959717","2.8226287364959717"
"3209","5.528324604034424","5.528324604034424","5.528324604034424","2.4535939693450928","2.4535939693450928","2.4535939693450928","2.99000883102417","2.99000883102417","2.99000883102417"
"3239","6.251359939575195","6.251359939575195","6.251359939575195","2.5596370697021484","2.5596370697021484","2.5596370697021484","2.9062883853912354","2.9062883853912354","2.9062883853912354"
"3269","3.9743165969848633","3.9743165969848633","3.9743165969848633","2.267791748046875","2.267791748046875","2.267791748046875","2.9205219745635986","2.9205219745635986","2.9205219745635986"
"3299","5.448876857757568","5.448876857757568","5.448876857757568","2.482912302017212","2.482912302017212","2.482912302017212","2.8346004486083984","2.8346004486083984","2.8346004486083984"
"3329","6.081204891204834","6.081204891204834","6.081204891204834","2.527217149734497","2.527217149734497","2.527217149734497","2.7531416416168213","2.7531416416168213","2.7531416416168213"
"3359","6.100519180297852","6.100519180297852","6.100519180297852","2.4278523921966553","2.4278523921966553","2.4278523921966553","2.7396790981292725","2.7396790981292725","2.7396790981292725"
"3389","2.233456611633301","2.233456611633301","2.233456611633301","2.03977632522583","2.03977632522583","2.03977632522583","2.789073944091797","2.789073944091797","2.789073944091797"
"3419","5.031861305236816","5.031861305236816","5.031861305236816","2.355194568634033","2.355194568634033","2.355194568634033","2.912632942199707","2.912632942199707","2.912632942199707"
"3449","2.888298988342285","2.888298988342285","2.888298988342285","2.0021607875823975","2.0021607875823975","2.0021607875823975","2.7347328662872314","2.7347328662872314","2.7347328662872314"
"3479","6.643686294555664","6.643686294555664","6.643686294555664","2.4384381771087646","2.4384381771087646","2.4384381771087646","2.7957797050476074","2.7957797050476074","2.7957797050476074"
"3509","6.291025161743164","6.291025161743164","6.291025161743164","2.8747684955596924","2.8747684955596924","2.8747684955596924","2.7371978759765625","2.7371978759765625","2.7371978759765625"
"3539","4.773062705993652","4.773062705993652","4.773062705993652","2.360114574432373","2.360114574432373","2.360114574432373","2.737414598464966","2.737414598464966","2.737414598464966"
"3569","2.988262891769409","2.988262891769409","2.988262891769409","1.9846115112304688","1.9846115112304688","1.9846115112304688","2.721787691116333","2.721787691116333","2.721787691116333"
"3599","4.581870079040527","4.581870079040527","4.581870079040527","2.0830342769622803","2.0830342769622803","2.0830342769622803","2.677158832550049","2.677158832550049","2.677158832550049"
"3629","2.332963705062866","2.332963705062866","2.332963705062866","1.882743239402771","1.882743239402771","1.882743239402771","2.786336660385132","2.786336660385132","2.786336660385132"
"3659","3.9987688064575195","3.9987688064575195","3.9987688064575195","2.8572070598602295","2.8572070598602295","2.8572070598602295","2.695629835128784","2.695629835128784","2.695629835128784"
"3689","2.113107204437256","2.113107204437256","2.113107204437256","1.8311474323272705","1.8311474323272705","1.8311474323272705","2.6796493530273438","2.6796493530273438","2.6796493530273438"
"3719","3.859414577484131","3.859414577484131","3.859414577484131","2.05996036529541","2.05996036529541","2.05996036529541","2.65995717048645","2.65995717048645","2.65995717048645"
"3749","2.1112892627716064","2.1112892627716064","2.1112892627716064","1.809417963027954","1.809417963027954","1.809417963027954","2.6139156818389893","2.6139156818389893","2.6139156818389893"
"3779","3.064758777618408","3.064758777618408","3.064758777618408","1.9942638874053955","1.9942638874053955","1.9942638874053955","2.8291289806365967","2.8291289806365967","2.8291289806365967"
"3809","3.364840507507324","3.364840507507324","3.364840507507324","1.9950828552246094","1.9950828552246094","1.9950828552246094","2.7574996948242188","2.7574996948242188","2.7574996948242188"
"3839","2.56380295753479","2.56380295753479","2.56380295753479","1.9407439231872559","1.9407439231872559","1.9407439231872559","2.6201186180114746","2.6201186180114746","2.6201186180114746"
"3869","4.54136323928833","4.54136323928833","4.54136323928833","2.681978940963745","2.681978940963745","2.681978940963745","2.6634597778320312","2.6634597778320312","2.6634597778320312"
"3899","3.1915860176086426","3.1915860176086426","3.1915860176086426","1.8360064029693604","1.8360064029693604","1.8360064029693604","2.6571595668792725","2.6571595668792725","2.6571595668792725"
"3929","2.7121963500976562","2.7121963500976562","2.7121963500976562","1.823416829109192","1.823416829109192","1.823416829109192","2.539057493209839","2.539057493209839","2.539057493209839"
"3959","2.8583226203918457","2.8583226203918457","2.8583226203918457","1.8736319541931152","1.8736319541931152","1.8736319541931152","2.6575334072113037","2.6575334072113037","2.6575334072113037"
"3989","2.5400478839874268","2.5400478839874268","2.5400478839874268","1.8109277486801147","1.8109277486801147","1.8109277486801147","2.5590782165527344","2.5590782165527344","2.5590782165527344"
"4019","3.1599955558776855","3.1599955558776855","3.1599955558776855","2.331923484802246","2.331923484802246","2.331923484802246","2.610095739364624","2.610095739364624","2.610095739364624"
"4049","2.7008988857269287","2.7008988857269287","2.7008988857269287","1.7389439344406128","1.7389439344406128","1.7389439344406128","2.5713274478912354","2.5713274478912354","2.5713274478912354"
"4079","2.9306187629699707","2.9306187629699707","2.9306187629699707","1.881083607673645","1.881083607673645","1.881083607673645","2.551539897918701","2.551539897918701","2.551539897918701"
"4109","3.8417515754699707","3.8417515754699707","3.8417515754699707","1.9325597286224365","1.9325597286224365","1.9325597286224365","2.5864062309265137","2.5864062309265137","2.5864062309265137"
"4139","4.655651569366455","4.655651569366455","4.655651569366455","2.109863758087158","2.109863758087158","2.109863758087158","2.677875280380249","2.677875280380249","2.677875280380249"
"4169","3.549982786178589","3.549982786178589","3.549982786178589","1.851257562637329","1.851257562637329","1.851257562637329","2.5601935386657715","2.5601935386657715","2.5601935386657715"
"4199","3.1897823810577393","3.1897823810577393","3.1897823810577393","1.6886014938354492","1.6886014938354492","1.6886014938354492","2.4334747791290283","2.4334747791290283","2.4334747791290283"
"4229","4.182511329650879","4.182511329650879","4.182511329650879","1.8174233436584473","1.8174233436584473","1.8174233436584473","2.4829046726226807","2.4829046726226807","2.4829046726226807"
"4259","2.195279836654663","2.195279836654663","2.195279836654663","1.6156915426254272","1.6156915426254272","1.6156915426254272","2.4235663414001465","2.4235663414001465","2.4235663414001465"
"4289","1.9109481573104858","1.9109481573104858","1.9109481573104858","1.6203147172927856","1.6203147172927856","1.6203147172927856","2.4495627880096436","2.4495627880096436","2.4495627880096436"
"4319","2.0709879398345947","2.0709879398345947","2.0709879398345947","1.708709716796875","1.708709716796875","1.708709716796875","2.5860660076141357","2.5860660076141357","2.5860660076141357"
"4349","1.8974778652191162","1.8974778652191162","1.8974778652191162","1.6244261264801025","1.6244261264801025","1.6244261264801025","2.500223159790039","2.500223159790039","2.500223159790039"
"4379","2.89101505279541","2.89101505279541","2.89101505279541","2.030930995941162","2.030930995941162","2.030930995941162","2.480123281478882","2.480123281478882","2.480123281478882"
"4409","1.9135558605194092","1.9135558605194092","1.9135558605194092","1.618572473526001","1.618572473526001","1.618572473526001","2.4780428409576416","2.4780428409576416","2.4780428409576416"
"4439","2.593970775604248","2.593970775604248","2.593970775604248","1.6595382690429688","1.6595382690429688","1.6595382690429688","2.5583512783050537","2.5583512783050537","2.5583512783050537"
"4469","1.9214929342269897","1.9214929342269897","1.9214929342269897","1.6970162391662598","1.6970162391662598","1.6970162391662598","2.587148904800415","2.587148904800415","2.587148904800415"
"4499","2.548170328140259","2.548170328140259","2.548170328140259","2.015496253967285","2.015496253967285","2.015496253967285","2.4875717163085938","2.4875717163085938","2.4875717163085938"
"4529","1.9671194553375244","1.9671194553375244","1.9671194553375244","1.5919244289398193","1.5919244289398193","1.5919244289398193","2.4506328105926514","2.4506328105926514","2.4506328105926514"
"4559","3.136305570602417","3.136305570602417","3.136305570602417","1.7909094095230103","1.7909094095230103","1.7909094095230103","2.511317491531372","2.511317491531372","2.511317491531372"
"4589","1.8110567331314087","1.8110567331314087","1.8110567331314087","1.4837169647216797","1.4837169647216797","1.4837169647216797","2.3818984031677246","2.3818984031677246","2.3818984031677246"
"4619","1.8724966049194336","1.8724966049194336","1.8724966049194336","1.601422667503357","1.601422667503357","1.601422667503357","2.4974441528320312","2.4974441528320312","2.4974441528320312"
"4649","1.8386614322662354","1.8386614322662354","1.8386614322662354","1.8682345151901245","1.8682345151901245","1.8682345151901245","2.4030206203460693","2.4030206203460693","2.4030206203460693"
"4679","2.63247013092041","2.63247013092041","2.63247013092041","1.673103928565979","1.673103928565979","1.673103928565979","2.348301649093628","2.348301649093628","2.348301649093628"
"4709","3.1706044673919678","3.1706044673919678","3.1706044673919678","1.6514405012130737","1.6514405012130737","1.6514405012130737","2.4082694053649902","2.4082694053649902","2.4082694053649902"
"4739","3.5861425399780273","3.5861425399780273","3.5861425399780273","1.7477047443389893","1.7477047443389893","1.7477047443389893","2.3243582248687744","2.3243582248687744","2.3243582248687744"
"4769","2.637575626373291","2.637575626373291","2.637575626373291","1.6453216075897217","1.6453216075897217","1.6453216075897217","2.4499402046203613","2.4499402046203613","2.4499402046203613"
"4799","3.1809048652648926","3.1809048652648926","3.1809048652648926","1.6704374551773071","1.6704374551773071","1.6704374551773071","2.341446876525879","2.341446876525879","2.341446876525879"
"4829","2.733257293701172","2.733257293701172","2.733257293701172","1.6474756002426147","1.6474756002426147","1.6474756002426147","2.3685123920440674","2.3685123920440674","2.3685123920440674"
"4859","1.7019155025482178","1.7019155025482178","1.7019155025482178","1.5085580348968506","1.5085580348968506","1.5085580348968506","2.3458378314971924","2.3458378314971924","2.3458378314971924"
"4889","1.6766070127487183","1.6766070127487183","1.6766070127487183","1.3825896978378296","1.3825896978378296","1.3825896978378296","2.2866451740264893","2.2866451740264893","2.2866451740264893"
