"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/fisher_reg_term__MAX"
"479","22.440317153930664","22.440317153930664","22.440317153930664","5.217164993286133","5.217164993286133","5.217164993286133","5.468626976013184","5.468626976013184","5.468626976013184"
"509","21.03685760498047","21.03685760498047","21.03685760498047","6.150505065917969","6.150505065917969","6.150505065917969","5.156045436859131","5.156045436859131","5.156045436859131"
"539","16.980579376220703","16.980579376220703","16.980579376220703","9.713658332824707","9.713658332824707","9.713658332824707","8.475326538085938","8.475326538085938","8.475326538085938"
"569","16.11945915222168","16.11945915222168","16.11945915222168","5.270831108093262","5.270831108093262","5.270831108093262","5.290215969085693","5.290215969085693","5.290215969085693"
"599","21.840465545654297","21.840465545654297","21.840465545654297","5.495272159576416","5.495272159576416","5.495272159576416","4.424086093902588","4.424086093902588","4.424086093902588"
"629","17.808826446533203","17.808826446533203","17.808826446533203","5.881681442260742","5.881681442260742","5.881681442260742","4.393003463745117","4.393003463745117","4.393003463745117"
"659","21.337066650390625","21.337066650390625","21.337066650390625","5.352238655090332","5.352238655090332","5.352238655090332","4.820011615753174","4.820011615753174","4.820011615753174"
"689","18.786468505859375","18.786468505859375","18.786468505859375","5.81425142288208","5.81425142288208","5.81425142288208","6.69081974029541","6.69081974029541","6.69081974029541"
"719","19.279993057250977","19.279993057250977","19.279993057250977","5.447673797607422","5.447673797607422","5.447673797607422","4.56289005279541","4.56289005279541","4.56289005279541"
"749","17.43680191040039","17.43680191040039","17.43680191040039","4.804749488830566","4.804749488830566","4.804749488830566","4.113027095794678","4.113027095794678","4.113027095794678"
"779","15.656028747558594","15.656028747558594","15.656028747558594","5.287015438079834","5.287015438079834","5.287015438079834","4.145874977111816","4.145874977111816","4.145874977111816"
"809","15.210678100585938","15.210678100585938","15.210678100585938","5.856705665588379","5.856705665588379","5.856705665588379","6.32692289352417","6.32692289352417","6.32692289352417"
"839","15.788460731506348","15.788460731506348","15.788460731506348","5.6339850425720215","5.6339850425720215","5.6339850425720215","4.438578128814697","4.438578128814697","4.438578128814697"
"869","15.607125282287598","15.607125282287598","15.607125282287598","5.835011959075928","5.835011959075928","5.835011959075928","6.19566011428833","6.19566011428833","6.19566011428833"
"899","14.431623458862305","14.431623458862305","14.431623458862305","4.085913181304932","4.085913181304932","4.085913181304932","3.614899158477783","3.614899158477783","3.614899158477783"
"929","15.756257057189941","15.756257057189941","15.756257057189941","5.148492813110352","5.148492813110352","5.148492813110352","3.766289472579956","3.766289472579956","3.766289472579956"
"959","14.693429946899414","14.693429946899414","14.693429946899414","7.10584831237793","7.10584831237793","7.10584831237793","5.85256814956665","5.85256814956665","5.85256814956665"
"989","16.084882736206055","16.084882736206055","16.084882736206055","4.131840229034424","4.131840229034424","4.131840229034424","3.6692097187042236","3.6692097187042236","3.6692097187042236"
"1019","13.026908874511719","13.026908874511719","13.026908874511719","4.39976167678833","4.39976167678833","4.39976167678833","5.482722282409668","5.482722282409668","5.482722282409668"
"1049","13.78557300567627","13.78557300567627","13.78557300567627","4.081949234008789","4.081949234008789","4.081949234008789","3.809709072113037","3.809709072113037","3.809709072113037"
"1079","15.81137752532959","15.81137752532959","15.81137752532959","4.1100754737854","4.1100754737854","4.1100754737854","4.132021903991699","4.132021903991699","4.132021903991699"
"1109","13.389216423034668","13.389216423034668","13.389216423034668","4.546969890594482","4.546969890594482","4.546969890594482","5.248270034790039","5.248270034790039","5.248270034790039"
"1139","13.666242599487305","13.666242599487305","13.666242599487305","4.872993469238281","4.872993469238281","4.872993469238281","4.472075939178467","4.472075939178467","4.472075939178467"
"1169","15.938377380371094","15.938377380371094","15.938377380371094","4.014473915100098","4.014473915100098","4.014473915100098","4.065248966217041","4.065248966217041","4.065248966217041"
"1199","12.564677238464355","12.564677238464355","12.564677238464355","4.850810527801514","4.850810527801514","4.850810527801514","4.15675687789917","4.15675687789917","4.15675687789917"
"1229","13.093576431274414","13.093576431274414","13.093576431274414","5.715814590454102","5.715814590454102","5.715814590454102","6.834394454956055","6.834394454956055","6.834394454956055"
"1259","16.299131393432617","16.299131393432617","16.299131393432617","4.68475866317749","4.68475866317749","4.68475866317749","3.5474843978881836","3.5474843978881836","3.5474843978881836"
"1289","12.622284889221191","12.622284889221191","12.622284889221191","4.092748165130615","4.092748165130615","4.092748165130615","3.7452855110168457","3.7452855110168457","3.7452855110168457"
"1319","12.767783164978027","12.767783164978027","12.767783164978027","5.571860313415527","5.571860313415527","5.571860313415527","4.527096271514893","4.527096271514893","4.527096271514893"
"1349","13.238603591918945","13.238603591918945","13.238603591918945","3.6538946628570557","3.6538946628570557","3.6538946628570557","3.9301350116729736","3.9301350116729736","3.9301350116729736"
"1379","12.985517501831055","12.985517501831055","12.985517501831055","3.1767735481262207","3.1767735481262207","3.1767735481262207","3.5597076416015625","3.5597076416015625","3.5597076416015625"
"1409","11.697968482971191","11.697968482971191","11.697968482971191","3.8950085639953613","3.8950085639953613","3.8950085639953613","3.4093077182769775","3.4093077182769775","3.4093077182769775"
"1439","10.901877403259277","10.901877403259277","10.901877403259277","4.554872512817383","4.554872512817383","4.554872512817383","3.582615375518799","3.582615375518799","3.582615375518799"
"1469","10.903063774108887","10.903063774108887","10.903063774108887","4.623021125793457","4.623021125793457","4.623021125793457","3.413989782333374","3.413989782333374","3.413989782333374"
"1499","10.070363998413086","10.070363998413086","10.070363998413086","4.47222375869751","4.47222375869751","4.47222375869751","3.9330685138702393","3.9330685138702393","3.9330685138702393"
"1529","13.334543228149414","13.334543228149414","13.334543228149414","3.879014730453491","3.879014730453491","3.879014730453491","3.2723283767700195","3.2723283767700195","3.2723283767700195"
"1559","11.08924674987793","11.08924674987793","11.08924674987793","3.82720947265625","3.82720947265625","3.82720947265625","3.521138906478882","3.521138906478882","3.521138906478882"
"1589","11.140795707702637","11.140795707702637","11.140795707702637","3.8739988803863525","3.8739988803863525","3.8739988803863525","3.4732236862182617","3.4732236862182617","3.4732236862182617"
"1619","11.813791275024414","11.813791275024414","11.813791275024414","5.544209957122803","5.544209957122803","5.544209957122803","3.9149010181427","3.9149010181427","3.9149010181427"
"1649","9.353906631469727","9.353906631469727","9.353906631469727","4.487419128417969","4.487419128417969","4.487419128417969","4.221025466918945","4.221025466918945","4.221025466918945"
"1679","9.348647117614746","9.348647117614746","9.348647117614746","3.3943095207214355","3.3943095207214355","3.3943095207214355","3.5076982975006104","3.5076982975006104","3.5076982975006104"
"1709","7.670436859130859","7.670436859130859","7.670436859130859","3.1924049854278564","3.1924049854278564","3.1924049854278564","3.144437789916992","3.144437789916992","3.144437789916992"
"1739","8.518575668334961","8.518575668334961","8.518575668334961","3.2762439250946045","3.2762439250946045","3.2762439250946045","3.4440197944641113","3.4440197944641113","3.4440197944641113"
"1769","10.404621124267578","10.404621124267578","10.404621124267578","3.5001487731933594","3.5001487731933594","3.5001487731933594","2.9117419719696045","2.9117419719696045","2.9117419719696045"
"1799","8.738678932189941","8.738678932189941","8.738678932189941","3.210637092590332","3.210637092590332","3.210637092590332","3.5376415252685547","3.5376415252685547","3.5376415252685547"
"1829","10.81097412109375","10.81097412109375","10.81097412109375","3.9869918823242188","3.9869918823242188","3.9869918823242188","3.4003894329071045","3.4003894329071045","3.4003894329071045"
"1859","10.138134956359863","10.138134956359863","10.138134956359863","3.364946126937866","3.364946126937866","3.364946126937866","3.963627815246582","3.963627815246582","3.963627815246582"
"1889","7.574828147888184","7.574828147888184","7.574828147888184","3.0970489978790283","3.0970489978790283","3.0970489978790283","3.5856475830078125","3.5856475830078125","3.5856475830078125"
"1919","8.584410667419434","8.584410667419434","8.584410667419434","4.42591667175293","4.42591667175293","4.42591667175293","3.8221659660339355","3.8221659660339355","3.8221659660339355"
"1949","10.12789249420166","10.12789249420166","10.12789249420166","3.2483739852905273","3.2483739852905273","3.2483739852905273","3.2751965522766113","3.2751965522766113","3.2751965522766113"
"1979","7.995439052581787","7.995439052581787","7.995439052581787","3.573098659515381","3.573098659515381","3.573098659515381","3.6208736896514893","3.6208736896514893","3.6208736896514893"
"2009","7.741372108459473","7.741372108459473","7.741372108459473","2.854203462600708","2.854203462600708","2.854203462600708","2.9867401123046875","2.9867401123046875","2.9867401123046875"
"2039","10.04532241821289","10.04532241821289","10.04532241821289","3.2598140239715576","3.2598140239715576","3.2598140239715576","3.423616886138916","3.423616886138916","3.423616886138916"
"2069","8.394449234008789","8.394449234008789","8.394449234008789","3.0400211811065674","3.0400211811065674","3.0400211811065674","3.2478349208831787","3.2478349208831787","3.2478349208831787"
"2099","8.82690143585205","8.82690143585205","8.82690143585205","3.839290142059326","3.839290142059326","3.839290142059326","3.4288182258605957","3.4288182258605957","3.4288182258605957"
"2129","8.571759223937988","8.571759223937988","8.571759223937988","3.039437770843506","3.039437770843506","3.039437770843506","3.1903505325317383","3.1903505325317383","3.1903505325317383"
"2159","7.514927864074707","7.514927864074707","7.514927864074707","3.115100145339966","3.115100145339966","3.115100145339966","3.775357246398926","3.775357246398926","3.775357246398926"
"2189","7.653819561004639","7.653819561004639","7.653819561004639","3.3309435844421387","3.3309435844421387","3.3309435844421387","3.5660741329193115","3.5660741329193115","3.5660741329193115"
"2219","10.217822074890137","10.217822074890137","10.217822074890137","3.5202343463897705","3.5202343463897705","3.5202343463897705","3.5773537158966064","3.5773537158966064","3.5773537158966064"
"2249","8.893482208251953","8.893482208251953","8.893482208251953","3.2935986518859863","3.2935986518859863","3.2935986518859863","3.2100977897644043","3.2100977897644043","3.2100977897644043"
"2279","95.18946838378906","95.18946838378906","95.18946838378906","48.77236557006836","48.77236557006836","48.77236557006836","52.57985305786133","52.57985305786133","52.57985305786133"
"2309","6.593503475189209","6.593503475189209","6.593503475189209","3.045630693435669","3.045630693435669","3.045630693435669","3.276418924331665","3.276418924331665","3.276418924331665"
"2339","7.572054386138916","7.572054386138916","7.572054386138916","3.5486154556274414","3.5486154556274414","3.5486154556274414","3.8517374992370605","3.8517374992370605","3.8517374992370605"
"2369","8.476930618286133","8.476930618286133","8.476930618286133","4.710164546966553","4.710164546966553","4.710164546966553","4.023677825927734","4.023677825927734","4.023677825927734"
"2399","8.567550659179688","8.567550659179688","8.567550659179688","3.6239266395568848","3.6239266395568848","3.6239266395568848","3.6736326217651367","3.6736326217651367","3.6736326217651367"
"2429","6.120307445526123","6.120307445526123","6.120307445526123","2.8405473232269287","2.8405473232269287","2.8405473232269287","2.8895103931427","2.8895103931427","2.8895103931427"
"2459","6.534998416900635","6.534998416900635","6.534998416900635","3.093003511428833","3.093003511428833","3.093003511428833","3.2461211681365967","3.2461211681365967","3.2461211681365967"
"2489","6.286056995391846","6.286056995391846","6.286056995391846","3.564913272857666","3.564913272857666","3.564913272857666","3.0927836894989014","3.0927836894989014","3.0927836894989014"
"2519","6.81315803527832","6.81315803527832","6.81315803527832","3.271794557571411","3.271794557571411","3.271794557571411","3.089470148086548","3.089470148086548","3.089470148086548"
"2549","6.785407543182373","6.785407543182373","6.785407543182373","3.1616804599761963","3.1616804599761963","3.1616804599761963","3.411332130432129","3.411332130432129","3.411332130432129"
"2579","6.698049545288086","6.698049545288086","6.698049545288086","3.681622266769409","3.681622266769409","3.681622266769409","3.4783599376678467","3.4783599376678467","3.4783599376678467"
"2609","6.938697814941406","6.938697814941406","6.938697814941406","3.3162660598754883","3.3162660598754883","3.3162660598754883","3.117964506149292","3.117964506149292","3.117964506149292"
"2639","5.306324481964111","5.306324481964111","5.306324481964111","2.880746364593506","2.880746364593506","2.880746364593506","3.355922222137451","3.355922222137451","3.355922222137451"
"2669","6.071298599243164","6.071298599243164","6.071298599243164","2.7198169231414795","2.7198169231414795","2.7198169231414795","3.1096725463867188","3.1096725463867188","3.1096725463867188"
"2699","6.586253643035889","6.586253643035889","6.586253643035889","3.1712613105773926","3.1712613105773926","3.1712613105773926","2.9772112369537354","2.9772112369537354","2.9772112369537354"
"2729","6.814375877380371","6.814375877380371","6.814375877380371","3.254295587539673","3.254295587539673","3.254295587539673","3.1890671253204346","3.1890671253204346","3.1890671253204346"
"2759","4.578260898590088","4.578260898590088","4.578260898590088","3.046678304672241","3.046678304672241","3.046678304672241","2.958064556121826","2.958064556121826","2.958064556121826"
"2789","4.994814872741699","4.994814872741699","4.994814872741699","2.7625818252563477","2.7625818252563477","2.7625818252563477","2.9385337829589844","2.9385337829589844","2.9385337829589844"
"2819","5.156553268432617","5.156553268432617","5.156553268432617","3.0933330059051514","3.0933330059051514","3.0933330059051514","3.3822317123413086","3.3822317123413086","3.3822317123413086"
"2849","6.192409515380859","6.192409515380859","6.192409515380859","3.0039610862731934","3.0039610862731934","3.0039610862731934","3.0449485778808594","3.0449485778808594","3.0449485778808594"
"2879","5.41837739944458","5.41837739944458","5.41837739944458","3.1347198486328125","3.1347198486328125","3.1347198486328125","3.497544527053833","3.497544527053833","3.497544527053833"
"2909","4.894964218139648","4.894964218139648","4.894964218139648","2.7303671836853027","2.7303671836853027","2.7303671836853027","3.2033257484436035","3.2033257484436035","3.2033257484436035"
"2939","4.07624626159668","4.07624626159668","4.07624626159668","2.7897274494171143","2.7897274494171143","2.7897274494171143","2.9259631633758545","2.9259631633758545","2.9259631633758545"
"2969","4.6248779296875","4.6248779296875","4.6248779296875","3.168804883956909","3.168804883956909","3.168804883956909","3.6124980449676514","3.6124980449676514","3.6124980449676514"
"2999","3.8970446586608887","3.8970446586608887","3.8970446586608887","2.92421817779541","2.92421817779541","2.92421817779541","3.1064398288726807","3.1064398288726807","3.1064398288726807"
"3029","4.847874641418457","4.847874641418457","4.847874641418457","3.801694631576538","3.801694631576538","3.801694631576538","3.865837812423706","3.865837812423706","3.865837812423706"
"3059","5.462064266204834","5.462064266204834","5.462064266204834","2.9312150478363037","2.9312150478363037","2.9312150478363037","3.0687670707702637","3.0687670707702637","3.0687670707702637"
"3089","3.921351432800293","3.921351432800293","3.921351432800293","2.839264392852783","2.839264392852783","2.839264392852783","3.08866024017334","3.08866024017334","3.08866024017334"
"3119","6.526681900024414","6.526681900024414","6.526681900024414","3.262439250946045","3.262439250946045","3.262439250946045","3.3657259941101074","3.3657259941101074","3.3657259941101074"
"3149","3.396824598312378","3.396824598312378","3.396824598312378","2.6713855266571045","2.6713855266571045","2.6713855266571045","3.0281786918640137","3.0281786918640137","3.0281786918640137"
"3179","5.4481306076049805","5.4481306076049805","5.4481306076049805","2.752164840698242","2.752164840698242","2.752164840698242","3.0135271549224854","3.0135271549224854","3.0135271549224854"
"3209","6.157235145568848","6.157235145568848","6.157235145568848","3.0527327060699463","3.0527327060699463","3.0527327060699463","3.4180703163146973","3.4180703163146973","3.4180703163146973"
"3239","6.151449680328369","6.151449680328369","6.151449680328369","2.793522357940674","2.793522357940674","2.793522357940674","3.025230884552002","3.025230884552002","3.025230884552002"
"3269","5.129106521606445","5.129106521606445","5.129106521606445","2.9612627029418945","2.9612627029418945","2.9612627029418945","3.284196615219116","3.284196615219116","3.284196615219116"
"3299","3.9498555660247803","3.9498555660247803","3.9498555660247803","2.9793498516082764","2.9793498516082764","2.9793498516082764","3.137671947479248","3.137671947479248","3.137671947479248"
"3329","5.793304443359375","5.793304443359375","5.793304443359375","2.7343461513519287","2.7343461513519287","2.7343461513519287","3.133168935775757","3.133168935775757","3.133168935775757"
"3359","6.0537590980529785","6.0537590980529785","6.0537590980529785","2.802510976791382","2.802510976791382","2.802510976791382","2.8200578689575195","2.8200578689575195","2.8200578689575195"
"3389","3.2576165199279785","3.2576165199279785","3.2576165199279785","2.8652141094207764","2.8652141094207764","2.8652141094207764","2.951117992401123","2.951117992401123","2.951117992401123"
"3419","4.755155563354492","4.755155563354492","4.755155563354492","2.781646728515625","2.781646728515625","2.781646728515625","3.277337074279785","3.277337074279785","3.277337074279785"
"3449","3.538215160369873","3.538215160369873","3.538215160369873","2.8905017375946045","2.8905017375946045","2.8905017375946045","2.890376567840576","2.890376567840576","2.890376567840576"
"3479","5.347930908203125","5.347930908203125","5.347930908203125","2.5356147289276123","2.5356147289276123","2.5356147289276123","3.047072172164917","3.047072172164917","3.047072172164917"
"3509","6.045081615447998","6.045081615447998","6.045081615447998","3.1432952880859375","3.1432952880859375","3.1432952880859375","2.998338222503662","2.998338222503662","2.998338222503662"
"3539","4.426736831665039","4.426736831665039","4.426736831665039","2.886293649673462","2.886293649673462","2.886293649673462","3.001894474029541","3.001894474029541","3.001894474029541"
"3569","4.007543087005615","4.007543087005615","4.007543087005615","3.0613183975219727","3.0613183975219727","3.0613183975219727","3.017453193664551","3.017453193664551","3.017453193664551"
"3599","3.4592583179473877","3.4592583179473877","3.4592583179473877","2.7793970108032227","2.7793970108032227","2.7793970108032227","3.1079037189483643","3.1079037189483643","3.1079037189483643"
"3629","3.20821213722229","3.20821213722229","3.20821213722229","2.5919084548950195","2.5919084548950195","2.5919084548950195","3.037440061569214","3.037440061569214","3.037440061569214"
"3659","3.9831926822662354","3.9831926822662354","3.9831926822662354","3.5110998153686523","3.5110998153686523","3.5110998153686523","3.3267602920532227","3.3267602920532227","3.3267602920532227"
"3689","2.89213490486145","2.89213490486145","2.89213490486145","2.740893840789795","2.740893840789795","2.740893840789795","2.800002336502075","2.800002336502075","2.800002336502075"
"3719","4.178933620452881","4.178933620452881","4.178933620452881","2.9653124809265137","2.9653124809265137","2.9653124809265137","3.1418447494506836","3.1418447494506836","3.1418447494506836"
"3749","2.9683618545532227","2.9683618545532227","2.9683618545532227","2.723597288131714","2.723597288131714","2.723597288131714","2.9633147716522217","2.9633147716522217","2.9633147716522217"
"3779","4.495601177215576","4.495601177215576","4.495601177215576","2.911011219024658","2.911011219024658","2.911011219024658","3.2430999279022217","3.2430999279022217","3.2430999279022217"
"3809","3.820873260498047","3.820873260498047","3.820873260498047","2.97582745552063","2.97582745552063","2.97582745552063","3.372243881225586","3.372243881225586","3.372243881225586"
"3839","3.517918586730957","3.517918586730957","3.517918586730957","3.2091474533081055","3.2091474533081055","3.2091474533081055","3.07125186920166","3.07125186920166","3.07125186920166"
"3869","5.546993255615234","5.546993255615234","5.546993255615234","3.1323070526123047","3.1323070526123047","3.1323070526123047","3.3311519622802734","3.3311519622802734","3.3311519622802734"
"3899","4.503881931304932","4.503881931304932","4.503881931304932","2.891261577606201","2.891261577606201","2.891261577606201","3.012700319290161","3.012700319290161","3.012700319290161"
"3929","3.087022066116333","3.087022066116333","3.087022066116333","2.5489561557769775","2.5489561557769775","2.5489561557769775","3.189624071121216","3.189624071121216","3.189624071121216"
"3959","3.060450315475464","3.060450315475464","3.060450315475464","2.7898025512695312","2.7898025512695312","2.7898025512695312","3.196465492248535","3.196465492248535","3.196465492248535"
"3989","3.234623908996582","3.234623908996582","3.234623908996582","2.9427332878112793","2.9427332878112793","2.9427332878112793","3.5132009983062744","3.5132009983062744","3.5132009983062744"
"4019","4.845314979553223","4.845314979553223","4.845314979553223","2.9896202087402344","2.9896202087402344","2.9896202087402344","3.2498655319213867","3.2498655319213867","3.2498655319213867"
"4049","3.1341073513031006","3.1341073513031006","3.1341073513031006","2.677870750427246","2.677870750427246","2.677870750427246","2.9104714393615723","2.9104714393615723","2.9104714393615723"
"4079","3.7590279579162598","3.7590279579162598","3.7590279579162598","3.009730100631714","3.009730100631714","3.009730100631714","3.6136550903320312","3.6136550903320312","3.6136550903320312"
"4109","3.9153475761413574","3.9153475761413574","3.9153475761413574","2.9979665279388428","2.9979665279388428","2.9979665279388428","3.093696117401123","3.093696117401123","3.093696117401123"
"4139","5.685853004455566","5.685853004455566","5.685853004455566","3.027445077896118","3.027445077896118","3.027445077896118","3.1904635429382324","3.1904635429382324","3.1904635429382324"
"4169","3.8047749996185303","3.8047749996185303","3.8047749996185303","2.6509737968444824","2.6509737968444824","2.6509737968444824","3.2492175102233887","3.2492175102233887","3.2492175102233887"
"4199","3.3081471920013428","3.3081471920013428","3.3081471920013428","2.9678337574005127","2.9678337574005127","2.9678337574005127","2.841503858566284","2.841503858566284","2.841503858566284"
"4229","5.038083553314209","5.038083553314209","5.038083553314209","3.011026620864868","3.011026620864868","3.011026620864868","3.0849413871765137","3.0849413871765137","3.0849413871765137"
"4259","3.0349066257476807","3.0349066257476807","3.0349066257476807","3.071732521057129","3.071732521057129","3.071732521057129","3.466099500656128","3.466099500656128","3.466099500656128"
"4289","2.6551384925842285","2.6551384925842285","2.6551384925842285","2.529144763946533","2.529144763946533","2.529144763946533","2.870391845703125","2.870391845703125","2.870391845703125"
"4319","2.740178108215332","2.740178108215332","2.740178108215332","2.740316152572632","2.740316152572632","2.740316152572632","3.059113025665283","3.059113025665283","3.059113025665283"
"4349","2.8919458389282227","2.8919458389282227","2.8919458389282227","2.780150890350342","2.780150890350342","2.780150890350342","3.267220973968506","3.267220973968506","3.267220973968506"
"4379","2.9631054401397705","2.9631054401397705","2.9631054401397705","3.1003146171569824","3.1003146171569824","3.1003146171569824","3.162550926208496","3.162550926208496","3.162550926208496"
"4409","2.8772172927856445","2.8772172927856445","2.8772172927856445","3.0477609634399414","3.0477609634399414","3.0477609634399414","3.226940631866455","3.226940631866455","3.226940631866455"
"4439","5.4894609451293945","5.4894609451293945","5.4894609451293945","2.7450897693634033","2.7450897693634033","2.7450897693634033","2.9263951778411865","2.9263951778411865","2.9263951778411865"
"4469","2.822402238845825","2.822402238845825","2.822402238845825","2.755878210067749","2.755878210067749","2.755878210067749","3.3364410400390625","3.3364410400390625","3.3364410400390625"
"4499","3.1578664779663086","3.1578664779663086","3.1578664779663086","3.0285937786102295","3.0285937786102295","3.0285937786102295","2.9452288150787354","2.9452288150787354","2.9452288150787354"
"4529","2.8778016567230225","2.8778016567230225","2.8778016567230225","2.5755441188812256","2.5755441188812256","2.5755441188812256","3.2237658500671387","3.2237658500671387","3.2237658500671387"
"4559","4.365408420562744","4.365408420562744","4.365408420562744","2.7818238735198975","2.7818238735198975","2.7818238735198975","2.8870162963867188","2.8870162963867188","2.8870162963867188"
"4589","2.6617724895477295","2.6617724895477295","2.6617724895477295","2.750715970993042","2.750715970993042","2.750715970993042","2.857499361038208","2.857499361038208","2.857499361038208"
"4619","2.703996419906616","2.703996419906616","2.703996419906616","2.8991758823394775","2.8991758823394775","2.8991758823394775","2.9919042587280273","2.9919042587280273","2.9919042587280273"
"4649","2.6215362548828125","2.6215362548828125","2.6215362548828125","3.103100538253784","3.103100538253784","3.103100538253784","3.0239498615264893","3.0239498615264893","3.0239498615264893"
"4679","3.6060469150543213","3.6060469150543213","3.6060469150543213","2.6963446140289307","2.6963446140289307","2.6963446140289307","2.8709356784820557","2.8709356784820557","2.8709356784820557"
"4709","4.1527557373046875","4.1527557373046875","4.1527557373046875","2.750373363494873","2.750373363494873","2.750373363494873","2.9693586826324463","2.9693586826324463","2.9693586826324463"
"4739","4.756618976593018","4.756618976593018","4.756618976593018","2.7354507446289062","2.7354507446289062","2.7354507446289062","2.7501137256622314","2.7501137256622314","2.7501137256622314"
"4769","3.136852979660034","3.136852979660034","3.136852979660034","2.9566099643707275","2.9566099643707275","2.9566099643707275","2.9503393173217773","2.9503393173217773","2.9503393173217773"
"4799","3.1028599739074707","3.1028599739074707","3.1028599739074707","2.770495653152466","2.770495653152466","2.770495653152466","3.243468761444092","3.243468761444092","3.243468761444092"
"4829","3.1069042682647705","3.1069042682647705","3.1069042682647705","2.774648904800415","2.774648904800415","2.774648904800415","2.7147057056427","2.7147057056427","2.7147057056427"
"4859","2.4877476692199707","2.4877476692199707","2.4877476692199707","2.3687310218811035","2.3687310218811035","2.3687310218811035","2.7533516883850098","2.7533516883850098","2.7533516883850098"
"4889","2.4707560539245605","2.4707560539245605","2.4707560539245605","2.5087521076202393","2.5087521076202393","2.5087521076202393","2.6610777378082275","2.6610777378082275","2.6610777378082275"
