"Step","layer0_residual_mid_gpt2_jumprelu - losses/mse_loss","layer0_residual_mid_gpt2_jumprelu - losses/mse_loss__MIN","layer0_residual_mid_gpt2_jumprelu - losses/mse_loss__MAX","layer0_residual_mid_gpt2_singular_fisher - losses/mse_loss","layer0_residual_mid_gpt2_singular_fisher - losses/mse_loss__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/mse_loss__MAX","layer10_residual_mid_gpt2_jumprelu - losses/mse_loss","layer10_residual_mid_gpt2_jumprelu - losses/mse_loss__MIN","layer10_residual_mid_gpt2_jumprelu - losses/mse_loss__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/mse_loss","layer10_residual_mid_gpt2_singular_fisher - losses/mse_loss__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/mse_loss__MAX","layer5_residual_mid_gpt2_jumprelu - losses/mse_loss","layer5_residual_mid_gpt2_jumprelu - losses/mse_loss__MIN","layer5_residual_mid_gpt2_jumprelu - losses/mse_loss__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/mse_loss","layer5_residual_mid_gpt2_singular_fisher - losses/mse_loss__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/mse_loss__MAX"
"5039","0.25757619738578796","0.25757619738578796","0.25757619738578796","0.7624065279960632","0.7624065279960632","0.7624065279960632","6.844323635101318","6.844323635101318","6.844323635101318","62.91707229614258","62.91707229614258","62.91707229614258","2.975085496902466","2.975085496902466","2.975085496902466","12.862749099731445","12.862749099731445","12.862749099731445"
"5069","0.2964860498905182","0.2964860498905182","0.2964860498905182","0.873776912689209","0.873776912689209","0.873776912689209","6.213324069976807","6.213324069976807","6.213324069976807","55.55604553222656","55.55604553222656","55.55604553222656","3.2238433361053467","3.2238433361053467","3.2238433361053467","12.71512222290039","12.71512222290039","12.71512222290039"
"5099","0.2634090781211853","0.2634090781211853","0.2634090781211853","0.8615626096725464","0.8615626096725464","0.8615626096725464","4.617791652679443","4.617791652679443","4.617791652679443","38.68242645263672","38.68242645263672","38.68242645263672","2.26240873336792","2.26240873336792","2.26240873336792","11.26547622680664","11.26547622680664","11.26547622680664"
"5129","0.24834950268268585","0.24834950268268585","0.24834950268268585","0.7998406291007996","0.7998406291007996","0.7998406291007996","15.512174606323242","15.512174606323242","15.512174606323242","59.089324951171875","59.089324951171875","59.089324951171875","4.151256084442139","4.151256084442139","4.151256084442139","13.117999076843262","13.117999076843262","13.117999076843262"
"5159","0.21143348515033722","0.21143348515033722","0.21143348515033722","0.6866123676300049","0.6866123676300049","0.6866123676300049","6.101259708404541","6.101259708404541","6.101259708404541","67.1041259765625","67.1041259765625","67.1041259765625","2.151387929916382","2.151387929916382","2.151387929916382","11.263919830322266","11.263919830322266","11.263919830322266"
"5189","0.2457805573940277","0.2457805573940277","0.2457805573940277","0.778826117515564","0.778826117515564","0.778826117515564","6.0141425132751465","6.0141425132751465","6.0141425132751465","58.81623077392578","58.81623077392578","58.81623077392578","2.7554163932800293","2.7554163932800293","2.7554163932800293","13.086493492126465","13.086493492126465","13.086493492126465"
"5219","0.22527560591697693","0.22527560591697693","0.22527560591697693","0.794885516166687","0.794885516166687","0.794885516166687","5.955577373504639","5.955577373504639","5.955577373504639","67.6739730834961","67.6739730834961","67.6739730834961","3.4048242568969727","3.4048242568969727","3.4048242568969727","11.260404586791992","11.260404586791992","11.260404586791992"
"5249","0.19415469467639923","0.19415469467639923","0.19415469467639923","0.5537872314453125","0.5537872314453125","0.5537872314453125","3.981241464614868","3.981241464614868","3.981241464614868","41.68071365356445","41.68071365356445","41.68071365356445","2.2374074459075928","2.2374074459075928","2.2374074459075928","8.707972526550293","8.707972526550293","8.707972526550293"
"5279","0.2706775367259979","0.2706775367259979","0.2706775367259979","0.850909948348999","0.850909948348999","0.850909948348999","6.662830829620361","6.662830829620361","6.662830829620361","77.95033264160156","77.95033264160156","77.95033264160156","6.26725959777832","6.26725959777832","6.26725959777832","16.48570442199707","16.48570442199707","16.48570442199707"
"5309","0.24607424437999725","0.24607424437999725","0.24607424437999725","0.8608033061027527","0.8608033061027527","0.8608033061027527","3.2526323795318604","3.2526323795318604","3.2526323795318604","42.91059875488281","42.91059875488281","42.91059875488281","2.085132360458374","2.085132360458374","2.085132360458374","10.068604469299316","10.068604469299316","10.068604469299316"
"5339","0.22985970973968506","0.22985970973968506","0.22985970973968506","0.7455959320068359","0.7455959320068359","0.7455959320068359","114.71979522705078","114.71979522705078","114.71979522705078","228.24310302734375","228.24310302734375","228.24310302734375","53.89250946044922","53.89250946044922","53.89250946044922","67.84215545654297","67.84215545654297","67.84215545654297"
"5369","0.2115599811077118","0.2115599811077118","0.2115599811077118","0.7097032070159912","0.7097032070159912","0.7097032070159912","26.44845962524414","26.44845962524414","26.44845962524414","347.7121887207031","347.7121887207031","347.7121887207031","25.39870834350586","25.39870834350586","25.39870834350586","1098.96923828125","1098.96923828125","1098.96923828125"
"5399","0.19321632385253906","0.19321632385253906","0.19321632385253906","0.621203601360321","0.621203601360321","0.621203601360321","2.8677961826324463","2.8677961826324463","2.8677961826324463","33.87044906616211","33.87044906616211","33.87044906616211","1.555693507194519","1.555693507194519","1.555693507194519","8.15152359008789","8.15152359008789","8.15152359008789"
"5429","0.2807169556617737","0.2807169556617737","0.2807169556617737","0.9272398352622986","0.9272398352622986","0.9272398352622986","7.151611328125","7.151611328125","7.151611328125","77.60166931152344","77.60166931152344","77.60166931152344","3.3853204250335693","3.3853204250335693","3.3853204250335693","16.316341400146484","16.316341400146484","16.316341400146484"
"5459","0.232614204287529","0.232614204287529","0.232614204287529","0.8186070919036865","0.8186070919036865","0.8186070919036865","4.180863380432129","4.180863380432129","4.180863380432129","43.595481872558594","43.595481872558594","43.595481872558594","2.629570960998535","2.629570960998535","2.629570960998535","13.866504669189453","13.866504669189453","13.866504669189453"
"5489","0.24528487026691437","0.24528487026691437","0.24528487026691437","0.8662110567092896","0.8662110567092896","0.8662110567092896","6.536686420440674","6.536686420440674","6.536686420440674","72.0577621459961","72.0577621459961","72.0577621459961","3.8787875175476074","3.8787875175476074","3.8787875175476074","14.638097763061523","14.638097763061523","14.638097763061523"
"5519","0.2657115161418915","0.2657115161418915","0.2657115161418915","0.8960811495780945","0.8960811495780945","0.8960811495780945","7.352708339691162","7.352708339691162","7.352708339691162","99.79345703125","99.79345703125","99.79345703125","5.623814582824707","5.623814582824707","5.623814582824707","82.93498229980469","82.93498229980469","82.93498229980469"
"5549","0.21718722581863403","0.21718722581863403","0.21718722581863403","0.6155121326446533","0.6155121326446533","0.6155121326446533","9.322014808654785","9.322014808654785","9.322014808654785","79.41038513183594","79.41038513183594","79.41038513183594","4.56915283203125","4.56915283203125","4.56915283203125","13.330174446105957","13.330174446105957","13.330174446105957"
"5579","0.19805234670639038","0.19805234670639038","0.19805234670639038","0.6661101579666138","0.6661101579666138","0.6661101579666138","6.649143695831299","6.649143695831299","6.649143695831299","67.06719207763672","67.06719207763672","67.06719207763672","2.69998836517334","2.69998836517334","2.69998836517334","11.937911033630371","11.937911033630371","11.937911033630371"
"5609","0.2135850489139557","0.2135850489139557","0.2135850489139557","0.6243516802787781","0.6243516802787781","0.6243516802787781","4.114382743835449","4.114382743835449","4.114382743835449","44.86207962036133","44.86207962036133","44.86207962036133","2.0339770317077637","2.0339770317077637","2.0339770317077637","9.794478416442871","9.794478416442871","9.794478416442871"
"5639","0.21317607164382935","0.21317607164382935","0.21317607164382935","0.638984739780426","0.638984739780426","0.638984739780426","4.322851181030273","4.322851181030273","4.322851181030273","43.63271713256836","43.63271713256836","43.63271713256836","1.9764111042022705","1.9764111042022705","1.9764111042022705","10.51950740814209","10.51950740814209","10.51950740814209"
"5669","0.24198481440544128","0.24198481440544128","0.24198481440544128","0.7177478671073914","0.7177478671073914","0.7177478671073914","5.66010046005249","5.66010046005249","5.66010046005249","60.67340087890625","60.67340087890625","60.67340087890625","2.2643487453460693","2.2643487453460693","2.2643487453460693","12.785612106323242","12.785612106323242","12.785612106323242"
"5699","0.1797194629907608","0.1797194629907608","0.1797194629907608","0.5859069228172302","0.5859069228172302","0.5859069228172302","11.01164436340332","11.01164436340332","11.01164436340332","63.626190185546875","63.626190185546875","63.626190185546875","4.076572418212891","4.076572418212891","4.076572418212891","11.493383407592773","11.493383407592773","11.493383407592773"
"5729","0.16884607076644897","0.16884607076644897","0.16884607076644897","0.5616296529769897","0.5616296529769897","0.5616296529769897","9.41717529296875","9.41717529296875","9.41717529296875","42.86795425415039","42.86795425415039","42.86795425415039","6.776792049407959","6.776792049407959","6.776792049407959","8.619826316833496","8.619826316833496","8.619826316833496"
"5759","0.1631435751914978","0.1631435751914978","0.1631435751914978","0.5068386197090149","0.5068386197090149","0.5068386197090149","7.4330010414123535","7.4330010414123535","7.4330010414123535","61.32457733154297","61.32457733154297","61.32457733154297","2.926945209503174","2.926945209503174","2.926945209503174","10.796907424926758","10.796907424926758","10.796907424926758"
"5789","0.20379360020160675","0.20379360020160675","0.20379360020160675","0.7188006639480591","0.7188006639480591","0.7188006639480591","4.481107711791992","4.481107711791992","4.481107711791992","44.88081741333008","44.88081741333008","44.88081741333008","2.0651538372039795","2.0651538372039795","2.0651538372039795","14.646947860717773","14.646947860717773","14.646947860717773"
"5819","0.23513706028461456","0.23513706028461456","0.23513706028461456","0.7811407446861267","0.7811407446861267","0.7811407446861267","4.008903503417969","4.008903503417969","4.008903503417969","44.212860107421875","44.212860107421875","44.212860107421875","3.146732807159424","3.146732807159424","3.146732807159424","10.234573364257812","10.234573364257812","10.234573364257812"
"5849","0.25293871760368347","0.25293871760368347","0.25293871760368347","0.9150996804237366","0.9150996804237366","0.9150996804237366","3.9894676208496094","3.9894676208496094","3.9894676208496094","56.37347412109375","56.37347412109375","56.37347412109375","2.8531181812286377","2.8531181812286377","2.8531181812286377","11.828239440917969","11.828239440917969","11.828239440917969"
"5879","0.2075871378183365","0.2075871378183365","0.2075871378183365","0.7404640316963196","0.7404640316963196","0.7404640316963196","8.00340461730957","8.00340461730957","8.00340461730957","82.48843383789062","82.48843383789062","82.48843383789062","2.6883981227874756","2.6883981227874756","2.6883981227874756","14.734257698059082","14.734257698059082","14.734257698059082"
"5909","0.17930452525615692","0.17930452525615692","0.17930452525615692","0.6274987459182739","0.6274987459182739","0.6274987459182739","5.218286037445068","5.218286037445068","5.218286037445068","42.364627838134766","42.364627838134766","42.364627838134766","1.6745465993881226","1.6745465993881226","1.6745465993881226","10.86667537689209","10.86667537689209","10.86667537689209"
"5939","0.2062310427427292","0.2062310427427292","0.2062310427427292","0.5870006680488586","0.5870006680488586","0.5870006680488586","3.765265941619873","3.765265941619873","3.765265941619873","48.69197082519531","48.69197082519531","48.69197082519531","4.353332996368408","4.353332996368408","4.353332996368408","27.24066162109375","27.24066162109375","27.24066162109375"
"5969","0.21314357221126556","0.21314357221126556","0.21314357221126556","0.7242802977561951","0.7242802977561951","0.7242802977561951","5.746345520019531","5.746345520019531","5.746345520019531","66.48938751220703","66.48938751220703","66.48938751220703","3.5163750648498535","3.5163750648498535","3.5163750648498535","12.74816608428955","12.74816608428955","12.74816608428955"
"5999","0.20892280340194702","0.20892280340194702","0.20892280340194702","0.7700251340866089","0.7700251340866089","0.7700251340866089","7.983674049377441","7.983674049377441","7.983674049377441","65.3704605102539","65.3704605102539","65.3704605102539","2.6571922302246094","2.6571922302246094","2.6571922302246094","15.716958999633789","15.716958999633789","15.716958999633789"
"6029","0.20413093268871307","0.20413093268871307","0.20413093268871307","0.7151768803596497","0.7151768803596497","0.7151768803596497","4.5066447257995605","4.5066447257995605","4.5066447257995605","43.951873779296875","43.951873779296875","43.951873779296875","50.53046417236328","50.53046417236328","50.53046417236328","103.41681671142578","103.41681671142578","103.41681671142578"
"6059","0.21262265741825104","0.21262265741825104","0.21262265741825104","0.6538404822349548","0.6538404822349548","0.6538404822349548","9.5235013961792","9.5235013961792","9.5235013961792","71.69129943847656","71.69129943847656","71.69129943847656","3.894430160522461","3.894430160522461","3.894430160522461","11.141359329223633","11.141359329223633","11.141359329223633"
"6089","0.23330777883529663","0.23330777883529663","0.23330777883529663","0.7951897978782654","0.7951897978782654","0.7951897978782654","7.236461639404297","7.236461639404297","7.236461639404297","52.61825180053711","52.61825180053711","52.61825180053711","1.7041914463043213","1.7041914463043213","1.7041914463043213","10.037712097167969","10.037712097167969","10.037712097167969"
"6119","0.1877594292163849","0.1877594292163849","0.1877594292163849","0.7431249022483826","0.7431249022483826","0.7431249022483826","13.574654579162598","13.574654579162598","13.574654579162598","865.427490234375","865.427490234375","865.427490234375","26.418947219848633","26.418947219848633","26.418947219848633","52.78605270385742","52.78605270385742","52.78605270385742"
"6149","0.1877812147140503","0.1877812147140503","0.1877812147140503","0.8068508505821228","0.8068508505821228","0.8068508505821228","3.567798376083374","3.567798376083374","3.567798376083374","45.40978240966797","45.40978240966797","45.40978240966797","1.493406057357788","1.493406057357788","1.493406057357788","8.433996200561523","8.433996200561523","8.433996200561523"
"6179","0.20861873030662537","0.20861873030662537","0.20861873030662537","0.7332401871681213","0.7332401871681213","0.7332401871681213","4.644041538238525","4.644041538238525","4.644041538238525","51.38277053833008","51.38277053833008","51.38277053833008","2.932015895843506","2.932015895843506","2.932015895843506","13.003666877746582","13.003666877746582","13.003666877746582"
"6209","0.2527972459793091","0.2527972459793091","0.2527972459793091","0.7975535988807678","0.7975535988807678","0.7975535988807678","5.504558086395264","5.504558086395264","5.504558086395264","73.31194305419922","73.31194305419922","73.31194305419922","2.58771014213562","2.58771014213562","2.58771014213562","14.056818962097168","14.056818962097168","14.056818962097168"
"6239","0.2377377301454544","0.2377377301454544","0.2377377301454544","0.7453007102012634","0.7453007102012634","0.7453007102012634","5.121108055114746","5.121108055114746","5.121108055114746","40.52560043334961","40.52560043334961","40.52560043334961","2.0792789459228516","2.0792789459228516","2.0792789459228516","11.487979888916016","11.487979888916016","11.487979888916016"
"6269","0.23377719521522522","0.23377719521522522","0.23377719521522522","0.7078568935394287","0.7078568935394287","0.7078568935394287","4.172131061553955","4.172131061553955","4.172131061553955","50.31594467163086","50.31594467163086","50.31594467163086","1.622793436050415","1.622793436050415","1.622793436050415","11.363593101501465","11.363593101501465","11.363593101501465"
"6299","0.19906391203403473","0.19906391203403473","0.19906391203403473","0.7040517330169678","0.7040517330169678","0.7040517330169678","6.467309474945068","6.467309474945068","6.467309474945068","45.47126770019531","45.47126770019531","45.47126770019531","2.7738888263702393","2.7738888263702393","2.7738888263702393","10.75508975982666","10.75508975982666","10.75508975982666"
"6329","0.20035727322101593","0.20035727322101593","0.20035727322101593","0.6983019709587097","0.6983019709587097","0.6983019709587097","9.01915454864502","9.01915454864502","9.01915454864502","82.26541900634766","82.26541900634766","82.26541900634766","1.5754895210266113","1.5754895210266113","1.5754895210266113","10.989354133605957","10.989354133605957","10.989354133605957"
"6359","0.1987409144639969","0.1987409144639969","0.1987409144639969","0.7562785148620605","0.7562785148620605","0.7562785148620605","5.562355041503906","5.562355041503906","5.562355041503906","50.43838882446289","50.43838882446289","50.43838882446289","1.6767181158065796","1.6767181158065796","1.6767181158065796","10.37588119506836","10.37588119506836","10.37588119506836"
"6389","0.19441844522953033","0.19441844522953033","0.19441844522953033","0.7117631435394287","0.7117631435394287","0.7117631435394287","7.177541255950928","7.177541255950928","7.177541255950928","57.76822280883789","57.76822280883789","57.76822280883789","6.235744476318359","6.235744476318359","6.235744476318359","12.394454956054688","12.394454956054688","12.394454956054688"
"6419","0.2245585322380066","0.2245585322380066","0.2245585322380066","0.5874305367469788","0.5874305367469788","0.5874305367469788","8.83956241607666","8.83956241607666","8.83956241607666","62.074012756347656","62.074012756347656","62.074012756347656","1.9129952192306519","1.9129952192306519","1.9129952192306519","9.724534034729004","9.724534034729004","9.724534034729004"
"6449","0.1922534853219986","0.1922534853219986","0.1922534853219986","0.6392147541046143","0.6392147541046143","0.6392147541046143","5.696272373199463","5.696272373199463","5.696272373199463","55.330291748046875","55.330291748046875","55.330291748046875","12.450276374816895","12.450276374816895","12.450276374816895","14.113773345947266","14.113773345947266","14.113773345947266"
"6479","0.17114558815956116","0.17114558815956116","0.17114558815956116","0.7285072207450867","0.7285072207450867","0.7285072207450867","6.420024394989014","6.420024394989014","6.420024394989014","80.64714813232422","80.64714813232422","80.64714813232422","5.093374729156494","5.093374729156494","5.093374729156494","73.30116271972656","73.30116271972656","73.30116271972656"
"6509","0.14554040133953094","0.14554040133953094","0.14554040133953094","0.5561280846595764","0.5561280846595764","0.5561280846595764","2.6427557468414307","2.6427557468414307","2.6427557468414307","31.40010643005371","31.40010643005371","31.40010643005371","1.5512511730194092","1.5512511730194092","1.5512511730194092","7.046492576599121","7.046492576599121","7.046492576599121"
"6539","0.17732317745685577","0.17732317745685577","0.17732317745685577","0.6272133588790894","0.6272133588790894","0.6272133588790894","3.486579418182373","3.486579418182373","3.486579418182373","52.28921890258789","52.28921890258789","52.28921890258789","2.555898427963257","2.555898427963257","2.555898427963257","10.883834838867188","10.883834838867188","10.883834838867188"
"6569","0.18409626185894012","0.18409626185894012","0.18409626185894012","0.6719210147857666","0.6719210147857666","0.6719210147857666","8.562949180603027","8.562949180603027","8.562949180603027","52.34896469116211","52.34896469116211","52.34896469116211","3.115995168685913","3.115995168685913","3.115995168685913","14.640790939331055","14.640790939331055","14.640790939331055"
"6599","0.2059292048215866","0.2059292048215866","0.2059292048215866","0.7762808799743652","0.7762808799743652","0.7762808799743652","4.889106750488281","4.889106750488281","4.889106750488281","51.716766357421875","51.716766357421875","51.716766357421875","1.196359395980835","1.196359395980835","1.196359395980835","10.39023494720459","10.39023494720459","10.39023494720459"
"6629","0.2144419103860855","0.2144419103860855","0.2144419103860855","0.6592863202095032","0.6592863202095032","0.6592863202095032","7.160867691040039","7.160867691040039","7.160867691040039","69.67718505859375","69.67718505859375","69.67718505859375","3.3535826206207275","3.3535826206207275","3.3535826206207275","10.679736137390137","10.679736137390137","10.679736137390137"
"6659","0.20074576139450073","0.20074576139450073","0.20074576139450073","0.7349534630775452","0.7349534630775452","0.7349534630775452","4.349899768829346","4.349899768829346","4.349899768829346","49.06602096557617","49.06602096557617","49.06602096557617","2.046264171600342","2.046264171600342","2.046264171600342","10.761649131774902","10.761649131774902","10.761649131774902"
"6689","0.1813141256570816","0.1813141256570816","0.1813141256570816","0.7158797979354858","0.7158797979354858","0.7158797979354858","3.8920490741729736","3.8920490741729736","3.8920490741729736","36.63828659057617","36.63828659057617","36.63828659057617","1.5935665369033813","1.5935665369033813","1.5935665369033813","8.168318748474121","8.168318748474121","8.168318748474121"
"6719","0.15396641194820404","0.15396641194820404","0.15396641194820404","0.5868443846702576","0.5868443846702576","0.5868443846702576","3.6416280269622803","3.6416280269622803","3.6416280269622803","24.852508544921875","24.852508544921875","24.852508544921875","1.8688771724700928","1.8688771724700928","1.8688771724700928","5.45310640335083","5.45310640335083","5.45310640335083"
"6749","0.16966766119003296","0.16966766119003296","0.16966766119003296","0.6179282069206238","0.6179282069206238","0.6179282069206238","4.237844944000244","4.237844944000244","4.237844944000244","54.763816833496094","54.763816833496094","54.763816833496094","2.817148447036743","2.817148447036743","2.817148447036743","12.842857360839844","12.842857360839844","12.842857360839844"
"6779","0.20260943472385406","0.20260943472385406","0.20260943472385406","0.7152422070503235","0.7152422070503235","0.7152422070503235","4.624917984008789","4.624917984008789","4.624917984008789","52.49012756347656","52.49012756347656","52.49012756347656","1.4440211057662964","1.4440211057662964","1.4440211057662964","9.612675666809082","9.612675666809082","9.612675666809082"
"6809","0.1338668018579483","0.1338668018579483","0.1338668018579483","0.6028422713279724","0.6028422713279724","0.6028422713279724","4.437263488769531","4.437263488769531","4.437263488769531","39.49842834472656","39.49842834472656","39.49842834472656","1.3410227298736572","1.3410227298736572","1.3410227298736572","8.212970733642578","8.212970733642578","8.212970733642578"
"6839","0.1871185004711151","0.1871185004711151","0.1871185004711151","0.7721261382102966","0.7721261382102966","0.7721261382102966","3.967519760131836","3.967519760131836","3.967519760131836","45.62897491455078","45.62897491455078","45.62897491455078","1.0844107866287231","1.0844107866287231","1.0844107866287231","8.182738304138184","8.182738304138184","8.182738304138184"
"6869","0.13915283977985382","0.13915283977985382","0.13915283977985382","0.5397292375564575","0.5397292375564575","0.5397292375564575","1.657003402709961","1.657003402709961","1.657003402709961","11.731324195861816","11.731324195861816","11.731324195861816","0.9873517155647278","0.9873517155647278","0.9873517155647278","4.433233737945557","4.433233737945557","4.433233737945557"
"6899","0.17169447243213654","0.17169447243213654","0.17169447243213654","0.6234568953514099","0.6234568953514099","0.6234568953514099","3.34895920753479","3.34895920753479","3.34895920753479","29.80587387084961","29.80587387084961","29.80587387084961","1.296534538269043","1.296534538269043","1.296534538269043","5.097383975982666","5.097383975982666","5.097383975982666"
"6929","0.156163290143013","0.156163290143013","0.156163290143013","0.5940660834312439","0.5940660834312439","0.5940660834312439","5.276234149932861","5.276234149932861","5.276234149932861","32.941856384277344","32.941856384277344","32.941856384277344","5.7665696144104","5.7665696144104","5.7665696144104","8.454203605651855","8.454203605651855","8.454203605651855"
"6959","0.15831486880779266","0.15831486880779266","0.15831486880779266","0.6480816006660461","0.6480816006660461","0.6480816006660461","2.971822500228882","2.971822500228882","2.971822500228882","20.189022064208984","20.189022064208984","20.189022064208984","0.9902371168136597","0.9902371168136597","0.9902371168136597","6.982177734375","6.982177734375","6.982177734375"
"6989","0.16783873736858368","0.16783873736858368","0.16783873736858368","0.5661278963088989","0.5661278963088989","0.5661278963088989","5.9922099113464355","5.9922099113464355","5.9922099113464355","56.78679656982422","56.78679656982422","56.78679656982422","2.9184086322784424","2.9184086322784424","2.9184086322784424","8.551138877868652","8.551138877868652","8.551138877868652"
"7019","0.1380774825811386","0.1380774825811386","0.1380774825811386","0.4978786110877991","0.4978786110877991","0.4978786110877991","4.758563995361328","4.758563995361328","4.758563995361328","45.99210739135742","45.99210739135742","45.99210739135742","1.4698656797409058","1.4698656797409058","1.4698656797409058","9.239607810974121","9.239607810974121","9.239607810974121"
"7049","0.1797311007976532","0.1797311007976532","0.1797311007976532","0.6383954286575317","0.6383954286575317","0.6383954286575317","2.836904764175415","2.836904764175415","2.836904764175415","20.018627166748047","20.018627166748047","20.018627166748047","0.8745744228363037","0.8745744228363037","0.8745744228363037","5.530024528503418","5.530024528503418","5.530024528503418"
"7079","0.18689198791980743","0.18689198791980743","0.18689198791980743","0.6934454441070557","0.6934454441070557","0.6934454441070557","4.184427261352539","4.184427261352539","4.184427261352539","29.789730072021484","29.789730072021484","29.789730072021484","1.304024338722229","1.304024338722229","1.304024338722229","8.15499210357666","8.15499210357666","8.15499210357666"
"7109","0.11296065896749496","0.11296065896749496","0.11296065896749496","0.5212441086769104","0.5212441086769104","0.5212441086769104","3.604485511779785","3.604485511779785","3.604485511779785","26.749347686767578","26.749347686767578","26.749347686767578","4.120611667633057","4.120611667633057","4.120611667633057","16.694974899291992","16.694974899291992","16.694974899291992"
"7139","0.12540899217128754","0.12540899217128754","0.12540899217128754","0.4429040551185608","0.4429040551185608","0.4429040551185608","4.354773998260498","4.354773998260498","4.354773998260498","26.616703033447266","26.616703033447266","26.616703033447266","5.900445461273193","5.900445461273193","5.900445461273193","15.732112884521484","15.732112884521484","15.732112884521484"
"7169","0.1882554590702057","0.1882554590702057","0.1882554590702057","0.7425150871276855","0.7425150871276855","0.7425150871276855","2.4712939262390137","2.4712939262390137","2.4712939262390137","28.28614616394043","28.28614616394043","28.28614616394043","0.9542837142944336","0.9542837142944336","0.9542837142944336","6.246793270111084","6.246793270111084","6.246793270111084"
"7199","0.16494403779506683","0.16494403779506683","0.16494403779506683","0.5742315053939819","0.5742315053939819","0.5742315053939819","3.8323047161102295","3.8323047161102295","3.8323047161102295","24.490339279174805","24.490339279174805","24.490339279174805","1.214884877204895","1.214884877204895","1.214884877204895","7.5986647605896","7.5986647605896","7.5986647605896"
"7229","0.16267681121826172","0.16267681121826172","0.16267681121826172","0.5299603343009949","0.5299603343009949","0.5299603343009949","5.393326759338379","5.393326759338379","5.393326759338379","41.369510650634766","41.369510650634766","41.369510650634766","1.179984211921692","1.179984211921692","1.179984211921692","6.775386810302734","6.775386810302734","6.775386810302734"
"7259","0.18314725160598755","0.18314725160598755","0.18314725160598755","0.7352944612503052","0.7352944612503052","0.7352944612503052","3.594393730163574","3.594393730163574","3.594393730163574","27.94049835205078","27.94049835205078","27.94049835205078","3.177522897720337","3.177522897720337","3.177522897720337","10.338916778564453","10.338916778564453","10.338916778564453"
"7289","0.16819782555103302","0.16819782555103302","0.16819782555103302","0.6224061846733093","0.6224061846733093","0.6224061846733093","3.0349152088165283","3.0349152088165283","3.0349152088165283","32.92378234863281","32.92378234863281","32.92378234863281","1.208403468132019","1.208403468132019","1.208403468132019","7.710055828094482","7.710055828094482","7.710055828094482"
"7319","0.15029893815517426","0.15029893815517426","0.15029893815517426","0.6127598285675049","0.6127598285675049","0.6127598285675049","4.611222267150879","4.611222267150879","4.611222267150879","31.37639045715332","31.37639045715332","31.37639045715332","1.0665576457977295","1.0665576457977295","1.0665576457977295","7.683886528015137","7.683886528015137","7.683886528015137"
"7349","0.15152978897094727","0.15152978897094727","0.15152978897094727","0.7099526524543762","0.7099526524543762","0.7099526524543762","3.114081382751465","3.114081382751465","3.114081382751465","26.006675720214844","26.006675720214844","26.006675720214844","0.9492855668067932","0.9492855668067932","0.9492855668067932","6.662171363830566","6.662171363830566","6.662171363830566"
"7379","0.16496095061302185","0.16496095061302185","0.16496095061302185","0.5370972752571106","0.5370972752571106","0.5370972752571106","3.473475456237793","3.473475456237793","3.473475456237793","32.636436462402344","32.636436462402344","32.636436462402344","1.078850507736206","1.078850507736206","1.078850507736206","5.994461536407471","5.994461536407471","5.994461536407471"
"7409","0.12218533456325531","0.12218533456325531","0.12218533456325531","0.6046268939971924","0.6046268939971924","0.6046268939971924","2.666149616241455","2.666149616241455","2.666149616241455","36.56819534301758","36.56819534301758","36.56819534301758","2.5703532695770264","2.5703532695770264","2.5703532695770264","57.93288040161133","57.93288040161133","57.93288040161133"
"7439","0.16992251574993134","0.16992251574993134","0.16992251574993134","0.758692741394043","0.758692741394043","0.758692741394043","2.788457155227661","2.788457155227661","2.788457155227661","28.19590950012207","28.19590950012207","28.19590950012207","1.2292569875717163","1.2292569875717163","1.2292569875717163","7.00969123840332","7.00969123840332","7.00969123840332"
"7469","0.13087506592273712","0.13087506592273712","0.13087506592273712","0.4569791555404663","0.4569791555404663","0.4569791555404663","2.7274069786071777","2.7274069786071777","2.7274069786071777","22.83065414428711","22.83065414428711","22.83065414428711","0.987736165523529","0.987736165523529","0.987736165523529","6.041497707366943","6.041497707366943","6.041497707366943"
"7499","0.1297144591808319","0.1297144591808319","0.1297144591808319","0.5756065845489502","0.5756065845489502","0.5756065845489502","3.7223095893859863","3.7223095893859863","3.7223095893859863","28.492069244384766","28.492069244384766","28.492069244384766","0.8888819813728333","0.8888819813728333","0.8888819813728333","5.641963958740234","5.641963958740234","5.641963958740234"
"7529","0.12915219366550446","0.12915219366550446","0.12915219366550446","0.4702431261539459","0.4702431261539459","0.4702431261539459","2.568084239959717","2.568084239959717","2.568084239959717","25.10344123840332","25.10344123840332","25.10344123840332","1.8833221197128296","1.8833221197128296","1.8833221197128296","15.064249992370605","15.064249992370605","15.064249992370605"
"7559","0.1220211610198021","0.1220211610198021","0.1220211610198021","0.5767207145690918","0.5767207145690918","0.5767207145690918","4.464597702026367","4.464597702026367","4.464597702026367","28.24566650390625","28.24566650390625","28.24566650390625","1.3617804050445557","1.3617804050445557","1.3617804050445557","7.144730091094971","7.144730091094971","7.144730091094971"
