"Step","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX"
"10019","60672.3984375","60672.3984375","60672.3984375","36690.09765625","36690.09765625","36690.09765625","60069.59765625","60069.59765625","60069.59765625","36021.34765625","36021.34765625","36021.34765625","59507.8984375","59507.8984375","59507.8984375","34336.94921875","34336.94921875","34336.94921875"
"10049","60663.34765625","60663.34765625","60663.34765625","36669.59765625","36669.59765625","36669.59765625","60025.296875","60025.296875","60025.296875","36538.30078125","36538.30078125","36538.30078125","59569.94921875","59569.94921875","59569.94921875","35037.80078125","35037.80078125","35037.80078125"
"10079","60725.5","60725.5","60725.5","36836.30078125","36836.30078125","36836.30078125","60219.25","60219.25","60219.25","36607.8984375","36607.8984375","36607.8984375","59507.546875","59507.546875","59507.546875","34973.84765625","34973.84765625","34973.84765625"
"10109","60695.6484375","60695.6484375","60695.6484375","36562.3984375","36562.3984375","36562.3984375","59983.69921875","59983.69921875","59983.69921875","36210.09765625","36210.09765625","36210.09765625","59599.34765625","59599.34765625","59599.34765625","34416.1484375","34416.1484375","34416.1484375"
"10139","60650.34765625","60650.34765625","60650.34765625","36712.55078125","36712.55078125","36712.55078125","59861.25","59861.25","59861.25","35785.05078125","35785.05078125","35785.05078125","59569.75","59569.75","59569.75","34433.94921875","34433.94921875","34433.94921875"
"10169","60630.25","60630.25","60630.25","36578.84765625","36578.84765625","36578.84765625","60019.19921875","60019.19921875","60019.19921875","35439.3984375","35439.3984375","35439.3984375","59446.796875","59446.796875","59446.796875","34716.80078125","34716.80078125","34716.80078125"
"10199","60589.6484375","60589.6484375","60589.6484375","36658.75","36658.75","36658.75","60029.19921875","60029.19921875","60029.19921875","36252.59765625","36252.59765625","36252.59765625","59484.84765625","59484.84765625","59484.84765625","34495.80078125","34495.80078125","34495.80078125"
"10229","60477.09765625","60477.09765625","60477.09765625","36300","36300","36300","59912.3984375","59912.3984375","59912.3984375","36291.3984375","36291.3984375","36291.3984375","59508.25","59508.25","59508.25","34247.84765625","34247.84765625","34247.84765625"
"10259","60752.296875","60752.296875","60752.296875","36562","36562","36562","59961","59961","59961","36121.19921875","36121.19921875","36121.19921875","59629.44921875","59629.44921875","59629.44921875","34398.30078125","34398.30078125","34398.30078125"
"10289","60694.046875","60694.046875","60694.046875","36814.75","36814.75","36814.75","60064.25","60064.25","60064.25","36540","36540","36540","59695.84765625","59695.84765625","59695.84765625","35088.80078125","35088.80078125","35088.80078125"
"10319","60596","60596","60596","36737.3984375","36737.3984375","36737.3984375","60075.84765625","60075.84765625","60075.84765625","36110.30078125","36110.30078125","36110.30078125","59618.8984375","59618.8984375","59618.8984375","34840.55078125","34840.55078125","34840.55078125"
"10349","60544","60544","60544","36680.6484375","36680.6484375","36680.6484375","60000.69921875","60000.69921875","60000.69921875","36385","36385","36385","59562.5","59562.5","59562.5","34799.34765625","34799.34765625","34799.34765625"
"10379","60494.8984375","60494.8984375","60494.8984375","36353.94921875","36353.94921875","36353.94921875","59909.796875","59909.796875","59909.796875","35765.8984375","35765.8984375","35765.8984375","59462.09765625","59462.09765625","59462.09765625","33781.19921875","33781.19921875","33781.19921875"
"10409","60577.3984375","60577.3984375","60577.3984375","36718.55078125","36718.55078125","36718.55078125","59930.94921875","59930.94921875","59930.94921875","35866.84765625","35866.84765625","35866.84765625","59450.75","59450.75","59450.75","34480.69921875","34480.69921875","34480.69921875"
"10439","60504.796875","60504.796875","60504.796875","36404.69921875","36404.69921875","36404.69921875","59872.59765625","59872.59765625","59872.59765625","36016.94921875","36016.94921875","36016.94921875","59466.1484375","59466.1484375","59466.1484375","34684.30078125","34684.30078125","34684.30078125"
"10469","60589.19921875","60589.19921875","60589.19921875","36564.75","36564.75","36564.75","60007.5","60007.5","60007.5","35589.44921875","35589.44921875","35589.44921875","59515.796875","59515.796875","59515.796875","34544.44921875","34544.44921875","34544.44921875"
"10499","60650.25","60650.25","60650.25","36507.30078125","36507.30078125","36507.30078125","59854.8984375","59854.8984375","59854.8984375","35748.69921875","35748.69921875","35748.69921875","59330.796875","59330.796875","59330.796875","34228.84765625","34228.84765625","34228.84765625"
"10529","60707.3984375","60707.3984375","60707.3984375","36790.6484375","36790.6484375","36790.6484375","59893.046875","59893.046875","59893.046875","36057.3984375","36057.3984375","36057.3984375","59437.69921875","59437.69921875","59437.69921875","34852.94921875","34852.94921875","34852.94921875"
"10559","60539.546875","60539.546875","60539.546875","36687.34765625","36687.34765625","36687.34765625","59915.44921875","59915.44921875","59915.44921875","35731.34765625","35731.34765625","35731.34765625","59225.75","59225.75","59225.75","34602.25","34602.25","34602.25"
"10589","60617.19921875","60617.19921875","60617.19921875","36657.80078125","36657.80078125","36657.80078125","59872.5","59872.5","59872.5","35877.30078125","35877.30078125","35877.30078125","59300.546875","59300.546875","59300.546875","34452.59765625","34452.59765625","34452.59765625"
"10619","60668.75","60668.75","60668.75","36731.94921875","36731.94921875","36731.94921875","59983.84765625","59983.84765625","59983.84765625","36444.80078125","36444.80078125","36444.80078125","59463.59765625","59463.59765625","59463.59765625","34602.8984375","34602.8984375","34602.8984375"
"10649","60673.046875","60673.046875","60673.046875","36655.8984375","36655.8984375","36655.8984375","60035.546875","60035.546875","60035.546875","36382.19921875","36382.19921875","36382.19921875","59545.1484375","59545.1484375","59545.1484375","34902.44921875","34902.44921875","34902.44921875"
"10679","60538.09765625","60538.09765625","60538.09765625","36548.05078125","36548.05078125","36548.05078125","59951.546875","59951.546875","59951.546875","36387.1484375","36387.1484375","36387.1484375","59519.59765625","59519.59765625","59519.59765625","34604.8984375","34604.8984375","34604.8984375"
"10709","60671.75","60671.75","60671.75","36623.6484375","36623.6484375","36623.6484375","59963.1484375","59963.1484375","59963.1484375","36617","36617","36617","59557.34765625","59557.34765625","59557.34765625","34954.19921875","34954.19921875","34954.19921875"
"10739","60516.19921875","60516.19921875","60516.19921875","36514.80078125","36514.80078125","36514.80078125","59919.34765625","59919.34765625","59919.34765625","36711.59765625","36711.59765625","36711.59765625","59363.6484375","59363.6484375","59363.6484375","33766.5","33766.5","33766.5"
"10769","60586.796875","60586.796875","60586.796875","36687.80078125","36687.80078125","36687.80078125","59837.796875","59837.796875","59837.796875","36464.59765625","36464.59765625","36464.59765625","59492.8984375","59492.8984375","59492.8984375","34071.59765625","34071.59765625","34071.59765625"
"10799","60626.6484375","60626.6484375","60626.6484375","36540.30078125","36540.30078125","36540.30078125","59781.546875","59781.546875","59781.546875","36566.09765625","36566.09765625","36566.09765625","59399.59765625","59399.59765625","59399.59765625","34158.3984375","34158.3984375","34158.3984375"
"10829","60662.296875","60662.296875","60662.296875","36590.30078125","36590.30078125","36590.30078125","59942.94921875","59942.94921875","59942.94921875","36473.80078125","36473.80078125","36473.80078125","59426.75","59426.75","59426.75","34359.44921875","34359.44921875","34359.44921875"
"10859","60539.94921875","60539.94921875","60539.94921875","36434.3984375","36434.3984375","36434.3984375","59558.8984375","59558.8984375","59558.8984375","35525.30078125","35525.30078125","35525.30078125","59214.75","59214.75","59214.75","34049.34765625","34049.34765625","34049.34765625"
"10889","60455","60455","60455","36384.30078125","36384.30078125","36384.30078125","59622.3984375","59622.3984375","59622.3984375","35884.19921875","35884.19921875","35884.19921875","59470.8984375","59470.8984375","59470.8984375","34317.05078125","34317.05078125","34317.05078125"
"10919","60653.1484375","60653.1484375","60653.1484375","36450.84765625","36450.84765625","36450.84765625","59744.046875","59744.046875","59744.046875","36121.69921875","36121.69921875","36121.69921875","59370.59765625","59370.59765625","59370.59765625","34487.5","34487.5","34487.5"
"10949","60678.8984375","60678.8984375","60678.8984375","36734.1484375","36734.1484375","36734.1484375","59868","59868","59868","36435.94921875","36435.94921875","36435.94921875","59400.25","59400.25","59400.25","34193.69921875","34193.69921875","34193.69921875"
"10979","60634","60634","60634","36656.8984375","36656.8984375","36656.8984375","59792.84765625","59792.84765625","59792.84765625","35273.19921875","35273.19921875","35273.19921875","59393.3984375","59393.3984375","59393.3984375","34174.44921875","34174.44921875","34174.44921875"
"11009","60766.6484375","60766.6484375","60766.6484375","36513.75","36513.75","36513.75","59816.6484375","59816.6484375","59816.6484375","36046.80078125","36046.80078125","36046.80078125","59443.25","59443.25","59443.25","34337.25","34337.25","34337.25"
"11039","60575.84765625","60575.84765625","60575.84765625","36632.30078125","36632.30078125","36632.30078125","59724.5","59724.5","59724.5","35541.5","35541.5","35541.5","59514.19921875","59514.19921875","59514.19921875","34512.3984375","34512.3984375","34512.3984375"
"11069","60551.69921875","60551.69921875","60551.69921875","36559.69921875","36559.69921875","36559.69921875","59751.046875","59751.046875","59751.046875","36238","36238","36238","59412.25","59412.25","59412.25","33968.44921875","33968.44921875","33968.44921875"
"11099","60596.59765625","60596.59765625","60596.59765625","36506.05078125","36506.05078125","36506.05078125","59651.69921875","59651.69921875","59651.69921875","36329.59765625","36329.59765625","36329.59765625","59236.796875","59236.796875","59236.796875","33729.59765625","33729.59765625","33729.59765625"
"11129","60603.94921875","60603.94921875","60603.94921875","36468.34765625","36468.34765625","36468.34765625","59738.25","59738.25","59738.25","36596.8984375","36596.8984375","36596.8984375","59390.296875","59390.296875","59390.296875","34021.05078125","34021.05078125","34021.05078125"
"11159","60639","60639","60639","36587.44921875","36587.44921875","36587.44921875","59641.046875","59641.046875","59641.046875","35530.34765625","35530.34765625","35530.34765625","59306.09765625","59306.09765625","59306.09765625","34242.25","34242.25","34242.25"
"11189","60638.296875","60638.296875","60638.296875","36713.8984375","36713.8984375","36713.8984375","59685.046875","59685.046875","59685.046875","35816.30078125","35816.30078125","35816.30078125","59369.59765625","59369.59765625","59369.59765625","34268.84765625","34268.84765625","34268.84765625"
"11219","60668.19921875","60668.19921875","60668.19921875","36416","36416","36416","59713.59765625","59713.59765625","59713.59765625","35652.8984375","35652.8984375","35652.8984375","59486.3984375","59486.3984375","59486.3984375","34478.55078125","34478.55078125","34478.55078125"
"11249","60699.546875","60699.546875","60699.546875","36629.6484375","36629.6484375","36629.6484375","59843.59765625","59843.59765625","59843.59765625","36424.8984375","36424.8984375","36424.8984375","59523.94921875","59523.94921875","59523.94921875","34203.80078125","34203.80078125","34203.80078125"
"11279","60554.296875","60554.296875","60554.296875","36462.19921875","36462.19921875","36462.19921875","59707","59707","59707","35828.5","35828.5","35828.5","59309.8984375","59309.8984375","59309.8984375","34337.19921875","34337.19921875","34337.19921875"
"11309","60576.5","60576.5","60576.5","36522.05078125","36522.05078125","36522.05078125","59716.59765625","59716.59765625","59716.59765625","36098.69921875","36098.69921875","36098.69921875","59154.34765625","59154.34765625","59154.34765625","34305.34765625","34305.34765625","34305.34765625"
"11339","60549","60549","60549","36502.09765625","36502.09765625","36502.09765625","59806.59765625","59806.59765625","59806.59765625","35410.84765625","35410.84765625","35410.84765625","59350.69921875","59350.69921875","59350.69921875","34178.19921875","34178.19921875","34178.19921875"
"11369","60646.8984375","60646.8984375","60646.8984375","36612.5","36612.5","36612.5","59660.69921875","59660.69921875","59660.69921875","35626.84765625","35626.84765625","35626.84765625","59335.09765625","59335.09765625","59335.09765625","33870.8984375","33870.8984375","33870.8984375"
"11399","60580.09765625","60580.09765625","60580.09765625","36332.5","36332.5","36332.5","59753.75","59753.75","59753.75","36559","36559","36559","59454.84765625","59454.84765625","59454.84765625","34183.6484375","34183.6484375","34183.6484375"
"11429","60437.84765625","60437.84765625","60437.84765625","36084.1484375","36084.1484375","36084.1484375","59342.296875","59342.296875","59342.296875","35796.25","35796.25","35796.25","59283","59283","59283","34066.6484375","34066.6484375","34066.6484375"
"11459","60726.5","60726.5","60726.5","36524.44921875","36524.44921875","36524.44921875","59820.19921875","59820.19921875","59820.19921875","36194.25","36194.25","36194.25","59636.75","59636.75","59636.75","34351","34351","34351"
"11489","60611.1484375","60611.1484375","60611.1484375","36381.44921875","36381.44921875","36381.44921875","59732.59765625","59732.59765625","59732.59765625","35524.3984375","35524.3984375","35524.3984375","59621.296875","59621.296875","59621.296875","34108.84765625","34108.84765625","34108.84765625"
"11519","60628.1484375","60628.1484375","60628.1484375","36439.19921875","36439.19921875","36439.19921875","59766.09765625","59766.09765625","59766.09765625","35850.5","35850.5","35850.5","59607.59765625","59607.59765625","59607.59765625","34392.30078125","34392.30078125","34392.30078125"
"11549","60656.75","60656.75","60656.75","36482.55078125","36482.55078125","36482.55078125","59801.5","59801.5","59801.5","35727.75","35727.75","35727.75","59399.84765625","59399.84765625","59399.84765625","33858.1484375","33858.1484375","33858.1484375"
"11579","60652.3984375","60652.3984375","60652.3984375","36338","36338","36338","59670.94921875","59670.94921875","59670.94921875","36116","36116","36116","59551.8984375","59551.8984375","59551.8984375","34421.94921875","34421.94921875","34421.94921875"
"11609","60387.3984375","60387.3984375","60387.3984375","36184.30078125","36184.30078125","36184.30078125","59555.046875","59555.046875","59555.046875","36573.44921875","36573.44921875","36573.44921875","59391.796875","59391.796875","59391.796875","33828.09765625","33828.09765625","33828.09765625"
"11639","60400.046875","60400.046875","60400.046875","36216.34765625","36216.34765625","36216.34765625","59468.296875","59468.296875","59468.296875","35182.94921875","35182.94921875","35182.94921875","59277.94921875","59277.94921875","59277.94921875","34058.84765625","34058.84765625","34058.84765625"
"11669","60659.296875","60659.296875","60659.296875","36222.1484375","36222.1484375","36222.1484375","59804.296875","59804.296875","59804.296875","36368.25","36368.25","36368.25","59507.69921875","59507.69921875","59507.69921875","34040.59765625","34040.59765625","34040.59765625"
"11699","60558.3984375","60558.3984375","60558.3984375","36176.34765625","36176.34765625","36176.34765625","59581.25","59581.25","59581.25","36131.5","36131.5","36131.5","59347.046875","59347.046875","59347.046875","34018.75","34018.75","34018.75"
"11729","60638.296875","60638.296875","60638.296875","36243.75","36243.75","36243.75","59497.09765625","59497.09765625","59497.09765625","35568.84765625","35568.84765625","35568.84765625","59459.546875","59459.546875","59459.546875","34025.3984375","34025.3984375","34025.3984375"
"11759","60668.8984375","60668.8984375","60668.8984375","36317","36317","36317","59705.046875","59705.046875","59705.046875","36280.25","36280.25","36280.25","59555.19921875","59555.19921875","59555.19921875","34229.5","34229.5","34229.5"
"11789","60596.296875","60596.296875","60596.296875","36258.55078125","36258.55078125","36258.55078125","59410.75","59410.75","59410.75","35908.6484375","35908.6484375","35908.6484375","59290.3984375","59290.3984375","59290.3984375","33814","33814","33814"
"11819","60656.1484375","60656.1484375","60656.1484375","36669.6484375","36669.6484375","36669.6484375","59606.6484375","59606.6484375","59606.6484375","36463.19921875","36463.19921875","36463.19921875","59495.25","59495.25","59495.25","34342.44921875","34342.44921875","34342.44921875"
"11849","60591.546875","60591.546875","60591.546875","36231.75","36231.75","36231.75","59605.1484375","59605.1484375","59605.1484375","36387.80078125","36387.80078125","36387.80078125","59487.59765625","59487.59765625","59487.59765625","34525.05078125","34525.05078125","34525.05078125"
"11879","60648.09765625","60648.09765625","60648.09765625","36222.94921875","36222.94921875","36222.94921875","59727.44921875","59727.44921875","59727.44921875","36006.44921875","36006.44921875","36006.44921875","59404.3984375","59404.3984375","59404.3984375","33687.8984375","33687.8984375","33687.8984375"
"11909","60599.59765625","60599.59765625","60599.59765625","36583.44921875","36583.44921875","36583.44921875","59845.546875","59845.546875","59845.546875","35965.19921875","35965.19921875","35965.19921875","59566.44921875","59566.44921875","59566.44921875","34175.69921875","34175.69921875","34175.69921875"
"11939","60739.1484375","60739.1484375","60739.1484375","36374.80078125","36374.80078125","36374.80078125","59866.8984375","59866.8984375","59866.8984375","36034.80078125","36034.80078125","36034.80078125","59726.84765625","59726.84765625","59726.84765625","34531.5","34531.5","34531.5"
"11969","60641.44921875","60641.44921875","60641.44921875","36593","36593","36593","59708.59765625","59708.59765625","59708.59765625","36600.6484375","36600.6484375","36600.6484375","59619.3984375","59619.3984375","59619.3984375","34526.09765625","34526.09765625","34526.09765625"
"11999","60549.69921875","60549.69921875","60549.69921875","36507","36507","36507","59920.84765625","59920.84765625","59920.84765625","36645.94921875","36645.94921875","36645.94921875","59697.25","59697.25","59697.25","34365.59765625","34365.59765625","34365.59765625"
"12029","60707","60707","60707","36250.84765625","36250.84765625","36250.84765625","59783.84765625","59783.84765625","59783.84765625","35662.1484375","35662.1484375","35662.1484375","59785.09765625","59785.09765625","59785.09765625","34075.44921875","34075.44921875","34075.44921875"
"12059","60574.796875","60574.796875","60574.796875","36646.75","36646.75","36646.75","59701.796875","59701.796875","59701.796875","36150.8984375","36150.8984375","36150.8984375","59531.25","59531.25","59531.25","34565.30078125","34565.30078125","34565.30078125"
"12089","60469.75","60469.75","60469.75","36238.34765625","36238.34765625","36238.34765625","59606.59765625","59606.59765625","59606.59765625","36444.6484375","36444.6484375","36444.6484375","59246.8984375","59246.8984375","59246.8984375","34152.6484375","34152.6484375","34152.6484375"
"12119","60588.796875","60588.796875","60588.796875","36261.44921875","36261.44921875","36261.44921875","59859.8984375","59859.8984375","59859.8984375","35858.44921875","35858.44921875","35858.44921875","59328.6484375","59328.6484375","59328.6484375","33563.5","33563.5","33563.5"
"12149","60553.5","60553.5","60553.5","36305.5","36305.5","36305.5","59513.19921875","59513.19921875","59513.19921875","35965.44921875","35965.44921875","35965.44921875","59353","59353","59353","33912.19921875","33912.19921875","33912.19921875"
"12179","60567.796875","60567.796875","60567.796875","36239.55078125","36239.55078125","36239.55078125","59698.546875","59698.546875","59698.546875","36136.1484375","36136.1484375","36136.1484375","59217.34765625","59217.34765625","59217.34765625","33897.5","33897.5","33897.5"
"12209","60580.046875","60580.046875","60580.046875","36282.55078125","36282.55078125","36282.55078125","59626.75","59626.75","59626.75","35894.8984375","35894.8984375","35894.8984375","59192.5","59192.5","59192.5","33603.75","33603.75","33603.75"
"12239","60626.796875","60626.796875","60626.796875","36315.19921875","36315.19921875","36315.19921875","59695.546875","59695.546875","59695.546875","35686.75","35686.75","35686.75","59190.6484375","59190.6484375","59190.6484375","33487.05078125","33487.05078125","33487.05078125"
"12269","60651.1484375","60651.1484375","60651.1484375","36328.6484375","36328.6484375","36328.6484375","59899.69921875","59899.69921875","59899.69921875","36192.05078125","36192.05078125","36192.05078125","59228.59765625","59228.59765625","59228.59765625","34278.80078125","34278.80078125","34278.80078125"
"12299","60237.1484375","60237.1484375","60237.1484375","36342.55078125","36342.55078125","36342.55078125","59229.8984375","59229.8984375","59229.8984375","36167.1484375","36167.1484375","36167.1484375","59147.44921875","59147.44921875","59147.44921875","34244.75","34244.75","34244.75"
"12329","60726.6484375","60726.6484375","60726.6484375","36494.1484375","36494.1484375","36494.1484375","59460","59460","59460","35298.44921875","35298.44921875","35298.44921875","59268.84765625","59268.84765625","59268.84765625","34053.5","34053.5","34053.5"
"12359","60695","60695","60695","36398.44921875","36398.44921875","36398.44921875","59640","59640","59640","35891","35891","35891","59406.546875","59406.546875","59406.546875","33882.84765625","33882.84765625","33882.84765625"
"12389","60579.5","60579.5","60579.5","36189.34765625","36189.34765625","36189.34765625","59479.44921875","59479.44921875","59479.44921875","36197.1484375","36197.1484375","36197.1484375","59307.75","59307.75","59307.75","34407.6484375","34407.6484375","34407.6484375"
"12419","60581.6484375","60581.6484375","60581.6484375","36355.69921875","36355.69921875","36355.69921875","59478.3984375","59478.3984375","59478.3984375","35728.75","35728.75","35728.75","59430.5","59430.5","59430.5","34165.80078125","34165.80078125","34165.80078125"
"12449","60672.296875","60672.296875","60672.296875","36364.80078125","36364.80078125","36364.80078125","59675.3984375","59675.3984375","59675.3984375","36170.25","36170.25","36170.25","59531.69921875","59531.69921875","59531.69921875","34169.8984375","34169.8984375","34169.8984375"
"12479","60578.1484375","60578.1484375","60578.1484375","36317.19921875","36317.19921875","36317.19921875","59414","59414","59414","36012.69921875","36012.69921875","36012.69921875","59491.59765625","59491.59765625","59491.59765625","34602.09765625","34602.09765625","34602.09765625"
"12509","60419.94921875","60419.94921875","60419.94921875","36466.34765625","36466.34765625","36466.34765625","59608.69921875","59608.69921875","59608.69921875","36720.8984375","36720.8984375","36720.8984375","59572.546875","59572.546875","59572.546875","34583.94921875","34583.94921875","34583.94921875"
"12539","60684.8984375","60684.8984375","60684.8984375","36571.75","36571.75","36571.75","59735.296875","59735.296875","59735.296875","36177.6484375","36177.6484375","36177.6484375","59646.69921875","59646.69921875","59646.69921875","33085.5","33085.5","33085.5"
"12569","60686.34765625","60686.34765625","60686.34765625","36448.09765625","36448.09765625","36448.09765625","59680.046875","59680.046875","59680.046875","36304","36304","36304","59686.6484375","59686.6484375","59686.6484375","33881.19921875","33881.19921875","33881.19921875"
"12599","60432","60432","60432","36248.80078125","36248.80078125","36248.80078125","59586.84765625","59586.84765625","59586.84765625","36060.59765625","36060.59765625","36060.59765625","59407.69921875","59407.69921875","59407.69921875","34311.3984375","34311.3984375","34311.3984375"
"12629","60627.94921875","60627.94921875","60627.94921875","36466.09765625","36466.09765625","36466.09765625","59327.1484375","59327.1484375","59327.1484375","35992.3984375","35992.3984375","35992.3984375","59453","59453","59453","33977.80078125","33977.80078125","33977.80078125"
"12659","60536.19921875","60536.19921875","60536.19921875","36455","36455","36455","59356.19921875","59356.19921875","59356.19921875","35434.55078125","35434.55078125","35434.55078125","59189.046875","59189.046875","59189.046875","33775.55078125","33775.55078125","33775.55078125"
"12689","60660.09765625","60660.09765625","60660.09765625","36435.44921875","36435.44921875","36435.44921875","59627.8984375","59627.8984375","59627.8984375","36360.34765625","36360.34765625","36360.34765625","59324.296875","59324.296875","59324.296875","34501.5","34501.5","34501.5"
"12719","60581.25","60581.25","60581.25","36327.69921875","36327.69921875","36327.69921875","59288.94921875","59288.94921875","59288.94921875","36000.80078125","36000.80078125","36000.80078125","59411.1484375","59411.1484375","59411.1484375","34220.19921875","34220.19921875","34220.19921875"
"12749","60542","60542","60542","36181.84765625","36181.84765625","36181.84765625","59475.09765625","59475.09765625","59475.09765625","36194.30078125","36194.30078125","36194.30078125","59224.19921875","59224.19921875","59224.19921875","33904.25","33904.25","33904.25"
"12779","60550.3984375","60550.3984375","60550.3984375","36339.69921875","36339.69921875","36339.69921875","59391.94921875","59391.94921875","59391.94921875","36098.80078125","36098.80078125","36098.80078125","59275.25","59275.25","59275.25","34121.59765625","34121.59765625","34121.59765625"
"12809","60522.34765625","60522.34765625","60522.34765625","36174.3984375","36174.3984375","36174.3984375","59510.3984375","59510.3984375","59510.3984375","35666.55078125","35666.55078125","35666.55078125","59512.69921875","59512.69921875","59512.69921875","34181","34181","34181"
"12839","60457.44921875","60457.44921875","60457.44921875","36277.80078125","36277.80078125","36277.80078125","59431.25","59431.25","59431.25","36507.30078125","36507.30078125","36507.30078125","59503.796875","59503.796875","59503.796875","34384.09765625","34384.09765625","34384.09765625"
"12869","60662.19921875","60662.19921875","60662.19921875","36295.84765625","36295.84765625","36295.84765625","59698.296875","59698.296875","59698.296875","36533.1484375","36533.1484375","36533.1484375","59629.8984375","59629.8984375","59629.8984375","34382.84765625","34382.84765625","34382.84765625"
"12899","60670.1484375","60670.1484375","60670.1484375","36169.94921875","36169.94921875","36169.94921875","59564.34765625","59564.34765625","59564.34765625","35569.34765625","35569.34765625","35569.34765625","59568.8984375","59568.8984375","59568.8984375","34069.1484375","34069.1484375","34069.1484375"
"12929","60563.1484375","60563.1484375","60563.1484375","36438.19921875","36438.19921875","36438.19921875","59533.5","59533.5","59533.5","36064.5","36064.5","36064.5","59565.19921875","59565.19921875","59565.19921875","34464.25","34464.25","34464.25"
"12959","60531.09765625","60531.09765625","60531.09765625","36088.80078125","36088.80078125","36088.80078125","59365.296875","59365.296875","59365.296875","35743.6484375","35743.6484375","35743.6484375","59579.1484375","59579.1484375","59579.1484375","34139.69921875","34139.69921875","34139.69921875"
"12989","60590.5","60590.5","60590.5","36310.09765625","36310.09765625","36310.09765625","59556","59556","59556","35867.19921875","35867.19921875","35867.19921875","59556.1484375","59556.1484375","59556.1484375","33366.09765625","33366.09765625","33366.09765625"
"13019","60615.84765625","60615.84765625","60615.84765625","36385.1484375","36385.1484375","36385.1484375","59470.046875","59470.046875","59470.046875","35542.69921875","35542.69921875","35542.69921875","59461.94921875","59461.94921875","59461.94921875","33872.30078125","33872.30078125","33872.30078125"
"13049","60443.546875","60443.546875","60443.546875","36033.59765625","36033.59765625","36033.59765625","59337.09765625","59337.09765625","59337.09765625","36016.19921875","36016.19921875","36016.19921875","59404.19921875","59404.19921875","59404.19921875","33945.6484375","33945.6484375","33945.6484375"
"13079","60577.8984375","60577.8984375","60577.8984375","36307.84765625","36307.84765625","36307.84765625","59448.09765625","59448.09765625","59448.09765625","35532.75","35532.75","35532.75","59144.19921875","59144.19921875","59144.19921875","33895.8984375","33895.8984375","33895.8984375"
"13109","60581.94921875","60581.94921875","60581.94921875","36273.34765625","36273.34765625","36273.34765625","59554.546875","59554.546875","59554.546875","34972","34972","34972","59142.44921875","59142.44921875","59142.44921875","34221.6484375","34221.6484375","34221.6484375"
"13139","60579.296875","60579.296875","60579.296875","36251.5","36251.5","36251.5","59508.1484375","59508.1484375","59508.1484375","35809.94921875","35809.94921875","35809.94921875","59294.19921875","59294.19921875","59294.19921875","33451.05078125","33451.05078125","33451.05078125"
"13169","60644.94921875","60644.94921875","60644.94921875","36367.69921875","36367.69921875","36367.69921875","59437.796875","59437.796875","59437.796875","35609.94921875","35609.94921875","35609.94921875","59308.1484375","59308.1484375","59308.1484375","33192.80078125","33192.80078125","33192.80078125"
"13199","60615.6484375","60615.6484375","60615.6484375","36214.55078125","36214.55078125","36214.55078125","59522.8984375","59522.8984375","59522.8984375","36030.84765625","36030.84765625","36030.84765625","59308.296875","59308.296875","59308.296875","33843.75","33843.75","33843.75"
"13229","60600.8984375","60600.8984375","60600.8984375","36253.55078125","36253.55078125","36253.55078125","59551.3984375","59551.3984375","59551.3984375","35710.8984375","35710.8984375","35710.8984375","59312.1484375","59312.1484375","59312.1484375","33942.1484375","33942.1484375","33942.1484375"
"13259","60490.796875","60490.796875","60490.796875","36410.05078125","36410.05078125","36410.05078125","59369.25","59369.25","59369.25","35963.80078125","35963.80078125","35963.80078125","59326.44921875","59326.44921875","59326.44921875","34181.80078125","34181.80078125","34181.80078125"
"13289","60519.8984375","60519.8984375","60519.8984375","36227.5","36227.5","36227.5","59334.34765625","59334.34765625","59334.34765625","35801","35801","35801","59448.19921875","59448.19921875","59448.19921875","33845.05078125","33845.05078125","33845.05078125"
"13319","60586.69921875","60586.69921875","60586.69921875","36297.5","36297.5","36297.5","59352.84765625","59352.84765625","59352.84765625","35519.80078125","35519.80078125","35519.80078125","59320.09765625","59320.09765625","59320.09765625","33927.80078125","33927.80078125","33927.80078125"
