"Step","layer0_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term","layer0_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term","layer10_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term","layer5_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MAX"
"5129","0.4954766035079956","0.4954766035079956","0.4954766035079956","42.749263763427734","42.749263763427734","42.749263763427734","5.817287445068359","5.817287445068359","5.817287445068359"
"5159","0.4618587791919708","0.4618587791919708","0.4618587791919708","41.834815979003906","41.834815979003906","41.834815979003906","5.6428914070129395","5.6428914070129395","5.6428914070129395"
"5189","0.47953343391418457","0.47953343391418457","0.47953343391418457","49.61653518676758","49.61653518676758","49.61653518676758","6.171603679656982","6.171603679656982","6.171603679656982"
"5219","0.5075848698616028","0.5075848698616028","0.5075848698616028","50.02263641357422","50.02263641357422","50.02263641357422","6.42497444152832","6.42497444152832","6.42497444152832"
"5249","0.41314393281936646","0.41314393281936646","0.41314393281936646","25.781320571899414","25.781320571899414","25.781320571899414","4.100610733032227","4.100610733032227","4.100610733032227"
"5279","0.5536602139472961","0.5536602139472961","0.5536602139472961","63.1057243347168","63.1057243347168","63.1057243347168","9.150954246520996","9.150954246520996","9.150954246520996"
"5309","0.4574701189994812","0.4574701189994812","0.4574701189994812","32.261837005615234","32.261837005615234","32.261837005615234","4.810838222503662","4.810838222503662","4.810838222503662"
"5339","0.4713452160358429","0.4713452160358429","0.4713452160358429","29950.197265625","29950.197265625","29950.197265625","20927.60546875","20927.60546875","20927.60546875"
"5369","0.48454710841178894","0.48454710841178894","0.48454710841178894","26847.115234375","26847.115234375","26847.115234375","13261.986328125","13261.986328125","13261.986328125"
"5399","0.3972479999065399","0.3972479999065399","0.3972479999065399","22.377321243286133","22.377321243286133","22.377321243286133","3.859081268310547","3.859081268310547","3.859081268310547"
"5429","0.4984009563922882","0.4984009563922882","0.4984009563922882","55.591712951660156","55.591712951660156","55.591712951660156","8.642179489135742","8.642179489135742","8.642179489135742"
"5459","0.44597283005714417","0.44597283005714417","0.44597283005714417","39.577003479003906","39.577003479003906","39.577003479003906","6.097078323364258","6.097078323364258","6.097078323364258"
"5489","0.5271271467208862","0.5271271467208862","0.5271271467208862","60.98759841918945","60.98759841918945","60.98759841918945","8.207240104675293","8.207240104675293","8.207240104675293"
"5519","0.5078039765357971","0.5078039765357971","0.5078039765357971","67.74352264404297","67.74352264404297","67.74352264404297","159.99913024902344","159.99913024902344","159.99913024902344"
"5549","0.5040785074234009","0.5040785074234009","0.5040785074234009","48.65322494506836","48.65322494506836","48.65322494506836","8.962606430053711","8.962606430053711","8.962606430053711"
"5579","0.4644160866737366","0.4644160866737366","0.4644160866737366","56.394874572753906","56.394874572753906","56.394874572753906","7.937557697296143","7.937557697296143","7.937557697296143"
"5609","0.4891643822193146","0.4891643822193146","0.4891643822193146","33.731388092041016","33.731388092041016","33.731388092041016","5.906432628631592","5.906432628631592","5.906432628631592"
"5639","0.427970290184021","0.427970290184021","0.427970290184021","45.26655578613281","45.26655578613281","45.26655578613281","7.3989667892456055","7.3989667892456055","7.3989667892456055"
"5669","0.5102166533470154","0.5102166533470154","0.5102166533470154","47.70178985595703","47.70178985595703","47.70178985595703","7.236887454986572","7.236887454986572","7.236887454986572"
"5699","0.4836506247520447","0.4836506247520447","0.4836506247520447","40.70521926879883","40.70521926879883","40.70521926879883","6.2837395668029785","6.2837395668029785","6.2837395668029785"
"5729","0.41408300399780273","0.41408300399780273","0.41408300399780273","27.510643005371094","27.510643005371094","27.510643005371094","4.477112770080566","4.477112770080566","4.477112770080566"
"5759","0.43980878591537476","0.43980878591537476","0.43980878591537476","44.18197250366211","44.18197250366211","44.18197250366211","6.328003406524658","6.328003406524658","6.328003406524658"
"5789","0.445406049489975","0.445406049489975","0.445406049489975","31.205080032348633","31.205080032348633","31.205080032348633","5.881159782409668","5.881159782409668","5.881159782409668"
"5819","0.493639200925827","0.493639200925827","0.493639200925827","31.205039978027344","31.205039978027344","31.205039978027344","5.973909378051758","5.973909378051758","5.973909378051758"
"5849","0.4959890842437744","0.4959890842437744","0.4959890842437744","41.30249786376953","41.30249786376953","41.30249786376953","7.186145305633545","7.186145305633545","7.186145305633545"
"5879","0.5367156863212585","0.5367156863212585","0.5367156863212585","73.50634765625","73.50634765625","73.50634765625","9.704174995422363","9.704174995422363","9.704174995422363"
"5909","0.4132139980792999","0.4132139980792999","0.4132139980792999","35.308074951171875","35.308074951171875","35.308074951171875","4.665693283081055","4.665693283081055","4.665693283081055"
"5939","0.4198917746543884","0.4198917746543884","0.4198917746543884","51.61427688598633","51.61427688598633","51.61427688598633","147.69012451171875","147.69012451171875","147.69012451171875"
"5969","0.5082197189331055","0.5082197189331055","0.5082197189331055","56.435462951660156","56.435462951660156","56.435462951660156","9.429423332214355","9.429423332214355","9.429423332214355"
"5999","0.48782870173454285","0.48782870173454285","0.48782870173454285","56.693599700927734","56.693599700927734","56.693599700927734","8.734481811523438","8.734481811523438","8.734481811523438"
"6029","0.37725406885147095","0.37725406885147095","0.37725406885147095","94.19793701171875","94.19793701171875","94.19793701171875","483.1302795410156","483.1302795410156","483.1302795410156"
"6059","0.4286016523838043","0.4286016523838043","0.4286016523838043","50.785133361816406","50.785133361816406","50.785133361816406","6.198347091674805","6.198347091674805","6.198347091674805"
"6089","0.4989692270755768","0.4989692270755768","0.4989692270755768","37.31372833251953","37.31372833251953","37.31372833251953","5.131957530975342","5.131957530975342","5.131957530975342"
"6119","0.4425361752510071","0.4425361752510071","0.4425361752510071","17348.505859375","17348.505859375","17348.505859375","13870.2431640625","13870.2431640625","13870.2431640625"
"6149","0.4213562309741974","0.4213562309741974","0.4213562309741974","33.497642517089844","33.497642517089844","33.497642517089844","4.69170618057251","4.69170618057251","4.69170618057251"
"6179","0.5002771615982056","0.5002771615982056","0.5002771615982056","47.16656494140625","47.16656494140625","47.16656494140625","6.8262529373168945","6.8262529373168945","6.8262529373168945"
"6209","0.4604862332344055","0.4604862332344055","0.4604862332344055","51.63790512084961","51.63790512084961","51.63790512084961","8.328508377075195","8.328508377075195","8.328508377075195"
"6239","0.4366774260997772","0.4366774260997772","0.4366774260997772","25.732404708862305","25.732404708862305","25.732404708862305","5.774839878082275","5.774839878082275","5.774839878082275"
"6269","0.42904070019721985","0.42904070019721985","0.42904070019721985","45.40664291381836","45.40664291381836","45.40664291381836","6.803205966949463","6.803205966949463","6.803205966949463"
"6299","0.41551733016967773","0.41551733016967773","0.41551733016967773","39.71211624145508","39.71211624145508","39.71211624145508","5.117930889129639","5.117930889129639","5.117930889129639"
"6329","0.43780574202537537","0.43780574202537537","0.43780574202537537","51.51863479614258","51.51863479614258","51.51863479614258","6.229474067687988","6.229474067687988","6.229474067687988"
"6359","0.42372819781303406","0.42372819781303406","0.42372819781303406","41.34825134277344","41.34825134277344","41.34825134277344","7.271946907043457","7.271946907043457","7.271946907043457"
"6389","0.4315541982650757","0.4315541982650757","0.4315541982650757","48.25221633911133","48.25221633911133","48.25221633911133","7.70650053024292","7.70650053024292","7.70650053024292"
"6419","0.38766565918922424","0.38766565918922424","0.38766565918922424","45.45658493041992","45.45658493041992","45.45658493041992","5.9846649169921875","5.9846649169921875","5.9846649169921875"
"6449","0.4750412106513977","0.4750412106513977","0.4750412106513977","38.27656936645508","38.27656936645508","38.27656936645508","6.038650035858154","6.038650035858154","6.038650035858154"
"6479","0.47383981943130493","0.47383981943130493","0.47383981943130493","61.884124755859375","61.884124755859375","61.884124755859375","107.23664855957031","107.23664855957031","107.23664855957031"
"6509","0.342682421207428","0.342682421207428","0.342682421207428","27.28929328918457","27.28929328918457","27.28929328918457","4.367896556854248","4.367896556854248","4.367896556854248"
"6539","0.3916333019733429","0.3916333019733429","0.3916333019733429","44.50840377807617","44.50840377807617","44.50840377807617","6.20615291595459","6.20615291595459","6.20615291595459"
"6569","0.4183380901813507","0.4183380901813507","0.4183380901813507","54.464210510253906","54.464210510253906","54.464210510253906","135.99082946777344","135.99082946777344","135.99082946777344"
"6599","0.4169899821281433","0.4169899821281433","0.4169899821281433","33.04655075073242","33.04655075073242","33.04655075073242","4.204986572265625","4.204986572265625","4.204986572265625"
"6629","0.4158499836921692","0.4158499836921692","0.4158499836921692","49.3702392578125","49.3702392578125","49.3702392578125","6.3975114822387695","6.3975114822387695","6.3975114822387695"
"6659","0.4359760582447052","0.4359760582447052","0.4359760582447052","41.42510986328125","41.42510986328125","41.42510986328125","6.932169437408447","6.932169437408447","6.932169437408447"
"6689","0.3698531985282898","0.3698531985282898","0.3698531985282898","31.356948852539062","31.356948852539062","31.356948852539062","3.8138504028320312","3.8138504028320312","3.8138504028320312"
"6719","0.38217875361442566","0.38217875361442566","0.38217875361442566","18.93500518798828","18.93500518798828","18.93500518798828","3.0664963722229004","3.0664963722229004","3.0664963722229004"
"6749","0.446245402097702","0.446245402097702","0.446245402097702","40.54520034790039","40.54520034790039","40.54520034790039","7.284903526306152","7.284903526306152","7.284903526306152"
"6779","0.4244994521141052","0.4244994521141052","0.4244994521141052","48.33467483520508","48.33467483520508","48.33467483520508","6.015152931213379","6.015152931213379","6.015152931213379"
"6809","0.35841113328933716","0.35841113328933716","0.35841113328933716","28.624473571777344","28.624473571777344","28.624473571777344","5.263527870178223","5.263527870178223","5.263527870178223"
"6839","0.38825562596321106","0.38825562596321106","0.38825562596321106","39.855979919433594","39.855979919433594","39.855979919433594","4.5544843673706055","4.5544843673706055","4.5544843673706055"
"6869","0.29303446412086487","0.29303446412086487","0.29303446412086487","5.385571002960205","5.385571002960205","5.385571002960205","1.3250852823257446","1.3250852823257446","1.3250852823257446"
"6899","0.36163341999053955","0.36163341999053955","0.36163341999053955","22.154218673706055","22.154218673706055","22.154218673706055","2.6142148971557617","2.6142148971557617","2.6142148971557617"
"6929","0.3227636516094208","0.3227636516094208","0.3227636516094208","38.93453598022461","38.93453598022461","38.93453598022461","117.13475036621094","117.13475036621094","117.13475036621094"
"6959","0.34479838609695435","0.34479838609695435","0.34479838609695435","13.824625968933105","13.824625968933105","13.824625968933105","2.385674476623535","2.385674476623535","2.385674476623535"
"6989","0.37527790665626526","0.37527790665626526","0.37527790665626526","39.515987396240234","39.515987396240234","39.515987396240234","4.4306488037109375","4.4306488037109375","4.4306488037109375"
"7019","0.38248708844184875","0.38248708844184875","0.38248708844184875","31.426414489746094","31.426414489746094","31.426414489746094","4.4989094734191895","4.4989094734191895","4.4989094734191895"
"7049","0.36966976523399353","0.36966976523399353","0.36966976523399353","8.3776273727417","8.3776273727417","8.3776273727417","1.6823856830596924","1.6823856830596924","1.6823856830596924"
"7079","0.3502294719219208","0.3502294719219208","0.3502294719219208","20.216665267944336","20.216665267944336","20.216665267944336","3.5080506801605225","3.5080506801605225","3.5080506801605225"
"7109","0.3300536572933197","0.3300536572933197","0.3300536572933197","27.453580856323242","27.453580856323242","27.453580856323242","105.01568603515625","105.01568603515625","105.01568603515625"
"7139","0.34416937828063965","0.34416937828063965","0.34416937828063965","28.520055770874023","28.520055770874023","28.520055770874023","98.37064361572266","98.37064361572266","98.37064361572266"
"7169","0.3209604322910309","0.3209604322910309","0.3209604322910309","16.030359268188477","16.030359268188477","16.030359268188477","3.5124597549438477","3.5124597549438477","3.5124597549438477"
"7199","0.31842610239982605","0.31842610239982605","0.31842610239982605","16.08152198791504","16.08152198791504","16.08152198791504","2.6439168453216553","2.6439168453216553","2.6439168453216553"
"7229","0.3564188778400421","0.3564188778400421","0.3564188778400421","27.884124755859375","27.884124755859375","27.884124755859375","3.290156841278076","3.290156841278076","3.290156841278076"
"7259","0.36720791459083557","0.36720791459083557","0.36720791459083557","31.674137115478516","31.674137115478516","31.674137115478516","110.36319732666016","110.36319732666016","110.36319732666016"
"7289","0.31545671820640564","0.31545671820640564","0.31545671820640564","17.950511932373047","17.950511932373047","17.950511932373047","3.5543951988220215","3.5543951988220215","3.5543951988220215"
"7319","0.33745163679122925","0.33745163679122925","0.33745163679122925","26.543386459350586","26.543386459350586","26.543386459350586","2.865288496017456","2.865288496017456","2.865288496017456"
"7349","0.3161318600177765","0.3161318600177765","0.3161318600177765","18.718833923339844","18.718833923339844","18.718833923339844","3.1188771724700928","3.1188771724700928","3.1188771724700928"
"7379","0.3241588771343231","0.3241588771343231","0.3241588771343231","17.651836395263672","17.651836395263672","17.651836395263672","3.1444272994995117","3.1444272994995117","3.1444272994995117"
"7409","0.27645134925842285","0.27645134925842285","0.27645134925842285","18.734224319458008","18.734224319458008","18.734224319458008","74.34564971923828","74.34564971923828","74.34564971923828"
"7439","0.32922109961509705","0.32922109961509705","0.32922109961509705","18.145034790039062","18.145034790039062","18.145034790039062","3.492793321609497","3.492793321609497","3.492793321609497"
"7469","0.3119196593761444","0.3119196593761444","0.3119196593761444","10.467940330505371","10.467940330505371","10.467940330505371","2.2888894081115723","2.2888894081115723","2.2888894081115723"
"7499","0.3025781810283661","0.3025781810283661","0.3025781810283661","22.787281036376953","22.787281036376953","22.787281036376953","2.2494373321533203","2.2494373321533203","2.2494373321533203"
"7529","0.30182862281799316","0.30182862281799316","0.30182862281799316","25.86203384399414","25.86203384399414","25.86203384399414","92.17292022705078","92.17292022705078","92.17292022705078"
"7559","0.29848185181617737","0.29848185181617737","0.29848185181617737","16.218000411987305","16.218000411987305","16.218000411987305","2.0266690254211426","2.0266690254211426","2.0266690254211426"
"7589","0.34741029143333435","0.34741029143333435","0.34741029143333435","15.50596809387207","15.50596809387207","15.50596809387207","2.6375508308410645","2.6375508308410645","2.6375508308410645"
"7619","0.2908073663711548","0.2908073663711548","0.2908073663711548","16.071149826049805","16.071149826049805","16.071149826049805","3.0483250617980957","3.0483250617980957","3.0483250617980957"
"7649","0.30743369460105896","0.30743369460105896","0.30743369460105896","21.060367584228516","21.060367584228516","21.060367584228516","2.983844041824341","2.983844041824341","2.983844041824341"
"7679","0.32079488039016724","0.32079488039016724","0.32079488039016724","21.285598754882812","21.285598754882812","21.285598754882812","3.8963823318481445","3.8963823318481445","3.8963823318481445"
"7709","0.2792031168937683","0.2792031168937683","0.2792031168937683","10.470268249511719","10.470268249511719","10.470268249511719","1.7221297025680542","1.7221297025680542","1.7221297025680542"
"7739","0.32317644357681274","0.32317644357681274","0.32317644357681274","24.250852584838867","24.250852584838867","24.250852584838867","63.42584991455078","63.42584991455078","63.42584991455078"
"7769","0.31025323271751404","0.31025323271751404","0.31025323271751404","11.520343780517578","11.520343780517578","11.520343780517578","1.5517784357070923","1.5517784357070923","1.5517784357070923"
"7799","0.3134952485561371","0.3134952485561371","0.3134952485561371","15.856799125671387","15.856799125671387","15.856799125671387","2.9055702686309814","2.9055702686309814","2.9055702686309814"
"7829","0.3199367821216583","0.3199367821216583","0.3199367821216583","17.61945343017578","17.61945343017578","17.61945343017578","2.3877906799316406","2.3877906799316406","2.3877906799316406"
"7859","0.34277358651161194","0.34277358651161194","0.34277358651161194","24.364864349365234","24.364864349365234","24.364864349365234","4.037860870361328","4.037860870361328","4.037860870361328"
"7889","0.3200904130935669","0.3200904130935669","0.3200904130935669","14.033496856689453","14.033496856689453","14.033496856689453","2.6222620010375977","2.6222620010375977","2.6222620010375977"
"7919","0.31739404797554016","0.31739404797554016","0.31739404797554016","16.994564056396484","16.994564056396484","16.994564056396484","3.2746944427490234","3.2746944427490234","3.2746944427490234"
"7949","0.32380956411361694","0.32380956411361694","0.32380956411361694","23.066261291503906","23.066261291503906","23.066261291503906","83.05267333984375","83.05267333984375","83.05267333984375"
"7979","0.28625068068504333","0.28625068068504333","0.28625068068504333","9.261045455932617","9.261045455932617","9.261045455932617","1.585996389389038","1.585996389389038","1.585996389389038"
"8009","0.31659695506095886","0.31659695506095886","0.31659695506095886","16.956132888793945","16.956132888793945","16.956132888793945","2.6666667461395264","2.6666667461395264","2.6666667461395264"
"8039","0.303548127412796","0.303548127412796","0.303548127412796","17.134578704833984","17.134578704833984","17.134578704833984","3.353602170944214","3.353602170944214","3.353602170944214"
"8069","0.3182162046432495","0.3182162046432495","0.3182162046432495","16.757755279541016","16.757755279541016","16.757755279541016","2.7703680992126465","2.7703680992126465","2.7703680992126465"
"8099","0.2940639853477478","0.2940639853477478","0.2940639853477478","17.68437385559082","17.68437385559082","17.68437385559082","2.470313549041748","2.470313549041748","2.470313549041748"
"8129","0.3231140673160553","0.3231140673160553","0.3231140673160553","23.225872039794922","23.225872039794922","23.225872039794922","3.9107308387756348","3.9107308387756348","3.9107308387756348"
"8159","0.33060380816459656","0.33060380816459656","0.33060380816459656","27.89348030090332","27.89348030090332","27.89348030090332","5.118653774261475","5.118653774261475","5.118653774261475"
"8189","0.27004551887512207","0.27004551887512207","0.27004551887512207","10.100030899047852","10.100030899047852","10.100030899047852","1.5938867330551147","1.5938867330551147","1.5938867330551147"
"8219","0.324930340051651","0.324930340051651","0.324930340051651","24.01546859741211","24.01546859741211","24.01546859741211","4.017807483673096","4.017807483673096","4.017807483673096"
"8249","0.3061067461967468","0.3061067461967468","0.3061067461967468","17.705310821533203","17.705310821533203","17.705310821533203","2.9282941818237305","2.9282941818237305","2.9282941818237305"
"8279","0.30644580721855164","0.30644580721855164","0.30644580721855164","27.081968307495117","27.081968307495117","27.081968307495117","4.352460861206055","4.352460861206055","4.352460861206055"
"8309","0.2935250401496887","0.2935250401496887","0.2935250401496887","11.158355712890625","11.158355712890625","11.158355712890625","1.8326175212860107","1.8326175212860107","1.8326175212860107"
"8339","0.28169307112693787","0.28169307112693787","0.28169307112693787","9.306159019470215","9.306159019470215","9.306159019470215","2.0631730556488037","2.0631730556488037","2.0631730556488037"
"8369","0.31879693269729614","0.31879693269729614","0.31879693269729614","13.300368309020996","13.300368309020996","13.300368309020996","2.398974657058716","2.398974657058716","2.398974657058716"
"8399","0.2511536478996277","0.2511536478996277","0.2511536478996277","15.744080543518066","15.744080543518066","15.744080543518066","1.4389946460723877","1.4389946460723877","1.4389946460723877"
"8429","0.3061038851737976","0.3061038851737976","0.3061038851737976","14.446390151977539","14.446390151977539","14.446390151977539","2.4640324115753174","2.4640324115753174","2.4640324115753174"
"8459","0.2737771272659302","0.2737771272659302","0.2737771272659302","20.01961326599121","20.01961326599121","20.01961326599121","2.4234116077423096","2.4234116077423096","2.4234116077423096"
"8489","0.29133567214012146","0.29133567214012146","0.29133567214012146","16.071584701538086","16.071584701538086","16.071584701538086","2.882526159286499","2.882526159286499","2.882526159286499"
"8519","0.24404291808605194","0.24404291808605194","0.24404291808605194","6.4485578536987305","6.4485578536987305","6.4485578536987305","0.8263831734657288","0.8263831734657288","0.8263831734657288"
"8549","0.3044028580188751","0.3044028580188751","0.3044028580188751","11.427595138549805","11.427595138549805","11.427595138549805","2.409010171890259","2.409010171890259","2.409010171890259"
"8579","0.31664127111434937","0.31664127111434937","0.31664127111434937","30.61574935913086","30.61574935913086","30.61574935913086","4.996017932891846","4.996017932891846","4.996017932891846"
"8609","0.29633793234825134","0.29633793234825134","0.29633793234825134","13.76210880279541","13.76210880279541","13.76210880279541","2.121314287185669","2.121314287185669","2.121314287185669"
"8639","0.28121286630630493","0.28121286630630493","0.28121286630630493","10.335580825805664","10.335580825805664","10.335580825805664","1.7458386421203613","1.7458386421203613","1.7458386421203613"
"8669","0.28880399465560913","0.28880399465560913","0.28880399465560913","22.50773048400879","22.50773048400879","22.50773048400879","3.376054525375366","3.376054525375366","3.376054525375366"
"8699","0.27628302574157715","0.27628302574157715","0.27628302574157715","23.70809555053711","23.70809555053711","23.70809555053711","2.6862194538116455","2.6862194538116455","2.6862194538116455"
"8729","0.26681816577911377","0.26681816577911377","0.26681816577911377","16.7200870513916","16.7200870513916","16.7200870513916","2.4385924339294434","2.4385924339294434","2.4385924339294434"
"8759","0.30360010266304016","0.30360010266304016","0.30360010266304016","13.972908973693848","13.972908973693848","13.972908973693848","2.265139102935791","2.265139102935791","2.265139102935791"
"8789","0.2803071141242981","0.2803071141242981","0.2803071141242981","22.686317443847656","22.686317443847656","22.686317443847656","3.3025670051574707","3.3025670051574707","3.3025670051574707"
"8819","0.30139511823654175","0.30139511823654175","0.30139511823654175","90.29905700683594","90.29905700683594","90.29905700683594","639.4119873046875","639.4119873046875","639.4119873046875"
"8849","0.27020594477653503","0.27020594477653503","0.27020594477653503","29.37099266052246","29.37099266052246","29.37099266052246","3.7026350498199463","3.7026350498199463","3.7026350498199463"
"8879","0.3368631899356842","0.3368631899356842","0.3368631899356842","27.551115036010742","27.551115036010742","27.551115036010742","71.84217071533203","71.84217071533203","71.84217071533203"
"8909","0.31832826137542725","0.31832826137542725","0.31832826137542725","29.20151138305664","29.20151138305664","29.20151138305664","6.591623306274414","6.591623306274414","6.591623306274414"
"8939","0.24353908002376556","0.24353908002376556","0.24353908002376556","8.262523651123047","8.262523651123047","8.262523651123047","1.7549761533737183","1.7549761533737183","1.7549761533737183"
"8969","0.27704963088035583","0.27704963088035583","0.27704963088035583","23.469209671020508","23.469209671020508","23.469209671020508","3.041106939315796","3.041106939315796","3.041106939315796"
"8999","0.2834300100803375","0.2834300100803375","0.2834300100803375","16.872333526611328","16.872333526611328","16.872333526611328","2.8101296424865723","2.8101296424865723","2.8101296424865723"
"9029","0.2699822783470154","0.2699822783470154","0.2699822783470154","22.222579956054688","22.222579956054688","22.222579956054688","66.55255126953125","66.55255126953125","66.55255126953125"
"9059","0.24261000752449036","0.24261000752449036","0.24261000752449036","9.361047744750977","9.361047744750977","9.361047744750977","1.3139691352844238","1.3139691352844238","1.3139691352844238"
"9089","0.27774903178215027","0.27774903178215027","0.27774903178215027","14.595948219299316","14.595948219299316","14.595948219299316","2.4182798862457275","2.4182798862457275","2.4182798862457275"
"9119","0.2733597457408905","0.2733597457408905","0.2733597457408905","17.825780868530273","17.825780868530273","17.825780868530273","2.8887076377868652","2.8887076377868652","2.8887076377868652"
"9149","0.2508845627307892","0.2508845627307892","0.2508845627307892","16.027090072631836","16.027090072631836","16.027090072631836","2.372677803039551","2.372677803039551","2.372677803039551"
"9179","0.3019685745239258","0.3019685745239258","0.3019685745239258","31.07732391357422","31.07732391357422","31.07732391357422","4.734090805053711","4.734090805053711","4.734090805053711"
"9209","0.24868814647197723","0.24868814647197723","0.24868814647197723","2.9218482971191406","2.9218482971191406","2.9218482971191406","0.7462194561958313","0.7462194561958313","0.7462194561958313"
"9239","0.312094122171402","0.312094122171402","0.312094122171402","21.456390380859375","21.456390380859375","21.456390380859375","3.5132334232330322","3.5132334232330322","3.5132334232330322"
"9269","0.2725723087787628","0.2725723087787628","0.2725723087787628","21.05291748046875","21.05291748046875","21.05291748046875","2.7393181324005127","2.7393181324005127","2.7393181324005127"
"9299","0.302509605884552","0.302509605884552","0.302509605884552","15.176849365234375","15.176849365234375","15.176849365234375","2.5197043418884277","2.5197043418884277","2.5197043418884277"
"9329","0.27326279878616333","0.27326279878616333","0.27326279878616333","12144.9345703125","12144.9345703125","12144.9345703125","4753.849609375","4753.849609375","4753.849609375"
"9359","0.25529903173446655","0.25529903173446655","0.25529903173446655","10.98299789428711","10.98299789428711","10.98299789428711","1.549079418182373","1.549079418182373","1.549079418182373"
"9389","0.2810181677341461","0.2810181677341461","0.2810181677341461","12.41316032409668","12.41316032409668","12.41316032409668","2.6206109523773193","2.6206109523773193","2.6206109523773193"
"9419","0.2715936303138733","0.2715936303138733","0.2715936303138733","15.18554973602295","15.18554973602295","15.18554973602295","73.78485107421875","73.78485107421875","73.78485107421875"
"9449","0.30261895060539246","0.30261895060539246","0.30261895060539246","38.92742919921875","38.92742919921875","38.92742919921875","64.01078796386719","64.01078796386719","64.01078796386719"
"9479","0.2910737097263336","0.2910737097263336","0.2910737097263336","9.917520523071289","9.917520523071289","9.917520523071289","2.86670184135437","2.86670184135437","2.86670184135437"
"9509","0.24477878212928772","0.24477878212928772","0.24477878212928772","9.354730606079102","9.354730606079102","9.354730606079102","2.139265298843384","2.139265298843384","2.139265298843384"
"9539","0.2668658196926117","0.2668658196926117","0.2668658196926117","21.600013732910156","21.600013732910156","21.600013732910156","52.276729583740234","52.276729583740234","52.276729583740234"
"9569","0.23860470950603485","0.23860470950603485","0.23860470950603485","40.22847366333008","40.22847366333008","40.22847366333008","230.7369384765625","230.7369384765625","230.7369384765625"
"9599","0.2513178586959839","0.2513178586959839","0.2513178586959839","11.21774959564209","11.21774959564209","11.21774959564209","1.7871428728103638","1.7871428728103638","1.7871428728103638"
"9629","0.2404664009809494","0.2404664009809494","0.2404664009809494","6.387060165405273","6.387060165405273","6.387060165405273","1.2411999702453613","1.2411999702453613","1.2411999702453613"
"9659","0.2225448191165924","0.2225448191165924","0.2225448191165924","5.80656623840332","5.80656623840332","5.80656623840332","1.016718864440918","1.016718864440918","1.016718864440918"
"9689","0.24151723086833954","0.24151723086833954","0.24151723086833954","14.337443351745605","14.337443351745605","14.337443351745605","61.41459655761719","61.41459655761719","61.41459655761719"
"9719","0.24727167189121246","0.24727167189121246","0.24727167189121246","12.527420043945312","12.527420043945312","12.527420043945312","2.120509624481201","2.120509624481201","2.120509624481201"
"9749","0.22971771657466888","0.22971771657466888","0.22971771657466888","3.545454502105713","3.545454502105713","3.545454502105713","0.6461079716682434","0.6461079716682434","0.6461079716682434"
"9779","0.24755986034870148","0.24755986034870148","0.24755986034870148","8.947871208190918","8.947871208190918","8.947871208190918","1.5611480474472046","1.5611480474472046","1.5611480474472046"
"9809","0.2152848094701767","0.2152848094701767","0.2152848094701767","5.800275802612305","5.800275802612305","5.800275802612305","1.0629030466079712","1.0629030466079712","1.0629030466079712"
"9839","0.24130478501319885","0.24130478501319885","0.24130478501319885","8.50428295135498","8.50428295135498","8.50428295135498","1.235064148902893","1.235064148902893","1.235064148902893"
"9869","0.2341042459011078","0.2341042459011078","0.2341042459011078","17.34014892578125","17.34014892578125","17.34014892578125","2.215972661972046","2.215972661972046","2.215972661972046"
"9899","0.24162407219409943","0.24162407219409943","0.24162407219409943","14.082087516784668","14.082087516784668","14.082087516784668","2.4778521060943604","2.4778521060943604","2.4778521060943604"
"9929","0.22896474599838257","0.22896474599838257","0.22896474599838257","11.083168029785156","11.083168029785156","11.083168029785156","1.7188849449157715","1.7188849449157715","1.7188849449157715"
"9959","0.2371806651353836","0.2371806651353836","0.2371806651353836","3.3160741329193115","3.3160741329193115","3.3160741329193115","0.8675165772438049","0.8675165772438049","0.8675165772438049"
"9989","0.25669270753860474","0.25669270753860474","0.25669270753860474","7.32156229019165","7.32156229019165","7.32156229019165","1.2895957231521606","1.2895957231521606","1.2895957231521606"
"10019","0.2772863805294037","0.2772863805294037","0.2772863805294037","21.264066696166992","21.264066696166992","21.264066696166992","3.1635212898254395","3.1635212898254395","3.1635212898254395"
"10049","0.2736002504825592","0.2736002504825592","0.2736002504825592","5.922408103942871","5.922408103942871","5.922408103942871","1.1198601722717285","1.1198601722717285","1.1198601722717285"
"10079","0.2591131329536438","0.2591131329536438","0.2591131329536438","7.452317714691162","7.452317714691162","7.452317714691162","1.4950714111328125","1.4950714111328125","1.4950714111328125"
"10109","0.2029392570257187","0.2029392570257187","0.2029392570257187","1.0764409303665161","1.0764409303665161","1.0764409303665161","0.35433530807495117","0.35433530807495117","0.35433530807495117"
"10139","0.23888181149959564","0.23888181149959564","0.23888181149959564","2.781883716583252","2.781883716583252","2.781883716583252","0.7968888878822327","0.7968888878822327","0.7968888878822327"
