"Step","layer0_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term","layer0_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term","layer10_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term","layer5_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/fisher_reg_term__MAX"
"1349","3.1075761318206787","3.1075761318206787","3.1075761318206787","479.3504333496094","479.3504333496094","479.3504333496094","71.18953704833984","71.18953704833984","71.18953704833984"
"1379","3.0196306705474854","3.0196306705474854","3.0196306705474854","464.3443908691406","464.3443908691406","464.3443908691406","70.69905853271484","70.69905853271484","70.69905853271484"
"1409","2.805250406265259","2.805250406265259","2.805250406265259","446.8941345214844","446.8941345214844","446.8941345214844","68.36944580078125","68.36944580078125","68.36944580078125"
"1439","2.6833138465881348","2.6833138465881348","2.6833138465881348","426.5384826660156","426.5384826660156","426.5384826660156","59.361473083496094","59.361473083496094","59.361473083496094"
"1469","2.7735507488250732","2.7735507488250732","2.7735507488250732","513.3584594726562","513.3584594726562","513.3584594726562","69.8547592163086","69.8547592163086","69.8547592163086"
"1499","2.5920841693878174","2.5920841693878174","2.5920841693878174","413.6070861816406","413.6070861816406","413.6070861816406","64.99207305908203","64.99207305908203","64.99207305908203"
"1529","2.4529953002929688","2.4529953002929688","2.4529953002929688","429.3997802734375","429.3997802734375","429.3997802734375","60.567874908447266","60.567874908447266","60.567874908447266"
"1559","2.5588369369506836","2.5588369369506836","2.5588369369506836","405.07354736328125","405.07354736328125","405.07354736328125","64.67827606201172","64.67827606201172","64.67827606201172"
"1589","2.3219168186187744","2.3219168186187744","2.3219168186187744","460.073486328125","460.073486328125","460.073486328125","58.362266540527344","58.362266540527344","58.362266540527344"
"1619","2.414398431777954","2.414398431777954","2.414398431777954","442.1543884277344","442.1543884277344","442.1543884277344","57.694000244140625","57.694000244140625","57.694000244140625"
"1649","1.6363147497177124","1.6363147497177124","1.6363147497177124","179.99427795410156","179.99427795410156","179.99427795410156","27.706905364990234","27.706905364990234","27.706905364990234"
"1679","1.4298290014266968","1.4298290014266968","1.4298290014266968","169.44808959960938","169.44808959960938","169.44808959960938","197.31466674804688","197.31466674804688","197.31466674804688"
"1709","1.7631776332855225","1.7631776332855225","1.7631776332855225","52127.73046875","52127.73046875","52127.73046875","49011.0703125","49011.0703125","49011.0703125"
"1739","1.5819368362426758","1.5819368362426758","1.5819368362426758","204.97055053710938","204.97055053710938","204.97055053710938","30.126779556274414","30.126779556274414","30.126779556274414"
"1769","1.2604435682296753","1.2604435682296753","1.2604435682296753","120.74959564208984","120.74959564208984","120.74959564208984","16.972980499267578","16.972980499267578","16.972980499267578"
"1799","1.4056627750396729","1.4056627750396729","1.4056627750396729","204.75477600097656","204.75477600097656","204.75477600097656","26.72304916381836","26.72304916381836","26.72304916381836"
"1829","1.3648256063461304","1.3648256063461304","1.3648256063461304","149.4857940673828","149.4857940673828","149.4857940673828","22.666614532470703","22.666614532470703","22.666614532470703"
"1859","1.6639431715011597","1.6639431715011597","1.6639431715011597","223.91651916503906","223.91651916503906","223.91651916503906","33.52580642700195","33.52580642700195","33.52580642700195"
"1889","1.3819224834442139","1.3819224834442139","1.3819224834442139","178.97218322753906","178.97218322753906","178.97218322753906","23.329830169677734","23.329830169677734","23.329830169677734"
"1919","1.5697064399719238","1.5697064399719238","1.5697064399719238","9799.5498046875","9799.5498046875","9799.5498046875","9352.98046875","9352.98046875","9352.98046875"
"1949","1.3959325551986694","1.3959325551986694","1.3959325551986694","176.5261993408203","176.5261993408203","176.5261993408203","24.599699020385742","24.599699020385742","24.599699020385742"
"1979","1.8606988191604614","1.8606988191604614","1.8606988191604614","188.50254821777344","188.50254821777344","188.50254821777344","34.36421203613281","34.36421203613281","34.36421203613281"
"2009","1.4693971872329712","1.4693971872329712","1.4693971872329712","15013.4345703125","15013.4345703125","15013.4345703125","14449.4560546875","14449.4560546875","14449.4560546875"
"2039","1.369071364402771","1.369071364402771","1.369071364402771","139.94989013671875","139.94989013671875","139.94989013671875","24.213703155517578","24.213703155517578","24.213703155517578"
"2069","1.2885136604309082","1.2885136604309082","1.2885136604309082","139.7436065673828","139.7436065673828","139.7436065673828","23.360387802124023","23.360387802124023","23.360387802124023"
"2099","1.3965884447097778","1.3965884447097778","1.3965884447097778","183.83932495117188","183.83932495117188","183.83932495117188","23.102575302124023","23.102575302124023","23.102575302124023"
"2129","1.416642189025879","1.416642189025879","1.416642189025879","211.92706298828125","211.92706298828125","211.92706298828125","245.64138793945312","245.64138793945312","245.64138793945312"
"2159","1.4151755571365356","1.4151755571365356","1.4151755571365356","145.00555419921875","145.00555419921875","145.00555419921875","22.768184661865234","22.768184661865234","22.768184661865234"
"2189","1.3772205114364624","1.3772205114364624","1.3772205114364624","178.1271209716797","178.1271209716797","178.1271209716797","20.448944091796875","20.448944091796875","20.448944091796875"
"2219","1.2996563911437988","1.2996563911437988","1.2996563911437988","155.4653778076172","155.4653778076172","155.4653778076172","23.416316986083984","23.416316986083984","23.416316986083984"
"2249","1.403224229812622","1.403224229812622","1.403224229812622","223.96414184570312","223.96414184570312","223.96414184570312","28.57248306274414","28.57248306274414","28.57248306274414"
"2279","1.2517863512039185","1.2517863512039185","1.2517863512039185","188.82080078125","188.82080078125","188.82080078125","25.453914642333984","25.453914642333984","25.453914642333984"
"2309","1.2724366188049316","1.2724366188049316","1.2724366188049316","165.6699981689453","165.6699981689453","165.6699981689453","22.8868465423584","22.8868465423584","22.8868465423584"
"2339","1.1471552848815918","1.1471552848815918","1.1471552848815918","137.3868408203125","137.3868408203125","137.3868408203125","19.964061737060547","19.964061737060547","19.964061737060547"
"2369","1.1785149574279785","1.1785149574279785","1.1785149574279785","132.86363220214844","132.86363220214844","132.86363220214844","25.601436614990234","25.601436614990234","25.601436614990234"
"2399","1.5188461542129517","1.5188461542129517","1.5188461542129517","22607.515625","22607.515625","22607.515625","32255.65625","32255.65625","32255.65625"
"2429","1.1345162391662598","1.1345162391662598","1.1345162391662598","176.3730926513672","176.3730926513672","176.3730926513672","287.6739501953125","287.6739501953125","287.6739501953125"
"2459","1.1749446392059326","1.1749446392059326","1.1749446392059326","171.67079162597656","171.67079162597656","171.67079162597656","24.001440048217773","24.001440048217773","24.001440048217773"
"2489","1.1979868412017822","1.1979868412017822","1.1979868412017822","147.15785217285156","147.15785217285156","147.15785217285156","24.60169219970703","24.60169219970703","24.60169219970703"
"2519","1.1346083879470825","1.1346083879470825","1.1346083879470825","147.93594360351562","147.93594360351562","147.93594360351562","176.0784149169922","176.0784149169922","176.0784149169922"
"2549","1.162453532218933","1.162453532218933","1.162453532218933","148.23060607910156","148.23060607910156","148.23060607910156","20.641698837280273","20.641698837280273","20.641698837280273"
"2579","1.084604024887085","1.084604024887085","1.084604024887085","130.0574951171875","130.0574951171875","130.0574951171875","16.56934356689453","16.56934356689453","16.56934356689453"
"2609","1.1470235586166382","1.1470235586166382","1.1470235586166382","157.8491668701172","157.8491668701172","157.8491668701172","20.635631561279297","20.635631561279297","20.635631561279297"
"2639","1.3719829320907593","1.3719829320907593","1.3719829320907593","21207.134765625","21207.134765625","21207.134765625","20150.859375","20150.859375","20150.859375"
"2669","1.2772188186645508","1.2772188186645508","1.2772188186645508","197.18455505371094","197.18455505371094","197.18455505371094","30.678112030029297","30.678112030029297","30.678112030029297"
"2699","1.0367385149002075","1.0367385149002075","1.0367385149002075","136.93272399902344","136.93272399902344","136.93272399902344","20.173301696777344","20.173301696777344","20.173301696777344"
"2729","1.0897475481033325","1.0897475481033325","1.0897475481033325","156.1471405029297","156.1471405029297","156.1471405029297","22.712833404541016","22.712833404541016","22.712833404541016"
"2759","1.0711205005645752","1.0711205005645752","1.0711205005645752","157.27139282226562","157.27139282226562","157.27139282226562","18.048431396484375","18.048431396484375","18.048431396484375"
"2789","1.1179051399230957","1.1179051399230957","1.1179051399230957","177.4491729736328","177.4491729736328","177.4491729736328","23.272361755371094","23.272361755371094","23.272361755371094"
"2819","1.070784568786621","1.070784568786621","1.070784568786621","177.8793487548828","177.8793487548828","177.8793487548828","22.217378616333008","22.217378616333008","22.217378616333008"
"2849","1.0462599992752075","1.0462599992752075","1.0462599992752075","156.33021545410156","156.33021545410156","156.33021545410156","240.89439392089844","240.89439392089844","240.89439392089844"
"2879","1.0882666110992432","1.0882666110992432","1.0882666110992432","139.9500274658203","139.9500274658203","139.9500274658203","18.564870834350586","18.564870834350586","18.564870834350586"
"2909","1.1546058654785156","1.1546058654785156","1.1546058654785156","139.3509979248047","139.3509979248047","139.3509979248047","22.448787689208984","22.448787689208984","22.448787689208984"
"2939","1.0073051452636719","1.0073051452636719","1.0073051452636719","125.99820709228516","125.99820709228516","125.99820709228516","20.12558937072754","20.12558937072754","20.12558937072754"
"2969","0.9449533224105835","0.9449533224105835","0.9449533224105835","117.5416488647461","117.5416488647461","117.5416488647461","15.078659057617188","15.078659057617188","15.078659057617188"
"2999","0.9848234057426453","0.9848234057426453","0.9848234057426453","175.40133666992188","175.40133666992188","175.40133666992188","19.23429298400879","19.23429298400879","19.23429298400879"
"3029","0.9498884677886963","0.9498884677886963","0.9498884677886963","16279.4169921875","16279.4169921875","16279.4169921875","14491.4296875","14491.4296875","14491.4296875"
"3059","1.0975409746170044","1.0975409746170044","1.0975409746170044","155.36273193359375","155.36273193359375","155.36273193359375","24.961750030517578","24.961750030517578","24.961750030517578"
"3089","1.0149261951446533","1.0149261951446533","1.0149261951446533","133.5808868408203","133.5808868408203","133.5808868408203","17.769916534423828","17.769916534423828","17.769916534423828"
"3119","1.1313313245773315","1.1313313245773315","1.1313313245773315","12781.62890625","12781.62890625","12781.62890625","11668.6396484375","11668.6396484375","11668.6396484375"
"3149","0.9406013488769531","0.9406013488769531","0.9406013488769531","140.15286254882812","140.15286254882812","140.15286254882812","21.13046646118164","21.13046646118164","21.13046646118164"
"3179","0.9018267393112183","0.9018267393112183","0.9018267393112183","85.85987854003906","85.85987854003906","85.85987854003906","15.396430969238281","15.396430969238281","15.396430969238281"
"3209","0.9612624049186707","0.9612624049186707","0.9612624049186707","155.8715362548828","155.8715362548828","155.8715362548828","18.00712776184082","18.00712776184082","18.00712776184082"
"3239","0.9307783246040344","0.9307783246040344","0.9307783246040344","16603.419921875","16603.419921875","16603.419921875","15453.71484375","15453.71484375","15453.71484375"
"3269","1.0608601570129395","1.0608601570129395","1.0608601570129395","159.2392578125","159.2392578125","159.2392578125","22.228530883789062","22.228530883789062","22.228530883789062"
"3299","1.0713236331939697","1.0713236331939697","1.0713236331939697","13214.5400390625","13214.5400390625","13214.5400390625","12659.7138671875","12659.7138671875","12659.7138671875"
"3329","0.9401323795318604","0.9401323795318604","0.9401323795318604","109.83424377441406","109.83424377441406","109.83424377441406","17.865676879882812","17.865676879882812","17.865676879882812"
"3359","0.8776788711547852","0.8776788711547852","0.8776788711547852","157.34664916992188","157.34664916992188","157.34664916992188","17.63154411315918","17.63154411315918","17.63154411315918"
"3389","1.0236985683441162","1.0236985683441162","1.0236985683441162","20715.939453125","20715.939453125","20715.939453125","21359.966796875","21359.966796875","21359.966796875"
"3419","0.9512269496917725","0.9512269496917725","0.9512269496917725","122.16903686523438","122.16903686523438","122.16903686523438","20.933889389038086","20.933889389038086","20.933889389038086"
"3449","0.9382458925247192","0.9382458925247192","0.9382458925247192","171.75001525878906","171.75001525878906","171.75001525878906","21.820701599121094","21.820701599121094","21.820701599121094"
"3479","0.77766352891922","0.77766352891922","0.77766352891922","98.08466339111328","98.08466339111328","98.08466339111328","15.61307430267334","15.61307430267334","15.61307430267334"
"3509","0.8005004525184631","0.8005004525184631","0.8005004525184631","91.4641342163086","91.4641342163086","91.4641342163086","13.417634010314941","13.417634010314941","13.417634010314941"
"3539","0.8406836986541748","0.8406836986541748","0.8406836986541748","140.49124145507812","140.49124145507812","140.49124145507812","16.801189422607422","16.801189422607422","16.801189422607422"
"3569","0.8675296902656555","0.8675296902656555","0.8675296902656555","79.61039733886719","79.61039733886719","79.61039733886719","13.88978385925293","13.88978385925293","13.88978385925293"
"3599","0.7707390189170837","0.7707390189170837","0.7707390189170837","105.82460021972656","105.82460021972656","105.82460021972656","15.299166679382324","15.299166679382324","15.299166679382324"
"3629","1.032378077507019","1.032378077507019","1.032378077507019","168.62034606933594","168.62034606933594","168.62034606933594","22.22706413269043","22.22706413269043","22.22706413269043"
"3659","0.9144788980484009","0.9144788980484009","0.9144788980484009","136.51812744140625","136.51812744140625","136.51812744140625","21.975666046142578","21.975666046142578","21.975666046142578"
"3689","0.7924267649650574","0.7924267649650574","0.7924267649650574","124.83216857910156","124.83216857910156","124.83216857910156","13.384722709655762","13.384722709655762","13.384722709655762"
"3719","0.8484013676643372","0.8484013676643372","0.8484013676643372","41433.30859375","41433.30859375","41433.30859375","37604.9609375","37604.9609375","37604.9609375"
"3749","0.8313230276107788","0.8313230276107788","0.8313230276107788","118.70584869384766","118.70584869384766","118.70584869384766","17.840450286865234","17.840450286865234","17.840450286865234"
"3779","0.8374144434928894","0.8374144434928894","0.8374144434928894","109.67076873779297","109.67076873779297","109.67076873779297","187.2916259765625","187.2916259765625","187.2916259765625"
"3809","0.8665896058082581","0.8665896058082581","0.8665896058082581","89.31257629394531","89.31257629394531","89.31257629394531","16.80032730102539","16.80032730102539","16.80032730102539"
"3839","0.7729250192642212","0.7729250192642212","0.7729250192642212","85.55311584472656","85.55311584472656","85.55311584472656","11.601144790649414","11.601144790649414","11.601144790649414"
"3869","0.7523138523101807","0.7523138523101807","0.7523138523101807","86.12614440917969","86.12614440917969","86.12614440917969","13.578105926513672","13.578105926513672","13.578105926513672"
"3899","0.7390822172164917","0.7390822172164917","0.7390822172164917","76.15739440917969","76.15739440917969","76.15739440917969","13.61687183380127","13.61687183380127","13.61687183380127"
"3929","0.7367413640022278","0.7367413640022278","0.7367413640022278","99.10575866699219","99.10575866699219","99.10575866699219","14.077009201049805","14.077009201049805","14.077009201049805"
"3959","0.803992748260498","0.803992748260498","0.803992748260498","107.1147689819336","107.1147689819336","107.1147689819336","13.736845016479492","13.736845016479492","13.736845016479492"
"3989","0.8624271154403687","0.8624271154403687","0.8624271154403687","17667.873046875","17667.873046875","17667.873046875","18813.498046875","18813.498046875","18813.498046875"
"4019","0.7626350522041321","0.7626350522041321","0.7626350522041321","111.2044448852539","111.2044448852539","111.2044448852539","16.759933471679688","16.759933471679688","16.759933471679688"
"4049","1.0091214179992676","1.0091214179992676","1.0091214179992676","145.81495666503906","145.81495666503906","145.81495666503906","24.95467758178711","24.95467758178711","24.95467758178711"
"4079","0.7469779253005981","0.7469779253005981","0.7469779253005981","125.35823059082031","125.35823059082031","125.35823059082031","181.2738494873047","181.2738494873047","181.2738494873047"
"4109","0.840425968170166","0.840425968170166","0.840425968170166","139.55979919433594","139.55979919433594","139.55979919433594","18.7012996673584","18.7012996673584","18.7012996673584"
"4139","0.7827136516571045","0.7827136516571045","0.7827136516571045","137.02976989746094","137.02976989746094","137.02976989746094","19.80371856689453","19.80371856689453","19.80371856689453"
"4169","0.8081400990486145","0.8081400990486145","0.8081400990486145","122.05361938476562","122.05361938476562","122.05361938476562","16.69454002380371","16.69454002380371","16.69454002380371"
"4199","0.7307526469230652","0.7307526469230652","0.7307526469230652","121.5636215209961","121.5636215209961","121.5636215209961","13.606377601623535","13.606377601623535","13.606377601623535"
"4229","0.774210512638092","0.774210512638092","0.774210512638092","113.73050689697266","113.73050689697266","113.73050689697266","19.115478515625","19.115478515625","19.115478515625"
"4259","0.5210199356079102","0.5210199356079102","0.5210199356079102","42.506587982177734","42.506587982177734","42.506587982177734","6.175207138061523","6.175207138061523","6.175207138061523"
"4289","0.616943359375","0.616943359375","0.616943359375","77.74954223632812","77.74954223632812","77.74954223632812","328.2608947753906","328.2608947753906","328.2608947753906"
"4319","0.6097575426101685","0.6097575426101685","0.6097575426101685","31576.798828125","31576.798828125","31576.798828125","22766.48828125","22766.48828125","22766.48828125"
"4349","0.5562528371810913","0.5562528371810913","0.5562528371810913","51.45368194580078","51.45368194580078","51.45368194580078","9.562466621398926","9.562466621398926","9.562466621398926"
"4379","0.604451596736908","0.604451596736908","0.604451596736908","45.35666275024414","45.35666275024414","45.35666275024414","7.763896465301514","7.763896465301514","7.763896465301514"
"4409","0.537848174571991","0.537848174571991","0.537848174571991","40.53504943847656","40.53504943847656","40.53504943847656","4.779971599578857","4.779971599578857","4.779971599578857"
"4439","0.5784316062927246","0.5784316062927246","0.5784316062927246","36982.83984375","36982.83984375","36982.83984375","26577.40625","26577.40625","26577.40625"
"4469","0.6083797812461853","0.6083797812461853","0.6083797812461853","56.33045959472656","56.33045959472656","56.33045959472656","8.755736351013184","8.755736351013184","8.755736351013184"
"4499","0.5409125089645386","0.5409125089645386","0.5409125089645386","31.709651947021484","31.709651947021484","31.709651947021484","4.727107524871826","4.727107524871826","4.727107524871826"
"4529","0.5095319151878357","0.5095319151878357","0.5095319151878357","37.204280853271484","37.204280853271484","37.204280853271484","5.739587783813477","5.739587783813477","5.739587783813477"
"4559","0.5215362906455994","0.5215362906455994","0.5215362906455994","52.985050201416016","52.985050201416016","52.985050201416016","5.844733715057373","5.844733715057373","5.844733715057373"
"4589","0.574749767780304","0.574749767780304","0.574749767780304","61.750328063964844","61.750328063964844","61.750328063964844","7.520904541015625","7.520904541015625","7.520904541015625"
"4619","0.6877264976501465","0.6877264976501465","0.6877264976501465","73.80406188964844","73.80406188964844","73.80406188964844","11.822135925292969","11.822135925292969","11.822135925292969"
"4649","0.5005602240562439","0.5005602240562439","0.5005602240562439","49.479591369628906","49.479591369628906","49.479591369628906","6.807155132293701","6.807155132293701","6.807155132293701"
"4679","0.5030040144920349","0.5030040144920349","0.5030040144920349","32.134647369384766","32.134647369384766","32.134647369384766","4.904638767242432","4.904638767242432","4.904638767242432"
"4709","0.6145197153091431","0.6145197153091431","0.6145197153091431","35898.3046875","35898.3046875","35898.3046875","24507.44921875","24507.44921875","24507.44921875"
"4739","0.46897655725479126","0.46897655725479126","0.46897655725479126","35.176239013671875","35.176239013671875","35.176239013671875","5.75663948059082","5.75663948059082","5.75663948059082"
"4769","0.459281325340271","0.459281325340271","0.459281325340271","20.760059356689453","20.760059356689453","20.760059356689453","3.862396001815796","3.862396001815796","3.862396001815796"
"4799","0.5640810132026672","0.5640810132026672","0.5640810132026672","40.44643783569336","40.44643783569336","40.44643783569336","7.652214050292969","7.652214050292969","7.652214050292969"
"4829","0.47690242528915405","0.47690242528915405","0.47690242528915405","34.80630874633789","34.80630874633789","34.80630874633789","5.050168037414551","5.050168037414551","5.050168037414551"
"4859","0.49459266662597656","0.49459266662597656","0.49459266662597656","49.79948043823242","49.79948043823242","49.79948043823242","8.107054710388184","8.107054710388184","8.107054710388184"
"4889","0.6260484457015991","0.6260484457015991","0.6260484457015991","62.78369903564453","62.78369903564453","62.78369903564453","8.34187126159668","8.34187126159668","8.34187126159668"
"4919","0.5095483660697937","0.5095483660697937","0.5095483660697937","41.733253479003906","41.733253479003906","41.733253479003906","6.481655120849609","6.481655120849609","6.481655120849609"
"4949","0.5100334882736206","0.5100334882736206","0.5100334882736206","45.56416320800781","45.56416320800781","45.56416320800781","7.5015788078308105","7.5015788078308105","7.5015788078308105"
"4979","0.4823076128959656","0.4823076128959656","0.4823076128959656","45.7828369140625","45.7828369140625","45.7828369140625","7.758633613586426","7.758633613586426","7.758633613586426"
"5009","0.5105562210083008","0.5105562210083008","0.5105562210083008","67.39996337890625","67.39996337890625","67.39996337890625","7.090256214141846","7.090256214141846","7.090256214141846"
"5039","0.5028104186058044","0.5028104186058044","0.5028104186058044","52.7868537902832","52.7868537902832","52.7868537902832","7.010036468505859","7.010036468505859","7.010036468505859"
"5069","0.5399447083473206","0.5399447083473206","0.5399447083473206","49.645626068115234","49.645626068115234","49.645626068115234","7.233174800872803","7.233174800872803","7.233174800872803"
"5099","0.4766102433204651","0.4766102433204651","0.4766102433204651","26.48488998413086","26.48488998413086","26.48488998413086","5.2615180015563965","5.2615180015563965","5.2615180015563965"
