"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"4919","2.8825149536132812","2.8825149536132812","2.8825149536132812","3.0480949878692627","3.0480949878692627","3.0480949878692627","3.3382792472839355","3.3382792472839355","3.3382792472839355"
"4949","2.5288162231445312","2.5288162231445312","2.5288162231445312","3.009835720062256","3.009835720062256","3.009835720062256","3.186795949935913","3.186795949935913","3.186795949935913"
"4979","2.6508946418762207","2.6508946418762207","2.6508946418762207","2.9795243740081787","2.9795243740081787","2.9795243740081787","3.43654465675354","3.43654465675354","3.43654465675354"
"5009","2.6475884914398193","2.6475884914398193","2.6475884914398193","2.6841702461242676","2.6841702461242676","2.6841702461242676","3.072443723678589","3.072443723678589","3.072443723678589"
"5039","2.5438625812530518","2.5438625812530518","2.5438625812530518","2.5974574089050293","2.5974574089050293","2.5974574089050293","3.0648193359375","3.0648193359375","3.0648193359375"
"5069","2.7149181365966797","2.7149181365966797","2.7149181365966797","2.9562225341796875","2.9562225341796875","2.9562225341796875","3.430363178253174","3.430363178253174","3.430363178253174"
"5099","2.626006603240967","2.626006603240967","2.626006603240967","2.736194372177124","2.736194372177124","2.736194372177124","3.137286901473999","3.137286901473999","3.137286901473999"
"5129","2.5496177673339844","2.5496177673339844","2.5496177673339844","2.5905168056488037","2.5905168056488037","2.5905168056488037","3.1614785194396973","3.1614785194396973","3.1614785194396973"
"5159","3.3598361015319824","3.3598361015319824","3.3598361015319824","2.739152669906616","2.739152669906616","2.739152669906616","3.48618221282959","3.48618221282959","3.48618221282959"
"5189","2.545426607131958","2.545426607131958","2.545426607131958","2.588550567626953","2.588550567626953","2.588550567626953","3.299297332763672","3.299297332763672","3.299297332763672"
"5219","2.4602441787719727","2.4602441787719727","2.4602441787719727","2.7940917015075684","2.7940917015075684","2.7940917015075684","3.1237711906433105","3.1237711906433105","3.1237711906433105"
"5249","2.7412521839141846","2.7412521839141846","2.7412521839141846","2.9285900592803955","2.9285900592803955","2.9285900592803955","3.536951780319214","3.536951780319214","3.536951780319214"
"5279","2.444509744644165","2.444509744644165","2.444509744644165","2.80545973777771","2.80545973777771","2.80545973777771","3.1625335216522217","3.1625335216522217","3.1625335216522217"
"5309","3.370364189147949","3.370364189147949","3.370364189147949","3.0906102657318115","3.0906102657318115","3.0906102657318115","4.073422431945801","4.073422431945801","4.073422431945801"
"5339","2.4284560680389404","2.4284560680389404","2.4284560680389404","2.942106246948242","2.942106246948242","2.942106246948242","2.9776220321655273","2.9776220321655273","2.9776220321655273"
"5369","2.7900872230529785","2.7900872230529785","2.7900872230529785","2.8670992851257324","2.8670992851257324","2.8670992851257324","3.0044829845428467","3.0044829845428467","3.0044829845428467"
"5399","2.4819676876068115","2.4819676876068115","2.4819676876068115","2.6109750270843506","2.6109750270843506","2.6109750270843506","3.0125041007995605","3.0125041007995605","3.0125041007995605"
"5429","2.6770501136779785","2.6770501136779785","2.6770501136779785","2.740337371826172","2.740337371826172","2.740337371826172","3.727327823638916","3.727327823638916","3.727327823638916"
"5459","2.510205030441284","2.510205030441284","2.510205030441284","2.885694742202759","2.885694742202759","2.885694742202759","3.1949565410614014","3.1949565410614014","3.1949565410614014"
"5489","2.5736641883850098","2.5736641883850098","2.5736641883850098","2.5878846645355225","2.5878846645355225","2.5878846645355225","3.321403980255127","3.321403980255127","3.321403980255127"
"5519","2.4513068199157715","2.4513068199157715","2.4513068199157715","2.8115179538726807","2.8115179538726807","2.8115179538726807","2.9734160900115967","2.9734160900115967","2.9734160900115967"
"5549","2.5619583129882812","2.5619583129882812","2.5619583129882812","2.7599151134490967","2.7599151134490967","2.7599151134490967","3.1249780654907227","3.1249780654907227","3.1249780654907227"
"5579","3.136404037475586","3.136404037475586","3.136404037475586","3.01283597946167","3.01283597946167","3.01283597946167","3.7131600379943848","3.7131600379943848","3.7131600379943848"
"5609","2.7358174324035645","2.7358174324035645","2.7358174324035645","3.051461696624756","3.051461696624756","3.051461696624756","3.804093837738037","3.804093837738037","3.804093837738037"
"5639","2.4370312690734863","2.4370312690734863","2.4370312690734863","2.83243989944458","2.83243989944458","2.83243989944458","3.102935791015625","3.102935791015625","3.102935791015625"
"5669","2.4566469192504883","2.4566469192504883","2.4566469192504883","2.8323724269866943","2.8323724269866943","2.8323724269866943","3.157332181930542","3.157332181930542","3.157332181930542"
"5699","2.5983190536499023","2.5983190536499023","2.5983190536499023","2.5773589611053467","2.5773589611053467","2.5773589611053467","3.0325429439544678","3.0325429439544678","3.0325429439544678"
"5729","2.5620241165161133","2.5620241165161133","2.5620241165161133","2.8268630504608154","2.8268630504608154","2.8268630504608154","3.2614848613739014","3.2614848613739014","3.2614848613739014"
"5759","2.6049821376800537","2.6049821376800537","2.6049821376800537","2.6782143115997314","2.6782143115997314","2.6782143115997314","3.551013469696045","3.551013469696045","3.551013469696045"
"5789","2.697587251663208","2.697587251663208","2.697587251663208","2.989332914352417","2.989332914352417","2.989332914352417","3.4080424308776855","3.4080424308776855","3.4080424308776855"
"5819","2.441453695297241","2.441453695297241","2.441453695297241","2.8000640869140625","2.8000640869140625","2.8000640869140625","3.012648344039917","3.012648344039917","3.012648344039917"
"5849","2.4430627822875977","2.4430627822875977","2.4430627822875977","2.7941088676452637","2.7941088676452637","2.7941088676452637","3.064729928970337","3.064729928970337","3.064729928970337"
"5879","2.6296069622039795","2.6296069622039795","2.6296069622039795","3.0565435886383057","3.0565435886383057","3.0565435886383057","3.068554639816284","3.068554639816284","3.068554639816284"
"5909","2.4926624298095703","2.4926624298095703","2.4926624298095703","3.045076847076416","3.045076847076416","3.045076847076416","3.202263832092285","3.202263832092285","3.202263832092285"
"5939","3.4064526557922363","3.4064526557922363","3.4064526557922363","2.9284627437591553","2.9284627437591553","2.9284627437591553","2.8865151405334473","2.8865151405334473","2.8865151405334473"
"5969","2.4397149085998535","2.4397149085998535","2.4397149085998535","2.644676446914673","2.644676446914673","2.644676446914673","2.888690710067749","2.888690710067749","2.888690710067749"
"5999","2.5124402046203613","2.5124402046203613","2.5124402046203613","2.9156301021575928","2.9156301021575928","2.9156301021575928","3.2020106315612793","3.2020106315612793","3.2020106315612793"
"6029","2.70865797996521","2.70865797996521","2.70865797996521","3.0496106147766113","3.0496106147766113","3.0496106147766113","3.274939775466919","3.274939775466919","3.274939775466919"
"6059","2.822449207305908","2.822449207305908","2.822449207305908","3.1269164085388184","3.1269164085388184","3.1269164085388184","3.632107973098755","3.632107973098755","3.632107973098755"
"6089","2.611701011657715","2.611701011657715","2.611701011657715","2.9776153564453125","2.9776153564453125","2.9776153564453125","3.2625491619110107","3.2625491619110107","3.2625491619110107"
"6119","2.638425827026367","2.638425827026367","2.638425827026367","3.1492722034454346","3.1492722034454346","3.1492722034454346","3.1862916946411133","3.1862916946411133","3.1862916946411133"
"6149","2.542196273803711","2.542196273803711","2.542196273803711","2.7361693382263184","2.7361693382263184","2.7361693382263184","3.501246213912964","3.501246213912964","3.501246213912964"
"6179","2.374068021774292","2.374068021774292","2.374068021774292","2.5559756755828857","2.5559756755828857","2.5559756755828857","2.7276079654693604","2.7276079654693604","2.7276079654693604"
"6209","2.7485618591308594","2.7485618591308594","2.7485618591308594","3.022467851638794","3.022467851638794","3.022467851638794","2.957955837249756","2.957955837249756","2.957955837249756"
"6239","2.4486749172210693","2.4486749172210693","2.4486749172210693","2.61711049079895","2.61711049079895","2.61711049079895","3.1223204135894775","3.1223204135894775","3.1223204135894775"
"6269","2.495967149734497","2.495967149734497","2.495967149734497","2.6264092922210693","2.6264092922210693","2.6264092922210693","3.068046808242798","3.068046808242798","3.068046808242798"
"6299","2.6120052337646484","2.6120052337646484","2.6120052337646484","2.82076096534729","2.82076096534729","2.82076096534729","3.3715391159057617","3.3715391159057617","3.3715391159057617"
"6329","2.7145915031433105","2.7145915031433105","2.7145915031433105","2.7904741764068604","2.7904741764068604","2.7904741764068604","2.8097050189971924","2.8097050189971924","2.8097050189971924"
"6359","2.4670538902282715","2.4670538902282715","2.4670538902282715","2.9685487747192383","2.9685487747192383","2.9685487747192383","3.0794689655303955","3.0794689655303955","3.0794689655303955"
"6389","2.504805326461792","2.504805326461792","2.504805326461792","2.697347402572632","2.697347402572632","2.697347402572632","3.3194127082824707","3.3194127082824707","3.3194127082824707"
"6419","2.3286218643188477","2.3286218643188477","2.3286218643188477","2.6512961387634277","2.6512961387634277","2.6512961387634277","2.9977846145629883","2.9977846145629883","2.9977846145629883"
"6449","2.344388723373413","2.344388723373413","2.344388723373413","2.5886070728302","2.5886070728302","2.5886070728302","2.8646113872528076","2.8646113872528076","2.8646113872528076"
"6479","2.5320825576782227","2.5320825576782227","2.5320825576782227","2.6990578174591064","2.6990578174591064","2.6990578174591064","2.976994276046753","2.976994276046753","2.976994276046753"
"6509","2.6910476684570312","2.6910476684570312","2.6910476684570312","2.520824909210205","2.520824909210205","2.520824909210205","3.0198588371276855","3.0198588371276855","3.0198588371276855"
"6539","2.5786428451538086","2.5786428451538086","2.5786428451538086","3.248735189437866","3.248735189437866","3.248735189437866","2.876316547393799","2.876316547393799","2.876316547393799"
"6569","2.363787889480591","2.363787889480591","2.363787889480591","2.5428731441497803","2.5428731441497803","2.5428731441497803","2.8806958198547363","2.8806958198547363","2.8806958198547363"
"6599","2.4855825901031494","2.4855825901031494","2.4855825901031494","2.437173366546631","2.437173366546631","2.437173366546631","3.1474761962890625","3.1474761962890625","3.1474761962890625"
"6629","2.68373966217041","2.68373966217041","2.68373966217041","2.7968292236328125","2.7968292236328125","2.7968292236328125","3.417649507522583","3.417649507522583","3.417649507522583"
"6659","4.470850467681885","4.470850467681885","4.470850467681885","2.990595579147339","2.990595579147339","2.990595579147339","3.268921136856079","3.268921136856079","3.268921136856079"
"6689","2.3899953365325928","2.3899953365325928","2.3899953365325928","2.5371453762054443","2.5371453762054443","2.5371453762054443","2.887218952178955","2.887218952178955","2.887218952178955"
"6719","2.4973928928375244","2.4973928928375244","2.4973928928375244","2.673548936843872","2.673548936843872","2.673548936843872","3.176105499267578","3.176105499267578","3.176105499267578"
"6749","2.8781542778015137","2.8781542778015137","2.8781542778015137","2.8951146602630615","2.8951146602630615","2.8951146602630615","3.2047393321990967","3.2047393321990967","3.2047393321990967"
"6779","3.800842761993408","3.800842761993408","3.800842761993408","2.9496614933013916","2.9496614933013916","2.9496614933013916","3.2210357189178467","3.2210357189178467","3.2210357189178467"
"6809","2.4950428009033203","2.4950428009033203","2.4950428009033203","2.841714382171631","2.841714382171631","2.841714382171631","3.318793296813965","3.318793296813965","3.318793296813965"
"6839","3.088815927505493","3.088815927505493","3.088815927505493","2.4641079902648926","2.4641079902648926","2.4641079902648926","2.860731840133667","2.860731840133667","2.860731840133667"
"6869","2.503805637359619","2.503805637359619","2.503805637359619","2.7997167110443115","2.7997167110443115","2.7997167110443115","3.3760502338409424","3.3760502338409424","3.3760502338409424"
"6899","2.6069915294647217","2.6069915294647217","2.6069915294647217","3.0043766498565674","3.0043766498565674","3.0043766498565674","3.3853838443756104","3.3853838443756104","3.3853838443756104"
"6929","2.5819921493530273","2.5819921493530273","2.5819921493530273","2.779008626937866","2.779008626937866","2.779008626937866","3.2554454803466797","3.2554454803466797","3.2554454803466797"
"6959","2.423100233078003","2.423100233078003","2.423100233078003","2.6375977993011475","2.6375977993011475","2.6375977993011475","3.269137382507324","3.269137382507324","3.269137382507324"
"6989","2.403080940246582","2.403080940246582","2.403080940246582","2.6582560539245605","2.6582560539245605","2.6582560539245605","3.227908134460449","3.227908134460449","3.227908134460449"
"7019","2.518019437789917","2.518019437789917","2.518019437789917","2.52417254447937","2.52417254447937","2.52417254447937","3.2069952487945557","3.2069952487945557","3.2069952487945557"
"7049","2.5279769897460938","2.5279769897460938","2.5279769897460938","2.52871036529541","2.52871036529541","2.52871036529541","2.8149189949035645","2.8149189949035645","2.8149189949035645"
"7079","2.293651580810547","2.293651580810547","2.293651580810547","2.5553038120269775","2.5553038120269775","2.5553038120269775","2.9420557022094727","2.9420557022094727","2.9420557022094727"
"7109","2.4988842010498047","2.4988842010498047","2.4988842010498047","2.7429749965667725","2.7429749965667725","2.7429749965667725","2.9156463146209717","2.9156463146209717","2.9156463146209717"
"7139","2.45639967918396","2.45639967918396","2.45639967918396","2.643563985824585","2.643563985824585","2.643563985824585","3.034444570541382","3.034444570541382","3.034444570541382"
"7169","2.344184160232544","2.344184160232544","2.344184160232544","2.890920877456665","2.890920877456665","2.890920877456665","3.130706787109375","3.130706787109375","3.130706787109375"
"7199","2.3152644634246826","2.3152644634246826","2.3152644634246826","2.5932397842407227","2.5932397842407227","2.5932397842407227","2.920158624649048","2.920158624649048","2.920158624649048"
"7229","2.486196279525757","2.486196279525757","2.486196279525757","2.725053071975708","2.725053071975708","2.725053071975708","3.198282480239868","3.198282480239868","3.198282480239868"
"7259","2.9714176654815674","2.9714176654815674","2.9714176654815674","2.7720251083374023","2.7720251083374023","2.7720251083374023","3.1367199420928955","3.1367199420928955","3.1367199420928955"
"7289","2.4938414096832275","2.4938414096832275","2.4938414096832275","2.6374592781066895","2.6374592781066895","2.6374592781066895","3.260715961456299","3.260715961456299","3.260715961456299"
"7319","2.4815890789031982","2.4815890789031982","2.4815890789031982","2.553654193878174","2.553654193878174","2.553654193878174","3.334672212600708","3.334672212600708","3.334672212600708"
"7349","2.506467580795288","2.506467580795288","2.506467580795288","2.930854082107544","2.930854082107544","2.930854082107544","3.0939178466796875","3.0939178466796875","3.0939178466796875"
"7379","2.417985677719116","2.417985677719116","2.417985677719116","2.643258810043335","2.643258810043335","2.643258810043335","3.076686382293701","3.076686382293701","3.076686382293701"
"7409","2.3957607746124268","2.3957607746124268","2.3957607746124268","3.0282554626464844","3.0282554626464844","3.0282554626464844","3.1988041400909424","3.1988041400909424","3.1988041400909424"
"7439","2.41247296333313","2.41247296333313","2.41247296333313","2.5787384510040283","2.5787384510040283","2.5787384510040283","3.058685779571533","3.058685779571533","3.058685779571533"
"7469","2.529385805130005","2.529385805130005","2.529385805130005","2.780728578567505","2.780728578567505","2.780728578567505","3.2013185024261475","3.2013185024261475","3.2013185024261475"
"7499","2.390902280807495","2.390902280807495","2.390902280807495","2.569108724594116","2.569108724594116","2.569108724594116","2.923903226852417","2.923903226852417","2.923903226852417"
"7529","2.6175715923309326","2.6175715923309326","2.6175715923309326","2.885991096496582","2.885991096496582","2.885991096496582","3.4976885318756104","3.4976885318756104","3.4976885318756104"
"7559","2.379282236099243","2.379282236099243","2.379282236099243","2.5307247638702393","2.5307247638702393","2.5307247638702393","2.7751753330230713","2.7751753330230713","2.7751753330230713"
"7589","2.4069910049438477","2.4069910049438477","2.4069910049438477","2.6271636486053467","2.6271636486053467","2.6271636486053467","3.0342438220977783","3.0342438220977783","3.0342438220977783"
"7619","3.211656093597412","3.211656093597412","3.211656093597412","2.968026876449585","2.968026876449585","2.968026876449585","3.398242712020874","3.398242712020874","3.398242712020874"
"7649","2.3822720050811768","2.3822720050811768","2.3822720050811768","2.674691915512085","2.674691915512085","2.674691915512085","3.270233631134033","3.270233631134033","3.270233631134033"
"7679","2.5282576084136963","2.5282576084136963","2.5282576084136963","2.819489002227783","2.819489002227783","2.819489002227783","3.4857137203216553","3.4857137203216553","3.4857137203216553"
"7709","2.377002477645874","2.377002477645874","2.377002477645874","2.4849486351013184","2.4849486351013184","2.4849486351013184","3.072496175765991","3.072496175765991","3.072496175765991"
"7739","2.368527889251709","2.368527889251709","2.368527889251709","2.7841267585754395","2.7841267585754395","2.7841267585754395","3.0751755237579346","3.0751755237579346","3.0751755237579346"
"7769","2.441225290298462","2.441225290298462","2.441225290298462","2.7898974418640137","2.7898974418640137","2.7898974418640137","3.035529136657715","3.035529136657715","3.035529136657715"
"7799","2.3890023231506348","2.3890023231506348","2.3890023231506348","2.632749557495117","2.632749557495117","2.632749557495117","2.8718810081481934","2.8718810081481934","2.8718810081481934"
"7829","2.451592445373535","2.451592445373535","2.451592445373535","2.978616237640381","2.978616237640381","2.978616237640381","3.113466739654541","3.113466739654541","3.113466739654541"
"7859","2.4370975494384766","2.4370975494384766","2.4370975494384766","3.0479836463928223","3.0479836463928223","3.0479836463928223","3.190089702606201","3.190089702606201","3.190089702606201"
"7889","2.5218966007232666","2.5218966007232666","2.5218966007232666","2.885817766189575","2.885817766189575","2.885817766189575","3.1802971363067627","3.1802971363067627","3.1802971363067627"
"7919","2.3513500690460205","2.3513500690460205","2.3513500690460205","2.965505361557007","2.965505361557007","2.965505361557007","2.8911187648773193","2.8911187648773193","2.8911187648773193"
"7949","2.455063819885254","2.455063819885254","2.455063819885254","2.6895251274108887","2.6895251274108887","2.6895251274108887","3.1704962253570557","3.1704962253570557","3.1704962253570557"
"7979","2.3157458305358887","2.3157458305358887","2.3157458305358887","2.7542033195495605","2.7542033195495605","2.7542033195495605","3.10845947265625","3.10845947265625","3.10845947265625"
"8009","2.5844900608062744","2.5844900608062744","2.5844900608062744","2.862246036529541","2.862246036529541","2.862246036529541","3.0932464599609375","3.0932464599609375","3.0932464599609375"
"8039","2.422353506088257","2.422353506088257","2.422353506088257","2.6295182704925537","2.6295182704925537","2.6295182704925537","3.122363805770874","3.122363805770874","3.122363805770874"
"8069","2.3815829753875732","2.3815829753875732","2.3815829753875732","2.690025806427002","2.690025806427002","2.690025806427002","3.0762953758239746","3.0762953758239746","3.0762953758239746"
"8099","2.3511033058166504","2.3511033058166504","2.3511033058166504","2.525343656539917","2.525343656539917","2.525343656539917","3.1362926959991455","3.1362926959991455","3.1362926959991455"
"8129","2.371243476867676","2.371243476867676","2.371243476867676","2.6333980560302734","2.6333980560302734","2.6333980560302734","2.9642837047576904","2.9642837047576904","2.9642837047576904"
"8159","2.627647638320923","2.627647638320923","2.627647638320923","2.8832507133483887","2.8832507133483887","2.8832507133483887","4.087886810302734","4.087886810302734","4.087886810302734"
"8189","2.4205214977264404","2.4205214977264404","2.4205214977264404","2.904487133026123","2.904487133026123","2.904487133026123","3.1448278427124023","3.1448278427124023","3.1448278427124023"
"8219","2.317629337310791","2.317629337310791","2.317629337310791","2.7881388664245605","2.7881388664245605","2.7881388664245605","2.9488418102264404","2.9488418102264404","2.9488418102264404"
"8249","2.5577609539031982","2.5577609539031982","2.5577609539031982","3.0466833114624023","3.0466833114624023","3.0466833114624023","3.3433403968811035","3.3433403968811035","3.3433403968811035"
"8279","2.5064730644226074","2.5064730644226074","2.5064730644226074","2.985346555709839","2.985346555709839","2.985346555709839","3.047250986099243","3.047250986099243","3.047250986099243"
"8309","2.3905632495880127","2.3905632495880127","2.3905632495880127","2.6065969467163086","2.6065969467163086","2.6065969467163086","2.7796478271484375","2.7796478271484375","2.7796478271484375"
"8339","2.6026129722595215","2.6026129722595215","2.6026129722595215","2.735976457595825","2.735976457595825","2.735976457595825","3.104790210723877","3.104790210723877","3.104790210723877"
"8369","2.457415819168091","2.457415819168091","2.457415819168091","2.662409543991089","2.662409543991089","2.662409543991089","3.160891056060791","3.160891056060791","3.160891056060791"
"8399","2.3867013454437256","2.3867013454437256","2.3867013454437256","2.5935845375061035","2.5935845375061035","2.5935845375061035","3.2703704833984375","3.2703704833984375","3.2703704833984375"
"8429","2.577754497528076","2.577754497528076","2.577754497528076","2.7068753242492676","2.7068753242492676","2.7068753242492676","3.4540224075317383","3.4540224075317383","3.4540224075317383"
"8459","2.319014310836792","2.319014310836792","2.319014310836792","2.4323222637176514","2.4323222637176514","2.4323222637176514","2.8841094970703125","2.8841094970703125","2.8841094970703125"
"8489","2.3262381553649902","2.3262381553649902","2.3262381553649902","2.5287160873413086","2.5287160873413086","2.5287160873413086","3.052496910095215","3.052496910095215","3.052496910095215"
"8519","2.352139949798584","2.352139949798584","2.352139949798584","2.5804991722106934","2.5804991722106934","2.5804991722106934","2.9035255908966064","2.9035255908966064","2.9035255908966064"
"8549","2.5564188957214355","2.5564188957214355","2.5564188957214355","2.712409496307373","2.712409496307373","2.712409496307373","3.2853941917419434","3.2853941917419434","3.2853941917419434"
"8579","2.2999751567840576","2.2999751567840576","2.2999751567840576","2.6768462657928467","2.6768462657928467","2.6768462657928467","3.0655055046081543","3.0655055046081543","3.0655055046081543"
"8609","2.41107177734375","2.41107177734375","2.41107177734375","2.5839452743530273","2.5839452743530273","2.5839452743530273","3.1931676864624023","3.1931676864624023","3.1931676864624023"
"8639","2.5284366607666016","2.5284366607666016","2.5284366607666016","2.3556230068206787","2.3556230068206787","2.3556230068206787","2.957662343978882","2.957662343978882","2.957662343978882"
"8669","2.4503071308135986","2.4503071308135986","2.4503071308135986","2.5707483291625977","2.5707483291625977","2.5707483291625977","3.2848751544952393","3.2848751544952393","3.2848751544952393"
"8699","2.364044666290283","2.364044666290283","2.364044666290283","2.7495055198669434","2.7495055198669434","2.7495055198669434","2.9631221294403076","2.9631221294403076","2.9631221294403076"
"8729","2.4087483882904053","2.4087483882904053","2.4087483882904053","2.572587251663208","2.572587251663208","2.572587251663208","2.912585973739624","2.912585973739624","2.912585973739624"
"8759","2.4845385551452637","2.4845385551452637","2.4845385551452637","2.664391040802002","2.664391040802002","2.664391040802002","2.998208522796631","2.998208522796631","2.998208522796631"
"8789","2.3397748470306396","2.3397748470306396","2.3397748470306396","3.0058021545410156","3.0058021545410156","3.0058021545410156","3.127850294113159","3.127850294113159","3.127850294113159"
"8819","2.3104774951934814","2.3104774951934814","2.3104774951934814","2.594674587249756","2.594674587249756","2.594674587249756","3.0646989345550537","3.0646989345550537","3.0646989345550537"
"8849","2.3531832695007324","2.3531832695007324","2.3531832695007324","2.5311176776885986","2.5311176776885986","2.5311176776885986","3.411738872528076","3.411738872528076","3.411738872528076"
"8879","2.3542532920837402","2.3542532920837402","2.3542532920837402","2.515451192855835","2.515451192855835","2.515451192855835","2.668339490890503","2.668339490890503","2.668339490890503"
"8909","2.4135208129882812","2.4135208129882812","2.4135208129882812","2.544813871383667","2.544813871383667","2.544813871383667","3.125858783721924","3.125858783721924","3.125858783721924"
"8939","2.466887950897217","2.466887950897217","2.466887950897217","2.4803261756896973","2.4803261756896973","2.4803261756896973","2.845057964324951","2.845057964324951","2.845057964324951"
"8969","2.4367706775665283","2.4367706775665283","2.4367706775665283","2.6764681339263916","2.6764681339263916","2.6764681339263916","3.1089611053466797","3.1089611053466797","3.1089611053466797"
"8999","2.6178267002105713","2.6178267002105713","2.6178267002105713","2.6957850456237793","2.6957850456237793","2.6957850456237793","3.102647066116333","3.102647066116333","3.102647066116333"
"9029","2.3739242553710938","2.3739242553710938","2.3739242553710938","2.5783913135528564","2.5783913135528564","2.5783913135528564","2.9885647296905518","2.9885647296905518","2.9885647296905518"
"9059","2.3523645401000977","2.3523645401000977","2.3523645401000977","2.5855536460876465","2.5855536460876465","2.5855536460876465","3.277256965637207","3.277256965637207","3.277256965637207"
"9089","2.3192033767700195","2.3192033767700195","2.3192033767700195","2.848050355911255","2.848050355911255","2.848050355911255","2.7525625228881836","2.7525625228881836","2.7525625228881836"
"9119","2.4078919887542725","2.4078919887542725","2.4078919887542725","2.694866895675659","2.694866895675659","2.694866895675659","3.269497871398926","3.269497871398926","3.269497871398926"
"9149","2.37282657623291","2.37282657623291","2.37282657623291","2.7864816188812256","2.7864816188812256","2.7864816188812256","2.8757009506225586","2.8757009506225586","2.8757009506225586"
"9179","2.339240074157715","2.339240074157715","2.339240074157715","2.3923938274383545","2.3923938274383545","2.3923938274383545","3.1061832904815674","3.1061832904815674","3.1061832904815674"
"9209","2.4831411838531494","2.4831411838531494","2.4831411838531494","2.7634236812591553","2.7634236812591553","2.7634236812591553","3.1199395656585693","3.1199395656585693","3.1199395656585693"
"9239","2.361116886138916","2.361116886138916","2.361116886138916","2.7403976917266846","2.7403976917266846","2.7403976917266846","2.9939403533935547","2.9939403533935547","2.9939403533935547"
"9269","2.4489810466766357","2.4489810466766357","2.4489810466766357","2.7309324741363525","2.7309324741363525","2.7309324741363525","2.9603753089904785","2.9603753089904785","2.9603753089904785"
"9299","2.2675673961639404","2.2675673961639404","2.2675673961639404","2.5152652263641357","2.5152652263641357","2.5152652263641357","2.801723003387451","2.801723003387451","2.801723003387451"
"9329","2.2818427085876465","2.2818427085876465","2.2818427085876465","2.6235191822052","2.6235191822052","2.6235191822052","2.857372999191284","2.857372999191284","2.857372999191284"
"9359","2.3394033908843994","2.3394033908843994","2.3394033908843994","2.7503693103790283","2.7503693103790283","2.7503693103790283","3.0611443519592285","3.0611443519592285","3.0611443519592285"
"9389","2.272779703140259","2.272779703140259","2.272779703140259","2.6265504360198975","2.6265504360198975","2.6265504360198975","3.029620409011841","3.029620409011841","3.029620409011841"
"9419","2.2941904067993164","2.2941904067993164","2.2941904067993164","2.5628976821899414","2.5628976821899414","2.5628976821899414","2.95919132232666","2.95919132232666","2.95919132232666"
"9449","2.3793094158172607","2.3793094158172607","2.3793094158172607","2.595642328262329","2.595642328262329","2.595642328262329","3.271315336227417","3.271315336227417","3.271315336227417"
"9479","2.377063035964966","2.377063035964966","2.377063035964966","2.6753883361816406","2.6753883361816406","2.6753883361816406","3.2527389526367188","3.2527389526367188","3.2527389526367188"
"9509","2.308598518371582","2.308598518371582","2.308598518371582","2.4857490062713623","2.4857490062713623","2.4857490062713623","2.8959994316101074","2.8959994316101074","2.8959994316101074"
"9539","2.3191745281219482","2.3191745281219482","2.3191745281219482","2.5928094387054443","2.5928094387054443","2.5928094387054443","3.049271821975708","3.049271821975708","3.049271821975708"
"9569","2.4140212535858154","2.4140212535858154","2.4140212535858154","2.761807441711426","2.761807441711426","2.761807441711426","3.210564613342285","3.210564613342285","3.210564613342285"
"9599","2.4987637996673584","2.4987637996673584","2.4987637996673584","2.7941863536834717","2.7941863536834717","2.7941863536834717","2.856229543685913","2.856229543685913","2.856229543685913"
"9629","2.37605619430542","2.37605619430542","2.37605619430542","2.6320488452911377","2.6320488452911377","2.6320488452911377","2.926196336746216","2.926196336746216","2.926196336746216"
"9659","2.900752305984497","2.900752305984497","2.900752305984497","2.7819573879241943","2.7819573879241943","2.7819573879241943","3.0384905338287354","3.0384905338287354","3.0384905338287354"
"9689","2.2231273651123047","2.2231273651123047","2.2231273651123047","2.4892992973327637","2.4892992973327637","2.4892992973327637","2.837315082550049","2.837315082550049","2.837315082550049"
"9719","2.254089117050171","2.254089117050171","2.254089117050171","2.6037864685058594","2.6037864685058594","2.6037864685058594","2.9581973552703857","2.9581973552703857","2.9581973552703857"
"9749","2.24454665184021","2.24454665184021","2.24454665184021","2.6568377017974854","2.6568377017974854","2.6568377017974854","2.7479357719421387","2.7479357719421387","2.7479357719421387"
"9779","2.258762836456299","2.258762836456299","2.258762836456299","2.688511610031128","2.688511610031128","2.688511610031128","2.801264524459839","2.801264524459839","2.801264524459839"
"9809","2.2748544216156006","2.2748544216156006","2.2748544216156006","2.39639949798584","2.39639949798584","2.39639949798584","3.1277928352355957","3.1277928352355957","3.1277928352355957"
