"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"329","27.601884841918945","27.601884841918945","27.601884841918945","7.533854961395264","7.533854961395264","7.533854961395264","5.502810478210449","5.502810478210449","5.502810478210449"
"359","22.18533706665039","22.18533706665039","22.18533706665039","4.999213695526123","4.999213695526123","4.999213695526123","6.25494384765625","6.25494384765625","6.25494384765625"
"389","19.88895034790039","19.88895034790039","19.88895034790039","6.687166690826416","6.687166690826416","6.687166690826416","5.090886116027832","5.090886116027832","5.090886116027832"
"419","18.66167640686035","18.66167640686035","18.66167640686035","6.862941265106201","6.862941265106201","6.862941265106201","5.609545707702637","5.609545707702637","5.609545707702637"
"449","20.15380859375","20.15380859375","20.15380859375","7.287298202514648","7.287298202514648","7.287298202514648","5.270726203918457","5.270726203918457","5.270726203918457"
"479","18.625865936279297","18.625865936279297","18.625865936279297","5.022121906280518","5.022121906280518","5.022121906280518","5.311516761779785","5.311516761779785","5.311516761779785"
"509","20.772558212280273","20.772558212280273","20.772558212280273","5.768472671508789","5.768472671508789","5.768472671508789","4.870175838470459","4.870175838470459","4.870175838470459"
"539","16.172788619995117","16.172788619995117","16.172788619995117","11.442123413085938","11.442123413085938","11.442123413085938","9.536022186279297","9.536022186279297","9.536022186279297"
"569","15.983065605163574","15.983065605163574","15.983065605163574","5.689028263092041","5.689028263092041","5.689028263092041","5.020508766174316","5.020508766174316","5.020508766174316"
"599","18.984798431396484","18.984798431396484","18.984798431396484","6.018805027008057","6.018805027008057","6.018805027008057","4.71127462387085","4.71127462387085","4.71127462387085"
"629","16.66350746154785","16.66350746154785","16.66350746154785","5.039603233337402","5.039603233337402","5.039603233337402","4.142698764801025","4.142698764801025","4.142698764801025"
"659","16.887361526489258","16.887361526489258","16.887361526489258","5.313543796539307","5.313543796539307","5.313543796539307","4.642981052398682","4.642981052398682","4.642981052398682"
"689","16.141332626342773","16.141332626342773","16.141332626342773","5.953729152679443","5.953729152679443","5.953729152679443","7.638567924499512","7.638567924499512","7.638567924499512"
"719","16.018930435180664","16.018930435180664","16.018930435180664","6.6307220458984375","6.6307220458984375","6.6307220458984375","4.835560321807861","4.835560321807861","4.835560321807861"
"749","13.557226181030273","13.557226181030273","13.557226181030273","5.67134952545166","5.67134952545166","5.67134952545166","4.504533767700195","4.504533767700195","4.504533767700195"
"779","15.91628360748291","15.91628360748291","15.91628360748291","5.405745506286621","5.405745506286621","5.405745506286621","4.222006320953369","4.222006320953369","4.222006320953369"
"809","15.900575637817383","15.900575637817383","15.900575637817383","6.013654708862305","6.013654708862305","6.013654708862305","6.592566967010498","6.592566967010498","6.592566967010498"
"839","13.471139907836914","13.471139907836914","13.471139907836914","5.482354640960693","5.482354640960693","5.482354640960693","4.493192672729492","4.493192672729492","4.493192672729492"
"869","15.255720138549805","15.255720138549805","15.255720138549805","6.541572093963623","6.541572093963623","6.541572093963623","6.348044395446777","6.348044395446777","6.348044395446777"
"899","13.432788848876953","13.432788848876953","13.432788848876953","5.590834140777588","5.590834140777588","5.590834140777588","4.328910827636719","4.328910827636719","4.328910827636719"
"929","12.07138442993164","12.07138442993164","12.07138442993164","5.178635120391846","5.178635120391846","5.178635120391846","4.085901737213135","4.085901737213135","4.085901737213135"
"959","11.666173934936523","11.666173934936523","11.666173934936523","8.233832359313965","8.233832359313965","8.233832359313965","7.056396961212158","7.056396961212158","7.056396961212158"
"989","12.335641860961914","12.335641860961914","12.335641860961914","4.402956485748291","4.402956485748291","4.402956485748291","4.152163982391357","4.152163982391357","4.152163982391357"
"1019","11.298763275146484","11.298763275146484","11.298763275146484","4.831331253051758","4.831331253051758","4.831331253051758","5.533891677856445","5.533891677856445","5.533891677856445"
"1049","11.970520973205566","11.970520973205566","11.970520973205566","4.4016547203063965","4.4016547203063965","4.4016547203063965","4.039340496063232","4.039340496063232","4.039340496063232"
"1079","12.069075584411621","12.069075584411621","12.069075584411621","4.472224712371826","4.472224712371826","4.472224712371826","3.8681640625","3.8681640625","3.8681640625"
"1109","11.843505859375","11.843505859375","11.843505859375","4.569299221038818","4.569299221038818","4.569299221038818","5.364778518676758","5.364778518676758","5.364778518676758"
"1139","11.385324478149414","11.385324478149414","11.385324478149414","4.106179714202881","4.106179714202881","4.106179714202881","3.912400007247925","3.912400007247925","3.912400007247925"
"1169","9.82107162475586","9.82107162475586","9.82107162475586","5.0483293533325195","5.0483293533325195","5.0483293533325195","4.065727233886719","4.065727233886719","4.065727233886719"
"1199","12.446883201599121","12.446883201599121","12.446883201599121","4.730241775512695","4.730241775512695","4.730241775512695","3.7247371673583984","3.7247371673583984","3.7247371673583984"
"1229","10.457817077636719","10.457817077636719","10.457817077636719","5.04823112487793","5.04823112487793","5.04823112487793","6.528669834136963","6.528669834136963","6.528669834136963"
"1259","11.620341300964355","11.620341300964355","11.620341300964355","4.5208892822265625","4.5208892822265625","4.5208892822265625","4.099280834197998","4.099280834197998","4.099280834197998"
"1289","9.756279945373535","9.756279945373535","9.756279945373535","3.8976707458496094","3.8976707458496094","3.8976707458496094","3.902040958404541","3.902040958404541","3.902040958404541"
"1319","12.498902320861816","12.498902320861816","12.498902320861816","5.483516693115234","5.483516693115234","5.483516693115234","5.168967247009277","5.168967247009277","5.168967247009277"
"1349","10.65438461303711","10.65438461303711","10.65438461303711","4.564718723297119","4.564718723297119","4.564718723297119","3.8210957050323486","3.8210957050323486","3.8210957050323486"
"1379","10.035262107849121","10.035262107849121","10.035262107849121","3.523113250732422","3.523113250732422","3.523113250732422","3.817936897277832","3.817936897277832","3.817936897277832"
"1409","11.267081260681152","11.267081260681152","11.267081260681152","4.005618095397949","4.005618095397949","4.005618095397949","3.7151403427124023","3.7151403427124023","3.7151403427124023"
"1439","8.916316032409668","8.916316032409668","8.916316032409668","4.439180374145508","4.439180374145508","4.439180374145508","3.777381420135498","3.777381420135498","3.777381420135498"
"1469","12.107257843017578","12.107257843017578","12.107257843017578","3.4215283393859863","3.4215283393859863","3.4215283393859863","3.7179713249206543","3.7179713249206543","3.7179713249206543"
"1499","9.21907901763916","9.21907901763916","9.21907901763916","3.8218255043029785","3.8218255043029785","3.8218255043029785","3.738884210586548","3.738884210586548","3.738884210586548"
"1529","8.695173263549805","8.695173263549805","8.695173263549805","3.827432155609131","3.827432155609131","3.827432155609131","3.6635351181030273","3.6635351181030273","3.6635351181030273"
"1559","10.049697875976562","10.049697875976562","10.049697875976562","4.044895648956299","4.044895648956299","4.044895648956299","4.349049091339111","4.349049091339111","4.349049091339111"
"1589","9.791229248046875","9.791229248046875","9.791229248046875","4.269763469696045","4.269763469696045","4.269763469696045","3.844606876373291","3.844606876373291","3.844606876373291"
"1619","8.977248191833496","8.977248191833496","8.977248191833496","5.475102424621582","5.475102424621582","5.475102424621582","4.7097015380859375","4.7097015380859375","4.7097015380859375"
"1649","8.60598087310791","8.60598087310791","8.60598087310791","4.568962097167969","4.568962097167969","4.568962097167969","4.6330132484436035","4.6330132484436035","4.6330132484436035"
"1679","11.338095664978027","11.338095664978027","11.338095664978027","3.632638454437256","3.632638454437256","3.632638454437256","3.78604793548584","3.78604793548584","3.78604793548584"
"1709","8.535266876220703","8.535266876220703","8.535266876220703","3.3692049980163574","3.3692049980163574","3.3692049980163574","3.6160783767700195","3.6160783767700195","3.6160783767700195"
"1739","7.130407333374023","7.130407333374023","7.130407333374023","3.419490337371826","3.419490337371826","3.419490337371826","3.8607170581817627","3.8607170581817627","3.8607170581817627"
"1769","7.978115081787109","7.978115081787109","7.978115081787109","3.6740331649780273","3.6740331649780273","3.6740331649780273","3.5992238521575928","3.5992238521575928","3.5992238521575928"
"1799","7.798383712768555","7.798383712768555","7.798383712768555","3.511385917663574","3.511385917663574","3.511385917663574","3.7134203910827637","3.7134203910827637","3.7134203910827637"
"1829","11.0355806350708","11.0355806350708","11.0355806350708","3.81292724609375","3.81292724609375","3.81292724609375","3.4219417572021484","3.4219417572021484","3.4219417572021484"
"1859","8.345929145812988","8.345929145812988","8.345929145812988","3.48272705078125","3.48272705078125","3.48272705078125","3.699110746383667","3.699110746383667","3.699110746383667"
"1889","7.250846862792969","7.250846862792969","7.250846862792969","2.9825057983398438","2.9825057983398438","2.9825057983398438","3.405147075653076","3.405147075653076","3.405147075653076"
"1919","8.899953842163086","8.899953842163086","8.899953842163086","4.1195597648620605","4.1195597648620605","4.1195597648620605","4.083278656005859","4.083278656005859","4.083278656005859"
"1949","8.030922889709473","8.030922889709473","8.030922889709473","3.756718158721924","3.756718158721924","3.756718158721924","3.1308887004852295","3.1308887004852295","3.1308887004852295"
"1979","8.178888320922852","8.178888320922852","8.178888320922852","3.410262107849121","3.410262107849121","3.410262107849121","3.538072347640991","3.538072347640991","3.538072347640991"
"2009","8.41904354095459","8.41904354095459","8.41904354095459","3.549553394317627","3.549553394317627","3.549553394317627","4.0227789878845215","4.0227789878845215","4.0227789878845215"
"2039","7.6295485496521","7.6295485496521","7.6295485496521","3.586277961730957","3.586277961730957","3.586277961730957","3.4464001655578613","3.4464001655578613","3.4464001655578613"
"2069","7.97161340713501","7.97161340713501","7.97161340713501","3.35754132270813","3.35754132270813","3.35754132270813","3.2262444496154785","3.2262444496154785","3.2262444496154785"
"2099","8.913530349731445","8.913530349731445","8.913530349731445","3.8606457710266113","3.8606457710266113","3.8606457710266113","3.03041934967041","3.03041934967041","3.03041934967041"
"2129","7.098208904266357","7.098208904266357","7.098208904266357","3.3875579833984375","3.3875579833984375","3.3875579833984375","3.5934789180755615","3.5934789180755615","3.5934789180755615"
"2159","5.449312210083008","5.449312210083008","5.449312210083008","3.304499387741089","3.304499387741089","3.304499387741089","3.439845561981201","3.439845561981201","3.439845561981201"
"2189","6.842134952545166","6.842134952545166","6.842134952545166","3.2063872814178467","3.2063872814178467","3.2063872814178467","3.46291184425354","3.46291184425354","3.46291184425354"
"2219","7.595263481140137","7.595263481140137","7.595263481140137","3.159257173538208","3.159257173538208","3.159257173538208","3.6568758487701416","3.6568758487701416","3.6568758487701416"
"2249","7.623123645782471","7.623123645782471","7.623123645782471","3.5814366340637207","3.5814366340637207","3.5814366340637207","3.97637677192688","3.97637677192688","3.97637677192688"
"2279","90.80813598632812","90.80813598632812","90.80813598632812","60.8786735534668","60.8786735534668","60.8786735534668","60.1807746887207","60.1807746887207","60.1807746887207"
"2309","6.195683479309082","6.195683479309082","6.195683479309082","2.898745059967041","2.898745059967041","2.898745059967041","3.4472060203552246","3.4472060203552246","3.4472060203552246"
"2339","6.204352855682373","6.204352855682373","6.204352855682373","3.614280939102173","3.614280939102173","3.614280939102173","4.025418758392334","4.025418758392334","4.025418758392334"
"2369","5.553155899047852","5.553155899047852","5.553155899047852","4.552897930145264","4.552897930145264","4.552897930145264","4.125425815582275","4.125425815582275","4.125425815582275"
"2399","6.970012664794922","6.970012664794922","6.970012664794922","3.927393674850464","3.927393674850464","3.927393674850464","4.317475318908691","4.317475318908691","4.317475318908691"
"2429","4.920931339263916","4.920931339263916","4.920931339263916","3.38905930519104","3.38905930519104","3.38905930519104","3.581972599029541","3.581972599029541","3.581972599029541"
"2459","5.416647434234619","5.416647434234619","5.416647434234619","2.975684642791748","2.975684642791748","2.975684642791748","4.204851150512695","4.204851150512695","4.204851150512695"
"2489","5.216174125671387","5.216174125671387","5.216174125671387","3.246183395385742","3.246183395385742","3.246183395385742","3.334264039993286","3.334264039993286","3.334264039993286"
"2519","6.045981407165527","6.045981407165527","6.045981407165527","3.3634402751922607","3.3634402751922607","3.3634402751922607","3.57085919380188","3.57085919380188","3.57085919380188"
"2549","6.730649948120117","6.730649948120117","6.730649948120117","3.4530017375946045","3.4530017375946045","3.4530017375946045","3.581838846206665","3.581838846206665","3.581838846206665"
"2579","4.660545349121094","4.660545349121094","4.660545349121094","3.6165835857391357","3.6165835857391357","3.6165835857391357","3.7876458168029785","3.7876458168029785","3.7876458168029785"
"2609","4.905677318572998","4.905677318572998","4.905677318572998","2.8073337078094482","2.8073337078094482","2.8073337078094482","3.5217089653015137","3.5217089653015137","3.5217089653015137"
"2639","4.66737699508667","4.66737699508667","4.66737699508667","3.226449489593506","3.226449489593506","3.226449489593506","3.2293879985809326","3.2293879985809326","3.2293879985809326"
"2669","5.9777045249938965","5.9777045249938965","5.9777045249938965","3.2532458305358887","3.2532458305358887","3.2532458305358887","3.138737678527832","3.138737678527832","3.138737678527832"
"2699","4.962210178375244","4.962210178375244","4.962210178375244","3.8313307762145996","3.8313307762145996","3.8313307762145996","3.373431921005249","3.373431921005249","3.373431921005249"
"2729","6.902880668640137","6.902880668640137","6.902880668640137","3.428079128265381","3.428079128265381","3.428079128265381","3.00189208984375","3.00189208984375","3.00189208984375"
"2759","4.981019973754883","4.981019973754883","4.981019973754883","2.979769229888916","2.979769229888916","2.979769229888916","3.411074161529541","3.411074161529541","3.411074161529541"
"2789","5.3269500732421875","5.3269500732421875","5.3269500732421875","3.1356213092803955","3.1356213092803955","3.1356213092803955","3.642324209213257","3.642324209213257","3.642324209213257"
"2819","4.978307723999023","4.978307723999023","4.978307723999023","2.6004693508148193","2.6004693508148193","2.6004693508148193","3.1215994358062744","3.1215994358062744","3.1215994358062744"
"2849","6.971152305603027","6.971152305603027","6.971152305603027","3.508685827255249","3.508685827255249","3.508685827255249","3.4496231079101562","3.4496231079101562","3.4496231079101562"
"2879","4.042971134185791","4.042971134185791","4.042971134185791","3.2626793384552","3.2626793384552","3.2626793384552","3.3922600746154785","3.3922600746154785","3.3922600746154785"
"2909","4.040203094482422","4.040203094482422","4.040203094482422","2.8324804306030273","2.8324804306030273","2.8324804306030273","3.606574058532715","3.606574058532715","3.606574058532715"
"2939","3.5720388889312744","3.5720388889312744","3.5720388889312744","2.8221428394317627","2.8221428394317627","2.8221428394317627","3.386763334274292","3.386763334274292","3.386763334274292"
"2969","4.481473922729492","4.481473922729492","4.481473922729492","3.2089931964874268","3.2089931964874268","3.2089931964874268","3.6603262424468994","3.6603262424468994","3.6603262424468994"
"2999","3.6143956184387207","3.6143956184387207","3.6143956184387207","3.007672071456909","3.007672071456909","3.007672071456909","3.6109111309051514","3.6109111309051514","3.6109111309051514"
"3029","3.7146379947662354","3.7146379947662354","3.7146379947662354","3.9569990634918213","3.9569990634918213","3.9569990634918213","4.193461894989014","4.193461894989014","4.193461894989014"
"3059","4.5032453536987305","4.5032453536987305","4.5032453536987305","3.113328218460083","3.113328218460083","3.113328218460083","3.3574202060699463","3.3574202060699463","3.3574202060699463"
"3089","3.671698808670044","3.671698808670044","3.671698808670044","2.7753021717071533","2.7753021717071533","2.7753021717071533","3.3826208114624023","3.3826208114624023","3.3826208114624023"
"3119","5.668127536773682","5.668127536773682","5.668127536773682","3.067669630050659","3.067669630050659","3.067669630050659","3.6955113410949707","3.6955113410949707","3.6955113410949707"
"3149","3.6012938022613525","3.6012938022613525","3.6012938022613525","2.8970723152160645","2.8970723152160645","2.8970723152160645","3.3522186279296875","3.3522186279296875","3.3522186279296875"
"3179","4.078439712524414","4.078439712524414","4.078439712524414","2.870990514755249","2.870990514755249","2.870990514755249","3.927360773086548","3.927360773086548","3.927360773086548"
"3209","4.710397243499756","4.710397243499756","4.710397243499756","3.1322216987609863","3.1322216987609863","3.1322216987609863","3.478374481201172","3.478374481201172","3.478374481201172"
"3239","4.577475070953369","4.577475070953369","4.577475070953369","2.8213322162628174","2.8213322162628174","2.8213322162628174","3.1310818195343018","3.1310818195343018","3.1310818195343018"
"3269","4.372155666351318","4.372155666351318","4.372155666351318","2.855278491973877","2.855278491973877","2.855278491973877","3.3402633666992188","3.3402633666992188","3.3402633666992188"
"3299","3.8733012676239014","3.8733012676239014","3.8733012676239014","2.8925530910491943","2.8925530910491943","2.8925530910491943","3.1639976501464844","3.1639976501464844","3.1639976501464844"
"3329","3.975148916244507","3.975148916244507","3.975148916244507","3.2293167114257812","3.2293167114257812","3.2293167114257812","3.211627960205078","3.211627960205078","3.211627960205078"
"3359","4.443884372711182","4.443884372711182","4.443884372711182","2.7896173000335693","2.7896173000335693","2.7896173000335693","3.1224212646484375","3.1224212646484375","3.1224212646484375"
"3389","3.2185239791870117","3.2185239791870117","3.2185239791870117","2.8289361000061035","2.8289361000061035","2.8289361000061035","3.294313907623291","3.294313907623291","3.294313907623291"
"3419","4.106564044952393","4.106564044952393","4.106564044952393","3.058675527572632","3.058675527572632","3.058675527572632","3.181509017944336","3.181509017944336","3.181509017944336"
"3449","3.8527913093566895","3.8527913093566895","3.8527913093566895","2.995037078857422","2.995037078857422","2.995037078857422","3.281572103500366","3.281572103500366","3.281572103500366"
"3479","4.089293956756592","4.089293956756592","4.089293956756592","2.960284471511841","2.960284471511841","2.960284471511841","3.68509840965271","3.68509840965271","3.68509840965271"
"3509","4.58123779296875","4.58123779296875","4.58123779296875","3.179999828338623","3.179999828338623","3.179999828338623","3.5008935928344727","3.5008935928344727","3.5008935928344727"
"3539","5.268866062164307","5.268866062164307","5.268866062164307","2.9095427989959717","2.9095427989959717","2.9095427989959717","3.348618745803833","3.348618745803833","3.348618745803833"
"3569","3.785337209701538","3.785337209701538","3.785337209701538","2.7337889671325684","2.7337889671325684","2.7337889671325684","3.0586559772491455","3.0586559772491455","3.0586559772491455"
"3599","3.7053160667419434","3.7053160667419434","3.7053160667419434","2.816679000854492","2.816679000854492","2.816679000854492","3.232404947280884","3.232404947280884","3.232404947280884"
"3629","3.0906360149383545","3.0906360149383545","3.0906360149383545","2.757535696029663","2.757535696029663","2.757535696029663","3.1977226734161377","3.1977226734161377","3.1977226734161377"
"3659","3.6126370429992676","3.6126370429992676","3.6126370429992676","2.9798595905303955","2.9798595905303955","2.9798595905303955","3.716217041015625","3.716217041015625","3.716217041015625"
"3689","2.946607828140259","2.946607828140259","2.946607828140259","2.982844829559326","2.982844829559326","2.982844829559326","3.1557230949401855","3.1557230949401855","3.1557230949401855"
"3719","3.423123359680176","3.423123359680176","3.423123359680176","2.750237464904785","2.750237464904785","2.750237464904785","3.231126546859741","3.231126546859741","3.231126546859741"
"3749","2.7752685546875","2.7752685546875","2.7752685546875","2.858959913253784","2.858959913253784","2.858959913253784","3.1961891651153564","3.1961891651153564","3.1961891651153564"
"3779","3.8835949897766113","3.8835949897766113","3.8835949897766113","2.998065710067749","2.998065710067749","2.998065710067749","3.5464727878570557","3.5464727878570557","3.5464727878570557"
"3809","3.629380464553833","3.629380464553833","3.629380464553833","3.2204360961914062","3.2204360961914062","3.2204360961914062","3.1591246128082275","3.1591246128082275","3.1591246128082275"
"3839","3.376919984817505","3.376919984817505","3.376919984817505","3.0867650508880615","3.0867650508880615","3.0867650508880615","3.3783071041107178","3.3783071041107178","3.3783071041107178"
"3869","4.937129974365234","4.937129974365234","4.937129974365234","3.249523878097534","3.249523878097534","3.249523878097534","3.5385541915893555","3.5385541915893555","3.5385541915893555"
"3899","3.678107261657715","3.678107261657715","3.678107261657715","2.888230562210083","2.888230562210083","2.888230562210083","3.3138513565063477","3.3138513565063477","3.3138513565063477"
"3929","3.0537941455841064","3.0537941455841064","3.0537941455841064","3.0113041400909424","3.0113041400909424","3.0113041400909424","4.02067756652832","4.02067756652832","4.02067756652832"
"3959","2.916957378387451","2.916957378387451","2.916957378387451","2.82827091217041","2.82827091217041","2.82827091217041","3.465660572052002","3.465660572052002","3.465660572052002"
"3989","3.0530288219451904","3.0530288219451904","3.0530288219451904","3.0693066120147705","3.0693066120147705","3.0693066120147705","3.270386219024658","3.270386219024658","3.270386219024658"
"4019","3.035083532333374","3.035083532333374","3.035083532333374","3.1525914669036865","3.1525914669036865","3.1525914669036865","3.420353651046753","3.420353651046753","3.420353651046753"
"4049","2.9574520587921143","2.9574520587921143","2.9574520587921143","2.7860870361328125","2.7860870361328125","2.7860870361328125","3.1297595500946045","3.1297595500946045","3.1297595500946045"
"4079","3.5415408611297607","3.5415408611297607","3.5415408611297607","3.157139539718628","3.157139539718628","3.157139539718628","3.2366228103637695","3.2366228103637695","3.2366228103637695"
"4109","3.89656662940979","3.89656662940979","3.89656662940979","2.867687940597534","2.867687940597534","2.867687940597534","3.3682212829589844","3.3682212829589844","3.3682212829589844"
"4139","4.997282028198242","4.997282028198242","4.997282028198242","2.876666307449341","2.876666307449341","2.876666307449341","3.2291436195373535","3.2291436195373535","3.2291436195373535"
"4169","3.9325802326202393","3.9325802326202393","3.9325802326202393","2.9554362297058105","2.9554362297058105","2.9554362297058105","3.385133981704712","3.385133981704712","3.385133981704712"
"4199","3.3756399154663086","3.3756399154663086","3.3756399154663086","3.1657419204711914","3.1657419204711914","3.1657419204711914","3.032651901245117","3.032651901245117","3.032651901245117"
"4229","5.05194091796875","5.05194091796875","5.05194091796875","2.667851448059082","2.667851448059082","2.667851448059082","3.6518142223358154","3.6518142223358154","3.6518142223358154"
"4259","2.8164620399475098","2.8164620399475098","2.8164620399475098","2.6884171962738037","2.6884171962738037","2.6884171962738037","3.2386608123779297","3.2386608123779297","3.2386608123779297"
"4289","2.6170153617858887","2.6170153617858887","2.6170153617858887","2.9825921058654785","2.9825921058654785","2.9825921058654785","3.16426944732666","3.16426944732666","3.16426944732666"
"4319","2.762500524520874","2.762500524520874","2.762500524520874","3.232288122177124","3.232288122177124","3.232288122177124","3.6316301822662354","3.6316301822662354","3.6316301822662354"
"4349","2.767777442932129","2.767777442932129","2.767777442932129","2.7985966205596924","2.7985966205596924","2.7985966205596924","3.2902300357818604","3.2902300357818604","3.2902300357818604"
"4379","3.30336332321167","3.30336332321167","3.30336332321167","2.931302309036255","2.931302309036255","2.931302309036255","3.4975132942199707","3.4975132942199707","3.4975132942199707"
"4409","2.6571121215820312","2.6571121215820312","2.6571121215820312","2.795978307723999","2.795978307723999","2.795978307723999","3.3244543075561523","3.3244543075561523","3.3244543075561523"
"4439","3.2607290744781494","3.2607290744781494","3.2607290744781494","3.0667500495910645","3.0667500495910645","3.0667500495910645","3.2970874309539795","3.2970874309539795","3.2970874309539795"
"4469","2.836275577545166","2.836275577545166","2.836275577545166","2.8586459159851074","2.8586459159851074","2.8586459159851074","3.3983683586120605","3.3983683586120605","3.3983683586120605"
"4499","2.910038948059082","2.910038948059082","2.910038948059082","3.0099902153015137","3.0099902153015137","3.0099902153015137","3.5578885078430176","3.5578885078430176","3.5578885078430176"
"4529","2.9981298446655273","2.9981298446655273","2.9981298446655273","2.51458740234375","2.51458740234375","2.51458740234375","2.937608242034912","2.937608242034912","2.937608242034912"
"4559","3.146923542022705","3.146923542022705","3.146923542022705","2.6756222248077393","2.6756222248077393","2.6756222248077393","3.3968565464019775","3.3968565464019775","3.3968565464019775"
"4589","2.9657325744628906","2.9657325744628906","2.9657325744628906","2.924546241760254","2.924546241760254","2.924546241760254","3.7282397747039795","3.7282397747039795","3.7282397747039795"
"4619","2.8741250038146973","2.8741250038146973","2.8741250038146973","2.738400459289551","2.738400459289551","2.738400459289551","3.610682964324951","3.610682964324951","3.610682964324951"
"4649","2.8491570949554443","2.8491570949554443","2.8491570949554443","2.7698662281036377","2.7698662281036377","2.7698662281036377","3.224483013153076","3.224483013153076","3.224483013153076"
"4679","2.853830575942993","2.853830575942993","2.853830575942993","2.90316104888916","2.90316104888916","2.90316104888916","3.2270381450653076","3.2270381450653076","3.2270381450653076"
"4709","3.107909679412842","3.107909679412842","3.107909679412842","2.865140199661255","2.865140199661255","2.865140199661255","3.1455962657928467","3.1455962657928467","3.1455962657928467"
"4739","4.696234703063965","4.696234703063965","4.696234703063965","2.9396891593933105","2.9396891593933105","2.9396891593933105","3.8893933296203613","3.8893933296203613","3.8893933296203613"
"4769","3.9057915210723877","3.9057915210723877","3.9057915210723877","2.992889881134033","2.992889881134033","2.992889881134033","3.130513906478882","3.130513906478882","3.130513906478882"
"4799","3.017235279083252","3.017235279083252","3.017235279083252","2.989732503890991","2.989732503890991","2.989732503890991","3.4782183170318604","3.4782183170318604","3.4782183170318604"
"4829","3.144484758377075","3.144484758377075","3.144484758377075","2.6224772930145264","2.6224772930145264","2.6224772930145264","3.2669317722320557","3.2669317722320557","3.2669317722320557"
"4859","2.617265462875366","2.617265462875366","2.617265462875366","2.686175584793091","2.686175584793091","2.686175584793091","2.9858829975128174","2.9858829975128174","2.9858829975128174"
"4889","2.5672783851623535","2.5672783851623535","2.5672783851623535","2.810180902481079","2.810180902481079","2.810180902481079","3.277005195617676","3.277005195617676","3.277005195617676"
