"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"2699","2.921916961669922","2.921916961669922","2.921916961669922","2.24002742767334","2.24002742767334","2.24002742767334","2.6571555137634277","2.6571555137634277","2.6571555137634277"
"2729","3.049229860305786","3.049229860305786","3.049229860305786","2.4444878101348877","2.4444878101348877","2.4444878101348877","2.3713510036468506","2.3713510036468506","2.3713510036468506"
"2759","3.2997398376464844","3.2997398376464844","3.2997398376464844","2.374922513961792","2.374922513961792","2.374922513961792","2.630018949508667","2.630018949508667","2.630018949508667"
"2789","3.1207237243652344","3.1207237243652344","3.1207237243652344","3.368396520614624","3.368396520614624","3.368396520614624","2.788591146469116","2.788591146469116","2.788591146469116"
"2819","2.903099298477173","2.903099298477173","2.903099298477173","2.1402010917663574","2.1402010917663574","2.1402010917663574","2.456094980239868","2.456094980239868","2.456094980239868"
"2849","3.0671236515045166","3.0671236515045166","3.0671236515045166","2.4185197353363037","2.4185197353363037","2.4185197353363037","2.1442503929138184","2.1442503929138184","2.1442503929138184"
"2879","2.799145460128784","2.799145460128784","2.799145460128784","2.391357660293579","2.391357660293579","2.391357660293579","2.648993492126465","2.648993492126465","2.648993492126465"
"2909","2.8632028102874756","2.8632028102874756","2.8632028102874756","2.202709436416626","2.202709436416626","2.202709436416626","2.6368865966796875","2.6368865966796875","2.6368865966796875"
"2939","2.6578264236450195","2.6578264236450195","2.6578264236450195","2.5248875617980957","2.5248875617980957","2.5248875617980957","2.535001516342163","2.535001516342163","2.535001516342163"
"2969","2.959501266479492","2.959501266479492","2.959501266479492","2.36224627494812","2.36224627494812","2.36224627494812","2.8718645572662354","2.8718645572662354","2.8718645572662354"
"2999","2.5800459384918213","2.5800459384918213","2.5800459384918213","2.1498470306396484","2.1498470306396484","2.1498470306396484","2.1663756370544434","2.1663756370544434","2.1663756370544434"
"3029","2.6925084590911865","2.6925084590911865","2.6925084590911865","2.3145523071289062","2.3145523071289062","2.3145523071289062","2.5741875171661377","2.5741875171661377","2.5741875171661377"
"3059","2.804731607437134","2.804731607437134","2.804731607437134","2.5955276489257812","2.5955276489257812","2.5955276489257812","2.3087918758392334","2.3087918758392334","2.3087918758392334"
"3089","2.681130886077881","2.681130886077881","2.681130886077881","2.1141321659088135","2.1141321659088135","2.1141321659088135","2.203446388244629","2.203446388244629","2.203446388244629"
"3119","2.9779694080352783","2.9779694080352783","2.9779694080352783","2.571244478225708","2.571244478225708","2.571244478225708","3.115272045135498","3.115272045135498","3.115272045135498"
"3149","2.702967405319214","2.702967405319214","2.702967405319214","2.32412052154541","2.32412052154541","2.32412052154541","2.407399892807007","2.407399892807007","2.407399892807007"
"3179","2.6408979892730713","2.6408979892730713","2.6408979892730713","2.4601082801818848","2.4601082801818848","2.4601082801818848","2.4606878757476807","2.4606878757476807","2.4606878757476807"
"3209","3.0390255451202393","3.0390255451202393","3.0390255451202393","2.457422971725464","2.457422971725464","2.457422971725464","2.35321044921875","2.35321044921875","2.35321044921875"
"3239","2.8599724769592285","2.8599724769592285","2.8599724769592285","2.3348071575164795","2.3348071575164795","2.3348071575164795","2.1996779441833496","2.1996779441833496","2.1996779441833496"
"3269","2.8127856254577637","2.8127856254577637","2.8127856254577637","2.201239824295044","2.201239824295044","2.201239824295044","2.373786449432373","2.373786449432373","2.373786449432373"
"3299","2.5932891368865967","2.5932891368865967","2.5932891368865967","2.3643834590911865","2.3643834590911865","2.3643834590911865","2.517033100128174","2.517033100128174","2.517033100128174"
"3329","2.5314693450927734","2.5314693450927734","2.5314693450927734","2.085905075073242","2.085905075073242","2.085905075073242","2.464005470275879","2.464005470275879","2.464005470275879"
"3359","2.4679081439971924","2.4679081439971924","2.4679081439971924","1.9903539419174194","1.9903539419174194","1.9903539419174194","2.364619493484497","2.364619493484497","2.364619493484497"
"3389","2.3937997817993164","2.3937997817993164","2.3937997817993164","2.3949437141418457","2.3949437141418457","2.3949437141418457","2.0388851165771484","2.0388851165771484","2.0388851165771484"
"3419","2.39674973487854","2.39674973487854","2.39674973487854","2.235368251800537","2.235368251800537","2.235368251800537","2.6987547874450684","2.6987547874450684","2.6987547874450684"
"3449","2.6094086170196533","2.6094086170196533","2.6094086170196533","2.151634454727173","2.151634454727173","2.151634454727173","2.473106622695923","2.473106622695923","2.473106622695923"
"3479","2.5164999961853027","2.5164999961853027","2.5164999961853027","2.3746984004974365","2.3746984004974365","2.3746984004974365","1.6890515089035034","1.6890515089035034","1.6890515089035034"
"3509","2.5295143127441406","2.5295143127441406","2.5295143127441406","2.285933256149292","2.285933256149292","2.285933256149292","2.2350282669067383","2.2350282669067383","2.2350282669067383"
"3539","2.7262346744537354","2.7262346744537354","2.7262346744537354","1.916526198387146","1.916526198387146","1.916526198387146","2.2703702449798584","2.2703702449798584","2.2703702449798584"
"3569","2.125581741333008","2.125581741333008","2.125581741333008","2.3903839588165283","2.3903839588165283","2.3903839588165283","2.259735584259033","2.259735584259033","2.259735584259033"
"3599","2.262471914291382","2.262471914291382","2.262471914291382","2.2582814693450928","2.2582814693450928","2.2582814693450928","1.9748220443725586","1.9748220443725586","1.9748220443725586"
"3629","2.4834184646606445","2.4834184646606445","2.4834184646606445","2.183760404586792","2.183760404586792","2.183760404586792","2.316401243209839","2.316401243209839","2.316401243209839"
"3659","2.2874114513397217","2.2874114513397217","2.2874114513397217","2.2099406719207764","2.2099406719207764","2.2099406719207764","2.2345595359802246","2.2345595359802246","2.2345595359802246"
"3689","2.4613285064697266","2.4613285064697266","2.4613285064697266","2.583634376525879","2.583634376525879","2.583634376525879","2.4082608222961426","2.4082608222961426","2.4082608222961426"
"3719","2.3500142097473145","2.3500142097473145","2.3500142097473145","2.631060838699341","2.631060838699341","2.631060838699341","2.2366650104522705","2.2366650104522705","2.2366650104522705"
"3749","2.268566846847534","2.268566846847534","2.268566846847534","2.69284987449646","2.69284987449646","2.69284987449646","2.2491295337677","2.2491295337677","2.2491295337677"
"3779","2.675455331802368","2.675455331802368","2.675455331802368","2.093393564224243","2.093393564224243","2.093393564224243","1.9866430759429932","1.9866430759429932","1.9866430759429932"
"3809","2.6948437690734863","2.6948437690734863","2.6948437690734863","2.4661293029785156","2.4661293029785156","2.4661293029785156","2.34747576713562","2.34747576713562","2.34747576713562"
"3839","2.2047080993652344","2.2047080993652344","2.2047080993652344","2.1412241458892822","2.1412241458892822","2.1412241458892822","2.5406510829925537","2.5406510829925537","2.5406510829925537"
"3869","2.432219982147217","2.432219982147217","2.432219982147217","2.1367828845977783","2.1367828845977783","2.1367828845977783","2.5165817737579346","2.5165817737579346","2.5165817737579346"
"3899","2.395061492919922","2.395061492919922","2.395061492919922","2.083925485610962","2.083925485610962","2.083925485610962","1.8881441354751587","1.8881441354751587","1.8881441354751587"
"3929","2.317598581314087","2.317598581314087","2.317598581314087","2.483825206756592","2.483825206756592","2.483825206756592","2.12642502784729","2.12642502784729","2.12642502784729"
"3959","2.157627820968628","2.157627820968628","2.157627820968628","2.344066619873047","2.344066619873047","2.344066619873047","2.257341146469116","2.257341146469116","2.257341146469116"
"3989","2.181596517562866","2.181596517562866","2.181596517562866","2.8344640731811523","2.8344640731811523","2.8344640731811523","1.8800580501556396","1.8800580501556396","1.8800580501556396"
"4019","2.1596248149871826","2.1596248149871826","2.1596248149871826","2.2259790897369385","2.2259790897369385","2.2259790897369385","2.483700752258301","2.483700752258301","2.483700752258301"
"4049","2.1634013652801514","2.1634013652801514","2.1634013652801514","2.0942578315734863","2.0942578315734863","2.0942578315734863","1.8556832075119019","1.8556832075119019","1.8556832075119019"
"4079","2.1269326210021973","2.1269326210021973","2.1269326210021973","2.5162065029144287","2.5162065029144287","2.5162065029144287","2.239549398422241","2.239549398422241","2.239549398422241"
"4109","2.0991783142089844","2.0991783142089844","2.0991783142089844","3.155186891555786","3.155186891555786","3.155186891555786","2.143357992172241","2.143357992172241","2.143357992172241"
"4139","2.317517042160034","2.317517042160034","2.317517042160034","1.977868914604187","1.977868914604187","1.977868914604187","2.3770809173583984","2.3770809173583984","2.3770809173583984"
"4169","2.24668550491333","2.24668550491333","2.24668550491333","2.1905901432037354","2.1905901432037354","2.1905901432037354","2.122082471847534","2.122082471847534","2.122082471847534"
"4199","2.051088571548462","2.051088571548462","2.051088571548462","2.0802464485168457","2.0802464485168457","2.0802464485168457","1.7608731985092163","1.7608731985092163","1.7608731985092163"
"4229","2.6095166206359863","2.6095166206359863","2.6095166206359863","2.96456241607666","2.96456241607666","2.96456241607666","2.1805953979492188","2.1805953979492188","2.1805953979492188"
"4259","1.930959701538086","1.930959701538086","1.930959701538086","1.9428174495697021","1.9428174495697021","1.9428174495697021","1.908923864364624","1.908923864364624","1.908923864364624"
"4289","1.909554123878479","1.909554123878479","1.909554123878479","2.510906934738159","2.510906934738159","2.510906934738159","1.7694320678710938","1.7694320678710938","1.7694320678710938"
"4319","1.8509032726287842","1.8509032726287842","1.8509032726287842","2.1205241680145264","2.1205241680145264","2.1205241680145264","2.2373507022857666","2.2373507022857666","2.2373507022857666"
"4349","1.9131044149398804","1.9131044149398804","1.9131044149398804","2.3552446365356445","2.3552446365356445","2.3552446365356445","2.1045525074005127","2.1045525074005127","2.1045525074005127"
"4379","2.096451997756958","2.096451997756958","2.096451997756958","2.0372447967529297","2.0372447967529297","2.0372447967529297","2.2774744033813477","2.2774744033813477","2.2774744033813477"
"4409","1.793755054473877","1.793755054473877","1.793755054473877","2.2700695991516113","2.2700695991516113","2.2700695991516113","1.9204915761947632","1.9204915761947632","1.9204915761947632"
"4439","1.9479845762252808","1.9479845762252808","1.9479845762252808","2.0794999599456787","2.0794999599456787","2.0794999599456787","2.2320480346679688","2.2320480346679688","2.2320480346679688"
"4469","1.963102102279663","1.963102102279663","1.963102102279663","2.1236538887023926","2.1236538887023926","2.1236538887023926","2.6178271770477295","2.6178271770477295","2.6178271770477295"
"4499","1.8660812377929688","1.8660812377929688","1.8660812377929688","1.975905418395996","1.975905418395996","1.975905418395996","2.1229348182678223","2.1229348182678223","2.1229348182678223"
"4529","1.77047598361969","1.77047598361969","1.77047598361969","1.8135267496109009","1.8135267496109009","1.8135267496109009","1.7903590202331543","1.7903590202331543","1.7903590202331543"
"4559","2.0578222274780273","2.0578222274780273","2.0578222274780273","1.9203681945800781","1.9203681945800781","1.9203681945800781","1.860385537147522","1.860385537147522","1.860385537147522"
"4589","1.8854092359542847","1.8854092359542847","1.8854092359542847","2.100930690765381","2.100930690765381","2.100930690765381","1.5160499811172485","1.5160499811172485","1.5160499811172485"
"4619","2.3802330493927","2.3802330493927","2.3802330493927","2.2967278957366943","2.2967278957366943","2.2967278957366943","1.7153496742248535","1.7153496742248535","1.7153496742248535"
"4649","1.8753308057785034","1.8753308057785034","1.8753308057785034","1.9157140254974365","1.9157140254974365","1.9157140254974365","1.9869991540908813","1.9869991540908813","1.9869991540908813"
"4679","2.042253017425537","2.042253017425537","2.042253017425537","2.1420791149139404","2.1420791149139404","2.1420791149139404","2.1760404109954834","2.1760404109954834","2.1760404109954834"
"4709","1.765144944190979","1.765144944190979","1.765144944190979","2.2799572944641113","2.2799572944641113","2.2799572944641113","1.8115438222885132","1.8115438222885132","1.8115438222885132"
"4739","2.0211851596832275","2.0211851596832275","2.0211851596832275","2.0161116123199463","2.0161116123199463","2.0161116123199463","1.6559771299362183","1.6559771299362183","1.6559771299362183"
"4769","1.7910244464874268","1.7910244464874268","1.7910244464874268","2.351797342300415","2.351797342300415","2.351797342300415","1.8586584329605103","1.8586584329605103","1.8586584329605103"
"4799","1.6293667554855347","1.6293667554855347","1.6293667554855347","2.093893051147461","2.093893051147461","2.093893051147461","2.082716941833496","2.082716941833496","2.082716941833496"
"4829","1.8239907026290894","1.8239907026290894","1.8239907026290894","1.8957765102386475","1.8957765102386475","1.8957765102386475","1.9313006401062012","1.9313006401062012","1.9313006401062012"
