"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackPython - losses/fisher_reg_term__MAX"
"479","18.597522735595703","18.597522735595703","18.597522735595703","5.009130001068115","5.009130001068115","5.009130001068115","5.304968357086182","5.304968357086182","5.304968357086182"
"509","20.741968154907227","20.741968154907227","20.741968154907227","5.750723361968994","5.750723361968994","5.750723361968994","4.864891529083252","4.864891529083252","4.864891529083252"
"539","16.150203704833984","16.150203704833984","16.150203704833984","11.431559562683105","11.431559562683105","11.431559562683105","9.53298282623291","9.53298282623291","9.53298282623291"
"569","15.959970474243164","15.959970474243164","15.959970474243164","5.672030925750732","5.672030925750732","5.672030925750732","5.015292167663574","5.015292167663574","5.015292167663574"
"599","18.955795288085938","18.955795288085938","18.955795288085938","5.999426364898682","5.999426364898682","5.999426364898682","4.708594799041748","4.708594799041748","4.708594799041748"
"629","16.63555335998535","16.63555335998535","16.63555335998535","5.023621559143066","5.023621559143066","5.023621559143066","4.140219688415527","4.140219688415527","4.140219688415527"
"659","16.857141494750977","16.857141494750977","16.857141494750977","5.297027587890625","5.297027587890625","5.297027587890625","4.639260292053223","4.639260292053223","4.639260292053223"
"689","16.117530822753906","16.117530822753906","16.117530822753906","5.9457526206970215","5.9457526206970215","5.9457526206970215","7.636314392089844","7.636314392089844","7.636314392089844"
"719","15.993375778198242","15.993375778198242","15.993375778198242","6.609672546386719","6.609672546386719","6.609672546386719","4.830643653869629","4.830643653869629","4.830643653869629"
"749","13.537703514099121","13.537703514099121","13.537703514099121","5.656503677368164","5.656503677368164","5.656503677368164","4.50086784362793","4.50086784362793","4.50086784362793"
"779","15.89058780670166","15.89058780670166","15.89058780670166","5.391966342926025","5.391966342926025","5.391966342926025","4.218684673309326","4.218684673309326","4.218684673309326"
"809","15.876193046569824","15.876193046569824","15.876193046569824","6.002774715423584","6.002774715423584","6.002774715423584","6.590674877166748","6.590674877166748","6.590674877166748"
"839","13.451865196228027","13.451865196228027","13.451865196228027","5.469027042388916","5.469027042388916","5.469027042388916","4.489232063293457","4.489232063293457","4.489232063293457"
"869","15.23025131225586","15.23025131225586","15.23025131225586","6.531529903411865","6.531529903411865","6.531529903411865","6.345165729522705","6.345165729522705","6.345165729522705"
"899","13.41283130645752","13.41283130645752","13.41283130645752","5.577237606048584","5.577237606048584","5.577237606048584","4.325535297393799","4.325535297393799","4.325535297393799"
"929","12.053265571594238","12.053265571594238","12.053265571594238","5.166118621826172","5.166118621826172","5.166118621826172","4.082150936126709","4.082150936126709","4.082150936126709"
"959","11.64944076538086","11.64944076538086","11.64944076538086","8.225931167602539","8.225931167602539","8.225931167602539","7.052619934082031","7.052619934082031","7.052619934082031"
"989","12.319747924804688","12.319747924804688","12.319747924804688","4.39302921295166","4.39302921295166","4.39302921295166","4.148255348205566","4.148255348205566","4.148255348205566"
"1019","11.282807350158691","11.282807350158691","11.282807350158691","4.8251495361328125","4.8251495361328125","4.8251495361328125","5.532211780548096","5.532211780548096","5.532211780548096"
"1049","11.9530611038208","11.9530611038208","11.9530611038208","4.391488075256348","4.391488075256348","4.391488075256348","4.036455154418945","4.036455154418945","4.036455154418945"
"1079","12.05247974395752","12.05247974395752","12.05247974395752","4.462342262268066","4.462342262268066","4.462342262268066","3.865236759185791","3.865236759185791","3.865236759185791"
"1109","11.823972702026367","11.823972702026367","11.823972702026367","4.563204765319824","4.563204765319824","4.563204765319824","5.362992286682129","5.362992286682129","5.362992286682129"
"1139","11.367240905761719","11.367240905761719","11.367240905761719","4.100120544433594","4.100120544433594","4.100120544433594","3.9103496074676514","3.9103496074676514","3.9103496074676514"
"1169","9.808655738830566","9.808655738830566","9.808655738830566","5.038264751434326","5.038264751434326","5.038264751434326","4.062779903411865","4.062779903411865","4.062779903411865"
"1199","12.427244186401367","12.427244186401367","12.427244186401367","4.722448825836182","4.722448825836182","4.722448825836182","3.723409414291382","3.723409414291382","3.723409414291382"
"1229","10.440974235534668","10.440974235534668","10.440974235534668","5.045162677764893","5.045162677764893","5.045162677764893","6.525062561035156","6.525062561035156","6.525062561035156"
"1259","11.60295581817627","11.60295581817627","11.60295581817627","4.512260437011719","4.512260437011719","4.512260437011719","4.096032619476318","4.096032619476318","4.096032619476318"
"1289","9.743512153625488","9.743512153625488","9.743512153625488","3.892033100128174","3.892033100128174","3.892033100128174","3.8999810218811035","3.8999810218811035","3.8999810218811035"
"1319","12.481778144836426","12.481778144836426","12.481778144836426","5.480275630950928","5.480275630950928","5.480275630950928","5.167361736297607","5.167361736297607","5.167361736297607"
"1349","10.640742301940918","10.640742301940918","10.640742301940918","4.557301044464111","4.557301044464111","4.557301044464111","3.818347692489624","3.818347692489624","3.818347692489624"
"1379","10.020438194274902","10.020438194274902","10.020438194274902","3.518852710723877","3.518852710723877","3.518852710723877","3.8154618740081787","3.8154618740081787","3.8154618740081787"
"1409","11.251670837402344","11.251670837402344","11.251670837402344","4.000369548797607","4.000369548797607","4.000369548797607","3.713291883468628","3.713291883468628","3.713291883468628"
"1439","8.90463638305664","8.90463638305664","8.90463638305664","4.432458877563477","4.432458877563477","4.432458877563477","3.7760045528411865","3.7760045528411865","3.7760045528411865"
"1469","12.09007740020752","12.09007740020752","12.09007740020752","3.4178545475006104","3.4178545475006104","3.4178545475006104","3.7155492305755615","3.7155492305755615","3.7155492305755615"
"1499","9.208096504211426","9.208096504211426","9.208096504211426","3.816666841506958","3.816666841506958","3.816666841506958","3.7370078563690186","3.7370078563690186","3.7370078563690186"
"1529","8.685321807861328","8.685321807861328","8.685321807861328","3.8230221271514893","3.8230221271514893","3.8230221271514893","3.6623470783233643","3.6623470783233643","3.6623470783233643"
"1559","10.038525581359863","10.038525581359863","10.038525581359863","4.039854526519775","4.039854526519775","4.039854526519775","4.346207618713379","4.346207618713379","4.346207618713379"
"1589","9.778849601745605","9.778849601745605","9.778849601745605","4.263807773590088","4.263807773590088","4.263807773590088","3.842144012451172","3.842144012451172","3.842144012451172"
"1619","8.966021537780762","8.966021537780762","8.966021537780762","5.471846103668213","5.471846103668213","5.471846103668213","4.708402156829834","4.708402156829834","4.708402156829834"
"1649","8.595340728759766","8.595340728759766","8.595340728759766","4.567028045654297","4.567028045654297","4.567028045654297","4.631934642791748","4.631934642791748","4.631934642791748"
"1679","11.322541236877441","11.322541236877441","11.322541236877441","3.6293652057647705","3.6293652057647705","3.6293652057647705","3.784748077392578","3.784748077392578","3.784748077392578"
"1709","8.52719497680664","8.52719497680664","8.52719497680664","3.3662610054016113","3.3662610054016113","3.3662610054016113","3.614572286605835","3.614572286605835","3.614572286605835"
"1739","7.121706008911133","7.121706008911133","7.121706008911133","3.416215658187866","3.416215658187866","3.416215658187866","3.859123945236206","3.859123945236206","3.859123945236206"
"1769","7.969239234924316","7.969239234924316","7.969239234924316","3.6704680919647217","3.6704680919647217","3.6704680919647217","3.5977370738983154","3.5977370738983154","3.5977370738983154"
"1799","7.790833473205566","7.790833473205566","7.790833473205566","3.5081052780151367","3.5081052780151367","3.5081052780151367","3.7126076221466064","3.7126076221466064","3.7126076221466064"
"1829","11.0224609375","11.0224609375","11.0224609375","3.8092434406280518","3.8092434406280518","3.8092434406280518","3.4209001064300537","3.4209001064300537","3.4209001064300537"
"1859","8.336575508117676","8.336575508117676","8.336575508117676","3.48030686378479","3.48030686378479","3.48030686378479","3.6972997188568115","3.6972997188568115","3.6972997188568115"
"1889","7.24308967590332","7.24308967590332","7.24308967590332","2.9802937507629395","2.9802937507629395","2.9802937507629395","3.4036107063293457","3.4036107063293457","3.4036107063293457"
"1919","8.892304420471191","8.892304420471191","8.892304420471191","4.118436813354492","4.118436813354492","4.118436813354492","4.083064079284668","4.083064079284668","4.083064079284668"
"1949","8.022844314575195","8.022844314575195","8.022844314575195","3.7536637783050537","3.7536637783050537","3.7536637783050537","3.130127429962158","3.130127429962158","3.130127429962158"
"1979","8.171120643615723","8.171120643615723","8.171120643615723","3.4075582027435303","3.4075582027435303","3.4075582027435303","3.537184476852417","3.537184476852417","3.537184476852417"
"2009","8.41073226928711","8.41073226928711","8.41073226928711","3.5474984645843506","3.5474984645843506","3.5474984645843506","4.021426677703857","4.021426677703857","4.021426677703857"
"2039","7.623465538024902","7.623465538024902","7.623465538024902","3.58310604095459","3.58310604095459","3.58310604095459","3.4453041553497314","3.4453041553497314","3.4453041553497314"
"2069","7.964732646942139","7.964732646942139","7.964732646942139","3.3557512760162354","3.3557512760162354","3.3557512760162354","3.2253642082214355","3.2253642082214355","3.2253642082214355"
"2099","8.905218124389648","8.905218124389648","8.905218124389648","3.8576409816741943","3.8576409816741943","3.8576409816741943","3.029871702194214","3.029871702194214","3.029871702194214"
"2129","7.091686725616455","7.091686725616455","7.091686725616455","3.3858187198638916","3.3858187198638916","3.3858187198638916","3.5926005840301514","3.5926005840301514","3.5926005840301514"
"2159","5.44397497177124","5.44397497177124","5.44397497177124","3.302781343460083","3.302781343460083","3.302781343460083","3.438713312149048","3.438713312149048","3.438713312149048"
"2189","6.836462020874023","6.836462020874023","6.836462020874023","3.2050106525421143","3.2050106525421143","3.2050106525421143","3.4620361328125","3.4620361328125","3.4620361328125"
"2219","7.589440822601318","7.589440822601318","7.589440822601318","3.158013343811035","3.158013343811035","3.158013343811035","3.656280040740967","3.656280040740967","3.656280040740967"
"2249","7.617981910705566","7.617981910705566","7.617981910705566","3.5796959400177","3.5796959400177","3.5796959400177","3.975503444671631","3.975503444671631","3.975503444671631"
"2279","90.75997161865234","90.75997161865234","90.75997161865234","60.8690071105957","60.8690071105957","60.8690071105957","60.17444610595703","60.17444610595703","60.17444610595703"
"2309","6.190064430236816","6.190064430236816","6.190064430236816","2.897686004638672","2.897686004638672","2.897686004638672","3.4456520080566406","3.4456520080566406","3.4456520080566406"
"2339","6.200394153594971","6.200394153594971","6.200394153594971","3.613840341567993","3.613840341567993","3.613840341567993","4.024949073791504","4.024949073791504","4.024949073791504"
"2369","5.548957347869873","5.548957347869873","5.548957347869873","4.552566051483154","4.552566051483154","4.552566051483154","4.125513076782227","4.125513076782227","4.125513076782227"
"2399","6.965690612792969","6.965690612792969","6.965690612792969","3.9272069931030273","3.9272069931030273","3.9272069931030273","4.317074298858643","4.317074298858643","4.317074298858643"
"2429","4.917476654052734","4.917476654052734","4.917476654052734","3.3880574703216553","3.3880574703216553","3.3880574703216553","3.5809273719787598","3.5809273719787598","3.5809273719787598"
"2459","5.413171291351318","5.413171291351318","5.413171291351318","2.974151611328125","2.974151611328125","2.974151611328125","4.202996730804443","4.202996730804443","4.202996730804443"
"2489","5.213051795959473","5.213051795959473","5.213051795959473","3.245123863220215","3.245123863220215","3.245123863220215","3.3337059020996094","3.3337059020996094","3.3337059020996094"
"2519","6.043104648590088","6.043104648590088","6.043104648590088","3.3628971576690674","3.3628971576690674","3.3628971576690674","3.5696797370910645","3.5696797370910645","3.5696797370910645"
"2549","6.72679328918457","6.72679328918457","6.72679328918457","3.452025890350342","3.452025890350342","3.452025890350342","3.580899477005005","3.580899477005005","3.580899477005005"
"2579","4.656985282897949","4.656985282897949","4.656985282897949","3.616774320602417","3.616774320602417","3.616774320602417","3.7866969108581543","3.7866969108581543","3.7866969108581543"
"2609","4.902481555938721","4.902481555938721","4.902481555938721","2.807194709777832","2.807194709777832","2.807194709777832","3.5207555294036865","3.5207555294036865","3.5207555294036865"
"2639","4.6639404296875","4.6639404296875","4.6639404296875","3.2260687351226807","3.2260687351226807","3.2260687351226807","3.2287139892578125","3.2287139892578125","3.2287139892578125"
"2669","5.974607944488525","5.974607944488525","5.974607944488525","3.252896308898926","3.252896308898926","3.252896308898926","3.138216495513916","3.138216495513916","3.138216495513916"
"2699","4.959422588348389","4.959422588348389","4.959422588348389","3.830833673477173","3.830833673477173","3.830833673477173","3.372877836227417","3.372877836227417","3.372877836227417"
"2729","6.899758338928223","6.899758338928223","6.899758338928223","3.428035259246826","3.428035259246826","3.428035259246826","3.0013012886047363","3.0013012886047363","3.0013012886047363"
"2759","4.978126525878906","4.978126525878906","4.978126525878906","2.9795427322387695","2.9795427322387695","2.9795427322387695","3.4101922512054443","3.4101922512054443","3.4101922512054443"
"2789","5.323644161224365","5.323644161224365","5.323644161224365","3.135110378265381","3.135110378265381","3.135110378265381","3.6413259506225586","3.6413259506225586","3.6413259506225586"
"2819","4.975233554840088","4.975233554840088","4.975233554840088","2.600067138671875","2.600067138671875","2.600067138671875","3.1210453510284424","3.1210453510284424","3.1210453510284424"
"2849","6.968255519866943","6.968255519866943","6.968255519866943","3.5085461139678955","3.5085461139678955","3.5085461139678955","3.449207067489624","3.449207067489624","3.449207067489624"
"2879","4.040745258331299","4.040745258331299","4.040745258331299","3.2629148960113525","3.2629148960113525","3.2629148960113525","3.3918466567993164","3.3918466567993164","3.3918466567993164"
"2909","4.0380167961120605","4.0380167961120605","4.0380167961120605","2.8320982456207275","2.8320982456207275","2.8320982456207275","3.6058053970336914","3.6058053970336914","3.6058053970336914"
"2939","3.5696287155151367","3.5696287155151367","3.5696287155151367","2.821516990661621","2.821516990661621","2.821516990661621","3.3860511779785156","3.3860511779785156","3.3860511779785156"
"2969","4.479050636291504","4.479050636291504","4.479050636291504","3.2091591358184814","3.2091591358184814","3.2091591358184814","3.660034418106079","3.660034418106079","3.660034418106079"
"2999","3.6117937564849854","3.6117937564849854","3.6117937564849854","3.007246971130371","3.007246971130371","3.007246971130371","3.6102426052093506","3.6102426052093506","3.6102426052093506"
"3029","3.7128233909606934","3.7128233909606934","3.7128233909606934","3.9575986862182617","3.9575986862182617","3.9575986862182617","4.192954063415527","4.192954063415527","4.192954063415527"
"3059","4.502087116241455","4.502087116241455","4.502087116241455","3.1140425205230713","3.1140425205230713","3.1140425205230713","3.356849193572998","3.356849193572998","3.356849193572998"
"3089","3.669914722442627","3.669914722442627","3.669914722442627","2.7752435207366943","2.7752435207366943","2.7752435207366943","3.382028818130493","3.382028818130493","3.382028818130493"
"3119","5.666447639465332","5.666447639465332","5.666447639465332","3.0680041313171387","3.0680041313171387","3.0680041313171387","3.694641590118408","3.694641590118408","3.694641590118408"
"3149","3.600040912628174","3.600040912628174","3.600040912628174","2.8970086574554443","2.8970086574554443","2.8970086574554443","3.3516738414764404","3.3516738414764404","3.3516738414764404"
"3179","4.076873302459717","4.076873302459717","4.076873302459717","2.870734214782715","2.870734214782715","2.870734214782715","3.9265124797821045","3.9265124797821045","3.9265124797821045"
"3209","4.709234714508057","4.709234714508057","4.709234714508057","3.1321935653686523","3.1321935653686523","3.1321935653686523","3.4779624938964844","3.4779624938964844","3.4779624938964844"
"3239","4.576254367828369","4.576254367828369","4.576254367828369","2.8218510150909424","2.8218510150909424","2.8218510150909424","3.130601406097412","3.130601406097412","3.130601406097412"
"3269","4.371004104614258","4.371004104614258","4.371004104614258","2.855674982070923","2.855674982070923","2.855674982070923","3.3398525714874268","3.3398525714874268","3.3398525714874268"
"3299","3.872030019760132","3.872030019760132","3.872030019760132","2.8931362628936768","2.8931362628936768","2.8931362628936768","3.163332462310791","3.163332462310791","3.163332462310791"
"3329","3.974187135696411","3.974187135696411","3.974187135696411","3.2299981117248535","3.2299981117248535","3.2299981117248535","3.2111926078796387","3.2111926078796387","3.2111926078796387"
"3359","4.443265438079834","4.443265438079834","4.443265438079834","2.7896716594696045","2.7896716594696045","2.7896716594696045","3.1219964027404785","3.1219964027404785","3.1219964027404785"
"3389","3.217228889465332","3.217228889465332","3.217228889465332","2.8288869857788086","2.8288869857788086","2.8288869857788086","3.293865203857422","3.293865203857422","3.293865203857422"
"3419","4.105893611907959","4.105893611907959","4.105893611907959","3.059239387512207","3.059239387512207","3.059239387512207","3.1809816360473633","3.1809816360473633","3.1809816360473633"
"3449","3.8515331745147705","3.8515331745147705","3.8515331745147705","2.9957292079925537","2.9957292079925537","2.9957292079925537","3.2811028957366943","3.2811028957366943","3.2811028957366943"
"3479","4.0895233154296875","4.0895233154296875","4.0895233154296875","2.960508346557617","2.960508346557617","2.960508346557617","3.6848361492156982","3.6848361492156982","3.6848361492156982"
"3509","4.5817413330078125","4.5817413330078125","4.5817413330078125","3.180997133255005","3.180997133255005","3.180997133255005","3.5009336471557617","3.5009336471557617","3.5009336471557617"
"3539","5.268500804901123","5.268500804901123","5.268500804901123","2.910325765609741","2.910325765609741","2.910325765609741","3.348379135131836","3.348379135131836","3.348379135131836"
"3569","3.7852485179901123","3.7852485179901123","3.7852485179901123","2.7342662811279297","2.7342662811279297","2.7342662811279297","3.05816650390625","3.05816650390625","3.05816650390625"
"3599","3.7043278217315674","3.7043278217315674","3.7043278217315674","2.8171658515930176","2.8171658515930176","2.8171658515930176","3.231891632080078","3.231891632080078","3.231891632080078"
"3629","3.089484453201294","3.089484453201294","3.089484453201294","2.7577052116394043","2.7577052116394043","2.7577052116394043","3.197174549102783","3.197174549102783","3.197174549102783"
"3659","3.6125078201293945","3.6125078201293945","3.6125078201293945","2.9805877208709717","2.9805877208709717","2.9805877208709717","3.716486930847168","3.716486930847168","3.716486930847168"
"3689","2.9453511238098145","2.9453511238098145","2.9453511238098145","2.9838244915008545","2.9838244915008545","2.9838244915008545","3.1553022861480713","3.1553022861480713","3.1553022861480713"
"3719","3.422678232192993","3.422678232192993","3.422678232192993","2.7502996921539307","2.7502996921539307","2.7502996921539307","3.2299654483795166","3.2299654483795166","3.2299654483795166"
"3749","2.7741265296936035","2.7741265296936035","2.7741265296936035","2.8599727153778076","2.8599727153778076","2.8599727153778076","3.1949217319488525","3.1949217319488525","3.1949217319488525"
"3779","3.883533000946045","3.883533000946045","3.883533000946045","2.9989542961120605","2.9989542961120605","2.9989542961120605","3.546706438064575","3.546706438064575","3.546706438064575"
"3809","3.628243923187256","3.628243923187256","3.628243923187256","3.2218263149261475","3.2218263149261475","3.2218263149261475","3.15651273727417","3.15651273727417","3.15651273727417"
"3839","3.376927137374878","3.376927137374878","3.376927137374878","3.0873959064483643","3.0873959064483643","3.0873959064483643","3.3721892833709717","3.3721892833709717","3.3721892833709717"
"3869","4.939960479736328","4.939960479736328","4.939960479736328","3.2505102157592773","3.2505102157592773","3.2505102157592773","3.5291857719421387","3.5291857719421387","3.5291857719421387"
"3899","3.6787922382354736","3.6787922382354736","3.6787922382354736","2.889209032058716","2.889209032058716","2.889209032058716","3.3108160495758057","3.3108160495758057","3.3108160495758057"
"3929","3.052824020385742","3.052824020385742","3.052824020385742","3.0113847255706787","3.0113847255706787","3.0113847255706787","4.018443584442139","4.018443584442139","4.018443584442139"
"3959","2.9165194034576416","2.9165194034576416","2.9165194034576416","2.8290092945098877","2.8290092945098877","2.8290092945098877","3.460024833679199","3.460024833679199","3.460024833679199"
"3989","3.052110433578491","3.052110433578491","3.052110433578491","3.0704588890075684","3.0704588890075684","3.0704588890075684","3.2658543586730957","3.2658543586730957","3.2658543586730957"
"4019","3.0349762439727783","3.0349762439727783","3.0349762439727783","3.1536500453948975","3.1536500453948975","3.1536500453948975","3.4151079654693604","3.4151079654693604","3.4151079654693604"
"4049","2.957090139389038","2.957090139389038","2.957090139389038","2.786921262741089","2.786921262741089","2.786921262741089","3.1265392303466797","3.1265392303466797","3.1265392303466797"
"4079","3.542088031768799","3.542088031768799","3.542088031768799","3.158536672592163","3.158536672592163","3.158536672592163","3.235302448272705","3.235302448272705","3.235302448272705"
"4109","3.8970420360565186","3.8970420360565186","3.8970420360565186","2.8684911727905273","2.8684911727905273","2.8684911727905273","3.361095905303955","3.361095905303955","3.361095905303955"
"4139","4.998917579650879","4.998917579650879","4.998917579650879","2.8777482509613037","2.8777482509613037","2.8777482509613037","3.2258901596069336","3.2258901596069336","3.2258901596069336"
"4169","3.934326648712158","3.934326648712158","3.934326648712158","2.9561004638671875","2.9561004638671875","2.9561004638671875","3.3798413276672363","3.3798413276672363","3.3798413276672363"
"4199","3.375447988510132","3.375447988510132","3.375447988510132","3.167659282684326","3.167659282684326","3.167659282684326","3.027402877807617","3.027402877807617","3.027402877807617"
"4229","5.055200576782227","5.055200576782227","5.055200576782227","2.668224334716797","2.668224334716797","2.668224334716797","3.646507978439331","3.646507978439331","3.646507978439331"
"4259","2.8157246112823486","2.8157246112823486","2.8157246112823486","2.6890039443969727","2.6890039443969727","2.6890039443969727","3.2361767292022705","3.2361767292022705","3.2361767292022705"
"4289","2.616081476211548","2.616081476211548","2.616081476211548","2.983840227127075","2.983840227127075","2.983840227127075","3.160248279571533","3.160248279571533","3.160248279571533"
"4319","2.7615108489990234","2.7615108489990234","2.7615108489990234","3.2341856956481934","3.2341856956481934","3.2341856956481934","3.627582311630249","3.627582311630249","3.627582311630249"
"4349","2.7665486335754395","2.7665486335754395","2.7665486335754395","2.7989306449890137","2.7989306449890137","2.7989306449890137","3.2862157821655273","3.2862157821655273","3.2862157821655273"
"4379","3.3030200004577637","3.3030200004577637","3.3030200004577637","2.9323527812957764","2.9323527812957764","2.9323527812957764","3.4889166355133057","3.4889166355133057","3.4889166355133057"
"4409","2.6562631130218506","2.6562631130218506","2.6562631130218506","2.7969589233398438","2.7969589233398438","2.7969589233398438","3.3190324306488037","3.3190324306488037","3.3190324306488037"
"4439","3.2607548236846924","3.2607548236846924","3.2607548236846924","3.068389892578125","3.068389892578125","3.068389892578125","3.290663480758667","3.290663480758667","3.290663480758667"
"4469","2.8351542949676514","2.8351542949676514","2.8351542949676514","2.8592889308929443","2.8592889308929443","2.8592889308929443","3.3941686153411865","3.3941686153411865","3.3941686153411865"
"4499","2.9098644256591797","2.9098644256591797","2.9098644256591797","3.0106217861175537","3.0106217861175537","3.0106217861175537","3.5521819591522217","3.5521819591522217","3.5521819591522217"
"4529","2.9987614154815674","2.9987614154815674","2.9987614154815674","2.515174150466919","2.515174150466919","2.515174150466919","2.9345195293426514","2.9345195293426514","2.9345195293426514"
"4559","3.1465530395507812","3.1465530395507812","3.1465530395507812","2.676206350326538","2.676206350326538","2.676206350326538","3.390275001525879","3.390275001525879","3.390275001525879"
"4589","2.964522361755371","2.964522361755371","2.964522361755371","2.9248201847076416","2.9248201847076416","2.9248201847076416","3.72359299659729","3.72359299659729","3.72359299659729"
"4619","2.872715711593628","2.872715711593628","2.872715711593628","2.738999605178833","2.738999605178833","2.738999605178833","3.605907440185547","3.605907440185547","3.605907440185547"
"4649","2.848370313644409","2.848370313644409","2.848370313644409","2.77000093460083","2.77000093460083","2.77000093460083","3.2197365760803223","3.2197365760803223","3.2197365760803223"
"4679","2.853792667388916","2.853792667388916","2.853792667388916","2.904909610748291","2.904909610748291","2.904909610748291","3.2234203815460205","3.2234203815460205","3.2234203815460205"
"4709","3.1077046394348145","3.1077046394348145","3.1077046394348145","2.866655111312866","2.866655111312866","2.866655111312866","3.1411070823669434","3.1411070823669434","3.1411070823669434"
"4739","4.700290203094482","4.700290203094482","4.700290203094482","2.940396308898926","2.940396308898926","2.940396308898926","3.879650115966797","3.879650115966797","3.879650115966797"
"4769","3.9082753658294678","3.9082753658294678","3.9082753658294678","2.9941859245300293","2.9941859245300293","2.9941859245300293","3.1268157958984375","3.1268157958984375","3.1268157958984375"
"4799","3.018442392349243","3.018442392349243","3.018442392349243","2.991528272628784","2.991528272628784","2.991528272628784","3.4749882221221924","3.4749882221221924","3.4749882221221924"
"4829","3.1451823711395264","3.1451823711395264","3.1451823711395264","2.622612953186035","2.622612953186035","2.622612953186035","3.2642462253570557","3.2642462253570557","3.2642462253570557"
"4859","2.6166775226593018","2.6166775226593018","2.6166775226593018","2.687100887298584","2.687100887298584","2.687100887298584","2.9822306632995605","2.9822306632995605","2.9822306632995605"
"4889","2.566457509994507","2.566457509994507","2.566457509994507","2.811333656311035","2.811333656311035","2.811333656311035","3.27164363861084","3.27164363861084","3.27164363861084"
