"Step","layer0_mlp_gpt2_jumprelu - losses/l0_loss","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/l0_loss","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/l0_loss","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/l0_loss","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/l0_loss","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/l0_loss","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MAX"
"2849","60128.796875","60128.796875","60128.796875","33907.34765625","33907.34765625","33907.34765625","60776.09765625","60776.09765625","60776.09765625","37829.55078125","37829.55078125","37829.55078125","60240.296875","60240.296875","60240.296875","35072.44921875","35072.44921875","35072.44921875"
"2879","60526","60526","60526","33738.1484375","33738.1484375","33738.1484375","60849.1484375","60849.1484375","60849.1484375","37099.5","37099.5","37099.5","60890.25","60890.25","60890.25","35025.8984375","35025.8984375","35025.8984375"
"2909","60556.25","60556.25","60556.25","33951.55078125","33951.55078125","33951.55078125","60751.046875","60751.046875","60751.046875","37436.44921875","37436.44921875","37436.44921875","60478.1484375","60478.1484375","60478.1484375","35202.6484375","35202.6484375","35202.6484375"
"2939","60489.84765625","60489.84765625","60489.84765625","33850.80078125","33850.80078125","33850.80078125","60915.546875","60915.546875","60915.546875","37441","37441","37441","60504.34765625","60504.34765625","60504.34765625","35404.6484375","35404.6484375","35404.6484375"
"2969","60510.44921875","60510.44921875","60510.44921875","34038.3984375","34038.3984375","34038.3984375","61033.296875","61033.296875","61033.296875","38092.55078125","38092.55078125","38092.55078125","61015.94921875","61015.94921875","61015.94921875","35083.30078125","35083.30078125","35083.30078125"
"2999","60724.546875","60724.546875","60724.546875","33799.8984375","33799.8984375","33799.8984375","60673.34765625","60673.34765625","60673.34765625","37169.69921875","37169.69921875","37169.69921875","60710.34765625","60710.34765625","60710.34765625","35144.75","35144.75","35144.75"
"3029","60383.59765625","60383.59765625","60383.59765625","33882.94921875","33882.94921875","33882.94921875","60915.75","60915.75","60915.75","37781.75","37781.75","37781.75","60660.59765625","60660.59765625","60660.59765625","35008","35008","35008"
"3059","60681.19921875","60681.19921875","60681.19921875","34033.5","34033.5","34033.5","60959.8984375","60959.8984375","60959.8984375","37454.6484375","37454.6484375","37454.6484375","60799.59765625","60799.59765625","60799.59765625","35210.25","35210.25","35210.25"
"3089","60838.8984375","60838.8984375","60838.8984375","34029.55078125","34029.55078125","34029.55078125","60858.296875","60858.296875","60858.296875","37360","37360","37360","60562.69921875","60562.69921875","60562.69921875","35205.09765625","35205.09765625","35205.09765625"
"3119","60270.94921875","60270.94921875","60270.94921875","33504.6484375","33504.6484375","33504.6484375","60631.8984375","60631.8984375","60631.8984375","36783.75","36783.75","36783.75","60213.69921875","60213.69921875","60213.69921875","34985.19921875","34985.19921875","34985.19921875"
"3149","60729.1484375","60729.1484375","60729.1484375","33831.3984375","33831.3984375","33831.3984375","61040.046875","61040.046875","61040.046875","37588.55078125","37588.55078125","37588.55078125","60938.546875","60938.546875","60938.546875","35411.5","35411.5","35411.5"
"3179","60739.84765625","60739.84765625","60739.84765625","33721.8984375","33721.8984375","33721.8984375","61027.09765625","61027.09765625","61027.09765625","37494.1484375","37494.1484375","37494.1484375","60810.1484375","60810.1484375","60810.1484375","35041.5","35041.5","35041.5"
"3209","60649.69921875","60649.69921875","60649.69921875","34027.25","34027.25","34027.25","60774.19921875","60774.19921875","60774.19921875","37234.94921875","37234.94921875","37234.94921875","60587.75","60587.75","60587.75","35202.75","35202.75","35202.75"
"3239","60285.796875","60285.796875","60285.796875","33708.75","33708.75","33708.75","60674.84765625","60674.84765625","60674.84765625","37387.1484375","37387.1484375","37387.1484375","60722.296875","60722.296875","60722.296875","34729.09765625","34729.09765625","34729.09765625"
"3269","60755.69921875","60755.69921875","60755.69921875","33673.44921875","33673.44921875","33673.44921875","61071.09765625","61071.09765625","61071.09765625","37835.5","37835.5","37835.5","60741.296875","60741.296875","60741.296875","34983.80078125","34983.80078125","34983.80078125"
"3299","60288.1484375","60288.1484375","60288.1484375","33672.25","33672.25","33672.25","60810.09765625","60810.09765625","60810.09765625","37324.75","37324.75","37324.75","60650","60650","60650","35286.84765625","35286.84765625","35286.84765625"
"3329","60537.75","60537.75","60537.75","33970.84765625","33970.84765625","33970.84765625","60827.3984375","60827.3984375","60827.3984375","37349.05078125","37349.05078125","37349.05078125","60728.8984375","60728.8984375","60728.8984375","35294.25","35294.25","35294.25"
"3359","60594.546875","60594.546875","60594.546875","33728","33728","33728","60917.19921875","60917.19921875","60917.19921875","37319.30078125","37319.30078125","37319.30078125","60952.34765625","60952.34765625","60952.34765625","35140.05078125","35140.05078125","35140.05078125"
"3389","60385.6484375","60385.6484375","60385.6484375","33607.19921875","33607.19921875","33607.19921875","60861.34765625","60861.34765625","60861.34765625","37416.75","37416.75","37416.75","60748.75","60748.75","60748.75","35060.09765625","35060.09765625","35060.09765625"
"3419","60772.8984375","60772.8984375","60772.8984375","33651.8984375","33651.8984375","33651.8984375","60989.69921875","60989.69921875","60989.69921875","37328.19921875","37328.19921875","37328.19921875","60538.84765625","60538.84765625","60538.84765625","35158.6484375","35158.6484375","35158.6484375"
"3449","60583.046875","60583.046875","60583.046875","33733.55078125","33733.55078125","33733.55078125","60995.44921875","60995.44921875","60995.44921875","37280.80078125","37280.80078125","37280.80078125","60760.8984375","60760.8984375","60760.8984375","35316.05078125","35316.05078125","35316.05078125"
"3479","60534.8984375","60534.8984375","60534.8984375","33639.19921875","33639.19921875","33639.19921875","60929.046875","60929.046875","60929.046875","37368.55078125","37368.55078125","37368.55078125","60587.046875","60587.046875","60587.046875","34919.5","34919.5","34919.5"
"3509","60630.046875","60630.046875","60630.046875","33329.55078125","33329.55078125","33329.55078125","61033.796875","61033.796875","61033.796875","37871.75","37871.75","37871.75","60966.75","60966.75","60966.75","34992.75","34992.75","34992.75"
"3539","60589.546875","60589.546875","60589.546875","33765.94921875","33765.94921875","33765.94921875","60872.75","60872.75","60872.75","37282.55078125","37282.55078125","37282.55078125","60540.59765625","60540.59765625","60540.59765625","35063.94921875","35063.94921875","35063.94921875"
"3569","60729.44921875","60729.44921875","60729.44921875","34044.05078125","34044.05078125","34044.05078125","60925","60925","60925","37409.44921875","37409.44921875","37409.44921875","60911.59765625","60911.59765625","60911.59765625","35186.34765625","35186.34765625","35186.34765625"
"3599","60643.44921875","60643.44921875","60643.44921875","33661.09765625","33661.09765625","33661.09765625","60991.09765625","60991.09765625","60991.09765625","37309.59765625","37309.59765625","37309.59765625","60892.546875","60892.546875","60892.546875","35027.30078125","35027.30078125","35027.30078125"
"3629","60446.94921875","60446.94921875","60446.94921875","34114.30078125","34114.30078125","34114.30078125","60854.25","60854.25","60854.25","37424.80078125","37424.80078125","37424.80078125","60418.046875","60418.046875","60418.046875","35224.25","35224.25","35224.25"
"3659","60690.6484375","60690.6484375","60690.6484375","33854.30078125","33854.30078125","33854.30078125","60995.296875","60995.296875","60995.296875","37304.1484375","37304.1484375","37304.1484375","60963.94921875","60963.94921875","60963.94921875","35309.05078125","35309.05078125","35309.05078125"
"3689","60591.25","60591.25","60591.25","34129.69921875","34129.69921875","34129.69921875","60960.5","60960.5","60960.5","37613.59765625","37613.59765625","37613.59765625","60781.6484375","60781.6484375","60781.6484375","35162.30078125","35162.30078125","35162.30078125"
"3719","60374.94921875","60374.94921875","60374.94921875","33693.8984375","33693.8984375","33693.8984375","60842.296875","60842.296875","60842.296875","37289.94921875","37289.94921875","37289.94921875","60877.5","60877.5","60877.5","34977.84765625","34977.84765625","34977.84765625"
"3749","60574.546875","60574.546875","60574.546875","33814.6484375","33814.6484375","33814.6484375","60998.19921875","60998.19921875","60998.19921875","37342.59765625","37342.59765625","37342.59765625","61081","61081","61081","35399.59765625","35399.59765625","35399.59765625"
"3779","60254.84765625","60254.84765625","60254.84765625","33692.1484375","33692.1484375","33692.1484375","60979.59765625","60979.59765625","60979.59765625","37725.09765625","37725.09765625","37725.09765625","60866.25","60866.25","60866.25","35050.6484375","35050.6484375","35050.6484375"
"3809","60819.75","60819.75","60819.75","34000.80078125","34000.80078125","34000.80078125","60922.94921875","60922.94921875","60922.94921875","37237.69921875","37237.69921875","37237.69921875","61092.546875","61092.546875","61092.546875","35069.75","35069.75","35069.75"
"3839","60697.59765625","60697.59765625","60697.59765625","33701.80078125","33701.80078125","33701.80078125","60930.6484375","60930.6484375","60930.6484375","37881.55078125","37881.55078125","37881.55078125","60785.84765625","60785.84765625","60785.84765625","35166","35166","35166"
"3869","60811.19921875","60811.19921875","60811.19921875","33628.19921875","33628.19921875","33628.19921875","61091.3984375","61091.3984375","61091.3984375","37304.94921875","37304.94921875","37304.94921875","60880.84765625","60880.84765625","60880.84765625","34702.8984375","34702.8984375","34702.8984375"
"3899","60613.6484375","60613.6484375","60613.6484375","33739","33739","33739","60985.5","60985.5","60985.5","37522.05078125","37522.05078125","37522.05078125","60721.94921875","60721.94921875","60721.94921875","34922.80078125","34922.80078125","34922.80078125"
"3929","60882.6484375","60882.6484375","60882.6484375","33837.25","33837.25","33837.25","60943.5","60943.5","60943.5","37494.55078125","37494.55078125","37494.55078125","60310.046875","60310.046875","60310.046875","35026.75","35026.75","35026.75"
"3959","60687.34765625","60687.34765625","60687.34765625","33912.94921875","33912.94921875","33912.94921875","61091.59765625","61091.59765625","61091.59765625","37253.84765625","37253.84765625","37253.84765625","60921.59765625","60921.59765625","60921.59765625","35044.59765625","35044.59765625","35044.59765625"
"3989","60020.94921875","60020.94921875","60020.94921875","33569.19921875","33569.19921875","33569.19921875","60720.19921875","60720.19921875","60720.19921875","37300","37300","37300","60587.69921875","60587.69921875","60587.69921875","35107.75","35107.75","35107.75"
"4019","60543.546875","60543.546875","60543.546875","33525.69921875","33525.69921875","33525.69921875","61180.296875","61180.296875","61180.296875","37441.25","37441.25","37441.25","61109.94921875","61109.94921875","61109.94921875","35152.1484375","35152.1484375","35152.1484375"
"4049","60700.09765625","60700.09765625","60700.09765625","33813.59765625","33813.59765625","33813.59765625","60906.84765625","60906.84765625","60906.84765625","37357.1484375","37357.1484375","37357.1484375","60299.84765625","60299.84765625","60299.84765625","35150","35150","35150"
"4079","60537.1484375","60537.1484375","60537.1484375","33350.69921875","33350.69921875","33350.69921875","60853.796875","60853.796875","60853.796875","37491.34765625","37491.34765625","37491.34765625","60883.75","60883.75","60883.75","34908.69921875","34908.69921875","34908.69921875"
"4109","60663.8984375","60663.8984375","60663.8984375","33594.25","33594.25","33594.25","60993.94921875","60993.94921875","60993.94921875","37391.34765625","37391.34765625","37391.34765625","60890.5","60890.5","60890.5","35343","35343","35343"
"4139","60693.296875","60693.296875","60693.296875","33926.34765625","33926.34765625","33926.34765625","61012.546875","61012.546875","61012.546875","37173.5","37173.5","37173.5","60937.84765625","60937.84765625","60937.84765625","35080.94921875","35080.94921875","35080.94921875"
"4169","60983.6484375","60983.6484375","60983.6484375","33741.05078125","33741.05078125","33741.05078125","61145.84765625","61145.84765625","61145.84765625","37349.69921875","37349.69921875","37349.69921875","61109.19921875","61109.19921875","61109.19921875","35171.55078125","35171.55078125","35171.55078125"
"4199","60629.84765625","60629.84765625","60629.84765625","33352.6484375","33352.6484375","33352.6484375","60818.34765625","60818.34765625","60818.34765625","37305.69921875","37305.69921875","37305.69921875","60654.69921875","60654.69921875","60654.69921875","34930.30078125","34930.30078125","34930.30078125"
"4229","60737.69921875","60737.69921875","60737.69921875","33784.1484375","33784.1484375","33784.1484375","61102.19921875","61102.19921875","61102.19921875","37226.69921875","37226.69921875","37226.69921875","60665.34765625","60665.34765625","60665.34765625","35173.94921875","35173.94921875","35173.94921875"
"4259","60697.44921875","60697.44921875","60697.44921875","33595.55078125","33595.55078125","33595.55078125","61059.44921875","61059.44921875","61059.44921875","37464.34765625","37464.34765625","37464.34765625","60951.546875","60951.546875","60951.546875","35007.44921875","35007.44921875","35007.44921875"
"4289","60457.69921875","60457.69921875","60457.69921875","33975.6484375","33975.6484375","33975.6484375","60872.3984375","60872.3984375","60872.3984375","37360","37360","37360","60548.75","60548.75","60548.75","34831.19921875","34831.19921875","34831.19921875"
"4319","60370.94921875","60370.94921875","60370.94921875","33145.55078125","33145.55078125","33145.55078125","60584.5","60584.5","60584.5","37260.6484375","37260.6484375","37260.6484375","60555.25","60555.25","60555.25","34480.30078125","34480.30078125","34480.30078125"
"4349","60824.5","60824.5","60824.5","33590.19921875","33590.19921875","33590.19921875","61061.5","61061.5","61061.5","37509.25","37509.25","37509.25","60755","60755","60755","34761.3984375","34761.3984375","34761.3984375"
"4379","60685.546875","60685.546875","60685.546875","33987.1484375","33987.1484375","33987.1484375","60866.546875","60866.546875","60866.546875","37630.8984375","37630.8984375","37630.8984375","60908.3984375","60908.3984375","60908.3984375","35149.80078125","35149.80078125","35149.80078125"
"4409","60789.796875","60789.796875","60789.796875","33710.30078125","33710.30078125","33710.30078125","60890.69921875","60890.69921875","60890.69921875","37693.44921875","37693.44921875","37693.44921875","60826.796875","60826.796875","60826.796875","34893.30078125","34893.30078125","34893.30078125"
"4439","60423.296875","60423.296875","60423.296875","33302.34765625","33302.34765625","33302.34765625","60814.8984375","60814.8984375","60814.8984375","37519.84765625","37519.84765625","37519.84765625","60786.296875","60786.296875","60786.296875","34600.05078125","34600.05078125","34600.05078125"
"4469","60663.8984375","60663.8984375","60663.8984375","33775.75","33775.75","33775.75","60697.296875","60697.296875","60697.296875","37105.19921875","37105.19921875","37105.19921875","60810.6484375","60810.6484375","60810.6484375","34938.1484375","34938.1484375","34938.1484375"
"4499","60823.34765625","60823.34765625","60823.34765625","33554.84765625","33554.84765625","33554.84765625","60961.59765625","60961.59765625","60961.59765625","37662.09765625","37662.09765625","37662.09765625","60589.69921875","60589.69921875","60589.69921875","34790.25","34790.25","34790.25"
"4529","60778.44921875","60778.44921875","60778.44921875","33804.84765625","33804.84765625","33804.84765625","60972.25","60972.25","60972.25","37699.5","37699.5","37699.5","60514.296875","60514.296875","60514.296875","34667.6484375","34667.6484375","34667.6484375"
"4559","60840","60840","60840","33684.59765625","33684.59765625","33684.59765625","61024.19921875","61024.19921875","61024.19921875","37623","37623","37623","60734.546875","60734.546875","60734.546875","34803.80078125","34803.80078125","34803.80078125"
"4589","60816.84765625","60816.84765625","60816.84765625","33679.3984375","33679.3984375","33679.3984375","61014.546875","61014.546875","61014.546875","37813.75","37813.75","37813.75","60732","60732","60732","34957.1484375","34957.1484375","34957.1484375"
"4619","60938.1484375","60938.1484375","60938.1484375","33835.94921875","33835.94921875","33835.94921875","61058.59765625","61058.59765625","61058.59765625","37408.5","37408.5","37408.5","60687.296875","60687.296875","60687.296875","34980","34980","34980"
"4649","60570.34765625","60570.34765625","60570.34765625","33297.30078125","33297.30078125","33297.30078125","60965.8984375","60965.8984375","60965.8984375","37937.3984375","37937.3984375","37937.3984375","61061","61061","61061","35006.80078125","35006.80078125","35006.80078125"
"4679","60724.19921875","60724.19921875","60724.19921875","33769.44921875","33769.44921875","33769.44921875","60847.8984375","60847.8984375","60847.8984375","37662.25","37662.25","37662.25","60737.296875","60737.296875","60737.296875","34699.05078125","34699.05078125","34699.05078125"
"4709","60166.1484375","60166.1484375","60166.1484375","33433.3984375","33433.3984375","33433.3984375","60908.94921875","60908.94921875","60908.94921875","37360.1484375","37360.1484375","37360.1484375","60585.84765625","60585.84765625","60585.84765625","34605.75","34605.75","34605.75"
"4739","60805.296875","60805.296875","60805.296875","33443.55078125","33443.55078125","33443.55078125","61003.796875","61003.796875","61003.796875","37370.1484375","37370.1484375","37370.1484375","60806","60806","60806","34593.84765625","34593.84765625","34593.84765625"
