"Step","layer0_mlp_gpt2_jumprelu - losses/mse_loss","layer0_mlp_gpt2_jumprelu - losses/mse_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/mse_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/mse_loss","layer0_mlp_gpt2_singular_fisher - losses/mse_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/mse_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/mse_loss","layer10_mlp_gpt2_jumprelu - losses/mse_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/mse_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/mse_loss","layer10_mlp_gpt2_singular_fisher - losses/mse_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/mse_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/mse_loss","layer5_mlp_gpt2_jumprelu - losses/mse_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/mse_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/mse_loss","layer5_mlp_gpt2_singular_fisher - losses/mse_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/mse_loss__MAX"
"4469","0.9927021861076355","0.9927021861076355","0.9927021861076355","3.1852352619171143","3.1852352619171143","3.1852352619171143","1.8717390298843384","1.8717390298843384","1.8717390298843384","10.351640701293945","10.351640701293945","10.351640701293945","0.5733557343482971","0.5733557343482971","0.5733557343482971","4.057061195373535","4.057061195373535","4.057061195373535"
"4499","0.76943439245224","0.76943439245224","0.76943439245224","2.5433456897735596","2.5433456897735596","2.5433456897735596","1.350917935371399","1.350917935371399","1.350917935371399","8.90794563293457","8.90794563293457","8.90794563293457","0.9522795081138611","0.9522795081138611","0.9522795081138611","4.6409912109375","4.6409912109375","4.6409912109375"
"4529","0.846521258354187","0.846521258354187","0.846521258354187","2.5760793685913086","2.5760793685913086","2.5760793685913086","1.1875839233398438","1.1875839233398438","1.1875839233398438","7.614655494689941","7.614655494689941","7.614655494689941","2.2568657398223877","2.2568657398223877","2.2568657398223877","4.370419025421143","4.370419025421143","4.370419025421143"
"4559","0.8270949125289917","0.8270949125289917","0.8270949125289917","2.9803831577301025","2.9803831577301025","2.9803831577301025","1.238331913948059","1.238331913948059","1.238331913948059","9.634713172912598","9.634713172912598","9.634713172912598","0.9315185546875","0.9315185546875","0.9315185546875","4.070529460906982","4.070529460906982","4.070529460906982"
"4589","0.8985207676887512","0.8985207676887512","0.8985207676887512","3.1565890312194824","3.1565890312194824","3.1565890312194824","1.4311323165893555","1.4311323165893555","1.4311323165893555","11.665651321411133","11.665651321411133","11.665651321411133","0.6634684801101685","0.6634684801101685","0.6634684801101685","4.011566162109375","4.011566162109375","4.011566162109375"
"4619","0.8338552713394165","0.8338552713394165","0.8338552713394165","2.7214372158050537","2.7214372158050537","2.7214372158050537","1.6584473848342896","1.6584473848342896","1.6584473848342896","12.699003219604492","12.699003219604492","12.699003219604492","3.173694133758545","3.173694133758545","3.173694133758545","3.8965165615081787","3.8965165615081787","3.8965165615081787"
"4649","0.7414207458496094","0.7414207458496094","0.7414207458496094","2.261655330657959","2.261655330657959","2.261655330657959","1.3276326656341553","1.3276326656341553","1.3276326656341553","8.033468246459961","8.033468246459961","8.033468246459961","0.6107451319694519","0.6107451319694519","0.6107451319694519","4.032001495361328","4.032001495361328","4.032001495361328"
"4679","0.9594332575798035","0.9594332575798035","0.9594332575798035","3.01595139503479","3.01595139503479","3.01595139503479","1.184773325920105","1.184773325920105","1.184773325920105","8.738062858581543","8.738062858581543","8.738062858581543","0.8596290946006775","0.8596290946006775","0.8596290946006775","4.316903114318848","4.316903114318848","4.316903114318848"
"4709","0.8388895392417908","0.8388895392417908","0.8388895392417908","2.8479161262512207","2.8479161262512207","2.8479161262512207","1.4764353036880493","1.4764353036880493","1.4764353036880493","9.415553092956543","9.415553092956543","9.415553092956543","0.9581428170204163","0.9581428170204163","0.9581428170204163","4.191932201385498","4.191932201385498","4.191932201385498"
"4739","0.5665403008460999","0.5665403008460999","0.5665403008460999","2.0145602226257324","2.0145602226257324","2.0145602226257324","1.0052143335342407","1.0052143335342407","1.0052143335342407","7.269789695739746","7.269789695739746","7.269789695739746","0.9003629684448242","0.9003629684448242","0.9003629684448242","3.6015985012054443","3.6015985012054443","3.6015985012054443"
"4769","0.8257877826690674","0.8257877826690674","0.8257877826690674","2.7271482944488525","2.7271482944488525","2.7271482944488525","1.1523123979568481","1.1523123979568481","1.1523123979568481","6.229926586151123","6.229926586151123","6.229926586151123","0.5795184373855591","0.5795184373855591","0.5795184373855591","3.885338068008423","3.885338068008423","3.885338068008423"
"4799","0.902716338634491","0.902716338634491","0.902716338634491","3.43255352973938","3.43255352973938","3.43255352973938","1.1556752920150757","1.1556752920150757","1.1556752920150757","8.08869743347168","8.08869743347168","8.08869743347168","0.5934473872184753","0.5934473872184753","0.5934473872184753","4.233351230621338","4.233351230621338","4.233351230621338"
"4829","0.5965350270271301","0.5965350270271301","0.5965350270271301","2.4808497428894043","2.4808497428894043","2.4808497428894043","1.0242865085601807","1.0242865085601807","1.0242865085601807","6.971193790435791","6.971193790435791","6.971193790435791","0.4910489618778229","0.4910489618778229","0.4910489618778229","3.522508382797241","3.522508382797241","3.522508382797241"
"4859","0.9688318967819214","0.9688318967819214","0.9688318967819214","3.6672239303588867","3.6672239303588867","3.6672239303588867","1.413371205329895","1.413371205329895","1.413371205329895","7.524709701538086","7.524709701538086","7.524709701538086","1.0130610466003418","1.0130610466003418","1.0130610466003418","3.6395657062530518","3.6395657062530518","3.6395657062530518"
"4889","0.9961315989494324","0.9961315989494324","0.9961315989494324","3.795707941055298","3.795707941055298","3.795707941055298","1.4387056827545166","1.4387056827545166","1.4387056827545166","11.356340408325195","11.356340408325195","11.356340408325195","0.6412805318832397","0.6412805318832397","0.6412805318832397","4.2614946365356445","4.2614946365356445","4.2614946365356445"
"4919","0.7968993782997131","0.7968993782997131","0.7968993782997131","3.3128063678741455","3.3128063678741455","3.3128063678741455","1.051615834236145","1.051615834236145","1.051615834236145","7.983277320861816","7.983277320861816","7.983277320861816","0.651387631893158","0.651387631893158","0.651387631893158","3.9520463943481445","3.9520463943481445","3.9520463943481445"
"4949","0.655064046382904","0.655064046382904","0.655064046382904","2.7879393100738525","2.7879393100738525","2.7879393100738525","1.119569182395935","1.119569182395935","1.119569182395935","8.873509407043457","8.873509407043457","8.873509407043457","0.6392465233802795","0.6392465233802795","0.6392465233802795","3.3618595600128174","3.3618595600128174","3.3618595600128174"
"4979","0.556891918182373","0.556891918182373","0.556891918182373","2.4319353103637695","2.4319353103637695","2.4319353103637695","1.1537426710128784","1.1537426710128784","1.1537426710128784","9.373963356018066","9.373963356018066","9.373963356018066","0.9609132409095764","0.9609132409095764","0.9609132409095764","3.646918535232544","3.646918535232544","3.646918535232544"
"5009","0.6565963625907898","0.6565963625907898","0.6565963625907898","2.2004377841949463","2.2004377841949463","2.2004377841949463","1.4187813997268677","1.4187813997268677","1.4187813997268677","8.437297821044922","8.437297821044922","8.437297821044922","0.5807082056999207","0.5807082056999207","0.5807082056999207","3.563594341278076","3.563594341278076","3.563594341278076"
"5039","0.732995331287384","0.732995331287384","0.732995331287384","2.4488308429718018","2.4488308429718018","2.4488308429718018","2.86568546295166","2.86568546295166","2.86568546295166","10.194847106933594","10.194847106933594","10.194847106933594","0.3189447224140167","0.3189447224140167","0.3189447224140167","3.6909780502319336","3.6909780502319336","3.6909780502319336"
"5069","0.8326964974403381","0.8326964974403381","0.8326964974403381","3.74233078956604","3.74233078956604","3.74233078956604","1.1487889289855957","1.1487889289855957","1.1487889289855957","8.026708602905273","8.026708602905273","8.026708602905273","0.6894405484199524","0.6894405484199524","0.6894405484199524","3.8187432289123535","3.8187432289123535","3.8187432289123535"
"5099","0.7609978914260864","0.7609978914260864","0.7609978914260864","2.838531494140625","2.838531494140625","2.838531494140625","0.8850032687187195","0.8850032687187195","0.8850032687187195","7.21258544921875","7.21258544921875","7.21258544921875","1.3485052585601807","1.3485052585601807","1.3485052585601807","4.30946159362793","4.30946159362793","4.30946159362793"
"5129","0.7327112555503845","0.7327112555503845","0.7327112555503845","2.3918116092681885","2.3918116092681885","2.3918116092681885","1.1070185899734497","1.1070185899734497","1.1070185899734497","6.926257133483887","6.926257133483887","6.926257133483887","0.4061725437641144","0.4061725437641144","0.4061725437641144","3.594350576400757","3.594350576400757","3.594350576400757"
"5159","0.5933523178100586","0.5933523178100586","0.5933523178100586","2.199530839920044","2.199530839920044","2.199530839920044","1.1615616083145142","1.1615616083145142","1.1615616083145142","8.542107582092285","8.542107582092285","8.542107582092285","0.3240274488925934","0.3240274488925934","0.3240274488925934","3.314716339111328","3.314716339111328","3.314716339111328"
"5189","0.7825074791908264","0.7825074791908264","0.7825074791908264","3.327178955078125","3.327178955078125","3.327178955078125","1.1398369073867798","1.1398369073867798","1.1398369073867798","8.47060489654541","8.47060489654541","8.47060489654541","0.6279350519180298","0.6279350519180298","0.6279350519180298","4.200765132904053","4.200765132904053","4.200765132904053"
"5219","0.5988911986351013","0.5988911986351013","0.5988911986351013","1.894747257232666","1.894747257232666","1.894747257232666","1.2285537719726562","1.2285537719726562","1.2285537719726562","8.177641868591309","8.177641868591309","8.177641868591309","0.6163225173950195","0.6163225173950195","0.6163225173950195","3.5593578815460205","3.5593578815460205","3.5593578815460205"
"5249","0.5120890140533447","0.5120890140533447","0.5120890140533447","1.9771208763122559","1.9771208763122559","1.9771208763122559","0.7227157354354858","0.7227157354354858","0.7227157354354858","5.769001483917236","5.769001483917236","5.769001483917236","0.4035680592060089","0.4035680592060089","0.4035680592060089","3.4250195026397705","3.4250195026397705","3.4250195026397705"
"5279","0.7662501335144043","0.7662501335144043","0.7662501335144043","3.007906436920166","3.007906436920166","3.007906436920166","1.4216705560684204","1.4216705560684204","1.4216705560684204","9.742475509643555","9.742475509643555","9.742475509643555","0.7562507390975952","0.7562507390975952","0.7562507390975952","4.1901469230651855","4.1901469230651855","4.1901469230651855"
"5309","0.7248928546905518","0.7248928546905518","0.7248928546905518","2.67960786819458","2.67960786819458","2.67960786819458","0.7938762307167053","0.7938762307167053","0.7938762307167053","6.729386329650879","6.729386329650879","6.729386329650879","0.8898932337760925","0.8898932337760925","0.8898932337760925","3.936886787414551","3.936886787414551","3.936886787414551"
"5339","0.6757307052612305","0.6757307052612305","0.6757307052612305","3.526001453399658","3.526001453399658","3.526001453399658","0.9867898225784302","0.9867898225784302","0.9867898225784302","9.13714599609375","9.13714599609375","9.13714599609375","0.37933531403541565","0.37933531403541565","0.37933531403541565","3.546213388442993","3.546213388442993","3.546213388442993"
"5369","0.6499719023704529","0.6499719023704529","0.6499719023704529","2.513582944869995","2.513582944869995","2.513582944869995","1.1519908905029297","1.1519908905029297","1.1519908905029297","8.181320190429688","8.181320190429688","8.181320190429688","1.6140177249908447","1.6140177249908447","1.6140177249908447","3.9778029918670654","3.9778029918670654","3.9778029918670654"
"5399","0.46864309906959534","0.46864309906959534","0.46864309906959534","2.443187713623047","2.443187713623047","2.443187713623047","0.885122537612915","0.885122537612915","0.885122537612915","6.428380966186523","6.428380966186523","6.428380966186523","0.444712370634079","0.444712370634079","0.444712370634079","3.3653934001922607","3.3653934001922607","3.3653934001922607"
"5429","0.7521976828575134","0.7521976828575134","0.7521976828575134","3.419492483139038","3.419492483139038","3.419492483139038","1.1274439096450806","1.1274439096450806","1.1274439096450806","9.701321601867676","9.701321601867676","9.701321601867676","0.3157058656215668","0.3157058656215668","0.3157058656215668","3.4271693229675293","3.4271693229675293","3.4271693229675293"
"5459","0.7289118766784668","0.7289118766784668","0.7289118766784668","2.7422778606414795","2.7422778606414795","2.7422778606414795","0.9327581524848938","0.9327581524848938","0.9327581524848938","7.524521827697754","7.524521827697754","7.524521827697754","0.6686038970947266","0.6686038970947266","0.6686038970947266","3.9784491062164307","3.9784491062164307","3.9784491062164307"
"5489","0.6684525012969971","0.6684525012969971","0.6684525012969971","2.5884082317352295","2.5884082317352295","2.5884082317352295","1.2437680959701538","1.2437680959701538","1.2437680959701538","7.584718227386475","7.584718227386475","7.584718227386475","2.899583339691162","2.899583339691162","2.899583339691162","3.701106071472168","3.701106071472168","3.701106071472168"
"5519","0.8796609044075012","0.8796609044075012","0.8796609044075012","3.0608932971954346","3.0608932971954346","3.0608932971954346","1.174032211303711","1.174032211303711","1.174032211303711","9.66944694519043","9.66944694519043","9.66944694519043","0.6691222786903381","0.6691222786903381","0.6691222786903381","3.376782178878784","3.376782178878784","3.376782178878784"
"5549","0.4940827786922455","0.4940827786922455","0.4940827786922455","1.7619141340255737","1.7619141340255737","1.7619141340255737","1.108038306236267","1.108038306236267","1.108038306236267","8.22430419921875","8.22430419921875","8.22430419921875","0.2935478091239929","0.2935478091239929","0.2935478091239929","3.189354181289673","3.189354181289673","3.189354181289673"
"5579","0.5070832967758179","0.5070832967758179","0.5070832967758179","2.154329538345337","2.154329538345337","2.154329538345337","1.0485498905181885","1.0485498905181885","1.0485498905181885","7.996785640716553","7.996785640716553","7.996785640716553","1.0066574811935425","1.0066574811935425","1.0066574811935425","3.8542895317077637","3.8542895317077637","3.8542895317077637"
"5609","0.6102443337440491","0.6102443337440491","0.6102443337440491","2.590538263320923","2.590538263320923","2.590538263320923","0.8689231872558594","0.8689231872558594","0.8689231872558594","6.9487528800964355","6.9487528800964355","6.9487528800964355","0.49385344982147217","0.49385344982147217","0.49385344982147217","3.6783831119537354","3.6783831119537354","3.6783831119537354"
"5639","0.46230682730674744","0.46230682730674744","0.46230682730674744","1.8320837020874023","1.8320837020874023","1.8320837020874023","1.0416549444198608","1.0416549444198608","1.0416549444198608","6.192893028259277","6.192893028259277","6.192893028259277","1.2254260778427124","1.2254260778427124","1.2254260778427124","3.7006428241729736","3.7006428241729736","3.7006428241729736"
"5669","0.6003561019897461","0.6003561019897461","0.6003561019897461","2.62001633644104","2.62001633644104","2.62001633644104","0.9989425539970398","0.9989425539970398","0.9989425539970398","8.4888334274292","8.4888334274292","8.4888334274292","0.3597038984298706","0.3597038984298706","0.3597038984298706","3.542614698410034","3.542614698410034","3.542614698410034"
"5699","0.3862158954143524","0.3862158954143524","0.3862158954143524","1.7976008653640747","1.7976008653640747","1.7976008653640747","0.8307504653930664","0.8307504653930664","0.8307504653930664","6.605010032653809","6.605010032653809","6.605010032653809","0.43358421325683594","0.43358421325683594","0.43358421325683594","3.2164340019226074","3.2164340019226074","3.2164340019226074"
"5729","0.4636080861091614","0.4636080861091614","0.4636080861091614","1.5860695838928223","1.5860695838928223","1.5860695838928223","0.8286948800086975","0.8286948800086975","0.8286948800086975","5.766737937927246","5.766737937927246","5.766737937927246","0.2935085594654083","0.2935085594654083","0.2935085594654083","3.0869622230529785","3.0869622230529785","3.0869622230529785"
"5759","0.39717069268226624","0.39717069268226624","0.39717069268226624","1.6311405897140503","1.6311405897140503","1.6311405897140503","0.8063476085662842","0.8063476085662842","0.8063476085662842","7.831972599029541","7.831972599029541","7.831972599029541","0.4343092739582062","0.4343092739582062","0.4343092739582062","3.1473283767700195","3.1473283767700195","3.1473283767700195"
"5789","0.5409832000732422","0.5409832000732422","0.5409832000732422","2.2782366275787354","2.2782366275787354","2.2782366275787354","0.745057225227356","0.745057225227356","0.745057225227356","6.62032413482666","6.62032413482666","6.62032413482666","0.5518400073051453","0.5518400073051453","0.5518400073051453","3.303734302520752","3.303734302520752","3.303734302520752"
"5819","0.5394453406333923","0.5394453406333923","0.5394453406333923","2.1069793701171875","2.1069793701171875","2.1069793701171875","1.544601559638977","1.544601559638977","1.544601559638977","8.269661903381348","8.269661903381348","8.269661903381348","0.7562471032142639","0.7562471032142639","0.7562471032142639","4.565972328186035","4.565972328186035","4.565972328186035"
"5849","0.5446760654449463","0.5446760654449463","0.5446760654449463","2.6123998165130615","2.6123998165130615","2.6123998165130615","0.9703831076622009","0.9703831076622009","0.9703831076622009","6.325735569000244","6.325735569000244","6.325735569000244","0.4363233745098114","0.4363233745098114","0.4363233745098114","3.4288573265075684","3.4288573265075684","3.4288573265075684"
"5879","0.8716475963592529","0.8716475963592529","0.8716475963592529","2.87028169631958","2.87028169631958","2.87028169631958","1.1527273654937744","1.1527273654937744","1.1527273654937744","10.536456108093262","10.536456108093262","10.536456108093262","0.9371888637542725","0.9371888637542725","0.9371888637542725","3.6359832286834717","3.6359832286834717","3.6359832286834717"
"5909","0.46159520745277405","0.46159520745277405","0.46159520745277405","2.029863119125366","2.029863119125366","2.029863119125366","0.8458257913589478","0.8458257913589478","0.8458257913589478","7.656632900238037","7.656632900238037","7.656632900238037","0.8683832883834839","0.8683832883834839","0.8683832883834839","3.828497886657715","3.828497886657715","3.828497886657715"
"5939","0.9538120627403259","0.9538120627403259","0.9538120627403259","1.8602932691574097","1.8602932691574097","1.8602932691574097","0.9019370675086975","0.9019370675086975","0.9019370675086975","5.319406509399414","5.319406509399414","5.319406509399414","0.47753745317459106","0.47753745317459106","0.47753745317459106","3.2804346084594727","3.2804346084594727","3.2804346084594727"
"5969","0.5385830402374268","0.5385830402374268","0.5385830402374268","2.4811902046203613","2.4811902046203613","2.4811902046203613","1.061609148979187","1.061609148979187","1.061609148979187","8.518407821655273","8.518407821655273","8.518407821655273","0.27362117171287537","0.27362117171287537","0.27362117171287537","3.181074857711792","3.181074857711792","3.181074857711792"
"5999","0.5485740900039673","0.5485740900039673","0.5485740900039673","2.11517333984375","2.11517333984375","2.11517333984375","1.1828901767730713","1.1828901767730713","1.1828901767730713","8.266009330749512","8.266009330749512","8.266009330749512","0.7351297736167908","0.7351297736167908","0.7351297736167908","3.614147186279297","3.614147186279297","3.614147186279297"
"6029","0.5943685173988342","0.5943685173988342","0.5943685173988342","6.158245086669922","6.158245086669922","6.158245086669922","0.7260333299636841","0.7260333299636841","0.7260333299636841","5.737722873687744","5.737722873687744","5.737722873687744","0.801518976688385","0.801518976688385","0.801518976688385","4.037285804748535","4.037285804748535","4.037285804748535"
"6059","0.5396130084991455","0.5396130084991455","0.5396130084991455","2.3149850368499756","2.3149850368499756","2.3149850368499756","0.8106617331504822","0.8106617331504822","0.8106617331504822","7.621327877044678","7.621327877044678","7.621327877044678","0.4822552502155304","0.4822552502155304","0.4822552502155304","3.9343113899230957","3.9343113899230957","3.9343113899230957"
"6089","0.5461224317550659","0.5461224317550659","0.5461224317550659","2.6444694995880127","2.6444694995880127","2.6444694995880127","1.0361156463623047","1.0361156463623047","1.0361156463623047","6.93927001953125","6.93927001953125","6.93927001953125","0.7672945857048035","0.7672945857048035","0.7672945857048035","4.234699726104736","4.234699726104736","4.234699726104736"
"6119","0.5541086196899414","0.5541086196899414","0.5541086196899414","2.044647455215454","2.044647455215454","2.044647455215454","1.0663151741027832","1.0663151741027832","1.0663151741027832","6.742349624633789","6.742349624633789","6.742349624633789","0.5421925187110901","0.5421925187110901","0.5421925187110901","3.511289358139038","3.511289358139038","3.511289358139038"
"6149","0.5516293048858643","0.5516293048858643","0.5516293048858643","2.299433946609497","2.299433946609497","2.299433946609497","0.8994026780128479","0.8994026780128479","0.8994026780128479","6.870260238647461","6.870260238647461","6.870260238647461","0.3406267464160919","0.3406267464160919","0.3406267464160919","3.7463157176971436","3.7463157176971436","3.7463157176971436"
"6179","0.5773031115531921","0.5773031115531921","0.5773031115531921","2.1964213848114014","2.1964213848114014","2.1964213848114014","1.1552947759628296","1.1552947759628296","1.1552947759628296","7.950925350189209","7.950925350189209","7.950925350189209","0.821797251701355","0.821797251701355","0.821797251701355","3.316492795944214","3.316492795944214","3.316492795944214"
"6209","0.45141837000846863","0.45141837000846863","0.45141837000846863","2.007817029953003","2.007817029953003","2.007817029953003","2.2825076580047607","2.2825076580047607","2.2825076580047607","9.555211067199707","9.555211067199707","9.555211067199707","0.5835980176925659","0.5835980176925659","0.5835980176925659","3.3006274700164795","3.3006274700164795","3.3006274700164795"
"6239","0.542332112789154","0.542332112789154","0.542332112789154","2.4682343006134033","2.4682343006134033","2.4682343006134033","0.8358816504478455","0.8358816504478455","0.8358816504478455","7.25510835647583","7.25510835647583","7.25510835647583","0.5813034176826477","0.5813034176826477","0.5813034176826477","3.5587353706359863","3.5587353706359863","3.5587353706359863"
"6269","0.49496951699256897","0.49496951699256897","0.49496951699256897","2.105822801589966","2.105822801589966","2.105822801589966","0.8815389275550842","0.8815389275550842","0.8815389275550842","8.14018440246582","8.14018440246582","8.14018440246582","1.782390832901001","1.782390832901001","1.782390832901001","4.313746929168701","4.313746929168701","4.313746929168701"
"6299","0.5113130211830139","0.5113130211830139","0.5113130211830139","2.2075417041778564","2.2075417041778564","2.2075417041778564","0.9958208799362183","0.9958208799362183","0.9958208799362183","6.524692058563232","6.524692058563232","6.524692058563232","0.3092907965183258","0.3092907965183258","0.3092907965183258","3.522839307785034","3.522839307785034","3.522839307785034"
"6329","0.4690277874469757","0.4690277874469757","0.4690277874469757","1.8909869194030762","1.8909869194030762","1.8909869194030762","1.1076327562332153","1.1076327562332153","1.1076327562332153","8.59765338897705","8.59765338897705","8.59765338897705","0.3360454738140106","0.3360454738140106","0.3360454738140106","3.4325132369995117","3.4325132369995117","3.4325132369995117"
"6359","0.41068023443222046","0.41068023443222046","0.41068023443222046","1.8235124349594116","1.8235124349594116","1.8235124349594116","0.7101250886917114","0.7101250886917114","0.7101250886917114","7.798218727111816","7.798218727111816","7.798218727111816","0.9837930202484131","0.9837930202484131","0.9837930202484131","3.2007789611816406","3.2007789611816406","3.2007789611816406"
"6389","0.42497047781944275","0.42497047781944275","0.42497047781944275","1.8962080478668213","1.8962080478668213","1.8962080478668213","0.8358739018440247","0.8358739018440247","0.8358739018440247","7.80492639541626","7.80492639541626","7.80492639541626","0.4495549201965332","0.4495549201965332","0.4495549201965332","3.0530192852020264","3.0530192852020264","3.0530192852020264"
"6419","0.39061933755874634","0.39061933755874634","0.39061933755874634","2.016841173171997","2.016841173171997","2.016841173171997","0.8646719455718994","0.8646719455718994","0.8646719455718994","7.095503807067871","7.095503807067871","7.095503807067871","2.0517964363098145","2.0517964363098145","2.0517964363098145","3.327141761779785","3.327141761779785","3.327141761779785"
"6449","0.43337762355804443","0.43337762355804443","0.43337762355804443","1.9679778814315796","1.9679778814315796","1.9679778814315796","0.8145895004272461","0.8145895004272461","0.8145895004272461","6.146611213684082","6.146611213684082","6.146611213684082","0.735454797744751","0.735454797744751","0.735454797744751","3.7651262283325195","3.7651262283325195","3.7651262283325195"
"6479","0.5949862599372864","0.5949862599372864","0.5949862599372864","3.6131975650787354","3.6131975650787354","3.6131975650787354","1.0267987251281738","1.0267987251281738","1.0267987251281738","7.873925685882568","7.873925685882568","7.873925685882568","0.47388648986816406","0.47388648986816406","0.47388648986816406","3.1846296787261963","3.1846296787261963","3.1846296787261963"
"6509","0.359169065952301","0.359169065952301","0.359169065952301","1.7706881761550903","1.7706881761550903","1.7706881761550903","0.7238849401473999","0.7238849401473999","0.7238849401473999","4.812924861907959","4.812924861907959","4.812924861907959","0.3416084349155426","0.3416084349155426","0.3416084349155426","2.7866432666778564","2.7866432666778564","2.7866432666778564"
"6539","0.3972585201263428","0.3972585201263428","0.3972585201263428","2.1909244060516357","2.1909244060516357","2.1909244060516357","0.725195586681366","0.725195586681366","0.725195586681366","6.333788871765137","6.333788871765137","6.333788871765137","0.7662107944488525","0.7662107944488525","0.7662107944488525","3.3975582122802734","3.3975582122802734","3.3975582122802734"
"6569","0.5275939702987671","0.5275939702987671","0.5275939702987671","2.1156675815582275","2.1156675815582275","2.1156675815582275","0.7059959173202515","0.7059959173202515","0.7059959173202515","6.40040922164917","6.40040922164917","6.40040922164917","0.5634975433349609","0.5634975433349609","0.5634975433349609","3.327573776245117","3.327573776245117","3.327573776245117"
"6599","0.48843881487846375","0.48843881487846375","0.48843881487846375","1.9432604312896729","1.9432604312896729","1.9432604312896729","0.780908465385437","0.780908465385437","0.780908465385437","6.30608606338501","6.30608606338501","6.30608606338501","0.5270495414733887","0.5270495414733887","0.5270495414733887","3.5276806354522705","3.5276806354522705","3.5276806354522705"
"6629","0.47853994369506836","0.47853994369506836","0.47853994369506836","2.3903651237487793","2.3903651237487793","2.3903651237487793","0.9465693235397339","0.9465693235397339","0.9465693235397339","8.268681526184082","8.268681526184082","8.268681526184082","0.37590476870536804","0.37590476870536804","0.37590476870536804","3.1526505947113037","3.1526505947113037","3.1526505947113037"
"6659","0.44237616658210754","0.44237616658210754","0.44237616658210754","2.135841131210327","2.135841131210327","2.135841131210327","0.771125316619873","0.771125316619873","0.771125316619873","6.400899887084961","6.400899887084961","6.400899887084961","0.6729512810707092","0.6729512810707092","0.6729512810707092","3.4214022159576416","3.4214022159576416","3.4214022159576416"
"6689","0.502163827419281","0.502163827419281","0.502163827419281","2.1585381031036377","2.1585381031036377","2.1585381031036377","0.6490219831466675","0.6490219831466675","0.6490219831466675","6.054903984069824","6.054903984069824","6.054903984069824","0.46237754821777344","0.46237754821777344","0.46237754821777344","3.611311674118042","3.611311674118042","3.611311674118042"
"6719","0.32011252641677856","0.32011252641677856","0.32011252641677856","1.6062664985656738","1.6062664985656738","1.6062664985656738","0.4057065546512604","0.4057065546512604","0.4057065546512604","4.120643138885498","4.120643138885498","4.120643138885498","0.34406280517578125","0.34406280517578125","0.34406280517578125","2.720738172531128","2.720738172531128","2.720738172531128"
"6749","0.4014633595943451","0.4014633595943451","0.4014633595943451","1.6472344398498535","1.6472344398498535","1.6472344398498535","0.6199139356613159","0.6199139356613159","0.6199139356613159","7.045816421508789","7.045816421508789","7.045816421508789","0.4676605761051178","0.4676605761051178","0.4676605761051178","3.464663028717041","3.464663028717041","3.464663028717041"
"6779","0.366971880197525","0.366971880197525","0.366971880197525","1.590686321258545","1.590686321258545","1.590686321258545","0.8755913376808167","0.8755913376808167","0.8755913376808167","6.703371524810791","6.703371524810791","6.703371524810791","0.3620559573173523","0.3620559573173523","0.3620559573173523","3.6110353469848633","3.6110353469848633","3.6110353469848633"
"6809","0.3352079689502716","0.3352079689502716","0.3352079689502716","1.425525188446045","1.425525188446045","1.425525188446045","0.8491407632827759","0.8491407632827759","0.8491407632827759","8.092122077941895","8.092122077941895","8.092122077941895","0.3209948241710663","0.3209948241710663","0.3209948241710663","3.015528917312622","3.015528917312622","3.015528917312622"
"6839","0.5010842680931091","0.5010842680931091","0.5010842680931091","2.0356357097625732","2.0356357097625732","2.0356357097625732","0.8476647734642029","0.8476647734642029","0.8476647734642029","7.373343467712402","7.373343467712402","7.373343467712402","1.1189489364624023","1.1189489364624023","1.1189489364624023","3.7972805500030518","3.7972805500030518","3.7972805500030518"
"6869","0.30415624380111694","0.30415624380111694","0.30415624380111694","1.7662988901138306","1.7662988901138306","1.7662988901138306","0.4026036858558655","0.4026036858558655","0.4026036858558655","3.1376476287841797","3.1376476287841797","3.1376476287841797","0.4631919860839844","0.4631919860839844","0.4631919860839844","3.549259662628174","3.549259662628174","3.549259662628174"
"6899","0.41929271817207336","0.41929271817207336","0.41929271817207336","1.8468493223190308","1.8468493223190308","1.8468493223190308","0.6299182176589966","0.6299182176589966","0.6299182176589966","4.8152995109558105","4.8152995109558105","4.8152995109558105","0.8487316966056824","0.8487316966056824","0.8487316966056824","3.54709529876709","3.54709529876709","3.54709529876709"
"6929","0.4801923632621765","0.4801923632621765","0.4801923632621765","1.6304121017456055","1.6304121017456055","1.6304121017456055","0.5484726428985596","0.5484726428985596","0.5484726428985596","4.803501605987549","4.803501605987549","4.803501605987549","0.40465497970581055","0.40465497970581055","0.40465497970581055","3.08915638923645","3.08915638923645","3.08915638923645"
