"Step","layer0_mlp_gpt2_jumprelu - losses/mse_loss","layer0_mlp_gpt2_jumprelu - losses/mse_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/mse_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/mse_loss","layer0_mlp_gpt2_singular_fisher - losses/mse_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/mse_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/mse_loss","layer10_mlp_gpt2_jumprelu - losses/mse_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/mse_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/mse_loss","layer10_mlp_gpt2_singular_fisher - losses/mse_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/mse_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/mse_loss","layer5_mlp_gpt2_jumprelu - losses/mse_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/mse_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/mse_loss","layer5_mlp_gpt2_singular_fisher - losses/mse_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/mse_loss__MAX"
"599","26.25952911376953","26.25952911376953","26.25952911376953","32.141845703125","32.141845703125","32.141845703125","119.66419982910156","119.66419982910156","119.66419982910156","217.08203125","217.08203125","217.08203125","21.209569931030273","21.209569931030273","21.209569931030273","22.230009078979492","22.230009078979492","22.230009078979492"
"629","22.946142196655273","22.946142196655273","22.946142196655273","25.26546859741211","25.26546859741211","25.26546859741211","95.79061126708984","95.79061126708984","95.79061126708984","172.86962890625","172.86962890625","172.86962890625","17.63343048095703","17.63343048095703","17.63343048095703","18.426342010498047","18.426342010498047","18.426342010498047"
"659","22.52853012084961","22.52853012084961","22.52853012084961","24.38973045349121","24.38973045349121","24.38973045349121","93.76113891601562","93.76113891601562","93.76113891601562","169.65362548828125","169.65362548828125","169.65362548828125","16.51961898803711","16.51961898803711","16.51961898803711","16.87836265563965","16.87836265563965","16.87836265563965"
"689","21.78711700439453","21.78711700439453","21.78711700439453","26.80506706237793","26.80506706237793","26.80506706237793","96.51215362548828","96.51215362548828","96.51215362548828","170.29669189453125","170.29669189453125","170.29669189453125","16.245237350463867","16.245237350463867","16.245237350463867","17.77760124206543","17.77760124206543","17.77760124206543"
"719","19.455589294433594","19.455589294433594","19.455589294433594","21.9193058013916","21.9193058013916","21.9193058013916","84.06098175048828","84.06098175048828","84.06098175048828","168.88877868652344","168.88877868652344","168.88877868652344","14.16893196105957","14.16893196105957","14.16893196105957","15.007116317749023","15.007116317749023","15.007116317749023"
"749","15.784174919128418","15.784174919128418","15.784174919128418","17.130008697509766","17.130008697509766","17.130008697509766","87.41841888427734","87.41841888427734","87.41841888427734","159.7015380859375","159.7015380859375","159.7015380859375","14.360748291015625","14.360748291015625","14.360748291015625","15.626540184020996","15.626540184020996","15.626540184020996"
"779","22.518827438354492","22.518827438354492","22.518827438354492","27.280630111694336","27.280630111694336","27.280630111694336","90.97269439697266","90.97269439697266","90.97269439697266","177.07138061523438","177.07138061523438","177.07138061523438","15.25891399383545","15.25891399383545","15.25891399383545","16.208581924438477","16.208581924438477","16.208581924438477"
"809","15.827201843261719","15.827201843261719","15.827201843261719","17.96451759338379","17.96451759338379","17.96451759338379","80.77381896972656","80.77381896972656","80.77381896972656","147.35647583007812","147.35647583007812","147.35647583007812","14.121329307556152","14.121329307556152","14.121329307556152","14.649916648864746","14.649916648864746","14.649916648864746"
"839","18.77235984802246","18.77235984802246","18.77235984802246","23.65705108642578","23.65705108642578","23.65705108642578","74.54235076904297","74.54235076904297","74.54235076904297","147.6871337890625","147.6871337890625","147.6871337890625","11.62417984008789","11.62417984008789","11.62417984008789","13.136962890625","13.136962890625","13.136962890625"
"869","18.192535400390625","18.192535400390625","18.192535400390625","21.79547882080078","21.79547882080078","21.79547882080078","81.94978332519531","81.94978332519531","81.94978332519531","157.0656280517578","157.0656280517578","157.0656280517578","14.119948387145996","14.119948387145996","14.119948387145996","15.286355972290039","15.286355972290039","15.286355972290039"
"899","21.505878448486328","21.505878448486328","21.505878448486328","22.898250579833984","22.898250579833984","22.898250579833984","79.90379333496094","79.90379333496094","79.90379333496094","158.83338928222656","158.83338928222656","158.83338928222656","11.499469757080078","11.499469757080078","11.499469757080078","12.368932723999023","12.368932723999023","12.368932723999023"
"929","12.454648971557617","12.454648971557617","12.454648971557617","14.208815574645996","14.208815574645996","14.208815574645996","61.4954948425293","61.4954948425293","61.4954948425293","118.0418930053711","118.0418930053711","118.0418930053711","11.24948787689209","11.24948787689209","11.24948787689209","11.458075523376465","11.458075523376465","11.458075523376465"
"959","17.770343780517578","17.770343780517578","17.770343780517578","20.66495132446289","20.66495132446289","20.66495132446289","74.59980773925781","74.59980773925781","74.59980773925781","149.29786682128906","149.29786682128906","149.29786682128906","12.029558181762695","12.029558181762695","12.029558181762695","12.85483455657959","12.85483455657959","12.85483455657959"
"989","13.355692863464355","13.355692863464355","13.355692863464355","15.162775993347168","15.162775993347168","15.162775993347168","57.94123840332031","57.94123840332031","57.94123840332031","114.41341400146484","114.41341400146484","114.41341400146484","8.614948272705078","8.614948272705078","8.614948272705078","9.889486312866211","9.889486312866211","9.889486312866211"
"1019","16.79155921936035","16.79155921936035","16.79155921936035","19.66357421875","19.66357421875","19.66357421875","66.05013275146484","66.05013275146484","66.05013275146484","128.47079467773438","128.47079467773438","128.47079467773438","10.342110633850098","10.342110633850098","10.342110633850098","10.93606185913086","10.93606185913086","10.93606185913086"
"1049","9.146028518676758","9.146028518676758","9.146028518676758","10.578499794006348","10.578499794006348","10.578499794006348","50.49275588989258","50.49275588989258","50.49275588989258","109.84423828125","109.84423828125","109.84423828125","6.904751300811768","6.904751300811768","6.904751300811768","7.889779090881348","7.889779090881348","7.889779090881348"
"1079","14.142827033996582","14.142827033996582","14.142827033996582","16.140220642089844","16.140220642089844","16.140220642089844","57.19129943847656","57.19129943847656","57.19129943847656","121.44196319580078","121.44196319580078","121.44196319580078","8.465869903564453","8.465869903564453","8.465869903564453","9.437999725341797","9.437999725341797","9.437999725341797"
"1109","13.316938400268555","13.316938400268555","13.316938400268555","16.0054874420166","16.0054874420166","16.0054874420166","65.19254302978516","65.19254302978516","65.19254302978516","136.15652465820312","136.15652465820312","136.15652465820312","11.444069862365723","11.444069862365723","11.444069862365723","11.832730293273926","11.832730293273926","11.832730293273926"
"1139","8.928662300109863","8.928662300109863","8.928662300109863","10.180007934570312","10.180007934570312","10.180007934570312","47.9745979309082","47.9745979309082","47.9745979309082","102.04146575927734","102.04146575927734","102.04146575927734","6.592274188995361","6.592274188995361","6.592274188995361","7.873744964599609","7.873744964599609","7.873744964599609"
"1169","9.869096755981445","9.869096755981445","9.869096755981445","11.830147743225098","11.830147743225098","11.830147743225098","43.69855499267578","43.69855499267578","43.69855499267578","92.37841796875","92.37841796875","92.37841796875","7.142362117767334","7.142362117767334","7.142362117767334","8.054351806640625","8.054351806640625","8.054351806640625"
"1199","10.783474922180176","10.783474922180176","10.783474922180176","13.018868446350098","13.018868446350098","13.018868446350098","43.64646911621094","43.64646911621094","43.64646911621094","96.85070037841797","96.85070037841797","96.85070037841797","7.157486438751221","7.157486438751221","7.157486438751221","8.107909202575684","8.107909202575684","8.107909202575684"
"1229","11.326478958129883","11.326478958129883","11.326478958129883","14.348212242126465","14.348212242126465","14.348212242126465","45.44648361206055","45.44648361206055","45.44648361206055","104.02448272705078","104.02448272705078","104.02448272705078","6.464436054229736","6.464436054229736","6.464436054229736","7.41314697265625","7.41314697265625","7.41314697265625"
"1259","9.977137565612793","9.977137565612793","9.977137565612793","11.904047966003418","11.904047966003418","11.904047966003418","42.69932174682617","42.69932174682617","42.69932174682617","94.65469360351562","94.65469360351562","94.65469360351562","7.60296630859375","7.60296630859375","7.60296630859375","8.238077163696289","8.238077163696289","8.238077163696289"
"1289","11.563044548034668","11.563044548034668","11.563044548034668","14.276596069335938","14.276596069335938","14.276596069335938","39.23457336425781","39.23457336425781","39.23457336425781","85.5052719116211","85.5052719116211","85.5052719116211","6.062262058258057","6.062262058258057","6.062262058258057","6.783918380737305","6.783918380737305","6.783918380737305"
"1319","9.94782829284668","9.94782829284668","9.94782829284668","12.66754150390625","12.66754150390625","12.66754150390625","40.26020812988281","40.26020812988281","40.26020812988281","91.41038513183594","91.41038513183594","91.41038513183594","5.892719745635986","5.892719745635986","5.892719745635986","6.913105487823486","6.913105487823486","6.913105487823486"
"1349","11.37801742553711","11.37801742553711","11.37801742553711","14.729389190673828","14.729389190673828","14.729389190673828","37.86821365356445","37.86821365356445","37.86821365356445","88.02403259277344","88.02403259277344","88.02403259277344","6.781552791595459","6.781552791595459","6.781552791595459","7.085136413574219","7.085136413574219","7.085136413574219"
"1379","7.291125774383545","7.291125774383545","7.291125774383545","8.620380401611328","8.620380401611328","8.620380401611328","39.411338806152344","39.411338806152344","39.411338806152344","88.6695785522461","88.6695785522461","88.6695785522461","5.326638698577881","5.326638698577881","5.326638698577881","6.138777732849121","6.138777732849121","6.138777732849121"
"1409","9.109273910522461","9.109273910522461","9.109273910522461","11.85271167755127","11.85271167755127","11.85271167755127","41.11697006225586","41.11697006225586","41.11697006225586","96.4145278930664","96.4145278930664","96.4145278930664","7.619640827178955","7.619640827178955","7.619640827178955","6.892740249633789","6.892740249633789","6.892740249633789"
"1439","7.495004653930664","7.495004653930664","7.495004653930664","9.819015502929688","9.819015502929688","9.819015502929688","31.452438354492188","31.452438354492188","31.452438354492188","75.9647216796875","75.9647216796875","75.9647216796875","4.5750508308410645","4.5750508308410645","4.5750508308410645","5.786672115325928","5.786672115325928","5.786672115325928"
"1469","9.80518913269043","9.80518913269043","9.80518913269043","13.219199180603027","13.219199180603027","13.219199180603027","39.40552520751953","39.40552520751953","39.40552520751953","97.63591766357422","97.63591766357422","97.63591766357422","6.3239264488220215","6.3239264488220215","6.3239264488220215","7.11688232421875","7.11688232421875","7.11688232421875"
"1499","9.09518814086914","9.09518814086914","9.09518814086914","12.017984390258789","12.017984390258789","12.017984390258789","32.521541595458984","32.521541595458984","32.521541595458984","79.64280700683594","79.64280700683594","79.64280700683594","4.195574760437012","4.195574760437012","4.195574760437012","5.238181114196777","5.238181114196777","5.238181114196777"
"1529","6.006746292114258","6.006746292114258","6.006746292114258","7.722306728363037","7.722306728363037","7.722306728363037","26.59103012084961","26.59103012084961","26.59103012084961","64.5302734375","64.5302734375","64.5302734375","3.15865421295166","3.15865421295166","3.15865421295166","4.28900671005249","4.28900671005249","4.28900671005249"
"1559","9.411015510559082","9.411015510559082","9.411015510559082","12.801200866699219","12.801200866699219","12.801200866699219","30.262975692749023","30.262975692749023","30.262975692749023","73.38097381591797","73.38097381591797","73.38097381591797","3.8482682704925537","3.8482682704925537","3.8482682704925537","5.262056827545166","5.262056827545166","5.262056827545166"
"1589","7.166409969329834","7.166409969329834","7.166409969329834","10.268582344055176","10.268582344055176","10.268582344055176","29.40252685546875","29.40252685546875","29.40252685546875","71.65135192871094","71.65135192871094","71.65135192871094","4.063350200653076","4.063350200653076","4.063350200653076","5.127607345581055","5.127607345581055","5.127607345581055"
"1619","6.533698558807373","6.533698558807373","6.533698558807373","9.020620346069336","9.020620346069336","9.020620346069336","26.61513328552246","26.61513328552246","26.61513328552246","70.3785400390625","70.3785400390625","70.3785400390625","3.5091326236724854","3.5091326236724854","3.5091326236724854","4.813948154449463","4.813948154449463","4.813948154449463"
"1649","6.997021198272705","6.997021198272705","6.997021198272705","9.652547836303711","9.652547836303711","9.652547836303711","15.281847953796387","15.281847953796387","15.281847953796387","39.140960693359375","39.140960693359375","39.140960693359375","6.206860065460205","6.206860065460205","6.206860065460205","8.632027626037598","8.632027626037598","8.632027626037598"
"1679","8.456551551818848","8.456551551818848","8.456551551818848","12.144119262695312","12.144119262695312","12.144119262695312","13.549352645874023","13.549352645874023","13.549352645874023","35.394203186035156","35.394203186035156","35.394203186035156","7.12633752822876","7.12633752822876","7.12633752822876","10.459321975708008","10.459321975708008","10.459321975708008"
"1709","6.444685935974121","6.444685935974121","6.444685935974121","9.313348770141602","9.313348770141602","9.313348770141602","17.027021408081055","17.027021408081055","17.027021408081055","42.39281463623047","42.39281463623047","42.39281463623047","4.675507545471191","4.675507545471191","4.675507545471191","7.807458400726318","7.807458400726318","7.807458400726318"
"1739","7.17240571975708","7.17240571975708","7.17240571975708","9.871150016784668","9.871150016784668","9.871150016784668","19.635272979736328","19.635272979736328","19.635272979736328","49.709617614746094","49.709617614746094","49.709617614746094","6.523703575134277","6.523703575134277","6.523703575134277","9.331610679626465","9.331610679626465","9.331610679626465"
"1769","5.778044700622559","5.778044700622559","5.778044700622559","8.224874496459961","8.224874496459961","8.224874496459961","12.141331672668457","12.141331672668457","12.141331672668457","31.14234733581543","31.14234733581543","31.14234733581543","5.147972106933594","5.147972106933594","5.147972106933594","8.577672958374023","8.577672958374023","8.577672958374023"
"1799","5.462932586669922","5.462932586669922","5.462932586669922","7.492783069610596","7.492783069610596","7.492783069610596","15.562968254089355","15.562968254089355","15.562968254089355","40.39422607421875","40.39422607421875","40.39422607421875","5.035080432891846","5.035080432891846","5.035080432891846","8.006444931030273","8.006444931030273","8.006444931030273"
"1829","5.31843376159668","5.31843376159668","5.31843376159668","7.461713790893555","7.461713790893555","7.461713790893555","13.540458679199219","13.540458679199219","13.540458679199219","34.27773666381836","34.27773666381836","34.27773666381836","5.364532947540283","5.364532947540283","5.364532947540283","7.853937149047852","7.853937149047852","7.853937149047852"
"1859","5.894492149353027","5.894492149353027","5.894492149353027","8.097357749938965","8.097357749938965","8.097357749938965","15.82933521270752","15.82933521270752","15.82933521270752","40.69144821166992","40.69144821166992","40.69144821166992","4.87338924407959","4.87338924407959","4.87338924407959","7.269139766693115","7.269139766693115","7.269139766693115"
"1889","5.031366348266602","5.031366348266602","5.031366348266602","7.248337268829346","7.248337268829346","7.248337268829346","13.276774406433105","13.276774406433105","13.276774406433105","37.1905517578125","37.1905517578125","37.1905517578125","5.210385799407959","5.210385799407959","5.210385799407959","8.09878921508789","8.09878921508789","8.09878921508789"
"1919","5.50592041015625","5.50592041015625","5.50592041015625","7.827169418334961","7.827169418334961","7.827169418334961","12.379162788391113","12.379162788391113","12.379162788391113","33.15887451171875","33.15887451171875","33.15887451171875","4.184623718261719","4.184623718261719","4.184623718261719","6.650678634643555","6.650678634643555","6.650678634643555"
"1949","3.6216020584106445","3.6216020584106445","3.6216020584106445","5.149645805358887","5.149645805358887","5.149645805358887","11.66427993774414","11.66427993774414","11.66427993774414","33.924827575683594","33.924827575683594","33.924827575683594","3.038706064224243","3.038706064224243","3.038706064224243","5.6700029373168945","5.6700029373168945","5.6700029373168945"
"1979","8.084526062011719","8.084526062011719","8.084526062011719","11.68938159942627","11.68938159942627","11.68938159942627","14.689567565917969","14.689567565917969","14.689567565917969","40.71933364868164","40.71933364868164","40.71933364868164","4.864197254180908","4.864197254180908","4.864197254180908","7.491083145141602","7.491083145141602","7.491083145141602"
"2009","5.128409385681152","5.128409385681152","5.128409385681152","8.415799140930176","8.415799140930176","8.415799140930176","12.081243515014648","12.081243515014648","12.081243515014648","34.09587478637695","34.09587478637695","34.09587478637695","4.948936462402344","4.948936462402344","4.948936462402344","7.617233753204346","7.617233753204346","7.617233753204346"
"2039","5.265439510345459","5.265439510345459","5.265439510345459","7.574009895324707","7.574009895324707","7.574009895324707","10.699807167053223","10.699807167053223","10.699807167053223","33.23172378540039","33.23172378540039","33.23172378540039","4.5011701583862305","4.5011701583862305","4.5011701583862305","7.0673956871032715","7.0673956871032715","7.0673956871032715"
"2069","5.39863395690918","5.39863395690918","5.39863395690918","8.095324516296387","8.095324516296387","8.095324516296387","10.357256889343262","10.357256889343262","10.357256889343262","31.60724449157715","31.60724449157715","31.60724449157715","3.7665791511535645","3.7665791511535645","3.7665791511535645","6.9717698097229","6.9717698097229","6.9717698097229"
"2099","4.010002136230469","4.010002136230469","4.010002136230469","6.14939022064209","6.14939022064209","6.14939022064209","11.136981964111328","11.136981964111328","11.136981964111328","30.885665893554688","30.885665893554688","30.885665893554688","3.6472156047821045","3.6472156047821045","3.6472156047821045","6.558717727661133","6.558717727661133","6.558717727661133"
"2129","3.8518242835998535","3.8518242835998535","3.8518242835998535","6.224476337432861","6.224476337432861","6.224476337432861","11.311437606811523","11.311437606811523","11.311437606811523","31.57108497619629","31.57108497619629","31.57108497619629","2.6009325981140137","2.6009325981140137","2.6009325981140137","5.232354164123535","5.232354164123535","5.232354164123535"
"2159","5.088542461395264","5.088542461395264","5.088542461395264","8.301480293273926","8.301480293273926","8.301480293273926","9.240317344665527","9.240317344665527","9.240317344665527","27.474002838134766","27.474002838134766","27.474002838134766","2.592238664627075","2.592238664627075","2.592238664627075","5.94444465637207","5.94444465637207","5.94444465637207"
"2189","4.087557792663574","4.087557792663574","4.087557792663574","7.294259548187256","7.294259548187256","7.294259548187256","9.275386810302734","9.275386810302734","9.275386810302734","28.549442291259766","28.549442291259766","28.549442291259766","2.7733616828918457","2.7733616828918457","2.7733616828918457","6.09137487411499","6.09137487411499","6.09137487411499"
"2219","4.135962963104248","4.135962963104248","4.135962963104248","6.72442102432251","6.72442102432251","6.72442102432251","8.497909545898438","8.497909545898438","8.497909545898438","24.819665908813477","24.819665908813477","24.819665908813477","3.213160276412964","3.213160276412964","3.213160276412964","6.909476280212402","6.909476280212402","6.909476280212402"
"2249","3.3831660747528076","3.3831660747528076","3.3831660747528076","5.35600471496582","5.35600471496582","5.35600471496582","8.796208381652832","8.796208381652832","8.796208381652832","26.620309829711914","26.620309829711914","26.620309829711914","1.9368237257003784","1.9368237257003784","1.9368237257003784","4.5314531326293945","4.5314531326293945","4.5314531326293945"
"2279","4.239228248596191","4.239228248596191","4.239228248596191","7.408413410186768","7.408413410186768","7.408413410186768","10.022736549377441","10.022736549377441","10.022736549377441","31.72138786315918","31.72138786315918","31.72138786315918","2.8737785816192627","2.8737785816192627","2.8737785816192627","6.175519943237305","6.175519943237305","6.175519943237305"
"2309","3.062878370285034","3.062878370285034","3.062878370285034","5.642637252807617","5.642637252807617","5.642637252807617","8.809358596801758","8.809358596801758","8.809358596801758","27.99241065979004","27.99241065979004","27.99241065979004","2.1219770908355713","2.1219770908355713","2.1219770908355713","5.552667140960693","5.552667140960693","5.552667140960693"
"2339","3.3392839431762695","3.3392839431762695","3.3392839431762695","5.587109088897705","5.587109088897705","5.587109088897705","7.767827987670898","7.767827987670898","7.767827987670898","23.920068740844727","23.920068740844727","23.920068740844727","2.4620440006256104","2.4620440006256104","2.4620440006256104","5.342696189880371","5.342696189880371","5.342696189880371"
"2369","4.168136119842529","4.168136119842529","4.168136119842529","6.993381023406982","6.993381023406982","6.993381023406982","7.9047746658325195","7.9047746658325195","7.9047746658325195","25.730043411254883","25.730043411254883","25.730043411254883","2.599968194961548","2.599968194961548","2.599968194961548","5.587730407714844","5.587730407714844","5.587730407714844"
"2399","4.068135738372803","4.068135738372803","4.068135738372803","9.727039337158203","9.727039337158203","9.727039337158203","7.255827903747559","7.255827903747559","7.255827903747559","22.972074508666992","22.972074508666992","22.972074508666992","2.5863051414489746","2.5863051414489746","2.5863051414489746","4.8892364501953125","4.8892364501953125","4.8892364501953125"
"2429","2.9520821571350098","2.9520821571350098","2.9520821571350098","5.1162919998168945","5.1162919998168945","5.1162919998168945","7.416247844696045","7.416247844696045","7.416247844696045","22.848487854003906","22.848487854003906","22.848487854003906","2.029742956161499","2.029742956161499","2.029742956161499","5.201447486877441","5.201447486877441","5.201447486877441"
"2459","3.6575491428375244","3.6575491428375244","3.6575491428375244","5.946034908294678","5.946034908294678","5.946034908294678","7.039646625518799","7.039646625518799","7.039646625518799","22.892091751098633","22.892091751098633","22.892091751098633","3.3774220943450928","3.3774220943450928","3.3774220943450928","5.049905776977539","5.049905776977539","5.049905776977539"
"2489","2.8889973163604736","2.8889973163604736","2.8889973163604736","5.123225212097168","5.123225212097168","5.123225212097168","8.556059837341309","8.556059837341309","8.556059837341309","28.772045135498047","28.772045135498047","28.772045135498047","2.7375450134277344","2.7375450134277344","2.7375450134277344","6.376532077789307","6.376532077789307","6.376532077789307"
"2519","3.5389115810394287","3.5389115810394287","3.5389115810394287","5.705132961273193","5.705132961273193","5.705132961273193","8.172821044921875","8.172821044921875","8.172821044921875","26.96138572692871","26.96138572692871","26.96138572692871","2.4464259147644043","2.4464259147644043","2.4464259147644043","6.513347148895264","6.513347148895264","6.513347148895264"
"2549","2.6429638862609863","2.6429638862609863","2.6429638862609863","4.652194499969482","4.652194499969482","4.652194499969482","6.795601844787598","6.795601844787598","6.795601844787598","23.680633544921875","23.680633544921875","23.680633544921875","2.0854921340942383","2.0854921340942383","2.0854921340942383","4.977746486663818","4.977746486663818","4.977746486663818"
"2579","3.1382429599761963","3.1382429599761963","3.1382429599761963","5.36431884765625","5.36431884765625","5.36431884765625","6.412598609924316","6.412598609924316","6.412598609924316","22.37822151184082","22.37822151184082","22.37822151184082","4.61280632019043","4.61280632019043","4.61280632019043","8.872572898864746","8.872572898864746","8.872572898864746"
