"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"1529","43.62431716918945","43.62431716918945","43.62431716918945","11.725363731384277","11.725363731384277","11.725363731384277","3.42398738861084","3.42398738861084","3.42398738861084"
"1559","42.28807830810547","42.28807830810547","42.28807830810547","12.29656982421875","12.29656982421875","12.29656982421875","3.3144352436065674","3.3144352436065674","3.3144352436065674"
"1589","45.01047897338867","45.01047897338867","45.01047897338867","12.069816589355469","12.069816589355469","12.069816589355469","3.3075520992279053","3.3075520992279053","3.3075520992279053"
"1619","39.044456481933594","39.044456481933594","39.044456481933594","41.879520416259766","41.879520416259766","41.879520416259766","3.3114078044891357","3.3114078044891357","3.3114078044891357"
"1649","41.23859786987305","41.23859786987305","41.23859786987305","44.922000885009766","44.922000885009766","44.922000885009766","3.2160658836364746","3.2160658836364746","3.2160658836364746"
"1679","40.571617126464844","40.571617126464844","40.571617126464844","11.28921890258789","11.28921890258789","11.28921890258789","3.32662296295166","3.32662296295166","3.32662296295166"
"1709","42.612239837646484","42.612239837646484","42.612239837646484","9.315482139587402","9.315482139587402","9.315482139587402","3.289590358734131","3.289590358734131","3.289590358734131"
"1739","35.61812210083008","35.61812210083008","35.61812210083008","8.528820991516113","8.528820991516113","8.528820991516113","3.36417818069458","3.36417818069458","3.36417818069458"
"1769","36.754981994628906","36.754981994628906","36.754981994628906","10.943276405334473","10.943276405334473","10.943276405334473","3.3227789402008057","3.3227789402008057","3.3227789402008057"
"1799","35.53069305419922","35.53069305419922","35.53069305419922","9.633170127868652","9.633170127868652","9.633170127868652","3.309330940246582","3.309330940246582","3.309330940246582"
"1829","34.80792236328125","34.80792236328125","34.80792236328125","10.453947067260742","10.453947067260742","10.453947067260742","3.2266502380371094","3.2266502380371094","3.2266502380371094"
"1859","33.52194595336914","33.52194595336914","33.52194595336914","10.924277305603027","10.924277305603027","10.924277305603027","3.217783212661743","3.217783212661743","3.217783212661743"
"1889","35.6201171875","35.6201171875","35.6201171875","7.590432643890381","7.590432643890381","7.590432643890381","3.2160885334014893","3.2160885334014893","3.2160885334014893"
"1919","34.995330810546875","34.995330810546875","34.995330810546875","41.28262710571289","41.28262710571289","41.28262710571289","3.062824249267578","3.062824249267578","3.062824249267578"
"1949","33.05311965942383","33.05311965942383","33.05311965942383","9.869335174560547","9.869335174560547","9.869335174560547","3.0439164638519287","3.0439164638519287","3.0439164638519287"
"1979","35.164363861083984","35.164363861083984","35.164363861083984","9.421686172485352","9.421686172485352","9.421686172485352","3.1892645359039307","3.1892645359039307","3.1892645359039307"
"2009","33.838356018066406","33.838356018066406","33.838356018066406","9.043292999267578","9.043292999267578","9.043292999267578","3.1322407722473145","3.1322407722473145","3.1322407722473145"
"2039","33.28767013549805","33.28767013549805","33.28767013549805","8.853094100952148","8.853094100952148","8.853094100952148","3.0136139392852783","3.0136139392852783","3.0136139392852783"
"2069","30.557313919067383","30.557313919067383","30.557313919067383","9.69438362121582","9.69438362121582","9.69438362121582","3.0702571868896484","3.0702571868896484","3.0702571868896484"
"2099","30.13870620727539","30.13870620727539","30.13870620727539","10.649284362792969","10.649284362792969","10.649284362792969","3.2593743801116943","3.2593743801116943","3.2593743801116943"
"2129","30.714784622192383","30.714784622192383","30.714784622192383","8.052922248840332","8.052922248840332","8.052922248840332","2.97267746925354","2.97267746925354","2.97267746925354"
"2159","34.53018569946289","34.53018569946289","34.53018569946289","7.46860408782959","7.46860408782959","7.46860408782959","2.8831169605255127","2.8831169605255127","2.8831169605255127"
"2189","30.881771087646484","30.881771087646484","30.881771087646484","7.81238317489624","7.81238317489624","7.81238317489624","2.9959137439727783","2.9959137439727783","2.9959137439727783"
"2219","30.28509521484375","30.28509521484375","30.28509521484375","9.01926040649414","9.01926040649414","9.01926040649414","2.9793710708618164","2.9793710708618164","2.9793710708618164"
"2249","31.481359481811523","31.481359481811523","31.481359481811523","8.947819709777832","8.947819709777832","8.947819709777832","2.9095470905303955","2.9095470905303955","2.9095470905303955"
"2279","235.95497131347656","235.95497131347656","235.95497131347656","107.93559265136719","107.93559265136719","107.93559265136719","47.42463684082031","47.42463684082031","47.42463684082031"
"2309","30.10223388671875","30.10223388671875","30.10223388671875","7.0472259521484375","7.0472259521484375","7.0472259521484375","3.019214391708374","3.019214391708374","3.019214391708374"
"2339","33.26544952392578","33.26544952392578","33.26544952392578","39.67701721191406","39.67701721191406","39.67701721191406","3.1376845836639404","3.1376845836639404","3.1376845836639404"
"2369","33.215057373046875","33.215057373046875","33.215057373046875","42.14165115356445","42.14165115356445","42.14165115356445","2.9979088306427","2.9979088306427","2.9979088306427"
"2399","29.848894119262695","29.848894119262695","29.848894119262695","38.62822723388672","38.62822723388672","38.62822723388672","2.948620319366455","2.948620319366455","2.948620319366455"
"2429","26.724943161010742","26.724943161010742","26.724943161010742","7.760880947113037","7.760880947113037","7.760880947113037","3.075568199157715","3.075568199157715","3.075568199157715"
"2459","26.87654685974121","26.87654685974121","26.87654685974121","7.057910442352295","7.057910442352295","7.057910442352295","2.831134796142578","2.831134796142578","2.831134796142578"
"2489","29.735130310058594","29.735130310058594","29.735130310058594","8.45212459564209","8.45212459564209","8.45212459564209","3.071615219116211","3.071615219116211","3.071615219116211"
"2519","26.920854568481445","26.920854568481445","26.920854568481445","7.667508602142334","7.667508602142334","7.667508602142334","2.95458984375","2.95458984375","2.95458984375"
"2549","29.068859100341797","29.068859100341797","29.068859100341797","7.684742450714111","7.684742450714111","7.684742450714111","3.0772061347961426","3.0772061347961426","3.0772061347961426"
"2579","30.412452697753906","30.412452697753906","30.412452697753906","37.29289245605469","37.29289245605469","37.29289245605469","2.887603282928467","2.887603282928467","2.887603282928467"
"2609","25.05598258972168","25.05598258972168","25.05598258972168","7.29077672958374","7.29077672958374","7.29077672958374","2.9415063858032227","2.9415063858032227","2.9415063858032227"
"2639","21.19978904724121","21.19978904724121","21.19978904724121","4.981080055236816","4.981080055236816","4.981080055236816","2.9217214584350586","2.9217214584350586","2.9217214584350586"
"2669","23.751527786254883","23.751527786254883","23.751527786254883","7.0443902015686035","7.0443902015686035","7.0443902015686035","2.945416212081909","2.945416212081909","2.945416212081909"
"2699","26.839296340942383","26.839296340942383","26.839296340942383","6.594887733459473","6.594887733459473","6.594887733459473","2.7508041858673096","2.7508041858673096","2.7508041858673096"
"2729","24.7181339263916","24.7181339263916","24.7181339263916","7.577132225036621","7.577132225036621","7.577132225036621","2.7894649505615234","2.7894649505615234","2.7894649505615234"
"2759","19.79568099975586","19.79568099975586","19.79568099975586","4.937561511993408","4.937561511993408","4.937561511993408","2.900588274002075","2.900588274002075","2.900588274002075"
"2789","21.890010833740234","21.890010833740234","21.890010833740234","4.595306873321533","4.595306873321533","4.595306873321533","3.0241615772247314","3.0241615772247314","3.0241615772247314"
"2819","23.61052131652832","23.61052131652832","23.61052131652832","6.289594650268555","6.289594650268555","6.289594650268555","2.7933242321014404","2.7933242321014404","2.7933242321014404"
"2849","23.66087532043457","23.66087532043457","23.66087532043457","6.94287109375","6.94287109375","6.94287109375","2.8481805324554443","2.8481805324554443","2.8481805324554443"
"2879","26.3935489654541","26.3935489654541","26.3935489654541","35.781253814697266","35.781253814697266","35.781253814697266","2.8378727436065674","2.8378727436065674","2.8378727436065674"
"2909","20.287765502929688","20.287765502929688","20.287765502929688","5.24476432800293","5.24476432800293","5.24476432800293","2.8921029567718506","2.8921029567718506","2.8921029567718506"
"2939","11.159602165222168","11.159602165222168","11.159602165222168","3.668126344680786","3.668126344680786","3.668126344680786","2.7950854301452637","2.7950854301452637","2.7950854301452637"
"2969","28.057395935058594","28.057395935058594","28.057395935058594","35.27947235107422","35.27947235107422","35.27947235107422","2.70318603515625","2.70318603515625","2.70318603515625"
"2999","14.115405082702637","14.115405082702637","14.115405082702637","3.866981029510498","3.866981029510498","3.866981029510498","2.7570250034332275","2.7570250034332275","2.7570250034332275"
"3029","29.08131217956543","29.08131217956543","29.08131217956543","37.52153015136719","37.52153015136719","37.52153015136719","2.665088653564453","2.665088653564453","2.665088653564453"
"3059","21.169572830200195","21.169572830200195","21.169572830200195","5.2830400466918945","5.2830400466918945","5.2830400466918945","2.6381077766418457","2.6381077766418457","2.6381077766418457"
"3089","16.088964462280273","16.088964462280273","16.088964462280273","3.561774730682373","3.561774730682373","3.561774730682373","2.7858612537384033","2.7858612537384033","2.7858612537384033"
"3119","17.665273666381836","17.665273666381836","17.665273666381836","4.1120805740356445","4.1120805740356445","4.1120805740356445","2.6124300956726074","2.6124300956726074","2.6124300956726074"
"3149","15.09101390838623","15.09101390838623","15.09101390838623","3.990025520324707","3.990025520324707","3.990025520324707","2.7737908363342285","2.7737908363342285","2.7737908363342285"
"3179","16.96361541748047","16.96361541748047","16.96361541748047","5.225319862365723","5.225319862365723","5.225319862365723","2.7945845127105713","2.7945845127105713","2.7945845127105713"
"3209","21.24134635925293","21.24134635925293","21.24134635925293","5.833662986755371","5.833662986755371","5.833662986755371","2.8375794887542725","2.8375794887542725","2.8375794887542725"
"3239","17.133974075317383","17.133974075317383","17.133974075317383","4.207544326782227","4.207544326782227","4.207544326782227","2.7086894512176514","2.7086894512176514","2.7086894512176514"
"3269","18.929931640625","18.929931640625","18.929931640625","4.8650336265563965","4.8650336265563965","4.8650336265563965","2.665613889694214","2.665613889694214","2.665613889694214"
"3299","19.829193115234375","19.829193115234375","19.829193115234375","5.436165809631348","5.436165809631348","5.436165809631348","2.6754651069641113","2.6754651069641113","2.6754651069641113"
"3329","21.12318229675293","21.12318229675293","21.12318229675293","6.528334617614746","6.528334617614746","6.528334617614746","2.766735553741455","2.766735553741455","2.766735553741455"
"3359","17.751068115234375","17.751068115234375","17.751068115234375","5.074007034301758","5.074007034301758","5.074007034301758","2.6912682056427","2.6912682056427","2.6912682056427"
"3389","10.295061111450195","10.295061111450195","10.295061111450195","2.9596667289733887","2.9596667289733887","2.9596667289733887","2.6384994983673096","2.6384994983673096","2.6384994983673096"
"3419","16.63286018371582","16.63286018371582","16.63286018371582","3.9973864555358887","3.9973864555358887","3.9973864555358887","2.55269455909729","2.55269455909729","2.55269455909729"
"3449","17.160505294799805","17.160505294799805","17.160505294799805","4.476813316345215","4.476813316345215","4.476813316345215","2.586855173110962","2.586855173110962","2.586855173110962"
"3479","16.837711334228516","16.837711334228516","16.837711334228516","4.036562919616699","4.036562919616699","4.036562919616699","2.5770039558410645","2.5770039558410645","2.5770039558410645"
"3509","22.006567001342773","22.006567001342773","22.006567001342773","32.03719711303711","32.03719711303711","32.03719711303711","2.6878347396850586","2.6878347396850586","2.6878347396850586"
"3539","19.724933624267578","19.724933624267578","19.724933624267578","6.225630760192871","6.225630760192871","6.225630760192871","2.5587685108184814","2.5587685108184814","2.5587685108184814"
"3569","15.888891220092773","15.888891220092773","15.888891220092773","4.157236099243164","4.157236099243164","4.157236099243164","2.503920316696167","2.503920316696167","2.503920316696167"
"3599","14.110971450805664","14.110971450805664","14.110971450805664","3.8532564640045166","3.8532564640045166","3.8532564640045166","2.6737616062164307","2.6737616062164307","2.6737616062164307"
"3629","10.879959106445312","10.879959106445312","10.879959106445312","3.3555290699005127","3.3555290699005127","3.3555290699005127","2.7666525840759277","2.7666525840759277","2.7666525840759277"
"3659","19.83534812927246","19.83534812927246","19.83534812927246","31.30029296875","31.30029296875","31.30029296875","2.5299882888793945","2.5299882888793945","2.5299882888793945"
"3689","2.897030830383301","2.897030830383301","2.897030830383301","2.5776689052581787","2.5776689052581787","2.5776689052581787","2.6330034732818604","2.6330034732818604","2.6330034732818604"
"3719","14.09864330291748","14.09864330291748","14.09864330291748","4.635964393615723","4.635964393615723","4.635964393615723","2.5727953910827637","2.5727953910827637","2.5727953910827637"
"3749","2.7918310165405273","2.7918310165405273","2.7918310165405273","2.5462377071380615","2.5462377071380615","2.5462377071380615","2.5662989616394043","2.5662989616394043","2.5662989616394043"
"3779","11.422114372253418","11.422114372253418","11.422114372253418","3.707021951675415","3.707021951675415","3.707021951675415","2.5230369567871094","2.5230369567871094","2.5230369567871094"
"3809","13.19606876373291","13.19606876373291","13.19606876373291","3.094916820526123","3.094916820526123","3.094916820526123","2.434047222137451","2.434047222137451","2.434047222137451"
"3839","14.796340942382812","14.796340942382812","14.796340942382812","3.4374241828918457","3.4374241828918457","3.4374241828918457","2.685267686843872","2.685267686843872","2.685267686843872"
"3869","20.413677215576172","20.413677215576172","20.413677215576172","30.130634307861328","30.130634307861328","30.130634307861328","2.479124069213867","2.479124069213867","2.479124069213867"
"3899","16.497970581054688","16.497970581054688","16.497970581054688","5.096006870269775","5.096006870269775","5.096006870269775","2.537142515182495","2.537142515182495","2.537142515182495"
"3929","9.870840072631836","9.870840072631836","9.870840072631836","2.916534900665283","2.916534900665283","2.916534900665283","2.554584503173828","2.554584503173828","2.554584503173828"
"3959","10.244729042053223","10.244729042053223","10.244729042053223","3.1769466400146484","3.1769466400146484","3.1769466400146484","2.4794130325317383","2.4794130325317383","2.4794130325317383"
"3989","10.30733585357666","10.30733585357666","10.30733585357666","3.6724345684051514","3.6724345684051514","3.6724345684051514","2.627246618270874","2.627246618270874","2.627246618270874"
"4019","15.571212768554688","15.571212768554688","15.571212768554688","29.495901107788086","29.495901107788086","29.495901107788086","2.3843352794647217","2.3843352794647217","2.3843352794647217"
"4049","9.351709365844727","9.351709365844727","9.351709365844727","2.9147844314575195","2.9147844314575195","2.9147844314575195","2.498368978500366","2.498368978500366","2.498368978500366"
"4079","16.394023895263672","16.394023895263672","16.394023895263672","5.06437349319458","5.06437349319458","5.06437349319458","2.4902825355529785","2.4902825355529785","2.4902825355529785"
"4109","11.497162818908691","11.497162818908691","11.497162818908691","3.6440577507019043","3.6440577507019043","3.6440577507019043","2.5301027297973633","2.5301027297973633","2.5301027297973633"
"4139","15.7618989944458","15.7618989944458","15.7618989944458","4.8948283195495605","4.8948283195495605","4.8948283195495605","2.49733567237854","2.49733567237854","2.49733567237854"
"4169","14.878925323486328","14.878925323486328","14.878925323486328","4.153737545013428","4.153737545013428","4.153737545013428","2.4715187549591064","2.4715187549591064","2.4715187549591064"
"4199","6.277578830718994","6.277578830718994","6.277578830718994","2.830713987350464","2.830713987350464","2.830713987350464","2.4961276054382324","2.4961276054382324","2.4961276054382324"
"4229","18.906904220581055","18.906904220581055","18.906904220581055","5.5751848220825195","5.5751848220825195","5.5751848220825195","2.496427059173584","2.496427059173584","2.496427059173584"
"4259","2.669661283493042","2.669661283493042","2.669661283493042","2.5851244926452637","2.5851244926452637","2.5851244926452637","2.5021867752075195","2.5021867752075195","2.5021867752075195"
"4289","2.5649266242980957","2.5649266242980957","2.5649266242980957","2.434570550918579","2.434570550918579","2.434570550918579","2.4687557220458984","2.4687557220458984","2.4687557220458984"
"4319","2.6053624153137207","2.6053624153137207","2.6053624153137207","2.463456630706787","2.463456630706787","2.463456630706787","2.376146078109741","2.376146078109741","2.376146078109741"
"4349","2.764620065689087","2.764620065689087","2.764620065689087","2.5993363857269287","2.5993363857269287","2.5993363857269287","2.4741837978363037","2.4741837978363037","2.4741837978363037"
"4379","13.768101692199707","13.768101692199707","13.768101692199707","28.225099563598633","28.225099563598633","28.225099563598633","2.4640464782714844","2.4640464782714844","2.4640464782714844"
"4409","2.630826473236084","2.630826473236084","2.630826473236084","2.5495219230651855","2.5495219230651855","2.5495219230651855","2.5099518299102783","2.5099518299102783","2.5099518299102783"
"4439","8.017773628234863","8.017773628234863","8.017773628234863","2.699537992477417","2.699537992477417","2.699537992477417","2.377910614013672","2.377910614013672","2.377910614013672"
"4469","2.391082763671875","2.391082763671875","2.391082763671875","2.1976284980773926","2.1976284980773926","2.1976284980773926","2.250023126602173","2.250023126602173","2.250023126602173"
"4499","13.984783172607422","13.984783172607422","13.984783172607422","27.8820743560791","27.8820743560791","27.8820743560791","2.4864721298217773","2.4864721298217773","2.4864721298217773"
"4529","10.745258331298828","10.745258331298828","10.745258331298828","4.300232887268066","4.300232887268066","4.300232887268066","2.399883270263672","2.399883270263672","2.399883270263672"
"4559","13.843049049377441","13.843049049377441","13.843049049377441","3.70609188079834","3.70609188079834","3.70609188079834","2.2489776611328125","2.2489776611328125","2.2489776611328125"
"4589","2.432884454727173","2.432884454727173","2.432884454727173","2.377307891845703","2.377307891845703","2.377307891845703","2.3801980018615723","2.3801980018615723","2.3801980018615723"
"4619","2.4610817432403564","2.4610817432403564","2.4610817432403564","2.3188400268554688","2.3188400268554688","2.3188400268554688","2.2422478199005127","2.2422478199005127","2.2422478199005127"
"4649","9.261448860168457","9.261448860168457","9.261448860168457","27.22014617919922","27.22014617919922","27.22014617919922","2.3203489780426025","2.3203489780426025","2.3203489780426025"
"4679","8.671364784240723","8.671364784240723","8.671364784240723","3.1082820892333984","3.1082820892333984","3.1082820892333984","2.334073781967163","2.334073781967163","2.334073781967163"
"4709","12.548897743225098","12.548897743225098","12.548897743225098","4.110256195068359","4.110256195068359","4.110256195068359","2.2487471103668213","2.2487471103668213","2.2487471103668213"
"4739","11.918134689331055","11.918134689331055","11.918134689331055","4.706469535827637","4.706469535827637","4.706469535827637","2.3706109523773193","2.3706109523773193","2.3706109523773193"
"4769","12.525910377502441","12.525910377502441","12.525910377502441","3.5004217624664307","3.5004217624664307","3.5004217624664307","2.388758420944214","2.388758420944214","2.388758420944214"
"4799","6.407756328582764","6.407756328582764","6.407756328582764","2.553208351135254","2.553208351135254","2.553208351135254","2.1540117263793945","2.1540117263793945","2.1540117263793945"
"4829","10.161391258239746","10.161391258239746","10.161391258239746","2.832038402557373","2.832038402557373","2.832038402557373","2.3327624797821045","2.3327624797821045","2.3327624797821045"
"4859","2.449404716491699","2.449404716491699","2.449404716491699","2.365818977355957","2.365818977355957","2.365818977355957","2.3066365718841553","2.3066365718841553","2.3066365718841553"
"4889","2.2805280685424805","2.2805280685424805","2.2805280685424805","2.2940428256988525","2.2940428256988525","2.2940428256988525","2.280315399169922","2.280315399169922","2.280315399169922"
"4919","11.259889602661133","11.259889602661133","11.259889602661133","26.18985939025879","26.18985939025879","26.18985939025879","2.3409335613250732","2.3409335613250732","2.3409335613250732"
"4949","2.413006067276001","2.413006067276001","2.413006067276001","2.3755884170532227","2.3755884170532227","2.3755884170532227","2.2805016040802","2.2805016040802","2.2805016040802"
