"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"4979","2.332165002822876","2.332165002822876","2.332165002822876","2.3397388458251953","2.3397388458251953","2.3397388458251953","2.282874345779419","2.282874345779419","2.282874345779419"
"5009","2.35174822807312","2.35174822807312","2.35174822807312","2.312530517578125","2.312530517578125","2.312530517578125","2.2418572902679443","2.2418572902679443","2.2418572902679443"
"5039","2.3712871074676514","2.3712871074676514","2.3712871074676514","2.263052225112915","2.263052225112915","2.263052225112915","2.167515754699707","2.167515754699707","2.167515754699707"
"5069","2.275010108947754","2.275010108947754","2.275010108947754","2.2356207370758057","2.2356207370758057","2.2356207370758057","2.1311123371124268","2.1311123371124268","2.1311123371124268"
"5099","2.3306422233581543","2.3306422233581543","2.3306422233581543","2.2958786487579346","2.2958786487579346","2.2958786487579346","2.1839723587036133","2.1839723587036133","2.1839723587036133"
"5129","2.356966495513916","2.356966495513916","2.356966495513916","2.377227306365967","2.377227306365967","2.377227306365967","2.324568033218384","2.324568033218384","2.324568033218384"
"5159","8.285086631774902","8.285086631774902","8.285086631774902","3.1357243061065674","3.1357243061065674","3.1357243061065674","2.2574074268341064","2.2574074268341064","2.2574074268341064"
"5189","2.338127374649048","2.338127374649048","2.338127374649048","2.331817388534546","2.331817388534546","2.331817388534546","2.234882116317749","2.234882116317749","2.234882116317749"
"5219","7.169100284576416","7.169100284576416","7.169100284576416","24.704538345336914","24.704538345336914","24.704538345336914","2.2771620750427246","2.2771620750427246","2.2771620750427246"
"5249","2.3647148609161377","2.3647148609161377","2.3647148609161377","2.316807270050049","2.316807270050049","2.316807270050049","2.178988218307495","2.178988218307495","2.178988218307495"
"5279","7.1130900382995605","7.1130900382995605","7.1130900382995605","24.501996994018555","24.501996994018555","24.501996994018555","2.151918649673462","2.151918649673462","2.151918649673462"
"5309","6.910051345825195","6.910051345825195","6.910051345825195","24.2922306060791","24.2922306060791","24.2922306060791","2.1303634643554688","2.1303634643554688","2.1303634643554688"
"5339","6.978134632110596","6.978134632110596","6.978134632110596","24.384634017944336","24.384634017944336","24.384634017944336","2.1869521141052246","2.1869521141052246","2.1869521141052246"
"5369","8.530517578125","8.530517578125","8.530517578125","3.463517427444458","3.463517427444458","3.463517427444458","2.1132028102874756","2.1132028102874756","2.1132028102874756"
"5399","2.234443426132202","2.234443426132202","2.234443426132202","2.2263426780700684","2.2263426780700684","2.2263426780700684","2.1269073486328125","2.1269073486328125","2.1269073486328125"
"5429","2.1406819820404053","2.1406819820404053","2.1406819820404053","2.137561082839966","2.137561082839966","2.137561082839966","2.097745656967163","2.097745656967163","2.097745656967163"
"5459","6.524114608764648","6.524114608764648","6.524114608764648","23.544023513793945","23.544023513793945","23.544023513793945","2.0664966106414795","2.0664966106414795","2.0664966106414795"
"5489","2.4031970500946045","2.4031970500946045","2.4031970500946045","2.524942636489868","2.524942636489868","2.524942636489868","2.4174890518188477","2.4174890518188477","2.4174890518188477"
"5519","2.2211852073669434","2.2211852073669434","2.2211852073669434","2.2911386489868164","2.2911386489868164","2.2911386489868164","2.1665284633636475","2.1665284633636475","2.1665284633636475"
"5549","2.1815996170043945","2.1815996170043945","2.1815996170043945","2.16638445854187","2.16638445854187","2.16638445854187","2.1391351222991943","2.1391351222991943","2.1391351222991943"
"5579","10.977961540222168","10.977961540222168","10.977961540222168","3.5358309745788574","3.5358309745788574","3.5358309745788574","2.195331335067749","2.195331335067749","2.195331335067749"
"5609","6.274202823638916","6.274202823638916","6.274202823638916","23.113847732543945","23.113847732543945","23.113847732543945","2.0658316612243652","2.0658316612243652","2.0658316612243652"
"5639","2.299649715423584","2.299649715423584","2.299649715423584","2.3372738361358643","2.3372738361358643","2.3372738361358643","2.2892608642578125","2.2892608642578125","2.2892608642578125"
"5669","2.1566483974456787","2.1566483974456787","2.1566483974456787","2.1764328479766846","2.1764328479766846","2.1764328479766846","2.0924508571624756","2.0924508571624756","2.0924508571624756"
"5699","12.185547828674316","12.185547828674316","12.185547828674316","3.886394500732422","3.886394500732422","3.886394500732422","2.2062718868255615","2.2062718868255615","2.2062718868255615"
"5729","2.183638572692871","2.183638572692871","2.183638572692871","2.2830727100372314","2.2830727100372314","2.2830727100372314","2.152599811553955","2.152599811553955","2.152599811553955"
"5759","2.122920513153076","2.122920513153076","2.122920513153076","2.2450673580169678","2.2450673580169678","2.2450673580169678","2.158763885498047","2.158763885498047","2.158763885498047"
"5789","2.1643006801605225","2.1643006801605225","2.1643006801605225","2.2242136001586914","2.2242136001586914","2.2242136001586914","2.0449318885803223","2.0449318885803223","2.0449318885803223"
"5819","2.268387794494629","2.268387794494629","2.268387794494629","2.3861632347106934","2.3861632347106934","2.3861632347106934","2.13061785697937","2.13061785697937","2.13061785697937"
"5849","2.107135534286499","2.107135534286499","2.107135534286499","2.1829686164855957","2.1829686164855957","2.1829686164855957","2.0825719833374023","2.0825719833374023","2.0825719833374023"
"5879","2.2372424602508545","2.2372424602508545","2.2372424602508545","2.391098737716675","2.391098737716675","2.391098737716675","2.2297558784484863","2.2297558784484863","2.2297558784484863"
"5909","2.165114641189575","2.165114641189575","2.165114641189575","2.231034755706787","2.231034755706787","2.231034755706787","2.0303878784179688","2.0303878784179688","2.0303878784179688"
"5939","13.734963417053223","13.734963417053223","13.734963417053223","3.86247181892395","3.86247181892395","3.86247181892395","2.1049325466156006","2.1049325466156006","2.1049325466156006"
"5969","2.130995750427246","2.130995750427246","2.130995750427246","2.2286436557769775","2.2286436557769775","2.2286436557769775","2.0459680557250977","2.0459680557250977","2.0459680557250977"
"5999","2.237985610961914","2.237985610961914","2.237985610961914","2.2775869369506836","2.2775869369506836","2.2775869369506836","2.04337477684021","2.04337477684021","2.04337477684021"
"6029","2.124575138092041","2.124575138092041","2.124575138092041","2.1729886531829834","2.1729886531829834","2.1729886531829834","1.9787838459014893","1.9787838459014893","1.9787838459014893"
"6059","10.645360946655273","10.645360946655273","10.645360946655273","4.382922172546387","4.382922172546387","4.382922172546387","2.073178768157959","2.073178768157959","2.073178768157959"
"6089","2.090273857116699","2.090273857116699","2.090273857116699","2.1621320247650146","2.1621320247650146","2.1621320247650146","1.9932409524917603","1.9932409524917603","1.9932409524917603"
"6119","5.582860469818115","5.582860469818115","5.582860469818115","22.140296936035156","22.140296936035156","22.140296936035156","2.1017138957977295","2.1017138957977295","2.1017138957977295"
"6149","2.3531076908111572","2.3531076908111572","2.3531076908111572","2.4177825450897217","2.4177825450897217","2.4177825450897217","2.153503894805908","2.153503894805908","2.153503894805908"
"6179","2.1815176010131836","2.1815176010131836","2.1815176010131836","2.3401100635528564","2.3401100635528564","2.3401100635528564","2.0707414150238037","2.0707414150238037","2.0707414150238037"
"6209","10.788392066955566","10.788392066955566","10.788392066955566","2.7538630962371826","2.7538630962371826","2.7538630962371826","1.9772478342056274","1.9772478342056274","1.9772478342056274"
"6239","2.114072561264038","2.114072561264038","2.114072561264038","2.1933071613311768","2.1933071613311768","2.1933071613311768","2.012357473373413","2.012357473373413","2.012357473373413"
"6269","2.131474256515503","2.131474256515503","2.131474256515503","2.239278793334961","2.239278793334961","2.239278793334961","2.072028398513794","2.072028398513794","2.072028398513794"
"6299","2.114560842514038","2.114560842514038","2.114560842514038","2.2018871307373047","2.2018871307373047","2.2018871307373047","1.9973081350326538","1.9973081350326538","1.9973081350326538"
"6329","13.117990493774414","13.117990493774414","13.117990493774414","4.321929931640625","4.321929931640625","4.321929931640625","2.0214364528656006","2.0214364528656006","2.0214364528656006"
"6359","5.363598346710205","5.363598346710205","5.363598346710205","21.451122283935547","21.451122283935547","21.451122283935547","1.960634469985962","1.960634469985962","1.960634469985962"
"6389","2.1577816009521484","2.1577816009521484","2.1577816009521484","2.3180556297302246","2.3180556297302246","2.3180556297302246","2.1027884483337402","2.1027884483337402","2.1027884483337402"
"6419","2.1165003776550293","2.1165003776550293","2.1165003776550293","2.2879538536071777","2.2879538536071777","2.2879538536071777","2.026763677597046","2.026763677597046","2.026763677597046"
"6449","2.2112348079681396","2.2112348079681396","2.2112348079681396","2.3167331218719482","2.3167331218719482","2.3167331218719482","2.0851755142211914","2.0851755142211914","2.0851755142211914"
"6479","2.0731160640716553","2.0731160640716553","2.0731160640716553","2.1805238723754883","2.1805238723754883","2.1805238723754883","1.9577233791351318","1.9577233791351318","1.9577233791351318"
"6509","14.493578910827637","14.493578910827637","14.493578910827637","2.9406213760375977","2.9406213760375977","2.9406213760375977","1.9639850854873657","1.9639850854873657","1.9639850854873657"
"6539","2.0872273445129395","2.0872273445129395","2.0872273445129395","2.1594231128692627","2.1594231128692627","2.1594231128692627","1.9811196327209473","1.9811196327209473","1.9811196327209473"
"6569","2.0577242374420166","2.0577242374420166","2.0577242374420166","2.1908681392669678","2.1908681392669678","2.1908681392669678","2.00570011138916","2.00570011138916","2.00570011138916"
"6599","2.1392412185668945","2.1392412185668945","2.1392412185668945","2.2142446041107178","2.2142446041107178","2.2142446041107178","1.9460372924804688","1.9460372924804688","1.9460372924804688"
"6629","2.1083226203918457","2.1083226203918457","2.1083226203918457","2.2105305194854736","2.2105305194854736","2.2105305194854736","1.9266222715377808","1.9266222715377808","1.9266222715377808"
"6659","15.394401550292969","15.394401550292969","15.394401550292969","3.029661178588867","3.029661178588867","3.029661178588867","1.9325158596038818","1.9325158596038818","1.9325158596038818"
"6689","2.066770076751709","2.066770076751709","2.066770076751709","2.1264684200286865","2.1264684200286865","2.1264684200286865","1.8719959259033203","1.8719959259033203","1.8719959259033203"
"6719","2.0442607402801514","2.0442607402801514","2.0442607402801514","2.179311990737915","2.179311990737915","2.179311990737915","1.9819488525390625","1.9819488525390625","1.9819488525390625"
"6749","20.27437973022461","20.27437973022461","20.27437973022461","3.322838068008423","3.322838068008423","3.322838068008423","2.032432794570923","2.032432794570923","2.032432794570923"
"6779","8.751928329467773","8.751928329467773","8.751928329467773","3.5413687229156494","3.5413687229156494","3.5413687229156494","1.9335360527038574","1.9335360527038574","1.9335360527038574"
"6809","2.050584077835083","2.050584077835083","2.050584077835083","2.2014241218566895","2.2014241218566895","2.2014241218566895","1.983408808708191","1.983408808708191","1.983408808708191"
"6839","12.523178100585938","12.523178100585938","12.523178100585938","3.3195178508758545","3.3195178508758545","3.3195178508758545","1.903389573097229","1.903389573097229","1.903389573097229"
"6869","2.0115790367126465","2.0115790367126465","2.0115790367126465","2.1807327270507812","2.1807327270507812","2.1807327270507812","1.9046365022659302","1.9046365022659302","1.9046365022659302"
"6899","5.40238094329834","5.40238094329834","5.40238094329834","22.27056884765625","22.27056884765625","22.27056884765625","1.9333981275558472","1.9333981275558472","1.9333981275558472"
"6929","1.9765145778656006","1.9765145778656006","1.9765145778656006","2.137866735458374","2.137866735458374","2.137866735458374","1.8930110931396484","1.8930110931396484","1.8930110931396484"
"6959","2.0756328105926514","2.0756328105926514","2.0756328105926514","2.2288997173309326","2.2288997173309326","2.2288997173309326","1.9566720724105835","1.9566720724105835","1.9566720724105835"
"6989","2.042188882827759","2.042188882827759","2.042188882827759","2.144740581512451","2.144740581512451","2.144740581512451","1.864278793334961","1.864278793334961","1.864278793334961"
"7019","2.047229766845703","2.047229766845703","2.047229766845703","2.15248703956604","2.15248703956604","2.15248703956604","1.8813111782073975","1.8813111782073975","1.8813111782073975"
"7049","10.986862182617188","10.986862182617188","10.986862182617188","3.44338059425354","3.44338059425354","3.44338059425354","1.9989080429077148","1.9989080429077148","1.9989080429077148"
"7079","1.9751601219177246","1.9751601219177246","1.9751601219177246","2.0696892738342285","2.0696892738342285","2.0696892738342285","1.8011595010757446","1.8011595010757446","1.8011595010757446"
"7109","2.057293653488159","2.057293653488159","2.057293653488159","2.119218587875366","2.119218587875366","2.119218587875366","1.8304023742675781","1.8304023742675781","1.8304023742675781"
"7139","2.1097939014434814","2.1097939014434814","2.1097939014434814","2.210627794265747","2.210627794265747","2.210627794265747","1.863802433013916","1.863802433013916","1.863802433013916"
"7169","2.0625662803649902","2.0625662803649902","2.0625662803649902","2.2217319011688232","2.2217319011688232","2.2217319011688232","1.8987640142440796","1.8987640142440796","1.8987640142440796"
"7199","2.0238053798675537","2.0238053798675537","2.0238053798675537","2.246128559112549","2.246128559112549","2.246128559112549","1.903525710105896","1.903525710105896","1.903525710105896"
"7229","1.996385097503662","1.996385097503662","1.996385097503662","2.139021873474121","2.139021873474121","2.139021873474121","1.8705257177352905","1.8705257177352905","1.8705257177352905"
"7259","13.830833435058594","13.830833435058594","13.830833435058594","19.63330841064453","19.63330841064453","19.63330841064453","1.829353928565979","1.829353928565979","1.829353928565979"
"7289","2.069875478744507","2.069875478744507","2.069875478744507","2.168489694595337","2.168489694595337","2.168489694595337","1.887626051902771","1.887626051902771","1.887626051902771"
"7319","2.0647571086883545","2.0647571086883545","2.0647571086883545","2.299898862838745","2.299898862838745","2.299898862838745","2.0447959899902344","2.0447959899902344","2.0447959899902344"
"7349","2.0355772972106934","2.0355772972106934","2.0355772972106934","2.169904947280884","2.169904947280884","2.169904947280884","1.8972125053405762","1.8972125053405762","1.8972125053405762"
"7379","2.0634267330169678","2.0634267330169678","2.0634267330169678","2.133161783218384","2.133161783218384","2.133161783218384","1.7486077547073364","1.7486077547073364","1.7486077547073364"
"7409","2.0317811965942383","2.0317811965942383","2.0317811965942383","2.093759059906006","2.093759059906006","2.093759059906006","1.7757989168167114","1.7757989168167114","1.7757989168167114"
"7439","2.0401322841644287","2.0401322841644287","2.0401322841644287","2.223470449447632","2.223470449447632","2.223470449447632","1.8672116994857788","1.8672116994857788","1.8672116994857788"
"7469","4.350815773010254","4.350815773010254","4.350815773010254","18.629642486572266","18.629642486572266","18.629642486572266","1.8224073648452759","1.8224073648452759","1.8224073648452759"
"7499","2.014845609664917","2.014845609664917","2.014845609664917","2.237604856491089","2.237604856491089","2.237604856491089","1.9688172340393066","1.9688172340393066","1.9688172340393066"
"7529","1.981632947921753","1.981632947921753","1.981632947921753","2.1038851737976074","2.1038851737976074","2.1038851737976074","1.8259207010269165","1.8259207010269165","1.8259207010269165"
"7559","1.9234139919281006","1.9234139919281006","1.9234139919281006","2.0628044605255127","2.0628044605255127","2.0628044605255127","1.7906279563903809","1.7906279563903809","1.7906279563903809"
"7589","2.007556915283203","2.007556915283203","2.007556915283203","2.16334867477417","2.16334867477417","2.16334867477417","1.8555126190185547","1.8555126190185547","1.8555126190185547"
"7619","18.161781311035156","18.161781311035156","18.161781311035156","4.691586971282959","4.691586971282959","4.691586971282959","1.8249810934066772","1.8249810934066772","1.8249810934066772"
"7649","1.9521645307540894","1.9521645307540894","1.9521645307540894","2.0998497009277344","2.0998497009277344","2.0998497009277344","1.7644480466842651","1.7644480466842651","1.7644480466842651"
"7679","1.996951699256897","1.996951699256897","1.996951699256897","2.1378300189971924","2.1378300189971924","2.1378300189971924","1.7763543128967285","1.7763543128967285","1.7763543128967285"
"7709","1.9635757207870483","1.9635757207870483","1.9635757207870483","2.2023587226867676","2.2023587226867676","2.2023587226867676","1.876153826713562","1.876153826713562","1.876153826713562"
"7739","1.8965325355529785","1.8965325355529785","1.8965325355529785","2.0352275371551514","2.0352275371551514","2.0352275371551514","1.7616716623306274","1.7616716623306274","1.7616716623306274"
"7769","1.9645212888717651","1.9645212888717651","1.9645212888717651","2.20365047454834","2.20365047454834","2.20365047454834","1.8716686964035034","1.8716686964035034","1.8716686964035034"
"7799","2.033433675765991","2.033433675765991","2.033433675765991","2.18528151512146","2.18528151512146","2.18528151512146","1.8593218326568604","1.8593218326568604","1.8593218326568604"
"7829","4.157959461212158","4.157959461212158","4.157959461212158","17.99416732788086","17.99416732788086","17.99416732788086","1.777651071548462","1.777651071548462","1.777651071548462"
"7859","1.9204665422439575","1.9204665422439575","1.9204665422439575","2.0661556720733643","2.0661556720733643","2.0661556720733643","1.7829865217208862","1.7829865217208862","1.7829865217208862"
"7889","1.9530390501022339","1.9530390501022339","1.9530390501022339","2.187743902206421","2.187743902206421","2.187743902206421","1.8373345136642456","1.8373345136642456","1.8373345136642456"
"7919","1.9581698179244995","1.9581698179244995","1.9581698179244995","2.1132731437683105","2.1132731437683105","2.1132731437683105","1.780570149421692","1.780570149421692","1.780570149421692"
"7949","1.9125252962112427","1.9125252962112427","1.9125252962112427","2.147442579269409","2.147442579269409","2.147442579269409","1.808342695236206","1.808342695236206","1.808342695236206"
"7979","2.016223430633545","2.016223430633545","2.016223430633545","2.1696112155914307","2.1696112155914307","2.1696112155914307","1.7903378009796143","1.7903378009796143","1.7903378009796143"
"8009","4.071367263793945","4.071367263793945","4.071367263793945","17.531843185424805","17.531843185424805","17.531843185424805","1.7748712301254272","1.7748712301254272","1.7748712301254272"
"8039","1.8822100162506104","1.8822100162506104","1.8822100162506104","2.071259021759033","2.071259021759033","2.071259021759033","1.7441108226776123","1.7441108226776123","1.7441108226776123"
"8069","1.9584978818893433","1.9584978818893433","1.9584978818893433","2.242892026901245","2.242892026901245","2.242892026901245","1.8743098974227905","1.8743098974227905","1.8743098974227905"
"8099","1.9213000535964966","1.9213000535964966","1.9213000535964966","2.1190643310546875","2.1190643310546875","2.1190643310546875","1.7412923574447632","1.7412923574447632","1.7412923574447632"
"8129","1.9714112281799316","1.9714112281799316","1.9714112281799316","2.23710560798645","2.23710560798645","2.23710560798645","1.8729784488677979","1.8729784488677979","1.8729784488677979"
"8159","1.9113324880599976","1.9113324880599976","1.9113324880599976","2.0204107761383057","2.0204107761383057","2.0204107761383057","1.6926708221435547","1.6926708221435547","1.6926708221435547"
"8189","3.983314037322998","3.983314037322998","3.983314037322998","17.305004119873047","17.305004119873047","17.305004119873047","1.8451900482177734","1.8451900482177734","1.8451900482177734"
"8219","3.894116163253784","3.894116163253784","3.894116163253784","17.050565719604492","17.050565719604492","17.050565719604492","1.6760293245315552","1.6760293245315552","1.6760293245315552"
"8249","1.9398032426834106","1.9398032426834106","1.9398032426834106","2.16996169090271","2.16996169090271","2.16996169090271","1.776596188545227","1.776596188545227","1.776596188545227"
"8279","1.9370065927505493","1.9370065927505493","1.9370065927505493","2.2484450340270996","2.2484450340270996","2.2484450340270996","1.877949833869934","1.877949833869934","1.877949833869934"
"8309","1.9144103527069092","1.9144103527069092","1.9144103527069092","2.0980052947998047","2.0980052947998047","2.0980052947998047","1.7459816932678223","1.7459816932678223","1.7459816932678223"
"8339","1.8628722429275513","1.8628722429275513","1.8628722429275513","2.0852038860321045","2.0852038860321045","2.0852038860321045","1.729937195777893","1.729937195777893","1.729937195777893"
"8369","3.8712236881256104","3.8712236881256104","3.8712236881256104","16.71633529663086","16.71633529663086","16.71633529663086","1.7499703168869019","1.7499703168869019","1.7499703168869019"
"8399","1.8500829935073853","1.8500829935073853","1.8500829935073853","2.0617594718933105","2.0617594718933105","2.0617594718933105","1.7787137031555176","1.7787137031555176","1.7787137031555176"
"8429","3.836663007736206","3.836663007736206","3.836663007736206","16.713905334472656","16.713905334472656","16.713905334472656","1.7495684623718262","1.7495684623718262","1.7495684623718262"
"8459","1.9423433542251587","1.9423433542251587","1.9423433542251587","2.2250447273254395","2.2250447273254395","2.2250447273254395","1.8305670022964478","1.8305670022964478","1.8305670022964478"
"8489","1.881373405456543","1.881373405456543","1.881373405456543","2.183074474334717","2.183074474334717","2.183074474334717","1.7921926975250244","1.7921926975250244","1.7921926975250244"
"8519","3.7733049392700195","3.7733049392700195","3.7733049392700195","16.328237533569336","16.328237533569336","16.328237533569336","1.6200700998306274","1.6200700998306274","1.6200700998306274"
"8549","2.012835741043091","2.012835741043091","2.012835741043091","2.279103994369507","2.279103994369507","2.279103994369507","1.8719242811203003","1.8719242811203003","1.8719242811203003"
"8579","3.736523151397705","3.736523151397705","3.736523151397705","16.201200485229492","16.201200485229492","16.201200485229492","1.6447374820709229","1.6447374820709229","1.6447374820709229"
"8609","1.836928367614746","1.836928367614746","1.836928367614746","2.022315263748169","2.022315263748169","2.022315263748169","1.6470317840576172","1.6470317840576172","1.6470317840576172"
"8639","1.8810622692108154","1.8810622692108154","1.8810622692108154","2.0979790687561035","2.0979790687561035","2.0979790687561035","1.7395049333572388","1.7395049333572388","1.7395049333572388"
"8669","1.833776831626892","1.833776831626892","1.833776831626892","2.1099891662597656","2.1099891662597656","2.1099891662597656","1.7568846940994263","1.7568846940994263","1.7568846940994263"
"8699","1.8719218969345093","1.8719218969345093","1.8719218969345093","2.0308735370635986","2.0308735370635986","2.0308735370635986","1.6638494729995728","1.6638494729995728","1.6638494729995728"
"8729","1.8348722457885742","1.8348722457885742","1.8348722457885742","2.1463234424591064","2.1463234424591064","2.1463234424591064","1.697339415550232","1.697339415550232","1.697339415550232"
"8759","1.8898861408233643","1.8898861408233643","1.8898861408233643","2.1502814292907715","2.1502814292907715","2.1502814292907715","1.729835033416748","1.729835033416748","1.729835033416748"
"8789","4.067650318145752","4.067650318145752","4.067650318145752","17.529069900512695","17.529069900512695","17.529069900512695","1.7149583101272583","1.7149583101272583","1.7149583101272583"
"8819","1.8568979501724243","1.8568979501724243","1.8568979501724243","2.1620724201202393","2.1620724201202393","2.1620724201202393","1.8013646602630615","1.8013646602630615","1.8013646602630615"
"8849","1.8239983320236206","1.8239983320236206","1.8239983320236206","2.0672287940979004","2.0672287940979004","2.0672287940979004","1.664623737335205","1.664623737335205","1.664623737335205"
"8879","1.849526047706604","1.849526047706604","1.849526047706604","2.1861629486083984","2.1861629486083984","2.1861629486083984","1.7946608066558838","1.7946608066558838","1.7946608066558838"
"8909","1.8105437755584717","1.8105437755584717","1.8105437755584717","2.009369373321533","2.009369373321533","2.009369373321533","1.6532834768295288","1.6532834768295288","1.6532834768295288"
"8939","1.8404555320739746","1.8404555320739746","1.8404555320739746","2.0684094429016113","2.0684094429016113","2.0684094429016113","1.6918087005615234","1.6918087005615234","1.6918087005615234"
"8969","1.8476678133010864","1.8476678133010864","1.8476678133010864","2.112760066986084","2.112760066986084","2.112760066986084","1.7015414237976074","1.7015414237976074","1.7015414237976074"
"8999","3.61919903755188","3.61919903755188","3.61919903755188","15.729352951049805","15.729352951049805","15.729352951049805","1.7996916770935059","1.7996916770935059","1.7996916770935059"
"9029","1.8151675462722778","1.8151675462722778","1.8151675462722778","2.086503744125366","2.086503744125366","2.086503744125366","1.6450170278549194","1.6450170278549194","1.6450170278549194"
"9059","1.821704626083374","1.821704626083374","1.821704626083374","2.11788272857666","2.11788272857666","2.11788272857666","1.679879903793335","1.679879903793335","1.679879903793335"
"9089","1.8610727787017822","1.8610727787017822","1.8610727787017822","2.0827269554138184","2.0827269554138184","2.0827269554138184","1.7006791830062866","1.7006791830062866","1.7006791830062866"
"9119","1.804168462753296","1.804168462753296","1.804168462753296","2.0758934020996094","2.0758934020996094","2.0758934020996094","1.6873866319656372","1.6873866319656372","1.6873866319656372"
"9149","1.8633074760437012","1.8633074760437012","1.8633074760437012","2.1424527168273926","2.1424527168273926","2.1424527168273926","1.710355281829834","1.710355281829834","1.710355281829834"
"9179","1.7734065055847168","1.7734065055847168","1.7734065055847168","2.0269775390625","2.0269775390625","2.0269775390625","1.6261370182037354","1.6261370182037354","1.6261370182037354"
"9209","3.5130858421325684","3.5130858421325684","3.5130858421325684","15.388895988464355","15.388895988464355","15.388895988464355","1.7691559791564941","1.7691559791564941","1.7691559791564941"
"9239","1.7946953773498535","1.7946953773498535","1.7946953773498535","2.1209352016448975","2.1209352016448975","2.1209352016448975","1.7860121726989746","1.7860121726989746","1.7860121726989746"
"9269","1.8706105947494507","1.8706105947494507","1.8706105947494507","2.2374861240386963","2.2374861240386963","2.2374861240386963","1.7934809923171997","1.7934809923171997","1.7934809923171997"
"9299","1.8616780042648315","1.8616780042648315","1.8616780042648315","2.176194667816162","2.176194667816162","2.176194667816162","1.773533582687378","1.773533582687378","1.773533582687378"
"9329","1.8200085163116455","1.8200085163116455","1.8200085163116455","2.137922525405884","2.137922525405884","2.137922525405884","1.6669992208480835","1.6669992208480835","1.6669992208480835"
"9359","1.8169035911560059","1.8169035911560059","1.8169035911560059","2.101503610610962","2.101503610610962","2.101503610610962","1.6826907396316528","1.6826907396316528","1.6826907396316528"
"9389","1.730303406715393","1.730303406715393","1.730303406715393","1.9957070350646973","1.9957070350646973","1.9957070350646973","1.576283574104309","1.576283574104309","1.576283574104309"
"9419","1.7820101976394653","1.7820101976394653","1.7820101976394653","2.0831844806671143","2.0831844806671143","2.0831844806671143","1.6887929439544678","1.6887929439544678","1.6887929439544678"
"9449","1.7419697046279907","1.7419697046279907","1.7419697046279907","1.9526488780975342","1.9526488780975342","1.9526488780975342","1.5536651611328125","1.5536651611328125","1.5536651611328125"
"9479","1.8065414428710938","1.8065414428710938","1.8065414428710938","2.0816125869750977","2.0816125869750977","2.0816125869750977","1.6352896690368652","1.6352896690368652","1.6352896690368652"
"9509","1.7207098007202148","1.7207098007202148","1.7207098007202148","2.0120885372161865","2.0120885372161865","2.0120885372161865","1.6337188482284546","1.6337188482284546","1.6337188482284546"
"9539","1.7278311252593994","1.7278311252593994","1.7278311252593994","2.029022216796875","2.029022216796875","2.029022216796875","1.6216493844985962","1.6216493844985962","1.6216493844985962"
"9569","1.7464770078659058","1.7464770078659058","1.7464770078659058","2.0505588054656982","2.0505588054656982","2.0505588054656982","1.6149096488952637","1.6149096488952637","1.6149096488952637"
"9599","1.7437347173690796","1.7437347173690796","1.7437347173690796","2.1298811435699463","2.1298811435699463","2.1298811435699463","1.7250707149505615","1.7250707149505615","1.7250707149505615"
"9629","1.754647135734558","1.754647135734558","1.754647135734558","2.10433030128479","2.10433030128479","2.10433030128479","1.6310970783233643","1.6310970783233643","1.6310970783233643"
"9659","17.35165023803711","17.35165023803711","17.35165023803711","2.92564058303833","2.92564058303833","2.92564058303833","1.7207818031311035","1.7207818031311035","1.7207818031311035"
"9689","1.828317642211914","1.828317642211914","1.828317642211914","2.1191184520721436","2.1191184520721436","2.1191184520721436","1.636110782623291","1.636110782623291","1.636110782623291"
"9719","1.7422585487365723","1.7422585487365723","1.7422585487365723","2.023577928543091","2.023577928543091","2.023577928543091","1.6024725437164307","1.6024725437164307","1.6024725437164307"
"9749","1.6907018423080444","1.6907018423080444","1.6907018423080444","1.9878520965576172","1.9878520965576172","1.9878520965576172","1.5841180086135864","1.5841180086135864","1.5841180086135864"
"9779","1.7372182607650757","1.7372182607650757","1.7372182607650757","2.150364398956299","2.150364398956299","2.150364398956299","1.679814100265503","1.679814100265503","1.679814100265503"
"9809","1.7888628244400024","1.7888628244400024","1.7888628244400024","2.091017723083496","2.091017723083496","2.091017723083496","1.6522883176803589","1.6522883176803589","1.6522883176803589"
"9839","1.7617958784103394","1.7617958784103394","1.7617958784103394","2.0800225734710693","2.0800225734710693","2.0800225734710693","1.6625829935073853","1.6625829935073853","1.6625829935073853"
"9869","3.2808215618133545","3.2808215618133545","3.2808215618133545","14.380014419555664","14.380014419555664","14.380014419555664","1.7387185096740723","1.7387185096740723","1.7387185096740723"
