"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"1079","7.406943321228027","7.406943321228027","7.406943321228027","3.109873056411743","3.109873056411743","3.109873056411743","3.8561558723449707","3.8561558723449707","3.8561558723449707"
"1109","23.6303653717041","23.6303653717041","23.6303653717041","18.0612850189209","18.0612850189209","18.0612850189209","4.067368507385254","4.067368507385254","4.067368507385254"
"1139","6.232392311096191","6.232392311096191","6.232392311096191","3.361743927001953","3.361743927001953","3.361743927001953","4.17982292175293","4.17982292175293","4.17982292175293"
"1169","5.598400592803955","5.598400592803955","5.598400592803955","3.24832820892334","3.24832820892334","3.24832820892334","3.9279417991638184","3.9279417991638184","3.9279417991638184"
"1199","5.707680702209473","5.707680702209473","5.707680702209473","3.3257088661193848","3.3257088661193848","3.3257088661193848","3.8949828147888184","3.8949828147888184","3.8949828147888184"
"1229","24.228124618530273","24.228124618530273","24.228124618530273","17.100902557373047","17.100902557373047","17.100902557373047","3.833777904510498","3.833777904510498","3.833777904510498"
"1259","6.468286514282227","6.468286514282227","6.468286514282227","3.138301134109497","3.138301134109497","3.138301134109497","3.8303966522216797","3.8303966522216797","3.8303966522216797"
"1289","6.54993200302124","6.54993200302124","6.54993200302124","3.0805413722991943","3.0805413722991943","3.0805413722991943","3.750185251235962","3.750185251235962","3.750185251235962"
"1319","11.081472396850586","11.081472396850586","11.081472396850586","13.291403770446777","13.291403770446777","13.291403770446777","3.704082489013672","3.704082489013672","3.704082489013672"
"1349","6.994945526123047","6.994945526123047","6.994945526123047","3.2109670639038086","3.2109670639038086","3.2109670639038086","3.6713366508483887","3.6713366508483887","3.6713366508483887"
"1379","7.07733154296875","7.07733154296875","7.07733154296875","3.117126703262329","3.117126703262329","3.117126703262329","3.5089192390441895","3.5089192390441895","3.5089192390441895"
"1409","6.424709320068359","6.424709320068359","6.424709320068359","3.1910793781280518","3.1910793781280518","3.1910793781280518","3.56952166557312","3.56952166557312","3.56952166557312"
"1439","5.811332702636719","5.811332702636719","5.811332702636719","3.3735923767089844","3.3735923767089844","3.3735923767089844","3.792503833770752","3.792503833770752","3.792503833770752"
"1469","5.324284553527832","5.324284553527832","5.324284553527832","3.1043989658355713","3.1043989658355713","3.1043989658355713","3.512941837310791","3.512941837310791","3.512941837310791"
"1499","6.068447113037109","6.068447113037109","6.068447113037109","2.972256898880005","2.972256898880005","2.972256898880005","3.6262834072113037","3.6262834072113037","3.6262834072113037"
"1529","6.872790813446045","6.872790813446045","6.872790813446045","3.08048677444458","3.08048677444458","3.08048677444458","3.550849437713623","3.550849437713623","3.550849437713623"
"1559","6.591969966888428","6.591969966888428","6.591969966888428","3.3407483100891113","3.3407483100891113","3.3407483100891113","3.490448474884033","3.490448474884033","3.490448474884033"
"1589","6.676473140716553","6.676473140716553","6.676473140716553","2.94667387008667","2.94667387008667","2.94667387008667","3.497605323791504","3.497605323791504","3.497605323791504"
"1619","8.638032913208008","8.638032913208008","8.638032913208008","10.289308547973633","10.289308547973633","10.289308547973633","3.336019277572632","3.336019277572632","3.336019277572632"
"1649","12.11865234375","12.11865234375","12.11865234375","10.707687377929688","10.707687377929688","10.707687377929688","3.517899513244629","3.517899513244629","3.517899513244629"
"1679","7.79356050491333","7.79356050491333","7.79356050491333","3.08380126953125","3.08380126953125","3.08380126953125","3.548809051513672","3.548809051513672","3.548809051513672"
"1709","8.185430526733398","8.185430526733398","8.185430526733398","2.8954124450683594","2.8954124450683594","2.8954124450683594","3.403409242630005","3.403409242630005","3.403409242630005"
"1739","7.192971706390381","7.192971706390381","7.192971706390381","2.8433678150177","2.8433678150177","2.8433678150177","3.346641778945923","3.346641778945923","3.346641778945923"
"1769","7.009100914001465","7.009100914001465","7.009100914001465","2.7979326248168945","2.7979326248168945","2.7979326248168945","3.3739867210388184","3.3739867210388184","3.3739867210388184"
"1799","7.601933002471924","7.601933002471924","7.601933002471924","2.900550127029419","2.900550127029419","2.900550127029419","3.246997594833374","3.246997594833374","3.246997594833374"
"1829","6.714068412780762","6.714068412780762","6.714068412780762","2.870438814163208","2.870438814163208","2.870438814163208","3.289443016052246","3.289443016052246","3.289443016052246"
"1859","6.523765563964844","6.523765563964844","6.523765563964844","2.9616568088531494","2.9616568088531494","2.9616568088531494","3.2803666591644287","3.2803666591644287","3.2803666591644287"
"1889","7.84606409072876","7.84606409072876","7.84606409072876","2.740784168243408","2.740784168243408","2.740784168243408","3.2807605266571045","3.2807605266571045","3.2807605266571045"
"1919","10.415468215942383","10.415468215942383","10.415468215942383","8.410524368286133","8.410524368286133","8.410524368286133","3.0702102184295654","3.0702102184295654","3.0702102184295654"
"1949","7.460594177246094","7.460594177246094","7.460594177246094","2.8873279094696045","2.8873279094696045","2.8873279094696045","3.1724095344543457","3.1724095344543457","3.1724095344543457"
"1979","7.323353290557861","7.323353290557861","7.323353290557861","2.7926318645477295","2.7926318645477295","2.7926318645477295","3.271625280380249","3.271625280380249","3.271625280380249"
"2009","7.570698261260986","7.570698261260986","7.570698261260986","2.922790765762329","2.922790765762329","2.922790765762329","3.259382486343384","3.259382486343384","3.259382486343384"
"2039","7.134886264801025","7.134886264801025","7.134886264801025","2.7396576404571533","2.7396576404571533","2.7396576404571533","3.13552188873291","3.13552188873291","3.13552188873291"
"2069","6.611741065979004","6.611741065979004","6.611741065979004","2.88486647605896","2.88486647605896","2.88486647605896","3.1191704273223877","3.1191704273223877","3.1191704273223877"
"2099","6.519491195678711","6.519491195678711","6.519491195678711","3.1213810443878174","3.1213810443878174","3.1213810443878174","3.2441976070404053","3.2441976070404053","3.2441976070404053"
"2129","6.8952813148498535","6.8952813148498535","6.8952813148498535","2.6862034797668457","2.6862034797668457","2.6862034797668457","3.0312914848327637","3.0312914848327637","3.0312914848327637"
"2159","7.148852348327637","7.148852348327637","7.148852348327637","2.6062207221984863","2.6062207221984863","2.6062207221984863","2.9859228134155273","2.9859228134155273","2.9859228134155273"
"2189","6.56218147277832","6.56218147277832","6.56218147277832","2.4427590370178223","2.4427590370178223","2.4427590370178223","3.1792924404144287","3.1792924404144287","3.1792924404144287"
"2219","6.810324668884277","6.810324668884277","6.810324668884277","2.6901490688323975","2.6901490688323975","2.6901490688323975","3.014751434326172","3.014751434326172","3.014751434326172"
"2249","7.027211666107178","7.027211666107178","7.027211666107178","2.692054271697998","2.692054271697998","2.692054271697998","2.99517822265625","2.99517822265625","2.99517822265625"
"2279","80.07257843017578","80.07257843017578","80.07257843017578","33.933555603027344","33.933555603027344","33.933555603027344","31.19613265991211","31.19613265991211","31.19613265991211"
"2309","6.163810729980469","6.163810729980469","6.163810729980469","2.3819849491119385","2.3819849491119385","2.3819849491119385","3.0086309909820557","3.0086309909820557","3.0086309909820557"
"2339","9.470232963562012","9.470232963562012","9.470232963562012","6.744721412658691","6.744721412658691","6.744721412658691","3.0259759426116943","3.0259759426116943","3.0259759426116943"
"2369","9.381828308105469","9.381828308105469","9.381828308105469","6.6427483558654785","6.6427483558654785","6.6427483558654785","2.9550118446350098","2.9550118446350098","2.9550118446350098"
"2399","8.452640533447266","8.452640533447266","8.452640533447266","6.198012351989746","6.198012351989746","6.198012351989746","2.8795530796051025","2.8795530796051025","2.8795530796051025"
"2429","5.690752029418945","5.690752029418945","5.690752029418945","2.5621676445007324","2.5621676445007324","2.5621676445007324","2.966085433959961","2.966085433959961","2.966085433959961"
"2459","6.6133599281311035","6.6133599281311035","6.6133599281311035","2.453199625015259","2.453199625015259","2.453199625015259","2.888646125793457","2.888646125793457","2.888646125793457"
"2489","6.777230262756348","6.777230262756348","6.777230262756348","2.681412696838379","2.681412696838379","2.681412696838379","3.0514214038848877","3.0514214038848877","3.0514214038848877"
"2519","6.692472457885742","6.692472457885742","6.692472457885742","2.434544086456299","2.434544086456299","2.434544086456299","2.828768014907837","2.828768014907837","2.828768014907837"
"2549","6.7819719314575195","6.7819719314575195","6.7819719314575195","2.4148759841918945","2.4148759841918945","2.4148759841918945","2.943350076675415","2.943350076675415","2.943350076675415"
"2579","8.092611312866211","8.092611312866211","8.092611312866211","5.321208477020264","5.321208477020264","5.321208477020264","2.9180972576141357","2.9180972576141357","2.9180972576141357"
"2609","6.149307727813721","6.149307727813721","6.149307727813721","2.49588680267334","2.49588680267334","2.49588680267334","2.8998022079467773","2.8998022079467773","2.8998022079467773"
"2639","4.78972053527832","4.78972053527832","4.78972053527832","2.2107110023498535","2.2107110023498535","2.2107110023498535","2.7652809619903564","2.7652809619903564","2.7652809619903564"
"2669","5.742541313171387","5.742541313171387","5.742541313171387","2.350032329559326","2.350032329559326","2.350032329559326","2.864061117172241","2.864061117172241","2.864061117172241"
"2699","6.604615211486816","6.604615211486816","6.604615211486816","2.2824459075927734","2.2824459075927734","2.2824459075927734","2.821979522705078","2.821979522705078","2.821979522705078"
"2729","6.231085300445557","6.231085300445557","6.231085300445557","2.5135748386383057","2.5135748386383057","2.5135748386383057","2.785059690475464","2.785059690475464","2.785059690475464"
"2759","4.425430774688721","4.425430774688721","4.425430774688721","2.1367459297180176","2.1367459297180176","2.1367459297180176","2.7023186683654785","2.7023186683654785","2.7023186683654785"
"2789","4.314619541168213","4.314619541168213","4.314619541168213","2.056575059890747","2.056575059890747","2.056575059890747","2.7276573181152344","2.7276573181152344","2.7276573181152344"
"2819","5.857432842254639","5.857432842254639","5.857432842254639","2.2747509479522705","2.2747509479522705","2.2747509479522705","2.8021042346954346","2.8021042346954346","2.8021042346954346"
"2849","6.442786693572998","6.442786693572998","6.442786693572998","2.2719783782958984","2.2719783782958984","2.2719783782958984","2.72638201713562","2.72638201713562","2.72638201713562"
"2879","6.355044841766357","6.355044841766357","6.355044841766357","4.3372979164123535","4.3372979164123535","4.3372979164123535","2.7743194103240967","2.7743194103240967","2.7743194103240967"
"2909","4.105557918548584","4.105557918548584","4.105557918548584","2.3290843963623047","2.3290843963623047","2.3290843963623047","2.8069512844085693","2.8069512844085693","2.8069512844085693"
"2939","3.2626354694366455","3.2626354694366455","3.2626354694366455","2.210984230041504","2.210984230041504","2.210984230041504","2.7324554920196533","2.7324554920196533","2.7324554920196533"
"2969","5.948273658752441","5.948273658752441","5.948273658752441","4.0258612632751465","4.0258612632751465","4.0258612632751465","2.613811492919922","2.613811492919922","2.613811492919922"
"2999","2.802506685256958","2.802506685256958","2.802506685256958","2.015317678451538","2.015317678451538","2.015317678451538","2.6894633769989014","2.6894633769989014","2.6894633769989014"
"3029","6.182831287384033","6.182831287384033","6.182831287384033","3.960165023803711","3.960165023803711","3.960165023803711","2.5909957885742188","2.5909957885742188","2.5909957885742188"
"3059","4.7245378494262695","4.7245378494262695","4.7245378494262695","2.277470827102661","2.277470827102661","2.277470827102661","2.61507511138916","2.61507511138916","2.61507511138916"
"3089","3.599759340286255","3.599759340286255","3.599759340286255","1.9071496725082397","1.9071496725082397","1.9071496725082397","2.674744129180908","2.674744129180908","2.674744129180908"
"3119","3.4596190452575684","3.4596190452575684","3.4596190452575684","1.9294397830963135","1.9294397830963135","1.9294397830963135","2.5840959548950195","2.5840959548950195","2.5840959548950195"
"3149","3.385286569595337","3.385286569595337","3.385286569595337","1.958357810974121","1.958357810974121","1.958357810974121","2.6768181324005127","2.6768181324005127","2.6768181324005127"
"3179","4.390090465545654","4.390090465545654","4.390090465545654","2.0144217014312744","2.0144217014312744","2.0144217014312744","2.568403482437134","2.568403482437134","2.568403482437134"
"3209","4.896129608154297","4.896129608154297","4.896129608154297","2.0531859397888184","2.0531859397888184","2.0531859397888184","2.629038095474243","2.629038095474243","2.629038095474243"
"3239","3.5838394165039062","3.5838394165039062","3.5838394165039062","1.9186065196990967","1.9186065196990967","1.9186065196990967","2.564603328704834","2.564603328704834","2.564603328704834"
"3269","4.244411945343018","4.244411945343018","4.244411945343018","1.872910737991333","1.872910737991333","1.872910737991333","2.6225290298461914","2.6225290298461914","2.6225290298461914"
"3299","4.537079334259033","4.537079334259033","4.537079334259033","2.1438651084899902","2.1438651084899902","2.1438651084899902","2.579784870147705","2.579784870147705","2.579784870147705"
"3329","5.123263835906982","5.123263835906982","5.123263835906982","2.1227951049804688","2.1227951049804688","2.1227951049804688","2.569934129714966","2.569934129714966","2.569934129714966"
"3359","4.236295700073242","4.236295700073242","4.236295700073242","1.9542049169540405","1.9542049169540405","1.9542049169540405","2.521806240081787","2.521806240081787","2.521806240081787"
"3389","2.805833101272583","2.805833101272583","2.805833101272583","1.8000190258026123","1.8000190258026123","1.8000190258026123","2.6073384284973145","2.6073384284973145","2.6073384284973145"
"3419","3.828605890274048","3.828605890274048","3.828605890274048","1.8327709436416626","1.8327709436416626","1.8327709436416626","2.5553364753723145","2.5553364753723145","2.5553364753723145"
"3449","3.667992115020752","3.667992115020752","3.667992115020752","1.9189263582229614","1.9189263582229614","1.9189263582229614","2.5434088706970215","2.5434088706970215","2.5434088706970215"
"3479","3.792917013168335","3.792917013168335","3.792917013168335","1.7609871625900269","1.7609871625900269","1.7609871625900269","2.487483501434326","2.487483501434326","2.487483501434326"
"3509","5.106721878051758","5.106721878051758","5.106721878051758","3.0317723751068115","3.0317723751068115","3.0317723751068115","2.4852406978607178","2.4852406978607178","2.4852406978607178"
"3539","5.534341812133789","5.534341812133789","5.534341812133789","1.9830044507980347","1.9830044507980347","1.9830044507980347","2.4501113891601562","2.4501113891601562","2.4501113891601562"
"3569","3.6490581035614014","3.6490581035614014","3.6490581035614014","1.7468419075012207","1.7468419075012207","1.7468419075012207","2.35620379447937","2.35620379447937","2.35620379447937"
"3599","3.504037618637085","3.504037618637085","3.504037618637085","1.7504220008850098","1.7504220008850098","1.7504220008850098","2.541445016860962","2.541445016860962","2.541445016860962"
"3629","3.2666685581207275","3.2666685581207275","3.2666685581207275","1.600403070449829","1.600403070449829","1.600403070449829","2.4070353507995605","2.4070353507995605","2.4070353507995605"
"3659","3.4085192680358887","3.4085192680358887","3.4085192680358887","2.8675167560577393","2.8675167560577393","2.8675167560577393","2.4171125888824463","2.4171125888824463","2.4171125888824463"
"3689","1.7404251098632812","1.7404251098632812","1.7404251098632812","1.6111434698104858","1.6111434698104858","1.6111434698104858","2.4639055728912354","2.4639055728912354","2.4639055728912354"
"3719","3.029362201690674","3.029362201690674","3.029362201690674","1.768727421760559","1.768727421760559","1.768727421760559","2.5013210773468018","2.5013210773468018","2.5013210773468018"
"3749","1.733042597770691","1.733042597770691","1.733042597770691","1.55693781375885","1.55693781375885","1.55693781375885","2.2969419956207275","2.2969419956207275","2.2969419956207275"
"3779","2.288083553314209","2.288083553314209","2.288083553314209","1.671913981437683","1.671913981437683","1.671913981437683","2.443448781967163","2.443448781967163","2.443448781967163"
"3809","2.882147789001465","2.882147789001465","2.882147789001465","1.5945913791656494","1.5945913791656494","1.5945913791656494","2.3383023738861084","2.3383023738861084","2.3383023738861084"
"3839","3.3046910762786865","3.3046910762786865","3.3046910762786865","1.6484750509262085","1.6484750509262085","1.6484750509262085","2.528038263320923","2.528038263320923","2.528038263320923"
"3869","4.282041072845459","4.282041072845459","4.282041072845459","2.7049083709716797","2.7049083709716797","2.7049083709716797","2.3860397338867188","2.3860397338867188","2.3860397338867188"
"3899","4.150527477264404","4.150527477264404","4.150527477264404","1.7192836999893188","1.7192836999893188","1.7192836999893188","2.396181344985962","2.396181344985962","2.396181344985962"
"3929","2.4342236518859863","2.4342236518859863","2.4342236518859863","1.6351248025894165","1.6351248025894165","1.6351248025894165","2.34147310256958","2.34147310256958","2.34147310256958"
"3959","2.2656424045562744","2.2656424045562744","2.2656424045562744","1.5420565605163574","1.5420565605163574","1.5420565605163574","2.3163352012634277","2.3163352012634277","2.3163352012634277"
"3989","2.279569149017334","2.279569149017334","2.279569149017334","1.5786319971084595","1.5786319971084595","1.5786319971084595","2.4077064990997314","2.4077064990997314","2.4077064990997314"
"4019","2.7876923084259033","2.7876923084259033","2.7876923084259033","2.4265084266662598","2.4265084266662598","2.4265084266662598","2.3325984477996826","2.3325984477996826","2.3325984477996826"
"4049","2.108515739440918","2.108515739440918","2.108515739440918","1.5478495359420776","1.5478495359420776","1.5478495359420776","2.4165380001068115","2.4165380001068115","2.4165380001068115"
"4079","3.050323963165283","3.050323963165283","3.050323963165283","1.5341182947158813","1.5341182947158813","1.5341182947158813","2.347475290298462","2.347475290298462","2.347475290298462"
"4109","2.598097085952759","2.598097085952759","2.598097085952759","1.6779175996780396","1.6779175996780396","1.6779175996780396","2.469479560852051","2.469479560852051","2.469479560852051"
"4139","3.7334675788879395","3.7334675788879395","3.7334675788879395","1.4854061603546143","1.4854061603546143","1.4854061603546143","2.269351005554199","2.269351005554199","2.269351005554199"
"4169","3.1258485317230225","3.1258485317230225","3.1258485317230225","1.483819842338562","1.483819842338562","1.483819842338562","2.2890520095825195","2.2890520095825195","2.2890520095825195"
"4199","1.7051464319229126","1.7051464319229126","1.7051464319229126","1.4221868515014648","1.4221868515014648","1.4221868515014648","2.2535672187805176","2.2535672187805176","2.2535672187805176"
"4229","3.6712682247161865","3.6712682247161865","3.6712682247161865","1.4278490543365479","1.4278490543365479","1.4278490543365479","2.1626181602478027","2.1626181602478027","2.1626181602478027"
"4259","1.6025545597076416","1.6025545597076416","1.6025545597076416","1.4321950674057007","1.4321950674057007","1.4321950674057007","2.2241997718811035","2.2241997718811035","2.2241997718811035"
"4289","1.6540669202804565","1.6540669202804565","1.6540669202804565","1.3862438201904297","1.3862438201904297","1.3862438201904297","2.266523599624634","2.266523599624634","2.266523599624634"
"4319","1.5731099843978882","1.5731099843978882","1.5731099843978882","1.270732045173645","1.270732045173645","1.270732045173645","2.1869890689849854","2.1869890689849854","2.1869890689849854"
"4349","1.5784844160079956","1.5784844160079956","1.5784844160079956","1.4476884603500366","1.4476884603500366","1.4476884603500366","2.2840781211853027","2.2840781211853027","2.2840781211853027"
"4379","2.4058334827423096","2.4058334827423096","2.4058334827423096","2.152909994125366","2.152909994125366","2.152909994125366","2.2851321697235107","2.2851321697235107","2.2851321697235107"
"4409","1.5107083320617676","1.5107083320617676","1.5107083320617676","1.3305710554122925","1.3305710554122925","1.3305710554122925","2.156761646270752","2.156761646270752","2.156761646270752"
"4439","1.8285249471664429","1.8285249471664429","1.8285249471664429","1.334863305091858","1.334863305091858","1.334863305091858","2.2110846042633057","2.2110846042633057","2.2110846042633057"
"4469","1.5068998336791992","1.5068998336791992","1.5068998336791992","1.33998441696167","1.33998441696167","1.33998441696167","2.213059663772583","2.213059663772583","2.213059663772583"
"4499","2.605433940887451","2.605433940887451","2.605433940887451","2.052031993865967","2.052031993865967","2.052031993865967","2.168506383895874","2.168506383895874","2.168506383895874"
"4529","2.740527629852295","2.740527629852295","2.740527629852295","1.3547242879867554","1.3547242879867554","1.3547242879867554","2.154229164123535","2.154229164123535","2.154229164123535"
"4559","2.9750847816467285","2.9750847816467285","2.9750847816467285","1.4291250705718994","1.4291250705718994","1.4291250705718994","2.182192087173462","2.182192087173462","2.182192087173462"
"4589","1.4524470567703247","1.4524470567703247","1.4524470567703247","1.1999660730361938","1.1999660730361938","1.1999660730361938","2.147050380706787","2.147050380706787","2.147050380706787"
"4619","1.4727234840393066","1.4727234840393066","1.4727234840393066","1.3156719207763672","1.3156719207763672","1.3156719207763672","2.1673407554626465","2.1673407554626465","2.1673407554626465"
"4649","1.6759719848632812","1.6759719848632812","1.6759719848632812","1.855525016784668","1.855525016784668","1.855525016784668","2.08170223236084","2.08170223236084","2.08170223236084"
"4679","1.781005859375","1.781005859375","1.781005859375","1.3037803173065186","1.3037803173065186","1.3037803173065186","2.0781733989715576","2.0781733989715576","2.0781733989715576"
"4709","2.537147045135498","2.537147045135498","2.537147045135498","1.4315577745437622","1.4315577745437622","1.4315577745437622","2.1169209480285645","2.1169209480285645","2.1169209480285645"
"4739","2.580831289291382","2.580831289291382","2.580831289291382","1.2921738624572754","1.2921738624572754","1.2921738624572754","2.171771287918091","2.171771287918091","2.171771287918091"
"4769","2.2161431312561035","2.2161431312561035","2.2161431312561035","1.2268860340118408","1.2268860340118408","1.2268860340118408","2.1641499996185303","2.1641499996185303","2.1641499996185303"
"4799","1.7227202653884888","1.7227202653884888","1.7227202653884888","1.321254849433899","1.321254849433899","1.321254849433899","2.1919314861297607","2.1919314861297607","2.1919314861297607"
"4829","2.055123805999756","2.055123805999756","2.055123805999756","1.2401123046875","1.2401123046875","1.2401123046875","2.031167507171631","2.031167507171631","2.031167507171631"
"4859","1.3459197282791138","1.3459197282791138","1.3459197282791138","1.1566789150238037","1.1566789150238037","1.1566789150238037","2.1142327785491943","2.1142327785491943","2.1142327785491943"
