"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"5399","0.4927655756473541","0.4927655756473541","0.4927655756473541","0.6520209908485413","0.6520209908485413","0.6520209908485413","0.15667429566383362","0.15667429566383362","0.15667429566383362","1.5784047842025757","1.5784047842025757","1.5784047842025757","0.7144070863723755","0.7144070863723755","0.7144070863723755","0.2024858444929123","0.2024858444929123","0.2024858444929123"
"5429","0.6264092922210693","0.6264092922210693","0.6264092922210693","1.0892387628555298","1.0892387628555298","1.0892387628555298","0.1704549491405487","0.1704549491405487","0.1704549491405487","1.7654120922088623","1.7654120922088623","1.7654120922088623","0.8094011545181274","0.8094011545181274","0.8094011545181274","0.20268899202346802","0.20268899202346802","0.20268899202346802"
"5459","2.491938591003418","2.491938591003418","2.491938591003418","5.867530345916748","5.867530345916748","5.867530345916748","0.1824219524860382","0.1824219524860382","0.1824219524860382","3.9764091968536377","3.9764091968536377","3.9764091968536377","9.570938110351562","9.570938110351562","9.570938110351562","0.21767616271972656","0.21767616271972656","0.21767616271972656"
"5489","0.9929625988006592","0.9929625988006592","0.9929625988006592","1.1012837886810303","1.1012837886810303","1.1012837886810303","0.14067915081977844","0.14067915081977844","0.14067915081977844","1.6992461681365967","1.6992461681365967","1.6992461681365967","0.6723848581314087","0.6723848581314087","0.6723848581314087","0.1985877901315689","0.1985877901315689","0.1985877901315689"
"5519","0.6899152994155884","0.6899152994155884","0.6899152994155884","0.48329007625579834","0.48329007625579834","0.48329007625579834","0.16608722507953644","0.16608722507953644","0.16608722507953644","2.0126097202301025","2.0126097202301025","2.0126097202301025","0.9074280858039856","0.9074280858039856","0.9074280858039856","0.17972137033939362","0.17972137033939362","0.17972137033939362"
"5549","0.7810573577880859","0.7810573577880859","0.7810573577880859","2.913416624069214","2.913416624069214","2.913416624069214","0.1808682531118393","0.1808682531118393","0.1808682531118393","2.251692056655884","2.251692056655884","2.251692056655884","0.9409182667732239","0.9409182667732239","0.9409182667732239","0.25536856055259705","0.25536856055259705","0.25536856055259705"
"5579","1.034672498703003","1.034672498703003","1.034672498703003","1.1328098773956299","1.1328098773956299","1.1328098773956299","0.15001359581947327","0.15001359581947327","0.15001359581947327","3.587797164916992","3.587797164916992","3.587797164916992","0.964353084564209","0.964353084564209","0.964353084564209","0.16999581456184387","0.16999581456184387","0.16999581456184387"
"5609","1.702371597290039","1.702371597290039","1.702371597290039","1.679510474205017","1.679510474205017","1.679510474205017","0.1631849855184555","0.1631849855184555","0.1631849855184555","1.8236632347106934","1.8236632347106934","1.8236632347106934","4.004533767700195","4.004533767700195","4.004533767700195","0.208115816116333","0.208115816116333","0.208115816116333"
"5639","0.9445016384124756","0.9445016384124756","0.9445016384124756","1.370902419090271","1.370902419090271","1.370902419090271","0.18524715304374695","0.18524715304374695","0.18524715304374695","1.6481448411941528","1.6481448411941528","1.6481448411941528","1.4749376773834229","1.4749376773834229","1.4749376773834229","0.2300519496202469","0.2300519496202469","0.2300519496202469"
"5669","1.11720609664917","1.11720609664917","1.11720609664917","0.7728217840194702","0.7728217840194702","0.7728217840194702","0.15738865733146667","0.15738865733146667","0.15738865733146667","1.4352744817733765","1.4352744817733765","1.4352744817733765","0.9608587622642517","0.9608587622642517","0.9608587622642517","0.19811753928661346","0.19811753928661346","0.19811753928661346"
"5699","0.9407682418823242","0.9407682418823242","0.9407682418823242","0.7993273735046387","0.7993273735046387","0.7993273735046387","0.11554985493421555","0.11554985493421555","0.11554985493421555","2.618013858795166","2.618013858795166","2.618013858795166","0.98887038230896","0.98887038230896","0.98887038230896","0.18565227091312408","0.18565227091312408","0.18565227091312408"
"5729","0.45465537905693054","0.45465537905693054","0.45465537905693054","0.31280720233917236","0.31280720233917236","0.31280720233917236","0.16628709435462952","0.16628709435462952","0.16628709435462952","1.141339898109436","1.141339898109436","1.141339898109436","0.6106680631637573","0.6106680631637573","0.6106680631637573","0.19634361565113068","0.19634361565113068","0.19634361565113068"
"5759","0.7033839225769043","0.7033839225769043","0.7033839225769043","0.6927499771118164","0.6927499771118164","0.6927499771118164","0.18949338793754578","0.18949338793754578","0.18949338793754578","1.311423659324646","1.311423659324646","1.311423659324646","0.8418726325035095","0.8418726325035095","0.8418726325035095","0.22231930494308472","0.22231930494308472","0.22231930494308472"
"5789","0.45948076248168945","0.45948076248168945","0.45948076248168945","0.4276745617389679","0.4276745617389679","0.4276745617389679","0.16296783089637756","0.16296783089637756","0.16296783089637756","1.2001917362213135","1.2001917362213135","1.2001917362213135","0.7492927312850952","0.7492927312850952","0.7492927312850952","0.18852229416370392","0.18852229416370392","0.18852229416370392"
"5819","0.3514636158943176","0.3514636158943176","0.3514636158943176","0.37725740671157837","0.37725740671157837","0.37725740671157837","0.12918592989444733","0.12918592989444733","0.12918592989444733","1.0904892683029175","1.0904892683029175","1.0904892683029175","0.603797972202301","0.603797972202301","0.603797972202301","0.1918804943561554","0.1918804943561554","0.1918804943561554"
"5849","0.5838874578475952","0.5838874578475952","0.5838874578475952","0.5258710384368896","0.5258710384368896","0.5258710384368896","0.15409624576568604","0.15409624576568604","0.15409624576568604","1.2780431509017944","1.2780431509017944","1.2780431509017944","0.6741598844528198","0.6741598844528198","0.6741598844528198","0.21525880694389343","0.21525880694389343","0.21525880694389343"
"5879","0.32681646943092346","0.32681646943092346","0.32681646943092346","0.7663928270339966","0.7663928270339966","0.7663928270339966","0.12486156821250916","0.12486156821250916","0.12486156821250916","1.2058732509613037","1.2058732509613037","1.2058732509613037","0.979432225227356","0.979432225227356","0.979432225227356","0.17303508520126343","0.17303508520126343","0.17303508520126343"
"5909","0.42260265350341797","0.42260265350341797","0.42260265350341797","0.6606374382972717","0.6606374382972717","0.6606374382972717","0.11810056120157242","0.11810056120157242","0.11810056120157242","1.2965705394744873","1.2965705394744873","1.2965705394744873","0.7784685492515564","0.7784685492515564","0.7784685492515564","0.1780547797679901","0.1780547797679901","0.1780547797679901"
"5939","0.5992289185523987","0.5992289185523987","0.5992289185523987","0.3820229172706604","0.3820229172706604","0.3820229172706604","0.15682430565357208","0.15682430565357208","0.15682430565357208","1.8493913412094116","1.8493913412094116","1.8493913412094116","0.7530699968338013","0.7530699968338013","0.7530699968338013","0.20802369713783264","0.20802369713783264","0.20802369713783264"
"5969","0.3011026084423065","0.3011026084423065","0.3011026084423065","0.298862099647522","0.298862099647522","0.298862099647522","0.13046661019325256","0.13046661019325256","0.13046661019325256","1.0740829706192017","1.0740829706192017","1.0740829706192017","0.5822742581367493","0.5822742581367493","0.5822742581367493","0.1746935248374939","0.1746935248374939","0.1746935248374939"
"5999","0.5305017828941345","0.5305017828941345","0.5305017828941345","0.7766373157501221","0.7766373157501221","0.7766373157501221","0.15156759321689606","0.15156759321689606","0.15156759321689606","1.0773266553878784","1.0773266553878784","1.0773266553878784","0.7364631295204163","0.7364631295204163","0.7364631295204163","0.17557093501091003","0.17557093501091003","0.17557093501091003"
"6029","0.37813600897789","0.37813600897789","0.37813600897789","0.3865405321121216","0.3865405321121216","0.3865405321121216","0.12986670434474945","0.12986670434474945","0.12986670434474945","1.0748481750488281","1.0748481750488281","1.0748481750488281","0.5800295472145081","0.5800295472145081","0.5800295472145081","0.2150876224040985","0.2150876224040985","0.2150876224040985"
"6059","0.7849552631378174","0.7849552631378174","0.7849552631378174","2.0555267333984375","2.0555267333984375","2.0555267333984375","0.13312561810016632","0.13312561810016632","0.13312561810016632","2.030862331390381","2.030862331390381","2.030862331390381","1.436576247215271","1.436576247215271","1.436576247215271","0.19012726843357086","0.19012726843357086","0.19012726843357086"
"6089","0.3140234351158142","0.3140234351158142","0.3140234351158142","0.5751367211341858","0.5751367211341858","0.5751367211341858","0.14029696583747864","0.14029696583747864","0.14029696583747864","1.0653610229492188","1.0653610229492188","1.0653610229492188","0.5841122269630432","0.5841122269630432","0.5841122269630432","0.16578899323940277","0.16578899323940277","0.16578899323940277"
"6119","1.01231050491333","1.01231050491333","1.01231050491333","9.020686149597168","9.020686149597168","9.020686149597168","0.10753884166479111","0.10753884166479111","0.10753884166479111","2.026106595993042","2.026106595993042","2.026106595993042","4.144762992858887","4.144762992858887","4.144762992858887","0.16913436353206635","0.16913436353206635","0.16913436353206635"
"6149","0.49219176173210144","0.49219176173210144","0.49219176173210144","0.4017813801765442","0.4017813801765442","0.4017813801765442","0.1281939595937729","0.1281939595937729","0.1281939595937729","1.018332600593567","1.018332600593567","1.018332600593567","0.6133487820625305","0.6133487820625305","0.6133487820625305","0.16802947223186493","0.16802947223186493","0.16802947223186493"
"6179","0.39618003368377686","0.39618003368377686","0.39618003368377686","1.1968755722045898","1.1968755722045898","1.1968755722045898","0.11638904362916946","0.11638904362916946","0.11638904362916946","1.0383968353271484","1.0383968353271484","1.0383968353271484","1.6439168453216553","1.6439168453216553","1.6439168453216553","0.13525056838989258","0.13525056838989258","0.13525056838989258"
"6209","0.764979898929596","0.764979898929596","0.764979898929596","0.6102761626243591","0.6102761626243591","0.6102761626243591","0.1446649730205536","0.1446649730205536","0.1446649730205536","1.3970767259597778","1.3970767259597778","1.3970767259597778","0.6640808582305908","0.6640808582305908","0.6640808582305908","0.15950727462768555","0.15950727462768555","0.15950727462768555"
"6239","0.26925012469291687","0.26925012469291687","0.26925012469291687","0.3243408799171448","0.3243408799171448","0.3243408799171448","0.13718266785144806","0.13718266785144806","0.13718266785144806","0.9856281280517578","0.9856281280517578","0.9856281280517578","0.5701963305473328","0.5701963305473328","0.5701963305473328","0.225505530834198","0.225505530834198","0.225505530834198"
"6269","0.8002527952194214","0.8002527952194214","0.8002527952194214","2.6638622283935547","2.6638622283935547","2.6638622283935547","0.1272263377904892","0.1272263377904892","0.1272263377904892","1.341318964958191","1.341318964958191","1.341318964958191","1.126494288444519","1.126494288444519","1.126494288444519","0.1746329665184021","0.1746329665184021","0.1746329665184021"
"6299","0.8818833827972412","0.8818833827972412","0.8818833827972412","3.947567939758301","3.947567939758301","3.947567939758301","0.1436753123998642","0.1436753123998642","0.1436753123998642","1.1542069911956787","1.1542069911956787","1.1542069911956787","1.4045034646987915","1.4045034646987915","1.4045034646987915","0.19524341821670532","0.19524341821670532","0.19524341821670532"
"6329","0.6347980499267578","0.6347980499267578","0.6347980499267578","0.5374831557273865","0.5374831557273865","0.5374831557273865","0.13386234641075134","0.13386234641075134","0.13386234641075134","2.1975977420806885","2.1975977420806885","2.1975977420806885","0.7774534225463867","0.7774534225463867","0.7774534225463867","0.1919427067041397","0.1919427067041397","0.1919427067041397"
"6359","3.6025521755218506","3.6025521755218506","3.6025521755218506","19.09368896484375","19.09368896484375","19.09368896484375","0.1338551938533783","0.1338551938533783","0.1338551938533783","2.121082067489624","2.121082067489624","2.121082067489624","17.321802139282227","17.321802139282227","17.321802139282227","0.22863520681858063","0.22863520681858063","0.22863520681858063"
"6389","0.31641829013824463","0.31641829013824463","0.31641829013824463","0.3682868182659149","0.3682868182659149","0.3682868182659149","0.1344788670539856","0.1344788670539856","0.1344788670539856","0.8928583860397339","0.8928583860397339","0.8928583860397339","0.543830394744873","0.543830394744873","0.543830394744873","0.21316498517990112","0.21316498517990112","0.21316498517990112"
"6419","0.2957848012447357","0.2957848012447357","0.2957848012447357","0.5335003733634949","0.5335003733634949","0.5335003733634949","0.11366565525531769","0.11366565525531769","0.11366565525531769","0.8537638783454895","0.8537638783454895","0.8537638783454895","0.544626772403717","0.544626772403717","0.544626772403717","0.1600354015827179","0.1600354015827179","0.1600354015827179"
"6449","0.30038949847221375","0.30038949847221375","0.30038949847221375","0.5878930687904358","0.5878930687904358","0.5878930687904358","0.1199193149805069","0.1199193149805069","0.1199193149805069","0.7255149483680725","0.7255149483680725","0.7255149483680725","0.6466138958930969","0.6466138958930969","0.6466138958930969","0.15158076584339142","0.15158076584339142","0.15158076584339142"
"6479","0.3216119408607483","0.3216119408607483","0.3216119408607483","0.5846647024154663","0.5846647024154663","0.5846647024154663","0.14974507689476013","0.14974507689476013","0.14974507689476013","0.7534997463226318","0.7534997463226318","0.7534997463226318","0.7108064293861389","0.7108064293861389","0.7108064293861389","0.17439086735248566","0.17439086735248566","0.17439086735248566"
"6509","0.45890089869499207","0.45890089869499207","0.45890089869499207","0.48264625668525696","0.48264625668525696","0.48264625668525696","0.17573332786560059","0.17573332786560059","0.17573332786560059","1.5628668069839478","1.5628668069839478","1.5628668069839478","0.5911964774131775","0.5911964774131775","0.5911964774131775","0.16741763055324554","0.16741763055324554","0.16741763055324554"
"6539","0.4800920784473419","0.4800920784473419","0.4800920784473419","0.40600821375846863","0.40600821375846863","0.40600821375846863","0.1121240109205246","0.1121240109205246","0.1121240109205246","0.9318460822105408","0.9318460822105408","0.9318460822105408","0.5679946541786194","0.5679946541786194","0.5679946541786194","0.20140205323696136","0.20140205323696136","0.20140205323696136"
"6569","0.38015249371528625","0.38015249371528625","0.38015249371528625","1.6595497131347656","1.6595497131347656","1.6595497131347656","0.14236199855804443","0.14236199855804443","0.14236199855804443","0.9732887148857117","0.9732887148857117","0.9732887148857117","1.6089445352554321","1.6089445352554321","1.6089445352554321","0.1908048838376999","0.1908048838376999","0.1908048838376999"
"6599","0.7039120197296143","0.7039120197296143","0.7039120197296143","0.867472231388092","0.867472231388092","0.867472231388092","0.11824782937765121","0.11824782937765121","0.11824782937765121","0.8959170579910278","0.8959170579910278","0.8959170579910278","0.7854864597320557","0.7854864597320557","0.7854864597320557","0.1891663372516632","0.1891663372516632","0.1891663372516632"
"6629","0.39236652851104736","0.39236652851104736","0.39236652851104736","1.3562588691711426","1.3562588691711426","1.3562588691711426","0.129217267036438","0.129217267036438","0.129217267036438","0.7967538237571716","0.7967538237571716","0.7967538237571716","0.9668256640434265","0.9668256640434265","0.9668256640434265","0.21188980340957642","0.21188980340957642","0.21188980340957642"
"6659","0.5786020755767822","0.5786020755767822","0.5786020755767822","0.7196380496025085","0.7196380496025085","0.7196380496025085","0.11672379821538925","0.11672379821538925","0.11672379821538925","1.489229679107666","1.489229679107666","1.489229679107666","0.5752205848693848","0.5752205848693848","0.5752205848693848","0.1942247599363327","0.1942247599363327","0.1942247599363327"
"6689","0.3819003701210022","0.3819003701210022","0.3819003701210022","0.2918102443218231","0.2918102443218231","0.2918102443218231","0.12503527104854584","0.12503527104854584","0.12503527104854584","0.8647456169128418","0.8647456169128418","0.8647456169128418","0.47662353515625","0.47662353515625","0.47662353515625","0.17296043038368225","0.17296043038368225","0.17296043038368225"
"6719","0.29079604148864746","0.29079604148864746","0.29079604148864746","0.3499426245689392","0.3499426245689392","0.3499426245689392","0.09625470638275146","0.09625470638275146","0.09625470638275146","0.7091334462165833","0.7091334462165833","0.7091334462165833","0.5423715114593506","0.5423715114593506","0.5423715114593506","0.1245608851313591","0.1245608851313591","0.1245608851313591"
"6749","1.1293374300003052","1.1293374300003052","1.1293374300003052","0.8211166262626648","0.8211166262626648","0.8211166262626648","0.11370120942592621","0.11370120942592621","0.11370120942592621","2.1338725090026855","2.1338725090026855","2.1338725090026855","0.9397303462028503","0.9397303462028503","0.9397303462028503","0.1459948867559433","0.1459948867559433","0.1459948867559433"
"6779","0.5949251651763916","0.5949251651763916","0.5949251651763916","0.318746417760849","0.318746417760849","0.318746417760849","0.13389240205287933","0.13389240205287933","0.13389240205287933","1.673193335533142","1.673193335533142","1.673193335533142","0.49564841389656067","0.49564841389656067","0.49564841389656067","0.1559423953294754","0.1559423953294754","0.1559423953294754"
"6809","0.6115905046463013","0.6115905046463013","0.6115905046463013","0.3942197859287262","0.3942197859287262","0.3942197859287262","0.12639613449573517","0.12639613449573517","0.12639613449573517","0.7194733023643494","0.7194733023643494","0.7194733023643494","0.5495092868804932","0.5495092868804932","0.5495092868804932","0.13222210109233856","0.13222210109233856","0.13222210109233856"
"6839","0.7621462941169739","0.7621462941169739","0.7621462941169739","0.7310426235198975","0.7310426235198975","0.7310426235198975","0.12224031239748001","0.12224031239748001","0.12224031239748001","1.7982131242752075","1.7982131242752075","1.7982131242752075","0.767329216003418","0.767329216003418","0.767329216003418","0.18143627047538757","0.18143627047538757","0.18143627047538757"
"6869","0.28706616163253784","0.28706616163253784","0.28706616163253784","0.5749098062515259","0.5749098062515259","0.5749098062515259","0.09888602048158646","0.09888602048158646","0.09888602048158646","1.0096474885940552","1.0096474885940552","1.0096474885940552","0.45086759328842163","0.45086759328842163","0.45086759328842163","0.13149937987327576","0.13149937987327576","0.13149937987327576"
"6899","1.3533889055252075","1.3533889055252075","1.3533889055252075","4.9825592041015625","4.9825592041015625","4.9825592041015625","0.11177949607372284","0.11177949607372284","0.11177949607372284","3.5650219917297363","3.5650219917297363","3.5650219917297363","6.248845100402832","6.248845100402832","6.248845100402832","0.20848962664604187","0.20848962664604187","0.20848962664604187"
"6929","0.2476222962141037","0.2476222962141037","0.2476222962141037","0.3363800644874573","0.3363800644874573","0.3363800644874573","0.11214065551757812","0.11214065551757812","0.11214065551757812","0.9284045100212097","0.9284045100212097","0.9284045100212097","0.5843945741653442","0.5843945741653442","0.5843945741653442","0.14977741241455078","0.14977741241455078","0.14977741241455078"
"6959","0.46515101194381714","0.46515101194381714","0.46515101194381714","0.3864905834197998","0.3864905834197998","0.3864905834197998","0.12330929189920425","0.12330929189920425","0.12330929189920425","0.7410534620285034","0.7410534620285034","0.7410534620285034","0.4347606599330902","0.4347606599330902","0.4347606599330902","0.1639048010110855","0.1639048010110855","0.1639048010110855"
"6989","0.3770981431007385","0.3770981431007385","0.3770981431007385","0.2803390324115753","0.2803390324115753","0.2803390324115753","0.11703625321388245","0.11703625321388245","0.11703625321388245","0.6410388946533203","0.6410388946533203","0.6410388946533203","0.5226852297782898","0.5226852297782898","0.5226852297782898","0.19655008614063263","0.19655008614063263","0.19655008614063263"
"7019","1.0252140760421753","1.0252140760421753","1.0252140760421753","1.084234356880188","1.084234356880188","1.084234356880188","0.11839067190885544","0.11839067190885544","0.11839067190885544","0.9414141774177551","0.9414141774177551","0.9414141774177551","0.8925054669380188","0.8925054669380188","0.8925054669380188","0.1526053547859192","0.1526053547859192","0.1526053547859192"
"7049","0.3458414673805237","0.3458414673805237","0.3458414673805237","0.276647686958313","0.276647686958313","0.276647686958313","0.14612016081809998","0.14612016081809998","0.14612016081809998","0.8522520065307617","0.8522520065307617","0.8522520065307617","0.49046221375465393","0.49046221375465393","0.49046221375465393","0.15285523235797882","0.15285523235797882","0.15285523235797882"
"7079","0.2194080650806427","0.2194080650806427","0.2194080650806427","0.2630773186683655","0.2630773186683655","0.2630773186683655","0.12436229735612869","0.12436229735612869","0.12436229735612869","0.6419731974601746","0.6419731974601746","0.6419731974601746","0.4826275408267975","0.4826275408267975","0.4826275408267975","0.17425312101840973","0.17425312101840973","0.17425312101840973"
"7109","0.42958295345306396","0.42958295345306396","0.42958295345306396","0.8580717444419861","0.8580717444419861","0.8580717444419861","0.1244216114282608","0.1244216114282608","0.1244216114282608","0.6285737752914429","0.6285737752914429","0.6285737752914429","1.2234052419662476","1.2234052419662476","1.2234052419662476","0.17963546514511108","0.17963546514511108","0.17963546514511108"
"7139","0.4576060473918915","0.4576060473918915","0.4576060473918915","0.4156308174133301","0.4156308174133301","0.4156308174133301","0.12136326730251312","0.12136326730251312","0.12136326730251312","0.653910219669342","0.653910219669342","0.653910219669342","0.6498034000396729","0.6498034000396729","0.6498034000396729","0.1839684396982193","0.1839684396982193","0.1839684396982193"
"7169","0.4102209508419037","0.4102209508419037","0.4102209508419037","0.4294371008872986","0.4294371008872986","0.4294371008872986","0.0990576520562172","0.0990576520562172","0.0990576520562172","0.6024324893951416","0.6024324893951416","0.6024324893951416","0.6209511160850525","0.6209511160850525","0.6209511160850525","0.13807108998298645","0.13807108998298645","0.13807108998298645"
"7199","0.5377565026283264","0.5377565026283264","0.5377565026283264","0.5640976428985596","0.5640976428985596","0.5640976428985596","0.13260605931282043","0.13260605931282043","0.13260605931282043","0.5264369249343872","0.5264369249343872","0.5264369249343872","0.7498336434364319","0.7498336434364319","0.7498336434364319","0.17137721180915833","0.17137721180915833","0.17137721180915833"
"7229","0.3783082962036133","0.3783082962036133","0.3783082962036133","0.7366226315498352","0.7366226315498352","0.7366226315498352","0.0956442803144455","0.0956442803144455","0.0956442803144455","0.5993607640266418","0.5993607640266418","0.5993607640266418","0.5707616806030273","0.5707616806030273","0.5707616806030273","0.13084910809993744","0.13084910809993744","0.13084910809993744"
"7259","1.34817636013031","1.34817636013031","1.34817636013031","4.18910026550293","4.18910026550293","4.18910026550293","0.15050730109214783","0.15050730109214783","0.15050730109214783","4.411065578460693","4.411065578460693","4.411065578460693","4.841384410858154","4.841384410858154","4.841384410858154","0.16601867973804474","0.16601867973804474","0.16601867973804474"
"7289","0.6539216637611389","0.6539216637611389","0.6539216637611389","0.41096946597099304","0.41096946597099304","0.41096946597099304","0.10380648076534271","0.10380648076534271","0.10380648076534271","0.7938725352287292","0.7938725352287292","0.7938725352287292","0.5619956851005554","0.5619956851005554","0.5619956851005554","0.16007937490940094","0.16007937490940094","0.16007937490940094"
"7319","0.3346072733402252","0.3346072733402252","0.3346072733402252","0.30688515305519104","0.30688515305519104","0.30688515305519104","0.08564895391464233","0.08564895391464233","0.08564895391464233","0.5726109147071838","0.5726109147071838","0.5726109147071838","0.4214816093444824","0.4214816093444824","0.4214816093444824","0.14369523525238037","0.14369523525238037","0.14369523525238037"
"7349","0.7137620449066162","0.7137620449066162","0.7137620449066162","0.6118505001068115","0.6118505001068115","0.6118505001068115","0.13629457354545593","0.13629457354545593","0.13629457354545593","0.6926363706588745","0.6926363706588745","0.6926363706588745","0.6023885011672974","0.6023885011672974","0.6023885011672974","0.21438033878803253","0.21438033878803253","0.21438033878803253"
"7379","0.3020137846469879","0.3020137846469879","0.3020137846469879","0.5353749990463257","0.5353749990463257","0.5353749990463257","0.10144805908203125","0.10144805908203125","0.10144805908203125","0.5119454264640808","0.5119454264640808","0.5119454264640808","0.4340013861656189","0.4340013861656189","0.4340013861656189","0.14220672845840454","0.14220672845840454","0.14220672845840454"
"7409","0.31579965353012085","0.31579965353012085","0.31579965353012085","0.39902907609939575","0.39902907609939575","0.39902907609939575","0.12098681926727295","0.12098681926727295","0.12098681926727295","0.5340600609779358","0.5340600609779358","0.5340600609779358","0.5458754897117615","0.5458754897117615","0.5458754897117615","0.1416105180978775","0.1416105180978775","0.1416105180978775"
"7439","0.4815579354763031","0.4815579354763031","0.4815579354763031","0.8767169117927551","0.8767169117927551","0.8767169117927551","0.10452970117330551","0.10452970117330551","0.10452970117330551","0.751438558101654","0.751438558101654","0.751438558101654","0.7509310841560364","0.7509310841560364","0.7509310841560364","0.16882871091365814","0.16882871091365814","0.16882871091365814"
"7469","0.4996917247772217","0.4996917247772217","0.4996917247772217","1.1188335418701172","1.1188335418701172","1.1188335418701172","0.10731735080480576","0.10731735080480576","0.10731735080480576","0.6900299191474915","0.6900299191474915","0.6900299191474915","2.8306427001953125","2.8306427001953125","2.8306427001953125","0.17633499205112457","0.17633499205112457","0.17633499205112457"
"7499","0.894970178604126","0.894970178604126","0.894970178604126","0.31707754731178284","0.31707754731178284","0.31707754731178284","0.09718896448612213","0.09718896448612213","0.09718896448612213","0.5313195586204529","0.5313195586204529","0.5313195586204529","0.3793906569480896","0.3793906569480896","0.3793906569480896","0.1816757172346115","0.1816757172346115","0.1816757172346115"
"7529","0.27411338686943054","0.27411338686943054","0.27411338686943054","0.37722957134246826","0.37722957134246826","0.37722957134246826","0.09782591462135315","0.09782591462135315","0.09782591462135315","0.5488441586494446","0.5488441586494446","0.5488441586494446","0.445793479681015","0.445793479681015","0.445793479681015","0.177541121840477","0.177541121840477","0.177541121840477"
"7559","0.5530271530151367","0.5530271530151367","0.5530271530151367","0.44677025079727173","0.44677025079727173","0.44677025079727173","0.10608823597431183","0.10608823597431183","0.10608823597431183","0.5794201493263245","0.5794201493263245","0.5794201493263245","0.5507673621177673","0.5507673621177673","0.5507673621177673","0.15933939814567566","0.15933939814567566","0.15933939814567566"
"7589","0.5488799810409546","0.5488799810409546","0.5488799810409546","0.3937649726867676","0.3937649726867676","0.3937649726867676","0.09628903865814209","0.09628903865814209","0.09628903865814209","0.5157889127731323","0.5157889127731323","0.5157889127731323","0.5656511783599854","0.5656511783599854","0.5656511783599854","0.13893099129199982","0.13893099129199982","0.13893099129199982"
"7619","0.327015221118927","0.327015221118927","0.327015221118927","0.4707086980342865","0.4707086980342865","0.4707086980342865","0.10256000608205795","0.10256000608205795","0.10256000608205795","0.9025653600692749","0.9025653600692749","0.9025653600692749","0.5260159969329834","0.5260159969329834","0.5260159969329834","0.18424110114574432","0.18424110114574432","0.18424110114574432"
"7649","1.5933315753936768","1.5933315753936768","1.5933315753936768","0.2884009778499603","0.2884009778499603","0.2884009778499603","0.13165155053138733","0.13165155053138733","0.13165155053138733","0.5244132280349731","0.5244132280349731","0.5244132280349731","0.7404040098190308","0.7404040098190308","0.7404040098190308","0.1695011854171753","0.1695011854171753","0.1695011854171753"
"7679","0.22935952246189117","0.22935952246189117","0.22935952246189117","0.3268604874610901","0.3268604874610901","0.3268604874610901","0.08880870789289474","0.08880870789289474","0.08880870789289474","0.43525853753089905","0.43525853753089905","0.43525853753089905","0.458088219165802","0.458088219165802","0.458088219165802","0.1349979192018509","0.1349979192018509","0.1349979192018509"
"7709","0.32952383160591125","0.32952383160591125","0.32952383160591125","0.368438184261322","0.368438184261322","0.368438184261322","0.13861523568630219","0.13861523568630219","0.13861523568630219","0.4869973957538605","0.4869973957538605","0.4869973957538605","0.5665727257728577","0.5665727257728577","0.5665727257728577","0.14575715363025665","0.14575715363025665","0.14575715363025665"
"7739","0.313912570476532","0.313912570476532","0.313912570476532","0.35270899534225464","0.35270899534225464","0.35270899534225464","0.11741069704294205","0.11741069704294205","0.11741069704294205","0.4475657641887665","0.4475657641887665","0.4475657641887665","0.4574037492275238","0.4574037492275238","0.4574037492275238","0.17267698049545288","0.17267698049545288","0.17267698049545288"
