"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"659","543.4598999023438","543.4598999023438","543.4598999023438","111.33097076416016","111.33097076416016","111.33097076416016","5.195317268371582","5.195317268371582","5.195317268371582","533.8781127929688","533.8781127929688","533.8781127929688","110.21224975585938","110.21224975585938","110.21224975585938","4.889171123504639","4.889171123504639","4.889171123504639"
"689","503.2480773925781","503.2480773925781","503.2480773925781","120.4295883178711","120.4295883178711","120.4295883178711","4.019669532775879","4.019669532775879","4.019669532775879","488.5876159667969","488.5876159667969","488.5876159667969","117.90757751464844","117.90757751464844","117.90757751464844","3.774681806564331","3.774681806564331","3.774681806564331"
"719","535.8121948242188","535.8121948242188","535.8121948242188","99.98844146728516","99.98844146728516","99.98844146728516","4.039224147796631","4.039224147796631","4.039224147796631","524.73779296875","524.73779296875","524.73779296875","96.53060150146484","96.53060150146484","96.53060150146484","3.7934141159057617","3.7934141159057617","3.7934141159057617"
"749","533.40576171875","533.40576171875","533.40576171875","97.15865325927734","97.15865325927734","97.15865325927734","3.6816816329956055","3.6816816329956055","3.6816816329956055","520.2632446289062","520.2632446289062","520.2632446289062","92.95014190673828","92.95014190673828","92.95014190673828","3.4766194820404053","3.4766194820404053","3.4766194820404053"
"779","466.98553466796875","466.98553466796875","466.98553466796875","95.98957824707031","95.98957824707031","95.98957824707031","3.5303874015808105","3.5303874015808105","3.5303874015808105","452.39410400390625","452.39410400390625","452.39410400390625","93.55128479003906","93.55128479003906","93.55128479003906","3.287210702896118","3.287210702896118","3.287210702896118"
"809","559.7930908203125","559.7930908203125","559.7930908203125","330.3414306640625","330.3414306640625","330.3414306640625","2.930220365524292","2.930220365524292","2.930220365524292","542.7606811523438","542.7606811523438","542.7606811523438","284.3510437011719","284.3510437011719","284.3510437011719","2.7233006954193115","2.7233006954193115","2.7233006954193115"
"839","417.3380432128906","417.3380432128906","417.3380432128906","80.56562042236328","80.56562042236328","80.56562042236328","3.5848541259765625","3.5848541259765625","3.5848541259765625","399.87921142578125","399.87921142578125","399.87921142578125","77.14661407470703","77.14661407470703","77.14661407470703","3.3605034351348877","3.3605034351348877","3.3605034351348877"
"869","583.9736328125","583.9736328125","583.9736328125","190.71932983398438","190.71932983398438","190.71932983398438","3.2434215545654297","3.2434215545654297","3.2434215545654297","606.15380859375","606.15380859375","606.15380859375","198.9884796142578","198.9884796142578","198.9884796142578","3.044560432434082","3.044560432434082","3.044560432434082"
"899","384.0071105957031","384.0071105957031","384.0071105957031","80.98334503173828","80.98334503173828","80.98334503173828","3.31152081489563","3.31152081489563","3.31152081489563","365.0639343261719","365.0639343261719","365.0639343261719","76.52410125732422","76.52410125732422","76.52410125732422","3.1126980781555176","3.1126980781555176","3.1126980781555176"
"929","326.5941162109375","326.5941162109375","326.5941162109375","64.84138488769531","64.84138488769531","64.84138488769531","2.8458142280578613","2.8458142280578613","2.8458142280578613","313.02972412109375","313.02972412109375","313.02972412109375","59.36347579956055","59.36347579956055","59.36347579956055","2.707962989807129","2.707962989807129","2.707962989807129"
"959","354.95184326171875","354.95184326171875","354.95184326171875","81.51748657226562","81.51748657226562","81.51748657226562","2.653388023376465","2.653388023376465","2.653388023376465","338.2525634765625","338.2525634765625","338.2525634765625","76.03972625732422","76.03972625732422","76.03972625732422","2.4874937534332275","2.4874937534332275","2.4874937534332275"
"989","189.53042602539062","189.53042602539062","189.53042602539062","42.06835174560547","42.06835174560547","42.06835174560547","2.373953104019165","2.373953104019165","2.373953104019165","180.2557830810547","180.2557830810547","180.2557830810547","40.95360565185547","40.95360565185547","40.95360565185547","2.263319730758667","2.263319730758667","2.263319730758667"
"1019","414.9739074707031","414.9739074707031","414.9739074707031","237.11151123046875","237.11151123046875","237.11151123046875","2.4051220417022705","2.4051220417022705","2.4051220417022705","418.76910400390625","418.76910400390625","418.76910400390625","278.4277038574219","278.4277038574219","278.4277038574219","2.268939733505249","2.268939733505249","2.268939733505249"
"1049","164.96121215820312","164.96121215820312","164.96121215820312","42.09601974487305","42.09601974487305","42.09601974487305","2.0030832290649414","2.0030832290649414","2.0030832290649414","156.5537109375","156.5537109375","156.5537109375","41.699256896972656","41.699256896972656","41.699256896972656","1.8556127548217773","1.8556127548217773","1.8556127548217773"
"1079","142.66929626464844","142.66929626464844","142.66929626464844","33.61091613769531","33.61091613769531","33.61091613769531","2.166926622390747","2.166926622390747","2.166926622390747","138.11927795410156","138.11927795410156","138.11927795410156","33.04884338378906","33.04884338378906","33.04884338378906","2.053360939025879","2.053360939025879","2.053360939025879"
"1109","446.80889892578125","446.80889892578125","446.80889892578125","99.77436065673828","99.77436065673828","99.77436065673828","1.7927924394607544","1.7927924394607544","1.7927924394607544","500.0347595214844","500.0347595214844","500.0347595214844","88.80113220214844","88.80113220214844","88.80113220214844","1.6795743703842163","1.6795743703842163","1.6795743703842163"
"1139","188.13438415527344","188.13438415527344","188.13438415527344","40.108551025390625","40.108551025390625","40.108551025390625","1.7852665185928345","1.7852665185928345","1.7852665185928345","183.27207946777344","183.27207946777344","183.27207946777344","38.269874572753906","38.269874572753906","38.269874572753906","1.6820473670959473","1.6820473670959473","1.6820473670959473"
"1169","232.6629638671875","232.6629638671875","232.6629638671875","41.31660079956055","41.31660079956055","41.31660079956055","1.9416042566299438","1.9416042566299438","1.9416042566299438","226.77333068847656","226.77333068847656","226.77333068847656","39.835819244384766","39.835819244384766","39.835819244384766","1.8666528463363647","1.8666528463363647","1.8666528463363647"
"1199","167.83241271972656","167.83241271972656","167.83241271972656","33.41792297363281","33.41792297363281","33.41792297363281","1.6482692956924438","1.6482692956924438","1.6482692956924438","162.47592163085938","162.47592163085938","162.47592163085938","33.97499084472656","33.97499084472656","33.97499084472656","1.5550363063812256","1.5550363063812256","1.5550363063812256"
"1229","407.5893249511719","407.5893249511719","407.5893249511719","220.7268524169922","220.7268524169922","220.7268524169922","1.7688778638839722","1.7688778638839722","1.7688778638839722","363.73077392578125","363.73077392578125","363.73077392578125","297.8782653808594","297.8782653808594","297.8782653808594","1.67720365524292","1.67720365524292","1.67720365524292"
"1259","163.82228088378906","163.82228088378906","163.82228088378906","32.49885940551758","32.49885940551758","32.49885940551758","1.61423921585083","1.61423921585083","1.61423921585083","161.51451110839844","161.51451110839844","161.51451110839844","31.52928924560547","31.52928924560547","31.52928924560547","1.5348789691925049","1.5348789691925049","1.5348789691925049"
"1289","114.61968231201172","114.61968231201172","114.61968231201172","24.59489631652832","24.59489631652832","24.59489631652832","1.6424037218093872","1.6424037218093872","1.6424037218093872","112.9798812866211","112.9798812866211","112.9798812866211","23.431217193603516","23.431217193603516","23.431217193603516","1.5631552934646606","1.5631552934646606","1.5631552934646606"
"1319","117.18209075927734","117.18209075927734","117.18209075927734","45.43904113769531","45.43904113769531","45.43904113769531","1.5242680311203003","1.5242680311203003","1.5242680311203003","116.20556640625","116.20556640625","116.20556640625","58.67224884033203","58.67224884033203","58.67224884033203","1.425273060798645","1.425273060798645","1.425273060798645"
"1349","127.08128356933594","127.08128356933594","127.08128356933594","26.933815002441406","26.933815002441406","26.933815002441406","1.5598818063735962","1.5598818063735962","1.5598818063735962","126.10990905761719","126.10990905761719","126.10990905761719","26.879169464111328","26.879169464111328","26.879169464111328","1.518027663230896","1.518027663230896","1.518027663230896"
"1379","104.28478240966797","104.28478240966797","104.28478240966797","26.702978134155273","26.702978134155273","26.702978134155273","1.5863263607025146","1.5863263607025146","1.5863263607025146","98.4632568359375","98.4632568359375","98.4632568359375","25.792301177978516","25.792301177978516","25.792301177978516","1.559409737586975","1.559409737586975","1.559409737586975"
"1409","125.63530731201172","125.63530731201172","125.63530731201172","26.09805679321289","26.09805679321289","26.09805679321289","1.337007761001587","1.337007761001587","1.337007761001587","121.48224639892578","121.48224639892578","121.48224639892578","25.438257217407227","25.438257217407227","25.438257217407227","1.2553539276123047","1.2553539276123047","1.2553539276123047"
"1439","136.0421142578125","136.0421142578125","136.0421142578125","29.168519973754883","29.168519973754883","29.168519973754883","1.2003624439239502","1.2003624439239502","1.2003624439239502","123.36402893066406","123.36402893066406","123.36402893066406","31.851640701293945","31.851640701293945","31.851640701293945","1.166700839996338","1.166700839996338","1.166700839996338"
"1469","152.01368713378906","152.01368713378906","152.01368713378906","28.849916458129883","28.849916458129883","28.849916458129883","1.1765056848526","1.1765056848526","1.1765056848526","144.1268768310547","144.1268768310547","144.1268768310547","27.52164077758789","27.52164077758789","27.52164077758789","1.1207436323165894","1.1207436323165894","1.1207436323165894"
"1499","116.1241683959961","116.1241683959961","116.1241683959961","22.689943313598633","22.689943313598633","22.689943313598633","1.3200185298919678","1.3200185298919678","1.3200185298919678","115.4909439086914","115.4909439086914","115.4909439086914","22.765321731567383","22.765321731567383","22.765321731567383","1.2884368896484375","1.2884368896484375","1.2884368896484375"
"1529","88.34591674804688","88.34591674804688","88.34591674804688","22.84990119934082","22.84990119934082","22.84990119934082","1.1485884189605713","1.1485884189605713","1.1485884189605713","85.82521057128906","85.82521057128906","85.82521057128906","22.03870964050293","22.03870964050293","22.03870964050293","1.1205703020095825","1.1205703020095825","1.1205703020095825"
"1559","99.74422454833984","99.74422454833984","99.74422454833984","21.91683006286621","21.91683006286621","21.91683006286621","1.2629375457763672","1.2629375457763672","1.2629375457763672","95.92086791992188","95.92086791992188","95.92086791992188","21.813417434692383","21.813417434692383","21.813417434692383","1.2145025730133057","1.2145025730133057","1.2145025730133057"
"1589","86.27072143554688","86.27072143554688","86.27072143554688","18.225479125976562","18.225479125976562","18.225479125976562","1.1290491819381714","1.1290491819381714","1.1290491819381714","81.91593933105469","81.91593933105469","81.91593933105469","18.100990295410156","18.100990295410156","18.100990295410156","1.1139487028121948","1.1139487028121948","1.1139487028121948"
"1619","102.18091583251953","102.18091583251953","102.18091583251953","46.434295654296875","46.434295654296875","46.434295654296875","0.9886418581008911","0.9886418581008911","0.9886418581008911","100.16446685791016","100.16446685791016","100.16446685791016","36.38970947265625","36.38970947265625","36.38970947265625","0.9359098076820374","0.9359098076820374","0.9359098076820374"
"1649","71.99602508544922","71.99602508544922","71.99602508544922","19.21010971069336","19.21010971069336","19.21010971069336","1.0967744588851929","1.0967744588851929","1.0967744588851929","69.9831314086914","69.9831314086914","69.9831314086914","20.832393646240234","20.832393646240234","20.832393646240234","1.1254260540008545","1.1254260540008545","1.1254260540008545"
"1679","76.11424255371094","76.11424255371094","76.11424255371094","16.285324096679688","16.285324096679688","16.285324096679688","1.2352324724197388","1.2352324724197388","1.2352324724197388","75.9200439453125","75.9200439453125","75.9200439453125","16.747587203979492","16.747587203979492","16.747587203979492","1.228169560432434","1.228169560432434","1.228169560432434"
"1709","43.07665252685547","43.07665252685547","43.07665252685547","12.060070991516113","12.060070991516113","12.060070991516113","0.9185751676559448","0.9185751676559448","0.9185751676559448","47.22674560546875","47.22674560546875","47.22674560546875","12.382486343383789","12.382486343383789","12.382486343383789","0.8959370255470276","0.8959370255470276","0.8959370255470276"
"1739","35.09477615356445","35.09477615356445","35.09477615356445","10.94844913482666","10.94844913482666","10.94844913482666","0.7556931376457214","0.7556931376457214","0.7556931376457214","40.12359619140625","40.12359619140625","40.12359619140625","9.702914237976074","9.702914237976074","9.702914237976074","0.7034347653388977","0.7034347653388977","0.7034347653388977"
"1769","50.13277816772461","50.13277816772461","50.13277816772461","11.148472785949707","11.148472785949707","11.148472785949707","0.830547034740448","0.830547034740448","0.830547034740448","55.6025390625","55.6025390625","55.6025390625","11.877280235290527","11.877280235290527","11.877280235290527","0.7872322201728821","0.7872322201728821","0.7872322201728821"
"1799","57.45346450805664","57.45346450805664","57.45346450805664","11.745302200317383","11.745302200317383","11.745302200317383","0.8981181383132935","0.8981181383132935","0.8981181383132935","63.50906753540039","63.50906753540039","63.50906753540039","11.789960861206055","11.789960861206055","11.789960861206055","0.9019833207130432","0.9019833207130432","0.9019833207130432"
"1829","57.27531051635742","57.27531051635742","57.27531051635742","12.585380554199219","12.585380554199219","12.585380554199219","0.8708155751228333","0.8708155751228333","0.8708155751228333","64.27771759033203","64.27771759033203","64.27771759033203","14.523239135742188","14.523239135742188","14.523239135742188","0.8694897294044495","0.8694897294044495","0.8694897294044495"
"1859","83.45909881591797","83.45909881591797","83.45909881591797","15.352900505065918","15.352900505065918","15.352900505065918","0.7974922060966492","0.7974922060966492","0.7974922060966492","86.9988784790039","86.9988784790039","86.9988784790039","16.11086654663086","16.11086654663086","16.11086654663086","0.7695580124855042","0.7695580124855042","0.7695580124855042"
"1889","32.940670013427734","32.940670013427734","32.940670013427734","8.044760704040527","8.044760704040527","8.044760704040527","0.7492013573646545","0.7492013573646545","0.7492013573646545","38.74915313720703","38.74915313720703","38.74915313720703","8.445191383361816","8.445191383361816","8.445191383361816","0.7280197143554688","0.7280197143554688","0.7280197143554688"
"1919","42.99494171142578","42.99494171142578","42.99494171142578","37.92919921875","37.92919921875","37.92919921875","0.8635478019714355","0.8635478019714355","0.8635478019714355","48.37958908081055","48.37958908081055","48.37958908081055","43.326683044433594","43.326683044433594","43.326683044433594","0.8443403244018555","0.8443403244018555","0.8443403244018555"
"1949","43.240535736083984","43.240535736083984","43.240535736083984","9.632543563842773","9.632543563842773","9.632543563842773","0.7889582514762878","0.7889582514762878","0.7889582514762878","49.06509780883789","49.06509780883789","49.06509780883789","10.02586555480957","10.02586555480957","10.02586555480957","0.7665095329284668","0.7665095329284668","0.7665095329284668"
"1979","38.674102783203125","38.674102783203125","38.674102783203125","8.327314376831055","8.327314376831055","8.327314376831055","0.6524423956871033","0.6524423956871033","0.6524423956871033","42.90222930908203","42.90222930908203","42.90222930908203","8.622791290283203","8.622791290283203","8.622791290283203","0.6211172938346863","0.6211172938346863","0.6211172938346863"
"2009","35.594764709472656","35.594764709472656","35.594764709472656","8.363664627075195","8.363664627075195","8.363664627075195","0.6643087863922119","0.6643087863922119","0.6643087863922119","40.764442443847656","40.764442443847656","40.764442443847656","9.452035903930664","9.452035903930664","9.452035903930664","0.6704337000846863","0.6704337000846863","0.6704337000846863"
"2039","33.079429626464844","33.079429626464844","33.079429626464844","6.851881980895996","6.851881980895996","6.851881980895996","0.6539021730422974","0.6539021730422974","0.6539021730422974","37.95648956298828","37.95648956298828","37.95648956298828","9.313752174377441","9.313752174377441","9.313752174377441","0.6430694460868835","0.6430694460868835","0.6430694460868835"
"2069","45.20199966430664","45.20199966430664","45.20199966430664","10.677377700805664","10.677377700805664","10.677377700805664","0.6578136086463928","0.6578136086463928","0.6578136086463928","53.354671478271484","53.354671478271484","53.354671478271484","10.973501205444336","10.973501205444336","10.973501205444336","0.6479700803756714","0.6479700803756714","0.6479700803756714"
"2099","49.213104248046875","49.213104248046875","49.213104248046875","11.294208526611328","11.294208526611328","11.294208526611328","0.663711667060852","0.663711667060852","0.663711667060852","59.653621673583984","59.653621673583984","59.653621673583984","11.568119049072266","11.568119049072266","11.568119049072266","0.667364239692688","0.667364239692688","0.667364239692688"
"2129","28.2728214263916","28.2728214263916","28.2728214263916","6.190270900726318","6.190270900726318","6.190270900726318","0.630950927734375","0.630950927734375","0.630950927734375","35.39931869506836","35.39931869506836","35.39931869506836","7.235973834991455","7.235973834991455","7.235973834991455","0.6345383524894714","0.6345383524894714","0.6345383524894714"
"2159","24.314966201782227","24.314966201782227","24.314966201782227","6.724881649017334","6.724881649017334","6.724881649017334","0.7091019749641418","0.7091019749641418","0.7091019749641418","27.396629333496094","27.396629333496094","27.396629333496094","6.849989414215088","6.849989414215088","6.849989414215088","0.7021162509918213","0.7021162509918213","0.7021162509918213"
"2189","29.632274627685547","29.632274627685547","29.632274627685547","5.416094779968262","5.416094779968262","5.416094779968262","0.5678775906562805","0.5678775906562805","0.5678775906562805","33.56533432006836","33.56533432006836","33.56533432006836","5.931859016418457","5.931859016418457","5.931859016418457","0.5670755505561829","0.5670755505561829","0.5670755505561829"
"2219","29.62827491760254","29.62827491760254","29.62827491760254","8.239697456359863","8.239697456359863","8.239697456359863","0.7001929879188538","0.7001929879188538","0.7001929879188538","36.32969284057617","36.32969284057617","36.32969284057617","9.733141899108887","9.733141899108887","9.733141899108887","0.7059997320175171","0.7059997320175171","0.7059997320175171"
"2249","28.732421875","28.732421875","28.732421875","7.800900936126709","7.800900936126709","7.800900936126709","0.6646755933761597","0.6646755933761597","0.6646755933761597","34.579769134521484","34.579769134521484","34.579769134521484","9.21412467956543","9.21412467956543","9.21412467956543","0.6609302163124084","0.6609302163124084","0.6609302163124084"
"2279","79.41168975830078","79.41168975830078","79.41168975830078","14.90095043182373","14.90095043182373","14.90095043182373","0.6329596638679504","0.6329596638679504","0.6329596638679504","90.22209930419922","90.22209930419922","90.22209930419922","15.102588653564453","15.102588653564453","15.102588653564453","0.5961877703666687","0.5961877703666687","0.5961877703666687"
"2309","17.917949676513672","17.917949676513672","17.917949676513672","5.08350133895874","5.08350133895874","5.08350133895874","0.5752012729644775","0.5752012729644775","0.5752012729644775","22.76112174987793","22.76112174987793","22.76112174987793","6.147199630737305","6.147199630737305","6.147199630737305","0.5959010720252991","0.5959010720252991","0.5959010720252991"
"2339","24.32793617248535","24.32793617248535","24.32793617248535","21.554096221923828","21.554096221923828","21.554096221923828","0.5649998188018799","0.5649998188018799","0.5649998188018799","31.5283203125","31.5283203125","31.5283203125","14.677638053894043","14.677638053894043","14.677638053894043","0.5903996825218201","0.5903996825218201","0.5903996825218201"
"2369","21.34158706665039","21.34158706665039","21.34158706665039","9.914027214050293","9.914027214050293","9.914027214050293","0.5522832274436951","0.5522832274436951","0.5522832274436951","27.514204025268555","27.514204025268555","27.514204025268555","20.76228141784668","20.76228141784668","20.76228141784668","0.5447773933410645","0.5447773933410645","0.5447773933410645"
"2399","21.240036010742188","21.240036010742188","21.240036010742188","47.310691833496094","47.310691833496094","47.310691833496094","0.4753841161727905","0.4753841161727905","0.4753841161727905","30.395492553710938","30.395492553710938","30.395492553710938","57.16450881958008","57.16450881958008","57.16450881958008","0.457984983921051","0.457984983921051","0.457984983921051"
"2429","15.091419219970703","15.091419219970703","15.091419219970703","4.1636786460876465","4.1636786460876465","4.1636786460876465","0.4689207077026367","0.4689207077026367","0.4689207077026367","22.518192291259766","22.518192291259766","22.518192291259766","5.038990497589111","5.038990497589111","5.038990497589111","0.4646008312702179","0.4646008312702179","0.4646008312702179"
