"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"329","65.76764678955078","65.76764678955078","65.76764678955078","34.21842575073242","34.21842575073242","34.21842575073242","7.923244476318359","7.923244476318359","7.923244476318359"
"359","59.459442138671875","59.459442138671875","59.459442138671875","27.51248550415039","27.51248550415039","27.51248550415039","7.252994060516357","7.252994060516357","7.252994060516357"
"389","55.0451545715332","55.0451545715332","55.0451545715332","24.20423698425293","24.20423698425293","24.20423698425293","6.789981365203857","6.789981365203857","6.789981365203857"
"419","57.09469223022461","57.09469223022461","57.09469223022461","23.936500549316406","23.936500549316406","23.936500549316406","6.3195929527282715","6.3195929527282715","6.3195929527282715"
"449","53.19050216674805","53.19050216674805","53.19050216674805","20.324979782104492","20.324979782104492","20.324979782104492","6.377186298370361","6.377186298370361","6.377186298370361"
"479","55.748661041259766","55.748661041259766","55.748661041259766","21.944684982299805","21.944684982299805","21.944684982299805","5.850610733032227","5.850610733032227","5.850610733032227"
"509","54.09444808959961","54.09444808959961","54.09444808959961","22.518423080444336","22.518423080444336","22.518423080444336","5.656052112579346","5.656052112579346","5.656052112579346"
"539","45.53684616088867","45.53684616088867","45.53684616088867","49.64333724975586","49.64333724975586","49.64333724975586","5.529138088226318","5.529138088226318","5.529138088226318"
"569","49.85915756225586","49.85915756225586","49.85915756225586","18.884708404541016","18.884708404541016","18.884708404541016","5.498942852020264","5.498942852020264","5.498942852020264"
"599","52.3460693359375","52.3460693359375","52.3460693359375","17.50673484802246","17.50673484802246","17.50673484802246","5.081094741821289","5.081094741821289","5.081094741821289"
"629","54.99148178100586","54.99148178100586","54.99148178100586","19.563222885131836","19.563222885131836","19.563222885131836","5.033805847167969","5.033805847167969","5.033805847167969"
"659","57.68346405029297","57.68346405029297","57.68346405029297","20.759681701660156","20.759681701660156","20.759681701660156","4.721180438995361","4.721180438995361","4.721180438995361"
"689","61.194602966308594","61.194602966308594","61.194602966308594","62.82276153564453","62.82276153564453","62.82276153564453","4.94077730178833","4.94077730178833","4.94077730178833"
"719","52.972225189208984","52.972225189208984","52.972225189208984","18.21530532836914","18.21530532836914","18.21530532836914","4.716743469238281","4.716743469238281","4.716743469238281"
"749","51.374446868896484","51.374446868896484","51.374446868896484","18.870351791381836","18.870351791381836","18.870351791381836","4.6143035888671875","4.6143035888671875","4.6143035888671875"
"779","51.53702926635742","51.53702926635742","51.53702926635742","17.262231826782227","17.262231826782227","17.262231826782227","4.361659049987793","4.361659049987793","4.361659049987793"
"809","60.105995178222656","60.105995178222656","60.105995178222656","61.739959716796875","61.739959716796875","61.739959716796875","4.577790260314941","4.577790260314941","4.577790260314941"
"839","52.48812484741211","52.48812484741211","52.48812484741211","17.1558837890625","17.1558837890625","17.1558837890625","4.095801830291748","4.095801830291748","4.095801830291748"
"869","56.50021743774414","56.50021743774414","56.50021743774414","60.403656005859375","60.403656005859375","60.403656005859375","4.326053142547607","4.326053142547607","4.326053142547607"
"899","51.703269958496094","51.703269958496094","51.703269958496094","17.788610458374023","17.788610458374023","17.788610458374023","4.2712507247924805","4.2712507247924805","4.2712507247924805"
"929","50.249271392822266","50.249271392822266","50.249271392822266","16.762495040893555","16.762495040893555","16.762495040893555","3.958306074142456","3.958306074142456","3.958306074142456"
"959","43.118709564208984","43.118709564208984","43.118709564208984","46.35562515258789","46.35562515258789","46.35562515258789","4.169103622436523","4.169103622436523","4.169103622436523"
"989","61.9569206237793","61.9569206237793","61.9569206237793","18.612329483032227","18.612329483032227","18.612329483032227","3.93277645111084","3.93277645111084","3.93277645111084"
"1019","62.94701385498047","62.94701385498047","62.94701385498047","60.75666809082031","60.75666809082031","60.75666809082031","4.098388671875","4.098388671875","4.098388671875"
"1049","57.84574890136719","57.84574890136719","57.84574890136719","15.163509368896484","15.163509368896484","15.163509368896484","3.8573482036590576","3.8573482036590576","3.8573482036590576"
"1079","55.83761215209961","55.83761215209961","55.83761215209961","13.777907371520996","13.777907371520996","13.777907371520996","3.6060245037078857","3.6060245037078857","3.6060245037078857"
"1109","61.65591049194336","61.65591049194336","61.65591049194336","59.54494094848633","59.54494094848633","59.54494094848633","3.8601691722869873","3.8601691722869873","3.8601691722869873"
"1139","46.52928161621094","46.52928161621094","46.52928161621094","14.714767456054688","14.714767456054688","14.714767456054688","4.031779766082764","4.031779766082764","4.031779766082764"
"1169","44.75521469116211","44.75521469116211","44.75521469116211","13.598634719848633","13.598634719848633","13.598634719848633","3.6440417766571045","3.6440417766571045","3.6440417766571045"
"1199","43.42082595825195","43.42082595825195","43.42082595825195","12.66991138458252","12.66991138458252","12.66991138458252","3.674393892288208","3.674393892288208","3.674393892288208"
"1229","62.5423698425293","62.5423698425293","62.5423698425293","59.64584732055664","59.64584732055664","59.64584732055664","3.7002270221710205","3.7002270221710205","3.7002270221710205"
"1259","45.87811279296875","45.87811279296875","45.87811279296875","13.647543907165527","13.647543907165527","13.647543907165527","3.70776104927063","3.70776104927063","3.70776104927063"
"1289","44.29454803466797","44.29454803466797","44.29454803466797","12.574475288391113","12.574475288391113","12.574475288391113","3.4277215003967285","3.4277215003967285","3.4277215003967285"
"1319","45.651512145996094","45.651512145996094","45.651512145996094","46.65281295776367","46.65281295776367","46.65281295776367","3.4756438732147217","3.4756438732147217","3.4756438732147217"
"1349","47.87306594848633","47.87306594848633","47.87306594848633","13.732686042785645","13.732686042785645","13.732686042785645","3.5941569805145264","3.5941569805145264","3.5941569805145264"
"1379","48.96409225463867","48.96409225463867","48.96409225463867","13.55868911743164","13.55868911743164","13.55868911743164","3.283128261566162","3.283128261566162","3.283128261566162"
"1409","42.77237319946289","42.77237319946289","42.77237319946289","12.37380313873291","12.37380313873291","12.37380313873291","3.4099082946777344","3.4099082946777344","3.4099082946777344"
"1439","41.99964904785156","41.99964904785156","41.99964904785156","12.992511749267578","12.992511749267578","12.992511749267578","3.677802324295044","3.677802324295044","3.677802324295044"
"1469","36.97195053100586","36.97195053100586","36.97195053100586","11.76680850982666","11.76680850982666","11.76680850982666","3.501803398132324","3.501803398132324","3.501803398132324"
"1499","42.458740234375","42.458740234375","42.458740234375","10.78285026550293","10.78285026550293","10.78285026550293","3.382791757583618","3.382791757583618","3.382791757583618"
"1529","43.5927619934082","43.5927619934082","43.5927619934082","11.710896492004395","11.710896492004395","11.710896492004395","3.400604724884033","3.400604724884033","3.400604724884033"
"1559","42.26017379760742","42.26017379760742","42.26017379760742","12.281111717224121","12.281111717224121","12.281111717224121","3.2945079803466797","3.2945079803466797","3.2945079803466797"
"1589","44.98113250732422","44.98113250732422","44.98113250732422","12.05477523803711","12.05477523803711","12.05477523803711","3.2888240814208984","3.2888240814208984","3.2888240814208984"
"1619","39.01948547363281","39.01948547363281","39.01948547363281","41.86680603027344","41.86680603027344","41.86680603027344","3.295677423477173","3.295677423477173","3.295677423477173"
"1649","41.21670150756836","41.21670150756836","41.21670150756836","44.90878677368164","44.90878677368164","44.90878677368164","3.2010161876678467","3.2010161876678467","3.2010161876678467"
"1679","40.54171371459961","40.54171371459961","40.54171371459961","11.275712966918945","11.275712966918945","11.275712966918945","3.3085451126098633","3.3085451126098633","3.3085451126098633"
"1709","42.58176803588867","42.58176803588867","42.58176803588867","9.3059663772583","9.3059663772583","9.3059663772583","3.2715587615966797","3.2715587615966797","3.2715587615966797"
"1739","35.59705352783203","35.59705352783203","35.59705352783203","8.519426345825195","8.519426345825195","8.519426345825195","3.3461296558380127","3.3461296558380127","3.3461296558380127"
"1769","36.72583770751953","36.72583770751953","36.72583770751953","10.930917739868164","10.930917739868164","10.930917739868164","3.3029961585998535","3.3029961585998535","3.3029961585998535"
"1799","35.50831604003906","35.50831604003906","35.50831604003906","9.623259544372559","9.623259544372559","9.623259544372559","3.290196657180786","3.290196657180786","3.290196657180786"
"1829","34.7812385559082","34.7812385559082","34.7812385559082","10.442398071289062","10.442398071289062","10.442398071289062","3.207012891769409","3.207012891769409","3.207012891769409"
"1859","33.49899673461914","33.49899673461914","33.49899673461914","10.91280746459961","10.91280746459961","10.91280746459961","3.198564052581787","3.198564052581787","3.198564052581787"
"1889","35.59808349609375","35.59808349609375","35.59808349609375","7.583102703094482","7.583102703094482","7.583102703094482","3.199122667312622","3.199122667312622","3.199122667312622"
"1919","34.97726821899414","34.97726821899414","34.97726821899414","41.26972198486328","41.26972198486328","41.26972198486328","3.047187328338623","3.047187328338623","3.047187328338623"
"1949","33.0297737121582","33.0297737121582","33.0297737121582","9.857943534851074","9.857943534851074","9.857943534851074","3.027371644973755","3.027371644973755","3.027371644973755"
"1979","35.13838577270508","35.13838577270508","35.13838577270508","9.412847518920898","9.412847518920898","9.412847518920898","3.1714916229248047","3.1714916229248047","3.1714916229248047"
"2009","33.81078338623047","33.81078338623047","33.81078338623047","9.034528732299805","9.034528732299805","9.034528732299805","3.1101367473602295","3.1101367473602295","3.1101367473602295"
"2039","33.27020263671875","33.27020263671875","33.27020263671875","8.844691276550293","8.844691276550293","8.844691276550293","2.994948387145996","2.994948387145996","2.994948387145996"
"2069","30.532039642333984","30.532039642333984","30.532039642333984","9.685418128967285","9.685418128967285","9.685418128967285","3.0537328720092773","3.0537328720092773","3.0537328720092773"
"2099","30.11699676513672","30.11699676513672","30.11699676513672","10.638385772705078","10.638385772705078","10.638385772705078","3.2403130531311035","3.2403130531311035","3.2403130531311035"
"2129","30.695600509643555","30.695600509643555","30.695600509643555","8.046883583068848","8.046883583068848","8.046883583068848","2.953251838684082","2.953251838684082","2.953251838684082"
"2159","34.501564025878906","34.501564025878906","34.501564025878906","7.462318420410156","7.462318420410156","7.462318420410156","2.868475914001465","2.868475914001465","2.868475914001465"
"2189","30.863388061523438","30.863388061523438","30.863388061523438","7.806621074676514","7.806621074676514","7.806621074676514","2.978273868560791","2.978273868560791","2.978273868560791"
"2219","30.259721755981445","30.259721755981445","30.259721755981445","9.011160850524902","9.011160850524902","9.011160850524902","2.961074113845825","2.961074113845825","2.961074113845825"
"2249","31.46084976196289","31.46084976196289","31.46084976196289","8.940762519836426","8.940762519836426","8.940762519836426","2.894613265991211","2.894613265991211","2.894613265991211"
"2279","235.82711791992188","235.82711791992188","235.82711791992188","107.87245178222656","107.87245178222656","107.87245178222656","47.062294006347656","47.062294006347656","47.062294006347656"
"2309","30.082626342773438","30.082626342773438","30.082626342773438","7.042205810546875","7.042205810546875","7.042205810546875","2.9971184730529785","2.9971184730529785","2.9971184730529785"
"2339","33.25538635253906","33.25538635253906","33.25538635253906","39.667320251464844","39.667320251464844","39.667320251464844","3.1186516284942627","3.1186516284942627","3.1186516284942627"
"2369","33.204002380371094","33.204002380371094","33.204002380371094","42.126556396484375","42.126556396484375","42.126556396484375","2.980801820755005","2.980801820755005","2.980801820755005"
"2399","29.83744239807129","29.83744239807129","29.83744239807129","38.6187744140625","38.6187744140625","38.6187744140625","2.934746742248535","2.934746742248535","2.934746742248535"
"2429","26.69597625732422","26.69597625732422","26.69597625732422","7.755436420440674","7.755436420440674","7.755436420440674","3.0554254055023193","3.0554254055023193","3.0554254055023193"
"2459","26.85719871520996","26.85719871520996","26.85719871520996","7.053016185760498","7.053016185760498","7.053016185760498","2.815053701400757","2.815053701400757","2.815053701400757"
"2489","29.71735954284668","29.71735954284668","29.71735954284668","8.444950103759766","8.444950103759766","8.444950103759766","3.050382614135742","3.050382614135742","3.050382614135742"
"2519","26.90690040588379","26.90690040588379","26.90690040588379","7.661734580993652","7.661734580993652","7.661734580993652","2.934988260269165","2.934988260269165","2.934988260269165"
"2549","29.053714752197266","29.053714752197266","29.053714752197266","7.679044246673584","7.679044246673584","7.679044246673584","3.0574584007263184","3.0574584007263184","3.0574584007263184"
"2579","30.401168823242188","30.401168823242188","30.401168823242188","37.28498077392578","37.28498077392578","37.28498077392578","2.8716647624969482","2.8716647624969482","2.8716647624969482"
"2609","25.039255142211914","25.039255142211914","25.039255142211914","7.285400390625","7.285400390625","7.285400390625","2.923462390899658","2.923462390899658","2.923462390899658"
"2639","21.18497085571289","21.18497085571289","21.18497085571289","4.978507995605469","4.978507995605469","4.978507995605469","2.9020705223083496","2.9020705223083496","2.9020705223083496"
"2669","23.738536834716797","23.738536834716797","23.738536834716797","7.039485931396484","7.039485931396484","7.039485931396484","2.9271507263183594","2.9271507263183594","2.9271507263183594"
"2699","26.825780868530273","26.825780868530273","26.825780868530273","6.590439319610596","6.590439319610596","6.590439319610596","2.734548330307007","2.734548330307007","2.734548330307007"
"2729","24.7011661529541","24.7011661529541","24.7011661529541","7.571518421173096","7.571518421173096","7.571518421173096","2.7692294120788574","2.7692294120788574","2.7692294120788574"
"2759","19.783361434936523","19.783361434936523","19.783361434936523","4.934817790985107","4.934817790985107","4.934817790985107","2.8814339637756348","2.8814339637756348","2.8814339637756348"
"2789","21.88732147216797","21.88732147216797","21.88732147216797","4.593516826629639","4.593516826629639","4.593516826629639","3.0002660751342773","3.0002660751342773","3.0002660751342773"
"2819","23.5937442779541","23.5937442779541","23.5937442779541","6.286135196685791","6.286135196685791","6.286135196685791","2.77519154548645","2.77519154548645","2.77519154548645"
"2849","23.64440155029297","23.64440155029297","23.64440155029297","6.939949989318848","6.939949989318848","6.939949989318848","2.826810836791992","2.826810836791992","2.826810836791992"
"2879","26.38201904296875","26.38201904296875","26.38201904296875","35.7767219543457","35.7767219543457","35.7767219543457","2.82186222076416","2.82186222076416","2.82186222076416"
"2909","20.2784366607666","20.2784366607666","20.2784366607666","5.242000102996826","5.242000102996826","5.242000102996826","2.8729612827301025","2.8729612827301025","2.8729612827301025"
"2939","11.151308059692383","11.151308059692383","11.151308059692383","3.6667320728302","3.6667320728302","3.6667320728302","2.773829936981201","2.773829936981201","2.773829936981201"
"2969","28.045185089111328","28.045185089111328","28.045185089111328","35.28141403198242","35.28141403198242","35.28141403198242","2.686366319656372","2.686366319656372","2.686366319656372"
"2999","14.10947036743164","14.10947036743164","14.10947036743164","3.8646602630615234","3.8646602630615234","3.8646602630615234","2.7365267276763916","2.7365267276763916","2.7365267276763916"
"3029","29.078641891479492","29.078641891479492","29.078641891479492","37.52046203613281","37.52046203613281","37.52046203613281","2.647791624069214","2.647791624069214","2.647791624069214"
"3059","21.16162109375","21.16162109375","21.16162109375","5.281363487243652","5.281363487243652","5.281363487243652","2.6186861991882324","2.6186861991882324","2.6186861991882324"
"3089","16.074312210083008","16.074312210083008","16.074312210083008","3.5601558685302734","3.5601558685302734","3.5601558685302734","2.7674999237060547","2.7674999237060547","2.7674999237060547"
"3119","17.6568546295166","17.6568546295166","17.6568546295166","4.110607624053955","4.110607624053955","4.110607624053955","2.5957422256469727","2.5957422256469727","2.5957422256469727"
"3149","15.084823608398438","15.084823608398438","15.084823608398438","3.9883129596710205","3.9883129596710205","3.9883129596710205","2.7529549598693848","2.7529549598693848","2.7529549598693848"
"3179","16.952905654907227","16.952905654907227","16.952905654907227","5.2239861488342285","5.2239861488342285","5.2239861488342285","2.774359703063965","2.774359703063965","2.774359703063965"
"3209","21.23308753967285","21.23308753967285","21.23308753967285","5.83135461807251","5.83135461807251","5.83135461807251","2.8147659301757812","2.8147659301757812","2.8147659301757812"
"3239","17.1239013671875","17.1239013671875","17.1239013671875","4.206474304199219","4.206474304199219","4.206474304199219","2.686699390411377","2.686699390411377","2.686699390411377"
"3269","18.927589416503906","18.927589416503906","18.927589416503906","4.863375186920166","4.863375186920166","4.863375186920166","2.6452322006225586","2.6452322006225586","2.6452322006225586"
"3299","19.820247650146484","19.820247650146484","19.820247650146484","5.434053897857666","5.434053897857666","5.434053897857666","2.659114360809326","2.659114360809326","2.659114360809326"
"3329","21.11377716064453","21.11377716064453","21.11377716064453","6.526665687561035","6.526665687561035","6.526665687561035","2.744469165802002","2.744469165802002","2.744469165802002"
"3359","17.7474308013916","17.7474308013916","17.7474308013916","5.072966575622559","5.072966575622559","5.072966575622559","2.6688976287841797","2.6688976287841797","2.6688976287841797"
"3389","10.284750938415527","10.284750938415527","10.284750938415527","2.9584879875183105","2.9584879875183105","2.9584879875183105","2.6181416511535645","2.6181416511535645","2.6181416511535645"
"3419","16.628555297851562","16.628555297851562","16.628555297851562","3.995833158493042","3.995833158493042","3.995833158493042","2.531344175338745","2.531344175338745","2.531344175338745"
"3449","17.148090362548828","17.148090362548828","17.148090362548828","4.475152969360352","4.475152969360352","4.475152969360352","2.5682079792022705","2.5682079792022705","2.5682079792022705"
"3479","16.840299606323242","16.840299606323242","16.840299606323242","4.035295486450195","4.035295486450195","4.035295486450195","2.5592875480651855","2.5592875480651855","2.5592875480651855"
"3509","21.995826721191406","21.995826721191406","21.995826721191406","32.04285430908203","32.04285430908203","32.04285430908203","2.663557291030884","2.663557291030884","2.663557291030884"
"3539","19.716638565063477","19.716638565063477","19.716638565063477","6.223643779754639","6.223643779754639","6.223643779754639","2.536404609680176","2.536404609680176","2.536404609680176"
"3569","15.885673522949219","15.885673522949219","15.885673522949219","4.155668258666992","4.155668258666992","4.155668258666992","2.4837441444396973","2.4837441444396973","2.4837441444396973"
"3599","14.110746383666992","14.110746383666992","14.110746383666992","3.852006673812866","3.852006673812866","3.852006673812866","2.651583194732666","2.651583194732666","2.651583194732666"
"3629","10.878271102905273","10.878271102905273","10.878271102905273","3.3539135456085205","3.3539135456085205","3.3539135456085205","2.738865613937378","2.738865613937378","2.738865613937378"
"3659","19.825578689575195","19.825578689575195","19.825578689575195","31.305517196655273","31.305517196655273","31.305517196655273","2.507077693939209","2.507077693939209","2.507077693939209"
"3689","2.8953628540039062","2.8953628540039062","2.8953628540039062","2.5763213634490967","2.5763213634490967","2.5763213634490967","2.6139767169952393","2.6139767169952393","2.6139767169952393"
"3719","14.096994400024414","14.096994400024414","14.096994400024414","4.636516094207764","4.636516094207764","4.636516094207764","2.5508010387420654","2.5508010387420654","2.5508010387420654"
"3749","2.790149211883545","2.790149211883545","2.790149211883545","2.545029640197754","2.545029640197754","2.545029640197754","2.542391061782837","2.542391061782837","2.542391061782837"
"3779","11.423115730285645","11.423115730285645","11.423115730285645","3.7072596549987793","3.7072596549987793","3.7072596549987793","2.5031633377075195","2.5031633377075195","2.5031633377075195"
"3809","13.190726280212402","13.190726280212402","13.190726280212402","3.0942604541778564","3.0942604541778564","3.0942604541778564","2.4118471145629883","2.4118471145629883","2.4118471145629883"
"3839","14.799941062927246","14.799941062927246","14.799941062927246","3.436758279800415","3.436758279800415","3.436758279800415","2.663865566253662","2.663865566253662","2.663865566253662"
"3869","20.406063079833984","20.406063079833984","20.406063079833984","30.1397647857666","30.1397647857666","30.1397647857666","2.4620862007141113","2.4620862007141113","2.4620862007141113"
"3899","16.491607666015625","16.491607666015625","16.491607666015625","5.0955610275268555","5.0955610275268555","5.0955610275268555","2.5106847286224365","2.5106847286224365","2.5106847286224365"
"3929","9.861085891723633","9.861085891723633","9.861085891723633","2.915200710296631","2.915200710296631","2.915200710296631","2.5326449871063232","2.5326449871063232","2.5326449871063232"
"3959","10.235383987426758","10.235383987426758","10.235383987426758","3.1761796474456787","3.1761796474456787","3.1761796474456787","2.4592647552490234","2.4592647552490234","2.4592647552490234"
"3989","10.296924591064453","10.296924591064453","10.296924591064453","3.6716203689575195","3.6716203689575195","3.6716203689575195","2.607011079788208","2.607011079788208","2.607011079788208"
"4019","15.566652297973633","15.566652297973633","15.566652297973633","29.509218215942383","29.509218215942383","29.509218215942383","2.367739200592041","2.367739200592041","2.367739200592041"
"4049","9.34742259979248","9.34742259979248","9.34742259979248","2.9139530658721924","2.9139530658721924","2.9139530658721924","2.4745309352874756","2.4745309352874756","2.4745309352874756"
"4079","16.395055770874023","16.395055770874023","16.395055770874023","5.066957950592041","5.066957950592041","5.066957950592041","2.467705011367798","2.467705011367798","2.467705011367798"
"4109","11.49868392944336","11.49868392944336","11.49868392944336","3.643925189971924","3.643925189971924","3.643925189971924","2.5119264125823975","2.5119264125823975","2.5119264125823975"
"4139","15.756842613220215","15.756842613220215","15.756842613220215","4.8956499099731445","4.8956499099731445","4.8956499099731445","2.476703405380249","2.476703405380249","2.476703405380249"
"4169","14.885075569152832","14.885075569152832","14.885075569152832","4.153809070587158","4.153809070587158","4.153809070587158","2.4479446411132812","2.4479446411132812","2.4479446411132812"
"4199","6.274362564086914","6.274362564086914","6.274362564086914","2.8299875259399414","2.8299875259399414","2.8299875259399414","2.469452381134033","2.469452381134033","2.469452381134033"
"4229","18.91265869140625","18.91265869140625","18.91265869140625","5.5781707763671875","5.5781707763671875","5.5781707763671875","2.4738926887512207","2.4738926887512207","2.4738926887512207"
"4259","2.6679208278656006","2.6679208278656006","2.6679208278656006","2.5841033458709717","2.5841033458709717","2.5841033458709717","2.4795286655426025","2.4795286655426025","2.4795286655426025"
"4289","2.5634701251983643","2.5634701251983643","2.5634701251983643","2.4336204528808594","2.4336204528808594","2.4336204528808594","2.445186138153076","2.445186138153076","2.445186138153076"
"4319","2.6040923595428467","2.6040923595428467","2.6040923595428467","2.4624834060668945","2.4624834060668945","2.4624834060668945","2.3568313121795654","2.3568313121795654","2.3568313121795654"
"4349","2.763202428817749","2.763202428817749","2.763202428817749","2.597912549972534","2.597912549972534","2.597912549972534","2.4543282985687256","2.4543282985687256","2.4543282985687256"
"4379","13.770309448242188","13.770309448242188","13.770309448242188","28.239389419555664","28.239389419555664","28.239389419555664","2.4378528594970703","2.4378528594970703","2.4378528594970703"
"4409","2.62979793548584","2.62979793548584","2.62979793548584","2.548431873321533","2.548431873321533","2.548431873321533","2.4918673038482666","2.4918673038482666","2.4918673038482666"
"4439","8.020318984985352","8.020318984985352","8.020318984985352","2.699352979660034","2.699352979660034","2.699352979660034","2.360750198364258","2.360750198364258","2.360750198364258"
"4469","2.390367269515991","2.390367269515991","2.390367269515991","2.1969635486602783","2.1969635486602783","2.1969635486602783","2.237323522567749","2.237323522567749","2.237323522567749"
"4499","13.989773750305176","13.989773750305176","13.989773750305176","27.891069412231445","27.891069412231445","27.891069412231445","2.4679369926452637","2.4679369926452637","2.4679369926452637"
"4529","10.750394821166992","10.750394821166992","10.750394821166992","4.29984712600708","4.29984712600708","4.29984712600708","2.3819327354431152","2.3819327354431152","2.3819327354431152"
"4559","13.857303619384766","13.857303619384766","13.857303619384766","3.7088146209716797","3.7088146209716797","3.7088146209716797","2.2366232872009277","2.2366232872009277","2.2366232872009277"
"4589","2.432122230529785","2.432122230529785","2.432122230529785","2.3762435913085938","2.3762435913085938","2.3762435913085938","2.3589389324188232","2.3589389324188232","2.3589389324188232"
"4619","2.460160493850708","2.460160493850708","2.460160493850708","2.317852020263672","2.317852020263672","2.317852020263672","2.224940299987793","2.224940299987793","2.224940299987793"
"4649","9.261397361755371","9.261397361755371","9.261397361755371","27.221445083618164","27.221445083618164","27.221445083618164","2.304053544998169","2.304053544998169","2.304053544998169"
"4679","8.670092582702637","8.670092582702637","8.670092582702637","3.1090307235717773","3.1090307235717773","3.1090307235717773","2.3155226707458496","2.3155226707458496","2.3155226707458496"
"4709","12.561174392700195","12.561174392700195","12.561174392700195","4.111245155334473","4.111245155334473","4.111245155334473","2.2311203479766846","2.2311203479766846","2.2311203479766846"
"4739","11.933917999267578","11.933917999267578","11.933917999267578","4.7113752365112305","4.7113752365112305","4.7113752365112305","2.348935604095459","2.348935604095459","2.348935604095459"
"4769","12.534656524658203","12.534656524658203","12.534656524658203","3.501816987991333","3.501816987991333","3.501816987991333","2.3725500106811523","2.3725500106811523","2.3725500106811523"
"4799","6.402605056762695","6.402605056762695","6.402605056762695","2.553708076477051","2.553708076477051","2.553708076477051","2.139894962310791","2.139894962310791","2.139894962310791"
"4829","10.167449951171875","10.167449951171875","10.167449951171875","2.829436779022217","2.829436779022217","2.829436779022217","2.314844846725464","2.314844846725464","2.314844846725464"
"4859","2.4482998847961426","2.4482998847961426","2.4482998847961426","2.3642940521240234","2.3642940521240234","2.3642940521240234","2.285857915878296","2.285857915878296","2.285857915878296"
"4889","2.2791101932525635","2.2791101932525635","2.2791101932525635","2.292712688446045","2.292712688446045","2.292712688446045","2.265907049179077","2.265907049179077","2.265907049179077"
"4919","11.25927448272705","11.25927448272705","11.25927448272705","26.158464431762695","26.158464431762695","26.158464431762695","2.3229238986968994","2.3229238986968994","2.3229238986968994"
"4949","2.411316394805908","2.411316394805908","2.411316394805908","2.373375177383423","2.373375177383423","2.373375177383423","2.2626359462738037","2.2626359462738037","2.2626359462738037"
"4979","2.3314218521118164","2.3314218521118164","2.3314218521118164","2.338191270828247","2.338191270828247","2.338191270828247","2.268338680267334","2.268338680267334","2.268338680267334"
