"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"1349","11.501734733581543","11.501734733581543","11.501734733581543","4.1473283767700195","4.1473283767700195","4.1473283767700195","4.558650493621826","4.558650493621826","4.558650493621826"
"1379","11.414839744567871","11.414839744567871","11.414839744567871","4.446243762969971","4.446243762969971","4.446243762969971","3.9827723503112793","3.9827723503112793","3.9827723503112793"
"1409","10.547968864440918","10.547968864440918","10.547968864440918","3.7342097759246826","3.7342097759246826","3.7342097759246826","4.08738899230957","4.08738899230957","4.08738899230957"
"1439","10.384428024291992","10.384428024291992","10.384428024291992","5.315460681915283","5.315460681915283","5.315460681915283","4.646214485168457","4.646214485168457","4.646214485168457"
"1469","10.565932273864746","10.565932273864746","10.565932273864746","5.729296684265137","5.729296684265137","5.729296684265137","4.5718793869018555","4.5718793869018555","4.5718793869018555"
"1499","10.820966720581055","10.820966720581055","10.820966720581055","4.188350677490234","4.188350677490234","4.188350677490234","4.139681339263916","4.139681339263916","4.139681339263916"
"1529","9.760590553283691","9.760590553283691","9.760590553283691","4.175801753997803","4.175801753997803","4.175801753997803","4.070730686187744","4.070730686187744","4.070730686187744"
"1559","9.899718284606934","9.899718284606934","9.899718284606934","3.9793758392333984","3.9793758392333984","3.9793758392333984","4.182079792022705","4.182079792022705","4.182079792022705"
"1589","10.202352523803711","10.202352523803711","10.202352523803711","3.392439603805542","3.392439603805542","3.392439603805542","4.110196590423584","4.110196590423584","4.110196590423584"
"1619","9.678055763244629","9.678055763244629","9.678055763244629","5.295100212097168","5.295100212097168","5.295100212097168","5.055124282836914","5.055124282836914","5.055124282836914"
"1649","9.92535400390625","9.92535400390625","9.92535400390625","4.793917655944824","4.793917655944824","4.793917655944824","4.935320854187012","4.935320854187012","4.935320854187012"
"1679","8.29725456237793","8.29725456237793","8.29725456237793","3.6926329135894775","3.6926329135894775","3.6926329135894775","4.048639297485352","4.048639297485352","4.048639297485352"
"1709","10.028555870056152","10.028555870056152","10.028555870056152","3.565654754638672","3.565654754638672","3.565654754638672","3.837305784225464","3.837305784225464","3.837305784225464"
"1739","8.330933570861816","8.330933570861816","8.330933570861816","3.263176918029785","3.263176918029785","3.263176918029785","4.02694034576416","4.02694034576416","4.02694034576416"
"1769","8.462199211120605","8.462199211120605","8.462199211120605","3.884223461151123","3.884223461151123","3.884223461151123","4.286914348602295","4.286914348602295","4.286914348602295"
"1799","8.334153175354004","8.334153175354004","8.334153175354004","3.2710142135620117","3.2710142135620117","3.2710142135620117","3.9512603282928467","3.9512603282928467","3.9512603282928467"
"1829","9.444581031799316","9.444581031799316","9.444581031799316","3.851773500442505","3.851773500442505","3.851773500442505","3.5746984481811523","3.5746984481811523","3.5746984481811523"
"1859","8.290105819702148","8.290105819702148","8.290105819702148","4.174822807312012","4.174822807312012","4.174822807312012","3.8003695011138916","3.8003695011138916","3.8003695011138916"
"1889","9.477357864379883","9.477357864379883","9.477357864379883","3.85229229927063","3.85229229927063","3.85229229927063","3.955782890319824","3.955782890319824","3.955782890319824"
"1919","8.873964309692383","8.873964309692383","8.873964309692383","4.673788070678711","4.673788070678711","4.673788070678711","4.825190544128418","4.825190544128418","4.825190544128418"
"1949","7.728013515472412","7.728013515472412","7.728013515472412","3.5260095596313477","3.5260095596313477","3.5260095596313477","4.119359493255615","4.119359493255615","4.119359493255615"
"1979","8.39412784576416","8.39412784576416","8.39412784576416","3.200174570083618","3.200174570083618","3.200174570083618","3.932424306869507","3.932424306869507","3.932424306869507"
"2009","7.427996635437012","7.427996635437012","7.427996635437012","3.016861915588379","3.016861915588379","3.016861915588379","3.505247116088867","3.505247116088867","3.505247116088867"
"2039","7.319089412689209","7.319089412689209","7.319089412689209","3.7129759788513184","3.7129759788513184","3.7129759788513184","3.982126474380493","3.982126474380493","3.982126474380493"
"2069","8.026083946228027","8.026083946228027","8.026083946228027","3.6793158054351807","3.6793158054351807","3.6793158054351807","3.87227463722229","3.87227463722229","3.87227463722229"
"2099","9.089176177978516","9.089176177978516","9.089176177978516","3.94454026222229","3.94454026222229","3.94454026222229","3.770383596420288","3.770383596420288","3.770383596420288"
"2129","7.509469032287598","7.509469032287598","7.509469032287598","3.4892196655273438","3.4892196655273438","3.4892196655273438","4.008265018463135","4.008265018463135","4.008265018463135"
"2159","5.947388172149658","5.947388172149658","5.947388172149658","3.398531675338745","3.398531675338745","3.398531675338745","3.620539665222168","3.620539665222168","3.620539665222168"
"2189","7.604357719421387","7.604357719421387","7.604357719421387","3.1003270149230957","3.1003270149230957","3.1003270149230957","3.6111931800842285","3.6111931800842285","3.6111931800842285"
"2219","6.833101272583008","6.833101272583008","6.833101272583008","3.5776748657226562","3.5776748657226562","3.5776748657226562","4.086587905883789","4.086587905883789","4.086587905883789"
"2249","7.267702579498291","7.267702579498291","7.267702579498291","3.505408525466919","3.505408525466919","3.505408525466919","3.808074951171875","3.808074951171875","3.808074951171875"
"2279","83.56455993652344","83.56455993652344","83.56455993652344","57.23845672607422","57.23845672607422","57.23845672607422","63.5657844543457","63.5657844543457","63.5657844543457"
"2309","6.75625467300415","6.75625467300415","6.75625467300415","3.3471779823303223","3.3471779823303223","3.3471779823303223","3.6696879863739014","3.6696879863739014","3.6696879863739014"
"2339","6.0461320877075195","6.0461320877075195","6.0461320877075195","3.936570405960083","3.936570405960083","3.936570405960083","4.2863593101501465","4.2863593101501465","4.2863593101501465"
"2369","6.716492176055908","6.716492176055908","6.716492176055908","5.055994987487793","5.055994987487793","5.055994987487793","4.91789436340332","4.91789436340332","4.91789436340332"
"2399","7.196603775024414","7.196603775024414","7.196603775024414","3.8344011306762695","3.8344011306762695","3.8344011306762695","4.562804698944092","4.562804698944092","4.562804698944092"
"2429","4.866074085235596","4.866074085235596","4.866074085235596","2.924534320831299","2.924534320831299","2.924534320831299","3.241755247116089","3.241755247116089","3.241755247116089"
"2459","6.529209613800049","6.529209613800049","6.529209613800049","3.1555755138397217","3.1555755138397217","3.1555755138397217","3.7631309032440186","3.7631309032440186","3.7631309032440186"
"2489","6.61245059967041","6.61245059967041","6.61245059967041","3.248993396759033","3.248993396759033","3.248993396759033","3.6803855895996094","3.6803855895996094","3.6803855895996094"
"2519","6.305763244628906","6.305763244628906","6.305763244628906","3.3034374713897705","3.3034374713897705","3.3034374713897705","3.837170362472534","3.837170362472534","3.837170362472534"
"2549","6.597179412841797","6.597179412841797","6.597179412841797","3.5454325675964355","3.5454325675964355","3.5454325675964355","3.4099981784820557","3.4099981784820557","3.4099981784820557"
"2579","5.007861614227295","5.007861614227295","5.007861614227295","3.680462598800659","3.680462598800659","3.680462598800659","3.980475425720215","3.980475425720215","3.980475425720215"
"2609","5.171577453613281","5.171577453613281","5.171577453613281","3.355586051940918","3.355586051940918","3.355586051940918","3.7071948051452637","3.7071948051452637","3.7071948051452637"
"2639","4.427377700805664","4.427377700805664","4.427377700805664","3.0602455139160156","3.0602455139160156","3.0602455139160156","3.4716460704803467","3.4716460704803467","3.4716460704803467"
"2669","5.125342845916748","5.125342845916748","5.125342845916748","3.2772886753082275","3.2772886753082275","3.2772886753082275","3.736269950866699","3.736269950866699","3.736269950866699"
"2699","5.792189598083496","5.792189598083496","5.792189598083496","3.534403085708618","3.534403085708618","3.534403085708618","3.705118417739868","3.705118417739868","3.705118417739868"
"2729","7.711945533752441","7.711945533752441","7.711945533752441","3.412968873977661","3.412968873977661","3.412968873977661","3.6923491954803467","3.6923491954803467","3.6923491954803467"
"2759","5.521271705627441","5.521271705627441","5.521271705627441","3.080444812774658","3.080444812774658","3.080444812774658","3.971752882003784","3.971752882003784","3.971752882003784"
"2789","7.200870037078857","7.200870037078857","7.200870037078857","3.373307466506958","3.373307466506958","3.373307466506958","4.373039722442627","4.373039722442627","4.373039722442627"
"2819","5.409793376922607","5.409793376922607","5.409793376922607","2.9828972816467285","2.9828972816467285","2.9828972816467285","3.727168560028076","3.727168560028076","3.727168560028076"
"2849","6.20865535736084","6.20865535736084","6.20865535736084","3.0734400749206543","3.0734400749206543","3.0734400749206543","3.7259624004364014","3.7259624004364014","3.7259624004364014"
"2879","4.76119327545166","4.76119327545166","4.76119327545166","3.319904327392578","3.319904327392578","3.319904327392578","3.728107452392578","3.728107452392578","3.728107452392578"
"2909","4.703566551208496","4.703566551208496","4.703566551208496","2.774013042449951","2.774013042449951","2.774013042449951","3.490745782852173","3.490745782852173","3.490745782852173"
"2939","3.839982748031616","3.839982748031616","3.839982748031616","2.6549715995788574","2.6549715995788574","2.6549715995788574","3.555586099624634","3.555586099624634","3.555586099624634"
"2969","4.99570369720459","4.99570369720459","4.99570369720459","3.197727680206299","3.197727680206299","3.197727680206299","3.950685977935791","3.950685977935791","3.950685977935791"
"2999","3.4708755016326904","3.4708755016326904","3.4708755016326904","2.744065523147583","2.744065523147583","2.744065523147583","3.1619930267333984","3.1619930267333984","3.1619930267333984"
"3029","5.094710350036621","5.094710350036621","5.094710350036621","3.9587812423706055","3.9587812423706055","3.9587812423706055","4.327667713165283","4.327667713165283","4.327667713165283"
"3059","4.697408199310303","4.697408199310303","4.697408199310303","2.9154465198516846","2.9154465198516846","2.9154465198516846","3.5128631591796875","3.5128631591796875","3.5128631591796875"
"3089","3.887855052947998","3.887855052947998","3.887855052947998","2.958862543106079","2.958862543106079","2.958862543106079","3.20904541015625","3.20904541015625","3.20904541015625"
"3119","4.17531156539917","4.17531156539917","4.17531156539917","3.0016233921051025","3.0016233921051025","3.0016233921051025","3.3076298236846924","3.3076298236846924","3.3076298236846924"
"3149","4.038054466247559","4.038054466247559","4.038054466247559","3.322176218032837","3.322176218032837","3.322176218032837","3.283236503601074","3.283236503601074","3.283236503601074"
"3179","4.697298526763916","4.697298526763916","4.697298526763916","3.1700520515441895","3.1700520515441895","3.1700520515441895","3.4412717819213867","3.4412717819213867","3.4412717819213867"
"3209","6.25765323638916","6.25765323638916","6.25765323638916","3.0381200313568115","3.0381200313568115","3.0381200313568115","3.3681857585906982","3.3681857585906982","3.3681857585906982"
"3239","4.264129161834717","4.264129161834717","4.264129161834717","3.2545695304870605","3.2545695304870605","3.2545695304870605","3.91991925239563","3.91991925239563","3.91991925239563"
"3269","4.6044769287109375","4.6044769287109375","4.6044769287109375","2.91526198387146","2.91526198387146","2.91526198387146","3.603261709213257","3.603261709213257","3.603261709213257"
"3299","4.325624942779541","4.325624942779541","4.325624942779541","2.6336865425109863","2.6336865425109863","2.6336865425109863","3.7366185188293457","3.7366185188293457","3.7366185188293457"
"3329","5.067213535308838","5.067213535308838","5.067213535308838","2.9962737560272217","2.9962737560272217","2.9962737560272217","3.6125261783599854","3.6125261783599854","3.6125261783599854"
"3359","4.052613258361816","4.052613258361816","4.052613258361816","2.8913795948028564","2.8913795948028564","2.8913795948028564","3.559938669204712","3.559938669204712","3.559938669204712"
"3389","3.426424741744995","3.426424741744995","3.426424741744995","2.62508487701416","2.62508487701416","2.62508487701416","3.502476453781128","3.502476453781128","3.502476453781128"
"3419","3.681443452835083","3.681443452835083","3.681443452835083","2.6971936225891113","2.6971936225891113","2.6971936225891113","3.596262216567993","3.596262216567993","3.596262216567993"
"3449","3.786395788192749","3.786395788192749","3.786395788192749","2.789159059524536","2.789159059524536","2.789159059524536","4.054379940032959","4.054379940032959","4.054379940032959"
"3479","4.49099588394165","4.49099588394165","4.49099588394165","2.908191442489624","2.908191442489624","2.908191442489624","3.986309051513672","3.986309051513672","3.986309051513672"
"3509","5.2836222648620605","5.2836222648620605","5.2836222648620605","3.1900734901428223","3.1900734901428223","3.1900734901428223","3.6651246547698975","3.6651246547698975","3.6651246547698975"
"3539","3.8633058071136475","3.8633058071136475","3.8633058071136475","3.3507072925567627","3.3507072925567627","3.3507072925567627","3.272084951400757","3.272084951400757","3.272084951400757"
"3569","4.24817419052124","4.24817419052124","4.24817419052124","2.987168788909912","2.987168788909912","2.987168788909912","3.374382257461548","3.374382257461548","3.374382257461548"
"3599","3.5220553874969482","3.5220553874969482","3.5220553874969482","2.9674978256225586","2.9674978256225586","2.9674978256225586","3.4192254543304443","3.4192254543304443","3.4192254543304443"
"3629","3.425543785095215","3.425543785095215","3.425543785095215","2.946275472640991","2.946275472640991","2.946275472640991","3.7860822677612305","3.7860822677612305","3.7860822677612305"
"3659","4.206349849700928","4.206349849700928","4.206349849700928","3.325806140899658","3.325806140899658","3.325806140899658","3.5119848251342773","3.5119848251342773","3.5119848251342773"
"3689","3.009119749069214","3.009119749069214","3.009119749069214","2.6898608207702637","2.6898608207702637","2.6898608207702637","3.1592156887054443","3.1592156887054443","3.1592156887054443"
"3719","3.387794017791748","3.387794017791748","3.387794017791748","2.951183795928955","2.951183795928955","2.951183795928955","3.5808894634246826","3.5808894634246826","3.5808894634246826"
"3749","3.1131672859191895","3.1131672859191895","3.1131672859191895","2.629924774169922","2.629924774169922","2.629924774169922","3.7515971660614014","3.7515971660614014","3.7515971660614014"
"3779","3.534388303756714","3.534388303756714","3.534388303756714","2.882219076156616","2.882219076156616","2.882219076156616","3.3975582122802734","3.3975582122802734","3.3975582122802734"
"3809","3.962792158126831","3.962792158126831","3.962792158126831","2.7601959705352783","2.7601959705352783","2.7601959705352783","3.725982904434204","3.725982904434204","3.725982904434204"
"3839","5.407045841217041","5.407045841217041","5.407045841217041","3.2179250717163086","3.2179250717163086","3.2179250717163086","4.636882781982422","4.636882781982422","4.636882781982422"
"3869","5.606940746307373","5.606940746307373","5.606940746307373","3.289919853210449","3.289919853210449","3.289919853210449","3.5170555114746094","3.5170555114746094","3.5170555114746094"
"3899","4.252338886260986","4.252338886260986","4.252338886260986","2.69193434715271","2.69193434715271","2.69193434715271","3.2897069454193115","3.2897069454193115","3.2897069454193115"
"3929","3.180432081222534","3.180432081222534","3.180432081222534","2.7658379077911377","2.7658379077911377","2.7658379077911377","3.942363739013672","3.942363739013672","3.942363739013672"
"3959","3.346144676208496","3.346144676208496","3.346144676208496","3.251373291015625","3.251373291015625","3.251373291015625","3.6850128173828125","3.6850128173828125","3.6850128173828125"
"3989","3.3504557609558105","3.3504557609558105","3.3504557609558105","2.7176811695098877","2.7176811695098877","2.7176811695098877","3.3792741298675537","3.3792741298675537","3.3792741298675537"
"4019","3.055886745452881","3.055886745452881","3.055886745452881","3.203660249710083","3.203660249710083","3.203660249710083","3.5361995697021484","3.5361995697021484","3.5361995697021484"
"4049","3.2164690494537354","3.2164690494537354","3.2164690494537354","2.714580535888672","2.714580535888672","2.714580535888672","3.2176342010498047","3.2176342010498047","3.2176342010498047"
"4079","3.920863628387451","3.920863628387451","3.920863628387451","2.972111225128174","2.972111225128174","2.972111225128174","3.990201234817505","3.990201234817505","3.990201234817505"
"4109","3.6641228199005127","3.6641228199005127","3.6641228199005127","2.872410774230957","2.872410774230957","2.872410774230957","3.614577054977417","3.614577054977417","3.614577054977417"
"4139","4.589300155639648","4.589300155639648","4.589300155639648","2.928981065750122","2.928981065750122","2.928981065750122","3.8402416706085205","3.8402416706085205","3.8402416706085205"
"4169","3.8428802490234375","3.8428802490234375","3.8428802490234375","2.9650142192840576","2.9650142192840576","2.9650142192840576","3.2428081035614014","3.2428081035614014","3.2428081035614014"
"4199","2.8998353481292725","2.8998353481292725","2.8998353481292725","2.674830675125122","2.674830675125122","2.674830675125122","3.301974296569824","3.301974296569824","3.301974296569824"
"4229","4.605503559112549","4.605503559112549","4.605503559112549","3.1189160346984863","3.1189160346984863","3.1189160346984863","3.1527531147003174","3.1527531147003174","3.1527531147003174"
"4259","2.8151748180389404","2.8151748180389404","2.8151748180389404","2.7694694995880127","2.7694694995880127","2.7694694995880127","3.286773204803467","3.286773204803467","3.286773204803467"
"4289","3.005894899368286","3.005894899368286","3.005894899368286","2.8467133045196533","2.8467133045196533","2.8467133045196533","3.893618106842041","3.893618106842041","3.893618106842041"
"4319","2.8536975383758545","2.8536975383758545","2.8536975383758545","2.8578386306762695","2.8578386306762695","2.8578386306762695","3.734679698944092","3.734679698944092","3.734679698944092"
"4349","2.6806297302246094","2.6806297302246094","2.6806297302246094","2.7015697956085205","2.7015697956085205","2.7015697956085205","3.4008705615997314","3.4008705615997314","3.4008705615997314"
"4379","3.179203510284424","3.179203510284424","3.179203510284424","3.256265163421631","3.256265163421631","3.256265163421631","4.079111099243164","4.079111099243164","4.079111099243164"
"4409","2.7709786891937256","2.7709786891937256","2.7709786891937256","2.942012310028076","2.942012310028076","2.942012310028076","3.4988157749176025","3.4988157749176025","3.4988157749176025"
"4439","2.9346842765808105","2.9346842765808105","2.9346842765808105","3.035189151763916","3.035189151763916","3.035189151763916","3.4859657287597656","3.4859657287597656","3.4859657287597656"
"4469","2.8800294399261475","2.8800294399261475","2.8800294399261475","2.7195372581481934","2.7195372581481934","2.7195372581481934","3.788853645324707","3.788853645324707","3.788853645324707"
"4499","3.1397790908813477","3.1397790908813477","3.1397790908813477","2.9691686630249023","2.9691686630249023","2.9691686630249023","3.392023801803589","3.392023801803589","3.392023801803589"
"4529","3.150617837905884","3.150617837905884","3.150617837905884","2.89450740814209","2.89450740814209","2.89450740814209","3.6640148162841797","3.6640148162841797","3.6640148162841797"
"4559","3.243068218231201","3.243068218231201","3.243068218231201","2.903381824493408","2.903381824493408","2.903381824493408","3.522006034851074","3.522006034851074","3.522006034851074"
"4589","2.7499120235443115","2.7499120235443115","2.7499120235443115","2.860908031463623","2.860908031463623","2.860908031463623","3.3579351902008057","3.3579351902008057","3.3579351902008057"
"4619","2.7619426250457764","2.7619426250457764","2.7619426250457764","2.7182610034942627","2.7182610034942627","2.7182610034942627","3.3103418350219727","3.3103418350219727","3.3103418350219727"
"4649","2.956604480743408","2.956604480743408","2.956604480743408","3.183905601501465","3.183905601501465","3.183905601501465","3.9564826488494873","3.9564826488494873","3.9564826488494873"
"4679","3.164226531982422","3.164226531982422","3.164226531982422","2.796424388885498","2.796424388885498","2.796424388885498","3.524005651473999","3.524005651473999","3.524005651473999"
"4709","3.3736026287078857","3.3736026287078857","3.3736026287078857","3.24135422706604","3.24135422706604","3.24135422706604","3.578998327255249","3.578998327255249","3.578998327255249"
"4739","4.37241268157959","4.37241268157959","4.37241268157959","3.3485941886901855","3.3485941886901855","3.3485941886901855","3.6125621795654297","3.6125621795654297","3.6125621795654297"
"4769","3.970414400100708","3.970414400100708","3.970414400100708","2.8119900226593018","2.8119900226593018","2.8119900226593018","3.4733824729919434","3.4733824729919434","3.4733824729919434"
"4799","4.513630390167236","4.513630390167236","4.513630390167236","3.0915420055389404","3.0915420055389404","3.0915420055389404","3.552124500274658","3.552124500274658","3.552124500274658"
"4829","3.048572063446045","3.048572063446045","3.048572063446045","2.697579860687256","2.697579860687256","2.697579860687256","3.4637956619262695","3.4637956619262695","3.4637956619262695"
"4859","2.906038761138916","2.906038761138916","2.906038761138916","3.0969796180725098","3.0969796180725098","3.0969796180725098","3.695218324661255","3.695218324661255","3.695218324661255"
"4889","2.6144957542419434","2.6144957542419434","2.6144957542419434","2.7168688774108887","2.7168688774108887","2.7168688774108887","3.3481242656707764","3.3481242656707764","3.3481242656707764"
"4919","2.869004487991333","2.869004487991333","2.869004487991333","3.02750301361084","3.02750301361084","3.02750301361084","3.588939666748047","3.588939666748047","3.588939666748047"
