"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"389","23.15530776977539","23.15530776977539","23.15530776977539","6.072021484375","6.072021484375","6.072021484375","5.553841590881348","5.553841590881348","5.553841590881348"
"419","21.486234664916992","21.486234664916992","21.486234664916992","5.405124187469482","5.405124187469482","5.405124187469482","5.550329685211182","5.550329685211182","5.550329685211182"
"449","20.93465232849121","20.93465232849121","20.93465232849121","5.749211311340332","5.749211311340332","5.749211311340332","5.936072826385498","5.936072826385498","5.936072826385498"
"479","17.789222717285156","17.789222717285156","17.789222717285156","6.128438472747803","6.128438472747803","6.128438472747803","5.200928688049316","5.200928688049316","5.200928688049316"
"509","20.719398498535156","20.719398498535156","20.719398498535156","6.301788806915283","6.301788806915283","6.301788806915283","5.640201091766357","5.640201091766357","5.640201091766357"
"539","16.878767013549805","16.878767013549805","16.878767013549805","12.470512390136719","12.470512390136719","12.470512390136719","9.031293869018555","9.031293869018555","9.031293869018555"
"569","17.328641891479492","17.328641891479492","17.328641891479492","5.690667629241943","5.690667629241943","5.690667629241943","5.595999240875244","5.595999240875244","5.595999240875244"
"599","18.579822540283203","18.579822540283203","18.579822540283203","6.158164024353027","6.158164024353027","6.158164024353027","4.89833402633667","4.89833402633667","4.89833402633667"
"629","17.620040893554688","17.620040893554688","17.620040893554688","5.361725330352783","5.361725330352783","5.361725330352783","4.9582366943359375","4.9582366943359375","4.9582366943359375"
"659","17.395694732666016","17.395694732666016","17.395694732666016","5.032447338104248","5.032447338104248","5.032447338104248","4.802185535430908","4.802185535430908","4.802185535430908"
"689","17.403295516967773","17.403295516967773","17.403295516967773","5.924452781677246","5.924452781677246","5.924452781677246","7.060896873474121","7.060896873474121","7.060896873474121"
"719","17.348691940307617","17.348691940307617","17.348691940307617","5.833975791931152","5.833975791931152","5.833975791931152","5.693572044372559","5.693572044372559","5.693572044372559"
"749","15.133359909057617","15.133359909057617","15.133359909057617","5.769673824310303","5.769673824310303","5.769673824310303","5.343488693237305","5.343488693237305","5.343488693237305"
"779","15.228738784790039","15.228738784790039","15.228738784790039","4.873793601989746","4.873793601989746","4.873793601989746","4.251165390014648","4.251165390014648","4.251165390014648"
"809","14.475395202636719","14.475395202636719","14.475395202636719","5.708603382110596","5.708603382110596","5.708603382110596","6.442001819610596","6.442001819610596","6.442001819610596"
"839","15.846137046813965","15.846137046813965","15.846137046813965","5.253594875335693","5.253594875335693","5.253594875335693","4.649597644805908","4.649597644805908","4.649597644805908"
"869","13.63719654083252","13.63719654083252","13.63719654083252","6.559667587280273","6.559667587280273","6.559667587280273","6.539762020111084","6.539762020111084","6.539762020111084"
"899","14.909659385681152","14.909659385681152","14.909659385681152","4.5131635665893555","4.5131635665893555","4.5131635665893555","4.212587833404541","4.212587833404541","4.212587833404541"
"929","15.479837417602539","15.479837417602539","15.479837417602539","4.454261302947998","4.454261302947998","4.454261302947998","4.098880767822266","4.098880767822266","4.098880767822266"
"959","12.220232009887695","12.220232009887695","12.220232009887695","8.27126407623291","8.27126407623291","8.27126407623291","6.023684024810791","6.023684024810791","6.023684024810791"
"989","14.628759384155273","14.628759384155273","14.628759384155273","4.90188455581665","4.90188455581665","4.90188455581665","4.861811637878418","4.861811637878418","4.861811637878418"
"1019","13.520050048828125","13.520050048828125","13.520050048828125","5.229144096374512","5.229144096374512","5.229144096374512","6.83814811706543","6.83814811706543","6.83814811706543"
"1049","12.86562442779541","12.86562442779541","12.86562442779541","4.123790264129639","4.123790264129639","4.123790264129639","4.225616455078125","4.225616455078125","4.225616455078125"
"1079","14.688051223754883","14.688051223754883","14.688051223754883","5.143466472625732","5.143466472625732","5.143466472625732","4.637709140777588","4.637709140777588","4.637709140777588"
"1109","12.565749168395996","12.565749168395996","12.565749168395996","5.251798152923584","5.251798152923584","5.251798152923584","5.655465602874756","5.655465602874756","5.655465602874756"
"1139","12.948139190673828","12.948139190673828","12.948139190673828","4.902353286743164","4.902353286743164","4.902353286743164","4.494728088378906","4.494728088378906","4.494728088378906"
"1169","12.537995338439941","12.537995338439941","12.537995338439941","5.187351703643799","5.187351703643799","5.187351703643799","4.119746685028076","4.119746685028076","4.119746685028076"
"1199","11.351049423217773","11.351049423217773","11.351049423217773","4.718438148498535","4.718438148498535","4.718438148498535","3.813527822494507","3.813527822494507","3.813527822494507"
"1229","11.035234451293945","11.035234451293945","11.035234451293945","5.430790424346924","5.430790424346924","5.430790424346924","7.927911281585693","7.927911281585693","7.927911281585693"
"1259","11.641874313354492","11.641874313354492","11.641874313354492","4.779436111450195","4.779436111450195","4.779436111450195","4.850766658782959","4.850766658782959","4.850766658782959"
"1289","10.953076362609863","10.953076362609863","10.953076362609863","3.790364980697632","3.790364980697632","3.790364980697632","3.8602635860443115","3.8602635860443115","3.8602635860443115"
"1319","12.126911163330078","12.126911163330078","12.126911163330078","5.799327373504639","5.799327373504639","5.799327373504639","5.002871513366699","5.002871513366699","5.002871513366699"
"1349","11.484381675720215","11.484381675720215","11.484381675720215","4.1405463218688965","4.1405463218688965","4.1405463218688965","4.556914806365967","4.556914806365967","4.556914806365967"
"1379","11.401054382324219","11.401054382324219","11.401054382324219","4.438776016235352","4.438776016235352","4.438776016235352","3.981365203857422","3.981365203857422","3.981365203857422"
"1409","10.53183364868164","10.53183364868164","10.53183364868164","3.729218006134033","3.729218006134033","3.729218006134033","4.085603713989258","4.085603713989258","4.085603713989258"
"1439","10.36901569366455","10.36901569366455","10.36901569366455","5.306220531463623","5.306220531463623","5.306220531463623","4.643208026885986","4.643208026885986","4.643208026885986"
"1469","10.551508903503418","10.551508903503418","10.551508903503418","5.719178199768066","5.719178199768066","5.719178199768066","4.570033073425293","4.570033073425293","4.570033073425293"
"1499","10.80422592163086","10.80422592163086","10.80422592163086","4.1818647384643555","4.1818647384643555","4.1818647384643555","4.137350559234619","4.137350559234619","4.137350559234619"
"1529","9.74753189086914","9.74753189086914","9.74753189086914","4.169902801513672","4.169902801513672","4.169902801513672","4.06919002532959","4.06919002532959","4.06919002532959"
"1559","9.886797904968262","9.886797904968262","9.886797904968262","3.9736857414245605","3.9736857414245605","3.9736857414245605","4.179024696350098","4.179024696350098","4.179024696350098"
"1589","10.188482284545898","10.188482284545898","10.188482284545898","3.3890626430511475","3.3890626430511475","3.3890626430511475","4.108060359954834","4.108060359954834","4.108060359954834"
"1619","9.664088249206543","9.664088249206543","9.664088249206543","5.291735649108887","5.291735649108887","5.291735649108887","5.053347587585449","5.053347587585449","5.053347587585449"
"1649","9.913348197937012","9.913348197937012","9.913348197937012","4.791561126708984","4.791561126708984","4.791561126708984","4.933859825134277","4.933859825134277","4.933859825134277"
"1679","8.286800384521484","8.286800384521484","8.286800384521484","3.6888411045074463","3.6888411045074463","3.6888411045074463","4.047319412231445","4.047319412231445","4.047319412231445"
"1709","10.014016151428223","10.014016151428223","10.014016151428223","3.5619497299194336","3.5619497299194336","3.5619497299194336","3.836027145385742","3.836027145385742","3.836027145385742"
"1739","8.319911003112793","8.319911003112793","8.319911003112793","3.2599923610687256","3.2599923610687256","3.2599923610687256","4.025719165802002","4.025719165802002","4.025719165802002"
"1769","8.449874877929688","8.449874877929688","8.449874877929688","3.8798294067382812","3.8798294067382812","3.8798294067382812","4.285292625427246","4.285292625427246","4.285292625427246"
"1799","8.323382377624512","8.323382377624512","8.323382377624512","3.268125534057617","3.268125534057617","3.268125534057617","3.9492437839508057","3.9492437839508057","3.9492437839508057"
"1829","9.430712699890137","9.430712699890137","9.430712699890137","3.8470988273620605","3.8470988273620605","3.8470988273620605","3.573273181915283","3.573273181915283","3.573273181915283"
"1859","8.279335975646973","8.279335975646973","8.279335975646973","4.169092178344727","4.169092178344727","4.169092178344727","3.7989091873168945","3.7989091873168945","3.7989091873168945"
"1889","9.468579292297363","9.468579292297363","9.468579292297363","3.8481996059417725","3.8481996059417725","3.8481996059417725","3.954210042953491","3.954210042953491","3.954210042953491"
"1919","8.864931106567383","8.864931106567383","8.864931106567383","4.671444416046143","4.671444416046143","4.671444416046143","4.8088531494140625","4.8088531494140625","4.8088531494140625"
"1949","7.718372821807861","7.718372821807861","7.718372821807861","3.5225470066070557","3.5225470066070557","3.5225470066070557","4.117867946624756","4.117867946624756","4.117867946624756"
"1979","8.383259773254395","8.383259773254395","8.383259773254395","3.197855234146118","3.197855234146118","3.197855234146118","3.931196928024292","3.931196928024292","3.931196928024292"
"2009","7.420038223266602","7.420038223266602","7.420038223266602","3.0146706104278564","3.0146706104278564","3.0146706104278564","3.5037803649902344","3.5037803649902344","3.5037803649902344"
"2039","7.310830593109131","7.310830593109131","7.310830593109131","3.7095274925231934","3.7095274925231934","3.7095274925231934","3.9807090759277344","3.9807090759277344","3.9807090759277344"
"2069","8.016608238220215","8.016608238220215","8.016608238220215","3.675597667694092","3.675597667694092","3.675597667694092","3.87095046043396","3.87095046043396","3.87095046043396"
"2099","9.081624984741211","9.081624984741211","9.081624984741211","3.940319776535034","3.940319776535034","3.940319776535034","3.768907308578491","3.768907308578491","3.768907308578491"
"2129","7.500872611999512","7.500872611999512","7.500872611999512","3.485980749130249","3.485980749130249","3.485980749130249","4.006869792938232","4.006869792938232","4.006869792938232"
"2159","5.939302444458008","5.939302444458008","5.939302444458008","3.3957486152648926","3.3957486152648926","3.3957486152648926","3.619083881378174","3.619083881378174","3.619083881378174"
"2189","7.598085880279541","7.598085880279541","7.598085880279541","3.0981009006500244","3.0981009006500244","3.0981009006500244","3.60903263092041","3.60903263092041","3.60903263092041"
"2219","6.826456069946289","6.826456069946289","6.826456069946289","3.574350595474243","3.574350595474243","3.574350595474243","4.084985733032227","4.084985733032227","4.084985733032227"
"2249","7.261631965637207","7.261631965637207","7.261631965637207","3.502434015274048","3.502434015274048","3.502434015274048","3.8055031299591064","3.8055031299591064","3.8055031299591064"
"2279","83.51514434814453","83.51514434814453","83.51514434814453","57.21342468261719","57.21342468261719","57.21342468261719","63.55367660522461","63.55367660522461","63.55367660522461"
"2309","6.749157428741455","6.749157428741455","6.749157428741455","3.3450353145599365","3.3450353145599365","3.3450353145599365","3.6683311462402344","3.6683311462402344","3.6683311462402344"
"2339","6.040499210357666","6.040499210357666","6.040499210357666","3.935499906539917","3.935499906539917","3.935499906539917","4.287802696228027","4.287802696228027","4.287802696228027"
"2369","6.709484577178955","6.709484577178955","6.709484577178955","5.054101943969727","5.054101943969727","5.054101943969727","4.914891242980957","4.914891242980957","4.914891242980957"
"2399","7.189677715301514","7.189677715301514","7.189677715301514","3.8331661224365234","3.8331661224365234","3.8331661224365234","4.547088146209717","4.547088146209717","4.547088146209717"
"2429","4.861334323883057","4.861334323883057","4.861334323883057","2.923055648803711","2.923055648803711","2.923055648803711","3.24106502532959","3.24106502532959","3.24106502532959"
"2459","6.522162914276123","6.522162914276123","6.522162914276123","3.153620481491089","3.153620481491089","3.153620481491089","3.763430118560791","3.763430118560791","3.763430118560791"
"2489","6.606608867645264","6.606608867645264","6.606608867645264","3.246898651123047","3.246898651123047","3.246898651123047","3.679569959640503","3.679569959640503","3.679569959640503"
"2519","6.299205780029297","6.299205780029297","6.299205780029297","3.3013670444488525","3.3013670444488525","3.3013670444488525","3.836845636367798","3.836845636367798","3.836845636367798"
"2549","6.59378719329834","6.59378719329834","6.59378719329834","3.5426242351531982","3.5426242351531982","3.5426242351531982","3.409546375274658","3.409546375274658","3.409546375274658"
"2579","5.00370454788208","5.00370454788208","5.00370454788208","3.6792376041412354","3.6792376041412354","3.6792376041412354","3.9852099418640137","3.9852099418640137","3.9852099418640137"
"2609","5.1670026779174805","5.1670026779174805","5.1670026779174805","3.3540096282958984","3.3540096282958984","3.3540096282958984","3.706554412841797","3.706554412841797","3.706554412841797"
"2639","4.423094272613525","4.423094272613525","4.423094272613525","3.0587475299835205","3.0587475299835205","3.0587475299835205","3.4715566635131836","3.4715566635131836","3.4715566635131836"
"2669","5.121487140655518","5.121487140655518","5.121487140655518","3.275602340698242","3.275602340698242","3.275602340698242","3.735727548599243","3.735727548599243","3.735727548599243"
"2699","5.788702964782715","5.788702964782715","5.788702964782715","3.5327882766723633","3.5327882766723633","3.5327882766723633","3.7055797576904297","3.7055797576904297","3.7055797576904297"
"2729","7.707001686096191","7.707001686096191","7.707001686096191","3.411386728286743","3.411386728286743","3.411386728286743","3.6919915676116943","3.6919915676116943","3.6919915676116943"
"2759","5.516597270965576","5.516597270965576","5.516597270965576","3.079211711883545","3.079211711883545","3.079211711883545","3.970201253890991","3.970201253890991","3.970201253890991"
"2789","7.195892333984375","7.195892333984375","7.195892333984375","3.371659994125366","3.371659994125366","3.371659994125366","4.372241973876953","4.372241973876953","4.372241973876953"
"2819","5.405826091766357","5.405826091766357","5.405826091766357","2.9816763401031494","2.9816763401031494","2.9816763401031494","3.7275195121765137","3.7275195121765137","3.7275195121765137"
"2849","6.203184604644775","6.203184604644775","6.203184604644775","3.0722644329071045","3.0722644329071045","3.0722644329071045","3.7268221378326416","3.7268221378326416","3.7268221378326416"
"2879","4.7567596435546875","4.7567596435546875","4.7567596435546875","3.319103240966797","3.319103240966797","3.319103240966797","3.7296550273895264","3.7296550273895264","3.7296550273895264"
"2909","4.70040225982666","4.70040225982666","4.70040225982666","2.772885799407959","2.772885799407959","2.772885799407959","3.490795850753784","3.490795850753784","3.490795850753784"
"2939","3.8368422985076904","3.8368422985076904","3.8368422985076904","2.654209613800049","2.654209613800049","2.654209613800049","3.5559730529785156","3.5559730529785156","3.5559730529785156"
"2969","4.991366863250732","4.991366863250732","4.991366863250732","3.196873188018799","3.196873188018799","3.196873188018799","3.951024055480957","3.951024055480957","3.951024055480957"
"2999","3.4675209522247314","3.4675209522247314","3.4675209522247314","2.743366003036499","2.743366003036499","2.743366003036499","3.1624107360839844","3.1624107360839844","3.1624107360839844"
"3029","5.09073543548584","5.09073543548584","5.09073543548584","3.956618547439575","3.956618547439575","3.956618547439575","4.328754901885986","4.328754901885986","4.328754901885986"
"3059","4.694661617279053","4.694661617279053","4.694661617279053","2.9142673015594482","2.9142673015594482","2.9142673015594482","3.513145685195923","3.513145685195923","3.513145685195923"
"3089","3.8850338459014893","3.8850338459014893","3.8850338459014893","2.9579086303710938","2.9579086303710938","2.9579086303710938","3.209062099456787","3.209062099456787","3.209062099456787"
"3119","4.172634601593018","4.172634601593018","4.172634601593018","3.0006837844848633","3.0006837844848633","3.0006837844848633","3.3072152137756348","3.3072152137756348","3.3072152137756348"
"3149","4.03584098815918","4.03584098815918","4.03584098815918","3.3208303451538086","3.3208303451538086","3.3208303451538086","3.283698558807373","3.283698558807373","3.283698558807373"
"3179","4.695277690887451","4.695277690887451","4.695277690887451","3.1688506603240967","3.1688506603240967","3.1688506603240967","3.442411184310913","3.442411184310913","3.442411184310913"
"3209","6.253289699554443","6.253289699554443","6.253289699554443","3.0372796058654785","3.0372796058654785","3.0372796058654785","3.367727518081665","3.367727518081665","3.367727518081665"
"3239","4.261430740356445","4.261430740356445","4.261430740356445","3.253878355026245","3.253878355026245","3.253878355026245","3.9192020893096924","3.9192020893096924","3.9192020893096924"
"3269","4.601579666137695","4.601579666137695","4.601579666137695","2.914398670196533","2.914398670196533","2.914398670196533","3.6027538776397705","3.6027538776397705","3.6027538776397705"
"3299","4.323643684387207","4.323643684387207","4.323643684387207","2.632981538772583","2.632981538772583","2.632981538772583","3.7351717948913574","3.7351717948913574","3.7351717948913574"
"3329","5.063821315765381","5.063821315765381","5.063821315765381","2.995563507080078","2.995563507080078","2.995563507080078","3.6111857891082764","3.6111857891082764","3.6111857891082764"
"3359","4.049758434295654","4.049758434295654","4.049758434295654","2.890775680541992","2.890775680541992","2.890775680541992","3.5588808059692383","3.5588808059692383","3.5588808059692383"
"3389","3.4240331649780273","3.4240331649780273","3.4240331649780273","2.624349355697632","2.624349355697632","2.624349355697632","3.501180410385132","3.501180410385132","3.501180410385132"
"3419","3.6790404319763184","3.6790404319763184","3.6790404319763184","2.6964943408966064","2.6964943408966064","2.6964943408966064","3.595125913619995","3.595125913619995","3.595125913619995"
"3449","3.783726215362549","3.783726215362549","3.783726215362549","2.788510322570801","2.788510322570801","2.788510322570801","4.052475929260254","4.052475929260254","4.052475929260254"
"3479","4.488518714904785","4.488518714904785","4.488518714904785","2.9075863361358643","2.9075863361358643","2.9075863361358643","3.9848105907440186","3.9848105907440186","3.9848105907440186"
"3509","5.281185626983643","5.281185626983643","5.281185626983643","3.1896069049835205","3.1896069049835205","3.1896069049835205","3.6733131408691406","3.6733131408691406","3.6733131408691406"
"3539","3.861004590988159","3.861004590988159","3.861004590988159","3.3501665592193604","3.3501665592193604","3.3501665592193604","3.270953893661499","3.270953893661499","3.270953893661499"
"3569","4.2465033531188965","4.2465033531188965","4.2465033531188965","2.9866323471069336","2.9866323471069336","2.9866323471069336","3.373225688934326","3.373225688934326","3.373225688934326"
"3599","3.5192620754241943","3.5192620754241943","3.5192620754241943","2.9668333530426025","2.9668333530426025","2.9668333530426025","3.419614553451538","3.419614553451538","3.419614553451538"
"3629","3.4235777854919434","3.4235777854919434","3.4235777854919434","2.94558048248291","2.94558048248291","2.94558048248291","3.7857682704925537","3.7857682704925537","3.7857682704925537"
"3659","4.204977512359619","4.204977512359619","4.204977512359619","3.32531476020813","3.32531476020813","3.32531476020813","3.5126824378967285","3.5126824378967285","3.5126824378967285"
"3689","3.007030487060547","3.007030487060547","3.007030487060547","2.6892542839050293","2.6892542839050293","2.6892542839050293","3.1607682704925537","3.1607682704925537","3.1607682704925537"
"3719","3.3861024379730225","3.3861024379730225","3.3861024379730225","2.950681447982788","2.950681447982788","2.950681447982788","3.583848476409912","3.583848476409912","3.583848476409912"
"3749","3.110358715057373","3.110358715057373","3.110358715057373","2.629287004470825","2.629287004470825","2.629287004470825","3.755521535873413","3.755521535873413","3.755521535873413"
"3779","3.533017873764038","3.533017873764038","3.533017873764038","2.8818306922912598","2.8818306922912598","2.8818306922912598","3.403244972229004","3.403244972229004","3.403244972229004"
"3809","3.9607741832733154","3.9607741832733154","3.9607741832733154","2.7596986293792725","2.7596986293792725","2.7596986293792725","3.727961301803589","3.727961301803589","3.727961301803589"
"3839","5.405837059020996","5.405837059020996","5.405837059020996","3.2173378467559814","3.2173378467559814","3.2173378467559814","4.645370960235596","4.645370960235596","4.645370960235596"
"3869","5.60710334777832","5.60710334777832","5.60710334777832","3.28958797454834","3.28958797454834","3.28958797454834","3.5289037227630615","3.5289037227630615","3.5289037227630615"
"3899","4.25185489654541","4.25185489654541","4.25185489654541","2.6914093494415283","2.6914093494415283","2.6914093494415283","3.293610095977783","3.293610095977783","3.293610095977783"
"3929","3.178720712661743","3.178720712661743","3.178720712661743","2.7654027938842773","2.7654027938842773","2.7654027938842773","3.949819803237915","3.949819803237915","3.949819803237915"
"3959","3.3447835445404053","3.3447835445404053","3.3447835445404053","3.25099515914917","3.25099515914917","3.25099515914917","3.6906697750091553","3.6906697750091553","3.6906697750091553"
"3989","3.349195718765259","3.349195718765259","3.349195718765259","2.717515468597412","2.717515468597412","2.717515468597412","3.3829753398895264","3.3829753398895264","3.3829753398895264"
"4019","3.054438352584839","3.054438352584839","3.054438352584839","3.2034707069396973","3.2034707069396973","3.2034707069396973","3.550913095474243","3.550913095474243","3.550913095474243"
"4049","3.21551251411438","3.21551251411438","3.21551251411438","2.714320659637451","2.714320659637451","2.714320659637451","3.223450183868408","3.223450183868408","3.223450183868408"
"4079","3.9193129539489746","3.9193129539489746","3.9193129539489746","2.971717119216919","2.971717119216919","2.971717119216919","3.996737003326416","3.996737003326416","3.996737003326416"
"4109","3.6627910137176514","3.6627910137176514","3.6627910137176514","2.8717241287231445","2.8717241287231445","2.8717241287231445","3.6184823513031006","3.6184823513031006","3.6184823513031006"
"4139","4.588791847229004","4.588791847229004","4.588791847229004","2.9284615516662598","2.9284615516662598","2.9284615516662598","3.8467509746551514","3.8467509746551514","3.8467509746551514"
"4169","3.8417294025421143","3.8417294025421143","3.8417294025421143","2.964708089828491","2.964708089828491","2.964708089828491","3.247450828552246","3.247450828552246","3.247450828552246"
"4199","2.898785352706909","2.898785352706909","2.898785352706909","2.674349308013916","2.674349308013916","2.674349308013916","3.30875563621521","3.30875563621521","3.30875563621521"
"4229","4.604865550994873","4.604865550994873","4.604865550994873","3.118236541748047","3.118236541748047","3.118236541748047","3.1575169563293457","3.1575169563293457","3.1575169563293457"
"4259","2.8135921955108643","2.8135921955108643","2.8135921955108643","2.76883602142334","2.76883602142334","2.76883602142334","3.292734384536743","3.292734384536743","3.292734384536743"
"4289","3.0040600299835205","3.0040600299835205","3.0040600299835205","2.846208333969116","2.846208333969116","2.846208333969116","3.9018309116363525","3.9018309116363525","3.9018309116363525"
"4319","2.852269172668457","2.852269172668457","2.852269172668457","2.85776424407959","2.85776424407959","2.85776424407959","3.739384174346924","3.739384174346924","3.739384174346924"
"4349","2.679382801055908","2.679382801055908","2.679382801055908","2.7011914253234863","2.7011914253234863","2.7011914253234863","3.4087047576904297","3.4087047576904297","3.4087047576904297"
"4379","3.1786611080169678","3.1786611080169678","3.1786611080169678","3.256105899810791","3.256105899810791","3.256105899810791","4.101141452789307","4.101141452789307","4.101141452789307"
"4409","2.769540309906006","2.769540309906006","2.769540309906006","2.941009521484375","2.941009521484375","2.941009521484375","3.5048272609710693","3.5048272609710693","3.5048272609710693"
"4439","2.9338040351867676","2.9338040351867676","2.9338040351867676","3.0348339080810547","3.0348339080810547","3.0348339080810547","3.492305278778076","3.492305278778076","3.492305278778076"
"4469","2.8786942958831787","2.8786942958831787","2.8786942958831787","2.7191579341888428","2.7191579341888428","2.7191579341888428","3.795954704284668","3.795954704284668","3.795954704284668"
"4499","3.1392929553985596","3.1392929553985596","3.1392929553985596","2.9691827297210693","2.9691827297210693","2.9691827297210693","3.4069924354553223","3.4069924354553223","3.4069924354553223"
"4529","3.1493682861328125","3.1493682861328125","3.1493682861328125","2.8940587043762207","2.8940587043762207","2.8940587043762207","3.66727352142334","3.66727352142334","3.66727352142334"
"4559","3.2422008514404297","3.2422008514404297","3.2422008514404297","2.9027745723724365","2.9027745723724365","2.9027745723724365","3.529071569442749","3.529071569442749","3.529071569442749"
"4589","2.748746395111084","2.748746395111084","2.748746395111084","2.8604114055633545","2.8604114055633545","2.8604114055633545","3.3618905544281006","3.3618905544281006","3.3618905544281006"
"4619","2.760713815689087","2.760713815689087","2.760713815689087","2.7187182903289795","2.7187182903289795","2.7187182903289795","3.3097081184387207","3.3097081184387207","3.3097081184387207"
"4649","2.954906463623047","2.954906463623047","2.954906463623047","3.1832573413848877","3.1832573413848877","3.1832573413848877","3.966132640838623","3.966132640838623","3.966132640838623"
"4679","3.1636974811553955","3.1636974811553955","3.1636974811553955","2.7957863807678223","2.7957863807678223","2.7957863807678223","3.519575834274292","3.519575834274292","3.519575834274292"
"4709","3.3727827072143555","3.3727827072143555","3.3727827072143555","3.2437965869903564","3.2437965869903564","3.2437965869903564","3.576934337615967","3.576934337615967","3.576934337615967"
"4739","4.371744632720947","4.371744632720947","4.371744632720947","3.3501970767974854","3.3501970767974854","3.3501970767974854","3.6107945442199707","3.6107945442199707","3.6107945442199707"
"4769","3.9711146354675293","3.9711146354675293","3.9711146354675293","2.8130266666412354","2.8130266666412354","2.8130266666412354","3.4730350971221924","3.4730350971221924","3.4730350971221924"
"4799","4.513174533843994","4.513174533843994","4.513174533843994","3.091217279434204","3.091217279434204","3.091217279434204","3.5522117614746094","3.5522117614746094","3.5522117614746094"
"4829","3.0473885536193848","3.0473885536193848","3.0473885536193848","2.697829484939575","2.697829484939575","2.697829484939575","3.4655253887176514","3.4655253887176514","3.4655253887176514"
"4859","2.9048588275909424","2.9048588275909424","2.9048588275909424","3.097011089324951","3.097011089324951","3.097011089324951","3.6946635246276855","3.6946635246276855","3.6946635246276855"
"4889","2.6138222217559814","2.6138222217559814","2.6138222217559814","2.713737726211548","2.713737726211548","2.713737726211548","3.348904848098755","3.348904848098755","3.348904848098755"
"4919","2.8686327934265137","2.8686327934265137","2.8686327934265137","3.0285539627075195","3.0285539627075195","3.0285539627075195","3.589779853820801","3.589779853820801","3.589779853820801"
"4949","2.6451475620269775","2.6451475620269775","2.6451475620269775","2.6323564052581787","2.6323564052581787","2.6323564052581787","3.1681249141693115","3.1681249141693115","3.1681249141693115"
