"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX"
"1619","121.61161041259766","121.61161041259766","121.61161041259766","126.8270263671875","126.8270263671875","126.8270263671875","37.28834915161133","37.28834915161133","37.28834915161133","121.29653930664062","121.29653930664062","121.29653930664062","125.23828887939453","125.23828887939453","125.23828887939453","37.28162384033203","37.28162384033203","37.28162384033203"
"1649","79.95315551757812","79.95315551757812","79.95315551757812","133.36949157714844","133.36949157714844","133.36949157714844","49.71222686767578","49.71222686767578","49.71222686767578","79.95506286621094","79.95506286621094","79.95506286621094","131.52090454101562","131.52090454101562","131.52090454101562","49.731082916259766","49.731082916259766","49.731082916259766"
"1679","88.2586898803711","88.2586898803711","88.2586898803711","152.86656188964844","152.86656188964844","152.86656188964844","49.73737335205078","49.73737335205078","49.73737335205078","88.07536315917969","88.07536315917969","88.07536315917969","151.32827758789062","151.32827758789062","151.32827758789062","49.863582611083984","49.863582611083984","49.863582611083984"
"1709","97.45745086669922","97.45745086669922","97.45745086669922","148.9033203125","148.9033203125","148.9033203125","42.67049789428711","42.67049789428711","42.67049789428711","97.38795471191406","97.38795471191406","97.38795471191406","147.31483459472656","147.31483459472656","147.31483459472656","42.63114547729492","42.63114547729492","42.63114547729492"
"1739","78.10907745361328","78.10907745361328","78.10907745361328","131.22857666015625","131.22857666015625","131.22857666015625","35.29685592651367","35.29685592651367","35.29685592651367","78.12590789794922","78.12590789794922","78.12590789794922","129.60162353515625","129.60162353515625","129.60162353515625","35.16160202026367","35.16160202026367","35.16160202026367"
"1769","81.70233917236328","81.70233917236328","81.70233917236328","129.82040405273438","129.82040405273438","129.82040405273438","37.661155700683594","37.661155700683594","37.661155700683594","81.5103988647461","81.5103988647461","81.5103988647461","127.83671569824219","127.83671569824219","127.83671569824219","37.58278274536133","37.58278274536133","37.58278274536133"
"1799","96.40806579589844","96.40806579589844","96.40806579589844","152.7555389404297","152.7555389404297","152.7555389404297","56.76261520385742","56.76261520385742","56.76261520385742","96.43199157714844","96.43199157714844","96.43199157714844","151.5030059814453","151.5030059814453","151.5030059814453","56.838623046875","56.838623046875","56.838623046875"
"1829","130.66729736328125","130.66729736328125","130.66729736328125","144.89535522460938","144.89535522460938","144.89535522460938","68.51318359375","68.51318359375","68.51318359375","130.54429626464844","130.54429626464844","130.54429626464844","143.37513732910156","143.37513732910156","143.37513732910156","68.96682739257812","68.96682739257812","68.96682739257812"
"1859","95.05470275878906","95.05470275878906","95.05470275878906","149.67393493652344","149.67393493652344","149.67393493652344","51.93794250488281","51.93794250488281","51.93794250488281","95.08834075927734","95.08834075927734","95.08834075927734","147.7462615966797","147.7462615966797","147.7462615966797","51.76918029785156","51.76918029785156","51.76918029785156"
"1889","86.99894714355469","86.99894714355469","86.99894714355469","135.72169494628906","135.72169494628906","135.72169494628906","47.088680267333984","47.088680267333984","47.088680267333984","87.07646179199219","87.07646179199219","87.07646179199219","134.11619567871094","134.11619567871094","134.11619567871094","46.91596221923828","46.91596221923828","46.91596221923828"
"1919","80.55720520019531","80.55720520019531","80.55720520019531","126.31815338134766","126.31815338134766","126.31815338134766","41.33104705810547","41.33104705810547","41.33104705810547","80.49131774902344","80.49131774902344","80.49131774902344","124.64421844482422","124.64421844482422","124.64421844482422","41.340614318847656","41.340614318847656","41.340614318847656"
"1949","86.38726043701172","86.38726043701172","86.38726043701172","141.73556518554688","141.73556518554688","141.73556518554688","46.08743667602539","46.08743667602539","46.08743667602539","86.32350158691406","86.32350158691406","86.32350158691406","140.07188415527344","140.07188415527344","140.07188415527344","46.103694915771484","46.103694915771484","46.103694915771484"
"1979","91.8802719116211","91.8802719116211","91.8802719116211","141.52474975585938","141.52474975585938","141.52474975585938","47.86463928222656","47.86463928222656","47.86463928222656","91.8425064086914","91.8425064086914","91.8425064086914","139.95663452148438","139.95663452148438","139.95663452148438","47.942142486572266","47.942142486572266","47.942142486572266"
"2009","86.53076934814453","86.53076934814453","86.53076934814453","150.90904235839844","150.90904235839844","150.90904235839844","54.20532989501953","54.20532989501953","54.20532989501953","86.5201416015625","86.5201416015625","86.5201416015625","149.5775909423828","149.5775909423828","149.5775909423828","54.29890441894531","54.29890441894531","54.29890441894531"
"2039","73.11893463134766","73.11893463134766","73.11893463134766","126.38602447509766","126.38602447509766","126.38602447509766","45.50060272216797","45.50060272216797","45.50060272216797","72.88933563232422","72.88933563232422","72.88933563232422","124.84515380859375","124.84515380859375","124.84515380859375","45.35063552856445","45.35063552856445","45.35063552856445"
"2069","90.8104476928711","90.8104476928711","90.8104476928711","137.89309692382812","137.89309692382812","137.89309692382812","45.3013916015625","45.3013916015625","45.3013916015625","90.66011810302734","90.66011810302734","90.66011810302734","136.345703125","136.345703125","136.345703125","45.219696044921875","45.219696044921875","45.219696044921875"
"2099","109.98200988769531","109.98200988769531","109.98200988769531","119.94734191894531","119.94734191894531","119.94734191894531","50.27022933959961","50.27022933959961","50.27022933959961","110.01197052001953","110.01197052001953","110.01197052001953","118.7965316772461","118.7965316772461","118.7965316772461","50.37346267700195","50.37346267700195","50.37346267700195"
"2129","84.7331314086914","84.7331314086914","84.7331314086914","132.23287963867188","132.23287963867188","132.23287963867188","37.803890228271484","37.803890228271484","37.803890228271484","84.63453674316406","84.63453674316406","84.63453674316406","130.82162475585938","130.82162475585938","130.82162475585938","37.672176361083984","37.672176361083984","37.672176361083984"
"2159","66.740234375","66.740234375","66.740234375","165.40646362304688","165.40646362304688","165.40646362304688","56.47705841064453","56.47705841064453","56.47705841064453","66.7258071899414","66.7258071899414","66.7258071899414","163.88487243652344","163.88487243652344","163.88487243652344","56.59641647338867","56.59641647338867","56.59641647338867"
"2189","91.49778747558594","91.49778747558594","91.49778747558594","152.08651733398438","152.08651733398438","152.08651733398438","45.52081298828125","45.52081298828125","45.52081298828125","91.30437469482422","91.30437469482422","91.30437469482422","150.65562438964844","150.65562438964844","150.65562438964844","45.2917366027832","45.2917366027832","45.2917366027832"
"2219","74.95364379882812","74.95364379882812","74.95364379882812","136.37307739257812","136.37307739257812","136.37307739257812","33.00249099731445","33.00249099731445","33.00249099731445","74.8753433227539","74.8753433227539","74.8753433227539","135.02474975585938","135.02474975585938","135.02474975585938","33.013938903808594","33.013938903808594","33.013938903808594"
"2249","77.6606674194336","77.6606674194336","77.6606674194336","141.3712921142578","141.3712921142578","141.3712921142578","61.11907196044922","61.11907196044922","61.11907196044922","77.5561294555664","77.5561294555664","77.5561294555664","139.58763122558594","139.58763122558594","139.58763122558594","61.194480895996094","61.194480895996094","61.194480895996094"
"2279","96.66426086425781","96.66426086425781","96.66426086425781","134.46583557128906","134.46583557128906","134.46583557128906","53.57200622558594","53.57200622558594","53.57200622558594","96.35223388671875","96.35223388671875","96.35223388671875","133.049072265625","133.049072265625","133.049072265625","53.39521789550781","53.39521789550781","53.39521789550781"
"2309","83.63880920410156","83.63880920410156","83.63880920410156","144.879150390625","144.879150390625","144.879150390625","42.36167526245117","42.36167526245117","42.36167526245117","83.67952728271484","83.67952728271484","83.67952728271484","143.7489471435547","143.7489471435547","143.7489471435547","42.700828552246094","42.700828552246094","42.700828552246094"
"2339","63.12846374511719","63.12846374511719","63.12846374511719","127.51522827148438","127.51522827148438","127.51522827148438","54.94243621826172","54.94243621826172","54.94243621826172","62.90055465698242","62.90055465698242","62.90055465698242","125.73859405517578","125.73859405517578","125.73859405517578","54.88080978393555","54.88080978393555","54.88080978393555"
"2369","72.58553314208984","72.58553314208984","72.58553314208984","126.62113952636719","126.62113952636719","126.62113952636719","42.15554428100586","42.15554428100586","42.15554428100586","72.42376708984375","72.42376708984375","72.42376708984375","125.31167602539062","125.31167602539062","125.31167602539062","42.246299743652344","42.246299743652344","42.246299743652344"
"2399","82.38460540771484","82.38460540771484","82.38460540771484","125.18489837646484","125.18489837646484","125.18489837646484","42.331703186035156","42.331703186035156","42.331703186035156","82.46051788330078","82.46051788330078","82.46051788330078","123.52992248535156","123.52992248535156","123.52992248535156","42.27199172973633","42.27199172973633","42.27199172973633"
"2429","63.630863189697266","63.630863189697266","63.630863189697266","147.13671875","147.13671875","147.13671875","49.41539001464844","49.41539001464844","49.41539001464844","63.61848449707031","63.61848449707031","63.61848449707031","145.59274291992188","145.59274291992188","145.59274291992188","49.527156829833984","49.527156829833984","49.527156829833984"
"2459","72.54476165771484","72.54476165771484","72.54476165771484","130.7265625","130.7265625","130.7265625","35.55028533935547","35.55028533935547","35.55028533935547","72.43440246582031","72.43440246582031","72.43440246582031","129.61007690429688","129.61007690429688","129.61007690429688","35.34052658081055","35.34052658081055","35.34052658081055"
"2489","77.52334594726562","77.52334594726562","77.52334594726562","150.28323364257812","150.28323364257812","150.28323364257812","48.334617614746094","48.334617614746094","48.334617614746094","77.40290832519531","77.40290832519531","77.40290832519531","148.84288024902344","148.84288024902344","148.84288024902344","48.40643310546875","48.40643310546875","48.40643310546875"
"2519","72.62944030761719","72.62944030761719","72.62944030761719","148.5442657470703","148.5442657470703","148.5442657470703","45.28692626953125","45.28692626953125","45.28692626953125","72.61585998535156","72.61585998535156","72.61585998535156","147.61065673828125","147.61065673828125","147.61065673828125","45.235233306884766","45.235233306884766","45.235233306884766"
