"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX"
"5369","46.72481918334961","46.72481918334961","46.72481918334961","106.60210418701172","106.60210418701172","106.60210418701172","33.01906967163086","33.01906967163086","33.01906967163086","46.54766845703125","46.54766845703125","46.54766845703125","106.36695861816406","106.36695861816406","106.36695861816406","32.9114990234375","32.9114990234375","32.9114990234375"
"5399","48.67702102661133","48.67702102661133","48.67702102661133","111.79421997070312","111.79421997070312","111.79421997070312","37.64509201049805","37.64509201049805","37.64509201049805","48.51555633544922","48.51555633544922","48.51555633544922","111.42388153076172","111.42388153076172","111.42388153076172","38.09101104736328","38.09101104736328","38.09101104736328"
"5429","50.584999084472656","50.584999084472656","50.584999084472656","114.70201110839844","114.70201110839844","114.70201110839844","38.58226013183594","38.58226013183594","38.58226013183594","50.51340866088867","50.51340866088867","50.51340866088867","114.40740203857422","114.40740203857422","114.40740203857422","38.53468322753906","38.53468322753906","38.53468322753906"
"5459","47.16099166870117","47.16099166870117","47.16099166870117","99.40583801269531","99.40583801269531","99.40583801269531","27.229198455810547","27.229198455810547","27.229198455810547","47.16559600830078","47.16559600830078","47.16559600830078","98.69435119628906","98.69435119628906","98.69435119628906","27.210304260253906","27.210304260253906","27.210304260253906"
"5489","46.78911209106445","46.78911209106445","46.78911209106445","101.86261749267578","101.86261749267578","101.86261749267578","27.74185562133789","27.74185562133789","27.74185562133789","46.92898178100586","46.92898178100586","46.92898178100586","101.52511596679688","101.52511596679688","101.52511596679688","27.837753295898438","27.837753295898438","27.837753295898438"
"5519","40.23155975341797","40.23155975341797","40.23155975341797","92.26818084716797","92.26818084716797","92.26818084716797","27.097612380981445","27.097612380981445","27.097612380981445","40.09844207763672","40.09844207763672","40.09844207763672","91.93830108642578","91.93830108642578","91.93830108642578","26.960941314697266","26.960941314697266","26.960941314697266"
"5549","46.666297912597656","46.666297912597656","46.666297912597656","107.44281005859375","107.44281005859375","107.44281005859375","27.862192153930664","27.862192153930664","27.862192153930664","46.44691467285156","46.44691467285156","46.44691467285156","106.94795989990234","106.94795989990234","106.94795989990234","27.770814895629883","27.770814895629883","27.770814895629883"
"5579","56.26940155029297","56.26940155029297","56.26940155029297","121.79532623291016","121.79532623291016","121.79532623291016","41.62969207763672","41.62969207763672","41.62969207763672","55.98286056518555","55.98286056518555","55.98286056518555","122.37700653076172","122.37700653076172","122.37700653076172","41.849937438964844","41.849937438964844","41.849937438964844"
"5609","48.722957611083984","48.722957611083984","48.722957611083984","114.16658782958984","114.16658782958984","114.16658782958984","34.95275115966797","34.95275115966797","34.95275115966797","48.84206008911133","48.84206008911133","48.84206008911133","113.77046966552734","113.77046966552734","113.77046966552734","34.852291107177734","34.852291107177734","34.852291107177734"
"5639","43.24519348144531","43.24519348144531","43.24519348144531","93.73577880859375","93.73577880859375","93.73577880859375","26.175546646118164","26.175546646118164","26.175546646118164","43.12416458129883","43.12416458129883","43.12416458129883","93.46212768554688","93.46212768554688","93.46212768554688","25.96649169921875","25.96649169921875","25.96649169921875"
"5669","46.09854507446289","46.09854507446289","46.09854507446289","104.73081970214844","104.73081970214844","104.73081970214844","30.9141902923584","30.9141902923584","30.9141902923584","45.95541763305664","45.95541763305664","45.95541763305664","104.42247009277344","104.42247009277344","104.42247009277344","30.927621841430664","30.927621841430664","30.927621841430664"
"5699","46.28095245361328","46.28095245361328","46.28095245361328","93.93628692626953","93.93628692626953","93.93628692626953","23.653921127319336","23.653921127319336","23.653921127319336","46.10138702392578","46.10138702392578","46.10138702392578","93.57251739501953","93.57251739501953","93.57251739501953","23.529237747192383","23.529237747192383","23.529237747192383"
"5729","48.415550231933594","48.415550231933594","48.415550231933594","105.92839813232422","105.92839813232422","105.92839813232422","27.48784065246582","27.48784065246582","27.48784065246582","48.364070892333984","48.364070892333984","48.364070892333984","105.62064361572266","105.62064361572266","105.62064361572266","27.4721622467041","27.4721622467041","27.4721622467041"
"5759","45.221858978271484","45.221858978271484","45.221858978271484","110.10419464111328","110.10419464111328","110.10419464111328","32.48957061767578","32.48957061767578","32.48957061767578","45.09964370727539","45.09964370727539","45.09964370727539","109.89185333251953","109.89185333251953","109.89185333251953","32.742515563964844","32.742515563964844","32.742515563964844"
"5789","49.40591049194336","49.40591049194336","49.40591049194336","108.31640625","108.31640625","108.31640625","29.50971794128418","29.50971794128418","29.50971794128418","49.30200958251953","49.30200958251953","49.30200958251953","107.63023376464844","107.63023376464844","107.63023376464844","29.400779724121094","29.400779724121094","29.400779724121094"
"5819","44.90825271606445","44.90825271606445","44.90825271606445","104.58039855957031","104.58039855957031","104.58039855957031","24.920324325561523","24.920324325561523","24.920324325561523","44.67855453491211","44.67855453491211","44.67855453491211","104.2563247680664","104.2563247680664","104.2563247680664","24.812118530273438","24.812118530273438","24.812118530273438"
"5849","51.42726516723633","51.42726516723633","51.42726516723633","124.39192962646484","124.39192962646484","124.39192962646484","35.47682571411133","35.47682571411133","35.47682571411133","51.25442123413086","51.25442123413086","51.25442123413086","124.8162841796875","124.8162841796875","124.8162841796875","35.45288848876953","35.45288848876953","35.45288848876953"
"5879","40.4533576965332","40.4533576965332","40.4533576965332","97.29586029052734","97.29586029052734","97.29586029052734","23.43869972229004","23.43869972229004","23.43869972229004","40.34721755981445","40.34721755981445","40.34721755981445","96.47740173339844","96.47740173339844","96.47740173339844","23.23761749267578","23.23761749267578","23.23761749267578"
"5909","42.79534149169922","42.79534149169922","42.79534149169922","102.35738372802734","102.35738372802734","102.35738372802734","25.594572067260742","25.594572067260742","25.594572067260742","42.620689392089844","42.620689392089844","42.620689392089844","102.31564331054688","102.31564331054688","102.31564331054688","25.34992218017578","25.34992218017578","25.34992218017578"
"5939","59.06079864501953","59.06079864501953","59.06079864501953","113.6744384765625","113.6744384765625","113.6744384765625","36.112091064453125","36.112091064453125","36.112091064453125","59.15032958984375","59.15032958984375","59.15032958984375","113.59662628173828","113.59662628173828","113.59662628173828","36.25940704345703","36.25940704345703","36.25940704345703"
"5969","49.23725128173828","49.23725128173828","49.23725128173828","122.26239013671875","122.26239013671875","122.26239013671875","32.064117431640625","32.064117431640625","32.064117431640625","49.233333587646484","49.233333587646484","49.233333587646484","121.9566650390625","121.9566650390625","121.9566650390625","32.188594818115234","32.188594818115234","32.188594818115234"
"5999","44.64957046508789","44.64957046508789","44.64957046508789","101.3100357055664","101.3100357055664","101.3100357055664","28.442995071411133","28.442995071411133","28.442995071411133","44.51265335083008","44.51265335083008","44.51265335083008","101.14353942871094","101.14353942871094","101.14353942871094","28.527212142944336","28.527212142944336","28.527212142944336"
"6029","45.349266052246094","45.349266052246094","45.349266052246094","103.36817169189453","103.36817169189453","103.36817169189453","26.75387191772461","26.75387191772461","26.75387191772461","45.20051193237305","45.20051193237305","45.20051193237305","102.9754638671875","102.9754638671875","102.9754638671875","26.865942001342773","26.865942001342773","26.865942001342773"
"6059","43.39796447753906","43.39796447753906","43.39796447753906","96.6299819946289","96.6299819946289","96.6299819946289","23.413393020629883","23.413393020629883","23.413393020629883","43.26447296142578","43.26447296142578","43.26447296142578","95.9945068359375","95.9945068359375","95.9945068359375","23.350717544555664","23.350717544555664","23.350717544555664"
"6089","44.27560806274414","44.27560806274414","44.27560806274414","113.57544708251953","113.57544708251953","113.57544708251953","29.80257225036621","29.80257225036621","29.80257225036621","44.12028121948242","44.12028121948242","44.12028121948242","113.37648010253906","113.37648010253906","113.37648010253906","29.76025390625","29.76025390625","29.76025390625"
"6119","45.59342575073242","45.59342575073242","45.59342575073242","111.2738037109375","111.2738037109375","111.2738037109375","30.251108169555664","30.251108169555664","30.251108169555664","45.62774658203125","45.62774658203125","45.62774658203125","110.89474487304688","110.89474487304688","110.89474487304688","30.157419204711914","30.157419204711914","30.157419204711914"
"6149","45.717742919921875","45.717742919921875","45.717742919921875","101.82115936279297","101.82115936279297","101.82115936279297","27.263811111450195","27.263811111450195","27.263811111450195","45.73999786376953","45.73999786376953","45.73999786376953","101.69933319091797","101.69933319091797","101.69933319091797","27.065311431884766","27.065311431884766","27.065311431884766"
"6179","43.52155303955078","43.52155303955078","43.52155303955078","98.87925720214844","98.87925720214844","98.87925720214844","24.17620086669922","24.17620086669922","24.17620086669922","43.43452072143555","43.43452072143555","43.43452072143555","98.43899536132812","98.43899536132812","98.43899536132812","24.07156753540039","24.07156753540039","24.07156753540039"
"6209","51.09675598144531","51.09675598144531","51.09675598144531","104.41808319091797","104.41808319091797","104.41808319091797","32.24814224243164","32.24814224243164","32.24814224243164","51.0082893371582","51.0082893371582","51.0082893371582","104.13590240478516","104.13590240478516","104.13590240478516","32.42926788330078","32.42926788330078","32.42926788330078"
"6239","43.20846176147461","43.20846176147461","43.20846176147461","101.37335968017578","101.37335968017578","101.37335968017578","24.29652214050293","24.29652214050293","24.29652214050293","43.22536087036133","43.22536087036133","43.22536087036133","100.490234375","100.490234375","100.490234375","24.24138832092285","24.24138832092285","24.24138832092285"
"6269","47.01956558227539","47.01956558227539","47.01956558227539","105.14910125732422","105.14910125732422","105.14910125732422","21.816864013671875","21.816864013671875","21.816864013671875","46.75912857055664","46.75912857055664","46.75912857055664","104.85562133789062","104.85562133789062","104.85562133789062","21.63484764099121","21.63484764099121","21.63484764099121"
"6299","45.35372543334961","45.35372543334961","45.35372543334961","106.74739837646484","106.74739837646484","106.74739837646484","34.584251403808594","34.584251403808594","34.584251403808594","45.25617218017578","45.25617218017578","45.25617218017578","106.71598052978516","106.71598052978516","106.71598052978516","34.83363723754883","34.83363723754883","34.83363723754883"
"6329","51.8998908996582","51.8998908996582","51.8998908996582","105.1162109375","105.1162109375","105.1162109375","30.76975440979004","30.76975440979004","30.76975440979004","51.889286041259766","51.889286041259766","51.889286041259766","105.0500259399414","105.0500259399414","105.0500259399414","30.873788833618164","30.873788833618164","30.873788833618164"
"6359","49.21884536743164","49.21884536743164","49.21884536743164","110.76860809326172","110.76860809326172","110.76860809326172","34.38641357421875","34.38641357421875","34.38641357421875","48.91073226928711","48.91073226928711","48.91073226928711","110.87113189697266","110.87113189697266","110.87113189697266","34.278011322021484","34.278011322021484","34.278011322021484"
"6389","47.70590591430664","47.70590591430664","47.70590591430664","104.05988311767578","104.05988311767578","104.05988311767578","35.178871154785156","35.178871154785156","35.178871154785156","47.668670654296875","47.668670654296875","47.668670654296875","103.57170867919922","103.57170867919922","103.57170867919922","35.489498138427734","35.489498138427734","35.489498138427734"
"6419","49.44134521484375","49.44134521484375","49.44134521484375","122.27294921875","122.27294921875","122.27294921875","37.24190902709961","37.24190902709961","37.24190902709961","49.199188232421875","49.199188232421875","49.199188232421875","121.60173797607422","121.60173797607422","121.60173797607422","37.18255615234375","37.18255615234375","37.18255615234375"
"6449","45.64362716674805","45.64362716674805","45.64362716674805","101.11103057861328","101.11103057861328","101.11103057861328","30.293575286865234","30.293575286865234","30.293575286865234","45.40201187133789","45.40201187133789","45.40201187133789","100.68882751464844","100.68882751464844","100.68882751464844","30.329496383666992","30.329496383666992","30.329496383666992"
"6479","40.309349060058594","40.309349060058594","40.309349060058594","86.95535278320312","86.95535278320312","86.95535278320312","21.703603744506836","21.703603744506836","21.703603744506836","40.15079879760742","40.15079879760742","40.15079879760742","86.46097564697266","86.46097564697266","86.46097564697266","21.57293128967285","21.57293128967285","21.57293128967285"
"6509","51.31239318847656","51.31239318847656","51.31239318847656","112.65897369384766","112.65897369384766","112.65897369384766","35.13410568237305","35.13410568237305","35.13410568237305","51.27902603149414","51.27902603149414","51.27902603149414","112.77030944824219","112.77030944824219","112.77030944824219","34.93868637084961","34.93868637084961","34.93868637084961"
"6539","47.38556671142578","47.38556671142578","47.38556671142578","106.78007507324219","106.78007507324219","106.78007507324219","27.96269416809082","27.96269416809082","27.96269416809082","47.3303108215332","47.3303108215332","47.3303108215332","106.18370819091797","106.18370819091797","106.18370819091797","27.81826400756836","27.81826400756836","27.81826400756836"
"6569","51.25987243652344","51.25987243652344","51.25987243652344","110.99462890625","110.99462890625","110.99462890625","24.347625732421875","24.347625732421875","24.347625732421875","51.17099380493164","51.17099380493164","51.17099380493164","110.7184066772461","110.7184066772461","110.7184066772461","24.56617546081543","24.56617546081543","24.56617546081543"
"6599","44.93720626831055","44.93720626831055","44.93720626831055","97.22361755371094","97.22361755371094","97.22361755371094","25.252765655517578","25.252765655517578","25.252765655517578","45.045536041259766","45.045536041259766","45.045536041259766","96.9797134399414","96.9797134399414","96.9797134399414","25.157039642333984","25.157039642333984","25.157039642333984"
"6629","40.16429138183594","40.16429138183594","40.16429138183594","95.8980484008789","95.8980484008789","95.8980484008789","26.737226486206055","26.737226486206055","26.737226486206055","40.0937385559082","40.0937385559082","40.0937385559082","95.52251434326172","95.52251434326172","95.52251434326172","26.783893585205078","26.783893585205078","26.783893585205078"
"6659","46.14031219482422","46.14031219482422","46.14031219482422","112.34852600097656","112.34852600097656","112.34852600097656","26.310380935668945","26.310380935668945","26.310380935668945","45.98775863647461","45.98775863647461","45.98775863647461","112.80695343017578","112.80695343017578","112.80695343017578","26.430702209472656","26.430702209472656","26.430702209472656"
"6689","43.155311584472656","43.155311584472656","43.155311584472656","97.11617279052734","97.11617279052734","97.11617279052734","24.847455978393555","24.847455978393555","24.847455978393555","43.01899337768555","43.01899337768555","43.01899337768555","96.54954528808594","96.54954528808594","96.54954528808594","24.646547317504883","24.646547317504883","24.646547317504883"
"6719","47.56861114501953","47.56861114501953","47.56861114501953","106.99769592285156","106.99769592285156","106.99769592285156","30.975576400756836","30.975576400756836","30.975576400756836","47.31795883178711","47.31795883178711","47.31795883178711","106.83425903320312","106.83425903320312","106.83425903320312","31.146207809448242","31.146207809448242","31.146207809448242"
"6749","44.04778289794922","44.04778289794922","44.04778289794922","92.30252075195312","92.30252075195312","92.30252075195312","22.23188018798828","22.23188018798828","22.23188018798828","44.024658203125","44.024658203125","44.024658203125","92.03515625","92.03515625","92.03515625","22.272621154785156","22.272621154785156","22.272621154785156"
"6779","49.25977325439453","49.25977325439453","49.25977325439453","101.40884399414062","101.40884399414062","101.40884399414062","23.44798469543457","23.44798469543457","23.44798469543457","49.1064338684082","49.1064338684082","49.1064338684082","101.6493148803711","101.6493148803711","101.6493148803711","23.48927879333496","23.48927879333496","23.48927879333496"
"6809","45.282562255859375","45.282562255859375","45.282562255859375","108.56455993652344","108.56455993652344","108.56455993652344","30.79000473022461","30.79000473022461","30.79000473022461","45.13264846801758","45.13264846801758","45.13264846801758","108.38754272460938","108.38754272460938","108.38754272460938","30.783344268798828","30.783344268798828","30.783344268798828"
"6839","46.38243865966797","46.38243865966797","46.38243865966797","104.40150451660156","104.40150451660156","104.40150451660156","22.540496826171875","22.540496826171875","22.540496826171875","46.65138626098633","46.65138626098633","46.65138626098633","104.31887817382812","104.31887817382812","104.31887817382812","22.200345993041992","22.200345993041992","22.200345993041992"
"6869","41.82502746582031","41.82502746582031","41.82502746582031","101.49026489257812","101.49026489257812","101.49026489257812","29.341753005981445","29.341753005981445","29.341753005981445","41.80121612548828","41.80121612548828","41.80121612548828","100.99388122558594","100.99388122558594","100.99388122558594","29.33558464050293","29.33558464050293","29.33558464050293"
"6899","43.59602355957031","43.59602355957031","43.59602355957031","98.02994537353516","98.02994537353516","98.02994537353516","26.760507583618164","26.760507583618164","26.760507583618164","43.49677658081055","43.49677658081055","43.49677658081055","98.08509826660156","98.08509826660156","98.08509826660156","27.420589447021484","27.420589447021484","27.420589447021484"
"6929","48.24806594848633","48.24806594848633","48.24806594848633","113.33421325683594","113.33421325683594","113.33421325683594","40.41665267944336","40.41665267944336","40.41665267944336","48.349647521972656","48.349647521972656","48.349647521972656","113.44329833984375","113.44329833984375","113.44329833984375","40.60784912109375","40.60784912109375","40.60784912109375"
"6959","44.24048614501953","44.24048614501953","44.24048614501953","98.53202819824219","98.53202819824219","98.53202819824219","20.897457122802734","20.897457122802734","20.897457122802734","44.00672912597656","44.00672912597656","44.00672912597656","97.65524291992188","97.65524291992188","97.65524291992188","20.79566764831543","20.79566764831543","20.79566764831543"
"6989","39.31688690185547","39.31688690185547","39.31688690185547","89.74261474609375","89.74261474609375","89.74261474609375","23.77204132080078","23.77204132080078","23.77204132080078","39.17795181274414","39.17795181274414","39.17795181274414","89.08485412597656","89.08485412597656","89.08485412597656","23.71533203125","23.71533203125","23.71533203125"
"7019","42.67909622192383","42.67909622192383","42.67909622192383","95.71514129638672","95.71514129638672","95.71514129638672","20.034526824951172","20.034526824951172","20.034526824951172","42.39846420288086","42.39846420288086","42.39846420288086","95.40206909179688","95.40206909179688","95.40206909179688","20.088945388793945","20.088945388793945","20.088945388793945"
"7049","45.95834732055664","45.95834732055664","45.95834732055664","103.80347442626953","103.80347442626953","103.80347442626953","36.7663459777832","36.7663459777832","36.7663459777832","46.03599548339844","46.03599548339844","46.03599548339844","103.78773498535156","103.78773498535156","103.78773498535156","36.75578689575195","36.75578689575195","36.75578689575195"
"7079","48.22863006591797","48.22863006591797","48.22863006591797","110.19473266601562","110.19473266601562","110.19473266601562","30.404367446899414","30.404367446899414","30.404367446899414","48.11675262451172","48.11675262451172","48.11675262451172","109.51174926757812","109.51174926757812","109.51174926757812","30.43987274169922","30.43987274169922","30.43987274169922"
"7109","41.53337478637695","41.53337478637695","41.53337478637695","94.78728485107422","94.78728485107422","94.78728485107422","31.315414428710938","31.315414428710938","31.315414428710938","41.623497009277344","41.623497009277344","41.623497009277344","94.0860824584961","94.0860824584961","94.0860824584961","31.35257339477539","31.35257339477539","31.35257339477539"
"7139","39.74843978881836","39.74843978881836","39.74843978881836","89.19388580322266","89.19388580322266","89.19388580322266","25.11292839050293","25.11292839050293","25.11292839050293","39.795555114746094","39.795555114746094","39.795555114746094","89.02156066894531","89.02156066894531","89.02156066894531","25.03713035583496","25.03713035583496","25.03713035583496"
"7169","43.43442153930664","43.43442153930664","43.43442153930664","100.3056411743164","100.3056411743164","100.3056411743164","23.3793888092041","23.3793888092041","23.3793888092041","43.418174743652344","43.418174743652344","43.418174743652344","100.26712799072266","100.26712799072266","100.26712799072266","23.518896102905273","23.518896102905273","23.518896102905273"
"7199","46.572322845458984","46.572322845458984","46.572322845458984","109.51860809326172","109.51860809326172","109.51860809326172","26.399372100830078","26.399372100830078","26.399372100830078","46.44478225708008","46.44478225708008","46.44478225708008","109.32976531982422","109.32976531982422","109.32976531982422","26.34949493408203","26.34949493408203","26.34949493408203"
"7229","40.08938980102539","40.08938980102539","40.08938980102539","89.2109375","89.2109375","89.2109375","22.21989631652832","22.21989631652832","22.21989631652832","40.159202575683594","40.159202575683594","40.159202575683594","88.81978607177734","88.81978607177734","88.81978607177734","22.413808822631836","22.413808822631836","22.413808822631836"
"7259","52.521366119384766","52.521366119384766","52.521366119384766","107.61431121826172","107.61431121826172","107.61431121826172","37.12181091308594","37.12181091308594","37.12181091308594","52.59870147705078","52.59870147705078","52.59870147705078","107.2353515625","107.2353515625","107.2353515625","37.632728576660156","37.632728576660156","37.632728576660156"
"7289","44.415565490722656","44.415565490722656","44.415565490722656","96.5809326171875","96.5809326171875","96.5809326171875","25.74028778076172","25.74028778076172","25.74028778076172","44.38934326171875","44.38934326171875","44.38934326171875","96.1406021118164","96.1406021118164","96.1406021118164","25.87928009033203","25.87928009033203","25.87928009033203"
"7319","45.92243194580078","45.92243194580078","45.92243194580078","112.07420349121094","112.07420349121094","112.07420349121094","24.854843139648438","24.854843139648438","24.854843139648438","45.76041030883789","45.76041030883789","45.76041030883789","112.90171813964844","112.90171813964844","112.90171813964844","25.17717170715332","25.17717170715332","25.17717170715332"
"7349","48.17964172363281","48.17964172363281","48.17964172363281","108.80364227294922","108.80364227294922","108.80364227294922","34.45757293701172","34.45757293701172","34.45757293701172","48.19422912597656","48.19422912597656","48.19422912597656","108.34368896484375","108.34368896484375","108.34368896484375","34.41632080078125","34.41632080078125","34.41632080078125"
"7379","46.74824142456055","46.74824142456055","46.74824142456055","102.66219329833984","102.66219329833984","102.66219329833984","28.724157333374023","28.724157333374023","28.724157333374023","46.623382568359375","46.623382568359375","46.623382568359375","102.53472137451172","102.53472137451172","102.53472137451172","28.685546875","28.685546875","28.685546875"
"7409","39.135154724121094","39.135154724121094","39.135154724121094","84.24978637695312","84.24978637695312","84.24978637695312","21.040964126586914","21.040964126586914","21.040964126586914","38.85185623168945","38.85185623168945","38.85185623168945","84.2604751586914","84.2604751586914","84.2604751586914","20.858314514160156","20.858314514160156","20.858314514160156"
"7439","40.69776153564453","40.69776153564453","40.69776153564453","95.03429412841797","95.03429412841797","95.03429412841797","19.702533721923828","19.702533721923828","19.702533721923828","40.724876403808594","40.724876403808594","40.724876403808594","95.31421661376953","95.31421661376953","95.31421661376953","19.689491271972656","19.689491271972656","19.689491271972656"
"7469","44.28898239135742","44.28898239135742","44.28898239135742","96.7174072265625","96.7174072265625","96.7174072265625","25.153398513793945","25.153398513793945","25.153398513793945","44.25327682495117","44.25327682495117","44.25327682495117","96.15409851074219","96.15409851074219","96.15409851074219","25.190372467041016","25.190372467041016","25.190372467041016"
"7499","42.289756774902344","42.289756774902344","42.289756774902344","92.2330322265625","92.2330322265625","92.2330322265625","31.89914894104004","31.89914894104004","31.89914894104004","42.39928436279297","42.39928436279297","42.39928436279297","91.60900115966797","91.60900115966797","91.60900115966797","31.8533935546875","31.8533935546875","31.8533935546875"
"7529","33.60169982910156","33.60169982910156","33.60169982910156","74.29716491699219","74.29716491699219","74.29716491699219","18.788137435913086","18.788137435913086","18.788137435913086","33.435115814208984","33.435115814208984","33.435115814208984","73.75820922851562","73.75820922851562","73.75820922851562","18.716289520263672","18.716289520263672","18.716289520263672"
"7559","40.93718719482422","40.93718719482422","40.93718719482422","101.76036834716797","101.76036834716797","101.76036834716797","31.60558319091797","31.60558319091797","31.60558319091797","40.886192321777344","40.886192321777344","40.886192321777344","101.50955963134766","101.50955963134766","101.50955963134766","31.66935920715332","31.66935920715332","31.66935920715332"
"7589","46.61323165893555","46.61323165893555","46.61323165893555","108.23888397216797","108.23888397216797","108.23888397216797","20.842836380004883","20.842836380004883","20.842836380004883","46.552547454833984","46.552547454833984","46.552547454833984","108.39534759521484","108.39534759521484","108.39534759521484","20.748355865478516","20.748355865478516","20.748355865478516"
"7619","46.36658477783203","46.36658477783203","46.36658477783203","104.31317138671875","104.31317138671875","104.31317138671875","26.79179573059082","26.79179573059082","26.79179573059082","46.15876388549805","46.15876388549805","46.15876388549805","104.15904235839844","104.15904235839844","104.15904235839844","26.999879837036133","26.999879837036133","26.999879837036133"
"7649","40.92687225341797","40.92687225341797","40.92687225341797","94.52181243896484","94.52181243896484","94.52181243896484","18.760101318359375","18.760101318359375","18.760101318359375","40.80301284790039","40.80301284790039","40.80301284790039","94.0282211303711","94.0282211303711","94.0282211303711","18.608444213867188","18.608444213867188","18.608444213867188"
"7679","40.92495346069336","40.92495346069336","40.92495346069336","96.02029418945312","96.02029418945312","96.02029418945312","27.555448532104492","27.555448532104492","27.555448532104492","41.05640411376953","41.05640411376953","41.05640411376953","95.6212158203125","95.6212158203125","95.6212158203125","27.633163452148438","27.633163452148438","27.633163452148438"
"7709","43.602500915527344","43.602500915527344","43.602500915527344","94.41767120361328","94.41767120361328","94.41767120361328","20.22781753540039","20.22781753540039","20.22781753540039","43.46574783325195","43.46574783325195","43.46574783325195","94.4547348022461","94.4547348022461","94.4547348022461","20.120635986328125","20.120635986328125","20.120635986328125"
"7739","45.209197998046875","45.209197998046875","45.209197998046875","97.14089965820312","97.14089965820312","97.14089965820312","25.6063232421875","25.6063232421875","25.6063232421875","45.16214370727539","45.16214370727539","45.16214370727539","97.59380340576172","97.59380340576172","97.59380340576172","25.71711540222168","25.71711540222168","25.71711540222168"
"7769","43.98004913330078","43.98004913330078","43.98004913330078","94.62985229492188","94.62985229492188","94.62985229492188","19.77078628540039","19.77078628540039","19.77078628540039","43.78802490234375","43.78802490234375","43.78802490234375","94.15242004394531","94.15242004394531","94.15242004394531","19.631290435791016","19.631290435791016","19.631290435791016"
"7799","46.813690185546875","46.813690185546875","46.813690185546875","93.2569351196289","93.2569351196289","93.2569351196289","23.85062026977539","23.85062026977539","23.85062026977539","46.84168243408203","46.84168243408203","46.84168243408203","92.88826751708984","92.88826751708984","92.88826751708984","23.801288604736328","23.801288604736328","23.801288604736328"
"7829","42.15847396850586","42.15847396850586","42.15847396850586","98.18004608154297","98.18004608154297","98.18004608154297","23.918249130249023","23.918249130249023","23.918249130249023","42.195213317871094","42.195213317871094","42.195213317871094","98.11286926269531","98.11286926269531","98.11286926269531","23.88779067993164","23.88779067993164","23.88779067993164"
"7859","43.58507537841797","43.58507537841797","43.58507537841797","91.4941177368164","91.4941177368164","91.4941177368164","26.469900131225586","26.469900131225586","26.469900131225586","43.57813262939453","43.57813262939453","43.57813262939453","91.32057189941406","91.32057189941406","91.32057189941406","26.29693603515625","26.29693603515625","26.29693603515625"
"7889","46.26460647583008","46.26460647583008","46.26460647583008","105.12126922607422","105.12126922607422","105.12126922607422","34.73988342285156","34.73988342285156","34.73988342285156","46.31071090698242","46.31071090698242","46.31071090698242","105.2611083984375","105.2611083984375","105.2611083984375","34.72731399536133","34.72731399536133","34.72731399536133"
"7919","44.59150314331055","44.59150314331055","44.59150314331055","104.0610122680664","104.0610122680664","104.0610122680664","28.552167892456055","28.552167892456055","28.552167892456055","44.543094635009766","44.543094635009766","44.543094635009766","104.08308410644531","104.08308410644531","104.08308410644531","28.561235427856445","28.561235427856445","28.561235427856445"
"7949","42.94196319580078","42.94196319580078","42.94196319580078","93.25102233886719","93.25102233886719","93.25102233886719","28.271759033203125","28.271759033203125","28.271759033203125","43.10649490356445","43.10649490356445","43.10649490356445","92.60001373291016","92.60001373291016","92.60001373291016","27.98199462890625","27.98199462890625","27.98199462890625"
"7979","46.40141677856445","46.40141677856445","46.40141677856445","110.37382507324219","110.37382507324219","110.37382507324219","24.66956901550293","24.66956901550293","24.66956901550293","46.2452278137207","46.2452278137207","46.2452278137207","110.37162017822266","110.37162017822266","110.37162017822266","24.653242111206055","24.653242111206055","24.653242111206055"
