"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX"
"329","131.83236694335938","131.83236694335938","131.83236694335938","67.77103424072266","67.77103424072266","67.77103424072266","65.97562408447266","65.97562408447266","65.97562408447266","126.92157745361328","126.92157745361328","126.92157745361328","64.01924896240234","64.01924896240234","64.01924896240234","63.82780456542969","63.82780456542969","63.82780456542969"
"359","97.19007873535156","97.19007873535156","97.19007873535156","49.39935302734375","49.39935302734375","49.39935302734375","43.466678619384766","43.466678619384766","43.466678619384766","94.5684585571289","94.5684585571289","94.5684585571289","46.535282135009766","46.535282135009766","46.535282135009766","42.11241149902344","42.11241149902344","42.11241149902344"
"389","109.80487823486328","109.80487823486328","109.80487823486328","57.032962799072266","57.032962799072266","57.032962799072266","41.56671142578125","41.56671142578125","41.56671142578125","106.8534164428711","106.8534164428711","106.8534164428711","53.849647521972656","53.849647521972656","53.849647521972656","40.23228454589844","40.23228454589844","40.23228454589844"
"419","110.4571533203125","110.4571533203125","110.4571533203125","51.305335998535156","51.305335998535156","51.305335998535156","38.652915954589844","38.652915954589844","38.652915954589844","109.42227172851562","109.42227172851562","109.42227172851562","47.73823165893555","47.73823165893555","47.73823165893555","37.57146453857422","37.57146453857422","37.57146453857422"
"449","102.26870727539062","102.26870727539062","102.26870727539062","43.04010772705078","43.04010772705078","43.04010772705078","32.423954010009766","32.423954010009766","32.423954010009766","98.65730285644531","98.65730285644531","98.65730285644531","40.30504608154297","40.30504608154297","40.30504608154297","31.638925552368164","31.638925552368164","31.638925552368164"
"479","111.8758773803711","111.8758773803711","111.8758773803711","46.36320114135742","46.36320114135742","46.36320114135742","42.53401184082031","42.53401184082031","42.53401184082031","109.12102508544922","109.12102508544922","109.12102508544922","43.57413101196289","43.57413101196289","43.57413101196289","41.46818923950195","41.46818923950195","41.46818923950195"
"509","85.16921997070312","85.16921997070312","85.16921997070312","40.644187927246094","40.644187927246094","40.644187927246094","27.275253295898438","27.275253295898438","27.275253295898438","83.67819213867188","83.67819213867188","83.67819213867188","37.86608123779297","37.86608123779297","37.86608123779297","26.539249420166016","26.539249420166016","26.539249420166016"
"539","78.96636199951172","78.96636199951172","78.96636199951172","36.6328125","36.6328125","36.6328125","28.58529281616211","28.58529281616211","28.58529281616211","75.84212493896484","75.84212493896484","75.84212493896484","34.37575912475586","34.37575912475586","34.37575912475586","28.009958267211914","28.009958267211914","28.009958267211914"
"569","80.90545654296875","80.90545654296875","80.90545654296875","30.56075668334961","30.56075668334961","30.56075668334961","20.871368408203125","20.871368408203125","20.871368408203125","77.5489501953125","77.5489501953125","77.5489501953125","27.93582534790039","27.93582534790039","27.93582534790039","20.323415756225586","20.323415756225586","20.323415756225586"
"599","70.95948791503906","70.95948791503906","70.95948791503906","33.06650924682617","33.06650924682617","33.06650924682617","29.433387756347656","29.433387756347656","29.433387756347656","66.74174499511719","66.74174499511719","66.74174499511719","30.79448127746582","30.79448127746582","30.79448127746582","28.56731414794922","28.56731414794922","28.56731414794922"
"629","74.1208267211914","74.1208267211914","74.1208267211914","34.34766387939453","34.34766387939453","34.34766387939453","20.951562881469727","20.951562881469727","20.951562881469727","70.37793731689453","70.37793731689453","70.37793731689453","31.371015548706055","31.371015548706055","31.371015548706055","20.33260726928711","20.33260726928711","20.33260726928711"
"659","57.60533142089844","57.60533142089844","57.60533142089844","39.270347595214844","39.270347595214844","39.270347595214844","21.719223022460938","21.719223022460938","21.719223022460938","55.7430419921875","55.7430419921875","55.7430419921875","35.37276077270508","35.37276077270508","35.37276077270508","21.176921844482422","21.176921844482422","21.176921844482422"
"689","59.35588836669922","59.35588836669922","59.35588836669922","32.407894134521484","32.407894134521484","32.407894134521484","22.059635162353516","22.059635162353516","22.059635162353516","57.08933639526367","57.08933639526367","57.08933639526367","29.96949577331543","29.96949577331543","29.96949577331543","21.351478576660156","21.351478576660156","21.351478576660156"
"719","51.88685607910156","51.88685607910156","51.88685607910156","27.269725799560547","27.269725799560547","27.269725799560547","21.11174201965332","21.11174201965332","21.11174201965332","48.57867431640625","48.57867431640625","48.57867431640625","24.799983978271484","24.799983978271484","24.799983978271484","20.574003219604492","20.574003219604492","20.574003219604492"
"749","52.78480529785156","52.78480529785156","52.78480529785156","28.79057502746582","28.79057502746582","28.79057502746582","22.96018409729004","22.96018409729004","22.96018409729004","49.34849548339844","49.34849548339844","49.34849548339844","26.165912628173828","26.165912628173828","26.165912628173828","22.398542404174805","22.398542404174805","22.398542404174805"
"779","47.42671585083008","47.42671585083008","47.42671585083008","27.151325225830078","27.151325225830078","27.151325225830078","25.26059341430664","25.26059341430664","25.26059341430664","44.72077178955078","44.72077178955078","44.72077178955078","24.80975341796875","24.80975341796875","24.80975341796875","24.45166015625","24.45166015625","24.45166015625"
"809","59.93335723876953","59.93335723876953","59.93335723876953","34.76210403442383","34.76210403442383","34.76210403442383","21.458871841430664","21.458871841430664","21.458871841430664","56.913719177246094","56.913719177246094","56.913719177246094","30.72266960144043","30.72266960144043","30.72266960144043","20.790029525756836","20.790029525756836","20.790029525756836"
"839","46.72705841064453","46.72705841064453","46.72705841064453","19.10664939880371","19.10664939880371","19.10664939880371","16.726505279541016","16.726505279541016","16.726505279541016","44.24764633178711","44.24764633178711","44.24764633178711","17.437471389770508","17.437471389770508","17.437471389770508","16.346166610717773","16.346166610717773","16.346166610717773"
"869","47.393035888671875","47.393035888671875","47.393035888671875","21.581987380981445","21.581987380981445","21.581987380981445","19.346208572387695","19.346208572387695","19.346208572387695","44.54541015625","44.54541015625","44.54541015625","19.501972198486328","19.501972198486328","19.501972198486328","19.04558563232422","19.04558563232422","19.04558563232422"
"899","46.062225341796875","46.062225341796875","46.062225341796875","24.525264739990234","24.525264739990234","24.525264739990234","22.896888732910156","22.896888732910156","22.896888732910156","43.06441879272461","43.06441879272461","43.06441879272461","22.0457763671875","22.0457763671875","22.0457763671875","22.1229248046875","22.1229248046875","22.1229248046875"
"929","47.30892562866211","47.30892562866211","47.30892562866211","20.31393051147461","20.31393051147461","20.31393051147461","16.600236892700195","16.600236892700195","16.600236892700195","44.46706771850586","44.46706771850586","44.46706771850586","18.507890701293945","18.507890701293945","18.507890701293945","15.855785369873047","15.855785369873047","15.855785369873047"
"959","52.01333999633789","52.01333999633789","52.01333999633789","19.56973648071289","19.56973648071289","19.56973648071289","13.713245391845703","13.713245391845703","13.713245391845703","49.65635299682617","49.65635299682617","49.65635299682617","17.697004318237305","17.697004318237305","17.697004318237305","13.027741432189941","13.027741432189941","13.027741432189941"
"989","34.169525146484375","34.169525146484375","34.169525146484375","27.446800231933594","27.446800231933594","27.446800231933594","15.88370418548584","15.88370418548584","15.88370418548584","32.535030364990234","32.535030364990234","32.535030364990234","23.237226486206055","23.237226486206055","23.237226486206055","15.245503425598145","15.245503425598145","15.245503425598145"
"1019","23.956363677978516","23.956363677978516","23.956363677978516","15.10515022277832","15.10515022277832","15.10515022277832","13.071345329284668","13.071345329284668","13.071345329284668","23.446537017822266","23.446537017822266","23.446537017822266","13.217421531677246","13.217421531677246","13.217421531677246","12.860074996948242","12.860074996948242","12.860074996948242"
"1049","23.619384765625","23.619384765625","23.619384765625","19.846214294433594","19.846214294433594","19.846214294433594","12.354405403137207","12.354405403137207","12.354405403137207","23.421308517456055","23.421308517456055","23.421308517456055","17.771772384643555","17.771772384643555","17.771772384643555","12.011697769165039","12.011697769165039","12.011697769165039"
"1079","24.20388412475586","24.20388412475586","24.20388412475586","16.399526596069336","16.399526596069336","16.399526596069336","12.331547737121582","12.331547737121582","12.331547737121582","23.58972930908203","23.58972930908203","23.58972930908203","14.188539505004883","14.188539505004883","14.188539505004883","12.083770751953125","12.083770751953125","12.083770751953125"
"1109","20.863414764404297","20.863414764404297","20.863414764404297","14.253860473632812","14.253860473632812","14.253860473632812","12.518586158752441","12.518586158752441","12.518586158752441","20.29949378967285","20.29949378967285","20.29949378967285","12.59918212890625","12.59918212890625","12.59918212890625","12.35412311553955","12.35412311553955","12.35412311553955"
"1139","22.524330139160156","22.524330139160156","22.524330139160156","15.910921096801758","15.910921096801758","15.910921096801758","14.043099403381348","14.043099403381348","14.043099403381348","23.050907135009766","23.050907135009766","23.050907135009766","14.005868911743164","14.005868911743164","14.005868911743164","13.900718688964844","13.900718688964844","13.900718688964844"
"1169","28.304574966430664","28.304574966430664","28.304574966430664","15.557305335998535","15.557305335998535","15.557305335998535","11.89767837524414","11.89767837524414","11.89767837524414","27.47084617614746","27.47084617614746","27.47084617614746","13.260523796081543","13.260523796081543","13.260523796081543","11.544831275939941","11.544831275939941","11.544831275939941"
"1199","29.144208908081055","29.144208908081055","29.144208908081055","14.19742202758789","14.19742202758789","14.19742202758789","11.3908052444458","11.3908052444458","11.3908052444458","28.83713722229004","28.83713722229004","28.83713722229004","12.231620788574219","12.231620788574219","12.231620788574219","11.199411392211914","11.199411392211914","11.199411392211914"
"1229","18.640216827392578","18.640216827392578","18.640216827392578","12.530990600585938","12.530990600585938","12.530990600585938","6.56471061706543","6.56471061706543","6.56471061706543","18.445377349853516","18.445377349853516","18.445377349853516","10.760318756103516","10.760318756103516","10.760318756103516","6.196600914001465","6.196600914001465","6.196600914001465"
"1259","21.033920288085938","21.033920288085938","21.033920288085938","15.506718635559082","15.506718635559082","15.506718635559082","9.270099639892578","9.270099639892578","9.270099639892578","21.31072235107422","21.31072235107422","21.31072235107422","13.113635063171387","13.113635063171387","13.113635063171387","9.116375923156738","9.116375923156738","9.116375923156738"
"1289","20.842348098754883","20.842348098754883","20.842348098754883","16.10828971862793","16.10828971862793","16.10828971862793","9.668314933776855","9.668314933776855","9.668314933776855","20.689735412597656","20.689735412597656","20.689735412597656","13.981059074401855","13.981059074401855","13.981059074401855","9.312042236328125","9.312042236328125","9.312042236328125"
"1319","17.933443069458008","17.933443069458008","17.933443069458008","12.691219329833984","12.691219329833984","12.691219329833984","9.44232177734375","9.44232177734375","9.44232177734375","18.03997802734375","18.03997802734375","18.03997802734375","11.571616172790527","11.571616172790527","11.571616172790527","9.160552978515625","9.160552978515625","9.160552978515625"
"1349","18.81555938720703","18.81555938720703","18.81555938720703","9.487313270568848","9.487313270568848","9.487313270568848","9.921097755432129","9.921097755432129","9.921097755432129","18.39879035949707","18.39879035949707","18.39879035949707","8.370590209960938","8.370590209960938","8.370590209960938","9.723320007324219","9.723320007324219","9.723320007324219"
"1379","20.696210861206055","20.696210861206055","20.696210861206055","15.284005165100098","15.284005165100098","15.284005165100098","9.03011417388916","9.03011417388916","9.03011417388916","20.510156631469727","20.510156631469727","20.510156631469727","13.762548446655273","13.762548446655273","13.762548446655273","8.948206901550293","8.948206901550293","8.948206901550293"
"1409","15.545937538146973","15.545937538146973","15.545937538146973","10.252388954162598","10.252388954162598","10.252388954162598","7.53039026260376","7.53039026260376","7.53039026260376","15.772257804870605","15.772257804870605","15.772257804870605","8.459742546081543","8.459742546081543","8.459742546081543","7.370011329650879","7.370011329650879","7.370011329650879"
"1439","14.546235084533691","14.546235084533691","14.546235084533691","8.412238121032715","8.412238121032715","8.412238121032715","7.16653299331665","7.16653299331665","7.16653299331665","14.840981483459473","14.840981483459473","14.840981483459473","6.924515247344971","6.924515247344971","6.924515247344971","7.122846603393555","7.122846603393555","7.122846603393555"
"1469","14.09215259552002","14.09215259552002","14.09215259552002","7.439733505249023","7.439733505249023","7.439733505249023","6.147161960601807","6.147161960601807","6.147161960601807","14.418192863464355","14.418192863464355","14.418192863464355","6.465654373168945","6.465654373168945","6.465654373168945","6.154394626617432","6.154394626617432","6.154394626617432"
"1499","15.264556884765625","15.264556884765625","15.264556884765625","8.7621488571167","8.7621488571167","8.7621488571167","7.879307746887207","7.879307746887207","7.879307746887207","14.89812183380127","14.89812183380127","14.89812183380127","7.571865558624268","7.571865558624268","7.571865558624268","7.784492492675781","7.784492492675781","7.784492492675781"
"1529","12.304513931274414","12.304513931274414","12.304513931274414","9.357851028442383","9.357851028442383","9.357851028442383","6.209675312042236","6.209675312042236","6.209675312042236","12.10570240020752","12.10570240020752","12.10570240020752","8.134329795837402","8.134329795837402","8.134329795837402","6.016907691955566","6.016907691955566","6.016907691955566"
"1559","13.6688232421875","13.6688232421875","13.6688232421875","8.91707706451416","8.91707706451416","8.91707706451416","7.526390075683594","7.526390075683594","7.526390075683594","13.584329605102539","13.584329605102539","13.584329605102539","7.726388931274414","7.726388931274414","7.726388931274414","7.233159065246582","7.233159065246582","7.233159065246582"
"1589","13.355904579162598","13.355904579162598","13.355904579162598","9.261343002319336","9.261343002319336","9.261343002319336","6.091986179351807","6.091986179351807","6.091986179351807","13.383864402770996","13.383864402770996","13.383864402770996","8.077362060546875","8.077362060546875","8.077362060546875","5.834314823150635","5.834314823150635","5.834314823150635"
"1619","13.757758140563965","13.757758140563965","13.757758140563965","7.514009952545166","7.514009952545166","7.514009952545166","5.094499588012695","5.094499588012695","5.094499588012695","13.74166202545166","13.74166202545166","13.74166202545166","6.593127250671387","6.593127250671387","6.593127250671387","4.803987503051758","4.803987503051758","4.803987503051758"
"1649","8.190287590026855","8.190287590026855","8.190287590026855","7.509461402893066","7.509461402893066","7.509461402893066","6.239700794219971","6.239700794219971","6.239700794219971","8.658971786499023","8.658971786499023","8.658971786499023","6.918657302856445","6.918657302856445","6.918657302856445","6.172784328460693","6.172784328460693","6.172784328460693"
"1679","9.558359146118164","9.558359146118164","9.558359146118164","7.758699893951416","7.758699893951416","7.758699893951416","6.20665979385376","6.20665979385376","6.20665979385376","10.275016784667969","10.275016784667969","10.275016784667969","6.612419128417969","6.612419128417969","6.612419128417969","6.180521011352539","6.180521011352539","6.180521011352539"
"1709","9.744949340820312","9.744949340820312","9.744949340820312","8.371214866638184","8.371214866638184","8.371214866638184","5.346989154815674","5.346989154815674","5.346989154815674","10.221659660339355","10.221659660339355","10.221659660339355","6.913942813873291","6.913942813873291","6.913942813873291","5.160699844360352","5.160699844360352","5.160699844360352"
"1739","7.1530632972717285","7.1530632972717285","7.1530632972717285","5.708824157714844","5.708824157714844","5.708824157714844","3.964902877807617","3.964902877807617","3.964902877807617","7.874259948730469","7.874259948730469","7.874259948730469","5.287591934204102","5.287591934204102","5.287591934204102","3.820321798324585","3.820321798324585","3.820321798324585"
"1769","8.527275085449219","8.527275085449219","8.527275085449219","6.318823337554932","6.318823337554932","6.318823337554932","4.510465145111084","4.510465145111084","4.510465145111084","8.98995304107666","8.98995304107666","8.98995304107666","5.284585952758789","5.284585952758789","5.284585952758789","4.553706169128418","4.553706169128418","4.553706169128418"
"1799","8.78554916381836","8.78554916381836","8.78554916381836","7.702498435974121","7.702498435974121","7.702498435974121","6.12811279296875","6.12811279296875","6.12811279296875","9.643200874328613","9.643200874328613","9.643200874328613","6.771280288696289","6.771280288696289","6.771280288696289","6.148592472076416","6.148592472076416","6.148592472076416"
"1829","11.668122291564941","11.668122291564941","11.668122291564941","7.278421401977539","7.278421401977539","7.278421401977539","7.999788761138916","7.999788761138916","7.999788761138916","12.525028228759766","12.525028228759766","12.525028228759766","6.547051429748535","6.547051429748535","6.547051429748535","8.219817161560059","8.219817161560059","8.219817161560059"
"1859","9.184040069580078","9.184040069580078","9.184040069580078","7.480782985687256","7.480782985687256","7.480782985687256","6.258059978485107","6.258059978485107","6.258059978485107","9.730082511901855","9.730082511901855","9.730082511901855","6.75112247467041","6.75112247467041","6.75112247467041","6.128060340881348","6.128060340881348","6.128060340881348"
"1889","8.289443016052246","8.289443016052246","8.289443016052246","7.11174201965332","7.11174201965332","7.11174201965332","5.695137023925781","5.695137023925781","5.695137023925781","8.854230880737305","8.854230880737305","8.854230880737305","6.053475379943848","6.053475379943848","6.053475379943848","5.586775302886963","5.586775302886963","5.586775302886963"
"1919","7.0262274742126465","7.0262274742126465","7.0262274742126465","6.455682277679443","6.455682277679443","6.455682277679443","4.077348709106445","4.077348709106445","4.077348709106445","7.6434645652771","7.6434645652771","7.6434645652771","5.702834129333496","5.702834129333496","5.702834129333496","4.181983947753906","4.181983947753906","4.181983947753906"
"1949","7.113983631134033","7.113983631134033","7.113983631134033","7.0981950759887695","7.0981950759887695","7.0981950759887695","4.885834217071533","4.885834217071533","4.885834217071533","7.698230266571045","7.698230266571045","7.698230266571045","6.306819915771484","6.306819915771484","6.306819915771484","4.806629657745361","4.806629657745361","4.806629657745361"
"1979","7.616702556610107","7.616702556610107","7.616702556610107","5.025336742401123","5.025336742401123","5.025336742401123","4.618780612945557","4.618780612945557","4.618780612945557","8.015423774719238","8.015423774719238","8.015423774719238","4.696812629699707","4.696812629699707","4.696812629699707","4.555915355682373","4.555915355682373","4.555915355682373"
"2009","7.111241340637207","7.111241340637207","7.111241340637207","5.958548545837402","5.958548545837402","5.958548545837402","5.610288143157959","5.610288143157959","5.610288143157959","7.724428653717041","7.724428653717041","7.724428653717041","5.339498043060303","5.339498043060303","5.339498043060303","5.447259426116943","5.447259426116943","5.447259426116943"
"2039","5.292067527770996","5.292067527770996","5.292067527770996","4.358080863952637","4.358080863952637","4.358080863952637","4.472870826721191","4.472870826721191","4.472870826721191","5.626604080200195","5.626604080200195","5.626604080200195","4.114999771118164","4.114999771118164","4.114999771118164","4.478065013885498","4.478065013885498","4.478065013885498"
"2069","6.7631516456604","6.7631516456604","6.7631516456604","5.690389156341553","5.690389156341553","5.690389156341553","4.56212043762207","4.56212043762207","4.56212043762207","7.463122367858887","7.463122367858887","7.463122367858887","5.508200168609619","5.508200168609619","5.508200168609619","4.600807189941406","4.600807189941406","4.600807189941406"
"2099","8.414299964904785","8.414299964904785","8.414299964904785","3.6193177700042725","3.6193177700042725","3.6193177700042725","4.820894718170166","4.820894718170166","4.820894718170166","9.515607833862305","9.515607833862305","9.515607833862305","3.5393688678741455","3.5393688678741455","3.5393688678741455","4.961788177490234","4.961788177490234","4.961788177490234"
"2129","5.809542179107666","5.809542179107666","5.809542179107666","3.6514816284179688","3.6514816284179688","3.6514816284179688","3.55643892288208","3.55643892288208","3.55643892288208","6.886889934539795","6.886889934539795","6.886889934539795","3.299246072769165","3.299246072769165","3.299246072769165","3.4295294284820557","3.4295294284820557","3.4295294284820557"
"2159","4.720010757446289","4.720010757446289","4.720010757446289","5.570613384246826","5.570613384246826","5.570613384246826","5.08671236038208","5.08671236038208","5.08671236038208","5.302400588989258","5.302400588989258","5.302400588989258","4.7032318115234375","4.7032318115234375","4.7032318115234375","5.174039363861084","5.174039363861084","5.174039363861084"
"2189","6.528631210327148","6.528631210327148","6.528631210327148","4.374934673309326","4.374934673309326","4.374934673309326","3.9868059158325195","3.9868059158325195","3.9868059158325195","7.340522766113281","7.340522766113281","7.340522766113281","4.2108683586120605","4.2108683586120605","4.2108683586120605","3.931873083114624","3.931873083114624","3.931873083114624"
"2219","5.357178211212158","5.357178211212158","5.357178211212158","4.704140663146973","4.704140663146973","4.704140663146973","2.7932374477386475","2.7932374477386475","2.7932374477386475","5.918221473693848","5.918221473693848","5.918221473693848","4.0746564865112305","4.0746564865112305","4.0746564865112305","2.816296339035034","2.816296339035034","2.816296339035034"
"2249","5.9261956214904785","5.9261956214904785","5.9261956214904785","3.904689311981201","3.904689311981201","3.904689311981201","5.1495361328125","5.1495361328125","5.1495361328125","6.088995456695557","6.088995456695557","6.088995456695557","3.410471200942993","3.410471200942993","3.410471200942993","5.332958221435547","5.332958221435547","5.332958221435547"
"2279","5.770994186401367","5.770994186401367","5.770994186401367","2.7552757263183594","2.7552757263183594","2.7552757263183594","4.3063154220581055","4.3063154220581055","4.3063154220581055","7.043222904205322","7.043222904205322","7.043222904205322","2.543466567993164","2.543466567993164","2.543466567993164","4.5697479248046875","4.5697479248046875","4.5697479248046875"
"2309","5.158761024475098","5.158761024475098","5.158761024475098","5.186981201171875","5.186981201171875","5.186981201171875","3.742879629135132","3.742879629135132","3.742879629135132","6.023224353790283","6.023224353790283","6.023224353790283","4.879792213439941","4.879792213439941","4.879792213439941","3.9329707622528076","3.9329707622528076","3.9329707622528076"
"2339","3.608798027038574","3.608798027038574","3.608798027038574","3.29325795173645","3.29325795173645","3.29325795173645","4.60651969909668","4.60651969909668","4.60651969909668","4.251502990722656","4.251502990722656","4.251502990722656","3.1569855213165283","3.1569855213165283","3.1569855213165283","4.707615375518799","4.707615375518799","4.707615375518799"
"2369","4.120337009429932","4.120337009429932","4.120337009429932","3.4710278511047363","3.4710278511047363","3.4710278511047363","3.5233335494995117","3.5233335494995117","3.5233335494995117","4.67468786239624","4.67468786239624","4.67468786239624","3.0547356605529785","3.0547356605529785","3.0547356605529785","3.4554972648620605","3.4554972648620605","3.4554972648620605"
"2399","5.161922454833984","5.161922454833984","5.161922454833984","2.621427059173584","2.621427059173584","2.621427059173584","3.139690399169922","3.139690399169922","3.139690399169922","6.410939693450928","6.410939693450928","6.410939693450928","2.5744149684906006","2.5744149684906006","2.5744149684906006","3.2326672077178955","3.2326672077178955","3.2326672077178955"
"2429","3.7174644470214844","3.7174644470214844","3.7174644470214844","2.948453187942505","2.948453187942505","2.948453187942505","3.711293935775757","3.711293935775757","3.711293935775757","4.2876152992248535","4.2876152992248535","4.2876152992248535","3.024604082107544","3.024604082107544","3.024604082107544","3.863007068634033","3.863007068634033","3.863007068634033"
"2459","4.094478130340576","4.094478130340576","4.094478130340576","2.8596675395965576","2.8596675395965576","2.8596675395965576","2.662889003753662","2.662889003753662","2.662889003753662","4.736841201782227","4.736841201782227","4.736841201782227","2.6382365226745605","2.6382365226745605","2.6382365226745605","2.7501049041748047","2.7501049041748047","2.7501049041748047"
