"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_Devign - losses/fisher_reg_term__MAX"
"389","6.2424235343933105","6.2424235343933105","6.2424235343933105","3.5358190536499023","3.5358190536499023","3.5358190536499023","4.122674465179443","4.122674465179443","4.122674465179443"
"419","6.121374607086182","6.121374607086182","6.121374607086182","3.2556755542755127","3.2556755542755127","3.2556755542755127","3.778599739074707","3.778599739074707","3.778599739074707"
"449","5.75120735168457","5.75120735168457","5.75120735168457","3.3337743282318115","3.3337743282318115","3.3337743282318115","4.244736194610596","4.244736194610596","4.244736194610596"
"479","6.637789249420166","6.637789249420166","6.637789249420166","3.1310362815856934","3.1310362815856934","3.1310362815856934","3.5557682514190674","3.5557682514190674","3.5557682514190674"
"509","6.627561569213867","6.627561569213867","6.627561569213867","3.666882038116455","3.666882038116455","3.666882038116455","4.622100353240967","4.622100353240967","4.622100353240967"
"539","5.539934158325195","5.539934158325195","5.539934158325195","9.676480293273926","9.676480293273926","9.676480293273926","8.055864334106445","8.055864334106445","8.055864334106445"
"569","5.689494609832764","5.689494609832764","5.689494609832764","3.0301311016082764","3.0301311016082764","3.0301311016082764","3.842163562774658","3.842163562774658","3.842163562774658"
"599","5.363724708557129","5.363724708557129","5.363724708557129","3.124011278152466","3.124011278152466","3.124011278152466","3.8190395832061768","3.8190395832061768","3.8190395832061768"
"629","4.994251728057861","4.994251728057861","4.994251728057861","2.773409366607666","2.773409366607666","2.773409366607666","3.7412257194519043","3.7412257194519043","3.7412257194519043"
"659","5.346019268035889","5.346019268035889","5.346019268035889","3.1437816619873047","3.1437816619873047","3.1437816619873047","3.538735866546631","3.538735866546631","3.538735866546631"
"689","4.891220569610596","4.891220569610596","4.891220569610596","6.139649391174316","6.139649391174316","6.139649391174316","6.413971900939941","6.413971900939941","6.413971900939941"
"719","5.1233415603637695","5.1233415603637695","5.1233415603637695","2.9888885021209717","2.9888885021209717","2.9888885021209717","3.906442403793335","3.906442403793335","3.906442403793335"
"749","4.907336235046387","4.907336235046387","4.907336235046387","3.074246406555176","3.074246406555176","3.074246406555176","3.646409511566162","3.646409511566162","3.646409511566162"
"779","5.151808738708496","5.151808738708496","5.151808738708496","2.6968443393707275","2.6968443393707275","2.6968443393707275","3.2574756145477295","3.2574756145477295","3.2574756145477295"
"809","4.9784393310546875","4.9784393310546875","4.9784393310546875","5.853786945343018","5.853786945343018","5.853786945343018","5.709969520568848","5.709969520568848","5.709969520568848"
"839","4.92291259765625","4.92291259765625","4.92291259765625","2.811234951019287","2.811234951019287","2.811234951019287","3.7026689052581787","3.7026689052581787","3.7026689052581787"
"869","4.550262451171875","4.550262451171875","4.550262451171875","5.935744285583496","5.935744285583496","5.935744285583496","5.306929588317871","5.306929588317871","5.306929588317871"
"899","5.01135778427124","5.01135778427124","5.01135778427124","2.9391698837280273","2.9391698837280273","2.9391698837280273","3.4940481185913086","3.4940481185913086","3.4940481185913086"
"929","4.82139253616333","4.82139253616333","4.82139253616333","2.629887104034424","2.629887104034424","2.629887104034424","3.3490779399871826","3.3490779399871826","3.3490779399871826"
"959","4.960219860076904","4.960219860076904","4.960219860076904","6.262883186340332","6.262883186340332","6.262883186340332","4.671902179718018","4.671902179718018","4.671902179718018"
"989","4.8494133949279785","4.8494133949279785","4.8494133949279785","2.9209749698638916","2.9209749698638916","2.9209749698638916","3.7360098361968994","3.7360098361968994","3.7360098361968994"
"1019","5.223001480102539","5.223001480102539","5.223001480102539","5.204450607299805","5.204450607299805","5.204450607299805","5.0573225021362305","5.0573225021362305","5.0573225021362305"
"1049","4.7201385498046875","4.7201385498046875","4.7201385498046875","2.689939498901367","2.689939498901367","2.689939498901367","3.461608409881592","3.461608409881592","3.461608409881592"
"1079","4.784858703613281","4.784858703613281","4.784858703613281","2.793935775756836","2.793935775756836","2.793935775756836","3.479299783706665","3.479299783706665","3.479299783706665"
"1109","5.0314741134643555","5.0314741134643555","5.0314741134643555","4.566930294036865","4.566930294036865","4.566930294036865","4.324878692626953","4.324878692626953","4.324878692626953"
"1139","5.124346733093262","5.124346733093262","5.124346733093262","2.911198139190674","2.911198139190674","2.911198139190674","3.5155956745147705","3.5155956745147705","3.5155956745147705"
"1169","4.3906569480896","4.3906569480896","4.3906569480896","2.7036516666412354","2.7036516666412354","2.7036516666412354","3.299154043197632","3.299154043197632","3.299154043197632"
"1199","4.522255897521973","4.522255897521973","4.522255897521973","2.636929988861084","2.636929988861084","2.636929988861084","3.230452299118042","3.230452299118042","3.230452299118042"
"1229","5.052189826965332","5.052189826965332","5.052189826965332","4.825668811798096","4.825668811798096","4.825668811798096","3.8369462490081787","3.8369462490081787","3.8369462490081787"
"1259","4.822587013244629","4.822587013244629","4.822587013244629","2.9252586364746094","2.9252586364746094","2.9252586364746094","3.3645787239074707","3.3645787239074707","3.3645787239074707"
"1289","4.333423137664795","4.333423137664795","4.333423137664795","2.523496150970459","2.523496150970459","2.523496150970459","3.055363655090332","3.055363655090332","3.055363655090332"
"1319","4.483137607574463","4.483137607574463","4.483137607574463","4.519520282745361","4.519520282745361","4.519520282745361","3.4117918014526367","3.4117918014526367","3.4117918014526367"
"1349","4.566725254058838","4.566725254058838","4.566725254058838","2.576713800430298","2.576713800430298","2.576713800430298","3.563135862350464","3.563135862350464","3.563135862350464"
"1379","4.956118106842041","4.956118106842041","4.956118106842041","3.1450953483581543","3.1450953483581543","3.1450953483581543","3.034754514694214","3.034754514694214","3.034754514694214"
"1409","4.366466045379639","4.366466045379639","4.366466045379639","2.534510374069214","2.534510374069214","2.534510374069214","2.976207733154297","2.976207733154297","2.976207733154297"
"1439","4.074029922485352","4.074029922485352","4.074029922485352","2.6764464378356934","2.6764464378356934","2.6764464378356934","3.4730420112609863","3.4730420112609863","3.4730420112609863"
"1469","4.5379109382629395","4.5379109382629395","4.5379109382629395","2.6099603176116943","2.6099603176116943","2.6099603176116943","3.439936399459839","3.439936399459839","3.439936399459839"
"1499","4.030630588531494","4.030630588531494","4.030630588531494","2.3580076694488525","2.3580076694488525","2.3580076694488525","3.0038540363311768","3.0038540363311768","3.0038540363311768"
"1529","4.000838756561279","4.000838756561279","4.000838756561279","2.52584171295166","2.52584171295166","2.52584171295166","3.066859722137451","3.066859722137451","3.066859722137451"
"1559","3.9492766857147217","3.9492766857147217","3.9492766857147217","2.3355088233947754","2.3355088233947754","2.3355088233947754","2.860316038131714","2.860316038131714","2.860316038131714"
"1589","4.090828895568848","4.090828895568848","4.090828895568848","2.4146761894226074","2.4146761894226074","2.4146761894226074","2.7816340923309326","2.7816340923309326","2.7816340923309326"
"1619","3.8092575073242188","3.8092575073242188","3.8092575073242188","3.6812968254089355","3.6812968254089355","3.6812968254089355","3.2542812824249268","3.2542812824249268","3.2542812824249268"
"1649","4.244768142700195","4.244768142700195","4.244768142700195","3.5008962154388428","3.5008962154388428","3.5008962154388428","3.577077865600586","3.577077865600586","3.577077865600586"
"1679","3.9837536811828613","3.9837536811828613","3.9837536811828613","2.5485568046569824","2.5485568046569824","2.5485568046569824","3.1441361904144287","3.1441361904144287","3.1441361904144287"
"1709","4.1571173667907715","4.1571173667907715","4.1571173667907715","2.5223305225372314","2.5223305225372314","2.5223305225372314","2.6723344326019287","2.6723344326019287","2.6723344326019287"
"1739","4.019229412078857","4.019229412078857","4.019229412078857","2.3724210262298584","2.3724210262298584","2.3724210262298584","2.5974502563476562","2.5974502563476562","2.5974502563476562"
"1769","3.763741970062256","3.763741970062256","3.763741970062256","2.484668254852295","2.484668254852295","2.484668254852295","2.799851894378662","2.799851894378662","2.799851894378662"
"1799","3.882725715637207","3.882725715637207","3.882725715637207","2.4468507766723633","2.4468507766723633","2.4468507766723633","2.602041482925415","2.602041482925415","2.602041482925415"
"1829","3.8952250480651855","3.8952250480651855","3.8952250480651855","2.681638240814209","2.681638240814209","2.681638240814209","2.792889356613159","2.792889356613159","2.792889356613159"
"1859","3.7520971298217773","3.7520971298217773","3.7520971298217773","2.723375082015991","2.723375082015991","2.723375082015991","3.015989303588867","3.015989303588867","3.015989303588867"
"1889","4.361537456512451","4.361537456512451","4.361537456512451","2.6593103408813477","2.6593103408813477","2.6593103408813477","3.2393858432769775","3.2393858432769775","3.2393858432769775"
"1919","4.229691982269287","4.229691982269287","4.229691982269287","3.4098708629608154","3.4098708629608154","3.4098708629608154","3.2560582160949707","3.2560582160949707","3.2560582160949707"
"1949","3.5580313205718994","3.5580313205718994","3.5580313205718994","2.6674129962921143","2.6674129962921143","2.6674129962921143","3.034560441970825","3.034560441970825","3.034560441970825"
"1979","3.8800618648529053","3.8800618648529053","3.8800618648529053","2.3285772800445557","2.3285772800445557","2.3285772800445557","2.5554277896881104","2.5554277896881104","2.5554277896881104"
"2009","3.3800065517425537","3.3800065517425537","3.3800065517425537","2.3917460441589355","2.3917460441589355","2.3917460441589355","2.6689019203186035","2.6689019203186035","2.6689019203186035"
"2039","3.4050099849700928","3.4050099849700928","3.4050099849700928","2.6542418003082275","2.6542418003082275","2.6542418003082275","2.5904173851013184","2.5904173851013184","2.5904173851013184"
"2069","3.6684792041778564","3.6684792041778564","3.6684792041778564","2.5894522666931152","2.5894522666931152","2.5894522666931152","3.018742561340332","3.018742561340332","3.018742561340332"
"2099","4.031773090362549","4.031773090362549","4.031773090362549","2.4299986362457275","2.4299986362457275","2.4299986362457275","2.9832165241241455","2.9832165241241455","2.9832165241241455"
"2129","3.6861894130706787","3.6861894130706787","3.6861894130706787","2.1947994232177734","2.1947994232177734","2.1947994232177734","3.0135583877563477","3.0135583877563477","3.0135583877563477"
"2159","3.4672646522521973","3.4672646522521973","3.4672646522521973","2.2883381843566895","2.2883381843566895","2.2883381843566895","2.713019371032715","2.713019371032715","2.713019371032715"
"2189","3.4432942867279053","3.4432942867279053","3.4432942867279053","2.1799352169036865","2.1799352169036865","2.1799352169036865","2.16011905670166","2.16011905670166","2.16011905670166"
"2219","3.350555658340454","3.350555658340454","3.350555658340454","2.430537462234497","2.430537462234497","2.430537462234497","2.3833982944488525","2.3833982944488525","2.3833982944488525"
"2249","3.402458429336548","3.402458429336548","3.402458429336548","2.212247610092163","2.212247610092163","2.212247610092163","2.6897757053375244","2.6897757053375244","2.6897757053375244"
"2279","36.424190521240234","36.424190521240234","36.424190521240234","24.7027530670166","24.7027530670166","24.7027530670166","25.10000228881836","25.10000228881836","25.10000228881836"
"2309","3.3005595207214355","3.3005595207214355","3.3005595207214355","2.875732660293579","2.875732660293579","2.875732660293579","2.7305216789245605","2.7305216789245605","2.7305216789245605"
"2339","3.262661933898926","3.262661933898926","3.262661933898926","2.697160482406616","2.697160482406616","2.697160482406616","3.073281764984131","3.073281764984131","3.073281764984131"
"2369","3.117326498031616","3.117326498031616","3.117326498031616","2.6740245819091797","2.6740245819091797","2.6740245819091797","2.824498176574707","2.824498176574707","2.824498176574707"
"2399","3.7287492752075195","3.7287492752075195","3.7287492752075195","2.483332395553589","2.483332395553589","2.483332395553589","2.703071117401123","2.703071117401123","2.703071117401123"
"2429","2.9508793354034424","2.9508793354034424","2.9508793354034424","2.040543556213379","2.040543556213379","2.040543556213379","2.498079538345337","2.498079538345337","2.498079538345337"
"2459","3.07388973236084","3.07388973236084","3.07388973236084","2.2778923511505127","2.2778923511505127","2.2778923511505127","2.1364245414733887","2.1364245414733887","2.1364245414733887"
"2489","3.644763708114624","3.644763708114624","3.644763708114624","2.3311281204223633","2.3311281204223633","2.3311281204223633","2.719407796859741","2.719407796859741","2.719407796859741"
"2519","3.4271535873413086","3.4271535873413086","3.4271535873413086","2.5165703296661377","2.5165703296661377","2.5165703296661377","2.4225785732269287","2.4225785732269287","2.4225785732269287"
"2549","3.327645778656006","3.327645778656006","3.327645778656006","2.539020299911499","2.539020299911499","2.539020299911499","1.9666192531585693","1.9666192531585693","1.9666192531585693"
"2579","2.9303948879241943","2.9303948879241943","2.9303948879241943","2.2937166690826416","2.2937166690826416","2.2937166690826416","3.038231372833252","3.038231372833252","3.038231372833252"
"2609","3.129348039627075","3.129348039627075","3.129348039627075","2.559575319290161","2.559575319290161","2.559575319290161","2.3098621368408203","2.3098621368408203","2.3098621368408203"
"2639","2.9910247325897217","2.9910247325897217","2.9910247325897217","2.1559348106384277","2.1559348106384277","2.1559348106384277","2.429149627685547","2.429149627685547","2.429149627685547"
"2669","2.889275550842285","2.889275550842285","2.889275550842285","2.2492332458496094","2.2492332458496094","2.2492332458496094","2.392432451248169","2.392432451248169","2.392432451248169"
"2699","3.6414268016815186","3.6414268016815186","3.6414268016815186","2.778110980987549","2.778110980987549","2.778110980987549","2.2340633869171143","2.2340633869171143","2.2340633869171143"
"2729","3.534313201904297","3.534313201904297","3.534313201904297","2.2483022212982178","2.2483022212982178","2.2483022212982178","2.2269105911254883","2.2269105911254883","2.2269105911254883"
"2759","2.923906087875366","2.923906087875366","2.923906087875366","2.4210588932037354","2.4210588932037354","2.4210588932037354","2.4061808586120605","2.4061808586120605","2.4061808586120605"
"2789","3.397411346435547","3.397411346435547","3.397411346435547","2.220329761505127","2.220329761505127","2.220329761505127","2.750964879989624","2.750964879989624","2.750964879989624"
"2819","3.036574125289917","3.036574125289917","3.036574125289917","2.1644177436828613","2.1644177436828613","2.1644177436828613","2.0089194774627686","2.0089194774627686","2.0089194774627686"
"2849","2.9844791889190674","2.9844791889190674","2.9844791889190674","2.117135524749756","2.117135524749756","2.117135524749756","1.8788782358169556","1.8788782358169556","1.8788782358169556"
"2879","2.784956693649292","2.784956693649292","2.784956693649292","2.0706257820129395","2.0706257820129395","2.0706257820129395","2.040719747543335","2.040719747543335","2.040719747543335"
"2909","2.768751859664917","2.768751859664917","2.768751859664917","2.0785248279571533","2.0785248279571533","2.0785248279571533","2.364655017852783","2.364655017852783","2.364655017852783"
"2939","2.8094139099121094","2.8094139099121094","2.8094139099121094","2.2950665950775146","2.2950665950775146","2.2950665950775146","1.9383128881454468","1.9383128881454468","1.9383128881454468"
"2969","2.542501449584961","2.542501449584961","2.542501449584961","2.2503623962402344","2.2503623962402344","2.2503623962402344","2.589895486831665","2.589895486831665","2.589895486831665"
"2999","2.6843326091766357","2.6843326091766357","2.6843326091766357","2.4415087699890137","2.4415087699890137","2.4415087699890137","2.0746495723724365","2.0746495723724365","2.0746495723724365"
"3029","2.7177116870880127","2.7177116870880127","2.7177116870880127","2.2298901081085205","2.2298901081085205","2.2298901081085205","2.354931354522705","2.354931354522705","2.354931354522705"
"3059","2.777780294418335","2.777780294418335","2.777780294418335","2.0701944828033447","2.0701944828033447","2.0701944828033447","2.2019379138946533","2.2019379138946533","2.2019379138946533"
"3089","2.6234819889068604","2.6234819889068604","2.6234819889068604","1.8976457118988037","1.8976457118988037","1.8976457118988037","1.888429880142212","1.888429880142212","1.888429880142212"
"3119","2.579533576965332","2.579533576965332","2.579533576965332","2.121396064758301","2.121396064758301","2.121396064758301","2.453878164291382","2.453878164291382","2.453878164291382"
"3149","2.4943840503692627","2.4943840503692627","2.4943840503692627","2.136871814727783","2.136871814727783","2.136871814727783","1.932045817375183","1.932045817375183","1.932045817375183"
"3179","2.535953998565674","2.535953998565674","2.535953998565674","2.0649495124816895","2.0649495124816895","2.0649495124816895","2.2484912872314453","2.2484912872314453","2.2484912872314453"
"3209","2.8379693031311035","2.8379693031311035","2.8379693031311035","2.558314800262451","2.558314800262451","2.558314800262451","1.7991596460342407","1.7991596460342407","1.7991596460342407"
"3239","2.3909173011779785","2.3909173011779785","2.3909173011779785","1.9537584781646729","1.9537584781646729","1.9537584781646729","1.7886873483657837","1.7886873483657837","1.7886873483657837"
"3269","2.492053747177124","2.492053747177124","2.492053747177124","2.2594990730285645","2.2594990730285645","2.2594990730285645","2.4902091026306152","2.4902091026306152","2.4902091026306152"
"3299","2.650193929672241","2.650193929672241","2.650193929672241","2.3486156463623047","2.3486156463623047","2.3486156463623047","2.03505277633667","2.03505277633667","2.03505277633667"
"3329","2.5067834854125977","2.5067834854125977","2.5067834854125977","1.941158413887024","1.941158413887024","1.941158413887024","1.781779408454895","1.781779408454895","1.781779408454895"
"3359","2.3796727657318115","2.3796727657318115","2.3796727657318115","2.0556609630584717","2.0556609630584717","2.0556609630584717","2.0927133560180664","2.0927133560180664","2.0927133560180664"
"3389","2.4093029499053955","2.4093029499053955","2.4093029499053955","1.996307611465454","1.996307611465454","1.996307611465454","2.1679861545562744","2.1679861545562744","2.1679861545562744"
"3419","2.200939178466797","2.200939178466797","2.200939178466797","1.7916268110275269","1.7916268110275269","1.7916268110275269","2.000558376312256","2.000558376312256","2.000558376312256"
"3449","2.509312629699707","2.509312629699707","2.509312629699707","2.012618064880371","2.012618064880371","2.012618064880371","1.7488889694213867","1.7488889694213867","1.7488889694213867"
"3479","2.340855121612549","2.340855121612549","2.340855121612549","2.492645502090454","2.492645502090454","2.492645502090454","1.4254482984542847","1.4254482984542847","1.4254482984542847"
"3509","2.4717369079589844","2.4717369079589844","2.4717369079589844","1.9734563827514648","1.9734563827514648","1.9734563827514648","2.6060309410095215","2.6060309410095215","2.6060309410095215"
"3539","2.7779815196990967","2.7779815196990967","2.7779815196990967","1.8897314071655273","1.8897314071655273","1.8897314071655273","2.2205421924591064","2.2205421924591064","2.2205421924591064"
"3569","2.3489410877227783","2.3489410877227783","2.3489410877227783","2.485455274581909","2.485455274581909","2.485455274581909","2.0352530479431152","2.0352530479431152","2.0352530479431152"
"3599","2.353809118270874","2.353809118270874","2.353809118270874","2.191584348678589","2.191584348678589","2.191584348678589","1.8640176057815552","1.8640176057815552","1.8640176057815552"
"3629","2.4608066082000732","2.4608066082000732","2.4608066082000732","1.8121743202209473","1.8121743202209473","1.8121743202209473","2.1271169185638428","2.1271169185638428","2.1271169185638428"
"3659","2.438994884490967","2.438994884490967","2.438994884490967","2.3270766735076904","2.3270766735076904","2.3270766735076904","1.999739170074463","1.999739170074463","1.999739170074463"
"3689","2.3271474838256836","2.3271474838256836","2.3271474838256836","1.8778365850448608","1.8778365850448608","1.8778365850448608","1.8089196681976318","1.8089196681976318","1.8089196681976318"
"3719","2.049311399459839","2.049311399459839","2.049311399459839","2.2342946529388428","2.2342946529388428","2.2342946529388428","1.6524484157562256","1.6524484157562256","1.6524484157562256"
"3749","2.003624200820923","2.003624200820923","2.003624200820923","2.1683108806610107","2.1683108806610107","2.1683108806610107","1.533358097076416","1.533358097076416","1.533358097076416"
"3779","2.221207618713379","2.221207618713379","2.221207618713379","2.1771955490112305","2.1771955490112305","2.1771955490112305","1.3038601875305176","1.3038601875305176","1.3038601875305176"
"3809","2.4250216484069824","2.4250216484069824","2.4250216484069824","1.8488284349441528","1.8488284349441528","1.8488284349441528","1.1282697916030884","1.1282697916030884","1.1282697916030884"
"3839","2.2155709266662598","2.2155709266662598","2.2155709266662598","1.974427580833435","1.974427580833435","1.974427580833435","1.3809607028961182","1.3809607028961182","1.3809607028961182"
"3869","2.498009443283081","2.498009443283081","2.498009443283081","2.154364824295044","2.154364824295044","2.154364824295044","1.9362597465515137","1.9362597465515137","1.9362597465515137"
"3899","2.3360674381256104","2.3360674381256104","2.3360674381256104","1.800376534461975","1.800376534461975","1.800376534461975","1.7421640157699585","1.7421640157699585","1.7421640157699585"
"3929","2.022488594055176","2.022488594055176","2.022488594055176","2.143683433532715","2.143683433532715","2.143683433532715","1.5244172811508179","1.5244172811508179","1.5244172811508179"
"3959","1.9053808450698853","1.9053808450698853","1.9053808450698853","2.130674123764038","2.130674123764038","2.130674123764038","2.009822130203247","2.009822130203247","2.009822130203247"
"3989","1.9897555112838745","1.9897555112838745","1.9897555112838745","1.874800682067871","1.874800682067871","1.874800682067871","1.6421531438827515","1.6421531438827515","1.6421531438827515"
"4019","1.951245665550232","1.951245665550232","1.951245665550232","1.9007129669189453","1.9007129669189453","1.9007129669189453","1.7866510152816772","1.7866510152816772","1.7866510152816772"
"4049","2.097106456756592","2.097106456756592","2.097106456756592","1.9670922756195068","1.9670922756195068","1.9670922756195068","1.479373574256897","1.479373574256897","1.479373574256897"
"4079","1.8975046873092651","1.8975046873092651","1.8975046873092651","1.8923754692077637","1.8923754692077637","1.8923754692077637","1.463516354560852","1.463516354560852","1.463516354560852"
"4109","2.1098575592041016","2.1098575592041016","2.1098575592041016","2.7829933166503906","2.7829933166503906","2.7829933166503906","1.7010694742202759","1.7010694742202759","1.7010694742202759"
"4139","1.8906768560409546","1.8906768560409546","1.8906768560409546","2.135432004928589","2.135432004928589","2.135432004928589","1.2492918968200684","1.2492918968200684","1.2492918968200684"
"4169","2.17503023147583","2.17503023147583","2.17503023147583","2.3155698776245117","2.3155698776245117","2.3155698776245117","1.8775815963745117","1.8775815963745117","1.8775815963745117"
"4199","1.7649710178375244","1.7649710178375244","1.7649710178375244","1.7416317462921143","1.7416317462921143","1.7416317462921143","1.4262577295303345","1.4262577295303345","1.4262577295303345"
"4229","2.199796199798584","2.199796199798584","2.199796199798584","2.0504825115203857","2.0504825115203857","2.0504825115203857","1.6627453565597534","1.6627453565597534","1.6627453565597534"
"4259","1.978495478630066","1.978495478630066","1.978495478630066","1.819156289100647","1.819156289100647","1.819156289100647","1.4864039421081543","1.4864039421081543","1.4864039421081543"
"4289","1.8360862731933594","1.8360862731933594","1.8360862731933594","1.769206166267395","1.769206166267395","1.769206166267395","1.2595791816711426","1.2595791816711426","1.2595791816711426"
"4319","1.7830333709716797","1.7830333709716797","1.7830333709716797","1.974442958831787","1.974442958831787","1.974442958831787","0.9729253649711609","0.9729253649711609","0.9729253649711609"
"4349","1.8256603479385376","1.8256603479385376","1.8256603479385376","1.7446792125701904","1.7446792125701904","1.7446792125701904","1.0720100402832031","1.0720100402832031","1.0720100402832031"
"4379","1.7510719299316406","1.7510719299316406","1.7510719299316406","1.7019375562667847","1.7019375562667847","1.7019375562667847","1.8476684093475342","1.8476684093475342","1.8476684093475342"
"4409","1.5725988149642944","1.5725988149642944","1.5725988149642944","1.6924059391021729","1.6924059391021729","1.6924059391021729","1.364473581314087","1.364473581314087","1.364473581314087"
"4439","1.883241891860962","1.883241891860962","1.883241891860962","2.0316648483276367","2.0316648483276367","2.0316648483276367","2.3814520835876465","2.3814520835876465","2.3814520835876465"
"4469","1.869348406791687","1.869348406791687","1.869348406791687","1.7947275638580322","1.7947275638580322","1.7947275638580322","1.3433473110198975","1.3433473110198975","1.3433473110198975"
"4499","1.8280372619628906","1.8280372619628906","1.8280372619628906","2.277674436569214","2.277674436569214","2.277674436569214","1.6923198699951172","1.6923198699951172","1.6923198699951172"
"4529","1.8151583671569824","1.8151583671569824","1.8151583671569824","1.8904244899749756","1.8904244899749756","1.8904244899749756","1.906984806060791","1.906984806060791","1.906984806060791"
"4559","1.7784761190414429","1.7784761190414429","1.7784761190414429","1.7089382410049438","1.7089382410049438","1.7089382410049438","1.4908705949783325","1.4908705949783325","1.4908705949783325"
"4589","1.8129348754882812","1.8129348754882812","1.8129348754882812","2.3579845428466797","2.3579845428466797","2.3579845428466797","1.68550705909729","1.68550705909729","1.68550705909729"
"4619","1.8207950592041016","1.8207950592041016","1.8207950592041016","1.7044671773910522","1.7044671773910522","1.7044671773910522","1.0793647766113281","1.0793647766113281","1.0793647766113281"
"4649","1.7636868953704834","1.7636868953704834","1.7636868953704834","1.739960789680481","1.739960789680481","1.739960789680481","1.5108699798583984","1.5108699798583984","1.5108699798583984"
"4679","1.7520983219146729","1.7520983219146729","1.7520983219146729","1.8431181907653809","1.8431181907653809","1.8431181907653809","1.766858458518982","1.766858458518982","1.766858458518982"
"4709","1.9248238801956177","1.9248238801956177","1.9248238801956177","2.5037477016448975","2.5037477016448975","2.5037477016448975","1.6760213375091553","1.6760213375091553","1.6760213375091553"
"4739","1.8710134029388428","1.8710134029388428","1.8710134029388428","1.8244081735610962","1.8244081735610962","1.8244081735610962","1.4519143104553223","1.4519143104553223","1.4519143104553223"
"4769","1.8018261194229126","1.8018261194229126","1.8018261194229126","1.985018014907837","1.985018014907837","1.985018014907837","1.6512702703475952","1.6512702703475952","1.6512702703475952"
"4799","1.8195350170135498","1.8195350170135498","1.8195350170135498","2.5731475353240967","2.5731475353240967","2.5731475353240967","1.497040033340454","1.497040033340454","1.497040033340454"
"4829","1.6163924932479858","1.6163924932479858","1.6163924932479858","1.733877420425415","1.733877420425415","1.733877420425415","1.532194972038269","1.532194972038269","1.532194972038269"
