"Step","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/l1_loss__MAX"
"3539","1684.5784912109375","1684.5784912109375","1684.5784912109375","1684.5784912109375","1684.5784912109375","1684.5784912109375","1684.5784912109375","1684.5784912109375","1684.5784912109375","","","","","","","","",""
"3569","1854.618408203125","1854.618408203125","1854.618408203125","1854.618408203125","1854.618408203125","1854.618408203125","1854.618408203125","1854.618408203125","1854.618408203125","","","","","","","","",""
"3599","2408.098876953125","2408.098876953125","2408.098876953125","2408.098876953125","2408.098876953125","2408.098876953125","2408.098876953125","2408.098876953125","2408.098876953125","","","","","","","","",""
"3629","1619.0281982421875","1619.0281982421875","1619.0281982421875","1619.0281982421875","1619.0281982421875","1619.0281982421875","1619.0281982421875","1619.0281982421875","1619.0281982421875","","","","","","","","",""
"3659","1475.460693359375","1475.460693359375","1475.460693359375","1475.460693359375","1475.460693359375","1475.460693359375","1475.460693359375","1475.460693359375","1475.460693359375","","","","","","","","",""
"3689","1338.2779541015625","1338.2779541015625","1338.2779541015625","1338.2779541015625","1338.2779541015625","1338.2779541015625","1338.2779541015625","1338.2779541015625","1338.2779541015625","","","","","","","","",""
"3719","1524.302734375","1524.302734375","1524.302734375","1524.302734375","1524.302734375","1524.302734375","1524.302734375","1524.302734375","1524.302734375","","","","","","","","",""
"3749","1336.40283203125","1336.40283203125","1336.40283203125","1336.40283203125","1336.40283203125","1336.40283203125","1336.40283203125","1336.40283203125","1336.40283203125","","","","","","","","",""
"3779","1720.333740234375","1720.333740234375","1720.333740234375","1720.333740234375","1720.333740234375","1720.333740234375","1720.333740234375","1720.333740234375","1720.333740234375","","","","","","","","",""
"3809","1252.369140625","1252.369140625","1252.369140625","1252.369140625","1252.369140625","1252.369140625","1252.369140625","1252.369140625","1252.369140625","","","","","","","","",""
"3839","1212.997802734375","1212.997802734375","1212.997802734375","1212.997802734375","1212.997802734375","1212.997802734375","1212.997802734375","1212.997802734375","1212.997802734375","","","","","","","","",""
"3869","1439.3046875","1439.3046875","1439.3046875","1439.3046875","1439.3046875","1439.3046875","1439.3046875","1439.3046875","1439.3046875","","","","","","","","",""
"3899","1591.169921875","1591.169921875","1591.169921875","1591.169921875","1591.169921875","1591.169921875","1591.169921875","1591.169921875","1591.169921875","","","","","","","","",""
"3929","1604.17626953125","1604.17626953125","1604.17626953125","1604.17626953125","1604.17626953125","1604.17626953125","1604.17626953125","1604.17626953125","1604.17626953125","","","","","","","","",""
"3959","1391.1015625","1391.1015625","1391.1015625","1391.1015625","1391.1015625","1391.1015625","1391.1015625","1391.1015625","1391.1015625","","","","","","","","",""
"3989","1433.642333984375","1433.642333984375","1433.642333984375","1433.642333984375","1433.642333984375","1433.642333984375","1433.642333984375","1433.642333984375","1433.642333984375","","","","","","","","",""
"4019","1524.9967041015625","1524.9967041015625","1524.9967041015625","1524.9967041015625","1524.9967041015625","1524.9967041015625","1524.9967041015625","1524.9967041015625","1524.9967041015625","","","","","","","","",""
"4049","1696.905029296875","1696.905029296875","1696.905029296875","1696.905029296875","1696.905029296875","1696.905029296875","1696.905029296875","1696.905029296875","1696.905029296875","","","","","","","","",""
"4079","1547.0421142578125","1547.0421142578125","1547.0421142578125","1547.0421142578125","1547.0421142578125","1547.0421142578125","1547.0421142578125","1547.0421142578125","1547.0421142578125","","","","","","","","",""
"4109","1594.3597412109375","1594.3597412109375","1594.3597412109375","1594.3597412109375","1594.3597412109375","1594.3597412109375","1594.3597412109375","1594.3597412109375","1594.3597412109375","","","","","","","","",""
"4139","1527.645263671875","1527.645263671875","1527.645263671875","1527.645263671875","1527.645263671875","1527.645263671875","1527.645263671875","1527.645263671875","1527.645263671875","","","","","","","","",""
"4169","1522.568359375","1522.568359375","1522.568359375","1522.568359375","1522.568359375","1522.568359375","1522.568359375","1522.568359375","1522.568359375","","","","","","","","",""
"4199","1357.160888671875","1357.160888671875","1357.160888671875","1357.160888671875","1357.160888671875","1357.160888671875","1357.160888671875","1357.160888671875","1357.160888671875","","","","","","","","",""
"4229","1437.383544921875","1437.383544921875","1437.383544921875","1437.383544921875","1437.383544921875","1437.383544921875","1437.383544921875","1437.383544921875","1437.383544921875","","","","","","","","",""
"4259","1349.9053955078125","1349.9053955078125","1349.9053955078125","1349.9053955078125","1349.9053955078125","1349.9053955078125","1349.9053955078125","1349.9053955078125","1349.9053955078125","","","","","","","","",""
"4289","1190.230224609375","1190.230224609375","1190.230224609375","1190.230224609375","1190.230224609375","1190.230224609375","1190.230224609375","1190.230224609375","1190.230224609375","","","","","","","","",""
"4319","1380.5382080078125","1380.5382080078125","1380.5382080078125","1380.5382080078125","1380.5382080078125","1380.5382080078125","1380.5382080078125","1380.5382080078125","1380.5382080078125","","","","","","","","",""
"4349","1194.2158203125","1194.2158203125","1194.2158203125","1194.2158203125","1194.2158203125","1194.2158203125","1194.2158203125","1194.2158203125","1194.2158203125","","","","","","","","",""
"4379","1263.4853515625","1263.4853515625","1263.4853515625","1263.4853515625","1263.4853515625","1263.4853515625","1263.4853515625","1263.4853515625","1263.4853515625","","","","","","","","",""
"4409","1497.644775390625","1497.644775390625","1497.644775390625","1497.644775390625","1497.644775390625","1497.644775390625","1497.644775390625","1497.644775390625","1497.644775390625","","","","","","","","",""
"4439","1461.4676513671875","1461.4676513671875","1461.4676513671875","1461.4676513671875","1461.4676513671875","1461.4676513671875","1461.4676513671875","1461.4676513671875","1461.4676513671875","","","","","","","","",""
"4469","1111.61181640625","1111.61181640625","1111.61181640625","1111.61181640625","1111.61181640625","1111.61181640625","1111.61181640625","1111.61181640625","1111.61181640625","","","","","","","","",""
"4499","1305.959228515625","1305.959228515625","1305.959228515625","1305.959228515625","1305.959228515625","1305.959228515625","1305.959228515625","1305.959228515625","1305.959228515625","","","","","","","","",""
"4529","1194.5430908203125","1194.5430908203125","1194.5430908203125","1194.5430908203125","1194.5430908203125","1194.5430908203125","1194.5430908203125","1194.5430908203125","1194.5430908203125","","","","","","","","",""
"4559","1151.506591796875","1151.506591796875","1151.506591796875","1151.506591796875","1151.506591796875","1151.506591796875","1151.506591796875","1151.506591796875","1151.506591796875","","","","","","","","",""
"4589","1068.853759765625","1068.853759765625","1068.853759765625","1068.853759765625","1068.853759765625","1068.853759765625","1068.853759765625","1068.853759765625","1068.853759765625","","","","","","","","",""
"4619","1491.8389892578125","1491.8389892578125","1491.8389892578125","1491.8389892578125","1491.8389892578125","1491.8389892578125","1491.8389892578125","1491.8389892578125","1491.8389892578125","","","","","","","","",""
"4649","885.612548828125","885.612548828125","885.612548828125","885.612548828125","885.612548828125","885.612548828125","885.612548828125","885.612548828125","885.612548828125","","","","","","","","",""
"4679","1088.367431640625","1088.367431640625","1088.367431640625","1088.367431640625","1088.367431640625","1088.367431640625","1088.367431640625","1088.367431640625","1088.367431640625","","","","","","","","",""
"4709","1326.75390625","1326.75390625","1326.75390625","1326.75390625","1326.75390625","1326.75390625","1326.75390625","1326.75390625","1326.75390625","","","","","","","","",""
"4739","1214.2576904296875","1214.2576904296875","1214.2576904296875","1214.2576904296875","1214.2576904296875","1214.2576904296875","1214.2576904296875","1214.2576904296875","1214.2576904296875","","","","","","","","",""
"4769","1086.645751953125","1086.645751953125","1086.645751953125","1086.645751953125","1086.645751953125","1086.645751953125","1086.645751953125","1086.645751953125","1086.645751953125","","","","","","","","",""
"4799","1034.5623779296875","1034.5623779296875","1034.5623779296875","1034.5623779296875","1034.5623779296875","1034.5623779296875","1034.5623779296875","1034.5623779296875","1034.5623779296875","","","","","","","","",""
"4829","1331.5201416015625","1331.5201416015625","1331.5201416015625","1331.5201416015625","1331.5201416015625","1331.5201416015625","1331.5201416015625","1331.5201416015625","1331.5201416015625","","","","","","","","",""
"4859","1190.001708984375","1190.001708984375","1190.001708984375","1190.001708984375","1190.001708984375","1190.001708984375","1190.001708984375","1190.001708984375","1190.001708984375","","","","","","","","",""
"4889","1017.7577514648438","1017.7577514648438","1017.7577514648438","1017.7577514648438","1017.7577514648438","1017.7577514648438","1017.7577514648438","1017.7577514648438","1017.7577514648438","","","","","","","","",""
"4919","989.6650390625","989.6650390625","989.6650390625","989.6650390625","989.6650390625","989.6650390625","989.6650390625","989.6650390625","989.6650390625","","","","","","","","",""
"4949","1028.1812744140625","1028.1812744140625","1028.1812744140625","1028.1812744140625","1028.1812744140625","1028.1812744140625","1028.1812744140625","1028.1812744140625","1028.1812744140625","","","","","","","","",""
"4979","1295.7462158203125","1295.7462158203125","1295.7462158203125","1295.7462158203125","1295.7462158203125","1295.7462158203125","1295.7462158203125","1295.7462158203125","1295.7462158203125","","","","","","","","",""
"5009","1257.2220458984375","1257.2220458984375","1257.2220458984375","1257.2220458984375","1257.2220458984375","1257.2220458984375","1257.2220458984375","1257.2220458984375","1257.2220458984375","","","","","","","","",""
"5039","1249.6724853515625","1249.6724853515625","1249.6724853515625","1249.6724853515625","1249.6724853515625","1249.6724853515625","1249.6724853515625","1249.6724853515625","1249.6724853515625","","","","","","","","",""
"5069","1110.93115234375","1110.93115234375","1110.93115234375","1110.93115234375","1110.93115234375","1110.93115234375","1110.93115234375","1110.93115234375","1110.93115234375","","","","","","","","",""
"5099","1099.6148681640625","1099.6148681640625","1099.6148681640625","1099.6148681640625","1099.6148681640625","1099.6148681640625","1099.6148681640625","1099.6148681640625","1099.6148681640625","","","","","","","","",""
"5129","1362.580322265625","1362.580322265625","1362.580322265625","1362.580322265625","1362.580322265625","1362.580322265625","1362.580322265625","1362.580322265625","1362.580322265625","","","","","","","","",""
"5159","1185.5941162109375","1185.5941162109375","1185.5941162109375","1185.5941162109375","1185.5941162109375","1185.5941162109375","1185.5941162109375","1185.5941162109375","1185.5941162109375","","","","","","","","",""
"5189","1076.124267578125","1076.124267578125","1076.124267578125","1076.124267578125","1076.124267578125","1076.124267578125","1076.124267578125","1076.124267578125","1076.124267578125","","","","","","","","",""
"5219","912.300048828125","912.300048828125","912.300048828125","912.300048828125","912.300048828125","912.300048828125","912.300048828125","912.300048828125","912.300048828125","","","","","","","","",""
"5249","966.8839111328125","966.8839111328125","966.8839111328125","966.8839111328125","966.8839111328125","966.8839111328125","966.8839111328125","966.8839111328125","966.8839111328125","","","","","","","","",""
"5279","1369.4404296875","1369.4404296875","1369.4404296875","1369.4404296875","1369.4404296875","1369.4404296875","1369.4404296875","1369.4404296875","1369.4404296875","","","","","","","","",""
"5309","929.3215942382812","929.3215942382812","929.3215942382812","929.3215942382812","929.3215942382812","929.3215942382812","929.3215942382812","929.3215942382812","929.3215942382812","","","","","","","","",""
"5339","1065.55126953125","1065.55126953125","1065.55126953125","1065.55126953125","1065.55126953125","1065.55126953125","1065.55126953125","1065.55126953125","1065.55126953125","","","","","","","","",""
"5369","1090.978271484375","1090.978271484375","1090.978271484375","1090.978271484375","1090.978271484375","1090.978271484375","1090.978271484375","1090.978271484375","1090.978271484375","","","","","","","","",""
"5399","1021.055908203125","1021.055908203125","1021.055908203125","1021.055908203125","1021.055908203125","1021.055908203125","1021.055908203125","1021.055908203125","1021.055908203125","","","","","","","","",""
"5429","903.8133544921875","903.8133544921875","903.8133544921875","903.8133544921875","903.8133544921875","903.8133544921875","903.8133544921875","903.8133544921875","903.8133544921875","","","","","","","","",""
"5459","953.4412841796875","953.4412841796875","953.4412841796875","953.4412841796875","953.4412841796875","953.4412841796875","953.4412841796875","953.4412841796875","953.4412841796875","","","","","","","","",""
"5489","1131.4925537109375","1131.4925537109375","1131.4925537109375","1131.4925537109375","1131.4925537109375","1131.4925537109375","1131.4925537109375","1131.4925537109375","1131.4925537109375","","","","","","","","",""
"5519","1034.8463134765625","1034.8463134765625","1034.8463134765625","1034.8463134765625","1034.8463134765625","1034.8463134765625","1034.8463134765625","1034.8463134765625","1034.8463134765625","","","","","","","","",""
"5549","1013.4039916992188","1013.4039916992188","1013.4039916992188","1013.4039916992188","1013.4039916992188","1013.4039916992188","1013.4039916992188","1013.4039916992188","1013.4039916992188","","","","","","","","",""
"5579","1049.2587890625","1049.2587890625","1049.2587890625","1049.2587890625","1049.2587890625","1049.2587890625","1049.2587890625","1049.2587890625","1049.2587890625","","","","","","","","",""
"5609","977.7593383789062","977.7593383789062","977.7593383789062","977.7593383789062","977.7593383789062","977.7593383789062","977.7593383789062","977.7593383789062","977.7593383789062","","","","","","","","",""
"5639","1007.550048828125","1007.550048828125","1007.550048828125","1007.550048828125","1007.550048828125","1007.550048828125","1007.550048828125","1007.550048828125","1007.550048828125","","","","","","","","",""
"5669","1191.22412109375","1191.22412109375","1191.22412109375","1191.22412109375","1191.22412109375","1191.22412109375","1191.22412109375","1191.22412109375","1191.22412109375","","","","","","","","",""
"5699","911.058837890625","911.058837890625","911.058837890625","911.058837890625","911.058837890625","911.058837890625","911.058837890625","911.058837890625","911.058837890625","","","","","","","","",""
"5729","827.2716064453125","827.2716064453125","827.2716064453125","827.2716064453125","827.2716064453125","827.2716064453125","827.2716064453125","827.2716064453125","827.2716064453125","","","","","","","","",""
"5759","704.1728515625","704.1728515625","704.1728515625","704.1728515625","704.1728515625","704.1728515625","704.1728515625","704.1728515625","704.1728515625","","","","","","","","",""
"5789","844.7103271484375","844.7103271484375","844.7103271484375","844.7103271484375","844.7103271484375","844.7103271484375","844.7103271484375","844.7103271484375","844.7103271484375","","","","","","","","",""
"5819","942.7320556640625","942.7320556640625","942.7320556640625","942.7320556640625","942.7320556640625","942.7320556640625","942.7320556640625","942.7320556640625","942.7320556640625","","","","","","","","",""
"5849","942.1716918945312","942.1716918945312","942.1716918945312","942.1716918945312","942.1716918945312","942.1716918945312","942.1716918945312","942.1716918945312","942.1716918945312","","","","","","","","",""
"5879","815.8958740234375","815.8958740234375","815.8958740234375","815.8958740234375","815.8958740234375","815.8958740234375","815.8958740234375","815.8958740234375","815.8958740234375","","","","","","","","",""
"5909","1168.706298828125","1168.706298828125","1168.706298828125","1168.706298828125","1168.706298828125","1168.706298828125","1168.706298828125","1168.706298828125","1168.706298828125","","","","","","","","",""
"5939","1042.633056640625","1042.633056640625","1042.633056640625","1042.633056640625","1042.633056640625","1042.633056640625","1042.633056640625","1042.633056640625","1042.633056640625","","","","","","","","",""
"5969","811.3062744140625","811.3062744140625","811.3062744140625","811.3062744140625","811.3062744140625","811.3062744140625","811.3062744140625","811.3062744140625","811.3062744140625","","","","","","","","",""
"5999","909.3289184570312","909.3289184570312","909.3289184570312","909.3289184570312","909.3289184570312","909.3289184570312","909.3289184570312","909.3289184570312","909.3289184570312","","","","","","","","",""
"6029","893.7950439453125","893.7950439453125","893.7950439453125","893.7950439453125","893.7950439453125","893.7950439453125","893.7950439453125","893.7950439453125","893.7950439453125","","","","","","","","",""
"6059","932.85400390625","932.85400390625","932.85400390625","932.85400390625","932.85400390625","932.85400390625","932.85400390625","932.85400390625","932.85400390625","","","","","","","","",""
"6089","909.79443359375","909.79443359375","909.79443359375","909.79443359375","909.79443359375","909.79443359375","909.79443359375","909.79443359375","909.79443359375","","","","","","","","",""
"6119","861.503173828125","861.503173828125","861.503173828125","861.503173828125","861.503173828125","861.503173828125","","","","","","","","","","","",""
"6149","1103.4398193359375","1103.4398193359375","1103.4398193359375","1103.4398193359375","1103.4398193359375","1103.4398193359375","","","","","","","","","","","",""
"6179","953.2017822265625","953.2017822265625","953.2017822265625","953.2017822265625","953.2017822265625","953.2017822265625","","","","","","","","","","","",""
"6209","872.7379760742188","872.7379760742188","872.7379760742188","872.7379760742188","872.7379760742188","872.7379760742188","","","","","","","","","","","",""
"6239","809.8341674804688","809.8341674804688","809.8341674804688","809.8341674804688","809.8341674804688","809.8341674804688","","","","","","","","","","","",""
"6269","770.7950439453125","770.7950439453125","770.7950439453125","770.7950439453125","770.7950439453125","770.7950439453125","","","","","","","","","","","",""
"6299","1074.4998779296875","1074.4998779296875","1074.4998779296875","1074.4998779296875","1074.4998779296875","1074.4998779296875","","","","","","","","","","","",""
"6329","773.5875244140625","773.5875244140625","773.5875244140625","773.5875244140625","773.5875244140625","773.5875244140625","","","","","","","","","","","",""
"6359","882.2237548828125","882.2237548828125","882.2237548828125","882.2237548828125","882.2237548828125","882.2237548828125","","","","","","","","","","","",""
"6389","929.92822265625","929.92822265625","929.92822265625","929.92822265625","929.92822265625","929.92822265625","","","","","","","","","","","",""
"6419","894.68505859375","894.68505859375","894.68505859375","894.68505859375","894.68505859375","894.68505859375","","","","","","","","","","","",""
"6449","660.4952392578125","660.4952392578125","660.4952392578125","660.4952392578125","660.4952392578125","660.4952392578125","","","","","","","","","","","",""
"6479","919.8794555664062","919.8794555664062","919.8794555664062","919.8794555664062","919.8794555664062","919.8794555664062","","","","","","","","","","","",""
"6509","918.670654296875","918.670654296875","918.670654296875","918.670654296875","918.670654296875","918.670654296875","","","","","","","","","","","",""
"6539","1163.4652099609375","1163.4652099609375","1163.4652099609375","1163.4652099609375","1163.4652099609375","1163.4652099609375","","","","","","","","","","","",""
"6569","821.2398071289062","821.2398071289062","821.2398071289062","821.2398071289062","821.2398071289062","821.2398071289062","","","","","","","","","","","",""
"6599","925.1563720703125","925.1563720703125","925.1563720703125","925.1563720703125","925.1563720703125","925.1563720703125","","","","","","","","","","","",""
"6629","628.8956909179688","628.8956909179688","628.8956909179688","628.8956909179688","628.8956909179688","628.8956909179688","","","","","","","","","","","",""
"6659","727.394287109375","727.394287109375","727.394287109375","727.394287109375","727.394287109375","727.394287109375","","","","","","","","","","","",""
"6689","847.4979248046875","847.4979248046875","847.4979248046875","847.4979248046875","847.4979248046875","847.4979248046875","","","","","","","","","","","",""
"6719","895.1649780273438","895.1649780273438","895.1649780273438","895.1649780273438","895.1649780273438","895.1649780273438","","","","","","","","","","","",""
"6749","831.635009765625","831.635009765625","831.635009765625","831.635009765625","831.635009765625","831.635009765625","","","","","","","","","","","",""
"6779","650.5997924804688","650.5997924804688","650.5997924804688","650.5997924804688","650.5997924804688","650.5997924804688","","","","","","","","","","","",""
"6809","908.0869750976562","908.0869750976562","908.0869750976562","908.0869750976562","908.0869750976562","908.0869750976562","","","","","","","","","","","",""
"6839","703.499755859375","703.499755859375","703.499755859375","703.499755859375","703.499755859375","703.499755859375","","","","","","","","","","","",""
"6869","729.7926025390625","729.7926025390625","729.7926025390625","729.7926025390625","729.7926025390625","729.7926025390625","","","","","","","","","","","",""
"6899","933.0972900390625","933.0972900390625","933.0972900390625","933.0972900390625","933.0972900390625","933.0972900390625","","","","","","","","","","","",""
"6929","776.5687255859375","776.5687255859375","776.5687255859375","776.5687255859375","776.5687255859375","776.5687255859375","","","","","","","","","","","",""
"6959","894.5357666015625","894.5357666015625","894.5357666015625","894.5357666015625","894.5357666015625","894.5357666015625","","","","","","","","","","","",""
"6989","654.3141479492188","654.3141479492188","654.3141479492188","654.3141479492188","654.3141479492188","654.3141479492188","","","","","","","","","","","",""
"7019","902.49169921875","902.49169921875","902.49169921875","902.49169921875","902.49169921875","902.49169921875","","","","","","","","","","","",""
"7049","854.1338500976562","854.1338500976562","854.1338500976562","854.1338500976562","854.1338500976562","854.1338500976562","","","","","","","","","","","",""
"7079","824.96728515625","824.96728515625","824.96728515625","824.96728515625","824.96728515625","824.96728515625","","","","","","","","","","","",""
"7109","725.72509765625","725.72509765625","725.72509765625","725.72509765625","725.72509765625","725.72509765625","","","","","","","","","","","",""
"7139","885.5618286132812","885.5618286132812","885.5618286132812","885.5618286132812","885.5618286132812","885.5618286132812","","","","","","","","","","","",""
"7169","776.0440673828125","776.0440673828125","776.0440673828125","776.0440673828125","776.0440673828125","776.0440673828125","","","","","","","","","","","",""
"7199","892.2942504882812","892.2942504882812","892.2942504882812","892.2942504882812","892.2942504882812","892.2942504882812","","","","","","","","","","","",""
"7229","688.9180297851562","688.9180297851562","688.9180297851562","688.9180297851562","688.9180297851562","688.9180297851562","","","","","","","","","","","",""
"7259","860.929443359375","860.929443359375","860.929443359375","860.929443359375","860.929443359375","860.929443359375","","","","","","","","","","","",""
"7289","750.05810546875","750.05810546875","750.05810546875","750.05810546875","750.05810546875","750.05810546875","","","","","","","","","","","",""
"7319","899.4462890625","899.4462890625","899.4462890625","899.4462890625","899.4462890625","899.4462890625","","","","","","","","","","","",""
"7349","802.771240234375","802.771240234375","802.771240234375","802.771240234375","802.771240234375","802.771240234375","","","","","","","","","","","",""
"7379","668.8468017578125","668.8468017578125","668.8468017578125","668.8468017578125","668.8468017578125","668.8468017578125","","","","","","","","","","","",""
"7409","880.655029296875","880.655029296875","880.655029296875","880.655029296875","880.655029296875","880.655029296875","","","","","","","","","","","",""
"7439","722.675048828125","722.675048828125","722.675048828125","722.675048828125","722.675048828125","722.675048828125","","","","","","","","","","","",""
"7469","616.7740478515625","616.7740478515625","616.7740478515625","616.7740478515625","616.7740478515625","616.7740478515625","","","","","","","","","","","",""
"7499","695.2032470703125","695.2032470703125","695.2032470703125","695.2032470703125","695.2032470703125","695.2032470703125","","","","","","","","","","","",""
"7529","725.8616333007812","725.8616333007812","725.8616333007812","725.8616333007812","725.8616333007812","725.8616333007812","","","","","","","","","","","",""
"7559","708.330810546875","708.330810546875","708.330810546875","708.330810546875","708.330810546875","708.330810546875","","","","","","","","","","","",""
"7589","704.144287109375","704.144287109375","704.144287109375","704.144287109375","704.144287109375","704.144287109375","","","","","","","","","","","",""
"7619","789.3323364257812","789.3323364257812","789.3323364257812","789.3323364257812","789.3323364257812","789.3323364257812","","","","","","","","","","","",""
"7649","723.8304443359375","723.8304443359375","723.8304443359375","723.8304443359375","723.8304443359375","723.8304443359375","","","","","","","","","","","",""
"7679","793.0570068359375","793.0570068359375","793.0570068359375","793.0570068359375","793.0570068359375","793.0570068359375","","","","","","","","","","","",""
"7709","825.4622802734375","825.4622802734375","825.4622802734375","825.4622802734375","825.4622802734375","825.4622802734375","","","","","","","","","","","",""
"7739","771.7349243164062","771.7349243164062","771.7349243164062","771.7349243164062","771.7349243164062","771.7349243164062","","","","","","","","","","","",""
"7769","767.69873046875","767.69873046875","767.69873046875","767.69873046875","767.69873046875","767.69873046875","","","","","","","","","","","",""
"7799","678.547607421875","678.547607421875","678.547607421875","678.547607421875","678.547607421875","678.547607421875","","","","","","","","","","","",""
"7829","868.4105224609375","868.4105224609375","868.4105224609375","868.4105224609375","868.4105224609375","868.4105224609375","","","","","","","","","","","",""
"7859","801.8001708984375","801.8001708984375","801.8001708984375","801.8001708984375","801.8001708984375","801.8001708984375","","","","","","","","","","","",""
"7889","732.797607421875","732.797607421875","732.797607421875","732.797607421875","732.797607421875","732.797607421875","","","","","","","","","","","",""
"7919","666.1956787109375","666.1956787109375","666.1956787109375","666.1956787109375","666.1956787109375","666.1956787109375","","","","","","","","","","","",""
"7949","720.8817749023438","720.8817749023438","720.8817749023438","720.8817749023438","720.8817749023438","720.8817749023438","","","","","","","","","","","",""
"7979","889.3508911132812","889.3508911132812","889.3508911132812","889.3508911132812","889.3508911132812","889.3508911132812","","","","","","","","","","","",""
"8009","626.9050903320312","626.9050903320312","626.9050903320312","626.9050903320312","626.9050903320312","626.9050903320312","","","","","","","","","","","",""
"8039","697.9000244140625","697.9000244140625","697.9000244140625","697.9000244140625","697.9000244140625","697.9000244140625","","","","","","","","","","","",""
"8069","686.7402954101562","686.7402954101562","686.7402954101562","686.7402954101562","686.7402954101562","686.7402954101562","","","","","","","","","","","",""
"8099","701.9517211914062","701.9517211914062","701.9517211914062","701.9517211914062","701.9517211914062","701.9517211914062","","","","","","","","","","","",""
"8129","640.734375","640.734375","640.734375","640.734375","640.734375","640.734375","","","","","","","","","","","",""
"8159","772.5462036132812","772.5462036132812","772.5462036132812","772.5462036132812","772.5462036132812","772.5462036132812","","","","","","","","","","","",""
"8189","714.8983154296875","714.8983154296875","714.8983154296875","714.8983154296875","714.8983154296875","714.8983154296875","","","","","","","","","","","",""
"8219","818.6367797851562","818.6367797851562","818.6367797851562","818.6367797851562","818.6367797851562","818.6367797851562","","","","","","","","","","","",""
"8249","782.466796875","782.466796875","782.466796875","782.466796875","782.466796875","782.466796875","","","","","","","","","","","",""
"8279","689.031005859375","689.031005859375","689.031005859375","689.031005859375","689.031005859375","689.031005859375","","","","","","","","","","","",""
"8309","718.742919921875","718.742919921875","718.742919921875","718.742919921875","718.742919921875","718.742919921875","","","","","","","","","","","",""
"8339","744.1651611328125","744.1651611328125","744.1651611328125","744.1651611328125","744.1651611328125","744.1651611328125","","","","","","","","","","","",""
"8369","607.748291015625","607.748291015625","607.748291015625","607.748291015625","607.748291015625","607.748291015625","","","","","","","","","","","",""
"8399","792.931884765625","792.931884765625","792.931884765625","792.931884765625","792.931884765625","792.931884765625","","","","","","","","","","","",""
"8429","683.4791870117188","683.4791870117188","683.4791870117188","683.4791870117188","683.4791870117188","683.4791870117188","","","","","","","","","","","",""
"8459","817.970703125","817.970703125","817.970703125","817.970703125","817.970703125","817.970703125","","","","","","","","","","","",""
"8489","678.9507446289062","678.9507446289062","678.9507446289062","678.9507446289062","678.9507446289062","678.9507446289062","","","","","","","","","","","",""
"8519","647.8345336914062","647.8345336914062","647.8345336914062","647.8345336914062","647.8345336914062","647.8345336914062","","","","","","","","","","","",""
"8549","718.7813720703125","718.7813720703125","718.7813720703125","718.7813720703125","718.7813720703125","718.7813720703125","","","","","","","","","","","",""
"8579","751.3238525390625","751.3238525390625","751.3238525390625","751.3238525390625","751.3238525390625","751.3238525390625","","","","","","","","","","","",""
"8609","736.68212890625","736.68212890625","736.68212890625","736.68212890625","736.68212890625","736.68212890625","","","","","","","","","","","",""
"8639","715.0904541015625","715.0904541015625","715.0904541015625","715.0904541015625","715.0904541015625","715.0904541015625","","","","","","","","","","","",""
"8669","721.217529296875","721.217529296875","721.217529296875","721.217529296875","721.217529296875","721.217529296875","","","","","","","","","","","",""
"8699","704.7159423828125","704.7159423828125","704.7159423828125","704.7159423828125","704.7159423828125","704.7159423828125","","","","","","","","","","","",""
"8729","652.581298828125","652.581298828125","652.581298828125","652.581298828125","652.581298828125","652.581298828125","","","","","","","","","","","",""
"8759","679.5742797851562","679.5742797851562","679.5742797851562","679.5742797851562","679.5742797851562","679.5742797851562","","","","","","","","","","","",""
"8789","664.2198486328125","664.2198486328125","664.2198486328125","664.2198486328125","664.2198486328125","664.2198486328125","","","","","","","","","","","",""
"8819","627.46044921875","627.46044921875","627.46044921875","627.46044921875","627.46044921875","627.46044921875","","","","","","","","","","","",""
"8849","679.3184204101562","679.3184204101562","679.3184204101562","679.3184204101562","679.3184204101562","679.3184204101562","","","","","","","","","","","",""
