"Step","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/l1_loss__MAX","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/l1_loss","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/l1_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/l1_loss__MAX"
"1049","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","2247.873046875","","",""
"1079","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","2393.32763671875","","",""
"1109","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","2042.927001953125","","",""
"1139","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","1817.6171875","","",""
"1169","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","2420.36376953125","","",""
"1199","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","2472.240966796875","","",""
"1229","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","2156.257568359375","","","","","",""
"1259","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","2104.146240234375","","","","","",""
"1289","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","1946.592529296875","","","","","",""
"1319","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","2563.86181640625","","","","","",""
"1349","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","3149.5341796875","","","","","",""
"1379","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","2673.13818359375","","","","","",""
"1409","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","2604.20703125","","","","","",""
"1439","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","2409.504150390625","","","","","",""
"1469","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","2813.2802734375","","","","","",""
"1499","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","2549.01904296875","","","","","",""
"1529","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","2513.0185546875","","","","","",""
"1559","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","2549.94921875","","","","","",""
"1589","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","2419.552490234375","","","","","",""
"1619","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","1813.8697509765625","","","","","",""
"1649","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","1835.58203125","","","","","",""
"1679","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","2035.124267578125","","","","","",""
"1709","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","2483.65869140625","","","","","",""
"1739","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","2592.98388671875","","","","","",""
"1769","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","2671.80810546875","","","","","",""
"1799","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","2306.859375","","","","","",""
"1829","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","2129.826171875","","","","","",""
"1859","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","1498.44921875","","","","","",""
"1889","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","1978.41796875","","","","","",""
"1919","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","2678.455078125","","","","","",""
"1949","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","1610.80517578125","","","","","",""
"1979","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","1907.4761962890625","","","","","",""
"2009","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","2240.75830078125","","","","","",""
"2039","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","1551.908203125","","","","","",""
"2069","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","1853.1177978515625","","","","","",""
"2099","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","1794.103759765625","","","","","",""
"2129","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","1946.65576171875","","","","","",""
"2159","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","2355.23876953125","","","","","",""
"2189","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","2419.58203125","","","","","",""
"2219","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","2212.124267578125","","","","","",""
"2249","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","2065.425537109375","","","","","",""
"2279","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","1833.5233154296875","","","","","",""
"2309","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","1575.5029296875","","","","","",""
"2339","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","1871.16259765625","","","","","",""
"2369","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","2364.62109375","","","","","",""
"2399","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","1820.750732421875","","","","","",""
"2429","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","1958.291748046875","","","","","",""
"2459","1625.8883056640625","1625.8883056640625","1625.8883056640625","1625.8883056640625","1625.8883056640625","1625.8883056640625","1625.8883056640625","1625.8883056640625","1625.8883056640625","","","","","","","","",""
"2489","1915.5140380859375","1915.5140380859375","1915.5140380859375","1915.5140380859375","1915.5140380859375","1915.5140380859375","1915.5140380859375","1915.5140380859375","1915.5140380859375","","","","","","","","",""
"2519","1716.6826171875","1716.6826171875","1716.6826171875","1716.6826171875","1716.6826171875","1716.6826171875","1716.6826171875","1716.6826171875","1716.6826171875","","","","","","","","",""
"2549","2257.595458984375","2257.595458984375","2257.595458984375","2257.595458984375","2257.595458984375","2257.595458984375","2257.595458984375","2257.595458984375","2257.595458984375","","","","","","","","",""
"2579","2121.11083984375","2121.11083984375","2121.11083984375","2121.11083984375","2121.11083984375","2121.11083984375","2121.11083984375","2121.11083984375","2121.11083984375","","","","","","","","",""
"2609","2325.48291015625","2325.48291015625","2325.48291015625","2325.48291015625","2325.48291015625","2325.48291015625","2325.48291015625","2325.48291015625","2325.48291015625","","","","","","","","",""
"2639","2676.76025390625","2676.76025390625","2676.76025390625","2676.76025390625","2676.76025390625","2676.76025390625","2676.76025390625","2676.76025390625","2676.76025390625","","","","","","","","",""
"2669","2357.7509765625","2357.7509765625","2357.7509765625","2357.7509765625","2357.7509765625","2357.7509765625","2357.7509765625","2357.7509765625","2357.7509765625","","","","","","","","",""
"2699","1760.87939453125","1760.87939453125","1760.87939453125","1760.87939453125","1760.87939453125","1760.87939453125","1760.87939453125","1760.87939453125","1760.87939453125","","","","","","","","",""
"2729","1611.654541015625","1611.654541015625","1611.654541015625","1611.654541015625","1611.654541015625","1611.654541015625","1611.654541015625","1611.654541015625","1611.654541015625","","","","","","","","",""
"2759","1841.5006103515625","1841.5006103515625","1841.5006103515625","1841.5006103515625","1841.5006103515625","1841.5006103515625","1841.5006103515625","1841.5006103515625","1841.5006103515625","","","","","","","","",""
"2789","1967.65966796875","1967.65966796875","1967.65966796875","1967.65966796875","1967.65966796875","1967.65966796875","1967.65966796875","1967.65966796875","1967.65966796875","","","","","","","","",""
"2819","2381.3603515625","2381.3603515625","2381.3603515625","2381.3603515625","2381.3603515625","2381.3603515625","2381.3603515625","2381.3603515625","2381.3603515625","","","","","","","","",""
"2849","1818.126708984375","1818.126708984375","1818.126708984375","1818.126708984375","1818.126708984375","1818.126708984375","1818.126708984375","1818.126708984375","1818.126708984375","","","","","","","","",""
"2879","1991.25","1991.25","1991.25","1991.25","1991.25","1991.25","1991.25","1991.25","1991.25","","","","","","","","",""
"2909","1902.94580078125","1902.94580078125","1902.94580078125","1902.94580078125","1902.94580078125","1902.94580078125","1902.94580078125","1902.94580078125","1902.94580078125","","","","","","","","",""
"2939","2071.134765625","2071.134765625","2071.134765625","2071.134765625","2071.134765625","2071.134765625","2071.134765625","2071.134765625","2071.134765625","","","","","","","","",""
"2969","2213.308349609375","2213.308349609375","2213.308349609375","2213.308349609375","2213.308349609375","2213.308349609375","2213.308349609375","2213.308349609375","2213.308349609375","","","","","","","","",""
"2999","1895.516357421875","1895.516357421875","1895.516357421875","1895.516357421875","1895.516357421875","1895.516357421875","1895.516357421875","1895.516357421875","1895.516357421875","","","","","","","","",""
"3029","2081.48974609375","2081.48974609375","2081.48974609375","2081.48974609375","2081.48974609375","2081.48974609375","2081.48974609375","2081.48974609375","2081.48974609375","","","","","","","","",""
"3059","1417.5137939453125","1417.5137939453125","1417.5137939453125","1417.5137939453125","1417.5137939453125","1417.5137939453125","1417.5137939453125","1417.5137939453125","1417.5137939453125","","","","","","","","",""
"3089","2073.032958984375","2073.032958984375","2073.032958984375","2073.032958984375","2073.032958984375","2073.032958984375","2073.032958984375","2073.032958984375","2073.032958984375","","","","","","","","",""
"3119","1780.6856689453125","1780.6856689453125","1780.6856689453125","1780.6856689453125","1780.6856689453125","1780.6856689453125","1780.6856689453125","1780.6856689453125","1780.6856689453125","","","","","","","","",""
"3149","1714.19287109375","1714.19287109375","1714.19287109375","1714.19287109375","1714.19287109375","1714.19287109375","1714.19287109375","1714.19287109375","1714.19287109375","","","","","","","","",""
"3179","2308.985595703125","2308.985595703125","2308.985595703125","2308.985595703125","2308.985595703125","2308.985595703125","2308.985595703125","2308.985595703125","2308.985595703125","","","","","","","","",""
"3209","1864.083984375","1864.083984375","1864.083984375","1864.083984375","1864.083984375","1864.083984375","1864.083984375","1864.083984375","1864.083984375","","","","","","","","",""
"3239","1979.74755859375","1979.74755859375","1979.74755859375","1979.74755859375","1979.74755859375","1979.74755859375","1979.74755859375","1979.74755859375","1979.74755859375","","","","","","","","",""
"3269","1902.770751953125","1902.770751953125","1902.770751953125","1902.770751953125","1902.770751953125","1902.770751953125","1902.770751953125","1902.770751953125","1902.770751953125","","","","","","","","",""
"3299","1441.36376953125","1441.36376953125","1441.36376953125","1441.36376953125","1441.36376953125","1441.36376953125","1441.36376953125","1441.36376953125","1441.36376953125","","","","","","","","",""
"3329","1846.1815185546875","1846.1815185546875","1846.1815185546875","1846.1815185546875","1846.1815185546875","1846.1815185546875","1846.1815185546875","1846.1815185546875","1846.1815185546875","","","","","","","","",""
"3359","1690.2823486328125","1690.2823486328125","1690.2823486328125","1690.2823486328125","1690.2823486328125","1690.2823486328125","1690.2823486328125","1690.2823486328125","1690.2823486328125","","","","","","","","",""
"3389","2204.841796875","2204.841796875","2204.841796875","2204.841796875","2204.841796875","2204.841796875","2204.841796875","2204.841796875","2204.841796875","","","","","","","","",""
"3419","1582.7886962890625","1582.7886962890625","1582.7886962890625","1582.7886962890625","1582.7886962890625","1582.7886962890625","1582.7886962890625","1582.7886962890625","1582.7886962890625","","","","","","","","",""
"3449","1740.646728515625","1740.646728515625","1740.646728515625","1740.646728515625","1740.646728515625","1740.646728515625","1740.646728515625","1740.646728515625","1740.646728515625","","","","","","","","",""
"3479","1912.431640625","1912.431640625","1912.431640625","1912.431640625","1912.431640625","1912.431640625","1912.431640625","1912.431640625","1912.431640625","","","","","","","","",""
"3509","1697.9288330078125","1697.9288330078125","1697.9288330078125","1697.9288330078125","1697.9288330078125","1697.9288330078125","1697.9288330078125","1697.9288330078125","1697.9288330078125","","","","","","","","",""
