"Step","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"779","377.0972595214844","377.0972595214844","377.0972595214844","81.6731948852539","81.6731948852539","81.6731948852539","7.838989734649658","7.838989734649658","7.838989734649658","366.9017028808594","366.9017028808594","366.9017028808594","79.71163177490234","79.71163177490234","79.71163177490234","9.301399230957031","9.301399230957031","9.301399230957031"
"809","473.19146728515625","473.19146728515625","473.19146728515625","266.0412902832031","266.0412902832031","266.0412902832031","5.419410228729248","5.419410228729248","5.419410228729248","463.77105712890625","463.77105712890625","463.77105712890625","228.35855102539062","228.35855102539062","228.35855102539062","6.042012691497803","6.042012691497803","6.042012691497803"
"839","349.16119384765625","349.16119384765625","349.16119384765625","66.95532989501953","66.95532989501953","66.95532989501953","8.273015022277832","8.273015022277832","8.273015022277832","334.85357666015625","334.85357666015625","334.85357666015625","64.39035034179688","64.39035034179688","64.39035034179688","9.947916984558105","9.947916984558105","9.947916984558105"
"869","488.6560363769531","488.6560363769531","488.6560363769531","171.55186462402344","171.55186462402344","171.55186462402344","6.641083717346191","6.641083717346191","6.641083717346191","509.5207824707031","509.5207824707031","509.5207824707031","187.3810577392578","187.3810577392578","187.3810577392578","8.04109001159668","8.04109001159668","8.04109001159668"
"899","307.6501770019531","307.6501770019531","307.6501770019531","68.6314926147461","68.6314926147461","68.6314926147461","6.948375701904297","6.948375701904297","6.948375701904297","291.5938720703125","291.5938720703125","291.5938720703125","65.27853393554688","65.27853393554688","65.27853393554688","8.19621467590332","8.19621467590332","8.19621467590332"
"929","257.98779296875","257.98779296875","257.98779296875","54.235042572021484","54.235042572021484","54.235042572021484","7.327983379364014","7.327983379364014","7.327983379364014","247.01327514648438","247.01327514648438","247.01327514648438","49.69640350341797","49.69640350341797","49.69640350341797","8.390951156616211","8.390951156616211","8.390951156616211"
"959","285.7427978515625","285.7427978515625","285.7427978515625","70.7756118774414","70.7756118774414","70.7756118774414","4.5976176261901855","4.5976176261901855","4.5976176261901855","270.2352600097656","270.2352600097656","270.2352600097656","66.6162109375","66.6162109375","66.6162109375","5.424559116363525","5.424559116363525","5.424559116363525"
"989","161.25331115722656","161.25331115722656","161.25331115722656","36.350067138671875","36.350067138671875","36.350067138671875","8.758667945861816","8.758667945861816","8.758667945861816","151.9786834716797","151.9786834716797","151.9786834716797","35.84164810180664","35.84164810180664","35.84164810180664","9.749402046203613","9.749402046203613","9.749402046203613"
"1019","383.4044494628906","383.4044494628906","383.4044494628906","289.97509765625","289.97509765625","289.97509765625","7.95490837097168","7.95490837097168","7.95490837097168","376.1881103515625","376.1881103515625","376.1881103515625","276.7487487792969","276.7487487792969","276.7487487792969","8.787664413452148","8.787664413452148","8.787664413452148"
"1049","134.39610290527344","134.39610290527344","134.39610290527344","36.33180618286133","36.33180618286133","36.33180618286133","6.626685619354248","6.626685619354248","6.626685619354248","128.24822998046875","128.24822998046875","128.24822998046875","35.67914581298828","35.67914581298828","35.67914581298828","6.955265522003174","6.955265522003174","6.955265522003174"
"1079","118.13006591796875","118.13006591796875","118.13006591796875","29.58769989013672","29.58769989013672","29.58769989013672","10.636842727661133","10.636842727661133","10.636842727661133","115.09087371826172","115.09087371826172","115.09087371826172","29.295310974121094","29.295310974121094","29.295310974121094","12.060722351074219","12.060722351074219","12.060722351074219"
"1109","396.4918518066406","396.4918518066406","396.4918518066406","95.51901245117188","95.51901245117188","95.51901245117188","5.5557074546813965","5.5557074546813965","5.5557074546813965","363.86773681640625","363.86773681640625","363.86773681640625","81.96143341064453","81.96143341064453","81.96143341064453","5.797741413116455","5.797741413116455","5.797741413116455"
"1139","155.95611572265625","155.95611572265625","155.95611572265625","34.56175231933594","34.56175231933594","34.56175231933594","7.1468119621276855","7.1468119621276855","7.1468119621276855","152.76080322265625","152.76080322265625","152.76080322265625","33.089111328125","33.089111328125","33.089111328125","8.03099536895752","8.03099536895752","8.03099536895752"
"1169","184.2461700439453","184.2461700439453","184.2461700439453","34.99154281616211","34.99154281616211","34.99154281616211","6.941547870635986","6.941547870635986","6.941547870635986","178.4411163330078","178.4411163330078","178.4411163330078","33.823631286621094","33.823631286621094","33.823631286621094","7.497795104980469","7.497795104980469","7.497795104980469"
"1199","134.46974182128906","134.46974182128906","134.46974182128906","27.590492248535156","27.590492248535156","27.590492248535156","5.0163397789001465","5.0163397789001465","5.0163397789001465","129.86045837402344","129.86045837402344","129.86045837402344","28.084394454956055","28.084394454956055","28.084394454956055","4.842843532562256","4.842843532562256","4.842843532562256"
"1229","367.375732421875","367.375732421875","367.375732421875","215.7489471435547","215.7489471435547","215.7489471435547","5.286016941070557","5.286016941070557","5.286016941070557","358.23455810546875","358.23455810546875","358.23455810546875","282.4007873535156","282.4007873535156","282.4007873535156","5.172481536865234","5.172481536865234","5.172481536865234"
"1259","132.1259002685547","132.1259002685547","132.1259002685547","27.667768478393555","27.667768478393555","27.667768478393555","6.633184432983398","6.633184432983398","6.633184432983398","130.12733459472656","130.12733459472656","130.12733459472656","27.292415618896484","27.292415618896484","27.292415618896484","7.369174480438232","7.369174480438232","7.369174480438232"
"1289","93.25089263916016","93.25089263916016","93.25089263916016","20.586774826049805","20.586774826049805","20.586774826049805","8.09079360961914","8.09079360961914","8.09079360961914","91.38751983642578","91.38751983642578","91.38751983642578","19.93505096435547","19.93505096435547","19.93505096435547","8.45233154296875","8.45233154296875","8.45233154296875"
"1319","96.55353546142578","96.55353546142578","96.55353546142578","46.500244140625","46.500244140625","46.500244140625","7.888023376464844","7.888023376464844","7.888023376464844","98.19288635253906","98.19288635253906","98.19288635253906","59.29463195800781","59.29463195800781","59.29463195800781","8.833839416503906","8.833839416503906","8.833839416503906"
"1349","103.8740234375","103.8740234375","103.8740234375","22.8616943359375","22.8616943359375","22.8616943359375","6.234583377838135","6.234583377838135","6.234583377838135","101.7469482421875","101.7469482421875","101.7469482421875","22.96567153930664","22.96567153930664","22.96567153930664","6.670820236206055","6.670820236206055","6.670820236206055"
"1379","83.6312255859375","83.6312255859375","83.6312255859375","23.201339721679688","23.201339721679688","23.201339721679688","5.566425800323486","5.566425800323486","5.566425800323486","79.90724182128906","79.90724182128906","79.90724182128906","22.59219741821289","22.59219741821289","22.59219741821289","5.547974109649658","5.547974109649658","5.547974109649658"
"1409","99.4368896484375","99.4368896484375","99.4368896484375","21.9799747467041","21.9799747467041","21.9799747467041","4.010505199432373","4.010505199432373","4.010505199432373","95.1785659790039","95.1785659790039","95.1785659790039","21.808387756347656","21.808387756347656","21.808387756347656","3.577688455581665","3.577688455581665","3.577688455581665"
"1439","104.45027923583984","104.45027923583984","104.45027923583984","25.621498107910156","25.621498107910156","25.621498107910156","3.2237679958343506","3.2237679958343506","3.2237679958343506","102.17304229736328","102.17304229736328","102.17304229736328","27.323699951171875","27.323699951171875","27.323699951171875","3.2474138736724854","3.2474138736724854","3.2474138736724854"
"1469","124.1072998046875","124.1072998046875","124.1072998046875","25.386545181274414","25.386545181274414","25.386545181274414","3.6611809730529785","3.6611809730529785","3.6611809730529785","118.27091217041016","118.27091217041016","118.27091217041016","24.27294921875","24.27294921875","24.27294921875","3.685945987701416","3.685945987701416","3.685945987701416"
"1499","94.54296875","94.54296875","94.54296875","19.32288360595703","19.32288360595703","19.32288360595703","5.992154598236084","5.992154598236084","5.992154598236084","93.8418960571289","93.8418960571289","93.8418960571289","19.393339157104492","19.393339157104492","19.393339157104492","6.590112209320068","6.590112209320068","6.590112209320068"
"1529","74.62946319580078","74.62946319580078","74.62946319580078","20.370615005493164","20.370615005493164","20.370615005493164","4.64164924621582","4.64164924621582","4.64164924621582","72.64704132080078","72.64704132080078","72.64704132080078","19.818418502807617","19.818418502807617","19.818418502807617","4.635495662689209","4.635495662689209","4.635495662689209"
"1559","80.88475036621094","80.88475036621094","80.88475036621094","19.368600845336914","19.368600845336914","19.368600845336914","3.9564309120178223","3.9564309120178223","3.9564309120178223","78.71226501464844","78.71226501464844","78.71226501464844","19.468597412109375","19.468597412109375","19.468597412109375","3.7606377601623535","3.7606377601623535","3.7606377601623535"
"1589","68.36597442626953","68.36597442626953","68.36597442626953","16.395103454589844","16.395103454589844","16.395103454589844","3.7036385536193848","3.7036385536193848","3.7036385536193848","65.4483642578125","65.4483642578125","65.4483642578125","16.438934326171875","16.438934326171875","16.438934326171875","3.388293981552124","3.388293981552124","3.388293981552124"
"1619","82.7155532836914","82.7155532836914","82.7155532836914","50.037899017333984","50.037899017333984","50.037899017333984","3.153296709060669","3.153296709060669","3.153296709060669","81.26486206054688","81.26486206054688","81.26486206054688","34.79421615600586","34.79421615600586","34.79421615600586","3.2360680103302","3.2360680103302","3.2360680103302"
"1649","57.96475601196289","57.96475601196289","57.96475601196289","17.779664993286133","17.779664993286133","17.779664993286133","4.4955339431762695","4.4955339431762695","4.4955339431762695","57.230106353759766","57.230106353759766","57.230106353759766","20.10000991821289","20.10000991821289","20.10000991821289","4.45849609375","4.45849609375","4.45849609375"
"1679","61.064979553222656","61.064979553222656","61.064979553222656","14.41540241241455","14.41540241241455","14.41540241241455","5.430370807647705","5.430370807647705","5.430370807647705","61.44233322143555","61.44233322143555","61.44233322143555","15.058798789978027","15.058798789978027","15.058798789978027","5.673243999481201","5.673243999481201","5.673243999481201"
"1709","33.020652770996094","33.020652770996094","33.020652770996094","11.34379768371582","11.34379768371582","11.34379768371582","3.7011570930480957","3.7011570930480957","3.7011570930480957","36.9986572265625","36.9986572265625","36.9986572265625","11.244522094726562","11.244522094726562","11.244522094726562","3.362330913543701","3.362330913543701","3.362330913543701"
"1739","28.405309677124023","28.405309677124023","28.405309677124023","9.7210054397583","9.7210054397583","9.7210054397583","2.4992125034332275","2.4992125034332275","2.4992125034332275","31.741960525512695","31.741960525512695","31.741960525512695","8.636212348937988","8.636212348937988","8.636212348937988","2.063046932220459","2.063046932220459","2.063046932220459"
"1769","39.561946868896484","39.561946868896484","39.561946868896484","10.321446418762207","10.321446418762207","10.321446418762207","3.0475001335144043","3.0475001335144043","3.0475001335144043","44.79726028442383","44.79726028442383","44.79726028442383","10.955714225769043","10.955714225769043","10.955714225769043","2.8110570907592773","2.8110570907592773","2.8110570907592773"
"1799","43.44322967529297","43.44322967529297","43.44322967529297","10.456025123596191","10.456025123596191","10.456025123596191","3.6707890033721924","3.6707890033721924","3.6707890033721924","47.51470947265625","47.51470947265625","47.51470947265625","10.856620788574219","10.856620788574219","10.856620788574219","3.3509440422058105","3.3509440422058105","3.3509440422058105"
"1829","45.60530090332031","45.60530090332031","45.60530090332031","11.46762466430664","11.46762466430664","11.46762466430664","2.8219854831695557","2.8219854831695557","2.8219854831695557","53.24241256713867","53.24241256713867","53.24241256713867","13.300703048706055","13.300703048706055","13.300703048706055","2.5854885578155518","2.5854885578155518","2.5854885578155518"
"1859","66.16881561279297","66.16881561279297","66.16881561279297","12.966509819030762","12.966509819030762","12.966509819030762","2.3642899990081787","2.3642899990081787","2.3642899990081787","70.52542877197266","70.52542877197266","70.52542877197266","13.61754035949707","13.61754035949707","13.61754035949707","1.9851548671722412","1.9851548671722412","1.9851548671722412"
"1889","25.628002166748047","25.628002166748047","25.628002166748047","7.225485801696777","7.225485801696777","7.225485801696777","2.984814167022705","2.984814167022705","2.984814167022705","29.800825119018555","29.800825119018555","29.800825119018555","7.716482162475586","7.716482162475586","7.716482162475586","2.7985897064208984","2.7985897064208984","2.7985897064208984"
"1919","34.72782516479492","34.72782516479492","34.72782516479492","39.70634078979492","39.70634078979492","39.70634078979492","3.2069337368011475","3.2069337368011475","3.2069337368011475","40.59755325317383","40.59755325317383","40.59755325317383","41.381839752197266","41.381839752197266","41.381839752197266","2.838425874710083","2.838425874710083","2.838425874710083"
"1949","34.1519775390625","34.1519775390625","34.1519775390625","8.619999885559082","8.619999885559082","8.619999885559082","3.1324257850646973","3.1324257850646973","3.1324257850646973","38.06565475463867","38.06565475463867","38.06565475463867","8.876399040222168","8.876399040222168","8.876399040222168","2.814177989959717","2.814177989959717","2.814177989959717"
"1979","30.76904296875","30.76904296875","30.76904296875","7.699655532836914","7.699655532836914","7.699655532836914","1.9720689058303833","1.9720689058303833","1.9720689058303833","34.08259963989258","34.08259963989258","34.08259963989258","8.00991439819336","8.00991439819336","8.00991439819336","1.6139613389968872","1.6139613389968872","1.6139613389968872"
"2009","30.08635139465332","30.08635139465332","30.08635139465332","7.99918794631958","7.99918794631958","7.99918794631958","2.3992555141448975","2.3992555141448975","2.3992555141448975","34.10770797729492","34.10770797729492","34.10770797729492","8.958124160766602","8.958124160766602","8.958124160766602","2.0329129695892334","2.0329129695892334","2.0329129695892334"
"2039","24.704431533813477","24.704431533813477","24.704431533813477","6.220991134643555","6.220991134643555","6.220991134643555","1.9156566858291626","1.9156566858291626","1.9156566858291626","28.25640296936035","28.25640296936035","28.25640296936035","8.002863883972168","8.002863883972168","8.002863883972168","1.5450431108474731","1.5450431108474731","1.5450431108474731"
"2069","36.648155212402344","36.648155212402344","36.648155212402344","9.794906616210938","9.794906616210938","9.794906616210938","1.8383572101593018","1.8383572101593018","1.8383572101593018","41.96684646606445","41.96684646606445","41.96684646606445","10.083009719848633","10.083009719848633","10.083009719848633","1.5671920776367188","1.5671920776367188","1.5671920776367188"
"2099","39.27734375","39.27734375","39.27734375","10.348002433776855","10.348002433776855","10.348002433776855","1.9450832605361938","1.9450832605361938","1.9450832605361938","48.480106353759766","48.480106353759766","48.480106353759766","10.343161582946777","10.343161582946777","10.343161582946777","1.773384690284729","1.773384690284729","1.773384690284729"
"2129","22.19095802307129","22.19095802307129","22.19095802307129","5.67774772644043","5.67774772644043","5.67774772644043","2.126784086227417","2.126784086227417","2.126784086227417","27.856475830078125","27.856475830078125","27.856475830078125","6.565101623535156","6.565101623535156","6.565101623535156","1.670188546180725","1.670188546180725","1.670188546180725"
"2159","19.73217010498047","19.73217010498047","19.73217010498047","6.013362884521484","6.013362884521484","6.013362884521484","2.281731128692627","2.281731128692627","2.281731128692627","21.657390594482422","21.657390594482422","21.657390594482422","6.313772678375244","6.313772678375244","6.313772678375244","1.8881701231002808","1.8881701231002808","1.8881701231002808"
"2189","21.06348991394043","21.06348991394043","21.06348991394043","5.249115467071533","5.249115467071533","5.249115467071533","2.1081178188323975","2.1081178188323975","2.1081178188323975","24.501039505004883","24.501039505004883","24.501039505004883","5.473698139190674","5.473698139190674","5.473698139190674","2.027925729751587","2.027925729751587","2.027925729751587"
"2219","23.38536834716797","23.38536834716797","23.38536834716797","7.651407718658447","7.651407718658447","7.651407718658447","2.11049222946167","2.11049222946167","2.11049222946167","30.51714515686035","30.51714515686035","30.51714515686035","9.097570419311523","9.097570419311523","9.097570419311523","1.7350527048110962","1.7350527048110962","1.7350527048110962"
"2249","22.233320236206055","22.233320236206055","22.233320236206055","7.106992244720459","7.106992244720459","7.106992244720459","2.2352750301361084","2.2352750301361084","2.2352750301361084","27.839950561523438","27.839950561523438","27.839950561523438","8.492681503295898","8.492681503295898","8.492681503295898","2.1575143337249756","2.1575143337249756","2.1575143337249756"
"2279","63.80695343017578","63.80695343017578","63.80695343017578","12.221637725830078","12.221637725830078","12.221637725830078","1.5972659587860107","1.5972659587860107","1.5972659587860107","71.99140930175781","71.99140930175781","71.99140930175781","12.454315185546875","12.454315185546875","12.454315185546875","1.2159337997436523","1.2159337997436523","1.2159337997436523"
"2309","13.943604469299316","13.943604469299316","13.943604469299316","4.430177688598633","4.430177688598633","4.430177688598633","2.0537099838256836","2.0537099838256836","2.0537099838256836","18.671911239624023","18.671911239624023","18.671911239624023","5.443772315979004","5.443772315979004","5.443772315979004","1.7106095552444458","1.7106095552444458","1.7106095552444458"
"2339","20.70809555053711","20.70809555053711","20.70809555053711","23.56052589416504","23.56052589416504","23.56052589416504","1.6740458011627197","1.6740458011627197","1.6740458011627197","26.857467651367188","26.857467651367188","26.857467651367188","15.488298416137695","15.488298416137695","15.488298416137695","1.5637999773025513","1.5637999773025513","1.5637999773025513"
"2369","16.763559341430664","16.763559341430664","16.763559341430664","10.358237266540527","10.358237266540527","10.358237266540527","1.750964879989624","1.750964879989624","1.750964879989624","24.546154022216797","24.546154022216797","24.546154022216797","21.992252349853516","21.992252349853516","21.992252349853516","1.577802300453186","1.577802300453186","1.577802300453186"
"2399","18.075143814086914","18.075143814086914","18.075143814086914","54.432029724121094","54.432029724121094","54.432029724121094","1.2867588996887207","1.2867588996887207","1.2867588996887207","28.329809188842773","28.329809188842773","28.329809188842773","62.85540771484375","62.85540771484375","62.85540771484375","1.0698374509811401","1.0698374509811401","1.0698374509811401"
"2429","12.506901741027832","12.506901741027832","12.506901741027832","3.829362630844116","3.829362630844116","3.829362630844116","1.158882737159729","1.158882737159729","1.158882737159729","17.75238800048828","17.75238800048828","17.75238800048828","4.393215179443359","4.393215179443359","4.393215179443359","0.8793401122093201","0.8793401122093201","0.8793401122093201"
