"Step","layer_10_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"539","38.880615234375","38.880615234375","38.880615234375","51.41138458251953","51.41138458251953","51.41138458251953","6.358684062957764","6.358684062957764","6.358684062957764"
"569","42.40796661376953","42.40796661376953","42.40796661376953","16.72889518737793","16.72889518737793","16.72889518737793","6.0314836502075195","6.0314836502075195","6.0314836502075195"
"599","44.55271530151367","44.55271530151367","44.55271530151367","15.663422584533691","15.663422584533691","15.663422584533691","5.366222858428955","5.366222858428955","5.366222858428955"
"629","47.47212600708008","47.47212600708008","47.47212600708008","17.794328689575195","17.794328689575195","17.794328689575195","4.767559051513672","4.767559051513672","4.767559051513672"
"659","50.334774017333984","50.334774017333984","50.334774017333984","18.81544303894043","18.81544303894043","18.81544303894043","4.40467643737793","4.40467643737793","4.40467643737793"
"689","61.54686737060547","61.54686737060547","61.54686737060547","62.84410095214844","62.84410095214844","62.84410095214844","4.502434730529785","4.502434730529785","4.502434730529785"
"719","46.29965591430664","46.29965591430664","46.29965591430664","16.114736557006836","16.114736557006836","16.114736557006836","4.589012145996094","4.589012145996094","4.589012145996094"
"749","44.35391616821289","44.35391616821289","44.35391616821289","16.775028228759766","16.775028228759766","16.775028228759766","4.932803630828857","4.932803630828857","4.932803630828857"
"779","44.72661590576172","44.72661590576172","44.72661590576172","15.32489013671875","15.32489013671875","15.32489013671875","4.504152774810791","4.504152774810791","4.504152774810791"
"809","60.56831741333008","60.56831741333008","60.56831741333008","61.84432601928711","61.84432601928711","61.84432601928711","4.445496559143066","4.445496559143066","4.445496559143066"
"839","45.521995544433594","45.521995544433594","45.521995544433594","15.388410568237305","15.388410568237305","15.388410568237305","4.286709308624268","4.286709308624268","4.286709308624268"
"869","57.44990921020508","57.44990921020508","57.44990921020508","60.5927734375","60.5927734375","60.5927734375","5.303825378417969","5.303825378417969","5.303825378417969"
"899","44.08323287963867","44.08323287963867","44.08323287963867","15.575716972351074","15.575716972351074","15.575716972351074","4.471096515655518","4.471096515655518","4.471096515655518"
"929","43.42824935913086","43.42824935913086","43.42824935913086","15.046027183532715","15.046027183532715","15.046027183532715","4.455514907836914","4.455514907836914","4.455514907836914"
"959","37.45203399658203","37.45203399658203","37.45203399658203","48.05181121826172","48.05181121826172","48.05181121826172","4.840496063232422","4.840496063232422","4.840496063232422"
"989","54.30255889892578","54.30255889892578","54.30255889892578","16.35242462158203","16.35242462158203","16.35242462158203","3.276186943054199","3.276186943054199","3.276186943054199"
"1019","63.047000885009766","63.047000885009766","63.047000885009766","60.7050666809082","60.7050666809082","60.7050666809082","3.295572519302368","3.295572519302368","3.295572519302368"
"1049","49.92569351196289","49.92569351196289","49.92569351196289","13.644598960876465","13.644598960876465","13.644598960876465","3.3275740146636963","3.3275740146636963","3.3275740146636963"
"1079","48.40951919555664","48.40951919555664","48.40951919555664","12.18246841430664","12.18246841430664","12.18246841430664","3.2861742973327637","3.2861742973327637","3.2861742973327637"
"1109","61.737430572509766","61.737430572509766","61.737430572509766","59.59407043457031","59.59407043457031","59.59407043457031","3.5644643306732178","3.5644643306732178","3.5644643306732178"
"1139","39.42599868774414","39.42599868774414","39.42599868774414","13.028217315673828","13.028217315673828","13.028217315673828","4.314394474029541","4.314394474029541","4.314394474029541"
"1169","38.099552154541016","38.099552154541016","38.099552154541016","11.863348960876465","11.863348960876465","11.863348960876465","4.160801410675049","4.160801410675049","4.160801410675049"
"1199","36.766849517822266","36.766849517822266","36.766849517822266","11.27504825592041","11.27504825592041","11.27504825592041","4.003200054168701","4.003200054168701","4.003200054168701"
"1229","62.437225341796875","62.437225341796875","62.437225341796875","59.633445739746094","59.633445739746094","59.633445739746094","3.0533745288848877","3.0533745288848877","3.0533745288848877"
"1259","39.71136474609375","39.71136474609375","39.71136474609375","12.030912399291992","12.030912399291992","12.030912399291992","3.823552370071411","3.823552370071411","3.823552370071411"
"1289","37.06068801879883","37.06068801879883","37.06068801879883","10.848523139953613","10.848523139953613","10.848523139953613","3.5582690238952637","3.5582690238952637","3.5582690238952637"
"1319","41.0546760559082","41.0546760559082","41.0546760559082","47.89490509033203","47.89490509033203","47.89490509033203","3.8148763179779053","3.8148763179779053","3.8148763179779053"
"1349","40.40210723876953","40.40210723876953","40.40210723876953","12.042548179626465","12.042548179626465","12.042548179626465","3.7485311031341553","3.7485311031341553","3.7485311031341553"
"1379","40.99831008911133","40.99831008911133","40.99831008911133","11.637898445129395","11.637898445129395","11.637898445129395","3.1710124015808105","3.1710124015808105","3.1710124015808105"
"1409","36.39799880981445","36.39799880981445","36.39799880981445","11.042902946472168","11.042902946472168","11.042902946472168","3.456430673599243","3.456430673599243","3.456430673599243"
"1439","35.444698333740234","35.444698333740234","35.444698333740234","11.560595512390137","11.560595512390137","11.560595512390137","4.18797492980957","4.18797492980957","4.18797492980957"
"1469","32.439910888671875","32.439910888671875","32.439910888671875","10.539140701293945","10.539140701293945","10.539140701293945","4.202559947967529","4.202559947967529","4.202559947967529"
"1499","34.65177536010742","34.65177536010742","34.65177536010742","9.520223617553711","9.520223617553711","9.520223617553711","3.6117749214172363","3.6117749214172363","3.6117749214172363"
"1529","36.140254974365234","36.140254974365234","36.140254974365234","10.434541702270508","10.434541702270508","10.434541702270508","3.342641592025757","3.342641592025757","3.342641592025757"
"1559","35.31669616699219","35.31669616699219","35.31669616699219","10.948017120361328","10.948017120361328","10.948017120361328","3.254610776901245","3.254610776901245","3.254610776901245"
"1589","37.36159896850586","37.36159896850586","37.36159896850586","10.611071586608887","10.611071586608887","10.611071586608887","3.3352270126342773","3.3352270126342773","3.3352270126342773"
"1619","34.8853874206543","34.8853874206543","34.8853874206543","43.30405044555664","43.30405044555664","43.30405044555664","3.703775644302368","3.703775644302368","3.703775644302368"
"1649","38.33899688720703","38.33899688720703","38.33899688720703","46.07804489135742","46.07804489135742","46.07804489135742","2.9846551418304443","2.9846551418304443","2.9846551418304443"
"1679","33.866634368896484","33.866634368896484","33.866634368896484","9.562396049499512","9.562396049499512","9.562396049499512","3.2759928703308105","3.2759928703308105","3.2759928703308105"
"1709","34.283485412597656","34.283485412597656","34.283485412597656","8.53719425201416","8.53719425201416","8.53719425201416","2.8379225730895996","2.8379225730895996","2.8379225730895996"
"1739","27.74422264099121","27.74422264099121","27.74422264099121","7.548623085021973","7.548623085021973","7.548623085021973","2.8046274185180664","2.8046274185180664","2.8046274185180664"
"1769","30.615068435668945","30.615068435668945","30.615068435668945","9.810983657836914","9.810983657836914","9.810983657836914","3.195477247238159","3.195477247238159","3.195477247238159"
"1799","29.71016502380371","29.71016502380371","29.71016502380371","8.679354667663574","8.679354667663574","8.679354667663574","3.1376402378082275","3.1376402378082275","3.1376402378082275"
"1829","29.18071174621582","29.18071174621582","29.18071174621582","9.442816734313965","9.442816734313965","9.442816734313965","3.4477157592773438","3.4477157592773438","3.4477157592773438"
"1859","28.0655517578125","28.0655517578125","28.0655517578125","9.500871658325195","9.500871658325195","9.500871658325195","3.161646604537964","3.161646604537964","3.161646604537964"
"1889","27.75123405456543","27.75123405456543","27.75123405456543","6.741775989532471","6.741775989532471","6.741775989532471","2.757880210876465","2.757880210876465","2.757880210876465"
"1919","33.33124542236328","33.33124542236328","33.33124542236328","42.71757888793945","42.71757888793945","42.71757888793945","2.80959415435791","2.80959415435791","2.80959415435791"
"1949","27.937719345092773","27.937719345092773","27.937719345092773","8.858993530273438","8.858993530273438","8.858993530273438","2.861013650894165","2.861013650894165","2.861013650894165"
"1979","29.175992965698242","29.175992965698242","29.175992965698242","8.220118522644043","8.220118522644043","8.220118522644043","2.8848040103912354","2.8848040103912354","2.8848040103912354"
"2009","27.37480926513672","27.37480926513672","27.37480926513672","8.054214477539062","8.054214477539062","8.054214477539062","2.86171555519104","2.86171555519104","2.86171555519104"
"2039","27.556875228881836","27.556875228881836","27.556875228881836","7.714761734008789","7.714761734008789","7.714761734008789","2.603440523147583","2.603440523147583","2.603440523147583"
"2069","25.854562759399414","25.854562759399414","25.854562759399414","8.917177200317383","8.917177200317383","8.917177200317383","3.0597362518310547","3.0597362518310547","3.0597362518310547"
"2099","25.40510368347168","25.40510368347168","25.40510368347168","9.506495475769043","9.506495475769043","9.506495475769043","3.3858611583709717","3.3858611583709717","3.3858611583709717"
"2129","25.074487686157227","25.074487686157227","25.074487686157227","7.3971171379089355","7.3971171379089355","7.3971171379089355","2.492389440536499","2.492389440536499","2.492389440536499"
"2159","27.446611404418945","27.446611404418945","27.446611404418945","6.5594162940979","6.5594162940979","6.5594162940979","2.253898859024048","2.253898859024048","2.253898859024048"
"2189","24.28498649597168","24.28498649597168","24.28498649597168","7.257761001586914","7.257761001586914","7.257761001586914","2.7424428462982178","2.7424428462982178","2.7424428462982178"
"2219","25.31743049621582","25.31743049621582","25.31743049621582","8.236017227172852","8.236017227172852","8.236017227172852","2.851200580596924","2.851200580596924","2.851200580596924"
"2249","25.50086784362793","25.50086784362793","25.50086784362793","7.732202053070068","7.732202053070068","7.732202053070068","2.7647807598114014","2.7647807598114014","2.7647807598114014"
"2279","206.03224182128906","206.03224182128906","206.03224182128906","100.03311157226562","100.03311157226562","100.03311157226562","52.984676361083984","52.984676361083984","52.984676361083984"
"2309","24.164770126342773","24.164770126342773","24.164770126342773","6.224359035491943","6.224359035491943","6.224359035491943","2.6053109169006348","2.6053109169006348","2.6053109169006348"
"2339","31.64358139038086","31.64358139038086","31.64358139038086","41.25547790527344","41.25547790527344","41.25547790527344","2.690458059310913","2.690458059310913","2.690458059310913"
"2369","32.49720001220703","32.49720001220703","32.49720001220703","43.54971694946289","43.54971694946289","43.54971694946289","2.6261253356933594","2.6261253356933594","2.6261253356933594"
"2399","28.45976448059082","28.45976448059082","28.45976448059082","40.264713287353516","40.264713287353516","40.264713287353516","2.536940336227417","2.536940336227417","2.536940336227417"
"2429","21.393056869506836","21.393056869506836","21.393056869506836","6.315332889556885","6.315332889556885","6.315332889556885","2.498297929763794","2.498297929763794","2.498297929763794"
"2459","22.04523468017578","22.04523468017578","22.04523468017578","6.488414287567139","6.488414287567139","6.488414287567139","2.5175158977508545","2.5175158977508545","2.5175158977508545"
"2489","23.980731964111328","23.980731964111328","23.980731964111328","7.3165435791015625","7.3165435791015625","7.3165435791015625","2.7002148628234863","2.7002148628234863","2.7002148628234863"
"2519","22.426218032836914","22.426218032836914","22.426218032836914","6.971630096435547","6.971630096435547","6.971630096435547","2.497009515762329","2.497009515762329","2.497009515762329"
"2549","23.384496688842773","23.384496688842773","23.384496688842773","7.027061462402344","7.027061462402344","7.027061462402344","2.8489363193511963","2.8489363193511963","2.8489363193511963"
"2579","28.05582046508789","28.05582046508789","28.05582046508789","38.88310241699219","38.88310241699219","38.88310241699219","2.4783499240875244","2.4783499240875244","2.4783499240875244"
"2609","21.5944766998291","21.5944766998291","21.5944766998291","6.733414173126221","6.733414173126221","6.733414173126221","2.3975720405578613","2.3975720405578613","2.3975720405578613"
"2639","16.017536163330078","16.017536163330078","16.017536163330078","4.678628444671631","4.678628444671631","4.678628444671631","2.27303147315979","2.27303147315979","2.27303147315979"
"2669","19.421648025512695","19.421648025512695","19.421648025512695","6.425364971160889","6.425364971160889","6.425364971160889","2.5393457412719727","2.5393457412719727","2.5393457412719727"
"2699","21.24549674987793","21.24549674987793","21.24549674987793","5.955355167388916","5.955355167388916","5.955355167388916","2.431931257247925","2.431931257247925","2.431931257247925"
"2729","20.86113166809082","20.86113166809082","20.86113166809082","6.986485481262207","6.986485481262207","6.986485481262207","2.5134317874908447","2.5134317874908447","2.5134317874908447"
"2759","14.741355895996094","14.741355895996094","14.741355895996094","4.476255416870117","4.476255416870117","4.476255416870117","2.4688446521759033","2.4688446521759033","2.4688446521759033"
"2789","16.723722457885742","16.723722457885742","16.723722457885742","4.456847667694092","4.456847667694092","4.456847667694092","2.5408036708831787","2.5408036708831787","2.5408036708831787"
"2819","18.750438690185547","18.750438690185547","18.750438690185547","5.736137390136719","5.736137390136719","5.736137390136719","2.3291356563568115","2.3291356563568115","2.3291356563568115"
"2849","19.033340454101562","19.033340454101562","19.033340454101562","6.157767295837402","6.157767295837402","6.157767295837402","2.638740062713623","2.638740062713623","2.638740062713623"
"2879","24.505826950073242","24.505826950073242","24.505826950073242","37.70295715332031","37.70295715332031","37.70295715332031","2.4704418182373047","2.4704418182373047","2.4704418182373047"
"2909","15.488259315490723","15.488259315490723","15.488259315490723","4.937997341156006","4.937997341156006","4.937997341156006","2.4017953872680664","2.4017953872680664","2.4017953872680664"
"2939","8.666159629821777","8.666159629821777","8.666159629821777","3.5639805793762207","3.5639805793762207","3.5639805793762207","2.1702165603637695","2.1702165603637695","2.1702165603637695"
"2969","24.98274803161621","24.98274803161621","24.98274803161621","37.136985778808594","37.136985778808594","37.136985778808594","2.2071120738983154","2.2071120738983154","2.2071120738983154"
"2999","10.290786743164062","10.290786743164062","10.290786743164062","3.572533130645752","3.572533130645752","3.572533130645752","2.26340913772583","2.26340913772583","2.26340913772583"
"3029","26.94721221923828","26.94721221923828","26.94721221923828","39.309818267822266","39.309818267822266","39.309818267822266","2.1936867237091064","2.1936867237091064","2.1936867237091064"
"3059","16.25176429748535","16.25176429748535","16.25176429748535","4.896772384643555","4.896772384643555","4.896772384643555","2.1281259059906006","2.1281259059906006","2.1281259059906006"
"3089","11.12890625","11.12890625","11.12890625","3.394977331161499","3.394977331161499","3.394977331161499","2.219954252243042","2.219954252243042","2.219954252243042"
"3119","13.4215087890625","13.4215087890625","13.4215087890625","3.881826400756836","3.881826400756836","3.881826400756836","2.054533004760742","2.054533004760742","2.054533004760742"
"3149","12.226972579956055","12.226972579956055","12.226972579956055","3.7801132202148438","3.7801132202148438","3.7801132202148438","2.1815593242645264","2.1815593242645264","2.1815593242645264"
"3179","12.955496788024902","12.955496788024902","12.955496788024902","5.073284149169922","5.073284149169922","5.073284149169922","2.2764458656311035","2.2764458656311035","2.2764458656311035"
"3209","17.02276039123535","17.02276039123535","17.02276039123535","5.298488616943359","5.298488616943359","5.298488616943359","2.516364574432373","2.516364574432373","2.516364574432373"
"3239","13.54793643951416","13.54793643951416","13.54793643951416","3.9015018939971924","3.9015018939971924","3.9015018939971924","2.211422920227051","2.211422920227051","2.211422920227051"
"3269","13.079699516296387","13.079699516296387","13.079699516296387","4.343766689300537","4.343766689300537","4.343766689300537","2.1416015625","2.1416015625","2.1416015625"
"3299","15.640321731567383","15.640321731567383","15.640321731567383","5.121654987335205","5.121654987335205","5.121654987335205","2.247373104095459","2.247373104095459","2.247373104095459"
"3329","17.163442611694336","17.163442611694336","17.163442611694336","5.726386070251465","5.726386070251465","5.726386070251465","2.398141622543335","2.398141622543335","2.398141622543335"
"3359","14.210707664489746","14.210707664489746","14.210707664489746","4.782508850097656","4.782508850097656","4.782508850097656","2.3046963214874268","2.3046963214874268","2.3046963214874268"
"3389","7.455638408660889","7.455638408660889","7.455638408660889","2.8910539150238037","2.8910539150238037","2.8910539150238037","2.1062216758728027","2.1062216758728027","2.1062216758728027"
"3419","12.60965633392334","12.60965633392334","12.60965633392334","3.790186643600464","3.790186643600464","3.790186643600464","1.979429006576538","1.979429006576538","1.979429006576538"
"3449","12.973386764526367","12.973386764526367","12.973386764526367","4.244579315185547","4.244579315185547","4.244579315185547","2.1097183227539062","2.1097183227539062","2.1097183227539062"
"3479","11.910761833190918","11.910761833190918","11.910761833190918","3.808830738067627","3.808830738067627","3.808830738067627","2.144171714782715","2.144171714782715","2.144171714782715"
"3509","20.318029403686523","20.318029403686523","20.318029403686523","33.830467224121094","33.830467224121094","33.830467224121094","2.3394980430603027","2.3394980430603027","2.3394980430603027"
"3539","16.61425018310547","16.61425018310547","16.61425018310547","5.8396897315979","5.8396897315979","5.8396897315979","2.1416945457458496","2.1416945457458496","2.1416945457458496"
"3569","12.45124340057373","12.45124340057373","12.45124340057373","3.872343063354492","3.872343063354492","3.872343063354492","1.9825859069824219","1.9825859069824219","1.9825859069824219"
"3599","10.107720375061035","10.107720375061035","10.107720375061035","3.689795970916748","3.689795970916748","3.689795970916748","2.200033187866211","2.200033187866211","2.200033187866211"
"3629","7.959481239318848","7.959481239318848","7.959481239318848","3.3588473796844482","3.3588473796844482","3.3588473796844482","2.248957872390747","2.248957872390747","2.248957872390747"
"3659","18.087308883666992","18.087308883666992","18.087308883666992","33.253780364990234","33.253780364990234","33.253780364990234","2.1333158016204834","2.1333158016204834","2.1333158016204834"
"3689","2.938997745513916","2.938997745513916","2.938997745513916","2.6172749996185303","2.6172749996185303","2.6172749996185303","2.186652183532715","2.186652183532715","2.186652183532715"
"3719","11.926753044128418","11.926753044128418","11.926753044128418","4.482855319976807","4.482855319976807","4.482855319976807","2.0899295806884766","2.0899295806884766","2.0899295806884766"
"3749","2.8434770107269287","2.8434770107269287","2.8434770107269287","2.574848175048828","2.574848175048828","2.574848175048828","2.215494394302368","2.215494394302368","2.215494394302368"
"3779","8.398514747619629","8.398514747619629","8.398514747619629","3.7096681594848633","3.7096681594848633","3.7096681594848633","2.1077535152435303","2.1077535152435303","2.1077535152435303"
"3809","9.585186958312988","9.585186958312988","9.585186958312988","2.9824249744415283","2.9824249744415283","2.9824249744415283","1.9428778886795044","1.9428778886795044","1.9428778886795044"
"3839","9.755857467651367","9.755857467651367","9.755857467651367","3.3201358318328857","3.3201358318328857","3.3201358318328857","2.3261611461639404","2.3261611461639404","2.3261611461639404"
"3869","18.857202529907227","18.857202529907227","18.857202529907227","32.023014068603516","32.023014068603516","32.023014068603516","2.3656234741210938","2.3656234741210938","2.3656234741210938"
"3899","13.368688583374023","13.368688583374023","13.368688583374023","4.749106407165527","4.749106407165527","4.749106407165527","2.151045799255371","2.151045799255371","2.151045799255371"
"3929","6.395328044891357","6.395328044891357","6.395328044891357","2.833688974380493","2.833688974380493","2.833688974380493","2.1211633682250977","2.1211633682250977","2.1211633682250977"
"3959","8.612791061401367","8.612791061401367","8.612791061401367","3.1633269786834717","3.1633269786834717","3.1633269786834717","2.094679117202759","2.094679117202759","2.094679117202759"
"3989","8.538741111755371","8.538741111755371","8.538741111755371","3.5973167419433594","3.5973167419433594","3.5973167419433594","2.249164581298828","2.249164581298828","2.249164581298828"
"4019","15.017034530639648","15.017034530639648","15.017034530639648","31.471601486206055","31.471601486206055","31.471601486206055","2.0057196617126465","2.0057196617126465","2.0057196617126465"
"4049","7.758039951324463","7.758039951324463","7.758039951324463","2.8649847507476807","2.8649847507476807","2.8649847507476807","2.230149745941162","2.230149745941162","2.230149745941162"
"4079","13.581029891967773","13.581029891967773","13.581029891967773","4.671663284301758","4.671663284301758","4.671663284301758","2.2051703929901123","2.2051703929901123","2.2051703929901123"
"4109","9.260680198669434","9.260680198669434","9.260680198669434","3.419419288635254","3.419419288635254","3.419419288635254","2.1442809104919434","2.1442809104919434","2.1442809104919434"
"4139","12.450263023376465","12.450263023376465","12.450263023376465","4.67169189453125","4.67169189453125","4.67169189453125","2.2145872116088867","2.2145872116088867","2.2145872116088867"
"4169","11.955632209777832","11.955632209777832","11.955632209777832","4.020825386047363","4.020825386047363","4.020825386047363","2.114917039871216","2.114917039871216","2.114917039871216"
"4199","5.49282693862915","5.49282693862915","5.49282693862915","2.7764852046966553","2.7764852046966553","2.7764852046966553","2.1616291999816895","2.1616291999816895","2.1616291999816895"
"4229","15.67129135131836","15.67129135131836","15.67129135131836","5.300721168518066","5.300721168518066","5.300721168518066","2.406425714492798","2.406425714492798","2.406425714492798"
"4259","2.719066619873047","2.719066619873047","2.719066619873047","2.6315808296203613","2.6315808296203613","2.6315808296203613","2.1244137287139893","2.1244137287139893","2.1244137287139893"
"4289","2.5958266258239746","2.5958266258239746","2.5958266258239746","2.460916042327881","2.460916042327881","2.460916042327881","2.1581900119781494","2.1581900119781494","2.1581900119781494"
"4319","2.676574945449829","2.676574945449829","2.676574945449829","2.4921042919158936","2.4921042919158936","2.4921042919158936","2.0714123249053955","2.0714123249053955","2.0714123249053955"
"4349","2.8618133068084717","2.8618133068084717","2.8618133068084717","2.6027209758758545","2.6027209758758545","2.6027209758758545","2.1122219562530518","2.1122219562530518","2.1122219562530518"
"4379","13.035197257995605","13.035197257995605","13.035197257995605","30.235170364379883","30.235170364379883","30.235170364379883","2.273777961730957","2.273777961730957","2.273777961730957"
"4409","2.6921777725219727","2.6921777725219727","2.6921777725219727","2.588179349899292","2.588179349899292","2.588179349899292","2.230506181716919","2.230506181716919","2.230506181716919"
"4439","6.128293514251709","6.128293514251709","6.128293514251709","2.6394035816192627","2.6394035816192627","2.6394035816192627","2.021012544631958","2.021012544631958","2.021012544631958"
"4469","2.407710313796997","2.407710313796997","2.407710313796997","2.209186553955078","2.209186553955078","2.209186553955078","1.8875746726989746","1.8875746726989746","1.8875746726989746"
"4499","12.753114700317383","12.753114700317383","12.753114700317383","29.801551818847656","29.801551818847656","29.801551818847656","2.1078338623046875","2.1078338623046875","2.1078338623046875"
"4529","9.491434097290039","9.491434097290039","9.491434097290039","4.18266487121582","4.18266487121582","4.18266487121582","2.089047431945801","2.089047431945801","2.089047431945801"
"4559","10.757001876831055","10.757001876831055","10.757001876831055","3.5114989280700684","3.5114989280700684","3.5114989280700684","1.9150408506393433","1.9150408506393433","1.9150408506393433"
"4589","2.4565296173095703","2.4565296173095703","2.4565296173095703","2.411604642868042","2.411604642868042","2.411604642868042","2.0844969749450684","2.0844969749450684","2.0844969749450684"
"4619","2.5154685974121094","2.5154685974121094","2.5154685974121094","2.329414129257202","2.329414129257202","2.329414129257202","1.9300379753112793","1.9300379753112793","1.9300379753112793"
"4649","9.882111549377441","9.882111549377441","9.882111549377441","29.18519401550293","29.18519401550293","29.18519401550293","2.0795745849609375","2.0795745849609375","2.0795745849609375"
"4679","7.590847015380859","7.590847015380859","7.590847015380859","2.9893925189971924","2.9893925189971924","2.9893925189971924","2.1773064136505127","2.1773064136505127","2.1773064136505127"
"4709","9.31092357635498","9.31092357635498","9.31092357635498","3.9888522624969482","3.9888522624969482","3.9888522624969482","1.8727275133132935","1.8727275133132935","1.8727275133132935"
"4739","9.960392951965332","9.960392951965332","9.960392951965332","4.366568565368652","4.366568565368652","4.366568565368652","2.242436408996582","2.242436408996582","2.242436408996582"
"4769","8.887825965881348","8.887825965881348","8.887825965881348","3.4441020488739014","3.4441020488739014","3.4441020488739014","2.178469181060791","2.178469181060791","2.178469181060791"
"4799","5.041872024536133","5.041872024536133","5.041872024536133","2.472093105316162","2.472093105316162","2.472093105316162","1.8158496618270874","1.8158496618270874","1.8158496618270874"
"4829","7.309762954711914","7.309762954711914","7.309762954711914","2.8206710815429688","2.8206710815429688","2.8206710815429688","2.0827934741973877","2.0827934741973877","2.0827934741973877"
"4859","2.477403402328491","2.477403402328491","2.477403402328491","2.4072792530059814","2.4072792530059814","2.4072792530059814","2.073526620864868","2.073526620864868","2.073526620864868"
"4889","2.3169021606445312","2.3169021606445312","2.3169021606445312","2.3350486755371094","2.3350486755371094","2.3350486755371094","2.0582451820373535","2.0582451820373535","2.0582451820373535"
"4919","11.085986137390137","11.085986137390137","11.085986137390137","28.09837532043457","28.09837532043457","28.09837532043457","2.1530563831329346","2.1530563831329346","2.1530563831329346"
"4949","2.492971420288086","2.492971420288086","2.492971420288086","2.4193456172943115","2.4193456172943115","2.4193456172943115","2.1156890392303467","2.1156890392303467","2.1156890392303467"
