"Step","layer_10_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_pre_gpt2_gated_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"329","1229.619384765625","1229.619384765625","1229.619384765625","339.1441345214844","339.1441345214844","339.1441345214844","213.30886840820312","213.30886840820312","213.30886840820312","1229.6171875","1229.6171875","1229.6171875","338.7014465332031","338.7014465332031","338.7014465332031","88.66343688964844","88.66343688964844","88.66343688964844"
"359","1418.46875","1418.46875","1418.46875","396.7698669433594","396.7698669433594","396.7698669433594","147.752685546875","147.752685546875","147.752685546875","1418.7421875","1418.7421875","1418.7421875","396.4051208496094","396.4051208496094","396.4051208496094","64.22217559814453","64.22217559814453","64.22217559814453"
"389","1566.8612060546875","1566.8612060546875","1566.8612060546875","369.7206115722656","369.7206115722656","369.7206115722656","116.48601531982422","116.48601531982422","116.48601531982422","1567.3160400390625","1567.3160400390625","1567.3160400390625","369.2378845214844","369.2378845214844","369.2378845214844","49.96401596069336","49.96401596069336","49.96401596069336"
"419","1386.279052734375","1386.279052734375","1386.279052734375","422.1190490722656","422.1190490722656","422.1190490722656","115.56655883789062","115.56655883789062","115.56655883789062","1386.7672119140625","1386.7672119140625","1386.7672119140625","421.7667236328125","421.7667236328125","421.7667236328125","61.65354919433594","61.65354919433594","61.65354919433594"
"449","1471.511962890625","1471.511962890625","1471.511962890625","404.639404296875","404.639404296875","404.639404296875","96.34410858154297","96.34410858154297","96.34410858154297","1472.0872802734375","1472.0872802734375","1472.0872802734375","404.1404724121094","404.1404724121094","404.1404724121094","44.59028244018555","44.59028244018555","44.59028244018555"
"479","1227.99267578125","1227.99267578125","1227.99267578125","368.1754455566406","368.1754455566406","368.1754455566406","100.67523956298828","100.67523956298828","100.67523956298828","1228.4349365234375","1228.4349365234375","1228.4349365234375","367.78173828125","367.78173828125","367.78173828125","53.842987060546875","53.842987060546875","53.842987060546875"
"509","1282.3668212890625","1282.3668212890625","1282.3668212890625","366.3822326660156","366.3822326660156","366.3822326660156","100.45708465576172","100.45708465576172","100.45708465576172","1282.7137451171875","1282.7137451171875","1282.7137451171875","366.12054443359375","366.12054443359375","366.12054443359375","62.10808563232422","62.10808563232422","62.10808563232422"
"539","1362.4571533203125","1362.4571533203125","1362.4571533203125","421.2376403808594","421.2376403808594","421.2376403808594","65.39848327636719","65.39848327636719","65.39848327636719","1363.085693359375","1363.085693359375","1363.085693359375","420.6856994628906","420.6856994628906","420.6856994628906","37.517784118652344","37.517784118652344","37.517784118652344"
"569","1395.9935302734375","1395.9935302734375","1395.9935302734375","365.00634765625","365.00634765625","365.00634765625","59.70810317993164","59.70810317993164","59.70810317993164","1396.4739990234375","1396.4739990234375","1396.4739990234375","364.6988220214844","364.6988220214844","364.6988220214844","33.83534622192383","33.83534622192383","33.83534622192383"
"599","1075.3690185546875","1075.3690185546875","1075.3690185546875","305.50872802734375","305.50872802734375","305.50872802734375","83.03634643554688","83.03634643554688","83.03634643554688","1075.7508544921875","1075.7508544921875","1075.7508544921875","305.1824035644531","305.1824035644531","305.1824035644531","54.64915466308594","54.64915466308594","54.64915466308594"
"629","1189.2615966796875","1189.2615966796875","1189.2615966796875","375.7835388183594","375.7835388183594","375.7835388183594","63.19973373413086","63.19973373413086","63.19973373413086","1189.5948486328125","1189.5948486328125","1189.5948486328125","375.43475341796875","375.43475341796875","375.43475341796875","38.74592590332031","38.74592590332031","38.74592590332031"
"659","1053.07666015625","1053.07666015625","1053.07666015625","315.0404357910156","315.0404357910156","315.0404357910156","76.36226654052734","76.36226654052734","76.36226654052734","1053.5223388671875","1053.5223388671875","1053.5223388671875","314.7371520996094","314.7371520996094","314.7371520996094","50.77713394165039","50.77713394165039","50.77713394165039"
"689","908.9323120117188","908.9323120117188","908.9323120117188","274.7217102050781","274.7217102050781","274.7217102050781","58.76338577270508","58.76338577270508","58.76338577270508","908.5790405273438","908.5790405273438","908.5790405273438","273.861328125","273.861328125","273.861328125","40.02175521850586","40.02175521850586","40.02175521850586"
"719","1092.690185546875","1092.690185546875","1092.690185546875","299.6612548828125","299.6612548828125","299.6612548828125","52.62742614746094","52.62742614746094","52.62742614746094","1093.1214599609375","1093.1214599609375","1093.1214599609375","299.38543701171875","299.38543701171875","299.38543701171875","36.05989074707031","36.05989074707031","36.05989074707031"
"749","1135.1026611328125","1135.1026611328125","1135.1026611328125","305.38177490234375","305.38177490234375","305.38177490234375","50.41875457763672","50.41875457763672","50.41875457763672","1135.5792236328125","1135.5792236328125","1135.5792236328125","305.1096496582031","305.1096496582031","305.1096496582031","38.378135681152344","38.378135681152344","38.378135681152344"
"779","1058.45947265625","1058.45947265625","1058.45947265625","306.5256652832031","306.5256652832031","306.5256652832031","50.269954681396484","50.269954681396484","50.269954681396484","1058.8250732421875","1058.8250732421875","1058.8250732421875","306.3080749511719","306.3080749511719","306.3080749511719","36.86210632324219","36.86210632324219","36.86210632324219"
"809","1162.00634765625","1162.00634765625","1162.00634765625","498.40338134765625","498.40338134765625","498.40338134765625","37.5811767578125","37.5811767578125","37.5811767578125","1160.833251953125","1160.833251953125","1160.833251953125","499.4413146972656","499.4413146972656","499.4413146972656","25.0739688873291","25.0739688873291","25.0739688873291"
"839","1015.665283203125","1015.665283203125","1015.665283203125","291.7014465332031","291.7014465332031","291.7014465332031","47.24603271484375","47.24603271484375","47.24603271484375","1016.0706176757812","1016.0706176757812","1016.0706176757812","291.49462890625","291.49462890625","291.49462890625","38.16977310180664","38.16977310180664","38.16977310180664"
"869","1333.196533203125","1333.196533203125","1333.196533203125","413.5413818359375","413.5413818359375","413.5413818359375","40.21017074584961","40.21017074584961","40.21017074584961","1331.9910888671875","1331.9910888671875","1331.9910888671875","412.9205627441406","412.9205627441406","412.9205627441406","33.823089599609375","33.823089599609375","33.823089599609375"
"899","969.825439453125","969.825439453125","969.825439453125","309.797119140625","309.797119140625","309.797119140625","40.07365036010742","40.07365036010742","40.07365036010742","970.16357421875","970.16357421875","970.16357421875","309.614990234375","309.614990234375","309.614990234375","32.96744918823242","32.96744918823242","32.96744918823242"
"929","841.096923828125","841.096923828125","841.096923828125","249.76507568359375","249.76507568359375","249.76507568359375","39.99245071411133","39.99245071411133","39.99245071411133","841.372314453125","841.372314453125","841.372314453125","249.5823516845703","249.5823516845703","249.5823516845703","37.10575866699219","37.10575866699219","37.10575866699219"
"959","980.4552001953125","980.4552001953125","980.4552001953125","300.5134582519531","300.5134582519531","300.5134582519531","29.67119026184082","29.67119026184082","29.67119026184082","980.8092041015625","980.8092041015625","980.8092041015625","300.1590881347656","300.1590881347656","300.1590881347656","24.15825080871582","24.15825080871582","24.15825080871582"
"989","521.604736328125","521.604736328125","521.604736328125","190.93417358398438","190.93417358398438","190.93417358398438","50.14165496826172","50.14165496826172","50.14165496826172","521.9159545898438","521.9159545898438","521.9159545898438","190.9374237060547","190.9374237060547","190.9374237060547","44.18080139160156","44.18080139160156","44.18080139160156"
"1019","970.8524169921875","970.8524169921875","970.8524169921875","330.3714904785156","330.3714904785156","330.3714904785156","47.93893814086914","47.93893814086914","47.93893814086914","968.2171630859375","968.2171630859375","968.2171630859375","330.1531982421875","330.1531982421875","330.1531982421875","40.897499084472656","40.897499084472656","40.897499084472656"
"1049","495.8004455566406","495.8004455566406","495.8004455566406","178.42581176757812","178.42581176757812","178.42581176757812","40.481929779052734","40.481929779052734","40.481929779052734","496.1409912109375","496.1409912109375","496.1409912109375","178.28985595703125","178.28985595703125","178.28985595703125","35.614524841308594","35.614524841308594","35.614524841308594"
"1079","447.8626403808594","447.8626403808594","447.8626403808594","164.74118041992188","164.74118041992188","164.74118041992188","63.35749053955078","63.35749053955078","63.35749053955078","448.2370300292969","448.2370300292969","448.2370300292969","164.726318359375","164.726318359375","164.726318359375","59.29302215576172","59.29302215576172","59.29302215576172"
"1109","631.8206787109375","631.8206787109375","631.8206787109375","186.71682739257812","186.71682739257812","186.71682739257812","33.46422576904297","33.46422576904297","33.46422576904297","630.6411743164062","630.6411743164062","630.6411743164062","186.85682678222656","186.85682678222656","186.85682678222656","30.2873477935791","30.2873477935791","30.2873477935791"
"1139","650.5639038085938","650.5639038085938","650.5639038085938","198.21240234375","198.21240234375","198.21240234375","45.02811050415039","45.02811050415039","45.02811050415039","650.8958740234375","650.8958740234375","650.8958740234375","198.18218994140625","198.18218994140625","198.18218994140625","41.88794708251953","41.88794708251953","41.88794708251953"
"1169","771.1902465820312","771.1902465820312","771.1902465820312","218.07855224609375","218.07855224609375","218.07855224609375","40.8349609375","40.8349609375","40.8349609375","771.868896484375","771.868896484375","771.868896484375","218.06991577148438","218.06991577148438","218.06991577148438","37.12932586669922","37.12932586669922","37.12932586669922"
"1199","593.372802734375","593.372802734375","593.372802734375","182.6280975341797","182.6280975341797","182.6280975341797","34.49991989135742","34.49991989135742","34.49991989135742","593.7855224609375","593.7855224609375","593.7855224609375","182.6520233154297","182.6520233154297","182.6520233154297","30.56695556640625","30.56695556640625","30.56695556640625"
"1229","743.8756103515625","743.8756103515625","743.8756103515625","298.1587219238281","298.1587219238281","298.1587219238281","35.78889465332031","35.78889465332031","35.78889465332031","742.1431274414062","742.1431274414062","742.1431274414062","293.89324951171875","293.89324951171875","293.89324951171875","32.18401336669922","32.18401336669922","32.18401336669922"
"1259","617.7462158203125","617.7462158203125","617.7462158203125","181.57423400878906","181.57423400878906","181.57423400878906","42.50510787963867","42.50510787963867","42.50510787963867","618.371337890625","618.371337890625","618.371337890625","181.41087341308594","181.41087341308594","181.41087341308594","40.85274887084961","40.85274887084961","40.85274887084961"
"1289","457.7672424316406","457.7672424316406","457.7672424316406","142.9633331298828","142.9633331298828","142.9633331298828","53.412742614746094","53.412742614746094","53.412742614746094","458.0739440917969","458.0739440917969","458.0739440917969","142.90554809570312","142.90554809570312","142.90554809570312","51.13761520385742","51.13761520385742","51.13761520385742"
"1319","451.3668518066406","451.3668518066406","451.3668518066406","203.72190856933594","203.72190856933594","203.72190856933594","52.76325988769531","52.76325988769531","52.76325988769531","451.9013977050781","451.9013977050781","451.9013977050781","204.94381713867188","204.94381713867188","204.94381713867188","51.85279083251953","51.85279083251953","51.85279083251953"
"1349","520.5460205078125","520.5460205078125","520.5460205078125","173.28643798828125","173.28643798828125","173.28643798828125","42.12511444091797","42.12511444091797","42.12511444091797","521.056884765625","521.056884765625","521.056884765625","173.33282470703125","173.33282470703125","173.33282470703125","42.0932502746582","42.0932502746582","42.0932502746582"
"1379","440.96734619140625","440.96734619140625","440.96734619140625","170.7762451171875","170.7762451171875","170.7762451171875","39.43077850341797","39.43077850341797","39.43077850341797","441.42919921875","441.42919921875","441.42919921875","170.80035400390625","170.80035400390625","170.80035400390625","39.48588180541992","39.48588180541992","39.48588180541992"
"1409","545.5957641601562","545.5957641601562","545.5957641601562","174.30763244628906","174.30763244628906","174.30763244628906","30.67424201965332","30.67424201965332","30.67424201965332","546.36572265625","546.36572265625","546.36572265625","174.371337890625","174.371337890625","174.371337890625","30.01502799987793","30.01502799987793","30.01502799987793"
"1439","593.9268798828125","593.9268798828125","593.9268798828125","186.95504760742188","186.95504760742188","186.95504760742188","24.72465705871582","24.72465705871582","24.72465705871582","594.5222778320312","594.5222778320312","594.5222778320312","187.01991271972656","187.01991271972656","187.01991271972656","23.885150909423828","23.885150909423828","23.885150909423828"
"1469","664.8432006835938","664.8432006835938","664.8432006835938","194.0067901611328","194.0067901611328","194.0067901611328","27.073062896728516","27.073062896728516","27.073062896728516","665.7051391601562","665.7051391601562","665.7051391601562","193.9432373046875","193.9432373046875","193.9432373046875","27.62588882446289","27.62588882446289","27.62588882446289"
"1499","561.612548828125","561.612548828125","561.612548828125","167.85562133789062","167.85562133789062","167.85562133789062","44.02565002441406","44.02565002441406","44.02565002441406","562.34716796875","562.34716796875","562.34716796875","167.84579467773438","167.84579467773438","167.84579467773438","43.93485641479492","43.93485641479492","43.93485641479492"
"1529","464.86676025390625","464.86676025390625","464.86676025390625","170.04562377929688","170.04562377929688","170.04562377929688","34.60076904296875","34.60076904296875","34.60076904296875","465.43865966796875","465.43865966796875","465.43865966796875","169.93370056152344","169.93370056152344","169.93370056152344","34.12693786621094","34.12693786621094","34.12693786621094"
"1559","522.0824584960938","522.0824584960938","522.0824584960938","182.83364868164062","182.83364868164062","182.83364868164062","29.754905700683594","29.754905700683594","29.754905700683594","522.4974365234375","522.4974365234375","522.4974365234375","182.98509216308594","182.98509216308594","182.98509216308594","29.9493408203125","29.9493408203125","29.9493408203125"
"1589","450.85589599609375","450.85589599609375","450.85589599609375","147.64222717285156","147.64222717285156","147.64222717285156","33.69607925415039","33.69607925415039","33.69607925415039","451.3524169921875","451.3524169921875","451.3524169921875","147.60693359375","147.60693359375","147.60693359375","35.21307373046875","35.21307373046875","35.21307373046875"
"1619","525.0438842773438","525.0438842773438","525.0438842773438","180.7177276611328","180.7177276611328","180.7177276611328","25.003278732299805","25.003278732299805","25.003278732299805","525.329345703125","525.329345703125","525.329345703125","180.87966918945312","180.87966918945312","180.87966918945312","24.747352600097656","24.747352600097656","24.747352600097656"
"1649","360.6668701171875","360.6668701171875","360.6668701171875","147.88487243652344","147.88487243652344","147.88487243652344","38.179141998291016","38.179141998291016","38.179141998291016","361.22027587890625","361.22027587890625","361.22027587890625","147.86090087890625","147.86090087890625","147.86090087890625","39.49053192138672","39.49053192138672","39.49053192138672"
"1679","405.9339904785156","405.9339904785156","405.9339904785156","143.607666015625","143.607666015625","143.607666015625","47.07706069946289","47.07706069946289","47.07706069946289","406.6842041015625","406.6842041015625","406.6842041015625","143.68572998046875","143.68572998046875","143.68572998046875","48.34479522705078","48.34479522705078","48.34479522705078"
"1709","256.7268371582031","256.7268371582031","256.7268371582031","107.3327407836914","107.3327407836914","107.3327407836914","31.750715255737305","31.750715255737305","31.750715255737305","257.20611572265625","257.20611572265625","257.20611572265625","107.33831787109375","107.33831787109375","107.33831787109375","33.38363265991211","33.38363265991211","33.38363265991211"
"1739","196.98681640625","196.98681640625","196.98681640625","79.98213958740234","79.98213958740234","79.98213958740234","22.43729019165039","22.43729019165039","22.43729019165039","197.29457092285156","197.29457092285156","197.29457092285156","79.949462890625","79.949462890625","79.949462890625","23.20865821838379","23.20865821838379","23.20865821838379"
"1769","307.91796875","307.91796875","307.91796875","113.39607238769531","113.39607238769531","113.39607238769531","26.70881462097168","26.70881462097168","26.70881462097168","308.595458984375","308.595458984375","308.595458984375","113.30852508544922","113.30852508544922","113.30852508544922","26.762828826904297","26.762828826904297","26.762828826904297"
"1799","341.1590270996094","341.1590270996094","341.1590270996094","119.09898376464844","119.09898376464844","119.09898376464844","30.0015869140625","30.0015869140625","30.0015869140625","341.883544921875","341.883544921875","341.883544921875","119.09308624267578","119.09308624267578","119.09308624267578","31.06882667541504","31.06882667541504","31.06882667541504"
"1829","370.02337646484375","370.02337646484375","370.02337646484375","141.74668884277344","141.74668884277344","141.74668884277344","28.270082473754883","28.270082473754883","28.270082473754883","370.91534423828125","370.91534423828125","370.91534423828125","141.7653045654297","141.7653045654297","141.7653045654297","29.476093292236328","29.476093292236328","29.476093292236328"
"1859","491.56060791015625","491.56060791015625","491.56060791015625","146.7939453125","146.7939453125","146.7939453125","23.83417510986328","23.83417510986328","23.83417510986328","492.5881042480469","492.5881042480469","492.5881042480469","146.8750762939453","146.8750762939453","146.8750762939453","24.207387924194336","24.207387924194336","24.207387924194336"
"1889","225.24058532714844","225.24058532714844","225.24058532714844","87.5909194946289","87.5909194946289","87.5909194946289","29.539846420288086","29.539846420288086","29.539846420288086","225.69879150390625","225.69879150390625","225.69879150390625","87.57575988769531","87.57575988769531","87.57575988769531","30.74945640563965","30.74945640563965","30.74945640563965"
"1919","283.26116943359375","283.26116943359375","283.26116943359375","148.6360321044922","148.6360321044922","148.6360321044922","32.27865982055664","32.27865982055664","32.27865982055664","284.0080261230469","284.0080261230469","284.0080261230469","146.55943298339844","146.55943298339844","146.55943298339844","35.31963348388672","35.31963348388672","35.31963348388672"
"1949","297.8021545410156","297.8021545410156","297.8021545410156","104.53871154785156","104.53871154785156","104.53871154785156","32.893592834472656","32.893592834472656","32.893592834472656","298.5174255371094","298.5174255371094","298.5174255371094","104.52151489257812","104.52151489257812","104.52151489257812","33.51171875","33.51171875","33.51171875"
"1979","274.99920654296875","274.99920654296875","274.99920654296875","107.73965454101562","107.73965454101562","107.73965454101562","20.97041893005371","20.97041893005371","20.97041893005371","275.7218017578125","275.7218017578125","275.7218017578125","107.68630981445312","107.68630981445312","107.68630981445312","22.211212158203125","22.211212158203125","22.211212158203125"
"2009","285.1131896972656","285.1131896972656","285.1131896972656","111.62891387939453","111.62891387939453","111.62891387939453","30.371904373168945","30.371904373168945","30.371904373168945","285.7647399902344","285.7647399902344","285.7647399902344","111.63712310791016","111.63712310791016","111.63712310791016","31.874677658081055","31.874677658081055","31.874677658081055"
"2039","241.13226318359375","241.13226318359375","241.13226318359375","90.8241958618164","90.8241958618164","90.8241958618164","20.308895111083984","20.308895111083984","20.308895111083984","241.7562255859375","241.7562255859375","241.7562255859375","90.84783935546875","90.84783935546875","90.84783935546875","20.999704360961914","20.999704360961914","20.999704360961914"
"2069","341.7995910644531","341.7995910644531","341.7995910644531","129.9293670654297","129.9293670654297","129.9293670654297","19.616315841674805","19.616315841674805","19.616315841674805","342.638671875","342.638671875","342.638671875","129.91238403320312","129.91238403320312","129.91238403320312","19.90188980102539","19.90188980102539","19.90188980102539"
"2099","398.62255859375","398.62255859375","398.62255859375","144.55972290039062","144.55972290039062","144.55972290039062","22.847745895385742","22.847745895385742","22.847745895385742","399.3899841308594","399.3899841308594","399.3899841308594","144.71243286132812","144.71243286132812","144.71243286132812","23.29275131225586","23.29275131225586","23.29275131225586"
"2129","249.39964294433594","249.39964294433594","249.39964294433594","94.54789733886719","94.54789733886719","94.54789733886719","23.74118995666504","23.74118995666504","23.74118995666504","250.01266479492188","250.01266479492188","250.01266479492188","94.6214828491211","94.6214828491211","94.6214828491211","25.195810317993164","25.195810317993164","25.195810317993164"
"2159","213.6754608154297","213.6754608154297","213.6754608154297","97.96466827392578","97.96466827392578","97.96466827392578","30.630643844604492","30.630643844604492","30.630643844604492","214.2012481689453","214.2012481689453","214.2012481689453","98.01850128173828","98.01850128173828","98.01850128173828","32.66204833984375","32.66204833984375","32.66204833984375"
"2189","221.32156372070312","221.32156372070312","221.32156372070312","79.06278991699219","79.06278991699219","79.06278991699219","26.46733856201172","26.46733856201172","26.46733856201172","221.8799591064453","221.8799591064453","221.8799591064453","78.86714935302734","78.86714935302734","78.86714935302734","27.298011779785156","27.298011779785156","27.298011779785156"
"2219","262.7640686035156","262.7640686035156","262.7640686035156","118.41368865966797","118.41368865966797","118.41368865966797","29.207792282104492","29.207792282104492","29.207792282104492","263.4185791015625","263.4185791015625","263.4185791015625","118.57206726074219","118.57206726074219","118.57206726074219","31.403656005859375","31.403656005859375","31.403656005859375"
"2249","281.0705261230469","281.0705261230469","281.0705261230469","113.07866668701172","113.07866668701172","113.07866668701172","32.25210189819336","32.25210189819336","32.25210189819336","282.0051574707031","282.0051574707031","282.0051574707031","113.07470703125","113.07470703125","113.07470703125","32.93962860107422","32.93962860107422","32.93962860107422"
"2279","551.26220703125","551.26220703125","551.26220703125","173.12237548828125","173.12237548828125","173.12237548828125","19.38689613342285","19.38689613342285","19.38689613342285","552.8412475585938","552.8412475585938","552.8412475585938","173.1071014404297","173.1071014404297","173.1071014404297","22.833337783813477","22.833337783813477","22.833337783813477"
"2309","179.3342742919922","179.3342742919922","179.3342742919922","77.73051452636719","77.73051452636719","77.73051452636719","28.27979278564453","28.27979278564453","28.27979278564453","180.07101440429688","180.07101440429688","180.07101440429688","77.66481018066406","77.66481018066406","77.66481018066406","30.776918411254883","30.776918411254883","30.776918411254883"
"2339","225.85934448242188","225.85934448242188","225.85934448242188","108.66033935546875","108.66033935546875","108.66033935546875","21.157716751098633","21.157716751098633","21.157716751098633","226.40432739257812","226.40432739257812","226.40432739257812","108.58065032958984","108.58065032958984","108.58065032958984","22.360267639160156","22.360267639160156","22.360267639160156"
"2369","193.4298858642578","193.4298858642578","193.4298858642578","87.72966766357422","87.72966766357422","87.72966766357422","25.098398208618164","25.098398208618164","25.098398208618164","193.8881072998047","193.8881072998047","193.8881072998047","86.97457122802734","86.97457122802734","86.97457122802734","26.95984649658203","26.95984649658203","26.95984649658203"
"2399","203.00746154785156","203.00746154785156","203.00746154785156","148.98373413085938","148.98373413085938","148.98373413085938","17.84632682800293","17.84632682800293","17.84632682800293","203.50930786132812","203.50930786132812","203.50930786132812","156.39967346191406","156.39967346191406","156.39967346191406","18.879079818725586","18.879079818725586","18.879079818725586"
"2429","176.1884002685547","176.1884002685547","176.1884002685547","80.00704193115234","80.00704193115234","80.00704193115234","16.273296356201172","16.273296356201172","16.273296356201172","176.8339385986328","176.8339385986328","176.8339385986328","79.96177673339844","79.96177673339844","79.96177673339844","17.510663986206055","17.510663986206055","17.510663986206055"
"2459","213.3769073486328","213.3769073486328","213.3769073486328","95.6718521118164","95.6718521118164","95.6718521118164","28.57474136352539","28.57474136352539","28.57474136352539","213.99183654785156","213.99183654785156","213.99183654785156","95.63410949707031","95.63410949707031","95.63410949707031","30.181230545043945","30.181230545043945","30.181230545043945"
"2489","229.4710235595703","229.4710235595703","229.4710235595703","88.3641586303711","88.3641586303711","88.3641586303711","22.84062385559082","22.84062385559082","22.84062385559082","230.39930725097656","230.39930725097656","230.39930725097656","88.37358856201172","88.37358856201172","88.37358856201172","24.123146057128906","24.123146057128906","24.123146057128906"
