"Step","layer_10_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_pre_gpt2_gated_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"659","5.165362358093262","5.165362358093262","5.165362358093262","3.667224407196045","3.667224407196045","3.667224407196045","1.464801549911499","1.464801549911499","1.464801549911499"
"689","25.091650009155273","25.091650009155273","25.091650009155273","22.763492584228516","22.763492584228516","22.763492584228516","1.4793771505355835","1.4793771505355835","1.4793771505355835"
"719","4.788849353790283","4.788849353790283","4.788849353790283","3.5533037185668945","3.5533037185668945","3.5533037185668945","1.4363393783569336","1.4363393783569336","1.4363393783569336"
"749","4.588959693908691","4.588959693908691","4.588959693908691","3.552374839782715","3.552374839782715","3.552374839782715","1.5425639152526855","1.5425639152526855","1.5425639152526855"
"779","4.517238140106201","4.517238140106201","4.517238140106201","3.2995986938476562","3.2995986938476562","3.2995986938476562","1.3712759017944336","1.3712759017944336","1.3712759017944336"
"809","23.750539779663086","23.750539779663086","23.750539779663086","21.267738342285156","21.267738342285156","21.267738342285156","1.535860300064087","1.535860300064087","1.535860300064087"
"839","4.691312313079834","4.691312313079834","4.691312313079834","3.2833220958709717","3.2833220958709717","3.2833220958709717","1.3979949951171875","1.3979949951171875","1.3979949951171875"
"869","22.705692291259766","22.705692291259766","22.705692291259766","20.43923568725586","20.43923568725586","20.43923568725586","1.5012986660003662","1.5012986660003662","1.5012986660003662"
"899","4.29417610168457","4.29417610168457","4.29417610168457","3.5104198455810547","3.5104198455810547","3.5104198455810547","1.365563988685608","1.365563988685608","1.365563988685608"
"929","4.478469371795654","4.478469371795654","4.478469371795654","3.2213287353515625","3.2213287353515625","3.2213287353515625","1.4921776056289673","1.4921776056289673","1.4921776056289673"
"959","8.649829864501953","8.649829864501953","8.649829864501953","16.050321578979492","16.050321578979492","16.050321578979492","1.4343568086624146","1.4343568086624146","1.4343568086624146"
"989","6.2216477394104","6.2216477394104","6.2216477394104","3.5472803115844727","3.5472803115844727","3.5472803115844727","1.5238807201385498","1.5238807201385498","1.5238807201385498"
"1019","23.746864318847656","23.746864318847656","23.746864318847656","19.0074520111084","19.0074520111084","19.0074520111084","1.6655001640319824","1.6655001640319824","1.6655001640319824"
"1049","6.039648532867432","6.039648532867432","6.039648532867432","3.3223681449890137","3.3223681449890137","3.3223681449890137","1.4600282907485962","1.4600282907485962","1.4600282907485962"
"1079","6.172175884246826","6.172175884246826","6.172175884246826","3.081265687942505","3.081265687942505","3.081265687942505","1.6032464504241943","1.6032464504241943","1.6032464504241943"
"1109","22.490320205688477","22.490320205688477","22.490320205688477","18.063993453979492","18.063993453979492","18.063993453979492","1.503568410873413","1.503568410873413","1.503568410873413"
"1139","5.208292007446289","5.208292007446289","5.208292007446289","3.358344316482544","3.358344316482544","3.358344316482544","1.577081322669983","1.577081322669983","1.577081322669983"
"1169","4.761049747467041","4.761049747467041","4.761049747467041","3.241010904312134","3.241010904312134","3.241010904312134","1.7979003190994263","1.7979003190994263","1.7979003190994263"
"1199","4.852035045623779","4.852035045623779","4.852035045623779","3.3407018184661865","3.3407018184661865","3.3407018184661865","1.4964971542358398","1.4964971542358398","1.4964971542358398"
"1229","22.2410888671875","22.2410888671875","22.2410888671875","17.149188995361328","17.149188995361328","17.149188995361328","1.5196621417999268","1.5196621417999268","1.5196621417999268"
"1259","5.600630760192871","5.600630760192871","5.600630760192871","3.1426897048950195","3.1426897048950195","3.1426897048950195","1.6118460893630981","1.6118460893630981","1.6118460893630981"
"1289","5.493009090423584","5.493009090423584","5.493009090423584","2.9521214962005615","2.9521214962005615","2.9521214962005615","1.6781926155090332","1.6781926155090332","1.6781926155090332"
"1319","11.305238723754883","11.305238723754883","11.305238723754883","13.584494590759277","13.584494590759277","13.584494590759277","1.7434237003326416","1.7434237003326416","1.7434237003326416"
"1349","5.716418266296387","5.716418266296387","5.716418266296387","3.1959660053253174","3.1959660053253174","3.1959660053253174","1.4608309268951416","1.4608309268951416","1.4608309268951416"
"1379","5.685052394866943","5.685052394866943","5.685052394866943","2.974043846130371","2.974043846130371","2.974043846130371","1.4804797172546387","1.4804797172546387","1.4804797172546387"
"1409","5.419186115264893","5.419186115264893","5.419186115264893","3.159008741378784","3.159008741378784","3.159008741378784","1.3542468547821045","1.3542468547821045","1.3542468547821045"
"1439","4.997625350952148","4.997625350952148","4.997625350952148","3.4157137870788574","3.4157137870788574","3.4157137870788574","1.2662370204925537","1.2662370204925537","1.2662370204925537"
"1469","4.739323139190674","4.739323139190674","4.739323139190674","3.1165056228637695","3.1165056228637695","3.1165056228637695","1.544978141784668","1.544978141784668","1.544978141784668"
"1499","5.062476634979248","5.062476634979248","5.062476634979248","2.964972972869873","2.964972972869873","2.964972972869873","1.6887054443359375","1.6887054443359375","1.6887054443359375"
"1529","5.75283670425415","5.75283670425415","5.75283670425415","3.070875883102417","3.070875883102417","3.070875883102417","1.4043176174163818","1.4043176174163818","1.4043176174163818"
"1559","5.599431037902832","5.599431037902832","5.599431037902832","3.308213949203491","3.308213949203491","3.308213949203491","1.3161143064498901","1.3161143064498901","1.3161143064498901"
"1589","5.5247673988342285","5.5247673988342285","5.5247673988342285","2.9364407062530518","2.9364407062530518","2.9364407062530518","1.3579603433609009","1.3579603433609009","1.3579603433609009"
"1619","8.729999542236328","8.729999542236328","8.729999542236328","10.58963394165039","10.58963394165039","10.58963394165039","1.2451318502426147","1.2451318502426147","1.2451318502426147"
"1649","11.24797248840332","11.24797248840332","11.24797248840332","10.908390045166016","10.908390045166016","10.908390045166016","1.557098388671875","1.557098388671875","1.557098388671875"
"1679","6.33941125869751","6.33941125869751","6.33941125869751","3.0773706436157227","3.0773706436157227","3.0773706436157227","1.4906623363494873","1.4906623363494873","1.4906623363494873"
"1709","6.040012836456299","6.040012836456299","6.040012836456299","2.9914207458496094","2.9914207458496094","2.9914207458496094","1.3168065547943115","1.3168065547943115","1.3168065547943115"
"1739","5.3350934982299805","5.3350934982299805","5.3350934982299805","2.823765754699707","2.823765754699707","2.823765754699707","1.0446463823318481","1.0446463823318481","1.0446463823318481"
"1769","5.596789360046387","5.596789360046387","5.596789360046387","2.8126301765441895","2.8126301765441895","2.8126301765441895","1.1578021049499512","1.1578021049499512","1.1578021049499512"
"1799","5.9328837394714355","5.9328837394714355","5.9328837394714355","2.8788399696350098","2.8788399696350098","2.8788399696350098","1.3858342170715332","1.3858342170715332","1.3858342170715332"
"1829","5.605953693389893","5.605953693389893","5.605953693389893","2.908855438232422","2.908855438232422","2.908855438232422","1.314356803894043","1.314356803894043","1.314356803894043"
"1859","5.4627366065979","5.4627366065979","5.4627366065979","2.898524045944214","2.898524045944214","2.898524045944214","1.1271787881851196","1.1271787881851196","1.1271787881851196"
"1889","5.536882400512695","5.536882400512695","5.536882400512695","2.7529690265655518","2.7529690265655518","2.7529690265655518","1.3440405130386353","1.3440405130386353","1.3440405130386353"
"1919","9.37870979309082","9.37870979309082","9.37870979309082","8.554648399353027","8.554648399353027","8.554648399353027","1.2161056995391846","1.2161056995391846","1.2161056995391846"
"1949","5.792366981506348","5.792366981506348","5.792366981506348","2.865770101547241","2.865770101547241","2.865770101547241","1.2471034526824951","1.2471034526824951","1.2471034526824951"
"1979","5.760501384735107","5.760501384735107","5.760501384735107","2.8256514072418213","2.8256514072418213","2.8256514072418213","1.0486531257629395","1.0486531257629395","1.0486531257629395"
"2009","5.811342716217041","5.811342716217041","5.811342716217041","2.858189582824707","2.858189582824707","2.858189582824707","1.1584500074386597","1.1584500074386597","1.1584500074386597"
"2039","5.303843975067139","5.303843975067139","5.303843975067139","2.7182164192199707","2.7182164192199707","2.7182164192199707","1.1147035360336304","1.1147035360336304","1.1147035360336304"
"2069","5.184943675994873","5.184943675994873","5.184943675994873","2.8517112731933594","2.8517112731933594","2.8517112731933594","1.0310839414596558","1.0310839414596558","1.0310839414596558"
"2099","5.448046684265137","5.448046684265137","5.448046684265137","3.103375196456909","3.103375196456909","3.103375196456909","1.0525904893875122","1.0525904893875122","1.0525904893875122"
"2129","5.460623264312744","5.460623264312744","5.460623264312744","2.6928045749664307","2.6928045749664307","2.6928045749664307","0.9262548089027405","0.9262548089027405","0.9262548089027405"
"2159","5.32933235168457","5.32933235168457","5.32933235168457","2.5712311267852783","2.5712311267852783","2.5712311267852783","0.9927589297294617","0.9927589297294617","0.9927589297294617"
"2189","4.82163667678833","4.82163667678833","4.82163667678833","2.4959778785705566","2.4959778785705566","2.4959778785705566","1.067511796951294","1.067511796951294","1.067511796951294"
"2219","5.515527248382568","5.515527248382568","5.515527248382568","2.690629243850708","2.690629243850708","2.690629243850708","1.0815387964248657","1.0815387964248657","1.0815387964248657"
"2249","5.306553840637207","5.306553840637207","5.306553840637207","2.616364002227783","2.616364002227783","2.616364002227783","1.0802983045578003","1.0802983045578003","1.0802983045578003"
"2279","70.22630310058594","70.22630310058594","70.22630310058594","31.770978927612305","31.770978927612305","31.770978927612305","5.417778015136719","5.417778015136719","5.417778015136719"
"2309","4.773703575134277","4.773703575134277","4.773703575134277","2.380967140197754","2.380967140197754","2.380967140197754","1.1298999786376953","1.1298999786376953","1.1298999786376953"
"2339","7.723363876342773","7.723363876342773","7.723363876342773","6.875803470611572","6.875803470611572","6.875803470611572","1.0667698383331299","1.0667698383331299","1.0667698383331299"
"2369","7.513297080993652","7.513297080993652","7.513297080993652","6.780354022979736","6.780354022979736","6.780354022979736","1.1093779802322388","1.1093779802322388","1.1093779802322388"
"2399","6.883432388305664","6.883432388305664","6.883432388305664","6.309977054595947","6.309977054595947","6.309977054595947","0.8145605325698853","0.8145605325698853","0.8145605325698853"
"2429","4.268043518066406","4.268043518066406","4.268043518066406","2.498568296432495","2.498568296432495","2.498568296432495","0.8059906363487244","0.8059906363487244","0.8059906363487244"
"2459","4.94255256652832","4.94255256652832","4.94255256652832","2.4635837078094482","2.4635837078094482","2.4635837078094482","1.021234393119812","1.021234393119812","1.021234393119812"
"2489","4.893816947937012","4.893816947937012","4.893816947937012","2.6642279624938965","2.6642279624938965","2.6642279624938965","1.0464134216308594","1.0464134216308594","1.0464134216308594"
"2519","5.087040424346924","5.087040424346924","5.087040424346924","2.461188316345215","2.461188316345215","2.461188316345215","0.7895504832267761","0.7895504832267761","0.7895504832267761"
"2549","4.896574020385742","4.896574020385742","4.896574020385742","2.3896102905273438","2.3896102905273438","2.3896102905273438","0.77630615234375","0.77630615234375","0.77630615234375"
"2579","6.359743595123291","6.359743595123291","6.359743595123291","5.458052158355713","5.458052158355713","5.458052158355713","1.0757015943527222","1.0757015943527222","1.0757015943527222"
"2609","5.0006537437438965","5.0006537437438965","5.0006537437438965","2.4805216789245605","2.4805216789245605","2.4805216789245605","0.9448884129524231","0.9448884129524231","0.9448884129524231"
"2639","3.6879472732543945","3.6879472732543945","3.6879472732543945","2.233842372894287","2.233842372894287","2.233842372894287","0.8473789095878601","0.8473789095878601","0.8473789095878601"
"2669","4.128523349761963","4.128523349761963","4.128523349761963","2.3338539600372314","2.3338539600372314","2.3338539600372314","0.7496786117553711","0.7496786117553711","0.7496786117553711"
"2699","4.784036636352539","4.784036636352539","4.784036636352539","2.2961597442626953","2.2961597442626953","2.2961597442626953","1.245588779449463","1.245588779449463","1.245588779449463"
"2729","4.569972515106201","4.569972515106201","4.569972515106201","2.527902841567993","2.527902841567993","2.527902841567993","0.8605421781539917","0.8605421781539917","0.8605421781539917"
"2759","3.2418673038482666","3.2418673038482666","3.2418673038482666","2.1568093299865723","2.1568093299865723","2.1568093299865723","0.7929734587669373","0.7929734587669373","0.7929734587669373"
"2789","3.2839651107788086","3.2839651107788086","3.2839651107788086","2.0979950428009033","2.0979950428009033","2.0979950428009033","0.5652706623077393","0.5652706623077393","0.5652706623077393"
"2819","4.4460625648498535","4.4460625648498535","4.4460625648498535","2.2915806770324707","2.2915806770324707","2.2915806770324707","0.7234094738960266","0.7234094738960266","0.7234094738960266"
"2849","4.473519325256348","4.473519325256348","4.473519325256348","2.252007484436035","2.252007484436035","2.252007484436035","0.8265451788902283","0.8265451788902283","0.8265451788902283"
"2879","4.920234203338623","4.920234203338623","4.920234203338623","4.498444080352783","4.498444080352783","4.498444080352783","0.9429705739021301","0.9429705739021301","0.9429705739021301"
"2909","3.0695455074310303","3.0695455074310303","3.0695455074310303","2.4256396293640137","2.4256396293640137","2.4256396293640137","0.9237388968467712","0.9237388968467712","0.9237388968467712"
"2939","2.7749547958374023","2.7749547958374023","2.7749547958374023","2.2056779861450195","2.2056779861450195","2.2056779861450195","0.7608934044837952","0.7608934044837952","0.7608934044837952"
"2969","4.438010215759277","4.438010215759277","4.438010215759277","4.2258782386779785","4.2258782386779785","4.2258782386779785","0.8615963459014893","0.8615963459014893","0.8615963459014893"
"2999","2.2896554470062256","2.2896554470062256","2.2896554470062256","1.9924508333206177","1.9924508333206177","1.9924508333206177","0.7461289167404175","0.7461289167404175","0.7461289167404175"
"3029","4.411548614501953","4.411548614501953","4.411548614501953","4.218806266784668","4.218806266784668","4.218806266784668","0.8797426223754883","0.8797426223754883","0.8797426223754883"
"3059","3.54948091506958","3.54948091506958","3.54948091506958","2.2482287883758545","2.2482287883758545","2.2482287883758545","0.8105065822601318","0.8105065822601318","0.8105065822601318"
"3089","2.7494940757751465","2.7494940757751465","2.7494940757751465","1.9810891151428223","1.9810891151428223","1.9810891151428223","1.0160421133041382","1.0160421133041382","1.0160421133041382"
"3119","2.666408061981201","2.666408061981201","2.666408061981201","1.9548225402832031","1.9548225402832031","1.9548225402832031","0.7800005078315735","0.7800005078315735","0.7800005078315735"
"3149","2.756718158721924","2.756718158721924","2.756718158721924","1.9753479957580566","1.9753479957580566","1.9753479957580566","0.7303512692451477","0.7303512692451477","0.7303512692451477"
"3179","3.2655515670776367","3.2655515670776367","3.2655515670776367","2.0193190574645996","2.0193190574645996","2.0193190574645996","0.6813293099403381","0.6813293099403381","0.6813293099403381"
"3209","3.545501708984375","3.545501708984375","3.545501708984375","2.020810604095459","2.020810604095459","2.020810604095459","0.4458775222301483","0.4458775222301483","0.4458775222301483"
"3239","2.792593240737915","2.792593240737915","2.792593240737915","1.9385197162628174","1.9385197162628174","1.9385197162628174","0.6338059902191162","0.6338059902191162","0.6338059902191162"
"3269","2.9343698024749756","2.9343698024749756","2.9343698024749756","1.8596216440200806","1.8596216440200806","1.8596216440200806","0.6140363812446594","0.6140363812446594","0.6140363812446594"
"3299","3.4229812622070312","3.4229812622070312","3.4229812622070312","2.1513147354125977","2.1513147354125977","2.1513147354125977","0.7728689312934875","0.7728689312934875","0.7728689312934875"
"3329","3.7437636852264404","3.7437636852264404","3.7437636852264404","2.090831756591797","2.090831756591797","2.090831756591797","0.7138341069221497","0.7138341069221497","0.7138341069221497"
"3359","3.2652130126953125","3.2652130126953125","3.2652130126953125","1.9364534616470337","1.9364534616470337","1.9364534616470337","0.8475974798202515","0.8475974798202515","0.8475974798202515"
"3389","2.2910280227661133","2.2910280227661133","2.2910280227661133","1.8392035961151123","1.8392035961151123","1.8392035961151123","0.6075454354286194","0.6075454354286194","0.6075454354286194"
"3419","2.8718948364257812","2.8718948364257812","2.8718948364257812","1.833829402923584","1.833829402923584","1.833829402923584","0.6735755801200867","0.6735755801200867","0.6735755801200867"
"3449","2.7842495441436768","2.7842495441436768","2.7842495441436768","1.921496868133545","1.921496868133545","1.921496868133545","0.8117298483848572","0.8117298483848572","0.8117298483848572"
"3479","2.749781847000122","2.749781847000122","2.749781847000122","1.7472730875015259","1.7472730875015259","1.7472730875015259","0.6114015579223633","0.6114015579223633","0.6114015579223633"
"3509","3.90722393989563","3.90722393989563","3.90722393989563","3.2156736850738525","3.2156736850738525","3.2156736850738525","0.5775068402290344","0.5775068402290344","0.5775068402290344"
"3539","4.134413242340088","4.134413242340088","4.134413242340088","1.9727519750595093","1.9727519750595093","1.9727519750595093","0.6089484095573425","0.6089484095573425","0.6089484095573425"
"3569","2.779944896697998","2.779944896697998","2.779944896697998","1.7203948497772217","1.7203948497772217","1.7203948497772217","0.6065462231636047","0.6065462231636047","0.6065462231636047"
"3599","2.5616161823272705","2.5616161823272705","2.5616161823272705","1.73427152633667","1.73427152633667","1.73427152633667","0.6225202679634094","0.6225202679634094","0.6225202679634094"
"3629","2.4191672801971436","2.4191672801971436","2.4191672801971436","1.5679211616516113","1.5679211616516113","1.5679211616516113","0.41932106018066406","0.41932106018066406","0.41932106018066406"
"3659","2.7272307872772217","2.7272307872772217","2.7272307872772217","3.039329767227173","3.039329767227173","3.039329767227173","0.7917516827583313","0.7917516827583313","0.7917516827583313"
"3689","1.7402163743972778","1.7402163743972778","1.7402163743972778","1.6322699785232544","1.6322699785232544","1.6322699785232544","0.6499627828598022","0.6499627828598022","0.6499627828598022"
"3719","2.4666926860809326","2.4666926860809326","2.4666926860809326","1.7616686820983887","1.7616686820983887","1.7616686820983887","0.6306924223899841","0.6306924223899841","0.6306924223899841"
"3749","1.7702593803405762","1.7702593803405762","1.7702593803405762","1.5114669799804688","1.5114669799804688","1.5114669799804688","0.4155047535896301","0.4155047535896301","0.4155047535896301"
"3779","2.017960786819458","2.017960786819458","2.017960786819458","1.7146072387695312","1.7146072387695312","1.7146072387695312","0.7171557545661926","0.7171557545661926","0.7171557545661926"
"3809","2.24069881439209","2.24069881439209","2.24069881439209","1.596376895904541","1.596376895904541","1.596376895904541","0.5057844519615173","0.5057844519615173","0.5057844519615173"
"3839","2.393303871154785","2.393303871154785","2.393303871154785","1.6603481769561768","1.6603481769561768","1.6603481769561768","0.6601114273071289","0.6601114273071289","0.6601114273071289"
"3869","3.329646110534668","3.329646110534668","3.329646110534668","2.8010265827178955","2.8010265827178955","2.8010265827178955","0.6945905685424805","0.6945905685424805","0.6945905685424805"
"3899","3.2693798542022705","3.2693798542022705","3.2693798542022705","1.689184546470642","1.689184546470642","1.689184546470642","0.6132381558418274","0.6132381558418274","0.6132381558418274"
"3929","1.9613920450210571","1.9613920450210571","1.9613920450210571","1.6339452266693115","1.6339452266693115","1.6339452266693115","0.4244060516357422","0.4244060516357422","0.4244060516357422"
"3959","2.038369655609131","2.038369655609131","2.038369655609131","1.5510082244873047","1.5510082244873047","1.5510082244873047","0.5400062203407288","0.5400062203407288","0.5400062203407288"
"3989","1.9544838666915894","1.9544838666915894","1.9544838666915894","1.548728585243225","1.548728585243225","1.548728585243225","0.5787972807884216","0.5787972807884216","0.5787972807884216"
"4019","2.3531007766723633","2.3531007766723633","2.3531007766723633","2.481093168258667","2.481093168258667","2.481093168258667","0.45371371507644653","0.45371371507644653","0.45371371507644653"
"4049","1.8892552852630615","1.8892552852630615","1.8892552852630615","1.5479319095611572","1.5479319095611572","1.5479319095611572","0.5352804660797119","0.5352804660797119","0.5352804660797119"
"4079","2.3519246578216553","2.3519246578216553","2.3519246578216553","1.525127649307251","1.525127649307251","1.525127649307251","0.5259875655174255","0.5259875655174255","0.5259875655174255"
"4109","2.184278964996338","2.184278964996338","2.184278964996338","1.6215832233428955","1.6215832233428955","1.6215832233428955","0.681921660900116","0.681921660900116","0.681921660900116"
"4139","2.915520668029785","2.915520668029785","2.915520668029785","1.4816269874572754","1.4816269874572754","1.4816269874572754","0.4305257201194763","0.4305257201194763","0.4305257201194763"
"4169","2.3562655448913574","2.3562655448913574","2.3562655448913574","1.4647377729415894","1.4647377729415894","1.4647377729415894","0.6384354829788208","0.6384354829788208","0.6384354829788208"
"4199","1.6701842546463013","1.6701842546463013","1.6701842546463013","1.435057282447815","1.435057282447815","1.435057282447815","0.552671492099762","0.552671492099762","0.552671492099762"
"4229","2.791851758956909","2.791851758956909","2.791851758956909","1.4256553649902344","1.4256553649902344","1.4256553649902344","0.5410313010215759","0.5410313010215759","0.5410313010215759"
"4259","1.6174529790878296","1.6174529790878296","1.6174529790878296","1.4519051313400269","1.4519051313400269","1.4519051313400269","0.3502039313316345","0.3502039313316345","0.3502039313316345"
"4289","1.6523025035858154","1.6523025035858154","1.6523025035858154","1.3823721408843994","1.3823721408843994","1.3823721408843994","0.4994734823703766","0.4994734823703766","0.4994734823703766"
"4319","1.5869863033294678","1.5869863033294678","1.5869863033294678","1.265096664428711","1.265096664428711","1.265096664428711","0.36614730954170227","0.36614730954170227","0.36614730954170227"
"4349","1.5954562425613403","1.5954562425613403","1.5954562425613403","1.46859872341156","1.46859872341156","1.46859872341156","0.5050491094589233","0.5050491094589233","0.5050491094589233"
"4379","2.045848846435547","2.045848846435547","2.045848846435547","2.247026205062866","2.247026205062866","2.247026205062866","0.577499508857727","0.577499508857727","0.577499508857727"
"4409","1.5113065242767334","1.5113065242767334","1.5113065242767334","1.3488961458206177","1.3488961458206177","1.3488961458206177","0.4605928063392639","0.4605928063392639","0.4605928063392639"
"4439","1.6012933254241943","1.6012933254241943","1.6012933254241943","1.3523931503295898","1.3523931503295898","1.3523931503295898","0.4934541881084442","0.4934541881084442","0.4934541881084442"
"4469","1.5146069526672363","1.5146069526672363","1.5146069526672363","1.3332992792129517","1.3332992792129517","1.3332992792129517","0.5965396761894226","0.5965396761894226","0.5965396761894226"
"4499","2.1769282817840576","2.1769282817840576","2.1769282817840576","2.091315984725952","2.091315984725952","2.091315984725952","0.40999114513397217","0.40999114513397217","0.40999114513397217"
"4529","2.3211493492126465","2.3211493492126465","2.3211493492126465","1.3652019500732422","1.3652019500732422","1.3652019500732422","0.3439035415649414","0.3439035415649414","0.3439035415649414"
"4559","2.2608695030212402","2.2608695030212402","2.2608695030212402","1.4318499565124512","1.4318499565124512","1.4318499565124512","0.6385923027992249","0.6385923027992249","0.6385923027992249"
"4589","1.472896695137024","1.472896695137024","1.472896695137024","1.207159161567688","1.207159161567688","1.207159161567688","0.3260606825351715","0.3260606825351715","0.3260606825351715"
"4619","1.460010290145874","1.460010290145874","1.460010290145874","1.2935665845870972","1.2935665845870972","1.2935665845870972","0.46887704730033875","0.46887704730033875","0.46887704730033875"
"4649","1.6336398124694824","1.6336398124694824","1.6336398124694824","1.949174165725708","1.949174165725708","1.949174165725708","0.3509737253189087","0.3509737253189087","0.3509737253189087"
"4679","1.639320969581604","1.639320969581604","1.639320969581604","1.2361509799957275","1.2361509799957275","1.2361509799957275","0.4207407534122467","0.4207407534122467","0.4207407534122467"
"4709","2.1804723739624023","2.1804723739624023","2.1804723739624023","1.4349485635757446","1.4349485635757446","1.4349485635757446","0.3986116647720337","0.3986116647720337","0.3986116647720337"
"4739","2.1802852153778076","2.1802852153778076","2.1802852153778076","1.2588579654693604","1.2588579654693604","1.2588579654693604","0.47488638758659363","0.47488638758659363","0.47488638758659363"
"4769","1.7645986080169678","1.7645986080169678","1.7645986080169678","1.2006595134735107","1.2006595134735107","1.2006595134735107","0.43193602561950684","0.43193602561950684","0.43193602561950684"
